[['2, k, 0', [-0.249446, -0.480291, 1.0]], ['2, k, 1', [-0.234848, -0.157365, 1.0]], ['2, k, 2', [-0.219459, 0.159267, 1.0]], ['2, k, 3', [-0.195794, 0.311822, 1.0]], ['2, k, 4', [-0.397637, 0.0752874, 1.0]], ['2, k, 5', [-0.470752, -0.226233, 1.0]], ['2, k, 6', [-0.506908, -0.475848, 1.0]], ['2, k, 7', [-0.510644, -0.534009, 1.0]], ['2, k, 8', [-0.0575663, 0.0595867, 1.0]], ['2, k, 9', [-0.000694044, -0.223392, 1.0]], ['2, k, 10', [0.0265246, -0.473701, 1.0]], ['2, k, 11', [0.0199067, -0.533374, 1.0]], ['2, k, 12', [-0.323839, -0.47085, 1.0]], ['2, k, 13', [-0.348062, -0.924694, 1.0]], ['2, k, 14', [-0.393472, -1.30236, 1.0]], ['2, k, 15', [-0.390137, -1.36914, 1.0]], ['2, k, 16', [-0.168945, -0.477959, 1.0]], ['2, k, 17', [-0.177713, -0.997372, 1.0]], ['2, k, 18', [-0.184866, -1.33281, 1.0]], ['2, k, 19', [-0.158936, -1.35938, 1.0]], ['2, k, 20', [-0.22346, 0.0809682, 1.0]], ['2, k, 21', [-0.510414, -0.61452, 1.0]], ['2, k, 22', [-0.542344, -0.51798, 1.0]], ['2, k, 23', [0.00208242, -0.613629, 1.0]], ['2, k, 24', [0.051487, -0.550808, 1.0]]]
[['2, k, 0', [-0.317907, -0.482956, 1.0]], ['2, k, 1', [-0.266069, -0.154304, 1.0]], ['2, k, 2', [-0.220281, 0.166938, 1.0]], ['2, k, 3', [-0.205905, 0.312989, 1.0]], ['2, k, 4', [-0.395641, 0.0990118, 1.0]], ['2, k, 5', [-0.601098, -0.00161269, 1.0]], ['2, k, 6', [-0.53372, -0.245031, 1.0]], ['2, k, 7', [-0.519454, -0.241869, 1.0]], ['2, k, 8', [-0.0616367, 0.0806033, 1.0]], ['2, k, 9', [0.0670188, -0.100866, 1.0]], ['2, k, 10', [-0.0659405, -0.310497, 1.0]], ['2, k, 11', [-0.139996, -0.360258, 1.0]], ['2, k, 12', [-0.387723, -0.466644, 1.0]], ['2, k, 13', [-0.390681, -0.967463, 1.0]], ['2, k, 14', [-0.398407, -1.28604, 1.0]], ['2, k, 15', [-0.414861, -1.35317, 1.0]], ['2, k, 16', [-0.240235, -0.48723, 1.0]], ['2, k, 17', [-0.206777, -0.919296, 1.0]], ['2, k, 18', [-0.183721, -1.30756, 1.0]], ['2, k, 19', [-0.157812, -1.36042, 1.0]], ['2, k, 20', [-0.231174, 0.0878746, 1.0]], ['2, k, 21', [-0.465451, -0.306944, 1.0]], ['2, k, 22', [-0.44482, -0.199034, 1.0]], ['2, k, 23', [-0.175311, -0.438348, 1.0]], ['2, k, 24', [-0.12865, -0.413907, 1.0]]]
[['2, k, 0', [-0.320386, -0.485139, 1.0]], ['2, k, 1', [-0.269977, -0.156694, 1.0]], ['2, k, 2', [-0.223628, 0.164666, 1.0]], ['2, k, 3', [-0.203017, 0.312255, 1.0]], ['2, k, 4', [-0.39553, 0.0985526, 1.0]], ['2, k, 5', [-0.600697, 0.00213665, 1.0]], ['2, k, 6', [-0.535646, -0.242991, 1.0]], ['2, k, 7', [-0.489742, -0.311868, 1.0]], ['2, k, 8', [-0.0604224, 0.0773532, 1.0]], ['2, k, 9', [0.0668491, -0.102331, 1.0]], ['2, k, 10', [-0.0669049, -0.312119, 1.0]], ['2, k, 11', [-0.139886, -0.368066, 1.0]], ['2, k, 12', [-0.390498, -0.469424, 1.0]], ['2, k, 13', [-0.391832, -0.970516, 1.0]], ['2, k, 14', [-0.398682, -1.28504, 1.0]], ['2, k, 15', [-0.395058, -1.35261, 1.0]], ['2, k, 16', [-0.24226, -0.488732, 1.0]], ['2, k, 17', [-0.20817, -0.924203, 1.0]], ['2, k, 18', [-0.182372, -1.30537, 1.0]], ['2, k, 19', [-0.170243, -1.36038, 1.0]], ['2, k, 20', [-0.23488, 0.0854569, 1.0]], ['2, k, 21', [-0.470579, -0.389488, 1.0]], ['2, k, 22', [-0.445927, -0.270848, 1.0]], ['2, k, 23', [-0.175666, -0.437973, 1.0]], ['2, k, 24', [-0.128915, -0.422407, 1.0]]]
[['2, k, 0', [-0.320447, -0.485594, 1.0]], ['2, k, 1', [-0.270187, -0.15699, 1.0]], ['2, k, 2', [-0.223683, 0.163701, 1.0]], ['2, k, 3', [-0.201548, 0.31141, 1.0]], ['2, k, 4', [-0.396481, 0.0998744, 1.0]], ['2, k, 5', [-0.600262, 0.00441753, 1.0]], ['2, k, 6', [-0.536859, -0.241517, 1.0]], ['2, k, 7', [-0.494229, -0.30181, 1.0]], ['2, k, 8', [-0.0600812, 0.0767879, 1.0]], ['2, k, 9', [0.0667161, -0.102972, 1.0]], ['2, k, 10', [-0.0692557, -0.312113, 1.0]], ['2, k, 11', [-0.144422, -0.366989, 1.0]], ['2, k, 12', [-0.39042, -0.469676, 1.0]], ['2, k, 13', [-0.392508, -0.970177, 1.0]], ['2, k, 14', [-0.397981, -1.28481, 1.0]], ['2, k, 15', [-0.391976, -1.36042, 1.0]], ['2, k, 16', [-0.242479, -0.489368, 1.0]], ['2, k, 17', [-0.207678, -0.933149, 1.0]], ['2, k, 18', [-0.181279, -1.30482, 1.0]], ['2, k, 19', [-0.103638, -1.375, 1.0]], ['2, k, 20', [-0.235103, 0.0846846, 1.0]], ['2, k, 21', [-0.470389, -0.384998, 1.0]], ['2, k, 22', [-0.445276, -0.269052, 1.0]], ['2, k, 23', [-0.184337, -0.43661, 1.0]], ['2, k, 24', [-0.130364, -0.412298, 1.0]]]
[['2, k, 0', [-0.320108, -0.486066, 1.0]], ['2, k, 1', [-0.270352, -0.157386, 1.0]], ['2, k, 2', [-0.223923, 0.162603, 1.0]], ['2, k, 3', [-0.198757, 0.310209, 1.0]], ['2, k, 4', [-0.395566, 0.099007, 1.0]], ['2, k, 5', [-0.599861, 0.00624144, 1.0]], ['2, k, 6', [-0.534953, -0.23975, 1.0]], ['2, k, 7', [-0.516686, -0.239313, 1.0]], ['2, k, 8', [-0.0601381, 0.076696, 1.0]], ['2, k, 9', [0.0665109, -0.104421, 1.0]], ['2, k, 10', [-0.0709099, -0.31303, 1.0]], ['2, k, 11', [-0.144536, -0.369099, 1.0]], ['2, k, 12', [-0.390069, -0.470062, 1.0]], ['2, k, 13', [-0.411537, -0.862269, 1.0]], ['2, k, 14', [-0.398061, -1.27735, 1.0]], ['2, k, 15', [-0.394452, -1.35897, 1.0]], ['2, k, 16', [-0.242147, -0.48986, 1.0]], ['2, k, 17', [-0.20875, -0.928696, 1.0]], ['2, k, 18', [-0.182251, -1.30222, 1.0]], ['2, k, 19', [-0.184326, -1.35938, 1.0]], ['2, k, 20', [-0.235399, 0.0837388, 1.0]], ['2, k, 21', [-0.467094, -0.309422, 1.0]], ['2, k, 22', [-0.448405, -0.200642, 1.0]], ['2, k, 23', [-0.182523, -0.43817, 1.0]], ['2, k, 24', [-0.130354, -0.397221, 1.0]]]
[['2, k, 0', [-0.319474, -0.485412, 1.0]], ['2, k, 1', [-0.270402, -0.157554, 1.0]], ['2, k, 2', [-0.224035, 0.160687, 1.0]], ['2, k, 3', [-0.197625, 0.310334, 1.0]], ['2, k, 4', [-0.395858, 0.0997763, 1.0]], ['2, k, 5', [-0.599872, 0.00626757, 1.0]], ['2, k, 6', [-0.53488, -0.241122, 1.0]], ['2, k, 7', [-0.491435, -0.301521, 1.0]], ['2, k, 8', [-0.0602056, 0.0768057, 1.0]], ['2, k, 9', [0.0665223, -0.106941, 1.0]], ['2, k, 10', [-0.073655, -0.31403, 1.0]], ['2, k, 11', [-0.147415, -0.369784, 1.0]], ['2, k, 12', [-0.388872, -0.468661, 1.0]], ['2, k, 13', [-0.386537, -0.967079, 1.0]], ['2, k, 14', [-0.403689, -1.28922, 1.0]], ['2, k, 15', [-0.406762, -1.36036, 1.0]], ['2, k, 16', [-0.241985, -0.489844, 1.0]], ['2, k, 17', [-0.208475, -0.927607, 1.0]], ['2, k, 18', [-0.182182, -1.30227, 1.0]], ['2, k, 19', [-0.164913, -1.36212, 1.0]], ['2, k, 20', [-0.235591, 0.0822931, 1.0]], ['2, k, 21', [-0.470862, -0.384577, 1.0]], ['2, k, 22', [-0.445386, -0.26346, 1.0]], ['2, k, 23', [-0.192105, -0.439671, 1.0]], ['2, k, 24', [-0.131208, -0.412207, 1.0]]]
[['2, k, 0', [-0.316768, -0.48541, 1.0]], ['2, k, 1', [-0.269942, -0.158022, 1.0]], ['2, k, 2', [-0.223182, 0.159165, 1.0]], ['2, k, 3', [-0.196955, 0.309088, 1.0]], ['2, k, 4', [-0.39144, 0.0991308, 1.0]], ['2, k, 5', [-0.598769, 0.00898772, 1.0]], ['2, k, 6', [-0.536384, -0.240375, 1.0]], ['2, k, 7', [-0.49088, -0.303542, 1.0]], ['2, k, 8', [-0.0583599, 0.0756324, 1.0]], ['2, k, 9', [0.0663758, -0.107132, 1.0]], ['2, k, 10', [-0.0746621, -0.314004, 1.0]], ['2, k, 11', [-0.147461, -0.372736, 1.0]], ['2, k, 12', [-0.386186, -0.469033, 1.0]], ['2, k, 13', [-0.403478, -0.946299, 1.0]], ['2, k, 14', [-0.404148, -1.28859, 1.0]], ['2, k, 15', [-0.398079, -1.35515, 1.0]], ['2, k, 16', [-0.23935, -0.489388, 1.0]], ['2, k, 17', [-0.206812, -0.931062, 1.0]], ['2, k, 18', [-0.182048, -1.30245, 1.0]], ['2, k, 19', [-0.167919, -1.36116, 1.0]], ['2, k, 20', [-0.2348, 0.080947, 1.0]], ['2, k, 21', [-0.473071, -0.386381, 1.0]], ['2, k, 22', [-0.445052, -0.273188, 1.0]], ['2, k, 23', [-0.193066, -0.43801, 1.0]], ['2, k, 24', [-0.126429, -0.413146, 1.0]]]
[['2, k, 0', [-0.31614, -0.485999, 1.0]], ['2, k, 1', [-0.269866, -0.158282, 1.0]], ['2, k, 2', [-0.223054, 0.158976, 1.0]], ['2, k, 3', [-0.196534, 0.307978, 1.0]], ['2, k, 4', [-0.391039, 0.0970883, 1.0]], ['2, k, 5', [-0.59876, 0.00939619, 1.0]], ['2, k, 6', [-0.535189, -0.240718, 1.0]], ['2, k, 7', [-0.489599, -0.303427, 1.0]], ['2, k, 8', [-0.0586987, 0.0763875, 1.0]], ['2, k, 9', [0.0663946, -0.107298, 1.0]], ['2, k, 10', [-0.074963, -0.314177, 1.0]], ['2, k, 11', [-0.147307, -0.373346, 1.0]], ['2, k, 12', [-0.3854, -0.470097, 1.0]], ['2, k, 13', [-0.40327, -0.945583, 1.0]], ['2, k, 14', [-0.402473, -1.28666, 1.0]], ['2, k, 15', [-0.397047, -1.35685, 1.0]], ['2, k, 16', [-0.238896, -0.489513, 1.0]], ['2, k, 17', [-0.207003, -0.930484, 1.0]], ['2, k, 18', [-0.184084, -1.30514, 1.0]], ['2, k, 19', [-0.116699, -1.375, 1.0]], ['2, k, 20', [-0.234709, 0.0806351, 1.0]], ['2, k, 21', [-0.473758, -0.386942, 1.0]], ['2, k, 22', [-0.438699, -0.301309, 1.0]], ['2, k, 23', [-0.189003, -0.439288, 1.0]], ['2, k, 24', [-0.121791, -0.397112, 1.0]]]
[['2, k, 0', [-0.313893, -0.486669, 1.0]], ['2, k, 1', [-0.269147, -0.159292, 1.0]], ['2, k, 2', [-0.222617, 0.15777, 1.0]], ['2, k, 3', [-0.196298, 0.306376, 1.0]], ['2, k, 4', [-0.389967, 0.096428, 1.0]], ['2, k, 5', [-0.599118, 0.0104624, 1.0]], ['2, k, 6', [-0.53563, -0.240057, 1.0]], ['2, k, 7', [-0.488085, -0.302315, 1.0]], ['2, k, 8', [-0.0588439, 0.077068, 1.0]], ['2, k, 9', [0.0691456, -0.104557, 1.0]], ['2, k, 10', [-0.0738176, -0.311699, 1.0]], ['2, k, 11', [-0.147711, -0.373764, 1.0]], ['2, k, 12', [-0.382754, -0.470605, 1.0]], ['2, k, 13', [-0.400691, -0.946658, 1.0]], ['2, k, 14', [-0.400983, -1.28559, 1.0]], ['2, k, 15', [-0.393891, -1.35777, 1.0]], ['2, k, 16', [-0.237118, -0.490371, 1.0]], ['2, k, 17', [-0.205597, -0.931632, 1.0]], ['2, k, 18', [-0.184421, -1.30409, 1.0]], ['2, k, 19', [-0.162387, -1.35836, 1.0]], ['2, k, 20', [-0.234261, 0.0795625, 1.0]], ['2, k, 21', [-0.475779, -0.388579, 1.0]], ['2, k, 22', [-0.444946, -0.290303, 1.0]], ['2, k, 23', [-0.18904, -0.440649, 1.0]], ['2, k, 24', [-0.130533, -0.405058, 1.0]]]
[['2, k, 0', [-0.312351, -0.487017, 1.0]], ['2, k, 1', [-0.268549, -0.160036, 1.0]], ['2, k, 2', [-0.222292, 0.156555, 1.0]], ['2, k, 3', [-0.196188, 0.305432, 1.0]], ['2, k, 4', [-0.390297, 0.0954133, 1.0]], ['2, k, 5', [-0.599045, 0.0106476, 1.0]], ['2, k, 6', [-0.531197, -0.237876, 1.0]], ['2, k, 7', [-0.49469, -0.26513, 1.0]], ['2, k, 8', [-0.056495, 0.0726381, 1.0]], ['2, k, 9', [0.0690798, -0.104569, 1.0]], ['2, k, 10', [-0.0531401, -0.330208, 1.0]], ['2, k, 11', [-0.133822, -0.402164, 1.0]], ['2, k, 12', [-0.38145, -0.470504, 1.0]], ['2, k, 13', [-0.398827, -0.956774, 1.0]], ['2, k, 14', [-0.40017, -1.28523, 1.0]], ['2, k, 15', [-0.402119, -1.36094, 1.0]], ['2, k, 16', [-0.235345, -0.491289, 1.0]], ['2, k, 17', [-0.204736, -0.931769, 1.0]], ['2, k, 18', [-0.184554, -1.30386, 1.0]], ['2, k, 19', [-0.163109, -1.35876, 1.0]], ['2, k, 20', [-0.233849, 0.0784575, 1.0]], ['2, k, 21', [-0.447837, -0.343651, 1.0]], ['2, k, 22', [-0.441808, -0.222586, 1.0]], ['2, k, 23', [-0.150834, -0.472508, 1.0]], ['2, k, 24', [-0.110468, -0.398644, 1.0]]]
[['2, k, 0', [-0.30988, -0.486897, 1.0]], ['2, k, 1', [-0.267809, -0.160526, 1.0]], ['2, k, 2', [-0.222132, 0.155687, 1.0]], ['2, k, 3', [-0.196129, 0.3046, 1.0]], ['2, k, 4', [-0.389592, 0.0946443, 1.0]], ['2, k, 5', [-0.598088, 0.0117857, 1.0]], ['2, k, 6', [-0.530065, -0.237177, 1.0]], ['2, k, 7', [-0.489723, -0.265618, 1.0]], ['2, k, 8', [-0.0557096, 0.0729493, 1.0]], ['2, k, 9', [0.0726976, -0.0973705, 1.0]], ['2, k, 10', [-0.048876, -0.3246, 1.0]], ['2, k, 11', [-0.12667, -0.391876, 1.0]], ['2, k, 12', [-0.378958, -0.469815, 1.0]], ['2, k, 13', [-0.397781, -0.95808, 1.0]], ['2, k, 14', [-0.399231, -1.28667, 1.0]], ['2, k, 15', [-0.402555, -1.36321, 1.0]], ['2, k, 16', [-0.23295, -0.491736, 1.0]], ['2, k, 17', [-0.202844, -0.93618, 1.0]], ['2, k, 18', [-0.182697, -1.30346, 1.0]], ['2, k, 19', [-0.162499, -1.35838, 1.0]], ['2, k, 20', [-0.233476, 0.0776672, 1.0]], ['2, k, 21', [-0.449545, -0.345641, 1.0]], ['2, k, 22', [-0.431329, -0.218694, 1.0]], ['2, k, 23', [-0.142751, -0.464772, 1.0]], ['2, k, 24', [-0.12097, -0.374305, 1.0]]]
[['2, k, 0', [-0.307382, -0.486407, 1.0]], ['2, k, 1', [-0.267196, -0.160703, 1.0]], ['2, k, 2', [-0.222361, 0.155565, 1.0]], ['2, k, 3', [-0.196768, 0.302296, 1.0]], ['2, k, 4', [-0.389276, 0.0951904, 1.0]], ['2, k, 5', [-0.596844, 0.0123459, 1.0]], ['2, k, 6', [-0.529349, -0.23731, 1.0]], ['2, k, 7', [-0.490207, -0.262629, 1.0]], ['2, k, 8', [-0.0552338, 0.0739052, 1.0]], ['2, k, 9', [0.0748617, -0.092802, 1.0]], ['2, k, 10', [-0.0466146, -0.320773, 1.0]], ['2, k, 11', [-0.117266, -0.378635, 1.0]], ['2, k, 12', [-0.376957, -0.47029, 1.0]], ['2, k, 13', [-0.393929, -0.971677, 1.0]], ['2, k, 14', [-0.397761, -1.27735, 1.0]], ['2, k, 15', [-0.398659, -1.3612, 1.0]], ['2, k, 16', [-0.229916, -0.490401, 1.0]], ['2, k, 17', [-0.202424, -0.868242, 1.0]], ['2, k, 18', [-0.183264, -1.28227, 1.0]], ['2, k, 19', [-0.164702, -1.34911, 1.0]], ['2, k, 20', [-0.233418, 0.0774953, 1.0]], ['2, k, 21', [-0.450496, -0.338938, 1.0]], ['2, k, 22', [-0.43066, -0.220734, 1.0]], ['2, k, 23', [-0.136882, -0.456629, 1.0]], ['2, k, 24', [-0.104302, -0.431614, 1.0]]]
[['2, k, 0', [-0.303323, -0.484584, 1.0]], ['2, k, 1', [-0.2652, -0.160651, 1.0]], ['2, k, 2', [-0.221902, 0.155333, 1.0]], ['2, k, 3', [-0.196344, 0.301749, 1.0]], ['2, k, 4', [-0.388236, 0.0966017, 1.0]], ['2, k, 5', [-0.595963, 0.0121239, 1.0]], ['2, k, 6', [-0.522833, -0.23903, 1.0]], ['2, k, 7', [-0.474216, -0.305868, 1.0]], ['2, k, 8', [-0.053925, 0.0738364, 1.0]], ['2, k, 9', [0.0788188, -0.0878395, 1.0]], ['2, k, 10', [-0.0444621, -0.315221, 1.0]], ['2, k, 11', [-0.117602, -0.38284, 1.0]], ['2, k, 12', [-0.373975, -0.46846, 1.0]], ['2, k, 13', [-0.387183, -0.968615, 1.0]], ['2, k, 14', [-0.397252, -1.28832, 1.0]], ['2, k, 15', [-0.407356, -1.35875, 1.0]], ['2, k, 16', [-0.224853, -0.488694, 1.0]], ['2, k, 17', [-0.201888, -0.868293, 1.0]], ['2, k, 18', [-0.182931, -1.28207, 1.0]], ['2, k, 19', [-0.160667, -1.34971, 1.0]], ['2, k, 20', [-0.23279, 0.0773216, 1.0]], ['2, k, 21', [-0.464308, -0.390813, 1.0]], ['2, k, 22', [-0.434769, -0.288054, 1.0]], ['2, k, 23', [-0.134834, -0.457674, 1.0]], ['2, k, 24', [-0.0983862, -0.419026, 1.0]]]
[['2, k, 0', [-0.297574, -0.483052, 1.0]], ['2, k, 1', [-0.263199, -0.160367, 1.0]], ['2, k, 2', [-0.222019, 0.155399, 1.0]], ['2, k, 3', [-0.196369, 0.301239, 1.0]], ['2, k, 4', [-0.388169, 0.0967592, 1.0]], ['2, k, 5', [-0.593002, 0.00904756, 1.0]], ['2, k, 6', [-0.510801, -0.237559, 1.0]], ['2, k, 7', [-0.47456, -0.267697, 1.0]], ['2, k, 8', [-0.0509366, 0.0778387, 1.0]], ['2, k, 9', [0.0808079, -0.0842941, 1.0]], ['2, k, 10', [-0.0428221, -0.311914, 1.0]], ['2, k, 11', [-0.11365, -0.375377, 1.0]], ['2, k, 12', [-0.369111, -0.468212, 1.0]], ['2, k, 13', [-0.376756, -0.953799, 1.0]], ['2, k, 14', [-0.394154, -1.29145, 1.0]], ['2, k, 15', [-0.400418, -1.3645, 1.0]], ['2, k, 16', [-0.218314, -0.485582, 1.0]], ['2, k, 17', [-0.188879, -0.931622, 1.0]], ['2, k, 18', [-0.178558, -1.30809, 1.0]], ['2, k, 19', [-0.160119, -1.35451, 1.0]], ['2, k, 20', [-0.232554, 0.0773945, 1.0]], ['2, k, 21', [-0.429358, -0.347388, 1.0]], ['2, k, 22', [-0.414269, -0.21676, 1.0]], ['2, k, 23', [-0.126611, -0.449559, 1.0]], ['2, k, 24', [-0.096838, -0.418099, 1.0]]]
[['2, k, 0', [-0.288544, -0.482388, 1.0]], ['2, k, 1', [-0.258922, -0.160593, 1.0]], ['2, k, 2', [-0.221682, 0.155094, 1.0]], ['2, k, 3', [-0.196601, 0.30056, 1.0]], ['2, k, 4', [-0.388325, 0.0961462, 1.0]], ['2, k, 5', [-0.591668, 0.00756452, 1.0]], ['2, k, 6', [-0.498533, -0.253575, 1.0]], ['2, k, 7', [-0.442871, -0.32196, 1.0]], ['2, k, 8', [-0.0490953, 0.0782518, 1.0]], ['2, k, 9', [0.0834743, -0.0810075, 1.0]], ['2, k, 10', [-0.0395762, -0.309199, 1.0]], ['2, k, 11', [-0.103289, -0.377645, 1.0]], ['2, k, 12', [-0.360082, -0.468637, 1.0]], ['2, k, 13', [-0.37513, -0.953396, 1.0]], ['2, k, 14', [-0.394693, -1.28939, 1.0]], ['2, k, 15', [-0.401843, -1.35947, 1.0]], ['2, k, 16', [-0.209671, -0.483917, 1.0]], ['2, k, 17', [-0.18888, -0.929687, 1.0]], ['2, k, 18', [-0.177374, -1.30801, 1.0]], ['2, k, 19', [-0.15951, -1.35624, 1.0]], ['2, k, 20', [-0.23174, 0.077118, 1.0]], ['2, k, 21', [-0.403941, -0.395143, 1.0]], ['2, k, 22', [-0.396785, -0.272059, 1.0]], ['2, k, 23', [-0.118395, -0.449852, 1.0]], ['2, k, 24', [-0.07773, -0.373542, 1.0]]]
[['2, k, 0', [-0.284044, -0.481979, 1.0]], ['2, k, 1', [-0.255658, -0.160782, 1.0]], ['2, k, 2', [-0.220945, 0.154613, 1.0]], ['2, k, 3', [-0.197014, 0.299872, 1.0]], ['2, k, 4', [-0.388274, 0.0961245, 1.0]], ['2, k, 5', [-0.587669, 0.00478804, 1.0]], ['2, k, 6', [-0.497682, -0.253607, 1.0]], ['2, k, 7', [-0.439127, -0.319475, 1.0]], ['2, k, 8', [-0.0462548, 0.0811419, 1.0]], ['2, k, 9', [0.0869977, -0.078581, 1.0]], ['2, k, 10', [-0.0361268, -0.306569, 1.0]], ['2, k, 11', [-0.096253, -0.378545, 1.0]], ['2, k, 12', [-0.355991, -0.469122, 1.0]], ['2, k, 13', [-0.366189, -0.957483, 1.0]], ['2, k, 14', [-0.394754, -1.2895, 1.0]], ['2, k, 15', [-0.400231, -1.35834, 1.0]], ['2, k, 16', [-0.204769, -0.48256, 1.0]], ['2, k, 17', [-0.189646, -0.868725, 1.0]], ['2, k, 18', [-0.177642, -1.28256, 1.0]], ['2, k, 19', [-0.161089, -1.34941, 1.0]], ['2, k, 20', [-0.230474, 0.0766987, 1.0]], ['2, k, 21', [-0.404846, -0.395584, 1.0]], ['2, k, 22', [-0.39423, -0.27404, 1.0]], ['2, k, 23', [-0.120059, -0.448091, 1.0]], ['2, k, 24', [-0.0709316, -0.379062, 1.0]]]
[['2, k, 0', [-0.277538, -0.481652, 1.0]], ['2, k, 1', [-0.253214, -0.160859, 1.0]], ['2, k, 2', [-0.221172, 0.154304, 1.0]], ['2, k, 3', [-0.197582, 0.299776, 1.0]], ['2, k, 4', [-0.386996, 0.0963087, 1.0]], ['2, k, 5', [-0.58383, 0.00101008, 1.0]], ['2, k, 6', [-0.489433, -0.242468, 1.0]], ['2, k, 7', [-0.453613, -0.269965, 1.0]], ['2, k, 8', [-0.0455602, 0.0829736, 1.0]], ['2, k, 9', [0.0910851, -0.0720598, 1.0]], ['2, k, 10', [-0.02966, -0.301188, 1.0]], ['2, k, 11', [-0.0878551, -0.36957, 1.0]], ['2, k, 12', [-0.350133, -0.469547, 1.0]], ['2, k, 13', [-0.361575, -0.962756, 1.0]], ['2, k, 14', [-0.394355, -1.28926, 1.0]], ['2, k, 15', [-0.402601, -1.35211, 1.0]], ['2, k, 16', [-0.197696, -0.481461, 1.0]], ['2, k, 17', [-0.187847, -0.868247, 1.0]], ['2, k, 18', [-0.177948, -1.28225, 1.0]], ['2, k, 19', [-0.158378, -1.3501, 1.0]], ['2, k, 20', [-0.23011, 0.0764738, 1.0]], ['2, k, 21', [-0.411851, -0.346358, 1.0]], ['2, k, 22', [-0.393888, -0.235293, 1.0]], ['2, k, 23', [-0.117955, -0.439792, 1.0]], ['2, k, 24', [-0.0693054, -0.373883, 1.0]]]
[['2, k, 0', [-0.270132, -0.481032, 1.0]], ['2, k, 1', [-0.247524, -0.161016, 1.0]], ['2, k, 2', [-0.219677, 0.153752, 1.0]], ['2, k, 3', [-0.198513, 0.297927, 1.0]], ['2, k, 4', [-0.386234, 0.0964885, 1.0]], ['2, k, 5', [-0.581925, -0.00235473, 1.0]], ['2, k, 6', [-0.487919, -0.245932, 1.0]], ['2, k, 7', [-0.454169, -0.271172, 1.0]], ['2, k, 8', [-0.0424084, 0.0856583, 1.0]], ['2, k, 9', [0.095299, -0.0698306, 1.0]], ['2, k, 10', [-0.0253574, -0.29896, 1.0]], ['2, k, 11', [-0.0832483, -0.372421, 1.0]], ['2, k, 12', [-0.342337, -0.468655, 1.0]], ['2, k, 13', [-0.360565, -0.960927, 1.0]], ['2, k, 14', [-0.393215, -1.28889, 1.0]], ['2, k, 15', [-0.389151, -1.35501, 1.0]], ['2, k, 16', [-0.191003, -0.481172, 1.0]], ['2, k, 17', [-0.177967, -0.922203, 1.0]], ['2, k, 18', [-0.177547, -1.31147, 1.0]], ['2, k, 19', [-0.157918, -1.3587, 1.0]], ['2, k, 20', [-0.227597, 0.0759233, 1.0]], ['2, k, 21', [-0.408204, -0.346762, 1.0]], ['2, k, 22', [-0.391173, -0.228392, 1.0]], ['2, k, 23', [-0.121678, -0.438516, 1.0]], ['2, k, 24', [-0.0587987, -0.384853, 1.0]]]
[['2, k, 0', [-0.263766, -0.48142, 1.0]], ['2, k, 1', [-0.243163, -0.161339, 1.0]], ['2, k, 2', [-0.217832, 0.153296, 1.0]], ['2, k, 3', [-0.199142, 0.297562, 1.0]], ['2, k, 4', [-0.384504, 0.096287, 1.0]], ['2, k, 5', [-0.574832, -0.0110489, 1.0]], ['2, k, 6', [-0.480143, -0.254927, 1.0]], ['2, k, 7', [-0.45454, -0.26113, 1.0]], ['2, k, 8', [-0.0409179, 0.0869575, 1.0]], ['2, k, 9', [0.0989907, -0.0660588, 1.0]], ['2, k, 10', [-0.0129733, -0.298875, 1.0]], ['2, k, 11', [-0.0728833, -0.370505, 1.0]], ['2, k, 12', [-0.335599, -0.469974, 1.0]], ['2, k, 13', [-0.347223, -0.881947, 1.0]], ['2, k, 14', [-0.39203, -1.28788, 1.0]], ['2, k, 15', [-0.387614, -1.35487, 1.0]], ['2, k, 16', [-0.185024, -0.480748, 1.0]], ['2, k, 17', [-0.176322, -0.938703, 1.0]], ['2, k, 18', [-0.178118, -1.31227, 1.0]], ['2, k, 19', [-0.15763, -1.35874, 1.0]], ['2, k, 20', [-0.225003, 0.0754992, 1.0]], ['2, k, 21', [-0.41576, -0.338592, 1.0]], ['2, k, 22', [-0.409516, -0.235508, 1.0]], ['2, k, 23', [-0.105938, -0.440162, 1.0]], ['2, k, 24', [-0.0550076, -0.368678, 1.0]]]
