[['2, k, 0', [0.3140246, -0.2068447, 1.0]], ['2, k, 1', [0.3390146, 0.07864564, 1.0]], ['2, k, 2', [0.3623293, 0.3573843, 1.0]], ['2, k, 3', [0.3597732, 0.4913721, 1.0]], ['2, k, 4', [0.1870254, 0.2531292, 1.0]], ['2, k, 5', [0.1175659, 0.02588075, 1.0]], ['2, k, 6', [0.07533254, -0.1551698, 1.0]], ['2, k, 7', [0.06765411, -0.1882032, 1.0]], ['2, k, 8', [0.5190228, 0.2380809, 1.0]], ['2, k, 9', [0.596023, -0.03525638, 1.0]], ['2, k, 10', [0.6500744, -0.2491069, 1.0]], ['2, k, 11', [0.6596168, -0.3122224, 1.0]], ['2, k, 12', [0.2239911, -0.1986488, 1.0]], ['2, k, 13', [0.1226005, -0.2571437, 1.0]], ['2, k, 14', [0.2022902, -0.5913966, 1.0]], ['2, k, 15', [0.1691194, -0.6526096, 1.0]], ['2, k, 16', [0.3964103, -0.2100982, 1.0]], ['2, k, 17', [0.413673, -0.2654128, 1.0]], ['2, k, 18', [0.3833761, -0.6009072, 1.0]], ['2, k, 19', [0.3591839, -0.6382484, 1.0]], ['2, k, 20', [0.3566269, 0.2885934, 1.0]], ['2, k, 21', [0.06538905, -0.212482, 1.0]], ['2, k, 22', [0.04716712, -0.2137903, 1.0]], ['2, k, 23', [0.6658015, -0.3865988, 1.0]], ['2, k, 24', [0.631049, -0.316671, 1.0]]]
[['2, k, 0', [0.3177497, -0.2002303, 1.0]], ['2, k, 1', [0.3425285, 0.08570049, 1.0]], ['2, k, 2', [0.3640535, 0.3648257, 1.0]], ['2, k, 3', [0.3666627, 0.5009753, 1.0]], ['2, k, 4', [0.1906393, 0.2563156, 1.0]], ['2, k, 5', [0.1170547, 0.05855103, 1.0]], ['2, k, 6', [0.1386145, -0.08710302, 1.0]], ['2, k, 7', [0.1565581, -0.1325677, 1.0]], ['2, k, 8', [0.5183552, 0.2369098, 1.0]], ['2, k, 9', [0.5782087, -0.03875201, 1.0]], ['2, k, 10', [0.6266612, -0.2569351, 1.0]], ['2, k, 11', [0.6395216, -0.3082435, 1.0]], ['2, k, 12', [0.226873, -0.192901, 1.0]], ['2, k, 13', [0.1207212, -0.2560287, 1.0]], ['2, k, 14', [0.1912169, -0.5924991, 1.0]], ['2, k, 15', [0.1703418, -0.6302072, 1.0]], ['2, k, 16', [0.4003661, -0.202806, 1.0]], ['2, k, 17', [0.4126779, -0.2688071, 1.0]], ['2, k, 18', [0.3840391, -0.6045105, 1.0]], ['2, k, 19', [0.3607336, -0.6420338, 1.0]], ['2, k, 20', [0.3590728, 0.2959604, 1.0]], ['2, k, 21', [0.1585711, -0.1816681, 1.0]], ['2, k, 22', [0.2011223, -0.1242617, 1.0]], ['2, k, 23', [0.6486536, -0.3860834, 1.0]], ['2, k, 24', [0.6175693, -0.307427, 1.0]]]
[['2, k, 0', [0.3174528, -0.2007548, 1.0]], ['2, k, 1', [0.3424425, 0.08528183, 1.0]], ['2, k, 2', [0.3642793, 0.3644072, 1.0]], ['2, k, 3', [0.3666305, 0.5007595, 1.0]], ['2, k, 4', [0.190482, 0.2563966, 1.0]], ['2, k, 5', [0.1168301, 0.0587091, 1.0]], ['2, k, 6', [0.1420425, -0.08875594, 1.0]], ['2, k, 7', [0.1594322, -0.1359593, 1.0]], ['2, k, 8', [0.5137108, 0.2347915, 1.0]], ['2, k, 9', [0.5795151, -0.04179925, 1.0]], ['2, k, 10', [0.6336458, -0.2708871, 1.0]], ['2, k, 11', [0.6450582, -0.3201059, 1.0]], ['2, k, 12', [0.2265219, -0.1932414, 1.0]], ['2, k, 13', [0.1206391, -0.2560756, 1.0]], ['2, k, 14', [0.1916705, -0.5925295, 1.0]], ['2, k, 15', [0.1595812, -0.6520435, 1.0]], ['2, k, 16', [0.4001805, -0.20357, 1.0]], ['2, k, 17', [0.4127524, -0.2686967, 1.0]], ['2, k, 18', [0.3835486, -0.6042745, 1.0]], ['2, k, 19', [0.3600624, -0.6417982, 1.0]], ['2, k, 20', [0.359203, 0.2955593, 1.0]], ['2, k, 21', [0.1597339, -0.1869611, 1.0]], ['2, k, 22', [0.2036506, -0.126977, 1.0]], ['2, k, 23', [0.6596898, -0.3947808, 1.0]], ['2, k, 24', [0.6161777, -0.3073328, 1.0]]]
[['2, k, 0', [0.3172849, -0.2011288, 1.0]], ['2, k, 1', [0.3423007, 0.08496845, 1.0]], ['2, k, 2', [0.3642582, 0.3641678, 1.0]], ['2, k, 3', [0.3665723, 0.5006694, 1.0]], ['2, k, 4', [0.1903138, 0.2563556, 1.0]], ['2, k, 5', [0.1165901, 0.05867765, 1.0]], ['2, k, 6', [0.1451737, -0.09037673, 1.0]], ['2, k, 7', [0.1613929, -0.1347244, 1.0]], ['2, k, 8', [0.5115728, 0.233896, 1.0]], ['2, k, 9', [0.578866, -0.04223095, 1.0]], ['2, k, 10', [0.6365676, -0.2691026, 1.0]], ['2, k, 11', [0.6490966, -0.3205008, 1.0]], ['2, k, 12', [0.2262725, -0.1935779, 1.0]], ['2, k, 13', [0.120525, -0.2561451, 1.0]], ['2, k, 14', [0.1922538, -0.5926017, 1.0]], ['2, k, 15', [0.1629528, -0.6536045, 1.0]], ['2, k, 16', [0.400114, -0.2040158, 1.0]], ['2, k, 17', [0.4127172, -0.2685888, 1.0]], ['2, k, 18', [0.3843005, -0.6036173, 1.0]], ['2, k, 19', [0.3607191, -0.6411498, 1.0]], ['2, k, 20', [0.3591504, 0.295304, 1.0]], ['2, k, 21', [0.1600502, -0.1859741, 1.0]], ['2, k, 22', [0.2042278, -0.1324989, 1.0]], ['2, k, 23', [0.6561588, -0.3950378, 1.0]], ['2, k, 24', [0.6197888, -0.306054, 1.0]]]
[['2, k, 0', [0.3173692, -0.2011414, 1.0]], ['2, k, 1', [0.342269, 0.08491427, 1.0]], ['2, k, 2', [0.3640928, 0.364009, 1.0]], ['2, k, 3', [0.3665732, 0.5000344, 1.0]], ['2, k, 4', [0.1902368, 0.2561771, 1.0]], ['2, k, 5', [0.1163958, 0.05855269, 1.0]], ['2, k, 6', [0.1471027, -0.09104834, 1.0]], ['2, k, 7', [0.1617135, -0.1374959, 1.0]], ['2, k, 8', [0.5151815, 0.2354033, 1.0]], ['2, k, 9', [0.5796982, -0.04144751, 1.0]], ['2, k, 10', [0.6408041, -0.2686037, 1.0]], ['2, k, 11', [0.6529805, -0.3160699, 1.0]], ['2, k, 12', [0.2263227, -0.1936063, 1.0]], ['2, k, 13', [0.120475, -0.2562846, 1.0]], ['2, k, 14', [0.192309, -0.592613, 1.0]], ['2, k, 15', [0.1594035, -0.6512235, 1.0]], ['2, k, 16', [0.4002956, -0.2039931, 1.0]], ['2, k, 17', [0.4126154, -0.2685997, 1.0]], ['2, k, 18', [0.3835154, -0.6033514, 1.0]], ['2, k, 19', [0.3607461, -0.6408918, 1.0]], ['2, k, 20', [0.3590224, 0.2951744, 1.0]], ['2, k, 21', [0.165177, -0.1906128, 1.0]], ['2, k, 22', [0.2062513, -0.1275238, 1.0]], ['2, k, 23', [0.6662525, -0.3941298, 1.0]], ['2, k, 24', [0.6301542, -0.3196431, 1.0]]]
[['2, k, 0', [0.317335, -0.2011271, 1.0]], ['2, k, 1', [0.3423172, 0.08491102, 1.0]], ['2, k, 2', [0.3646478, 0.3639491, 1.0]], ['2, k, 3', [0.366423, 0.499727, 1.0]], ['2, k, 4', [0.1902162, 0.2561948, 1.0]], ['2, k, 5', [0.1162108, 0.05859903, 1.0]], ['2, k, 6', [0.1477503, -0.09132591, 1.0]], ['2, k, 7', [0.1623577, -0.1367336, 1.0]], ['2, k, 8', [0.5169981, 0.2360318, 1.0]], ['2, k, 9', [0.5812443, -0.04082002, 1.0]], ['2, k, 10', [0.6437232, -0.2626815, 1.0]], ['2, k, 11', [0.6572806, -0.3156516, 1.0]], ['2, k, 12', [0.2262628, -0.1935824, 1.0]], ['2, k, 13', [0.1204531, -0.2562277, 1.0]], ['2, k, 14', [0.1922025, -0.5924262, 1.0]], ['2, k, 15', [0.1582921, -0.6517158, 1.0]], ['2, k, 16', [0.4002851, -0.203979, 1.0]], ['2, k, 17', [0.4125718, -0.268584, 1.0]], ['2, k, 18', [0.3833643, -0.6034372, 1.0]], ['2, k, 19', [0.3607619, -0.6409717, 1.0]], ['2, k, 20', [0.3593911, 0.2951335, 1.0]], ['2, k, 21', [0.1651655, -0.192942, 1.0]], ['2, k, 22', [0.2061539, -0.127525, 1.0]], ['2, k, 23', [0.667806, -0.3903406, 1.0]], ['2, k, 24', [0.6291997, -0.3079543, 1.0]]]
[['2, k, 0', [0.3173237, -0.2011779, 1.0]], ['2, k, 1', [0.3421945, 0.08470069, 1.0]], ['2, k, 2', [0.3644407, 0.3635215, 1.0]], ['2, k, 3', [0.3664612, 0.4993447, 1.0]], ['2, k, 4', [0.1903905, 0.2562052, 1.0]], ['2, k, 5', [0.1162199, 0.05867748, 1.0]], ['2, k, 6', [0.1511388, -0.09276855, 1.0]], ['2, k, 7', [0.1662346, -0.1377145, 1.0]], ['2, k, 8', [0.5200285, 0.2370865, 1.0]], ['2, k, 9', [0.587588, -0.03357458, 1.0]], ['2, k, 10', [0.6452339, -0.2701137, 1.0]], ['2, k, 11', [0.6571383, -0.3229895, 1.0]], ['2, k, 12', [0.2262368, -0.1935846, 1.0]], ['2, k, 13', [0.1204736, -0.2562437, 1.0]], ['2, k, 14', [0.1917219, -0.5926539, 1.0]], ['2, k, 15', [0.15644, -0.6534448, 1.0]], ['2, k, 16', [0.4003216, -0.2041081, 1.0]], ['2, k, 17', [0.4124152, -0.2680231, 1.0]], ['2, k, 18', [0.382997, -0.6028617, 1.0]], ['2, k, 19', [0.3609056, -0.6403869, 1.0]], ['2, k, 20', [0.3592045, 0.2947573, 1.0]], ['2, k, 21', [0.1692886, -0.1924874, 1.0]], ['2, k, 22', [0.2097676, -0.131275, 1.0]], ['2, k, 23', [0.6684291, -0.3954685, 1.0]], ['2, k, 24', [0.627969, -0.3130738, 1.0]]]
[['2, k, 0', [0.3174058, -0.2011364, 1.0]], ['2, k, 1', [0.3421986, 0.08473495, 1.0]], ['2, k, 2', [0.3644184, 0.3635694, 1.0]], ['2, k, 3', [0.3665655, 0.4992907, 1.0]], ['2, k, 4', [0.1907343, 0.2564625, 1.0]], ['2, k, 5', [0.116244, 0.05905558, 1.0]], ['2, k, 6', [0.1474005, -0.09262951, 1.0]], ['2, k, 7', [0.1630077, -0.1386189, 1.0]], ['2, k, 8', [0.5212319, 0.2375158, 1.0]], ['2, k, 9', [0.5880225, -0.03842213, 1.0]], ['2, k, 10', [0.6462303, -0.2713604, 1.0]], ['2, k, 11', [0.6571314, -0.3264725, 1.0]], ['2, k, 12', [0.2262749, -0.1935074, 1.0]], ['2, k, 13', [0.1203, -0.2563264, 1.0]], ['2, k, 14', [0.1914918, -0.5926739, 1.0]], ['2, k, 15', [0.15533, -0.6521956, 1.0]], ['2, k, 16', [0.4005059, -0.2040693, 1.0]], ['2, k, 17', [0.4122948, -0.2682341, 1.0]], ['2, k, 18', [0.3830066, -0.6031744, 1.0]], ['2, k, 19', [0.3611415, -0.6406976, 1.0]], ['2, k, 20', [0.3591897, 0.2947984, 1.0]], ['2, k, 21', [0.1658413, -0.1930916, 1.0]], ['2, k, 22', [0.2115293, -0.1357516, 1.0]], ['2, k, 23', [0.6649726, -0.4050815, 1.0]], ['2, k, 24', [0.6205585, -0.3040539, 1.0]]]
[['2, k, 0', [0.3174202, -0.2011379, 1.0]], ['2, k, 1', [0.3421929, 0.08472786, 1.0]], ['2, k, 2', [0.3643999, 0.3635667, 1.0]], ['2, k, 3', [0.3666624, 0.4994408, 1.0]], ['2, k, 4', [0.1906338, 0.2563348, 1.0]], ['2, k, 5', [0.1166665, 0.05869289, 1.0]], ['2, k, 6', [0.1366669, -0.07307785, 1.0]], ['2, k, 7', [0.1702872, -0.1126955, 1.0]], ['2, k, 8', [0.521665, 0.2374897, 1.0]], ['2, k, 9', [0.5878044, -0.03883854, 1.0]], ['2, k, 10', [0.645733, -0.2726057, 1.0]], ['2, k, 11', [0.6528299, -0.3251555, 1.0]], ['2, k, 12', [0.2262819, -0.1934994, 1.0]], ['2, k, 13', [0.1203435, -0.2563609, 1.0]], ['2, k, 14', [0.1919444, -0.5925313, 1.0]], ['2, k, 15', [0.1536457, -0.6501938, 1.0]], ['2, k, 16', [0.4005491, -0.2040793, 1.0]], ['2, k, 17', [0.4122316, -0.2684279, 1.0]], ['2, k, 18', [0.3822427, -0.6031328, 1.0]], ['2, k, 19', [0.3604679, -0.6406561, 1.0]], ['2, k, 20', [0.3591744, 0.2947935, 1.0]], ['2, k, 21', [0.1653009, -0.1638865, 1.0]], ['2, k, 22', [0.227834, -0.0803804, 1.0]], ['2, k, 23', [0.6587982, -0.3991718, 1.0]], ['2, k, 24', [0.6202195, -0.3136809, 1.0]]]
[['2, k, 0', [0.3174364, -0.2012112, 1.0]], ['2, k, 1', [0.3422112, 0.08459301, 1.0]], ['2, k, 2', [0.3644575, 0.3633945, 1.0]], ['2, k, 3', [0.366752, 0.499171, 1.0]], ['2, k, 4', [0.1906558, 0.2562118, 1.0]], ['2, k, 5', [0.1166319, 0.05859578, 1.0]], ['2, k, 6', [0.1554729, -0.09324683, 1.0]], ['2, k, 7', [0.1686416, -0.137611, 1.0]], ['2, k, 8', [0.5230036, 0.2373469, 1.0]], ['2, k, 9', [0.5876185, -0.03954501, 1.0]], ['2, k, 10', [0.6450244, -0.2782499, 1.0]], ['2, k, 11', [0.6500586, -0.3285018, 1.0]], ['2, k, 12', [0.2262805, -0.1935662, 1.0]], ['2, k, 13', [0.1205125, -0.2564176, 1.0]], ['2, k, 14', [0.192181, -0.5925482, 1.0]], ['2, k, 15', [0.172921, -0.6302332, 1.0]], ['2, k, 16', [0.4005959, -0.204154, 1.0]], ['2, k, 17', [0.4124331, -0.2687033, 1.0]], ['2, k, 18', [0.381685, -0.6034158, 1.0]], ['2, k, 19', [0.3600382, -0.6409346, 1.0]], ['2, k, 20', [0.3592222, 0.2946274, 1.0]], ['2, k, 21', [0.1740216, -0.1936609, 1.0]], ['2, k, 22', [0.2133405, -0.1378243, 1.0]], ['2, k, 23', [0.653722, -0.3954537, 1.0]], ['2, k, 24', [0.6143407, -0.3178472, 1.0]]]
[['2, k, 0', [0.3174546, -0.2011949, 1.0]], ['2, k, 1', [0.3423593, 0.08461202, 1.0]], ['2, k, 2', [0.3650035, 0.3634315, 1.0]], ['2, k, 3', [0.3669415, 0.4992411, 1.0]], ['2, k, 4', [0.1907239, 0.2560989, 1.0]], ['2, k, 5', [0.1170483, 0.05833116, 1.0]], ['2, k, 6', [0.1553404, -0.09327994, 1.0]], ['2, k, 7', [0.1676934, -0.1376752, 1.0]], ['2, k, 8', [0.5232161, 0.2373929, 1.0]], ['2, k, 9', [0.5840045, -0.04040022, 1.0]], ['2, k, 10', [0.6390917, -0.2733985, 1.0]], ['2, k, 11', [0.644172, -0.3228153, 1.0]], ['2, k, 12', [0.2262773, -0.1934956, 1.0]], ['2, k, 13', [0.1204834, -0.2564647, 1.0]], ['2, k, 14', [0.1926188, -0.5924009, 1.0]], ['2, k, 15', [0.1734328, -0.6300907, 1.0]], ['2, k, 16', [0.400642, -0.2041555, 1.0]], ['2, k, 17', [0.4123412, -0.2687972, 1.0]], ['2, k, 18', [0.381648, -0.6034334, 1.0]], ['2, k, 19', [0.3600813, -0.640955, 1.0]], ['2, k, 20', [0.3596435, 0.2946585, 1.0]], ['2, k, 21', [0.1672804, -0.193225, 1.0]], ['2, k, 22', [0.2118609, -0.1369955, 1.0]], ['2, k, 23', [0.6457736, -0.3946248, 1.0]], ['2, k, 24', [0.6077196, -0.3249384, 1.0]]]
[['2, k, 0', [0.3174514, -0.2011616, 1.0]], ['2, k, 1', [0.3424336, 0.08462965, 1.0]], ['2, k, 2', [0.3653542, 0.3634168, 1.0]], ['2, k, 3', [0.3671547, 0.4992144, 1.0]], ['2, k, 4', [0.190746, 0.2561704, 1.0]], ['2, k, 5', [0.1168794, 0.05841767, 1.0]], ['2, k, 6', [0.1546922, -0.09289504, 1.0]], ['2, k, 7', [0.1670413, -0.1371094, 1.0]], ['2, k, 8', [0.5235674, 0.2373275, 1.0]], ['2, k, 9', [0.5784882, -0.01730577, 1.0]], ['2, k, 10', [0.6292673, -0.2556358, 1.0]], ['2, k, 11', [0.6355661, -0.3082297, 1.0]], ['2, k, 12', [0.2262709, -0.1934299, 1.0]], ['2, k, 13', [0.1204706, -0.2564965, 1.0]], ['2, k, 14', [0.1923643, -0.5924359, 1.0]], ['2, k, 15', [0.1731897, -0.6301271, 1.0]], ['2, k, 16', [0.4006457, -0.204139, 1.0]], ['2, k, 17', [0.4122642, -0.2686016, 1.0]], ['2, k, 18', [0.3998548, -0.5977426, 1.0]], ['2, k, 19', [0.418112, -0.6626598, 1.0]], ['2, k, 20', [0.3599091, 0.2946562, 1.0]], ['2, k, 21', [0.1681454, -0.1925939, 1.0]], ['2, k, 22', [0.21004, -0.1318888, 1.0]], ['2, k, 23', [0.6425276, -0.3865148, 1.0]], ['2, k, 24', [0.5929617, -0.3018686, 1.0]]]
[['2, k, 0', [0.3174577, -0.2006318, 1.0]], ['2, k, 1', [0.3426484, 0.08543944, 1.0]], ['2, k, 2', [0.3659602, 0.364775, 1.0]], ['2, k, 3', [0.3672914, 0.499469, 1.0]], ['2, k, 4', [0.1906687, 0.2565137, 1.0]], ['2, k, 5', [0.117072, 0.05864717, 1.0]], ['2, k, 6', [0.1541406, -0.09294487, 1.0]], ['2, k, 7', [0.1672727, -0.1392824, 1.0]], ['2, k, 8', [0.5236744, 0.2373868, 1.0]], ['2, k, 9', [0.5756447, -0.01322684, 1.0]], ['2, k, 10', [0.6180466, -0.2403502, 1.0]], ['2, k, 11', [0.6253824, -0.2879274, 1.0]], ['2, k, 12', [0.226141, -0.192748, 1.0]], ['2, k, 13', [0.1204269, -0.2567424, 1.0]], ['2, k, 14', [0.1918844, -0.5928282, 1.0]], ['2, k, 15', [0.1727421, -0.6305269, 1.0]], ['2, k, 16', [0.4007874, -0.2036907, 1.0]], ['2, k, 17', [0.4121947, -0.2686839, 1.0]], ['2, k, 18', [0.4008675, -0.5984852, 1.0]], ['2, k, 19', [0.4172543, -0.6639808, 1.0]], ['2, k, 20', [0.3604054, 0.2958539, 1.0]], ['2, k, 21', [0.1682874, -0.1917586, 1.0]], ['2, k, 22', [0.2114685, -0.1324194, 1.0]], ['2, k, 23', [0.6299527, -0.3523668, 1.0]], ['2, k, 24', [0.586167, -0.2986315, 1.0]]]
[['2, k, 0', [0.3174441, -0.2006047, 1.0]], ['2, k, 1', [0.3426591, 0.08544412, 1.0]], ['2, k, 2', [0.3660493, 0.3647201, 1.0]], ['2, k, 3', [0.3673233, 0.4994783, 1.0]], ['2, k, 4', [0.1906877, 0.2566111, 1.0]], ['2, k, 5', [0.1168966, 0.05881386, 1.0]], ['2, k, 6', [0.1541125, -0.09297193, 1.0]], ['2, k, 7', [0.16837, -0.1368203, 1.0]], ['2, k, 8', [0.5239483, 0.2373847, 1.0]], ['2, k, 9', [0.569679, -0.002133524, 1.0]], ['2, k, 10', [0.6125642, -0.2169088, 1.0]], ['2, k, 11', [0.617193, -0.2566492, 1.0]], ['2, k, 12', [0.226115, -0.1927028, 1.0]], ['2, k, 13', [0.1204086, -0.256736, 1.0]], ['2, k, 14', [0.1917616, -0.5928768, 1.0]], ['2, k, 15', [0.1646777, -0.6518868, 1.0]], ['2, k, 16', [0.400787, -0.2036764, 1.0]], ['2, k, 17', [0.412196, -0.2683225, 1.0]], ['2, k, 18', [0.3887262, -0.6054792, 1.0]], ['2, k, 19', [0.3671265, -0.6429875, 1.0]], ['2, k, 20', [0.3604714, 0.2958221, 1.0]], ['2, k, 21', [0.1704583, -0.1938899, 1.0]], ['2, k, 22', [0.2122145, -0.1357864, 1.0]], ['2, k, 23', [0.6203985, -0.3177211, 1.0]], ['2, k, 24', [0.5751976, -0.2742198, 1.0]]]
[['2, k, 0', [0.3174669, -0.2005637, 1.0]], ['2, k, 1', [0.342629, 0.08546857, 1.0]], ['2, k, 2', [0.3658512, 0.3647216, 1.0]], ['2, k, 3', [0.367548, 0.499467, 1.0]], ['2, k, 4', [0.1906479, 0.2565988, 1.0]], ['2, k, 5', [0.1163936, 0.05896879, 1.0]], ['2, k, 6', [0.1538033, -0.09297415, 1.0]], ['2, k, 7', [0.1669404, -0.1377725, 1.0]], ['2, k, 8', [0.5239922, 0.2374004, 1.0]], ['2, k, 9', [0.5666388, 0.003713305, 1.0]], ['2, k, 10', [0.5919282, -0.1515523, 1.0]], ['2, k, 11', [0.601483, -0.2033577, 1.0]], ['2, k, 12', [0.2261513, -0.1926159, 1.0]], ['2, k, 13', [0.1204091, -0.2567477, 1.0]], ['2, k, 14', [0.201043, -0.5910513, 1.0]], ['2, k, 15', [0.1677734, -0.6557695, 1.0]], ['2, k, 16', [0.4008189, -0.2036485, 1.0]], ['2, k, 17', [0.4121661, -0.2683022, 1.0]], ['2, k, 18', [0.3857339, -0.6043363, 1.0]], ['2, k, 19', [0.3641607, -0.6418653, 1.0]], ['2, k, 20', [0.3603352, 0.2958346, 1.0]], ['2, k, 21', [0.1719449, -0.1969663, 1.0]], ['2, k, 22', [0.2122005, -0.1335982, 1.0]], ['2, k, 23', [0.6006573, -0.2672954, 1.0]], ['2, k, 24', [0.5595838, -0.22027, 1.0]]]
[['2, k, 0', [0.317797, -0.2003627, 1.0]], ['2, k, 1', [0.3429299, 0.08564904, 1.0]], ['2, k, 2', [0.3662316, 0.3649403, 1.0]], ['2, k, 3', [0.3681885, 0.499552, 1.0]], ['2, k, 4', [0.190713, 0.2566049, 1.0]], ['2, k, 5', [0.1163283, 0.05901266, 1.0]], ['2, k, 6', [0.1537936, -0.09278305, 1.0]], ['2, k, 7', [0.1663222, -0.1367598, 1.0]], ['2, k, 8', [0.5239542, 0.2375811, 1.0]], ['2, k, 9', [0.5639547, 0.02015805, 1.0]], ['2, k, 10', [0.5786971, -0.1162319, 1.0]], ['2, k, 11', [0.5900919, -0.1466351, 1.0]], ['2, k, 12', [0.2263748, -0.1925313, 1.0]], ['2, k, 13', [0.1203241, -0.2568073, 1.0]], ['2, k, 14', [0.1961522, -0.5924631, 1.0]], ['2, k, 15', [0.1647279, -0.6548828, 1.0]], ['2, k, 16', [0.4013252, -0.203273, 1.0]], ['2, k, 17', [0.411883, -0.2686682, 1.0]], ['2, k, 18', [0.3973236, -0.6101564, 1.0]], ['2, k, 19', [0.3755651, -0.6476125, 1.0]], ['2, k, 20', [0.3607034, 0.2960452, 1.0]], ['2, k, 21', [0.1642286, -0.192938, 1.0]], ['2, k, 22', [0.2114921, -0.1344215, 1.0]], ['2, k, 23', [0.5906718, -0.1974551, 1.0]], ['2, k, 24', [0.5496294, -0.171916, 1.0]]]
[['2, k, 0', [0.3178491, -0.2003093, 1.0]], ['2, k, 1', [0.3432139, 0.085835, 1.0]], ['2, k, 2', [0.3670243, 0.365383, 1.0]], ['2, k, 3', [0.3686986, 0.4997599, 1.0]], ['2, k, 4', [0.1908955, 0.2566255, 1.0]], ['2, k, 5', [0.116357, 0.05909023, 1.0]], ['2, k, 6', [0.1537421, -0.0927347, 1.0]], ['2, k, 7', [0.166227, -0.137212, 1.0]], ['2, k, 8', [0.5239324, 0.2375771, 1.0]], ['2, k, 9', [0.550093, 0.02180485, 1.0]], ['2, k, 10', [0.5675398, -0.05835621, 1.0]], ['2, k, 11', [0.5802256, -0.08705173, 1.0]], ['2, k, 12', [0.2263862, -0.1924248, 1.0]], ['2, k, 13', [0.1202298, -0.2568384, 1.0]], ['2, k, 14', [0.1949314, -0.5928263, 1.0]], ['2, k, 15', [0.1708564, -0.6525473, 1.0]], ['2, k, 16', [0.4014578, -0.2032258, 1.0]], ['2, k, 17', [0.4118453, -0.268656, 1.0]], ['2, k, 18', [0.3891442, -0.6064704, 1.0]], ['2, k, 19', [0.3674873, -0.6440041, 1.0]], ['2, k, 20', [0.3613553, 0.2964167, 1.0]], ['2, k, 21', [0.1666769, -0.1926013, 1.0]], ['2, k, 22', [0.2106143, -0.1384948, 1.0]], ['2, k, 23', [0.579347, -0.1284364, 1.0]], ['2, k, 24', [0.5389271, -0.1046546, 1.0]]]
[['2, k, 0', [0.3175439, -0.2001899, 1.0]], ['2, k, 1', [0.3432063, 0.08591548, 1.0]], ['2, k, 2', [0.3672312, 0.3655128, 1.0]], ['2, k, 3', [0.369775, 0.5001779, 1.0]], ['2, k, 4', [0.1909506, 0.2567751, 1.0]], ['2, k, 5', [0.1167097, 0.05916913, 1.0]], ['2, k, 6', [0.153743, -0.09290107, 1.0]], ['2, k, 7', [0.1669176, -0.1370949, 1.0]], ['2, k, 8', [0.5237589, 0.2375475, 1.0]], ['2, k, 9', [0.5477017, 0.02463577, 1.0]], ['2, k, 10', [0.5462691, -0.03006265, 1.0]], ['2, k, 11', [0.5708522, -0.02516772, 1.0]], ['2, k, 12', [0.2260255, -0.1922119, 1.0]], ['2, k, 13', [0.1202772, -0.2569064, 1.0]], ['2, k, 14', [0.1941022, -0.5931729, 1.0]], ['2, k, 15', [0.1748028, -0.6309089, 1.0]], ['2, k, 16', [0.4012045, -0.2031905, 1.0]], ['2, k, 17', [0.4117706, -0.2690245, 1.0]], ['2, k, 18', [0.3862402, -0.6060475, 1.0]], ['2, k, 19', [0.3645184, -0.6435895, 1.0]], ['2, k, 20', [0.3614902, 0.2965276, 1.0]], ['2, k, 21', [0.174529, -0.1992486, 1.0]], ['2, k, 22', [0.2116739, -0.1359274, 1.0]], ['2, k, 23', [0.5804288, -0.04636507, 1.0]], ['2, k, 24', [0.5372062, -0.04938045, 1.0]]]
[['2, k, 0', [0.3175262, -0.2000965, 1.0]], ['2, k, 1', [0.3433846, 0.08606035, 1.0]], ['2, k, 2', [0.3678464, 0.3656222, 1.0]], ['2, k, 3', [0.3710654, 0.5005606, 1.0]], ['2, k, 4', [0.1914521, 0.2567915, 1.0]], ['2, k, 5', [0.1171248, 0.05922789, 1.0]], ['2, k, 6', [0.1538043, -0.09290802, 1.0]], ['2, k, 7', [0.1678161, -0.1383555, 1.0]], ['2, k, 8', [0.5235085, 0.2378304, 1.0]], ['2, k, 9', [0.5454794, 0.03159957, 1.0]], ['2, k, 10', [0.5465477, -0.02763056, 1.0]], ['2, k, 11', [0.5645475, 0.03312052, 1.0]], ['2, k, 12', [0.2259954, -0.1921352, 1.0]], ['2, k, 13', [0.1202951, -0.2569306, 1.0]], ['2, k, 14', [0.1928448, -0.5933442, 1.0]], ['2, k, 15', [0.1734578, -0.6310999, 1.0]], ['2, k, 16', [0.4012068, -0.2030831, 1.0]], ['2, k, 17', [0.4117238, -0.269044, 1.0]], ['2, k, 18', [0.4008815, -0.5951992, 1.0]], ['2, k, 19', [0.4184301, -0.6608862, 1.0]], ['2, k, 20', [0.3619881, 0.2966589, 1.0]], ['2, k, 21', [0.1705503, -0.1950272, 1.0]], ['2, k, 22', [0.2116847, -0.1347751, 1.0]], ['2, k, 23', [0.5792875, 0.02483136, 1.0]], ['2, k, 24', [0.5515295, 0.004110336, 1.0]]]
