[['2, k, 0', [-0.06224107, 0.03058346, 1.0]], ['2, k, 1', [-0.07360443, 0.323933, 1.0]], ['2, k, 2', [-0.08354165, 0.6079013, 1.0]], ['2, k, 3', [-0.0550818, 0.7318259, 1.0]], ['2, k, 4', [-0.2379662, 0.4880771, 1.0]], ['2, k, 5', [-0.2514471, 0.2555884, 1.0]], ['2, k, 6', [-0.2309065, 0.03510206, 1.0]], ['2, k, 7', [-0.2431532, -0.02437934, 1.0]], ['2, k, 8', [0.08056878, 0.4802485, 1.0]], ['2, k, 9', [0.1085299, 0.2441802, 1.0]], ['2, k, 10', [0.1092767, 0.009028348, 1.0]], ['2, k, 11', [0.09273475, -0.05705172, 1.0]], ['2, k, 12', [-0.1281131, 0.02874167, 1.0]], ['2, k, 13', [-0.1515748, -0.2938246, 1.0]], ['2, k, 14', [-0.1504884, -0.6315817, 1.0]], ['2, k, 15', [-0.1356523, -0.7066007, 1.0]], ['2, k, 16', [0.005427762, 0.03146925, 1.0]], ['2, k, 17', [-0.03132643, -0.2921453, 1.0]], ['2, k, 18', [-0.03783481, -0.5972515, 1.0]], ['2, k, 19', [-0.04309088, -0.6931578, 1.0]], ['2, k, 20', [-0.08112361, 0.5381966, 1.0]], ['2, k, 21', [-0.2450515, -0.08410754, 1.0]], ['2, k, 22', [-0.2090447, -0.05097267, 1.0]], ['2, k, 23', [0.07718684, -0.1315394, 1.0]], ['2, k, 24', [0.1312793, -0.08209053, 1.0]]]
[['2, k, 0', [-0.08088034, 0.08351421, 1.0]], ['2, k, 1', [-0.09008212, 0.3562635, 1.0]], ['2, k, 2', [-0.09898984, 0.6222924, 1.0]], ['2, k, 3', [-0.09066769, 0.744806, 1.0]], ['2, k, 4', [-0.2281325, 0.608434, 1.0]], ['2, k, 5', [-0.2771053, 0.832137, 1.0]], ['2, k, 6', [-0.2333134, 1.061, 1.0]], ['2, k, 7', [-0.2219722, 1.143519, 1.0]], ['2, k, 8', [0.05969165, 0.4938808, 1.0]], ['2, k, 9', [0.1118825, 0.264769, 1.0]], ['2, k, 10', [0.1170409, 0.02894388, 1.0]], ['2, k, 11', [0.09776645, -0.03359522, 1.0]], ['2, k, 12', [-0.1417418, 0.08696326, 1.0]], ['2, k, 13', [-0.148124, -0.2403873, 1.0]], ['2, k, 14', [-0.1484802, -0.6322755, 1.0]], ['2, k, 15', [-0.1375092, -0.7060933, 1.0]], ['2, k, 16', [-0.01818301, 0.07841083, 1.0]], ['2, k, 17', [-0.02531533, -0.2470815, 1.0]], ['2, k, 18', [-0.03793418, -0.5995589, 1.0]], ['2, k, 19', [-0.04063685, -0.6946796, 1.0]], ['2, k, 20', [-0.09678718, 0.556741, 1.0]], ['2, k, 21', [-0.2165654, 1.217194, 1.0]], ['2, k, 22', [-0.1828125, 1.143606, 1.0]], ['2, k, 23', [0.09459453, -0.1009094, 1.0]], ['2, k, 24', [0.1318253, -0.05090367, 1.0]]]
[['2, k, 0', [-0.08205663, 0.08517715, 1.0]], ['2, k, 1', [-0.0906107, 0.3568127, 1.0]], ['2, k, 2', [-0.09916031, 0.6222517, 1.0]], ['2, k, 3', [-0.09136638, 0.7456475, 1.0]], ['2, k, 4', [-0.2281506, 0.6083769, 1.0]], ['2, k, 5', [-0.2768666, 0.8324542, 1.0]], ['2, k, 6', [-0.2335525, 1.061459, 1.0]], ['2, k, 7', [-0.2235571, 1.146725, 1.0]], ['2, k, 8', [0.05925518, 0.4936095, 1.0]], ['2, k, 9', [0.1117948, 0.264778, 1.0]], ['2, k, 10', [0.1168433, 0.02897298, 1.0]], ['2, k, 11', [0.09853096, -0.030035, 1.0]], ['2, k, 12', [-0.1426109, 0.08828583, 1.0]], ['2, k, 13', [-0.148232, -0.2390421, 1.0]], ['2, k, 14', [-0.1483859, -0.6322728, 1.0]], ['2, k, 15', [-0.1377743, -0.7063046, 1.0]], ['2, k, 16', [-0.01953452, 0.08017627, 1.0]], ['2, k, 17', [-0.0255233, -0.2451543, 1.0]], ['2, k, 18', [-0.03815284, -0.6013573, 1.0]], ['2, k, 19', [-0.04050485, -0.6947874, 1.0]], ['2, k, 20', [-0.09699211, 0.5567981, 1.0]], ['2, k, 21', [-0.2217142, 1.22185, 1.0]], ['2, k, 22', [-0.1800335, 1.152727, 1.0]], ['2, k, 23', [0.09307537, -0.1001823, 1.0]], ['2, k, 24', [0.1322838, -0.04822759, 1.0]]]
[['2, k, 0', [-0.08262027, 0.08592527, 1.0]], ['2, k, 1', [-0.09091114, 0.3572838, 1.0]], ['2, k, 2', [-0.09921382, 0.6223222, 1.0]], ['2, k, 3', [-0.09158521, 0.7459263, 1.0]], ['2, k, 4', [-0.2282306, 0.608101, 1.0]], ['2, k, 5', [-0.276567, 0.832138, 1.0]], ['2, k, 6', [-0.2380958, 1.062136, 1.0]], ['2, k, 7', [-0.2319246, 1.146234, 1.0]], ['2, k, 8', [0.05911988, 0.4936689, 1.0]], ['2, k, 9', [0.1115213, 0.2648156, 1.0]], ['2, k, 10', [0.11653, 0.02901326, 1.0]], ['2, k, 11', [0.09746923, -0.03095245, 1.0]], ['2, k, 12', [-0.1430642, 0.08904479, 1.0]], ['2, k, 13', [-0.1484116, -0.2383577, 1.0]], ['2, k, 14', [-0.1503928, -0.6284881, 1.0]], ['2, k, 15', [-0.1365819, -0.7036524, 1.0]], ['2, k, 16', [-0.02016345, 0.08083063, 1.0]], ['2, k, 17', [-0.02558807, -0.2446406, 1.0]], ['2, k, 18', [-0.03648524, -0.597631, 1.0]], ['2, k, 19', [-0.04135108, -0.6943837, 1.0]], ['2, k, 20', [-0.09709767, 0.5569577, 1.0]], ['2, k, 21', [-0.2265214, 1.210298, 1.0]], ['2, k, 22', [-0.1911931, 1.144201, 1.0]], ['2, k, 23', [0.08899321, -0.09544318, 1.0]], ['2, k, 24', [0.1304941, -0.05268413, 1.0]]]
[['2, k, 0', [-0.08259684, 0.08589711, 1.0]], ['2, k, 1', [-0.09093198, 0.357319, 1.0]], ['2, k, 2', [-0.09932482, 0.6224067, 1.0]], ['2, k, 3', [-0.09176483, 0.7459276, 1.0]], ['2, k, 4', [-0.2281744, 0.6081131, 1.0]], ['2, k, 5', [-0.2754918, 0.8317513, 1.0]], ['2, k, 6', [-0.2423277, 1.062363, 1.0]], ['2, k, 7', [-0.2339552, 1.160321, 1.0]], ['2, k, 8', [0.05880218, 0.4932716, 1.0]], ['2, k, 9', [0.1113625, 0.2645309, 1.0]], ['2, k, 10', [0.1165581, 0.02878979, 1.0]], ['2, k, 11', [0.09870823, -0.03473507, 1.0]], ['2, k, 12', [-0.1429856, 0.08903064, 1.0]], ['2, k, 13', [-0.1484843, -0.2383287, 1.0]], ['2, k, 14', [-0.1501465, -0.6283629, 1.0]], ['2, k, 15', [-0.1366753, -0.7036047, 1.0]], ['2, k, 16', [-0.02014558, 0.08076379, 1.0]], ['2, k, 17', [-0.02553416, -0.2446593, 1.0]], ['2, k, 18', [-0.03649919, -0.5973743, 1.0]], ['2, k, 19', [-0.04136765, -0.6947492, 1.0]], ['2, k, 20', [-0.09718979, 0.5570514, 1.0]], ['2, k, 21', [-0.2423548, 1.231517, 1.0]], ['2, k, 22', [-0.1894404, 1.151071, 1.0]], ['2, k, 23', [0.09461299, -0.1010729, 1.0]], ['2, k, 24', [0.1339625, -0.0380357, 1.0]]]
[['2, k, 0', [-0.08262711, 0.08582204, 1.0]], ['2, k, 1', [-0.0910079, 0.3573172, 1.0]], ['2, k, 2', [-0.09948452, 0.6223871, 1.0]], ['2, k, 3', [-0.09240824, 0.7457314, 1.0]], ['2, k, 4', [-0.228135, 0.6080258, 1.0]], ['2, k, 5', [-0.2733158, 0.8306674, 1.0]], ['2, k, 6', [-0.2440545, 1.06094, 1.0]], ['2, k, 7', [-0.2342462, 1.154884, 1.0]], ['2, k, 8', [0.05865952, 0.4932387, 1.0]], ['2, k, 9', [0.1112153, 0.264558, 1.0]], ['2, k, 10', [0.1163101, 0.02885808, 1.0]], ['2, k, 11', [0.09607476, -0.03498448, 1.0]], ['2, k, 12', [-0.1430546, 0.08881807, 1.0]], ['2, k, 13', [-0.148485, -0.2385122, 1.0]], ['2, k, 14', [-0.1501863, -0.6283459, 1.0]], ['2, k, 15', [-0.136116, -0.7035068, 1.0]], ['2, k, 16', [-0.02017642, 0.08068173, 1.0]], ['2, k, 17', [-0.02672677, -0.2448474, 1.0]], ['2, k, 18', [-0.03663642, -0.5973614, 1.0]], ['2, k, 19', [-0.04122726, -0.6946194, 1.0]], ['2, k, 20', [-0.0973364, 0.5570568, 1.0]], ['2, k, 21', [-0.2335878, 1.220572, 1.0]], ['2, k, 22', [-0.1935878, 1.159179, 1.0]], ['2, k, 23', [0.09151112, -0.1063719, 1.0]], ['2, k, 24', [0.13212, -0.04385516, 1.0]]]
[['2, k, 0', [-0.08289274, 0.08607136, 1.0]], ['2, k, 1', [-0.09131593, 0.3575728, 1.0]], ['2, k, 2', [-0.09973405, 0.6224514, 1.0]], ['2, k, 3', [-0.09226769, 0.7459564, 1.0]], ['2, k, 4', [-0.2280736, 0.6080194, 1.0]], ['2, k, 5', [-0.2712575, 0.8289061, 1.0]], ['2, k, 6', [-0.2463739, 1.057623, 1.0]], ['2, k, 7', [-0.238794, 1.140666, 1.0]], ['2, k, 8', [0.05852578, 0.4930834, 1.0]], ['2, k, 9', [0.1110788, 0.2644608, 1.0]], ['2, k, 10', [0.1162743, 0.02879524, 1.0]], ['2, k, 11', [0.09767329, -0.03327855, 1.0]], ['2, k, 12', [-0.1433279, 0.08908965, 1.0]], ['2, k, 13', [-0.1484138, -0.238277, 1.0]], ['2, k, 14', [-0.1510565, -0.6285484, 1.0]], ['2, k, 15', [-0.1372598, -0.7034065, 1.0]], ['2, k, 16', [-0.02049583, 0.08096635, 1.0]], ['2, k, 17', [-0.02662556, -0.2447716, 1.0]], ['2, k, 18', [-0.03710548, -0.5990978, 1.0]], ['2, k, 19', [-0.04126577, -0.6945847, 1.0]], ['2, k, 20', [-0.09761126, 0.5571889, 1.0]], ['2, k, 21', [-0.2346528, 1.207369, 1.0]], ['2, k, 22', [-0.1988934, 1.14215, 1.0]], ['2, k, 23', [0.09671882, -0.1017117, 1.0]], ['2, k, 24', [0.1316165, -0.0361091, 1.0]]]
[['2, k, 0', [-0.08278234, 0.08582313, 1.0]], ['2, k, 1', [-0.09136363, 0.357491, 1.0]], ['2, k, 2', [-0.09990755, 0.622333, 1.0]], ['2, k, 3', [-0.0922883, 0.745876, 1.0]], ['2, k, 4', [-0.2280814, 0.6080015, 1.0]], ['2, k, 5', [-0.2687903, 0.8253281, 1.0]], ['2, k, 6', [-0.2460967, 1.051893, 1.0]], ['2, k, 7', [-0.2396669, 1.116871, 1.0]], ['2, k, 8', [0.05841973, 0.4930431, 1.0]], ['2, k, 9', [0.1108868, 0.264417, 1.0]], ['2, k, 10', [0.116187, 0.02875907, 1.0]], ['2, k, 11', [0.09701846, -0.03521746, 1.0]], ['2, k, 12', [-0.1432008, 0.08871385, 1.0]], ['2, k, 13', [-0.148393, -0.2385554, 1.0]], ['2, k, 14', [-0.1510662, -0.6292991, 1.0]], ['2, k, 15', [-0.1380358, -0.7041209, 1.0]], ['2, k, 16', [-0.02024882, 0.08062142, 1.0]], ['2, k, 17', [-0.02652717, -0.245417, 1.0]], ['2, k, 18', [-0.037663, -0.5996938, 1.0]], ['2, k, 19', [-0.04074211, -0.6946627, 1.0]], ['2, k, 20', [-0.0977542, 0.5570998, 1.0]], ['2, k, 21', [-0.2325597, 1.183584, 1.0]], ['2, k, 22', [-0.1986536, 1.117913, 1.0]], ['2, k, 23', [0.08927781, -0.1075865, 1.0]], ['2, k, 24', [0.1337309, -0.0593095, 1.0]]]
[['2, k, 0', [-0.08267634, 0.08572648, 1.0]], ['2, k, 1', [-0.09138443, 0.3574446, 1.0]], ['2, k, 2', [-0.1000581, 0.6221913, 1.0]], ['2, k, 3', [-0.09173372, 0.7463793, 1.0]], ['2, k, 4', [-0.2280877, 0.6078975, 1.0]], ['2, k, 5', [-0.2679093, 0.8204825, 1.0]], ['2, k, 6', [-0.2453998, 1.04667, 1.0]], ['2, k, 7', [-0.2387127, 1.100295, 1.0]], ['2, k, 8', [0.05808483, 0.4930439, 1.0]], ['2, k, 9', [0.110352, 0.2646285, 1.0]], ['2, k, 10', [0.1162083, 0.02912208, 1.0]], ['2, k, 11', [0.09791702, -0.0313472, 1.0]], ['2, k, 12', [-0.143124, 0.0885519, 1.0]], ['2, k, 13', [-0.1485451, -0.2386065, 1.0]], ['2, k, 14', [-0.1510767, -0.6292893, 1.0]], ['2, k, 15', [-0.1384232, -0.7045734, 1.0]], ['2, k, 16', [-0.01996537, 0.08057543, 1.0]], ['2, k, 17', [-0.02649318, -0.2456893, 1.0]], ['2, k, 18', [-0.03824351, -0.6003371, 1.0]], ['2, k, 19', [-0.04291497, -0.692606, 1.0]], ['2, k, 20', [-0.09787546, 0.5570074, 1.0]], ['2, k, 21', [-0.2389916, 1.162949, 1.0]], ['2, k, 22', [-0.1972653, 1.09739, 1.0]], ['2, k, 23', [0.09347156, -0.1016528, 1.0]], ['2, k, 24', [0.1316339, -0.03398997, 1.0]]]
[['2, k, 0', [-0.08165003, 0.08414786, 1.0]], ['2, k, 1', [-0.09123811, 0.356901, 1.0]], ['2, k, 2', [-0.1003305, 0.6219888, 1.0]], ['2, k, 3', [-0.0920433, 0.7463787, 1.0]], ['2, k, 4', [-0.2279353, 0.60758, 1.0]], ['2, k, 5', [-0.2600309, 0.7973178, 1.0]], ['2, k, 6', [-0.2366388, 1.014983, 1.0]], ['2, k, 7', [-0.2339022, 1.073144, 1.0]], ['2, k, 8', [0.05793323, 0.4931198, 1.0]], ['2, k, 9', [0.1097602, 0.2645339, 1.0]], ['2, k, 10', [0.1160141, 0.02906319, 1.0]], ['2, k, 11', [0.09653936, -0.03114454, 1.0]], ['2, k, 12', [-0.1424268, 0.08760758, 1.0]], ['2, k, 13', [-0.148485, -0.2394904, 1.0]], ['2, k, 14', [-0.1512976, -0.6288836, 1.0]], ['2, k, 15', [-0.138273, -0.7041877, 1.0]], ['2, k, 16', [-0.01861354, 0.07823638, 1.0]], ['2, k, 17', [-0.02647304, -0.2485444, 1.0]], ['2, k, 18', [-0.03844639, -0.6003782, 1.0]], ['2, k, 19', [-0.04282721, -0.6925958, 1.0]], ['2, k, 20', [-0.09806301, 0.5567613, 1.0]], ['2, k, 21', [-0.236747, 1.131403, 1.0]], ['2, k, 22', [-0.1920897, 1.077824, 1.0]], ['2, k, 23', [0.09311549, -0.1010296, 1.0]], ['2, k, 24', [0.1318749, -0.04252122, 1.0]]]
[['2, k, 0', [-0.07952008, 0.08124065, 1.0]], ['2, k, 1', [-0.09101886, 0.3558616, 1.0]], ['2, k, 2', [-0.1009592, 0.6216027, 1.0]], ['2, k, 3', [-0.09243356, 0.7459376, 1.0]], ['2, k, 4', [-0.2277821, 0.6063647, 1.0]], ['2, k, 5', [-0.2594799, 0.7894123, 1.0]], ['2, k, 6', [-0.234511, 0.9819033, 1.0]], ['2, k, 7', [-0.2295852, 1.067256, 1.0]], ['2, k, 8', [0.05785897, 0.4928648, 1.0]], ['2, k, 9', [0.1100191, 0.2644233, 1.0]], ['2, k, 10', [0.1159501, 0.02906751, 1.0]], ['2, k, 11', [0.09780548, -0.03493254, 1.0]], ['2, k, 12', [-0.1405386, 0.08486228, 1.0]], ['2, k, 13', [-0.1481823, -0.2422437, 1.0]], ['2, k, 14', [-0.1514366, -0.6292235, 1.0]], ['2, k, 15', [-0.1382119, -0.704348, 1.0]], ['2, k, 16', [-0.0163711, 0.07538852, 1.0]], ['2, k, 17', [-0.0262575, -0.2517898, 1.0]], ['2, k, 18', [-0.03852028, -0.6004928, 1.0]], ['2, k, 19', [-0.04233202, -0.6933147, 1.0]], ['2, k, 20', [-0.09849325, 0.5562983, 1.0]], ['2, k, 21', [-0.2343249, 1.124631, 1.0]], ['2, k, 22', [-0.1825042, 1.062885, 1.0]], ['2, k, 23', [0.08779446, -0.1070497, 1.0]], ['2, k, 24', [0.1326815, -0.04619076, 1.0]]]
[['2, k, 0', [-0.07950406, 0.08078171, 1.0]], ['2, k, 1', [-0.09098086, 0.3550911, 1.0]], ['2, k, 2', [-0.1010244, 0.620589, 1.0]], ['2, k, 3', [-0.09145479, 0.7446304, 1.0]], ['2, k, 4', [-0.2275006, 0.6058085, 1.0]], ['2, k, 5', [-0.2569937, 0.7679029, 1.0]], ['2, k, 6', [-0.2320434, 0.9704663, 1.0]], ['2, k, 7', [-0.2268654, 1.044634, 1.0]], ['2, k, 8', [0.05794064, 0.4927223, 1.0]], ['2, k, 9', [0.1097765, 0.2641299, 1.0]], ['2, k, 10', [0.1158547, 0.02887466, 1.0]], ['2, k, 11', [0.09751634, -0.02988482, 1.0]], ['2, k, 12', [-0.1406012, 0.08404969, 1.0]], ['2, k, 13', [-0.147932, -0.2431094, 1.0]], ['2, k, 14', [-0.1494449, -0.6312421, 1.0]], ['2, k, 15', [-0.1382979, -0.7064041, 1.0]], ['2, k, 16', [-0.01628165, 0.07526509, 1.0]], ['2, k, 17', [-0.02621998, -0.2521015, 1.0]], ['2, k, 18', [-0.03849983, -0.5997573, 1.0]], ['2, k, 19', [-0.04217892, -0.6939514, 1.0]], ['2, k, 20', [-0.09854456, 0.555369, 1.0]], ['2, k, 21', [-0.2251624, 1.096473, 1.0]], ['2, k, 22', [-0.1823355, 1.018934, 1.0]], ['2, k, 23', [0.09404896, -0.09602258, 1.0]], ['2, k, 24', [0.1317769, -0.06596136, 1.0]]]
[['2, k, 0', [-0.07897919, 0.07949586, 1.0]], ['2, k, 1', [-0.09039147, 0.3538958, 1.0]], ['2, k, 2', [-0.100561, 0.6196694, 1.0]], ['2, k, 3', [-0.09155628, 0.7438508, 1.0]], ['2, k, 4', [-0.2266149, 0.5910673, 1.0]], ['2, k, 5', [-0.2557849, 0.7465503, 1.0]], ['2, k, 6', [-0.2275249, 0.9299573, 1.0]], ['2, k, 7', [-0.2230735, 1.000564, 1.0]], ['2, k, 8', [0.05815383, 0.4941314, 1.0]], ['2, k, 9', [0.1095826, 0.2647942, 1.0]], ['2, k, 10', [0.1157448, 0.02953166, 1.0]], ['2, k, 11', [0.09663819, -0.03094276, 1.0]], ['2, k, 12', [-0.1404268, 0.0825789, 1.0]], ['2, k, 13', [-0.1482358, -0.24432, 1.0]], ['2, k, 14', [-0.1490145, -0.6317528, 1.0]], ['2, k, 15', [-0.1379463, -0.7067492, 1.0]], ['2, k, 16', [-0.01516104, 0.07397639, 1.0]], ['2, k, 17', [-0.02645814, -0.2538276, 1.0]], ['2, k, 18', [-0.03802386, -0.5991275, 1.0]], ['2, k, 19', [-0.04203261, -0.6941749, 1.0]], ['2, k, 20', [-0.09806487, 0.554393, 1.0]], ['2, k, 21', [-0.2225638, 1.050652, 1.0]], ['2, k, 22', [-0.1750326, 0.9814782, 1.0]], ['2, k, 23', [0.09437261, -0.1020119, 1.0]], ['2, k, 24', [0.1313237, -0.04026158, 1.0]]]
[['2, k, 0', [-0.078367, 0.07733462, 1.0]], ['2, k, 1', [-0.09030049, 0.3529694, 1.0]], ['2, k, 2', [-0.1008917, 0.6195448, 1.0]], ['2, k, 3', [-0.09105195, 0.7441119, 1.0]], ['2, k, 4', [-0.2257709, 0.5825754, 1.0]], ['2, k, 5', [-0.2491309, 0.6770616, 1.0]], ['2, k, 6', [-0.2235811, 0.8345273, 1.0]], ['2, k, 7', [-0.2176507, 0.8879341, 1.0]], ['2, k, 8', [0.05869668, 0.4948751, 1.0]], ['2, k, 9', [0.1092521, 0.2649897, 1.0]], ['2, k, 10', [0.1156463, 0.0297826, 1.0]], ['2, k, 11', [0.09639357, -0.03070921, 1.0]], ['2, k, 12', [-0.140255, 0.08026965, 1.0]], ['2, k, 13', [-0.1483246, -0.2465851, 1.0]], ['2, k, 14', [-0.1492849, -0.631413, 1.0]], ['2, k, 15', [-0.1373948, -0.7064065, 1.0]], ['2, k, 16', [-0.01408714, 0.07208147, 1.0]], ['2, k, 17', [-0.02668773, -0.2561446, 1.0]], ['2, k, 18', [-0.03806205, -0.5996691, 1.0]], ['2, k, 19', [-0.04198175, -0.6941801, 1.0]], ['2, k, 20', [-0.09830856, 0.5541019, 1.0]], ['2, k, 21', [-0.2153063, 0.928285, 1.0]], ['2, k, 22', [-0.1734321, 0.8893207, 1.0]], ['2, k, 23', [0.09439916, -0.1019723, 1.0]], ['2, k, 24', [0.1301462, -0.03156526, 1.0]]]
[['2, k, 0', [-0.07658821, 0.07494847, 1.0]], ['2, k, 1', [-0.08979426, 0.352093, 1.0]], ['2, k, 2', [-0.1010163, 0.6194836, 1.0]], ['2, k, 3', [-0.09038604, 0.7439932, 1.0]], ['2, k, 4', [-0.2253295, 0.5605294, 1.0]], ['2, k, 5', [-0.2489804, 0.6543932, 1.0]], ['2, k, 6', [-0.2178222, 0.7879918, 1.0]], ['2, k, 7', [-0.2141405, 0.8487365, 1.0]], ['2, k, 8', [0.05913856, 0.495802, 1.0]], ['2, k, 9', [0.1088455, 0.2653654, 1.0]], ['2, k, 10', [0.1153714, 0.03017133, 1.0]], ['2, k, 11', [0.09646785, -0.0293542, 1.0]], ['2, k, 12', [-0.139138, 0.07714833, 1.0]], ['2, k, 13', [-0.148275, -0.2496808, 1.0]], ['2, k, 14', [-0.1502028, -0.6304045, 1.0]], ['2, k, 15', [-0.1372033, -0.7054833, 1.0]], ['2, k, 16', [-0.01171144, 0.07053459, 1.0]], ['2, k, 17', [-0.02635455, -0.258161, 1.0]], ['2, k, 18', [-0.03995859, -0.6026594, 1.0]], ['2, k, 19', [-0.0420086, -0.6943395, 1.0]], ['2, k, 20', [-0.09834354, 0.5539159, 1.0]], ['2, k, 21', [-0.2137145, 0.8891508, 1.0]], ['2, k, 22', [-0.1694972, 0.8405688, 1.0]], ['2, k, 23', [0.08436145, -0.1056569, 1.0]], ['2, k, 24', [0.1312144, -0.0417032, 1.0]]]
[['2, k, 0', [-0.07670014, 0.07359768, 1.0]], ['2, k, 1', [-0.08922211, 0.3510512, 1.0]], ['2, k, 2', [-0.09992708, 0.619019, 1.0]], ['2, k, 3', [-0.08977934, 0.7432048, 1.0]], ['2, k, 4', [-0.2259463, 0.5549175, 1.0]], ['2, k, 5', [-0.2493718, 0.6133658, 1.0]], ['2, k, 6', [-0.2150975, 0.7256045, 1.0]], ['2, k, 7', [-0.2106884, 0.78296, 1.0]], ['2, k, 8', [0.06006888, 0.4963825, 1.0]], ['2, k, 9', [0.1089219, 0.2654957, 1.0]], ['2, k, 10', [0.1153299, 0.03026102, 1.0]], ['2, k, 11', [0.09776126, -0.029425, 1.0]], ['2, k, 12', [-0.1398911, 0.07524143, 1.0]], ['2, k, 13', [-0.1483299, -0.2514359, 1.0]], ['2, k, 14', [-0.1501199, -0.6298734, 1.0]], ['2, k, 15', [-0.1372223, -0.7050425, 1.0]], ['2, k, 16', [-0.01131476, 0.06953025, 1.0]], ['2, k, 17', [-0.02646693, -0.259322, 1.0]], ['2, k, 18', [-0.03998464, -0.6025016, 1.0]], ['2, k, 19', [-0.04270476, -0.6941559, 1.0]], ['2, k, 20', [-0.09738603, 0.5532855, 1.0]], ['2, k, 21', [-0.210491, 0.8184254, 1.0]], ['2, k, 22', [-0.1658483, 0.7653873, 1.0]], ['2, k, 23', [0.09461743, -0.1004716, 1.0]], ['2, k, 24', [0.1313265, -0.04191427, 1.0]]]
[['2, k, 0', [-0.07693303, 0.07188325, 1.0]], ['2, k, 1', [-0.08853859, 0.34898, 1.0]], ['2, k, 2', [-0.09821208, 0.6167898, 1.0]], ['2, k, 3', [-0.08941779, 0.7427657, 1.0]], ['2, k, 4', [-0.2283716, 0.538137, 1.0]], ['2, k, 5', [-0.2459956, 0.5837517, 1.0]], ['2, k, 6', [-0.209957, 0.6666319, 1.0]], ['2, k, 7', [-0.2092711, 0.714435, 1.0]], ['2, k, 8', [0.06087301, 0.4976992, 1.0]], ['2, k, 9', [0.108702, 0.2661636, 1.0]], ['2, k, 10', [0.1153323, 0.03088662, 1.0]], ['2, k, 11', [0.09754277, -0.03667035, 1.0]], ['2, k, 12', [-0.1408352, 0.07271721, 1.0]], ['2, k, 13', [-0.1487883, -0.2535531, 1.0]], ['2, k, 14', [-0.149514, -0.6312001, 1.0]], ['2, k, 15', [-0.1371357, -0.7061238, 1.0]], ['2, k, 16', [-0.01110512, 0.06853538, 1.0]], ['2, k, 17', [-0.02660169, -0.2602549, 1.0]], ['2, k, 18', [-0.03991864, -0.602433, 1.0]], ['2, k, 19', [-0.04255319, -0.6949332, 1.0]], ['2, k, 20', [-0.09594994, 0.5510645, 1.0]], ['2, k, 21', [-0.1878253, 0.7336396, 1.0]], ['2, k, 22', [-0.1606257, 0.7010473, 1.0]], ['2, k, 23', [0.08750229, -0.1005401, 1.0]], ['2, k, 24', [0.1302504, -0.06009286, 1.0]]]
[['2, k, 0', [-0.07534514, 0.06501853, 1.0]], ['2, k, 1', [-0.0868168, 0.3464368, 1.0]], ['2, k, 2', [-0.09660026, 0.616859, 1.0]], ['2, k, 3', [-0.08898618, 0.7418961, 1.0]], ['2, k, 4', [-0.2273545, 0.5314137, 1.0]], ['2, k, 5', [-0.2435232, 0.5405444, 1.0]], ['2, k, 6', [-0.2102191, 0.6005556, 1.0]], ['2, k, 7', [-0.2058499, 0.6419162, 1.0]], ['2, k, 8', [0.06083818, 0.4973694, 1.0]], ['2, k, 9', [0.1084487, 0.2659198, 1.0]], ['2, k, 10', [0.115278, 0.03073019, 1.0]], ['2, k, 11', [0.09771065, -0.03580192, 1.0]], ['2, k, 12', [-0.1402228, 0.06415269, 1.0]], ['2, k, 13', [-0.1482093, -0.2620208, 1.0]], ['2, k, 14', [-0.1497114, -0.6312678, 1.0]], ['2, k, 15', [-0.136918, -0.7063588, 1.0]], ['2, k, 16', [-0.00881085, 0.0636032, 1.0]], ['2, k, 17', [-0.02576186, -0.2648773, 1.0]], ['2, k, 18', [-0.03995752, -0.6039018, 1.0]], ['2, k, 19', [-0.04246828, -0.6950311, 1.0]], ['2, k, 20', [-0.09436034, 0.5505807, 1.0]], ['2, k, 21', [-0.2086229, 0.6616281, 1.0]], ['2, k, 22', [-0.1618696, 0.6288545, 1.0]], ['2, k, 23', [0.09253512, -0.0957205, 1.0]], ['2, k, 24', [0.1314609, -0.04564615, 1.0]]]
