[['2, k, 0', [0.07524143, -0.3568166, 1.0]], ['2, k, 1', [0.0638667, -0.1115858, 1.0]], ['2, k, 2', [0.05289306, 0.1285809, 1.0]], ['2, k, 3', [0.04082249, 0.2614909, 1.0]], ['2, k, 4', [-0.0925017, 0.04524726, 1.0]], ['2, k, 5', [-0.1059603, -0.1288864, 1.0]], ['2, k, 6', [-0.1248835, -0.1616565, 1.0]], ['2, k, 7', [-0.118465, -0.1041855, 1.0]], ['2, k, 8', [0.2099783, 0.0685965, 1.0]], ['2, k, 9', [0.2489127, -0.1605368, 1.0]], ['2, k, 10', [0.1859111, -0.01296089, 1.0]], ['2, k, 11', [0.1665088, 0.03608371, 1.0]], ['2, k, 12', [-0.001006623, -0.3566053, 1.0]], ['2, k, 13', [-0.1070571, -0.2972499, 1.0]], ['2, k, 14', [-0.1153414, -0.6216234, 1.0]], ['2, k, 15', [-0.1696412, -0.6688889, 1.0]], ['2, k, 16', [0.149235, -0.3439462, 1.0]], ['2, k, 17', [0.1758345, -0.3238586, 1.0]], ['2, k, 18', [0.1575543, -0.6309925, 1.0]], ['2, k, 19', [0.1413133, -0.6758721, 1.0]], ['2, k, 20', [0.05592863, 0.06937585, 1.0]], ['2, k, 21', [-0.1193165, -0.1275794, 1.0]], ['2, k, 22', [-0.1245181, -0.05986318, 1.0]], ['2, k, 23', [0.145489, 0.07605064, 1.0]], ['2, k, 24', [0.2216351, 0.06323282, 1.0]]]
[['2, k, 0', [-0.04067697, -0.2130356, 1.0]], ['2, k, 1', [-0.03975848, 0.04361303, 1.0]], ['2, k, 2', [-0.03818589, 0.2937241, 1.0]], ['2, k, 3', [-0.03444991, 0.4349849, 1.0]], ['2, k, 4', [-0.1993468, 0.1961338, 1.0]], ['2, k, 5', [-0.2640671, -0.04996485, 1.0]], ['2, k, 6', [-0.3340653, -0.06183658, 1.0]], ['2, k, 7', [-0.2424406, 0.09074169, 1.0]], ['2, k, 8', [0.1218666, 0.2090883, 1.0]], ['2, k, 9', [0.1522822, -0.03020603, 1.0]], ['2, k, 10', [0.1237076, -0.2022195, 1.0]], ['2, k, 11', [0.1108933, -0.2506299, 1.0]], ['2, k, 12', [-0.1186349, -0.2099754, 1.0]], ['2, k, 13', [-0.1781092, -0.3744974, 1.0]], ['2, k, 14', [-0.2206454, -0.7136225, 1.0]], ['2, k, 15', [-0.2006686, -0.7654427, 1.0]], ['2, k, 16', [0.03806664, -0.2104774, 1.0]], ['2, k, 17', [0.06990199, -0.3712002, 1.0]], ['2, k, 18', [0.09200472, -0.7230549, 1.0]], ['2, k, 19', [0.05479925, -0.7657164, 1.0]], ['2, k, 20', [-0.03869024, 0.2320665, 1.0]], ['2, k, 21', [-0.2406508, 0.1151047, 1.0]], ['2, k, 22', [-0.2076013, 0.07805382, 1.0]], ['2, k, 23', [0.0842953, -0.2853763, 1.0]], ['2, k, 24', [0.1660219, -0.2811366, 1.0]]]
[['2, k, 0', [-0.04068651, -0.2128088, 1.0]], ['2, k, 1', [-0.03968468, 0.04379851, 1.0]], ['2, k, 2', [-0.03805296, 0.2938891, 1.0]], ['2, k, 3', [-0.03429621, 0.4349327, 1.0]], ['2, k, 4', [-0.1972222, 0.1978523, 1.0]], ['2, k, 5', [-0.249909, -0.01760554, 1.0]], ['2, k, 6', [-0.2200575, 0.06634992, 1.0]], ['2, k, 7', [-0.2364088, 0.1128695, 1.0]], ['2, k, 8', [0.1219619, 0.2090247, 1.0]], ['2, k, 9', [0.1531473, -0.02837349, 1.0]], ['2, k, 10', [0.1227874, -0.2157724, 1.0]], ['2, k, 11', [0.1090958, -0.2572081, 1.0]], ['2, k, 12', [-0.1187267, -0.2097444, 1.0]], ['2, k, 13', [-0.1782428, -0.3743614, 1.0]], ['2, k, 14', [-0.2249808, -0.7139007, 1.0]], ['2, k, 15', [-0.2000791, -0.7640873, 1.0]], ['2, k, 16', [0.03818139, -0.210174, 1.0]], ['2, k, 17', [0.06996506, -0.3708013, 1.0]], ['2, k, 18', [0.09269796, -0.7226326, 1.0]], ['2, k, 19', [0.05437753, -0.7640197, 1.0]], ['2, k, 20', [-0.03856634, 0.2322375, 1.0]], ['2, k, 21', [-0.2381254, 0.1404536, 1.0]], ['2, k, 22', [-0.2057178, 0.1046064, 1.0]], ['2, k, 23', [0.07918441, -0.2889068, 1.0]], ['2, k, 24', [0.1596396, -0.2938141, 1.0]]]
[['2, k, 0', [-0.04073792, -0.2125174, 1.0]], ['2, k, 1', [-0.03965721, 0.04388647, 1.0]], ['2, k, 2', [-0.03802413, 0.2938974, 1.0]], ['2, k, 3', [-0.03385245, 0.4351182, 1.0]], ['2, k, 4', [-0.1973885, 0.1980537, 1.0]], ['2, k, 5', [-0.2599304, -0.05092531, 1.0]], ['2, k, 6', [-0.2384758, 0.06613371, 1.0]], ['2, k, 7', [-0.2340943, 0.1353596, 1.0]], ['2, k, 8', [0.1220289, 0.2090858, 1.0]], ['2, k, 9', [0.1505806, -0.02699204, 1.0]], ['2, k, 10', [0.1229289, -0.2170877, 1.0]], ['2, k, 11', [0.1098377, -0.2573907, 1.0]], ['2, k, 12', [-0.1188553, -0.2093135, 1.0]], ['2, k, 13', [-0.1790105, -0.3745973, 1.0]], ['2, k, 14', [-0.2247971, -0.7135651, 1.0]], ['2, k, 15', [-0.2001691, -0.7646217, 1.0]], ['2, k, 16', [0.03820533, -0.2100162, 1.0]], ['2, k, 17', [0.06964324, -0.3704877, 1.0]], ['2, k, 18', [0.09288409, -0.7226217, 1.0]], ['2, k, 19', [0.04188045, -0.7545258, 1.0]], ['2, k, 20', [-0.03853541, 0.2322569, 1.0]], ['2, k, 21', [-0.2350695, 0.1680081, 1.0]], ['2, k, 22', [-0.1957709, 0.1222823, 1.0]], ['2, k, 23', [0.0791221, -0.2898888, 1.0]], ['2, k, 24', [0.1636235, -0.286673, 1.0]]]
[['2, k, 0', [-0.04078191, -0.2125919, 1.0]], ['2, k, 1', [-0.03962791, 0.043842, 1.0]], ['2, k, 2', [-0.03791999, 0.2938738, 1.0]], ['2, k, 3', [-0.03370126, 0.4350778, 1.0]], ['2, k, 4', [-0.1972327, 0.1983131, 1.0]], ['2, k, 5', [-0.2522607, -0.01104414, 1.0]], ['2, k, 6', [-0.2379038, 0.08816474, 1.0]], ['2, k, 7', [-0.2311508, 0.1551116, 1.0]], ['2, k, 8', [0.1222577, 0.2089364, 1.0]], ['2, k, 9', [0.150667, -0.02693422, 1.0]], ['2, k, 10', [0.1224205, -0.2217007, 1.0]], ['2, k, 11', [0.1097067, -0.2549725, 1.0]], ['2, k, 12', [-0.1189766, -0.2091401, 1.0]], ['2, k, 13', [-0.1790148, -0.3745498, 1.0]], ['2, k, 14', [-0.2242981, -0.713913, 1.0]], ['2, k, 15', [-0.2052658, -0.7682488, 1.0]], ['2, k, 16', [0.03820176, -0.2106417, 1.0]], ['2, k, 17', [0.06968972, -0.3732162, 1.0]], ['2, k, 18', [0.09286533, -0.7225642, 1.0]], ['2, k, 19', [0.04148437, -0.7545089, 1.0]], ['2, k, 20', [-0.03844826, 0.2322269, 1.0]], ['2, k, 21', [-0.2303316, 0.1908982, 1.0]], ['2, k, 22', [-0.1992157, 0.1362076, 1.0]], ['2, k, 23', [0.07479558, -0.2831132, 1.0]], ['2, k, 24', [0.1636382, -0.2866731, 1.0]]]
[['2, k, 0', [-0.04081134, -0.2126235, 1.0]], ['2, k, 1', [-0.03962342, 0.04383983, 1.0]], ['2, k, 2', [-0.03786242, 0.2938904, 1.0]], ['2, k, 3', [-0.03358227, 0.4351083, 1.0]], ['2, k, 4', [-0.1967051, 0.1983296, 1.0]], ['2, k, 5', [-0.2892616, -0.04698912, 1.0]], ['2, k, 6', [-0.2276304, 0.1159838, 1.0]], ['2, k, 7', [-0.2264241, 0.1726431, 1.0]], ['2, k, 8', [0.1222537, 0.2081509, 1.0]], ['2, k, 9', [0.1506771, -0.02715374, 1.0]], ['2, k, 10', [0.1162911, -0.2112109, 1.0]], ['2, k, 11', [0.1026176, -0.2668071, 1.0]], ['2, k, 12', [-0.1190881, -0.2091069, 1.0]], ['2, k, 13', [-0.1791976, -0.3748316, 1.0]], ['2, k, 14', [-0.2243193, -0.7139597, 1.0]], ['2, k, 15', [-0.208398, -0.7715403, 1.0]], ['2, k, 16', [0.03828432, -0.210812, 1.0]], ['2, k, 17', [0.06961881, -0.372816, 1.0]], ['2, k, 18', [0.09300416, -0.7226428, 1.0]], ['2, k, 19', [0.04159186, -0.7546316, 1.0]], ['2, k, 20', [-0.03840711, 0.232235, 1.0]], ['2, k, 21', [-0.2220268, 0.2153378, 1.0]], ['2, k, 22', [-0.1903285, 0.1595603, 1.0]], ['2, k, 23', [0.09029049, -0.3203295, 1.0]], ['2, k, 24', [0.1425418, -0.2789491, 1.0]]]
[['2, k, 0', [-0.04089505, -0.2126377, 1.0]], ['2, k, 1', [-0.03965843, 0.04381844, 1.0]], ['2, k, 2', [-0.0378852, 0.2938583, 1.0]], ['2, k, 3', [-0.03339051, 0.4351059, 1.0]], ['2, k, 4', [-0.1965504, 0.1983868, 1.0]], ['2, k, 5', [-0.261811, -0.04564427, 1.0]], ['2, k, 6', [-0.2587036, 0.07599495, 1.0]], ['2, k, 7', [-0.2258408, 0.1940256, 1.0]], ['2, k, 8', [0.1222401, 0.2079509, 1.0]], ['2, k, 9', [0.1511801, -0.02711738, 1.0]], ['2, k, 10', [0.1169183, -0.2222011, 1.0]], ['2, k, 11', [0.1118078, -0.2718315, 1.0]], ['2, k, 12', [-0.1193442, -0.2091419, 1.0]], ['2, k, 13', [-0.1795172, -0.3743659, 1.0]], ['2, k, 14', [-0.2242256, -0.7137834, 1.0]], ['2, k, 15', [-0.2073831, -0.7708991, 1.0]], ['2, k, 16', [0.0382657, -0.2108109, 1.0]], ['2, k, 17', [0.06956028, -0.3726196, 1.0]], ['2, k, 18', [0.09301668, -0.7226372, 1.0]], ['2, k, 19', [0.04131214, -0.7546458, 1.0]], ['2, k, 20', [-0.03842933, 0.2322074, 1.0]], ['2, k, 21', [-0.2153692, 0.2338008, 1.0]], ['2, k, 22', [-0.1876623, 0.1795194, 1.0]], ['2, k, 23', [0.1039061, -0.336318, 1.0]], ['2, k, 24', [0.1528165, -0.2841825, 1.0]]]
[['2, k, 0', [-0.04088172, -0.2129024, 1.0]], ['2, k, 1', [-0.03953952, 0.04370757, 1.0]], ['2, k, 2', [-0.03762989, 0.2938319, 1.0]], ['2, k, 3', [-0.03314182, 0.43513, 1.0]], ['2, k, 4', [-0.1965266, 0.1960409, 1.0]], ['2, k, 5', [-0.2624024, -0.04739986, 1.0]], ['2, k, 6', [-0.2556023, 0.08096293, 1.0]], ['2, k, 7', [-0.2225088, 0.2100515, 1.0]], ['2, k, 8', [0.122303, 0.2075099, 1.0]], ['2, k, 9', [0.1511709, -0.02728187, 1.0]], ['2, k, 10', [0.119706, -0.1928358, 1.0]], ['2, k, 11', [0.113816, -0.247819, 1.0]], ['2, k, 12', [-0.1194285, -0.2094342, 1.0]], ['2, k, 13', [-0.1795291, -0.3739576, 1.0]], ['2, k, 14', [-0.2242917, -0.7134017, 1.0]], ['2, k, 15', [-0.2022027, -0.7670522, 1.0]], ['2, k, 16', [0.03839628, -0.2110595, 1.0]], ['2, k, 17', [0.06980358, -0.3737231, 1.0]], ['2, k, 18', [0.09305077, -0.7226183, 1.0]], ['2, k, 19', [0.04733801, -0.7569411, 1.0]], ['2, k, 20', [-0.03821022, 0.232157, 1.0]], ['2, k, 21', [-0.2082294, 0.2511442, 1.0]], ['2, k, 22', [-0.1846471, 0.1963943, 1.0]], ['2, k, 23', [0.1038961, -0.3002657, 1.0]], ['2, k, 24', [0.1489612, -0.2383504, 1.0]]]
[['2, k, 0', [-0.04089853, -0.213199, 1.0]], ['2, k, 1', [-0.03962952, 0.04362486, 1.0]], ['2, k, 2', [-0.03787766, 0.2938599, 1.0]], ['2, k, 3', [-0.03298632, 0.435134, 1.0]], ['2, k, 4', [-0.1961682, 0.1944154, 1.0]], ['2, k, 5', [-0.2625418, -0.04985311, 1.0]], ['2, k, 6', [-0.2507712, 0.08925091, 1.0]], ['2, k, 7', [-0.2196436, 0.2317906, 1.0]], ['2, k, 8', [0.1222525, 0.2072686, 1.0]], ['2, k, 9', [0.1510508, -0.02819172, 1.0]], ['2, k, 10', [0.11809, -0.1936986, 1.0]], ['2, k, 11', [0.1135668, -0.2491158, 1.0]], ['2, k, 12', [-0.1193463, -0.2097753, 1.0]], ['2, k, 13', [-0.179775, -0.3742428, 1.0]], ['2, k, 14', [-0.2244372, -0.7133522, 1.0]], ['2, k, 15', [-0.2021773, -0.7665068, 1.0]], ['2, k, 16', [0.0383103, -0.2112858, 1.0]], ['2, k, 17', [0.07027034, -0.3730642, 1.0]], ['2, k, 18', [0.08896226, -0.7193537, 1.0]], ['2, k, 19', [0.05192107, -0.758655, 1.0]], ['2, k, 20', [-0.03838922, 0.2321529, 1.0]], ['2, k, 21', [-0.2126267, 0.2777823, 1.0]], ['2, k, 22', [-0.1834466, 0.2278958, 1.0]], ['2, k, 23', [0.1050834, -0.3034853, 1.0]], ['2, k, 24', [0.1298608, -0.2076028, 1.0]]]
[['2, k, 0', [-0.0410434, -0.2134958, 1.0]], ['2, k, 1', [-0.03959314, 0.04354622, 1.0]], ['2, k, 2', [-0.03768365, 0.293903, 1.0]], ['2, k, 3', [-0.03276297, 0.4350812, 1.0]], ['2, k, 4', [-0.1961116, 0.1941977, 1.0]], ['2, k, 5', [-0.2579127, -0.02531526, 1.0]], ['2, k, 6', [-0.2412102, 0.1370075, 1.0]], ['2, k, 7', [-0.2173333, 0.2474175, 1.0]], ['2, k, 8', [0.1223934, 0.2073801, 1.0]], ['2, k, 9', [0.152036, -0.02784031, 1.0]], ['2, k, 10', [0.1298088, -0.2038592, 1.0]], ['2, k, 11', [0.1259653, -0.2617381, 1.0]], ['2, k, 12', [-0.1193977, -0.2100196, 1.0]], ['2, k, 13', [-0.1800483, -0.3741266, 1.0]], ['2, k, 14', [-0.2274722, -0.7131505, 1.0]], ['2, k, 15', [-0.2084421, -0.7688511, 1.0]], ['2, k, 16', [0.03808697, -0.2116283, 1.0]], ['2, k, 17', [0.07020032, -0.372974, 1.0]], ['2, k, 18', [0.0924195, -0.7189889, 1.0]], ['2, k, 19', [0.05116538, -0.7569599, 1.0]], ['2, k, 20', [-0.03824745, 0.2321589, 1.0]], ['2, k, 21', [-0.2044209, 0.2906731, 1.0]], ['2, k, 22', [-0.1790037, 0.2397883, 1.0]], ['2, k, 23', [0.1055475, -0.3111854, 1.0]], ['2, k, 24', [0.1377239, -0.2105395, 1.0]]]
[['2, k, 0', [-0.04124888, -0.2138385, 1.0]], ['2, k, 1', [-0.03959424, 0.04349678, 1.0]], ['2, k, 2', [-0.03760683, 0.293948, 1.0]], ['2, k, 3', [-0.03257332, 0.435311, 1.0]], ['2, k, 4', [-0.196462, 0.1899779, 1.0]], ['2, k, 5', [-0.2603608, -0.0553975, 1.0]], ['2, k, 6', [-0.2421094, 0.1103758, 1.0]], ['2, k, 7', [-0.2131683, 0.260169, 1.0]], ['2, k, 8', [0.1224425, 0.2071432, 1.0]], ['2, k, 9', [0.1496283, -0.02483904, 1.0]], ['2, k, 10', [0.130735, -0.2134961, 1.0]], ['2, k, 11', [0.1275224, -0.2655406, 1.0]], ['2, k, 12', [-0.1196785, -0.2104118, 1.0]], ['2, k, 13', [-0.1802997, -0.3753712, 1.0]], ['2, k, 14', [-0.2276338, -0.712631, 1.0]], ['2, k, 15', [-0.2072033, -0.7665635, 1.0]], ['2, k, 16', [0.03798651, -0.211876, 1.0]], ['2, k, 17', [0.07018608, -0.3729562, 1.0]], ['2, k, 18', [0.09239026, -0.7189736, 1.0]], ['2, k, 19', [0.04891412, -0.7565792, 1.0]], ['2, k, 20', [-0.03820444, 0.2321731, 1.0]], ['2, k, 21', [-0.1972805, 0.3072081, 1.0]], ['2, k, 22', [-0.1764858, 0.246398, 1.0]], ['2, k, 23', [0.1083494, -0.3259357, 1.0]], ['2, k, 24', [0.09905042, -0.234821, 1.0]]]
[['2, k, 0', [-0.04213923, -0.2145363, 1.0]], ['2, k, 1', [-0.03966929, 0.04335049, 1.0]], ['2, k, 2', [-0.03743397, 0.2939793, 1.0]], ['2, k, 3', [-0.03238822, 0.435369, 1.0]], ['2, k, 4', [-0.1969999, 0.1870299, 1.0]], ['2, k, 5', [-0.2629742, -0.05659739, 1.0]], ['2, k, 6', [-0.2407283, 0.1162526, 1.0]], ['2, k, 7', [-0.2085542, 0.2747981, 1.0]], ['2, k, 8', [0.1226626, 0.2057167, 1.0]], ['2, k, 9', [0.1484621, -0.02385443, 1.0]], ['2, k, 10', [0.1221978, -0.2127536, 1.0]], ['2, k, 11', [0.117877, -0.2666024, 1.0]], ['2, k, 12', [-0.1210489, -0.2109615, 1.0]], ['2, k, 13', [-0.1805687, -0.3758281, 1.0]], ['2, k, 14', [-0.2275242, -0.7120005, 1.0]], ['2, k, 15', [-0.2069136, -0.7666268, 1.0]], ['2, k, 16', [0.03754352, -0.2126296, 1.0]], ['2, k, 17', [0.07021614, -0.3726842, 1.0]], ['2, k, 18', [0.09077114, -0.7196714, 1.0]], ['2, k, 19', [0.04334559, -0.7554858, 1.0]], ['2, k, 20', [-0.03811819, 0.2321702, 1.0]], ['2, k, 21', [-0.1894054, 0.3245924, 1.0]], ['2, k, 22', [-0.1656398, 0.2716741, 1.0]], ['2, k, 23', [0.102919, -0.3240586, 1.0]], ['2, k, 24', [0.07076532, -0.2427022, 1.0]]]
[['2, k, 0', [-0.04206135, -0.2145571, 1.0]], ['2, k, 1', [-0.03966011, 0.0433502, 1.0]], ['2, k, 2', [-0.03743938, 0.2940104, 1.0]], ['2, k, 3', [-0.03210875, 0.4354588, 1.0]], ['2, k, 4', [-0.1968383, 0.1876902, 1.0]], ['2, k, 5', [-0.2544673, -0.0114297, 1.0]], ['2, k, 6', [-0.2304751, 0.1735664, 1.0]], ['2, k, 7', [-0.204243, 0.2889859, 1.0]], ['2, k, 8', [0.1226098, 0.2054223, 1.0]], ['2, k, 9', [0.1485087, -0.0238853, 1.0]], ['2, k, 10', [0.1035047, -0.2176553, 1.0]], ['2, k, 11', [0.09849165, -0.2591467, 1.0]], ['2, k, 12', [-0.1208579, -0.2110385, 1.0]], ['2, k, 13', [-0.1809371, -0.3761817, 1.0]], ['2, k, 14', [-0.227613, -0.711377, 1.0]], ['2, k, 15', [-0.2113434, -0.7685878, 1.0]], ['2, k, 16', [0.03764083, -0.2126261, 1.0]], ['2, k, 17', [0.07010392, -0.3725149, 1.0]], ['2, k, 18', [0.09161943, -0.7201345, 1.0]], ['2, k, 19', [0.04316019, -0.7551754, 1.0]], ['2, k, 20', [-0.03811624, 0.2321882, 1.0]], ['2, k, 21', [-0.1867683, 0.3395261, 1.0]], ['2, k, 22', [-0.1579332, 0.2969126, 1.0]], ['2, k, 23', [0.1100297, -0.3124399, 1.0]], ['2, k, 24', [0.05063229, -0.2510982, 1.0]]]
[['2, k, 0', [-0.04174889, -0.2150216, 1.0]], ['2, k, 1', [-0.03961377, 0.04323051, 1.0]], ['2, k, 2', [-0.0374551, 0.2940193, 1.0]], ['2, k, 3', [-0.03196381, 0.4353869, 1.0]], ['2, k, 4', [-0.1974478, 0.1858564, 1.0]], ['2, k, 5', [-0.2548677, -0.01206077, 1.0]], ['2, k, 6', [-0.2265845, 0.1825206, 1.0]], ['2, k, 7', [-0.2010911, 0.3013376, 1.0]], ['2, k, 8', [0.1225254, 0.2052096, 1.0]], ['2, k, 9', [0.1490537, -0.02522491, 1.0]], ['2, k, 10', [0.1289297, -0.2210775, 1.0]], ['2, k, 11', [0.1235694, -0.2744896, 1.0]], ['2, k, 12', [-0.1203277, -0.2118849, 1.0]], ['2, k, 13', [-0.1809541, -0.3760587, 1.0]], ['2, k, 14', [-0.227342, -0.7117384, 1.0]], ['2, k, 15', [-0.2110954, -0.7689516, 1.0]], ['2, k, 16', [0.03780444, -0.2128062, 1.0]], ['2, k, 17', [0.0701559, -0.3722295, 1.0]], ['2, k, 18', [0.09143544, -0.7204159, 1.0]], ['2, k, 19', [0.0420014, -0.75475, 1.0]], ['2, k, 20', [-0.03811863, 0.2321866, 1.0]], ['2, k, 21', [-0.1831382, 0.3554884, 1.0]], ['2, k, 22', [-0.2579541, 0.3130649, 1.0]], ['2, k, 23', [0.1059358, -0.337615, 1.0]], ['2, k, 24', [0.08518224, -0.2716882, 1.0]]]
[['2, k, 0', [-0.04149084, -0.2155079, 1.0]], ['2, k, 1', [-0.03955625, 0.04315646, 1.0]], ['2, k, 2', [-0.03746185, 0.294197, 1.0]], ['2, k, 3', [-0.03185787, 0.4353957, 1.0]], ['2, k, 4', [-0.1981413, 0.1850393, 1.0]], ['2, k, 5', [-0.2543405, -0.01235799, 1.0]], ['2, k, 6', [-0.2203365, 0.1919733, 1.0]], ['2, k, 7', [-0.1982809, 0.3128272, 1.0]], ['2, k, 8', [0.1221284, 0.2042579, 1.0]], ['2, k, 9', [0.1495892, -0.02550761, 1.0]], ['2, k, 10', [0.1255594, -0.2216525, 1.0]], ['2, k, 11', [0.1196643, -0.2747146, 1.0]], ['2, k, 12', [-0.1199121, -0.2124872, 1.0]], ['2, k, 13', [-0.1810369, -0.3759506, 1.0]], ['2, k, 14', [-0.2390664, -0.7107154, 1.0]], ['2, k, 15', [-0.2098044, -0.7578264, 1.0]], ['2, k, 16', [0.0379391, -0.2131413, 1.0]], ['2, k, 17', [0.06967978, -0.3715284, 1.0]], ['2, k, 18', [0.09199586, -0.7205474, 1.0]], ['2, k, 19', [0.04100757, -0.7540321, 1.0]], ['2, k, 20', [-0.03810315, 0.2322724, 1.0]], ['2, k, 21', [-0.1888478, 0.3696315, 1.0]], ['2, k, 22', [-0.2507728, 0.3161362, 1.0]], ['2, k, 23', [0.1025149, -0.3350551, 1.0]], ['2, k, 24', [0.09308443, -0.2421989, 1.0]]]
[['2, k, 0', [-0.04160706, -0.2155297, 1.0]], ['2, k, 1', [-0.03960079, 0.04314375, 1.0]], ['2, k, 2', [-0.03747037, 0.2942112, 1.0]], ['2, k, 3', [-0.0313948, 0.4355742, 1.0]], ['2, k, 4', [-0.1984915, 0.1845541, 1.0]], ['2, k, 5', [-0.2542622, -0.01223745, 1.0]], ['2, k, 6', [-0.2229805, 0.2045592, 1.0]], ['2, k, 7', [-0.1944436, 0.3186165, 1.0]], ['2, k, 8', [0.1220422, 0.203964, 1.0]], ['2, k, 9', [0.148874, -0.02464254, 1.0]], ['2, k, 10', [0.1238434, -0.2206959, 1.0]], ['2, k, 11', [0.1201564, -0.2718627, 1.0]], ['2, k, 12', [-0.1202563, -0.2125663, 1.0]], ['2, k, 13', [-0.1810059, -0.375953, 1.0]], ['2, k, 14', [-0.2378371, -0.7111551, 1.0]], ['2, k, 15', [-0.2085893, -0.7592592, 1.0]], ['2, k, 16', [0.0378978, -0.2131236, 1.0]], ['2, k, 17', [0.06970085, -0.3714539, 1.0]], ['2, k, 18', [0.09255797, -0.7207888, 1.0]], ['2, k, 19', [0.04983581, -0.7617649, 1.0]], ['2, k, 20', [-0.03811289, 0.2322807, 1.0]], ['2, k, 21', [-0.1819081, 0.3738105, 1.0]], ['2, k, 22', [-0.2463547, 0.3217581, 1.0]], ['2, k, 23', [0.1057124, -0.3347223, 1.0]], ['2, k, 24', [0.07517494, -0.2485608, 1.0]]]
[['2, k, 0', [-0.04159445, -0.215542, 1.0]], ['2, k, 1', [-0.03965124, 0.04312728, 1.0]], ['2, k, 2', [-0.03774038, 0.2942679, 1.0]], ['2, k, 3', [-0.0308393, 0.4356264, 1.0]], ['2, k, 4', [-0.199213, 0.183962, 1.0]], ['2, k, 5', [-0.2542255, -0.01274722, 1.0]], ['2, k, 6', [-0.2232636, 0.2067268, 1.0]], ['2, k, 7', [-0.1902327, 0.324566, 1.0]], ['2, k, 8', [0.1217495, 0.2034629, 1.0]], ['2, k, 9', [0.1492228, -0.02474498, 1.0]], ['2, k, 10', [0.1236097, -0.220724, 1.0]], ['2, k, 11', [0.1191278, -0.2715932, 1.0]], ['2, k, 12', [-0.1203079, -0.2125836, 1.0]], ['2, k, 13', [-0.1808685, -0.3761043, 1.0]], ['2, k, 14', [-0.2356046, -0.7118723, 1.0]], ['2, k, 15', [-0.2070884, -0.7594315, 1.0]], ['2, k, 16', [0.0381007, -0.2131564, 1.0]], ['2, k, 17', [0.06956314, -0.3716582, 1.0]], ['2, k, 18', [0.09257015, -0.7208766, 1.0]], ['2, k, 19', [0.04444721, -0.7576013, 1.0]], ['2, k, 20', [-0.03829803, 0.2323103, 1.0]], ['2, k, 21', [-0.1748741, 0.3811597, 1.0]], ['2, k, 22', [-0.2458634, 0.3312098, 1.0]], ['2, k, 23', [0.1058137, -0.3352127, 1.0]], ['2, k, 24', [0.07416475, -0.2487634, 1.0]]]
[['2, k, 0', [-0.04164755, -0.2155539, 1.0]], ['2, k, 1', [-0.03985981, 0.04305645, 1.0]], ['2, k, 2', [-0.03812823, 0.2942187, 1.0]], ['2, k, 3', [-0.0302573, 0.4353672, 1.0]], ['2, k, 4', [-0.2001675, 0.1831765, 1.0]], ['2, k, 5', [-0.2543259, -0.01277295, 1.0]], ['2, k, 6', [-0.2186284, 0.2113487, 1.0]], ['2, k, 7', [-0.1875036, 0.3264016, 1.0]], ['2, k, 8', [0.1214522, 0.2033392, 1.0]], ['2, k, 9', [0.1483974, -0.02388983, 1.0]], ['2, k, 10', [0.1178637, -0.2190561, 1.0]], ['2, k, 11', [0.1135357, -0.2701798, 1.0]], ['2, k, 12', [-0.1205178, -0.2126639, 1.0]], ['2, k, 13', [-0.1808775, -0.3760911, 1.0]], ['2, k, 14', [-0.2349184, -0.7114379, 1.0]], ['2, k, 15', [-0.2067198, -0.7602189, 1.0]], ['2, k, 16', [0.0382763, -0.2130317, 1.0]], ['2, k, 17', [0.06954821, -0.3716443, 1.0]], ['2, k, 18', [0.09303115, -0.7209357, 1.0]], ['2, k, 19', [0.04454496, -0.7580566, 1.0]], ['2, k, 20', [-0.03862561, 0.2322597, 1.0]], ['2, k, 21', [-0.1674962, 0.3814212, 1.0]], ['2, k, 22', [-0.239473, 0.3229088, 1.0]], ['2, k, 23', [0.1017215, -0.329948, 1.0]], ['2, k, 24', [0.06472415, -0.2452039, 1.0]]]
