[['2, k, 0', [0.02854628, -0.04262931, 1.0]], ['2, k, 1', [0.02573868, 0.2081434, 1.0]], ['2, k, 2', [0.02324762, 0.4500583, 1.0]], ['2, k, 3', [0.04432613, 0.5828544, 1.0]], ['2, k, 4', [-0.1642858, 0.4231711, 1.0]], ['2, k, 5', [-0.2881868, 0.2303658, 1.0]], ['2, k, 6', [-0.2252572, 0.03321208, 1.0]], ['2, k, 7', [-0.2052383, -0.01125626, 1.0]], ['2, k, 8', [0.2199149, 0.3831703, 1.0]], ['2, k, 9', [0.331875, 0.1959618, 1.0]], ['2, k, 10', [0.2574401, 0.003035911, 1.0]], ['2, k, 11', [0.2326393, -0.03791489, 1.0]], ['2, k, 12', [-0.04848397, -0.03976791, 1.0]], ['2, k, 13', [-0.1241535, -0.1485206, 1.0]], ['2, k, 14', [-0.06753237, -0.5178159, 1.0]], ['2, k, 15', [-0.07781018, -0.5927337, 1.0]], ['2, k, 16', [0.1050107, -0.04403695, 1.0]], ['2, k, 17', [0.1693072, -0.1992681, 1.0]], ['2, k, 18', [0.1118607, -0.5995465, 1.0]], ['2, k, 19', [0.1062355, -0.6519138, 1.0]], ['2, k, 20', [0.02385078, 0.3907709, 1.0]], ['2, k, 21', [-0.1678371, -0.08306811, 1.0]], ['2, k, 22', [-0.208125, 0.0563371, 1.0]], ['2, k, 23', [0.2173521, -0.1073335, 1.0]], ['2, k, 24', [0.248853, -0.08501144, 1.0]]]
[['2, k, 0', [0.03097918, -0.04611077, 1.0]], ['2, k, 1', [0.02329254, 0.2050418, 1.0]], ['2, k, 2', [0.0151254, 0.44796, 1.0]], ['2, k, 3', [0.02118964, 0.580865, 1.0]], ['2, k, 4', [-0.1710391, 0.4186875, 1.0]], ['2, k, 5', [-0.2934334, 0.2300726, 1.0]], ['2, k, 6', [-0.2207767, 0.01151669, 1.0]], ['2, k, 7', [-0.1933469, -0.06778657, 1.0]], ['2, k, 8', [0.2122234, 0.3894628, 1.0]], ['2, k, 9', [0.3281344, 0.2046348, 1.0]], ['2, k, 10', [0.2580159, 0.00941316, 1.0]], ['2, k, 11', [0.2345702, -0.03908573, 1.0]], ['2, k, 12', [-0.04843826, -0.04659739, 1.0]], ['2, k, 13', [-0.1072959, -0.2002901, 1.0]], ['2, k, 14', [-0.0872083, -0.5779495, 1.0]], ['2, k, 15', [-0.07856265, -0.6219509, 1.0]], ['2, k, 16', [0.1088788, -0.04415158, 1.0]], ['2, k, 17', [0.1695726, -0.2049481, 1.0]], ['2, k, 18', [0.1113683, -0.5833825, 1.0]], ['2, k, 19', [0.09685214, -0.6439294, 1.0]], ['2, k, 20', [0.01716604, 0.388401, 1.0]], ['2, k, 21', [-0.1769395, -0.1192863, 1.0]], ['2, k, 22', [-0.1489188, -0.04367284, 1.0]], ['2, k, 23', [0.2213266, -0.1046856, 1.0]], ['2, k, 24', [0.2759756, 0.001894734, 1.0]]]
[['2, k, 0', [0.03096792, -0.04611848, 1.0]], ['2, k, 1', [0.02326155, 0.2050674, 1.0]], ['2, k, 2', [0.01508079, 0.4480375, 1.0]], ['2, k, 3', [0.02107983, 0.5808682, 1.0]], ['2, k, 4', [-0.1718151, 0.4181582, 1.0]], ['2, k, 5', [-0.293756, 0.2299246, 1.0]], ['2, k, 6', [-0.2207582, 0.01148093, 1.0]], ['2, k, 7', [-0.1934109, -0.06855131, 1.0]], ['2, k, 8', [0.2120371, 0.3897412, 1.0]], ['2, k, 9', [0.3278578, 0.2047897, 1.0]], ['2, k, 10', [0.2580989, 0.00944562, 1.0]], ['2, k, 11', [0.2349568, -0.03853135, 1.0]], ['2, k, 12', [-0.0484892, -0.04675936, 1.0]], ['2, k, 13', [-0.1073781, -0.200364, 1.0]], ['2, k, 14', [-0.08756096, -0.5787497, 1.0]], ['2, k, 15', [-0.07840188, -0.6227534, 1.0]], ['2, k, 16', [0.1088975, -0.04404893, 1.0]], ['2, k, 17', [0.169567, -0.2051132, 1.0]], ['2, k, 18', [0.111338, -0.5833933, 1.0]], ['2, k, 19', [0.09705348, -0.6439389, 1.0]], ['2, k, 20', [0.01712253, 0.3884662, 1.0]], ['2, k, 21', [-0.1729661, -0.1188416, 1.0]], ['2, k, 22', [-0.1506182, -0.04292639, 1.0]], ['2, k, 23', [0.2254795, -0.1091726, 1.0]], ['2, k, 24', [0.2772009, 0.004602196, 1.0]]]
[['2, k, 0', [0.03094831, -0.04613226, 1.0]], ['2, k, 1', [0.02316152, 0.205102, 1.0]], ['2, k, 2', [0.01488608, 0.4481378, 1.0]], ['2, k, 3', [0.02093419, 0.5808918, 1.0]], ['2, k, 4', [-0.1727109, 0.4179503, 1.0]], ['2, k, 5', [-0.2933888, 0.2297742, 1.0]], ['2, k, 6', [-0.220733, 0.01137964, 1.0]], ['2, k, 7', [-0.1928313, -0.06975718, 1.0]], ['2, k, 8', [0.2116785, 0.389878, 1.0]], ['2, k, 9', [0.3276918, 0.205017, 1.0]], ['2, k, 10', [0.2581753, 0.009683745, 1.0]], ['2, k, 11', [0.2339548, -0.03887961, 1.0]], ['2, k, 12', [-0.04853931, -0.04683996, 1.0]], ['2, k, 13', [-0.1074252, -0.2004669, 1.0]], ['2, k, 14', [-0.08729649, -0.579754, 1.0]], ['2, k, 15', [-0.07830377, -0.6237043, 1.0]], ['2, k, 16', [0.1088975, -0.0440383, 1.0]], ['2, k, 17', [0.169563, -0.2051157, 1.0]], ['2, k, 18', [0.111228, -0.58296, 1.0]], ['2, k, 19', [0.09738028, -0.6436415, 1.0]], ['2, k, 20', [0.01695137, 0.3885508, 1.0]], ['2, k, 21', [-0.1753199, -0.1192849, 1.0]], ['2, k, 22', [-0.1457203, -0.04845851, 1.0]], ['2, k, 23', [0.2219382, -0.1069246, 1.0]], ['2, k, 24', [0.2756707, 0.004861003, 1.0]]]
[['2, k, 0', [0.0309077, -0.04613318, 1.0]], ['2, k, 1', [0.02315421, 0.2051051, 1.0]], ['2, k, 2', [0.01490097, 0.4481352, 1.0]], ['2, k, 3', [0.02086253, 0.5809034, 1.0]], ['2, k, 4', [-0.1734772, 0.4179427, 1.0]], ['2, k, 5', [-0.2936821, 0.2295491, 1.0]], ['2, k, 6', [-0.2204918, 0.01074886, 1.0]], ['2, k, 7', [-0.1914623, -0.06885323, 1.0]], ['2, k, 8', [0.2116195, 0.3899418, 1.0]], ['2, k, 9', [0.3274876, 0.2050446, 1.0]], ['2, k, 10', [0.2582694, 0.009830741, 1.0]], ['2, k, 11', [0.2346637, -0.03833755, 1.0]], ['2, k, 12', [-0.04858277, -0.04688816, 1.0]], ['2, k, 13', [-0.107386, -0.2006404, 1.0]], ['2, k, 14', [-0.08726817, -0.5801911, 1.0]], ['2, k, 15', [-0.07825697, -0.623659, 1.0]], ['2, k, 16', [0.1088696, -0.04398617, 1.0]], ['2, k, 17', [0.169594, -0.2051229, 1.0]], ['2, k, 18', [0.1113434, -0.5825316, 1.0]], ['2, k, 19', [0.09736664, -0.6436264, 1.0]], ['2, k, 20', [0.0169571, 0.3885506, 1.0]], ['2, k, 21', [-0.1756949, -0.119741, 1.0]], ['2, k, 22', [-0.1431086, -0.04712748, 1.0]], ['2, k, 23', [0.2250545, -0.1054824, 1.0]], ['2, k, 24', [0.2515979, -0.08266389, 1.0]]]
[['2, k, 0', [0.03088905, -0.04612736, 1.0]], ['2, k, 1', [0.02314431, 0.2051106, 1.0]], ['2, k, 2', [0.01490271, 0.4481337, 1.0]], ['2, k, 3', [0.0207418, 0.5808395, 1.0]], ['2, k, 4', [-0.1738298, 0.4177116, 1.0]], ['2, k, 5', [-0.2937936, 0.2297594, 1.0]], ['2, k, 6', [-0.2204811, 0.0106334, 1.0]], ['2, k, 7', [-0.1926242, -0.07117231, 1.0]], ['2, k, 8', [0.2115205, 0.3901071, 1.0]], ['2, k, 9', [0.3275272, 0.2052933, 1.0]], ['2, k, 10', [0.2586041, 0.01016037, 1.0]], ['2, k, 11', [0.2343708, -0.03966895, 1.0]], ['2, k, 12', [-0.04859572, -0.04691766, 1.0]], ['2, k, 13', [-0.1073958, -0.2006397, 1.0]], ['2, k, 14', [-0.08730656, -0.5810805, 1.0]], ['2, k, 15', [-0.07810418, -0.6240398, 1.0]], ['2, k, 16', [0.1088415, -0.04390796, 1.0]], ['2, k, 17', [0.1695839, -0.2051373, 1.0]], ['2, k, 18', [0.1113743, -0.5825115, 1.0]], ['2, k, 19', [0.09724759, -0.6437035, 1.0]], ['2, k, 20', [0.01695672, 0.3885508, 1.0]], ['2, k, 21', [-0.1758839, -0.1212856, 1.0]], ['2, k, 22', [-0.1472289, -0.0450239, 1.0]], ['2, k, 23', [0.2238741, -0.1088582, 1.0]], ['2, k, 24', [0.2508183, -0.08414558, 1.0]]]
[['2, k, 0', [0.03086868, -0.04615551, 1.0]], ['2, k, 1', [0.02315119, 0.2050785, 1.0]], ['2, k, 2', [0.01499943, 0.4480163, 1.0]], ['2, k, 3', [0.02064182, 0.5805922, 1.0]], ['2, k, 4', [-0.1740272, 0.4176148, 1.0]], ['2, k, 5', [-0.293826, 0.2298927, 1.0]], ['2, k, 6', [-0.2204933, 0.01042358, 1.0]], ['2, k, 7', [-0.1909411, -0.07091354, 1.0]], ['2, k, 8', [0.2115498, 0.3900899, 1.0]], ['2, k, 9', [0.3276002, 0.205313, 1.0]], ['2, k, 10', [0.2588728, 0.01058442, 1.0]], ['2, k, 11', [0.2345544, -0.04022687, 1.0]], ['2, k, 12', [-0.04861883, -0.04698095, 1.0]], ['2, k, 13', [-0.1075053, -0.2004214, 1.0]], ['2, k, 14', [-0.08773453, -0.5807835, 1.0]], ['2, k, 15', [-0.07770064, -0.6237544, 1.0]], ['2, k, 16', [0.1088389, -0.04390892, 1.0]], ['2, k, 17', [0.1696057, -0.2051265, 1.0]], ['2, k, 18', [0.1114519, -0.5822184, 1.0]], ['2, k, 19', [0.09691642, -0.6436505, 1.0]], ['2, k, 20', [0.01702085, 0.388464, 1.0]], ['2, k, 21', [-0.1755346, -0.1199476, 1.0]], ['2, k, 22', [-0.1469553, -0.04528359, 1.0]], ['2, k, 23', [0.2221356, -0.1081107, 1.0]], ['2, k, 24', [0.2483003, -0.09104447, 1.0]]]
[['2, k, 0', [0.03085797, -0.04620541, 1.0]], ['2, k, 1', [0.02305659, 0.2048587, 1.0]], ['2, k, 2', [0.0147903, 0.447396, 1.0]], ['2, k, 3', [0.02035417, 0.5796955, 1.0]], ['2, k, 4', [-0.1746508, 0.4172908, 1.0]], ['2, k, 5', [-0.2940062, 0.2298211, 1.0]], ['2, k, 6', [-0.2205299, 0.01041249, 1.0]], ['2, k, 7', [-0.1913699, -0.06992131, 1.0]], ['2, k, 8', [0.2115484, 0.3900336, 1.0]], ['2, k, 9', [0.3277122, 0.2053297, 1.0]], ['2, k, 10', [0.2583752, 0.01003888, 1.0]], ['2, k, 11', [0.2339866, -0.04083266, 1.0]], ['2, k, 12', [-0.04865958, -0.04710108, 1.0]], ['2, k, 13', [-0.1075024, -0.200432, 1.0]], ['2, k, 14', [-0.08717144, -0.5818229, 1.0]], ['2, k, 15', [-0.07720257, -0.6244911, 1.0]], ['2, k, 16', [0.1088493, -0.04391777, 1.0]], ['2, k, 17', [0.1695915, -0.2049696, 1.0]], ['2, k, 18', [0.1118372, -0.5822227, 1.0]], ['2, k, 19', [0.09670026, -0.643798, 1.0]], ['2, k, 20', [0.01684611, 0.3879695, 1.0]], ['2, k, 21', [-0.1759261, -0.1216885, 1.0]], ['2, k, 22', [-0.1473316, -0.04476958, 1.0]], ['2, k, 23', [0.2233265, -0.1092301, 1.0]], ['2, k, 24', [0.2507432, -0.08612014, 1.0]]]
[['2, k, 0', [0.03081365, -0.04627705, 1.0]], ['2, k, 1', [0.02285982, 0.2045039, 1.0]], ['2, k, 2', [0.01442157, 0.4464693, 1.0]], ['2, k, 3', [0.02018761, 0.5786446, 1.0]], ['2, k, 4', [-0.1748925, 0.4173243, 1.0]], ['2, k, 5', [-0.2941316, 0.2299629, 1.0]], ['2, k, 6', [-0.2206836, 0.01025613, 1.0]], ['2, k, 7', [-0.1899047, -0.07173724, 1.0]], ['2, k, 8', [0.2115206, 0.3899155, 1.0]], ['2, k, 9', [0.3286085, 0.205941, 1.0]], ['2, k, 10', [0.2583601, 0.01029265, 1.0]], ['2, k, 11', [0.2332837, -0.03977678, 1.0]], ['2, k, 12', [-0.04869459, -0.04717394, 1.0]], ['2, k, 13', [-0.1075776, -0.2003148, 1.0]], ['2, k, 14', [-0.08669141, -0.5833995, 1.0]], ['2, k, 15', [-0.0763742, -0.6247704, 1.0]], ['2, k, 16', [0.1088277, -0.04396505, 1.0]], ['2, k, 17', [0.1696022, -0.2049343, 1.0]], ['2, k, 18', [0.1120779, -0.5831447, 1.0]], ['2, k, 19', [0.09653849, -0.6439227, 1.0]], ['2, k, 20', [0.0165242, 0.3872121, 1.0]], ['2, k, 21', [-0.1761184, -0.1215021, 1.0]], ['2, k, 22', [-0.1470858, -0.04507614, 1.0]], ['2, k, 23', [0.2228225, -0.1076646, 1.0]], ['2, k, 24', [0.2776706, 0.004080629, 1.0]]]
[['2, k, 0', [0.03076419, -0.0464231, 1.0]], ['2, k, 1', [0.02263887, 0.2038167, 1.0]], ['2, k, 2', [0.01404552, 0.4448803, 1.0]], ['2, k, 3', [0.02035693, 0.5765895, 1.0]], ['2, k, 4', [-0.1725004, 0.4186292, 1.0]], ['2, k, 5', [-0.2942319, 0.2300455, 1.0]], ['2, k, 6', [-0.2206206, 0.01041372, 1.0]], ['2, k, 7', [-0.1905075, -0.07008877, 1.0]], ['2, k, 8', [0.2115752, 0.3895051, 1.0]], ['2, k, 9', [0.329378, 0.2060452, 1.0]], ['2, k, 10', [0.2476121, -0.01779082, 1.0]], ['2, k, 11', [0.2210489, -0.06447426, 1.0]], ['2, k, 12', [-0.04874239, -0.04727302, 1.0]], ['2, k, 13', [-0.1075994, -0.2002824, 1.0]], ['2, k, 14', [-0.08651758, -0.5835988, 1.0]], ['2, k, 15', [-0.07574529, -0.6246698, 1.0]], ['2, k, 16', [0.1088095, -0.04414568, 1.0]], ['2, k, 17', [0.169598, -0.2049896, 1.0]], ['2, k, 18', [0.1122242, -0.5828017, 1.0]], ['2, k, 19', [0.09576385, -0.643788, 1.0]], ['2, k, 20', [0.01618648, 0.3858716, 1.0]], ['2, k, 21', [-0.1763255, -0.1196302, 1.0]], ['2, k, 22', [-0.1458223, -0.04551052, 1.0]], ['2, k, 23', [0.216308, -0.09412453, 1.0]], ['2, k, 24', [0.247769, -0.09125824, 1.0]]]
[['2, k, 0', [0.03073848, -0.04671, 1.0]], ['2, k, 1', [0.02279869, 0.2030974, 1.0]], ['2, k, 2', [0.01470078, 0.4436668, 1.0]], ['2, k, 3', [0.02048286, 0.5744733, 1.0]], ['2, k, 4', [-0.1732368, 0.4180455, 1.0]], ['2, k, 5', [-0.2941969, 0.230161, 1.0]], ['2, k, 6', [-0.2207447, 0.01159014, 1.0]], ['2, k, 7', [-0.1913799, -0.07128001, 1.0]], ['2, k, 8', [0.2120664, 0.3889526, 1.0]], ['2, k, 9', [0.3297472, 0.2056041, 1.0]], ['2, k, 10', [0.2609778, 0.01481426, 1.0]], ['2, k, 11', [0.2341898, -0.03808943, 1.0]], ['2, k, 12', [-0.04881127, -0.04753609, 1.0]], ['2, k, 13', [-0.1076292, -0.2001281, 1.0]], ['2, k, 14', [-0.08716307, -0.5829402, 1.0]], ['2, k, 15', [-0.0754478, -0.6239631, 1.0]], ['2, k, 16', [0.1088658, -0.0444281, 1.0]], ['2, k, 17', [0.1696022, -0.2050081, 1.0]], ['2, k, 18', [0.1130878, -0.5818067, 1.0]], ['2, k, 19', [0.09575307, -0.6437777, 1.0]], ['2, k, 20', [0.01669612, 0.3847739, 1.0]], ['2, k, 21', [-0.176506, -0.1195817, 1.0]], ['2, k, 22', [-0.1469884, -0.045059, 1.0]], ['2, k, 23', [0.22183, -0.107504, 1.0]], ['2, k, 24', [0.2763849, 0.005171547, 1.0]]]
[['2, k, 0', [0.03067338, -0.04729073, 1.0]], ['2, k, 1', [0.02264404, 0.2021158, 1.0]], ['2, k, 2', [0.01448869, 0.4423732, 1.0]], ['2, k, 3', [0.02073205, 0.5725547, 1.0]], ['2, k, 4', [-0.1743522, 0.4167651, 1.0]], ['2, k, 5', [-0.2941796, 0.2303173, 1.0]], ['2, k, 6', [-0.2208204, 0.01100918, 1.0]], ['2, k, 7', [-0.1898797, -0.07117812, 1.0]], ['2, k, 8', [0.212424, 0.3883397, 1.0]], ['2, k, 9', [0.3308691, 0.2056977, 1.0]], ['2, k, 10', [0.2609778, 0.01472181, 1.0]], ['2, k, 11', [0.2351817, -0.03811321, 1.0]], ['2, k, 12', [-0.04892456, -0.0481117, 1.0]], ['2, k, 13', [-0.1076765, -0.2001343, 1.0]], ['2, k, 14', [-0.08685498, -0.5833076, 1.0]], ['2, k, 15', [-0.07461955, -0.6250521, 1.0]], ['2, k, 16', [0.1088945, -0.04497219, 1.0]], ['2, k, 17', [0.1696366, -0.2049796, 1.0]], ['2, k, 18', [0.1130736, -0.5817967, 1.0]], ['2, k, 19', [0.09576, -0.6437749, 1.0]], ['2, k, 20', [0.016501, 0.3835415, 1.0]], ['2, k, 21', [-0.1758126, -0.1194822, 1.0]], ['2, k, 22', [-0.1425629, -0.04756625, 1.0]], ['2, k, 23', [0.2220519, -0.1057331, 1.0]], ['2, k, 24', [0.2475242, -0.09233092, 1.0]]]
[['2, k, 0', [0.03051379, -0.04794361, 1.0]], ['2, k, 1', [0.02237046, 0.2009373, 1.0]], ['2, k, 2', [0.01414865, 0.440672, 1.0]], ['2, k, 3', [0.02085438, 0.5708147, 1.0]], ['2, k, 4', [-0.1748118, 0.4159154, 1.0]], ['2, k, 5', [-0.2938138, 0.2306772, 1.0]], ['2, k, 6', [-0.2209246, 0.01112806, 1.0]], ['2, k, 7', [-0.1906625, -0.07087493, 1.0]], ['2, k, 8', [0.2127672, 0.3872175, 1.0]], ['2, k, 9', [0.3312516, 0.2051871, 1.0]], ['2, k, 10', [0.260487, 0.01516642, 1.0]], ['2, k, 11', [0.2343815, -0.03686417, 1.0]], ['2, k, 12', [-0.04914524, -0.04870677, 1.0]], ['2, k, 13', [-0.1076218, -0.2001587, 1.0]], ['2, k, 14', [-0.08854778, -0.5864569, 1.0]], ['2, k, 15', [-0.07490167, -0.6232197, 1.0]], ['2, k, 16', [0.1088493, -0.04564782, 1.0]], ['2, k, 17', [0.1696521, -0.2049653, 1.0]], ['2, k, 18', [0.1131218, -0.5817952, 1.0]], ['2, k, 19', [0.09557007, -0.6438575, 1.0]], ['2, k, 20', [0.0161778, 0.3819597, 1.0]], ['2, k, 21', [-0.1782672, -0.1214762, 1.0]], ['2, k, 22', [-0.146119, -0.04563632, 1.0]], ['2, k, 23', [0.2223123, -0.1058812, 1.0]], ['2, k, 24', [0.2484104, -0.08620033, 1.0]]]
[['2, k, 0', [0.03042936, -0.04858803, 1.0]], ['2, k, 1', [0.02229022, 0.2004594, 1.0]], ['2, k, 2', [0.01409994, 0.4404525, 1.0]], ['2, k, 3', [0.02098806, 0.5677457, 1.0]], ['2, k, 4', [-0.1749603, 0.4153643, 1.0]], ['2, k, 5', [-0.293538, 0.2309476, 1.0]], ['2, k, 6', [-0.2209346, 0.01106991, 1.0]], ['2, k, 7', [-0.1916482, -0.07014801, 1.0]], ['2, k, 8', [0.2129292, 0.3862731, 1.0]], ['2, k, 9', [0.3318368, 0.2048218, 1.0]], ['2, k, 10', [0.2604022, 0.01491269, 1.0]], ['2, k, 11', [0.2345095, -0.03731335, 1.0]], ['2, k, 12', [-0.04931647, -0.04932108, 1.0]], ['2, k, 13', [-0.1078157, -0.2000046, 1.0]], ['2, k, 14', [-0.08866066, -0.5866842, 1.0]], ['2, k, 15', [-0.07552877, -0.6261569, 1.0]], ['2, k, 16', [0.1088922, -0.04630124, 1.0]], ['2, k, 17', [0.1696514, -0.2049746, 1.0]], ['2, k, 18', [0.1131254, -0.5817729, 1.0]], ['2, k, 19', [0.09555571, -0.643786, 1.0]], ['2, k, 20', [0.01612198, 0.3816626, 1.0]], ['2, k, 21', [-0.1782686, -0.1222808, 1.0]], ['2, k, 22', [-0.1459649, -0.04499205, 1.0]], ['2, k, 23', [0.2228851, -0.1037902, 1.0]], ['2, k, 24', [0.2761988, 0.005684249, 1.0]]]
[['2, k, 0', [0.0302399, -0.04941196, 1.0]], ['2, k, 1', [0.02276454, 0.1985423, 1.0]], ['2, k, 2', [0.01616286, 0.4371998, 1.0]], ['2, k, 3', [0.02086665, 0.5645212, 1.0]], ['2, k, 4', [-0.1715933, 0.4169455, 1.0]], ['2, k, 5', [-0.2921869, 0.2315118, 1.0]], ['2, k, 6', [-0.2211451, 0.01109742, 1.0]], ['2, k, 7', [-0.1912638, -0.069818, 1.0]], ['2, k, 8', [0.2130027, 0.3852459, 1.0]], ['2, k, 9', [0.3325219, 0.2047215, 1.0]], ['2, k, 10', [0.2610736, 0.015144, 1.0]], ['2, k, 11', [0.234853, -0.03713141, 1.0]], ['2, k, 12', [-0.04955792, -0.04990527, 1.0]], ['2, k, 13', [-0.107845, -0.2000186, 1.0]], ['2, k, 14', [-0.08850542, -0.5873622, 1.0]], ['2, k, 15', [-0.07696489, -0.6308362, 1.0]], ['2, k, 16', [0.1088246, -0.04737118, 1.0]], ['2, k, 17', [0.1696582, -0.2050031, 1.0]], ['2, k, 18', [0.1131226, -0.5817578, 1.0]], ['2, k, 19', [0.09561228, -0.6438605, 1.0]], ['2, k, 20', [0.0177146, 0.3787505, 1.0]], ['2, k, 21', [-0.1791381, -0.1183512, 1.0]], ['2, k, 22', [-0.1452433, -0.04663552, 1.0]], ['2, k, 23', [0.2228585, -0.1035228, 1.0]], ['2, k, 24', [0.2482861, -0.08867992, 1.0]]]
[['2, k, 0', [0.03017109, -0.05056466, 1.0]], ['2, k, 1', [0.02263187, 0.1994538, 1.0]], ['2, k, 2', [0.01549785, 0.4448957, 1.0]], ['2, k, 3', [0.02038072, 0.5619413, 1.0]], ['2, k, 4', [-0.1729701, 0.4149055, 1.0]], ['2, k, 5', [-0.2914714, 0.2317577, 1.0]], ['2, k, 6', [-0.2213497, 0.0118259, 1.0]], ['2, k, 7', [-0.1913202, -0.07107743, 1.0]], ['2, k, 8', [0.2130553, 0.3840047, 1.0]], ['2, k, 9', [0.3328137, 0.2041049, 1.0]], ['2, k, 10', [0.2611922, 0.01480082, 1.0]], ['2, k, 11', [0.2350428, -0.03752981, 1.0]], ['2, k, 12', [-0.0498198, -0.05107858, 1.0]], ['2, k, 13', [-0.1081311, -0.2001079, 1.0]], ['2, k, 14', [-0.08860602, -0.587957, 1.0]], ['2, k, 15', [-0.07765116, -0.6330696, 1.0]], ['2, k, 16', [0.1089796, -0.04847426, 1.0]], ['2, k, 17', [0.1696613, -0.2049941, 1.0]], ['2, k, 18', [0.1131305, -0.5817666, 1.0]], ['2, k, 19', [0.09566496, -0.6438497, 1.0]], ['2, k, 20', [0.01726205, 0.3842526, 1.0]], ['2, k, 21', [-0.1780679, -0.1193466, 1.0]], ['2, k, 22', [-0.1461166, -0.04584958, 1.0]], ['2, k, 23', [0.2215987, -0.1048093, 1.0]], ['2, k, 24', [0.2499034, -0.07976387, 1.0]]]
[['2, k, 0', [0.03005524, -0.05108897, 1.0]], ['2, k, 1', [0.02259622, 0.1976616, 1.0]], ['2, k, 2', [0.01565136, 0.4398969, 1.0]], ['2, k, 3', [0.02021786, 0.5588168, 1.0]], ['2, k, 4', [-0.1706693, 0.4163009, 1.0]], ['2, k, 5', [-0.2910447, 0.232429, 1.0]], ['2, k, 6', [-0.2213176, 0.01186422, 1.0]], ['2, k, 7', [-0.1915437, -0.06984866, 1.0]], ['2, k, 8', [0.2130638, 0.3828028, 1.0]], ['2, k, 9', [0.3330299, 0.2032434, 1.0]], ['2, k, 10', [0.2613146, 0.01472699, 1.0]], ['2, k, 11', [0.23443, -0.0377934, 1.0]], ['2, k, 12', [-0.0499647, -0.05141563, 1.0]], ['2, k, 13', [-0.1083702, -0.2008603, 1.0]], ['2, k, 14', [-0.08862946, -0.5884875, 1.0]], ['2, k, 15', [-0.0777087, -0.6348916, 1.0]], ['2, k, 16', [0.1089396, -0.04919901, 1.0]], ['2, k, 17', [0.1696638, -0.2050615, 1.0]], ['2, k, 18', [0.1132176, -0.5818818, 1.0]], ['2, k, 19', [0.09629221, -0.6439411, 1.0]], ['2, k, 20', [0.0173575, 0.3804366, 1.0]], ['2, k, 21', [-0.1791478, -0.1191745, 1.0]], ['2, k, 22', [-0.1461383, -0.04549496, 1.0]], ['2, k, 23', [0.2240199, -0.1074049, 1.0]], ['2, k, 24', [0.2487405, -0.08321906, 1.0]]]
[['2, k, 0', [0.02982566, -0.0518556, 1.0]], ['2, k, 1', [0.0228028, 0.1957091, 1.0]], ['2, k, 2', [0.01660684, 0.4359664, 1.0]], ['2, k, 3', [0.02049742, 0.5565765, 1.0]], ['2, k, 4', [-0.169076, 0.4170838, 1.0]], ['2, k, 5', [-0.2876848, 0.2340032, 1.0]], ['2, k, 6', [-0.2212421, 0.0120637, 1.0]], ['2, k, 7', [-0.191042, -0.06963079, 1.0]], ['2, k, 8', [0.2132669, 0.3813983, 1.0]], ['2, k, 9', [0.3343517, 0.2031248, 1.0]], ['2, k, 10', [0.2613491, 0.01514187, 1.0]], ['2, k, 11', [0.2350441, -0.03768037, 1.0]], ['2, k, 12', [-0.05018983, -0.0518874, 1.0]], ['2, k, 13', [-0.1085275, -0.2014997, 1.0]], ['2, k, 14', [-0.08990762, -0.5913866, 1.0]], ['2, k, 15', [-0.07754346, -0.6371222, 1.0]], ['2, k, 16', [0.1087475, -0.05029454, 1.0]], ['2, k, 17', [0.1696724, -0.2051653, 1.0]], ['2, k, 18', [0.1132242, -0.5818498, 1.0]], ['2, k, 19', [0.09694094, -0.6441855, 1.0]], ['2, k, 20', [0.01810756, 0.3770727, 1.0]], ['2, k, 21', [-0.1793148, -0.1191325, 1.0]], ['2, k, 22', [-0.145425, -0.04627999, 1.0]], ['2, k, 23', [0.2209399, -0.1036684, 1.0]], ['2, k, 24', [0.2773679, 0.004794694, 1.0]]]
[['2, k, 0', [0.02964897, -0.05330253, 1.0]], ['2, k, 1', [0.02264248, 0.1947108, 1.0]], ['2, k, 2', [0.0162671, 0.4370958, 1.0]], ['2, k, 3', [0.02049735, 0.5530221, 1.0]], ['2, k, 4', [-0.1680016, 0.4172671, 1.0]], ['2, k, 5', [-0.2876701, 0.2343493, 1.0]], ['2, k, 6', [-0.2212123, 0.01184202, 1.0]], ['2, k, 7', [-0.1928821, -0.06929809, 1.0]], ['2, k, 8', [0.2132551, 0.3793406, 1.0]], ['2, k, 9', [0.3348248, 0.2024329, 1.0]], ['2, k, 10', [0.2613106, 0.01513827, 1.0]], ['2, k, 11', [0.2352013, -0.03617512, 1.0]], ['2, k, 12', [-0.05047546, -0.05294497, 1.0]], ['2, k, 13', [-0.1087783, -0.2017961, 1.0]], ['2, k, 14', [-0.091313, -0.5917689, 1.0]], ['2, k, 15', [-0.07859701, -0.6382315, 1.0]], ['2, k, 16', [0.1087292, -0.0521746, 1.0]], ['2, k, 17', [0.1697337, -0.2054116, 1.0]], ['2, k, 18', [0.1132221, -0.5817999, 1.0]], ['2, k, 19', [0.09795076, -0.644235, 1.0]], ['2, k, 20', [0.01784159, 0.377519, 1.0]], ['2, k, 21', [-0.1815435, -0.1195037, 1.0]], ['2, k, 22', [-0.1462995, -0.04581479, 1.0]], ['2, k, 23', [0.2224482, -0.104629, 1.0]], ['2, k, 24', [0.2493757, -0.0879468, 1.0]]]
