[['2, k, 0', [-0.106919, -0.365049, 1.0]], ['2, k, 1', [-0.105729, -0.0560417, 1.0]], ['2, k, 2', [-0.103882, 0.245356, 1.0]], ['2, k, 3', [-0.0953268, 0.385931, 1.0]], ['2, k, 4', [-0.295796, 0.176628, 1.0]], ['2, k, 5', [-0.40083, 0.00371404, 1.0]], ['2, k, 6', [-0.272584, -0.144488, 1.0]], ['2, k, 7', [-0.265836, -0.181285, 1.0]], ['2, k, 8', [0.086344, 0.16644, 1.0]], ['2, k, 9', [0.2271, 0.0335756, 1.0]], ['2, k, 10', [0.144135, -0.144779, 1.0]], ['2, k, 11', [0.0870421, -0.202684, 1.0]], ['2, k, 12', [-0.192521, -0.357238, 1.0]], ['2, k, 13', [-0.244226, -0.707808, 1.0]], ['2, k, 14', [-0.282889, -1.06034, 1.0]], ['2, k, 15', [-0.292725, -1.10645, 1.0]], ['2, k, 16', [-0.0181124, -0.36194, 1.0]], ['2, k, 17', [0.0458947, -0.70347, 1.0]], ['2, k, 18', [0.0898967, -1.04265, 1.0]], ['2, k, 19', [0.108887, -1.09766, 1.0]], ['2, k, 20', [-0.104458, 0.17112, 1.0]], ['2, k, 21', [-0.254943, -0.226664, 1.0]], ['2, k, 22', [-0.235296, -0.144412, 1.0]], ['2, k, 23', [0.102588, -0.29215, 1.0]], ['2, k, 24', [0.0647283, -0.21402, 1.0]]]
[['2, k, 0', [-0.206536, -0.379772, 1.0]], ['2, k, 1', [-0.143575, -0.0869031, 1.0]], ['2, k, 2', [-0.0842029, 0.193272, 1.0]], ['2, k, 3', [-0.0347719, 0.312948, 1.0]], ['2, k, 4', [-0.277185, 0.173466, 1.0]], ['2, k, 5', [-0.441273, 0.0782449, 1.0]], ['2, k, 6', [-0.373508, -0.104235, 1.0]], ['2, k, 7', [-0.352275, -0.156927, 1.0]], ['2, k, 8', [0.0816492, 0.101243, 1.0]], ['2, k, 9', [0.13701, -0.0845639, 1.0]], ['2, k, 10', [-0.00938173, -0.20347, 1.0]], ['2, k, 11', [-0.0288933, -0.2313, 1.0]], ['2, k, 12', [-0.292181, -0.358253, 1.0]], ['2, k, 13', [-0.321582, -0.697881, 1.0]], ['2, k, 14', [-0.296057, -1.05481, 1.0]], ['2, k, 15', [-0.300337, -1.10597, 1.0]], ['2, k, 16', [-0.114924, -0.390223, 1.0]], ['2, k, 17', [-0.00786697, -0.746759, 1.0]], ['2, k, 18', [0.0818345, -1.05466, 1.0]], ['2, k, 19', [0.112809, -1.10084, 1.0]], ['2, k, 20', [-0.0986989, 0.124989, 1.0]], ['2, k, 21', [-0.325019, -0.218335, 1.0]], ['2, k, 22', [-0.38327, -0.189192, 1.0]], ['2, k, 23', [-0.0250748, -0.286777, 1.0]], ['2, k, 24', [-0.0391002, -0.214533, 1.0]]]
[['2, k, 0', [-0.204609, -0.380379, 1.0]], ['2, k, 1', [-0.143851, -0.0883524, 1.0]], ['2, k, 2', [-0.0856376, 0.191158, 1.0]], ['2, k, 3', [-0.0375832, 0.30605, 1.0]], ['2, k, 4', [-0.278554, 0.167136, 1.0]], ['2, k, 5', [-0.442332, 0.0788596, 1.0]], ['2, k, 6', [-0.383559, -0.10668, 1.0]], ['2, k, 7', [-0.356109, -0.159899, 1.0]], ['2, k, 8', [0.0805337, 0.100668, 1.0]], ['2, k, 9', [0.148102, -0.0677418, 1.0]], ['2, k, 10', [0.006368, -0.191843, 1.0]], ['2, k, 11', [-0.0226255, -0.219405, 1.0]], ['2, k, 12', [-0.290075, -0.359585, 1.0]], ['2, k, 13', [-0.321756, -0.698657, 1.0]], ['2, k, 14', [-0.296462, -1.05461, 1.0]], ['2, k, 15', [-0.30024, -1.10605, 1.0]], ['2, k, 16', [-0.113221, -0.390194, 1.0]], ['2, k, 17', [-0.00936855, -0.749378, 1.0]], ['2, k, 18', [0.081411, -1.05332, 1.0]], ['2, k, 19', [0.112455, -1.09943, 1.0]], ['2, k, 20', [-0.0998202, 0.122883, 1.0]], ['2, k, 21', [-0.344687, -0.229305, 1.0]], ['2, k, 22', [-0.383909, -0.19562, 1.0]], ['2, k, 23', [-0.0255869, -0.283279, 1.0]], ['2, k, 24', [-0.0378802, -0.197936, 1.0]]]
[['2, k, 0', [-0.203183, -0.382312, 1.0]], ['2, k, 1', [-0.144064, -0.0909035, 1.0]], ['2, k, 2', [-0.0865665, 0.188531, 1.0]], ['2, k, 3', [-0.0398596, 0.298622, 1.0]], ['2, k, 4', [-0.278776, 0.164534, 1.0]], ['2, k, 5', [-0.441348, 0.0763254, 1.0]], ['2, k, 6', [-0.387001, -0.110231, 1.0]], ['2, k, 7', [-0.35559, -0.160328, 1.0]], ['2, k, 8', [0.0801744, 0.0897668, 1.0]], ['2, k, 9', [0.150055, -0.0643754, 1.0]], ['2, k, 10', [0.00955985, -0.188973, 1.0]], ['2, k, 11', [-0.0206602, -0.219456, 1.0]], ['2, k, 12', [-0.288821, -0.361863, 1.0]], ['2, k, 13', [-0.32152, -0.69948, 1.0]], ['2, k, 14', [-0.296866, -1.05467, 1.0]], ['2, k, 15', [-0.300233, -1.1061, 1.0]], ['2, k, 16', [-0.111767, -0.391766, 1.0]], ['2, k, 17', [-0.010999, -0.747649, 1.0]], ['2, k, 18', [0.0809735, -1.05319, 1.0]], ['2, k, 19', [0.112869, -1.09912, 1.0]], ['2, k, 20', [-0.100599, 0.120241, 1.0]], ['2, k, 21', [-0.351485, -0.230732, 1.0]], ['2, k, 22', [-0.304571, -0.150893, 1.0]], ['2, k, 23', [-0.034253, -0.268764, 1.0]], ['2, k, 24', [-0.0322831, -0.193522, 1.0]]]
[['2, k, 0', [-0.201617, -0.382786, 1.0]], ['2, k, 1', [-0.144748, -0.0935494, 1.0]], ['2, k, 2', [-0.0913447, 0.180156, 1.0]], ['2, k, 3', [-0.0415565, 0.294761, 1.0]], ['2, k, 4', [-0.279164, 0.162774, 1.0]], ['2, k, 5', [-0.434712, 0.0372516, 1.0]], ['2, k, 6', [-0.367173, -0.144477, 1.0]], ['2, k, 7', [-0.341354, -0.196798, 1.0]], ['2, k, 8', [0.0799698, 0.090339, 1.0]], ['2, k, 9', [0.152684, -0.0615206, 1.0]], ['2, k, 10', [0.0183034, -0.188814, 1.0]], ['2, k, 11', [-0.0124997, -0.216525, 1.0]], ['2, k, 12', [-0.286902, -0.362693, 1.0]], ['2, k, 13', [-0.320932, -0.699212, 1.0]], ['2, k, 14', [-0.297177, -1.05686, 1.0]], ['2, k, 15', [-0.300214, -1.10633, 1.0]], ['2, k, 16', [-0.110576, -0.391914, 1.0]], ['2, k, 17', [-0.00948258, -0.744675, 1.0]], ['2, k, 18', [0.0819243, -1.0537, 1.0]], ['2, k, 19', [0.112684, -1.09985, 1.0]], ['2, k, 20', [-0.104199, 0.11316, 1.0]], ['2, k, 21', [-0.327639, -0.263413, 1.0]], ['2, k, 22', [-0.291995, -0.180577, 1.0]], ['2, k, 23', [-0.0140367, -0.280313, 1.0]], ['2, k, 24', [-0.0280071, -0.201912, 1.0]]]
[['2, k, 0', [-0.199836, -0.383221, 1.0]], ['2, k, 1', [-0.144776, -0.0962055, 1.0]], ['2, k, 2', [-0.0921448, 0.175728, 1.0]], ['2, k, 3', [-0.0448951, 0.28769, 1.0]], ['2, k, 4', [-0.279479, 0.159989, 1.0]], ['2, k, 5', [-0.422339, -0.00275893, 1.0]], ['2, k, 6', [-0.347267, -0.1818, 1.0]], ['2, k, 7', [-0.32467, -0.237927, 1.0]], ['2, k, 8', [0.079851, 0.0906277, 1.0]], ['2, k, 9', [0.154996, -0.0583107, 1.0]], ['2, k, 10', [0.0205449, -0.185467, 1.0]], ['2, k, 11', [-0.0116162, -0.215461, 1.0]], ['2, k, 12', [-0.285155, -0.36342, 1.0]], ['2, k, 13', [-0.319544, -0.699298, 1.0]], ['2, k, 14', [-0.29688, -1.05655, 1.0]], ['2, k, 15', [-0.300207, -1.10642, 1.0]], ['2, k, 16', [-0.108826, -0.392016, 1.0]], ['2, k, 17', [-0.00446678, -0.746756, 1.0]], ['2, k, 18', [0.0821411, -1.05361, 1.0]], ['2, k, 19', [0.112823, -1.10062, 1.0]], ['2, k, 20', [-0.104938, 0.108862, 1.0]], ['2, k, 21', [-0.296197, -0.301093, 1.0]], ['2, k, 22', [-0.274395, -0.204835, 1.0]], ['2, k, 23', [-0.0117824, -0.278765, 1.0]], ['2, k, 24', [-0.0305029, -0.20211, 1.0]]]
[['2, k, 0', [-0.196603, -0.384652, 1.0]], ['2, k, 1', [-0.145181, -0.104157, 1.0]], ['2, k, 2', [-0.0984255, 0.15441, 1.0]], ['2, k, 3', [-0.0484048, 0.281057, 1.0]], ['2, k, 4', [-0.28209, 0.136689, 1.0]], ['2, k, 5', [-0.421751, -0.0036818, 1.0]], ['2, k, 6', [-0.346714, -0.182409, 1.0]], ['2, k, 7', [-0.321928, -0.239242, 1.0]], ['2, k, 8', [0.0764186, 0.0854595, 1.0]], ['2, k, 9', [0.157371, -0.0524279, 1.0]], ['2, k, 10', [0.0303669, -0.182168, 1.0]], ['2, k, 11', [-0.00497779, -0.214022, 1.0]], ['2, k, 12', [-0.281429, -0.365919, 1.0]], ['2, k, 13', [-0.317857, -0.699351, 1.0]], ['2, k, 14', [-0.296492, -1.05508, 1.0]], ['2, k, 15', [-0.301717, -1.10745, 1.0]], ['2, k, 16', [-0.106139, -0.392573, 1.0]], ['2, k, 17', [-0.00322155, -0.742503, 1.0]], ['2, k, 18', [0.0819783, -1.05301, 1.0]], ['2, k, 19', [0.11199, -1.09903, 1.0]], ['2, k, 20', [-0.109579, 0.0908824, 1.0]], ['2, k, 21', [-0.294907, -0.30123, 1.0]], ['2, k, 22', [-0.272167, -0.210003, 1.0]], ['2, k, 23', [-0.00729392, -0.278194, 1.0]], ['2, k, 24', [-0.0155343, -0.196759, 1.0]]]
[['2, k, 0', [-0.192618, -0.385654, 1.0]], ['2, k, 1', [-0.144922, -0.107753, 1.0]], ['2, k, 2', [-0.0994837, 0.152414, 1.0]], ['2, k, 3', [-0.0514678, 0.275947, 1.0]], ['2, k, 4', [-0.282007, 0.137525, 1.0]], ['2, k, 5', [-0.420289, -0.00687435, 1.0]], ['2, k, 6', [-0.34478, -0.184049, 1.0]], ['2, k, 7', [-0.32323, -0.239153, 1.0]], ['2, k, 8', [0.0761777, 0.0843264, 1.0]], ['2, k, 9', [0.160138, -0.0496659, 1.0]], ['2, k, 10', [0.0341763, -0.179841, 1.0]], ['2, k, 11', [-6.26949e-05, -0.21216, 1.0]], ['2, k, 12', [-0.277793, -0.367372, 1.0]], ['2, k, 13', [-0.316206, -0.699386, 1.0]], ['2, k, 14', [-0.296165, -1.05474, 1.0]], ['2, k, 15', [-0.301212, -1.10777, 1.0]], ['2, k, 16', [-0.101973, -0.393044, 1.0]], ['2, k, 17', [-0.00370183, -0.737945, 1.0]], ['2, k, 18', [0.0818829, -1.05262, 1.0]], ['2, k, 19', [0.112014, -1.09922, 1.0]], ['2, k, 20', [-0.110525, 0.0882441, 1.0]], ['2, k, 21', [-0.314838, -0.300983, 1.0]], ['2, k, 22', [-0.268889, -0.225037, 1.0]], ['2, k, 23', [-0.000993133, -0.270905, 1.0]], ['2, k, 24', [-0.0132376, -0.197134, 1.0]]]
[['2, k, 0', [-0.188447, -0.385965, 1.0]], ['2, k, 1', [-0.144282, -0.111341, 1.0]], ['2, k, 2', [-0.10135, 0.147392, 1.0]], ['2, k, 3', [-0.0562713, 0.269437, 1.0]], ['2, k, 4', [-0.282166, 0.137564, 1.0]], ['2, k, 5', [-0.42587, 0.0216435, 1.0]], ['2, k, 6', [-0.365775, -0.156808, 1.0]], ['2, k, 7', [-0.33632, -0.206663, 1.0]], ['2, k, 8', [0.0748143, 0.0830112, 1.0]], ['2, k, 9', [0.162661, -0.0464533, 1.0]], ['2, k, 10', [0.0381675, -0.175676, 1.0]], ['2, k, 11', [0.00622363, -0.208136, 1.0]], ['2, k, 12', [-0.273286, -0.367902, 1.0]], ['2, k, 13', [-0.31427, -0.699659, 1.0]], ['2, k, 14', [-0.295363, -1.05412, 1.0]], ['2, k, 15', [-0.301157, -1.10785, 1.0]], ['2, k, 16', [-0.0981973, -0.393155, 1.0]], ['2, k, 17', [-0.00233904, -0.733891, 1.0]], ['2, k, 18', [0.0819875, -1.05224, 1.0]], ['2, k, 19', [0.111939, -1.09912, 1.0]], ['2, k, 20', [-0.111759, 0.0834787, 1.0]], ['2, k, 21', [-0.351663, -0.273492, 1.0]], ['2, k, 22', [-0.297675, -0.219715, 1.0]], ['2, k, 23', [0.00623079, -0.267788, 1.0]], ['2, k, 24', [-0.00692089, -0.195086, 1.0]]]
[['2, k, 0', [-0.183085, -0.386132, 1.0]], ['2, k, 1', [-0.143406, -0.114087, 1.0]], ['2, k, 2', [-0.1029, 0.143731, 1.0]], ['2, k, 3', [-0.0598729, 0.26532, 1.0]], ['2, k, 4', [-0.282271, 0.137476, 1.0]], ['2, k, 5', [-0.426749, 0.0238013, 1.0]], ['2, k, 6', [-0.366097, -0.150632, 1.0]], ['2, k, 7', [-0.335589, -0.196881, 1.0]], ['2, k, 8', [0.0745899, 0.0822973, 1.0]], ['2, k, 9', [0.166594, -0.0420872, 1.0]], ['2, k, 10', [0.0388848, -0.168137, 1.0]], ['2, k, 11', [0.00923731, -0.207603, 1.0]], ['2, k, 12', [-0.268245, -0.368627, 1.0]], ['2, k, 13', [-0.311471, -0.699603, 1.0]], ['2, k, 14', [-0.295387, -1.05415, 1.0]], ['2, k, 15', [-0.301048, -1.10777, 1.0]], ['2, k, 16', [-0.092771, -0.392748, 1.0]], ['2, k, 17', [0.00338878, -0.727609, 1.0]], ['2, k, 18', [0.0812817, -1.05109, 1.0]], ['2, k, 19', [0.111985, -1.09918, 1.0]], ['2, k, 20', [-0.112671, 0.0801567, 1.0]], ['2, k, 21', [-0.352448, -0.264687, 1.0]], ['2, k, 22', [-0.300434, -0.217623, 1.0]], ['2, k, 23', [-0.00650988, -0.251263, 1.0]], ['2, k, 24', [-0.00228794, -0.181066, 1.0]]]
[['2, k, 0', [-0.177727, -0.386607, 1.0]], ['2, k, 1', [-0.141874, -0.114987, 1.0]], ['2, k, 2', [-0.105227, 0.145801, 1.0]], ['2, k, 3', [-0.0636664, 0.260513, 1.0]], ['2, k, 4', [-0.282378, 0.137337, 1.0]], ['2, k, 5', [-0.427051, 0.0252362, 1.0]], ['2, k, 6', [-0.367581, -0.14736, 1.0]], ['2, k, 7', [-0.330768, -0.19283, 1.0]], ['2, k, 8', [0.0713649, 0.0802853, 1.0]], ['2, k, 9', [0.169355, -0.0394001, 1.0]], ['2, k, 10', [0.0550538, -0.172591, 1.0]], ['2, k, 11', [0.0181819, -0.206145, 1.0]], ['2, k, 12', [-0.263391, -0.369528, 1.0]], ['2, k, 13', [-0.305076, -0.702736, 1.0]], ['2, k, 14', [-0.295003, -1.05368, 1.0]], ['2, k, 15', [-0.301028, -1.10804, 1.0]], ['2, k, 16', [-0.086956, -0.392771, 1.0]], ['2, k, 17', [0.00785523, -0.724804, 1.0]], ['2, k, 18', [0.081738, -1.04988, 1.0]], ['2, k, 19', [0.109336, -1.09797, 1.0]], ['2, k, 20', [-0.113629, 0.0810248, 1.0]], ['2, k, 21', [-0.357682, -0.257271, 1.0]], ['2, k, 22', [-0.29741, -0.204137, 1.0]], ['2, k, 23', [0.0175254, -0.267977, 1.0]], ['2, k, 24', [0.00403982, -0.189886, 1.0]]]
[['2, k, 0', [-0.171669, -0.386741, 1.0]], ['2, k, 1', [-0.139915, -0.115709, 1.0]], ['2, k, 2', [-0.105209, 0.145763, 1.0]], ['2, k, 3', [-0.067628, 0.257743, 1.0]], ['2, k, 4', [-0.282569, 0.137111, 1.0]], ['2, k, 5', [-0.435199, 0.0329312, 1.0]], ['2, k, 6', [-0.369166, -0.139189, 1.0]], ['2, k, 7', [-0.330007, -0.182198, 1.0]], ['2, k, 8', [0.0712622, 0.0805301, 1.0]], ['2, k, 9', [0.174578, -0.0340507, 1.0]], ['2, k, 10', [0.0681705, -0.153309, 1.0]], ['2, k, 11', [0.0398543, -0.193617, 1.0]], ['2, k, 12', [-0.257631, -0.370439, 1.0]], ['2, k, 13', [-0.299605, -0.702804, 1.0]], ['2, k, 14', [-0.294869, -1.05343, 1.0]], ['2, k, 15', [-0.300625, -1.10798, 1.0]], ['2, k, 16', [-0.0807741, -0.392092, 1.0]], ['2, k, 17', [0.0116455, -0.723931, 1.0]], ['2, k, 18', [0.0819363, -1.04958, 1.0]], ['2, k, 19', [0.109146, -1.09813, 1.0]], ['2, k, 20', [-0.113249, 0.0808912, 1.0]], ['2, k, 21', [-0.347795, -0.25028, 1.0]], ['2, k, 22', [-0.292354, -0.194501, 1.0]], ['2, k, 23', [0.0288949, -0.216656, 1.0]], ['2, k, 24', [0.0245303, -0.185942, 1.0]]]
[['2, k, 0', [-0.165376, -0.387265, 1.0]], ['2, k, 1', [-0.137399, -0.115358, 1.0]], ['2, k, 2', [-0.104725, 0.147561, 1.0]], ['2, k, 3', [-0.0720228, 0.255315, 1.0]], ['2, k, 4', [-0.284429, 0.132447, 1.0]], ['2, k, 5', [-0.432854, 0.032744, 1.0]], ['2, k, 6', [-0.368462, -0.137611, 1.0]], ['2, k, 7', [-0.326358, -0.180067, 1.0]], ['2, k, 8', [0.0712003, 0.0811088, 1.0]], ['2, k, 9', [0.179235, -0.0257937, 1.0]], ['2, k, 10', [0.0778094, -0.146384, 1.0]], ['2, k, 11', [0.0493883, -0.182998, 1.0]], ['2, k, 12', [-0.252543, -0.372308, 1.0]], ['2, k, 13', [-0.295373, -0.702106, 1.0]], ['2, k, 14', [-0.294217, -1.05271, 1.0]], ['2, k, 15', [-0.300255, -1.10802, 1.0]], ['2, k, 16', [-0.0729253, -0.390902, 1.0]], ['2, k, 17', [0.0176595, -0.721097, 1.0]], ['2, k, 18', [0.0823418, -1.04841, 1.0]], ['2, k, 19', [0.107743, -1.09803, 1.0]], ['2, k, 20', [-0.1125, 0.0823216, 1.0]], ['2, k, 21', [-0.346511, -0.252353, 1.0]], ['2, k, 22', [-0.289088, -0.197355, 1.0]], ['2, k, 23', [0.0426206, -0.210345, 1.0]], ['2, k, 24', [0.0344975, -0.172139, 1.0]]]
[['2, k, 0', [-0.159601, -0.386655, 1.0]], ['2, k, 1', [-0.134835, -0.114374, 1.0]], ['2, k, 2', [-0.104759, 0.150041, 1.0]], ['2, k, 3', [-0.0762502, 0.255519, 1.0]], ['2, k, 4', [-0.285624, 0.130231, 1.0]], ['2, k, 5', [-0.431938, 0.0327623, 1.0]], ['2, k, 6', [-0.36755, -0.136984, 1.0]], ['2, k, 7', [-0.323814, -0.179437, 1.0]], ['2, k, 8', [0.0702412, 0.0857779, 1.0]], ['2, k, 9', [0.181544, -0.0223818, 1.0]], ['2, k, 10', [0.0801192, -0.163408, 1.0]], ['2, k, 11', [0.0388872, -0.194582, 1.0]], ['2, k, 12', [-0.247241, -0.373046, 1.0]], ['2, k, 13', [-0.292202, -0.701939, 1.0]], ['2, k, 14', [-0.293206, -1.05202, 1.0]], ['2, k, 15', [-0.300089, -1.10774, 1.0]], ['2, k, 16', [-0.0669248, -0.388932, 1.0]], ['2, k, 17', [0.0216958, -0.721017, 1.0]], ['2, k, 18', [0.082956, -1.04699, 1.0]], ['2, k, 19', [0.107728, -1.09799, 1.0]], ['2, k, 20', [-0.112009, 0.0844209, 1.0]], ['2, k, 21', [-0.34942, -0.254478, 1.0]], ['2, k, 22', [-0.289617, -0.200757, 1.0]], ['2, k, 23', [0.0326556, -0.256222, 1.0]], ['2, k, 24', [0.0240079, -0.171269, 1.0]]]
[['2, k, 0', [-0.151767, -0.386621, 1.0]], ['2, k, 1', [-0.132077, -0.113684, 1.0]], ['2, k, 2', [-0.105087, 0.151741, 1.0]], ['2, k, 3', [-0.0814934, 0.254952, 1.0]], ['2, k, 4', [-0.286381, 0.129082, 1.0]], ['2, k, 5', [-0.430346, 0.0327113, 1.0]], ['2, k, 6', [-0.367475, -0.136415, 1.0]], ['2, k, 7', [-0.319782, -0.177043, 1.0]], ['2, k, 8', [0.0703225, 0.0859257, 1.0]], ['2, k, 9', [0.184627, -0.0179062, 1.0]], ['2, k, 10', [0.086083, -0.158773, 1.0]], ['2, k, 11', [0.0457278, -0.192143, 1.0]], ['2, k, 12', [-0.239441, -0.37389, 1.0]], ['2, k, 13', [-0.288125, -0.702082, 1.0]], ['2, k, 14', [-0.292132, -1.05057, 1.0]], ['2, k, 15', [-0.299858, -1.10753, 1.0]], ['2, k, 16', [-0.0595918, -0.388194, 1.0]], ['2, k, 17', [0.0266407, -0.719191, 1.0]], ['2, k, 18', [0.0845083, -1.04689, 1.0]], ['2, k, 19', [0.107886, -1.09811, 1.0]], ['2, k, 20', [-0.111758, 0.0857982, 1.0]], ['2, k, 21', [-0.341859, -0.254726, 1.0]], ['2, k, 22', [-0.287212, -0.199467, 1.0]], ['2, k, 23', [0.0398814, -0.252927, 1.0]], ['2, k, 24', [0.027728, -0.168764, 1.0]]]
[['2, k, 0', [-0.144654, -0.385736, 1.0]], ['2, k, 1', [-0.128985, -0.112401, 1.0]], ['2, k, 2', [-0.105512, 0.15389, 1.0]], ['2, k, 3', [-0.0869776, 0.257251, 1.0]], ['2, k, 4', [-0.287055, 0.128297, 1.0]], ['2, k, 5', [-0.429065, 0.0323255, 1.0]], ['2, k, 6', [-0.366709, -0.136649, 1.0]], ['2, k, 7', [-0.31706, -0.176092, 1.0]], ['2, k, 8', [0.0706436, 0.086362, 1.0]], ['2, k, 9', [0.203893, 0.00624258, 1.0]], ['2, k, 10', [0.105915, -0.126577, 1.0]], ['2, k, 11', [0.0669902, -0.15674, 1.0]], ['2, k, 12', [-0.233044, -0.374138, 1.0]], ['2, k, 13', [-0.282976, -0.703501, 1.0]], ['2, k, 14', [-0.29191, -1.0503, 1.0]], ['2, k, 15', [-0.300237, -1.10775, 1.0]], ['2, k, 16', [-0.0519292, -0.386142, 1.0]], ['2, k, 17', [0.03081, -0.7168, 1.0]], ['2, k, 18', [0.0862215, -1.04241, 1.0]], ['2, k, 19', [0.108586, -1.096, 1.0]], ['2, k, 20', [-0.111474, 0.0876679, 1.0]], ['2, k, 21', [-0.336419, -0.253941, 1.0]], ['2, k, 22', [-0.286589, -0.200568, 1.0]], ['2, k, 23', [0.0557384, -0.222082, 1.0]], ['2, k, 24', [0.0414224, -0.141083, 1.0]]]
[['2, k, 0', [-0.138072, -0.385668, 1.0]], ['2, k, 1', [-0.125993, -0.111407, 1.0]], ['2, k, 2', [-0.105942, 0.155873, 1.0]], ['2, k, 3', [-0.0920829, 0.259475, 1.0]], ['2, k, 4', [-0.287632, 0.128009, 1.0]], ['2, k, 5', [-0.427898, 0.0324461, 1.0]], ['2, k, 6', [-0.361121, -0.135047, 1.0]], ['2, k, 7', [-0.311637, -0.173597, 1.0]], ['2, k, 8', [0.0708636, 0.0870682, 1.0]], ['2, k, 9', [0.205657, 0.0084745, 1.0]], ['2, k, 10', [0.101825, -0.142827, 1.0]], ['2, k, 11', [0.0625113, -0.177718, 1.0]], ['2, k, 12', [-0.226277, -0.374767, 1.0]], ['2, k, 13', [-0.278689, -0.70436, 1.0]], ['2, k, 14', [-0.291007, -1.04935, 1.0]], ['2, k, 15', [-0.299993, -1.10766, 1.0]], ['2, k, 16', [-0.045704, -0.385477, 1.0]], ['2, k, 17', [0.0353014, -0.714288, 1.0]], ['2, k, 18', [0.0866516, -1.04243, 1.0]], ['2, k, 19', [0.110309, -1.09717, 1.0]], ['2, k, 20', [-0.111191, 0.0893706, 1.0]], ['2, k, 21', [-0.328819, -0.248448, 1.0]], ['2, k, 22', [-0.281574, -0.197833, 1.0]], ['2, k, 23', [0.0554661, -0.241158, 1.0]], ['2, k, 24', [0.0421814, -0.154792, 1.0]]]
[['2, k, 0', [-0.128464, -0.385119, 1.0]], ['2, k, 1', [-0.12214, -0.110324, 1.0]], ['2, k, 2', [-0.106347, 0.157238, 1.0]], ['2, k, 3', [-0.0974833, 0.261347, 1.0]], ['2, k, 4', [-0.288144, 0.127689, 1.0]], ['2, k, 5', [-0.426399, 0.0326899, 1.0]], ['2, k, 6', [-0.334812, -0.127178, 1.0]], ['2, k, 7', [-0.304197, -0.166678, 1.0]], ['2, k, 8', [0.0710629, 0.0883785, 1.0]], ['2, k, 9', [0.209487, 0.0193125, 1.0]], ['2, k, 10', [0.136126, -0.118023, 1.0]], ['2, k, 11', [0.088193, -0.145741, 1.0]], ['2, k, 12', [-0.217124, -0.375411, 1.0]], ['2, k, 13', [-0.275333, -0.704253, 1.0]], ['2, k, 14', [-0.29011, -1.04877, 1.0]], ['2, k, 15', [-0.300005, -1.10761, 1.0]], ['2, k, 16', [-0.035835, -0.3837, 1.0]], ['2, k, 17', [0.0391309, -0.712712, 1.0]], ['2, k, 18', [0.0870921, -1.04253, 1.0]], ['2, k, 19', [0.110357, -1.09702, 1.0]], ['2, k, 20', [-0.110898, 0.090638, 1.0]], ['2, k, 21', [-0.29375, -0.237822, 1.0]], ['2, k, 22', [-0.26634, -0.172396, 1.0]], ['2, k, 23', [0.0723669, -0.20446, 1.0]], ['2, k, 24', [0.0658097, -0.120299, 1.0]]]
[['2, k, 0', [-0.119903, -0.384209, 1.0]], ['2, k, 1', [-0.118034, -0.108778, 1.0]], ['2, k, 2', [-0.10675, 0.159325, 1.0]], ['2, k, 3', [-0.102268, 0.264609, 1.0]], ['2, k, 4', [-0.289124, 0.126732, 1.0]], ['2, k, 5', [-0.426128, 0.0342738, 1.0]], ['2, k, 6', [-0.330687, -0.123907, 1.0]], ['2, k, 7', [-0.298667, -0.165684, 1.0]], ['2, k, 8', [0.0711798, 0.0941394, 1.0]], ['2, k, 9', [0.213871, 0.0277381, 1.0]], ['2, k, 10', [0.141438, -0.111068, 1.0]], ['2, k, 11', [0.0953153, -0.142289, 1.0]], ['2, k, 12', [-0.208549, -0.375985, 1.0]], ['2, k, 13', [-0.268499, -0.706765, 1.0]], ['2, k, 14', [-0.289894, -1.04882, 1.0]], ['2, k, 15', [-0.301089, -1.10775, 1.0]], ['2, k, 16', [-0.0275527, -0.38138, 1.0]], ['2, k, 17', [0.0456544, -0.7071, 1.0]], ['2, k, 18', [0.0879139, -1.04312, 1.0]], ['2, k, 19', [0.110083, -1.0969, 1.0]], ['2, k, 20', [-0.110386, 0.0925772, 1.0]], ['2, k, 21', [-0.287227, -0.231263, 1.0]], ['2, k, 22', [-0.260983, -0.169094, 1.0]], ['2, k, 23', [0.0825603, -0.20807, 1.0]], ['2, k, 24', [0.0701501, -0.122587, 1.0]]]
