[['2, k, 0', [0.08733849, -0.4841992, 1.0]], ['2, k, 1', [0.1149883, -0.2548018, 1.0]], ['2, k, 2', [0.1409046, -0.02934658, 1.0]], ['2, k, 3', [0.1568672, 0.1080557, 1.0]], ['2, k, 4', [-0.0249321, -0.09973835, 1.0]], ['2, k, 5', [-0.04200578, -0.2617341, 1.0]], ['2, k, 6', [0.1325006, -0.3346117, 1.0]], ['2, k, 7', [0.1852187, -0.3699279, 1.0]], ['2, k, 8', [0.3071909, -0.1371363, 1.0]], ['2, k, 9', [0.3687723, -0.3252282, 1.0]], ['2, k, 10', [0.3025299, -0.3451619, 1.0]], ['2, k, 11', [0.2902831, -0.3463038, 1.0]], ['2, k, 12', [0.008467517, -0.4614974, 1.0]], ['2, k, 13', [-0.04757056, -0.5197145, 1.0]], ['2, k, 14', [-0.04333458, -0.9061838, 1.0]], ['2, k, 15', [-0.01886752, -0.9416407, 1.0]], ['2, k, 16', [0.1639473, -0.4941387, 1.0]], ['2, k, 17', [0.2346947, -0.5234644, 1.0]], ['2, k, 18', [0.2132526, -0.9305183, 1.0]], ['2, k, 19', [0.2340099, -0.9659543, 1.0]], ['2, k, 20', [0.1345049, -0.08521967, 1.0]], ['2, k, 21', [0.2502891, -0.4091922, 1.0]], ['2, k, 22', [0.2462778, -0.3329504, 1.0]], ['2, k, 23', [0.280898, -0.3531312, 1.0]], ['2, k, 24', [0.2634299, -0.2879826, 1.0]]]
[['2, k, 0', [0.08935832, -0.5000716, 1.0]], ['2, k, 1', [0.1223406, -0.2631823, 1.0]], ['2, k, 2', [0.1529693, -0.03113537, 1.0]], ['2, k, 3', [0.1737353, 0.1052724, 1.0]], ['2, k, 4', [-0.01894633, -0.09630119, 1.0]], ['2, k, 5', [-0.02978684, -0.2623604, 1.0]], ['2, k, 6', [0.1488835, -0.3357823, 1.0]], ['2, k, 7', [0.2037116, -0.3775116, 1.0]], ['2, k, 8', [0.3118317, -0.1370967, 1.0]], ['2, k, 9', [0.3005822, -0.3119091, 1.0]], ['2, k, 10', [0.2716815, -0.3389683, 1.0]], ['2, k, 11', [0.2782541, -0.2875929, 1.0]], ['2, k, 12', [0.0119726, -0.4798033, 1.0]], ['2, k, 13', [-0.04704303, -0.5193826, 1.0]], ['2, k, 14', [-0.04191098, -0.9028528, 1.0]], ['2, k, 15', [-0.0222194, -0.9366998, 1.0]], ['2, k, 16', [0.1643997, -0.5072265, 1.0]], ['2, k, 17', [0.2355192, -0.5220571, 1.0]], ['2, k, 18', [0.2134121, -0.9302673, 1.0]], ['2, k, 19', [0.2294089, -0.9640689, 1.0]], ['2, k, 20', [0.1455171, -0.08858969, 1.0]], ['2, k, 21', [0.2698704, -0.4004323, 1.0]], ['2, k, 22', [0.2364225, -0.3275307, 1.0]], ['2, k, 23', [0.2539599, -0.2695916, 1.0]], ['2, k, 24', [0.3118245, -0.269227, 1.0]]]
[['2, k, 0', [0.08882875, -0.4989878, 1.0]], ['2, k, 1', [0.1221103, -0.2628546, 1.0]], ['2, k, 2', [0.1529429, -0.03111316, 1.0]], ['2, k, 3', [0.1738591, 0.1054424, 1.0]], ['2, k, 4', [-0.01885169, -0.09619393, 1.0]], ['2, k, 5', [-0.03119893, -0.2621378, 1.0]], ['2, k, 6', [0.150113, -0.3359461, 1.0]], ['2, k, 7', [0.2048976, -0.3774031, 1.0]], ['2, k, 8', [0.3121418, -0.1372977, 1.0]], ['2, k, 9', [0.3084807, -0.3152671, 1.0]], ['2, k, 10', [0.292458, -0.2872795, 1.0]], ['2, k, 11', [0.2746204, -0.2782197, 1.0]], ['2, k, 12', [0.01112411, -0.4781814, 1.0]], ['2, k, 13', [-0.04715379, -0.5193116, 1.0]], ['2, k, 14', [-0.04121284, -0.9039599, 1.0]], ['2, k, 15', [-0.0214928, -0.937839, 1.0]], ['2, k, 16', [0.164119, -0.5065855, 1.0]], ['2, k, 17', [0.2355296, -0.5219715, 1.0]], ['2, k, 18', [0.2135393, -0.9302229, 1.0]], ['2, k, 19', [0.2295735, -0.9640635, 1.0]], ['2, k, 20', [0.1454568, -0.08852132, 1.0]], ['2, k, 21', [0.2706845, -0.4016458, 1.0]], ['2, k, 22', [0.2387776, -0.3268877, 1.0]], ['2, k, 23', [0.2415221, -0.2619071, 1.0]], ['2, k, 24', [0.2701014, -0.2242067, 1.0]]]
[['2, k, 0', [0.08883188, -0.4989932, 1.0]], ['2, k, 1', [0.1220953, -0.2628307, 1.0]], ['2, k, 2', [0.1529512, -0.03108949, 1.0]], ['2, k, 3', [0.1739077, 0.1055646, 1.0]], ['2, k, 4', [-0.01859819, -0.09574354, 1.0]], ['2, k, 5', [-0.03357934, -0.2613239, 1.0]], ['2, k, 6', [0.1339123, -0.3355836, 1.0]], ['2, k, 7', [0.1857617, -0.3745777, 1.0]], ['2, k, 8', [0.3120807, -0.1373076, 1.0]], ['2, k, 9', [0.3127837, -0.320382, 1.0]], ['2, k, 10', [0.2925891, -0.287959, 1.0]], ['2, k, 11', [0.2722689, -0.2692775, 1.0]], ['2, k, 12', [0.01122003, -0.478255, 1.0]], ['2, k, 13', [-0.04721921, -0.5193079, 1.0]], ['2, k, 14', [-0.04118367, -0.9040207, 1.0]], ['2, k, 15', [-0.02159436, -0.9379036, 1.0]], ['2, k, 16', [0.1640884, -0.5065711, 1.0]], ['2, k, 17', [0.2355118, -0.5219625, 1.0]], ['2, k, 18', [0.2136405, -0.9302533, 1.0]], ['2, k, 19', [0.229543, -0.9640985, 1.0]], ['2, k, 20', [0.14546, -0.08850089, 1.0]], ['2, k, 21', [0.2523531, -0.4116707, 1.0]], ['2, k, 22', [0.2321562, -0.3284962, 1.0]], ['2, k, 23', [0.2369073, -0.2570122, 1.0]], ['2, k, 24', [0.2689484, -0.2229053, 1.0]]]
[['2, k, 0', [0.08974301, -0.4986347, 1.0]], ['2, k, 1', [0.1223671, -0.262672, 1.0]], ['2, k, 2', [0.1530251, -0.03103603, 1.0]], ['2, k, 3', [0.1738944, 0.1053991, 1.0]], ['2, k, 4', [-0.01829543, -0.09546797, 1.0]], ['2, k, 5', [-0.03485256, -0.2603876, 1.0]], ['2, k, 6', [0.1314232, -0.3337134, 1.0]], ['2, k, 7', [0.1852658, -0.3719583, 1.0]], ['2, k, 8', [0.3123951, -0.1371851, 1.0]], ['2, k, 9', [0.3275014, -0.3420573, 1.0]], ['2, k, 10', [0.2886486, -0.2943678, 1.0]], ['2, k, 11', [0.2674079, -0.2578308, 1.0]], ['2, k, 12', [0.01224738, -0.478034, 1.0]], ['2, k, 13', [-0.04716186, -0.5194005, 1.0]], ['2, k, 14', [-0.04131736, -0.9040815, 1.0]], ['2, k, 15', [-0.02161086, -0.9379908, 1.0]], ['2, k, 16', [0.1649037, -0.5060827, 1.0]], ['2, k, 17', [0.2355116, -0.5219666, 1.0]], ['2, k, 18', [0.2136718, -0.9302297, 1.0]], ['2, k, 19', [0.2296889, -0.9641069, 1.0]], ['2, k, 20', [0.1455667, -0.08842709, 1.0]], ['2, k, 21', [0.2517546, -0.413369, 1.0]], ['2, k, 22', [0.2353422, -0.3287725, 1.0]], ['2, k, 23', [0.2377783, -0.2457583, 1.0]], ['2, k, 24', [0.2632369, -0.209272, 1.0]]]
[['2, k, 0', [0.09028623, -0.4990408, 1.0]], ['2, k, 1', [0.1223886, -0.2626964, 1.0]], ['2, k, 2', [0.1528861, -0.03095778, 1.0]], ['2, k, 3', [0.1738379, 0.1052952, 1.0]], ['2, k, 4', [-0.01799281, -0.09506112, 1.0]], ['2, k, 5', [-0.03772741, -0.2588681, 1.0]], ['2, k, 6', [0.1334186, -0.3327373, 1.0]], ['2, k, 7', [0.1867126, -0.3711115, 1.0]], ['2, k, 8', [0.3118584, -0.1369011, 1.0]], ['2, k, 9', [0.3227627, -0.3336131, 1.0]], ['2, k, 10', [0.2789389, -0.294025, 1.0]], ['2, k, 11', [0.2653728, -0.2454859, 1.0]], ['2, k, 12', [0.01337785, -0.4789573, 1.0]], ['2, k, 13', [-0.04717577, -0.5195553, 1.0]], ['2, k, 14', [-0.04174604, -0.9031356, 1.0]], ['2, k, 15', [-0.02203535, -0.9370613, 1.0]], ['2, k, 16', [0.1650972, -0.5062, 1.0]], ['2, k, 17', [0.2354879, -0.5220686, 1.0]], ['2, k, 18', [0.2135824, -0.9298984, 1.0]], ['2, k, 19', [0.2295974, -0.9637889, 1.0]], ['2, k, 20', [0.1454908, -0.08838731, 1.0]], ['2, k, 21', [0.2540049, -0.4084054, 1.0]], ['2, k, 22', [0.2372613, -0.3262656, 1.0]], ['2, k, 23', [0.234628, -0.2264461, 1.0]], ['2, k, 24', [0.2599851, -0.2000695, 1.0]]]
[['2, k, 0', [0.09207885, -0.488638, 1.0]], ['2, k, 1', [0.1225756, -0.2599647, 1.0]], ['2, k, 2', [0.152847, -0.03091502, 1.0]], ['2, k, 3', [0.1739926, 0.1054035, 1.0]], ['2, k, 4', [-0.01786127, -0.09479106, 1.0]], ['2, k, 5', [-0.04055556, -0.257912, 1.0]], ['2, k, 6', [0.1856474, -0.3345842, 1.0]], ['2, k, 7', [0.2478424, -0.3664014, 1.0]], ['2, k, 8', [0.3116339, -0.1355265, 1.0]], ['2, k, 9', [0.3255848, -0.330574, 1.0]], ['2, k, 10', [0.2850472, -0.2669818, 1.0]], ['2, k, 11', [0.2639958, -0.2285408, 1.0]], ['2, k, 12', [0.01593337, -0.4691945, 1.0]], ['2, k, 13', [-0.04734559, -0.5192904, 1.0]], ['2, k, 14', [-0.04151197, -0.9031169, 1.0]], ['2, k, 15', [-0.02117116, -0.9388963, 1.0]], ['2, k, 16', [0.1657741, -0.4951234, 1.0]], ['2, k, 17', [0.2354934, -0.5220767, 1.0]], ['2, k, 18', [0.2136485, -0.9300887, 1.0]], ['2, k, 19', [0.2302971, -0.9658291, 1.0]], ['2, k, 20', [0.145425, -0.08811575, 1.0]], ['2, k, 21', [0.3210863, -0.3688686, 1.0]], ['2, k, 22', [0.2773801, -0.2988659, 1.0]], ['2, k, 23', [0.232582, -0.2167985, 1.0]], ['2, k, 24', [0.2549961, -0.1833214, 1.0]]]
[['2, k, 0', [0.09138338, -0.4901665, 1.0]], ['2, k, 1', [0.1224316, -0.2598176, 1.0]], ['2, k, 2', [0.1526719, -0.03072496, 1.0]], ['2, k, 3', [0.1741816, 0.105577, 1.0]], ['2, k, 4', [-0.01777647, -0.09469263, 1.0]], ['2, k, 5', [-0.04269264, -0.2568614, 1.0]], ['2, k, 6', [0.1873774, -0.3345845, 1.0]], ['2, k, 7', [0.2523787, -0.3632422, 1.0]], ['2, k, 8', [0.3118315, -0.1346431, 1.0]], ['2, k, 9', [0.3310236, -0.3353256, 1.0]], ['2, k, 10', [0.269546, -0.2315926, 1.0]], ['2, k, 11', [0.2638124, -0.2131118, 1.0]], ['2, k, 12', [0.01496068, -0.4707311, 1.0]], ['2, k, 13', [-0.04732809, -0.5193303, 1.0]], ['2, k, 14', [-0.04113497, -0.9032953, 1.0]], ['2, k, 15', [-0.02097977, -0.938517, 1.0]], ['2, k, 16', [0.1653754, -0.4966834, 1.0]], ['2, k, 17', [0.2354544, -0.5221389, 1.0]], ['2, k, 18', [0.2136326, -0.9299794, 1.0]], ['2, k, 19', [0.2301012, -0.9651595, 1.0]], ['2, k, 20', [0.1452678, -0.08790819, 1.0]], ['2, k, 21', [0.3272364, -0.3617641, 1.0]], ['2, k, 22', [0.2817651, -0.288713, 1.0]], ['2, k, 23', [0.2302219, -0.1960166, 1.0]], ['2, k, 24', [0.2492628, -0.1674024, 1.0]]]
[['2, k, 0', [0.09489542, -0.484833, 1.0]], ['2, k, 1', [0.1234338, -0.2571936, 1.0]], ['2, k, 2', [0.1526075, -0.03058, 1.0]], ['2, k, 3', [0.1742582, 0.1056703, 1.0]], ['2, k, 4', [-0.01701923, -0.09430948, 1.0]], ['2, k, 5', [-0.04631084, -0.2550985, 1.0]], ['2, k, 6', [0.1875526, -0.3343627, 1.0]], ['2, k, 7', [0.2505312, -0.3634815, 1.0]], ['2, k, 8', [0.3119053, -0.1327191, 1.0]], ['2, k, 9', [0.3347689, -0.3332068, 1.0]], ['2, k, 10', [0.2931627, -0.2110574, 1.0]], ['2, k, 11', [0.2656237, -0.1963909, 1.0]], ['2, k, 12', [0.01815629, -0.4660464, 1.0]], ['2, k, 13', [-0.0472606, -0.5194456, 1.0]], ['2, k, 14', [-0.04114147, -0.9033453, 1.0]], ['2, k, 15', [-0.02065247, -0.9396291, 1.0]], ['2, k, 16', [0.1691011, -0.4907596, 1.0]], ['2, k, 17', [0.2354346, -0.5223221, 1.0]], ['2, k, 18', [0.2136374, -0.9299846, 1.0]], ['2, k, 19', [0.2304396, -0.9662277, 1.0]], ['2, k, 20', [0.1452677, -0.08738729, 1.0]], ['2, k, 21', [0.323516, -0.3648225, 1.0]], ['2, k, 22', [0.2903347, -0.2847519, 1.0]], ['2, k, 23', [0.2318974, -0.1761855, 1.0]], ['2, k, 24', [0.2491122, -0.1515769, 1.0]]]
[['2, k, 0', [0.09243281, -0.4885979, 1.0]], ['2, k, 1', [0.1231341, -0.2574639, 1.0]], ['2, k, 2', [0.1525918, -0.03055073, 1.0]], ['2, k, 3', [0.1743223, 0.1060123, 1.0]], ['2, k, 4', [-0.01672871, -0.09405784, 1.0]], ['2, k, 5', [-0.05743031, -0.2513588, 1.0]], ['2, k, 6', [0.1122154, -0.3222927, 1.0]], ['2, k, 7', [0.1626993, -0.3577936, 1.0]], ['2, k, 8', [0.311638, -0.1321732, 1.0]], ['2, k, 9', [0.3395172, -0.3353, 1.0]], ['2, k, 10', [0.3023401, -0.2278359, 1.0]], ['2, k, 11', [0.2685031, -0.1784808, 1.0]], ['2, k, 12', [0.01542189, -0.4695476, 1.0]], ['2, k, 13', [-0.04722884, -0.5193666, 1.0]], ['2, k, 14', [-0.04183984, -0.9032198, 1.0]], ['2, k, 15', [-0.02155873, -0.9385962, 1.0]], ['2, k, 16', [0.1669853, -0.4947972, 1.0]], ['2, k, 17', [0.2354857, -0.522409, 1.0]], ['2, k, 18', [0.2137783, -0.9301033, 1.0]], ['2, k, 19', [0.2303602, -0.965443, 1.0]], ['2, k, 20', [0.1452482, -0.0873601, 1.0]], ['2, k, 21', [0.2337377, -0.4027353, 1.0]], ['2, k, 22', [0.2060452, -0.3097477, 1.0]], ['2, k, 23', [0.233371, -0.1566684, 1.0]], ['2, k, 24', [0.2509606, -0.1330755, 1.0]]]
[['2, k, 0', [0.0916495, -0.4904765, 1.0]], ['2, k, 1', [0.1231077, -0.25778, 1.0]], ['2, k, 2', [0.1527148, -0.03048153, 1.0]], ['2, k, 3', [0.1744024, 0.1059828, 1.0]], ['2, k, 4', [-0.01619121, -0.09311105, 1.0]], ['2, k, 5', [-0.05838197, -0.2497344, 1.0]], ['2, k, 6', [0.1108963, -0.3220519, 1.0]], ['2, k, 7', [0.1627354, -0.3563783, 1.0]], ['2, k, 8', [0.3106139, -0.1290495, 1.0]], ['2, k, 9', [0.3484794, -0.3356971, 1.0]], ['2, k, 10', [0.2827734, -0.2045552, 1.0]], ['2, k, 11', [0.271669, -0.1610227, 1.0]], ['2, k, 12', [0.01484369, -0.4716885, 1.0]], ['2, k, 13', [-0.04722958, -0.5193653, 1.0]], ['2, k, 14', [-0.04200095, -0.902815, 1.0]], ['2, k, 15', [-0.02172683, -0.9378464, 1.0]], ['2, k, 16', [0.1660191, -0.4963912, 1.0]], ['2, k, 17', [0.2354929, -0.5224044, 1.0]], ['2, k, 18', [0.2137695, -0.9301219, 1.0]], ['2, k, 19', [0.2303419, -0.9651159, 1.0]], ['2, k, 20', [0.1453284, -0.08731682, 1.0]], ['2, k, 21', [0.2333596, -0.4011091, 1.0]], ['2, k, 22', [0.2081211, -0.310884, 1.0]], ['2, k, 23', [0.2349379, -0.1383958, 1.0]], ['2, k, 24', [0.2525464, -0.1161102, 1.0]]]
[['2, k, 0', [0.08940002, -0.4920455, 1.0]], ['2, k, 1', [0.1222567, -0.2581163, 1.0]], ['2, k, 2', [0.1526182, -0.03037663, 1.0]], ['2, k, 3', [0.1745895, 0.1060447, 1.0]], ['2, k, 4', [-0.01618155, -0.09303436, 1.0]], ['2, k, 5', [-0.07199183, -0.2573455, 1.0]], ['2, k, 6', [0.09954559, -0.3167502, 1.0]], ['2, k, 7', [0.1516761, -0.3472323, 1.0]], ['2, k, 8', [0.309306, -0.1286776, 1.0]], ['2, k, 9', [0.3608804, -0.3384355, 1.0]], ['2, k, 10', [0.2987003, -0.2161188, 1.0]], ['2, k, 11', [0.2790593, -0.1492628, 1.0]], ['2, k, 12', [0.01254549, -0.4728489, 1.0]], ['2, k, 13', [-0.04718538, -0.5193461, 1.0]], ['2, k, 14', [-0.04201349, -0.9031294, 1.0]], ['2, k, 15', [-0.02182502, -0.9378005, 1.0]], ['2, k, 16', [0.1638928, -0.498386, 1.0]], ['2, k, 17', [0.2355204, -0.5223279, 1.0]], ['2, k, 18', [0.2138223, -0.9302047, 1.0]], ['2, k, 19', [0.2303082, -0.9648439, 1.0]], ['2, k, 20', [0.1451863, -0.08722378, 1.0]], ['2, k, 21', [0.2221271, -0.3673694, 1.0]], ['2, k, 22', [0.171992, -0.3041917, 1.0]], ['2, k, 23', [0.2397146, -0.1195813, 1.0]], ['2, k, 24', [0.3054404, -0.1249384, 1.0]]]
[['2, k, 0', [0.0906352, -0.4879173, 1.0]], ['2, k, 1', [0.1220834, -0.2571161, 1.0]], ['2, k, 2', [0.1523932, -0.03015386, 1.0]], ['2, k, 3', [0.1746298, 0.1059205, 1.0]], ['2, k, 4', [-0.01600197, -0.09299403, 1.0]], ['2, k, 5', [-0.07542542, -0.2621437, 1.0]], ['2, k, 6', [0.1373699, -0.3225461, 1.0]], ['2, k, 7', [0.1996582, -0.3606769, 1.0]], ['2, k, 8', [0.3073251, -0.129007, 1.0]], ['2, k, 9', [0.3570714, -0.3495733, 1.0]], ['2, k, 10', [0.3070387, -0.2016326, 1.0]], ['2, k, 11', [0.286742, -0.1367933, 1.0]], ['2, k, 12', [0.01411423, -0.4677366, 1.0]], ['2, k, 13', [-0.04717431, -0.5193445, 1.0]], ['2, k, 14', [-0.0420029, -0.9030887, 1.0]], ['2, k, 15', [-0.0214871, -0.9390253, 1.0]], ['2, k, 16', [0.164777, -0.4951387, 1.0]], ['2, k, 17', [0.2355782, -0.5223394, 1.0]], ['2, k, 18', [0.2140863, -0.9303542, 1.0]], ['2, k, 19', [0.2308964, -0.9662583, 1.0]], ['2, k, 20', [0.1450061, -0.08692343, 1.0]], ['2, k, 21', [0.2738919, -0.371128, 1.0]], ['2, k, 22', [0.1859168, -0.3100365, 1.0]], ['2, k, 23', [0.2463417, -0.1067648, 1.0]], ['2, k, 24', [0.3144052, -0.1138238, 1.0]]]
[['2, k, 0', [0.08997876, -0.4874778, 1.0]], ['2, k, 1', [0.1217273, -0.2566183, 1.0]], ['2, k, 2', [0.1523298, -0.0300009, 1.0]], ['2, k, 3', [0.1748654, 0.1058936, 1.0]], ['2, k, 4', [-0.01544317, -0.09255879, 1.0]], ['2, k, 5', [-0.08693914, -0.2767443, 1.0]], ['2, k, 6', [0.1281265, -0.324573, 1.0]], ['2, k, 7', [0.1916341, -0.3593113, 1.0]], ['2, k, 8', [0.3037035, -0.1310676, 1.0]], ['2, k, 9', [0.3574318, -0.3497641, 1.0]], ['2, k, 10', [0.3112549, -0.1913293, 1.0]], ['2, k, 11', [0.2903768, -0.1243063, 1.0]], ['2, k, 12', [0.01351356, -0.4670193, 1.0]], ['2, k, 13', [-0.04717118, -0.5194594, 1.0]], ['2, k, 14', [-0.04175128, -0.9040624, 1.0]], ['2, k, 15', [-0.02135943, -0.9401764, 1.0]], ['2, k, 16', [0.1640648, -0.4949868, 1.0]], ['2, k, 17', [0.2355804, -0.5222455, 1.0]], ['2, k, 18', [0.214113, -0.9303555, 1.0]], ['2, k, 19', [0.2308026, -0.9664469, 1.0]], ['2, k, 20', [0.1448842, -0.08662321, 1.0]], ['2, k, 21', [0.262242, -0.3673939, 1.0]], ['2, k, 22', [0.2054934, -0.3206962, 1.0]], ['2, k, 23', [0.2508667, -0.08823119, 1.0]], ['2, k, 24', [0.3192682, -0.09788487, 1.0]]]
[['2, k, 0', [0.09000266, -0.4862856, 1.0]], ['2, k, 1', [0.1219448, -0.2559341, 1.0]], ['2, k, 2', [0.1525207, -0.02978387, 1.0]], ['2, k, 3', [0.1749498, 0.1063705, 1.0]], ['2, k, 4', [-0.01528634, -0.09208173, 1.0]], ['2, k, 5', [-0.08813237, -0.2750345, 1.0]], ['2, k, 6', [0.1249304, -0.3260813, 1.0]], ['2, k, 7', [0.1877893, -0.3610923, 1.0]], ['2, k, 8', [0.3006895, -0.1346595, 1.0]], ['2, k, 9', [0.3795452, -0.3405549, 1.0]], ['2, k, 10', [0.3261342, -0.1466531, 1.0]], ['2, k, 11', [0.2928798, -0.1117137, 1.0]], ['2, k, 12', [0.01347555, -0.4652175, 1.0]], ['2, k, 13', [-0.04717956, -0.5197054, 1.0]], ['2, k, 14', [-0.0420308, -0.9036692, 1.0]], ['2, k, 15', [-0.02221549, -0.9401595, 1.0]], ['2, k, 16', [0.1641367, -0.4943623, 1.0]], ['2, k, 17', [0.2356222, -0.5220541, 1.0]], ['2, k, 18', [0.2141385, -0.9304292, 1.0]], ['2, k, 19', [0.2302471, -0.9668946, 1.0]], ['2, k, 20', [0.1450563, -0.08632833, 1.0]], ['2, k, 21', [0.2577749, -0.3702624, 1.0]], ['2, k, 22', [0.2243025, -0.3248909, 1.0]], ['2, k, 23', [0.247979, -0.08166097, 1.0]], ['2, k, 24', [0.3150124, -0.08084013, 1.0]]]
[['2, k, 0', [0.08979282, -0.4863755, 1.0]], ['2, k, 1', [0.1219622, -0.2558493, 1.0]], ['2, k, 2', [0.152716, -0.02959185, 1.0]], ['2, k, 3', [0.1750773, 0.106489, 1.0]], ['2, k, 4', [-0.01980433, -0.09556793, 1.0]], ['2, k, 5', [-0.09313203, -0.2602506, 1.0]], ['2, k, 6', [0.1224266, -0.3283258, 1.0]], ['2, k, 7', [0.1846581, -0.3629601, 1.0]], ['2, k, 8', [0.2997643, -0.1359784, 1.0]], ['2, k, 9', [0.377435, -0.3381363, 1.0]], ['2, k, 10', [0.3184941, -0.1576828, 1.0]], ['2, k, 11', [0.2936952, -0.1024123, 1.0]], ['2, k, 12', [0.01336716, -0.4654201, 1.0]], ['2, k, 13', [-0.04718634, -0.5196862, 1.0]], ['2, k, 14', [-0.04231613, -0.9034413, 1.0]], ['2, k, 15', [-0.02138661, -0.9399337, 1.0]], ['2, k, 16', [0.1637813, -0.49417, 1.0]], ['2, k, 17', [0.2356612, -0.5220426, 1.0]], ['2, k, 18', [0.2141515, -0.93053, 1.0]], ['2, k, 19', [0.23137, -0.9669971, 1.0]], ['2, k, 20', [0.1451444, -0.08619966, 1.0]], ['2, k, 21', [0.2526158, -0.3699143, 1.0]], ['2, k, 22', [0.1821906, -0.3195817, 1.0]], ['2, k, 23', [0.2478893, -0.06651505, 1.0]], ['2, k, 24', [0.3183898, -0.07619258, 1.0]]]
[['2, k, 0', [0.08895469, -0.4864378, 1.0]], ['2, k, 1', [0.1216353, -0.2557422, 1.0]], ['2, k, 2', [0.1527009, -0.02950865, 1.0]], ['2, k, 3', [0.1752402, 0.1067333, 1.0]], ['2, k, 4', [-0.02148007, -0.09702145, 1.0]], ['2, k, 5', [-0.09560163, -0.2602642, 1.0]], ['2, k, 6', [0.1198533, -0.3289248, 1.0]], ['2, k, 7', [0.1793553, -0.3640072, 1.0]], ['2, k, 8', [0.2993024, -0.1369613, 1.0]], ['2, k, 9', [0.376651, -0.3363172, 1.0]], ['2, k, 10', [0.3185226, -0.1564725, 1.0]], ['2, k, 11', [0.2943827, -0.09340622, 1.0]], ['2, k, 12', [0.01246396, -0.4655333, 1.0]], ['2, k, 13', [-0.04710111, -0.5199866, 1.0]], ['2, k, 14', [-0.04125638, -0.9050738, 1.0]], ['2, k, 15', [-0.02010937, -0.9416138, 1.0]], ['2, k, 16', [0.1630657, -0.4942136, 1.0]], ['2, k, 17', [0.2357616, -0.5222208, 1.0]], ['2, k, 18', [0.2144311, -0.9312357, 1.0]], ['2, k, 19', [0.2318811, -0.9677444, 1.0]], ['2, k, 20', [0.1451005, -0.08609386, 1.0]], ['2, k, 21', [0.2410319, -0.4121466, 1.0]], ['2, k, 22', [0.1878051, -0.3296335, 1.0]], ['2, k, 23', [0.2513013, -0.05705675, 1.0]], ['2, k, 24', [0.318982, -0.06920479, 1.0]]]
[['2, k, 0', [0.08719462, -0.5033346, 1.0]], ['2, k, 1', [0.1212639, -0.2595292, 1.0]], ['2, k, 2', [0.1527161, -0.02949893, 1.0]], ['2, k, 3', [0.1752742, 0.1068611, 1.0]], ['2, k, 4', [-0.02093895, -0.09707367, 1.0]], ['2, k, 5', [-0.09965236, -0.2599262, 1.0]], ['2, k, 6', [0.1151898, -0.3285162, 1.0]], ['2, k, 7', [0.173262, -0.3617561, 1.0]], ['2, k, 8', [0.2992009, -0.1372412, 1.0]], ['2, k, 9', [0.3741018, -0.3350321, 1.0]], ['2, k, 10', [0.3193338, -0.1517075, 1.0]], ['2, k, 11', [0.2933694, -0.08477839, 1.0]], ['2, k, 12', [0.008040673, -0.4843037, 1.0]], ['2, k, 13', [-0.04707527, -0.5200307, 1.0]], ['2, k, 14', [-0.04157578, -0.904467, 1.0]], ['2, k, 15', [-0.02234536, -0.9376665, 1.0]], ['2, k, 16', [0.1639264, -0.509393, 1.0]], ['2, k, 17', [0.2358557, -0.5222797, 1.0]], ['2, k, 18', [0.214433, -0.9312389, 1.0]], ['2, k, 19', [0.2299614, -0.9644059, 1.0]], ['2, k, 20', [0.1451187, -0.08623635, 1.0]], ['2, k, 21', [0.2235925, -0.3728836, 1.0]], ['2, k, 22', [0.1833882, -0.3233182, 1.0]], ['2, k, 23', [0.2477698, -0.04412272, 1.0]], ['2, k, 24', [0.3136334, -0.05327938, 1.0]]]
[['2, k, 0', [0.08690189, -0.5030608, 1.0]], ['2, k, 1', [0.1210301, -0.2603461, 1.0]], ['2, k, 2', [0.1529009, -0.02940659, 1.0]], ['2, k, 3', [0.1754173, 0.1069894, 1.0]], ['2, k, 4', [-0.02035662, -0.09729834, 1.0]], ['2, k, 5', [-0.1047075, -0.2571624, 1.0]], ['2, k, 6', [0.05196702, -0.3171621, 1.0]], ['2, k, 7', [0.1133663, -0.337435, 1.0]], ['2, k, 8', [0.2989325, -0.1379523, 1.0]], ['2, k, 9', [0.3756711, -0.3324298, 1.0]], ['2, k, 10', [0.3203015, -0.1453758, 1.0]], ['2, k, 11', [0.2926553, -0.0772514, 1.0]], ['2, k, 12', [0.00738109, -0.4837559, 1.0]], ['2, k, 13', [-0.04716482, -0.5207108, 1.0]], ['2, k, 14', [-0.04067683, -0.9060519, 1.0]], ['2, k, 15', [-0.02193522, -0.9392623, 1.0]], ['2, k, 16', [0.1639227, -0.5092995, 1.0]], ['2, k, 17', [0.2359039, -0.5223315, 1.0]], ['2, k, 18', [0.2144352, -0.9312029, 1.0]], ['2, k, 19', [0.2294894, -0.9643751, 1.0]], ['2, k, 20', [0.1453115, -0.08625025, 1.0]], ['2, k, 21', [0.1707467, -0.3672969, 1.0]], ['2, k, 22', [0.1606612, -0.3158041, 1.0]], ['2, k, 23', [0.2451068, -0.03298596, 1.0]], ['2, k, 24', [0.3174307, -0.05168209, 1.0]]]
