[['2, k, 0', [-0.4323968, 0.009324869, 1.0]], ['2, k, 1', [-0.4388397, 0.302359, 1.0]], ['2, k, 2', [-0.4441147, 0.5858672, 1.0]], ['2, k, 3', [-0.453214, 0.7128099, 1.0]], ['2, k, 4', [-0.6122437, 0.4959933, 1.0]], ['2, k, 5', [-0.6813629, 0.2614751, 1.0]], ['2, k, 6', [-0.6351021, 0.04177187, 1.0]], ['2, k, 7', [-0.6243739, -0.01876846, 1.0]], ['2, k, 8', [-0.2623823, 0.5168933, 1.0]], ['2, k, 9', [-0.1443913, 0.3123117, 1.0]], ['2, k, 10', [-0.032025, 0.1329346, 1.0]], ['2, k, 11', [-0.006454293, 0.0761029, 1.0]], ['2, k, 12', [-0.50828, 0.004479602, 1.0]], ['2, k, 13', [-0.4866926, -0.3574467, 1.0]], ['2, k, 14', [-0.4704877, -0.6634525, 1.0]], ['2, k, 15', [-0.4930406, -0.7275459, 1.0]], ['2, k, 16', [-0.3431613, 0.01398023, 1.0]], ['2, k, 17', [-0.3151247, -0.3618503, 1.0]], ['2, k, 18', [-0.3034228, -0.6484439, 1.0]], ['2, k, 19', [-0.2875857, -0.7040949, 1.0]], ['2, k, 20', [-0.4432338, 0.5164203, 1.0]], ['2, k, 21', [-0.6060372, -0.1061471, 1.0]], ['2, k, 22', [-0.5977564, 0.01005106, 1.0]], ['2, k, 23', [0.03507611, 0.02454817, 1.0]], ['2, k, 24', [0.009895625, 0.01879819, 1.0]]]
[['2, k, 0', [-0.4231906, 0.01091062, 1.0]], ['2, k, 1', [-0.4346301, 0.3117178, 1.0]], ['2, k, 2', [-0.4420815, 0.6024325, 1.0]], ['2, k, 3', [-0.4322408, 0.7346435, 1.0]], ['2, k, 4', [-0.5995241, 0.5036115, 1.0]], ['2, k, 5', [-0.6775324, 0.2655426, 1.0]], ['2, k, 6', [-0.637382, 0.04438026, 1.0]], ['2, k, 7', [-0.6212246, -0.0180744, 1.0]], ['2, k, 8', [-0.2561811, 0.513396, 1.0]], ['2, k, 9', [-0.1456377, 0.3117163, 1.0]], ['2, k, 10', [-0.03032093, 0.1339167, 1.0]], ['2, k, 11', [-0.01772843, 0.1024907, 1.0]], ['2, k, 12', [-0.4962127, 0.01136156, 1.0]], ['2, k, 13', [-0.4883805, -0.3418556, 1.0]], ['2, k, 14', [-0.4770219, -0.6593599, 1.0]], ['2, k, 15', [-0.4871058, -0.7233146, 1.0]], ['2, k, 16', [-0.3369056, 0.01021218, 1.0]], ['2, k, 17', [-0.2810052, -0.359111, 1.0]], ['2, k, 18', [-0.2272277, -0.6310532, 1.0]], ['2, k, 19', [-0.2020855, -0.6717286, 1.0]], ['2, k, 20', [-0.4408184, 0.531269, 1.0]], ['2, k, 21', [-0.5983143, -0.1001591, 1.0]], ['2, k, 22', [-0.6264004, -0.02016863, 1.0]], ['2, k, 23', [0.03051875, 0.0202643, 1.0]], ['2, k, 24', [-0.02332452, 0.06239728, 1.0]]]
[['2, k, 0', [-0.4235304, 0.01183418, 1.0]], ['2, k, 1', [-0.4344772, 0.3120338, 1.0]], ['2, k, 2', [-0.4413869, 0.6027248, 1.0]], ['2, k, 3', [-0.4311544, 0.7349697, 1.0]], ['2, k, 4', [-0.5986084, 0.5036337, 1.0]], ['2, k, 5', [-0.6770425, 0.2656232, 1.0]], ['2, k, 6', [-0.6364025, 0.04484728, 1.0]], ['2, k, 7', [-0.6204413, -0.01645893, 1.0]], ['2, k, 8', [-0.255751, 0.5141683, 1.0]], ['2, k, 9', [-0.1449166, 0.3121705, 1.0]], ['2, k, 10', [-0.03042207, 0.1338237, 1.0]], ['2, k, 11', [-0.01647877, 0.1005408, 1.0]], ['2, k, 12', [-0.4965563, 0.01182242, 1.0]], ['2, k, 13', [-0.4884746, -0.342816, 1.0]], ['2, k, 14', [-0.4776254, -0.6621939, 1.0]], ['2, k, 15', [-0.4871377, -0.7233423, 1.0]], ['2, k, 16', [-0.3372052, 0.01171265, 1.0]], ['2, k, 17', [-0.289541, -0.3582078, 1.0]], ['2, k, 18', [-0.2520467, -0.6234364, 1.0]], ['2, k, 19', [-0.2325439, -0.7041016, 1.0]], ['2, k, 20', [-0.4403149, 0.5315689, 1.0]], ['2, k, 21', [-0.5977771, -0.09582882, 1.0]], ['2, k, 22', [-0.6527565, -0.03224526, 1.0]], ['2, k, 23', [0.02693952, 0.0206834, 1.0]], ['2, k, 24', [-0.02285359, 0.05711999, 1.0]]]
[['2, k, 0', [-0.4251019, 0.01353672, 1.0]], ['2, k, 1', [-0.4346728, 0.3127051, 1.0]], ['2, k, 2', [-0.4410827, 0.6033024, 1.0]], ['2, k, 3', [-0.4302618, 0.7352158, 1.0]], ['2, k, 4', [-0.5977699, 0.5036114, 1.0]], ['2, k, 5', [-0.6755899, 0.2666843, 1.0]], ['2, k, 6', [-0.635685, 0.04515417, 1.0]], ['2, k, 7', [-0.619514, -0.01831442, 1.0]], ['2, k, 8', [-0.2552882, 0.5143116, 1.0]], ['2, k, 9', [-0.1445478, 0.3120302, 1.0]], ['2, k, 10', [-0.03014239, 0.1336098, 1.0]], ['2, k, 11', [-0.01605413, 0.1031625, 1.0]], ['2, k, 12', [-0.4977168, 0.01199667, 1.0]], ['2, k, 13', [-0.4878397, -0.3483536, 1.0]], ['2, k, 14', [-0.4780938, -0.6632637, 1.0]], ['2, k, 15', [-0.4872748, -0.7232032, 1.0]], ['2, k, 16', [-0.3392591, 0.01607539, 1.0]], ['2, k, 17', [-0.3017576, -0.3580339, 1.0]], ['2, k, 18', [-0.264054, -0.6363164, 1.0]], ['2, k, 19', [-0.2575414, -0.7009439, 1.0]], ['2, k, 20', [-0.4401571, 0.5321202, 1.0]], ['2, k, 21', [-0.5966815, -0.100023, 1.0]], ['2, k, 22', [-0.6255948, -0.02159664, 1.0]], ['2, k, 23', [0.04901423, -0.0059788, 1.0]], ['2, k, 24', [0.002064336, 0.02846211, 1.0]]]
[['2, k, 0', [-0.4261037, 0.01488541, 1.0]], ['2, k, 1', [-0.4345266, 0.3130482, 1.0]], ['2, k, 2', [-0.439873, 0.6033119, 1.0]], ['2, k, 3', [-0.429402, 0.7352484, 1.0]], ['2, k, 4', [-0.5963098, 0.5038257, 1.0]], ['2, k, 5', [-0.674333, 0.2676061, 1.0]], ['2, k, 6', [-0.6342664, 0.04533106, 1.0]], ['2, k, 7', [-0.6167387, -0.01806144, 1.0]], ['2, k, 8', [-0.2547687, 0.5145617, 1.0]], ['2, k, 9', [-0.1445486, 0.3120297, 1.0]], ['2, k, 10', [-0.0301142, 0.1336346, 1.0]], ['2, k, 11', [-0.01603272, 0.1022382, 1.0]], ['2, k, 12', [-0.4986749, 0.01241803, 1.0]], ['2, k, 13', [-0.4884948, -0.3493662, 1.0]], ['2, k, 14', [-0.4779647, -0.6634569, 1.0]], ['2, k, 15', [-0.4894415, -0.7234492, 1.0]], ['2, k, 16', [-0.34015, 0.0180509, 1.0]], ['2, k, 17', [-0.3079656, -0.3601014, 1.0]], ['2, k, 18', [-0.2758856, -0.6400194, 1.0]], ['2, k, 19', [-0.2807841, -0.7038099, 1.0]], ['2, k, 20', [-0.4393662, 0.5322573, 1.0]], ['2, k, 21', [-0.595952, -0.100559, 1.0]], ['2, k, 22', [-0.649114, -0.03146785, 1.0]], ['2, k, 23', [0.02154368, 0.01465189, 1.0]], ['2, k, 24', [0.001003315, 0.02845839, 1.0]]]
[['2, k, 0', [-0.4275334, 0.01582377, 1.0]], ['2, k, 1', [-0.4346098, 0.3134098, 1.0]], ['2, k, 2', [-0.4392098, 0.6035559, 1.0]], ['2, k, 3', [-0.4287572, 0.7357403, 1.0]], ['2, k, 4', [-0.595276, 0.5038539, 1.0]], ['2, k, 5', [-0.6735145, 0.2674974, 1.0]], ['2, k, 6', [-0.6326431, 0.04504313, 1.0]], ['2, k, 7', [-0.6149657, -0.01765003, 1.0]], ['2, k, 8', [-0.2531615, 0.5158038, 1.0]], ['2, k, 9', [-0.144415, 0.3120988, 1.0]], ['2, k, 10', [-0.02998294, 0.1337052, 1.0]], ['2, k, 11', [-0.01556243, 0.1027511, 1.0]], ['2, k, 12', [-0.5002914, 0.01300356, 1.0]], ['2, k, 13', [-0.4890497, -0.3495271, 1.0]], ['2, k, 14', [-0.4768462, -0.6642267, 1.0]], ['2, k, 15', [-0.4914903, -0.725353, 1.0]], ['2, k, 16', [-0.3413052, 0.01898278, 1.0]], ['2, k, 17', [-0.3151295, -0.3580398, 1.0]], ['2, k, 18', [-0.3024407, -0.6482273, 1.0]], ['2, k, 19', [-0.2919663, -0.7056192, 1.0]], ['2, k, 20', [-0.4389585, 0.5325291, 1.0]], ['2, k, 21', [-0.5914255, -0.09926195, 1.0]], ['2, k, 22', [-0.6142366, -0.02316938, 1.0]], ['2, k, 23', [0.04938755, -0.006024339, 1.0]], ['2, k, 24', [-2.976168e-05, 0.02617171, 1.0]]]
[['2, k, 0', [-0.4291669, 0.01642566, 1.0]], ['2, k, 1', [-0.4346792, 0.3136343, 1.0]], ['2, k, 2', [-0.4381211, 0.6037024, 1.0]], ['2, k, 3', [-0.4282171, 0.7359309, 1.0]], ['2, k, 4', [-0.5944011, 0.5038347, 1.0]], ['2, k, 5', [-0.671794, 0.2676239, 1.0]], ['2, k, 6', [-0.6316676, 0.04480077, 1.0]], ['2, k, 7', [-0.6141967, -0.01428593, 1.0]], ['2, k, 8', [-0.2526068, 0.5158702, 1.0]], ['2, k, 9', [-0.1433824, 0.3127771, 1.0]], ['2, k, 10', [-0.02989106, 0.1338037, 1.0]], ['2, k, 11', [-0.01706512, 0.1040047, 1.0]], ['2, k, 12', [-0.5021375, 0.01325072, 1.0]], ['2, k, 13', [-0.4895832, -0.349541, 1.0]], ['2, k, 14', [-0.4764454, -0.6655399, 1.0]], ['2, k, 15', [-0.4909867, -0.7269711, 1.0]], ['2, k, 16', [-0.3426843, 0.01970749, 1.0]], ['2, k, 17', [-0.3226566, -0.3585767, 1.0]], ['2, k, 18', [-0.3087607, -0.6482516, 1.0]], ['2, k, 19', [-0.3080564, -0.7083416, 1.0]], ['2, k, 20', [-0.4382806, 0.5327376, 1.0]], ['2, k, 21', [-0.591162, -0.09887499, 1.0]], ['2, k, 22', [-0.617317, -0.01602058, 1.0]], ['2, k, 23', [0.02179558, 0.0154945, 1.0]], ['2, k, 24', [0.001115678, 0.02938105, 1.0]]]
[['2, k, 0', [-0.4299857, 0.01681453, 1.0]], ['2, k, 1', [-0.4346898, 0.3138471, 1.0]], ['2, k, 2', [-0.437497, 0.6037204, 1.0]], ['2, k, 3', [-0.4279214, 0.7360249, 1.0]], ['2, k, 4', [-0.5937613, 0.5038553, 1.0]], ['2, k, 5', [-0.6706957, 0.2671278, 1.0]], ['2, k, 6', [-0.6303696, 0.04512975, 1.0]], ['2, k, 7', [-0.6110426, -0.01345697, 1.0]], ['2, k, 8', [-0.2522393, 0.5158157, 1.0]], ['2, k, 9', [-0.1432573, 0.312949, 1.0]], ['2, k, 10', [-0.02946956, 0.134164, 1.0]], ['2, k, 11', [-0.01636964, 0.1043057, 1.0]], ['2, k, 12', [-0.5031404, 0.01359455, 1.0]], ['2, k, 13', [-0.4910141, -0.3498762, 1.0]], ['2, k, 14', [-0.474889, -0.6669086, 1.0]], ['2, k, 15', [-0.4897438, -0.7267643, 1.0]], ['2, k, 16', [-0.3432962, 0.0200138, 1.0]], ['2, k, 17', [-0.3297869, -0.3585269, 1.0]], ['2, k, 18', [-0.3229018, -0.6511195, 1.0]], ['2, k, 19', [-0.3171154, -0.7092357, 1.0]], ['2, k, 20', [-0.4378416, 0.5328159, 1.0]], ['2, k, 21', [-0.5855776, -0.0951165, 1.0]], ['2, k, 22', [-0.6208865, -0.01981911, 1.0]], ['2, k, 23', [0.04903756, -0.005981646, 1.0]], ['2, k, 24', [0.0009455025, 0.02818591, 1.0]]]
[['2, k, 0', [-0.431307, 0.01728642, 1.0]], ['2, k, 1', [-0.434765, 0.3141274, 1.0]], ['2, k, 2', [-0.4367726, 0.6038023, 1.0]], ['2, k, 3', [-0.4274998, 0.7363083, 1.0]], ['2, k, 4', [-0.593254, 0.5036342, 1.0]], ['2, k, 5', [-0.6698028, 0.266721, 1.0]], ['2, k, 6', [-0.6289013, 0.04512388, 1.0]], ['2, k, 7', [-0.6085865, -0.01424409, 1.0]], ['2, k, 8', [-0.2518212, 0.5154482, 1.0]], ['2, k, 9', [-0.1424204, 0.3127839, 1.0]], ['2, k, 10', [-0.02910349, 0.133697, 1.0]], ['2, k, 11', [-0.0157478, 0.1013085, 1.0]], ['2, k, 12', [-0.5043302, 0.0139564, 1.0]], ['2, k, 13', [-0.4932463, -0.3507513, 1.0]], ['2, k, 14', [-0.4737912, -0.6686511, 1.0]], ['2, k, 15', [-0.489234, -0.7279091, 1.0]], ['2, k, 16', [-0.3447095, 0.02047998, 1.0]], ['2, k, 17', [-0.3333312, -0.3578944, 1.0]], ['2, k, 18', [-0.3290172, -0.653852, 1.0]], ['2, k, 19', [-0.3235358, -0.7105877, 1.0]], ['2, k, 20', [-0.4373645, 0.5329397, 1.0]], ['2, k, 21', [-0.5840738, -0.0946942, 1.0]], ['2, k, 22', [-0.6141989, -0.02409922, 1.0]], ['2, k, 23', [0.04901423, -0.0059788, 1.0]], ['2, k, 24', [-0.008335907, 0.03448465, 1.0]]]
[['2, k, 0', [-0.4318535, 0.01759995, 1.0]], ['2, k, 1', [-0.4348572, 0.3143995, 1.0]], ['2, k, 2', [-0.4364986, 0.6038956, 1.0]], ['2, k, 3', [-0.4271155, 0.7365524, 1.0]], ['2, k, 4', [-0.5929009, 0.5036453, 1.0]], ['2, k, 5', [-0.668399, 0.2669559, 1.0]], ['2, k, 6', [-0.6280256, 0.04566655, 1.0]], ['2, k, 7', [-0.6075163, -0.01333456, 1.0]], ['2, k, 8', [-0.2517586, 0.5155103, 1.0]], ['2, k, 9', [-0.1422213, 0.3127988, 1.0]], ['2, k, 10', [-0.02899671, 0.1336466, 1.0]], ['2, k, 11', [-0.01449099, 0.1006813, 1.0]], ['2, k, 12', [-0.5049942, 0.01421914, 1.0]], ['2, k, 13', [-0.4953218, -0.351749, 1.0]], ['2, k, 14', [-0.4725153, -0.6699062, 1.0]], ['2, k, 15', [-0.4883972, -0.7291471, 1.0]], ['2, k, 16', [-0.345125, 0.02076273, 1.0]], ['2, k, 17', [-0.3358695, -0.3594345, 1.0]], ['2, k, 18', [-0.3314863, -0.6553939, 1.0]], ['2, k, 19', [-0.3272321, -0.7114518, 1.0]], ['2, k, 20', [-0.4371571, 0.5330612, 1.0]], ['2, k, 21', [-0.5806083, -0.09233146, 1.0]], ['2, k, 22', [-0.6413859, -0.03626719, 1.0]], ['2, k, 23', [0.04630863, -0.005643629, 1.0]], ['2, k, 24', [-0.03354223, 0.0796539, 1.0]]]
[['2, k, 0', [-0.4326993, 0.01791504, 1.0]], ['2, k, 1', [-0.4349315, 0.3145361, 1.0]], ['2, k, 2', [-0.435947, 0.6038232, 1.0]], ['2, k, 3', [-0.4269611, 0.7366081, 1.0]], ['2, k, 4', [-0.5925489, 0.5037064, 1.0]], ['2, k, 5', [-0.6677542, 0.2666685, 1.0]], ['2, k, 6', [-0.6269647, 0.0459197, 1.0]], ['2, k, 7', [-0.6052071, -0.01266189, 1.0]], ['2, k, 8', [-0.2515639, 0.5154914, 1.0]], ['2, k, 9', [-0.1421398, 0.3127916, 1.0]], ['2, k, 10', [-0.0287879, 0.1337191, 1.0]], ['2, k, 11', [-0.01612774, 0.1021945, 1.0]], ['2, k, 12', [-0.5060264, 0.01450964, 1.0]], ['2, k, 13', [-0.4966947, -0.35278, 1.0]], ['2, k, 14', [-0.4720496, -0.6707065, 1.0]], ['2, k, 15', [-0.488108, -0.7298007, 1.0]], ['2, k, 16', [-0.3457798, 0.02102985, 1.0]], ['2, k, 17', [-0.3378614, -0.3602533, 1.0]], ['2, k, 18', [-0.3296182, -0.6549956, 1.0]], ['2, k, 19', [-0.3293904, -0.7124377, 1.0]], ['2, k, 20', [-0.4367896, 0.5330722, 1.0]], ['2, k, 21', [-0.5766433, -0.09033467, 1.0]], ['2, k, 22', [-0.631466, -0.04398022, 1.0]], ['2, k, 23', [0.0463047, -0.005997331, 1.0]], ['2, k, 24', [-0.0226283, 0.06157412, 1.0]]]
[['2, k, 0', [-0.43296, 0.01808771, 1.0]], ['2, k, 1', [-0.4349432, 0.3147792, 1.0]], ['2, k, 2', [-0.4355433, 0.6040553, 1.0]], ['2, k, 3', [-0.4268279, 0.7367492, 1.0]], ['2, k, 4', [-0.5922741, 0.5037677, 1.0]], ['2, k, 5', [-0.6673622, 0.2666066, 1.0]], ['2, k, 6', [-0.6266546, 0.04611181, 1.0]], ['2, k, 7', [-0.6059977, -0.01113632, 1.0]], ['2, k, 8', [-0.251489, 0.5156127, 1.0]], ['2, k, 9', [-0.142158, 0.3129983, 1.0]], ['2, k, 10', [-0.02878535, 0.1339346, 1.0]], ['2, k, 11', [-0.01529231, 0.1015181, 1.0]], ['2, k, 12', [-0.506277, 0.01465657, 1.0]], ['2, k, 13', [-0.4979071, -0.3536774, 1.0]], ['2, k, 14', [-0.4715584, -0.6719989, 1.0]], ['2, k, 15', [-0.4889843, -0.7301002, 1.0]], ['2, k, 16', [-0.3460323, 0.02118497, 1.0]], ['2, k, 17', [-0.3382083, -0.3615156, 1.0]], ['2, k, 18', [-0.3279237, -0.6540955, 1.0]], ['2, k, 19', [-0.3248924, -0.7147872, 1.0]], ['2, k, 20', [-0.4364551, 0.533308, 1.0]], ['2, k, 21', [-0.5767938, -0.08988571, 1.0]], ['2, k, 22', [-0.6425128, -0.02152417, 1.0]], ['2, k, 23', [0.03328805, 0.02494214, 1.0]], ['2, k, 24', [-0.02894694, 0.07154171, 1.0]]]
[['2, k, 0', [-0.433593, 0.01820077, 1.0]], ['2, k, 1', [-0.4352494, 0.3150315, 1.0]], ['2, k, 2', [-0.4355567, 0.6042021, 1.0]], ['2, k, 3', [-0.4268194, 0.736921, 1.0]], ['2, k, 4', [-0.5922284, 0.5038531, 1.0]], ['2, k, 5', [-0.6673536, 0.2666145, 1.0]], ['2, k, 6', [-0.6263594, 0.04630511, 1.0]], ['2, k, 7', [-0.6078261, -0.01042447, 1.0]], ['2, k, 8', [-0.2516467, 0.5153049, 1.0]], ['2, k, 9', [-0.1420996, 0.3133034, 1.0]], ['2, k, 10', [-0.02882022, 0.1341823, 1.0]], ['2, k, 11', [-0.01661267, 0.1014297, 1.0]], ['2, k, 12', [-0.5069439, 0.01462501, 1.0]], ['2, k, 13', [-0.4985761, -0.3535419, 1.0]], ['2, k, 14', [-0.4717852, -0.6728863, 1.0]], ['2, k, 15', [-0.4900836, -0.7297042, 1.0]], ['2, k, 16', [-0.3466395, 0.0214154, 1.0]], ['2, k, 17', [-0.3384746, -0.3629282, 1.0]], ['2, k, 18', [-0.3246344, -0.6537257, 1.0]], ['2, k, 19', [-0.3188251, -0.7142383, 1.0]], ['2, k, 20', [-0.4364859, 0.5334652, 1.0]], ['2, k, 21', [-0.5783215, -0.08899115, 1.0]], ['2, k, 22', [-0.6115595, -0.01897233, 1.0]], ['2, k, 23', [0.04950422, -0.006038569, 1.0]], ['2, k, 24', [-0.02328952, 0.05883835, 1.0]]]
[['2, k, 0', [-0.4338283, 0.01851723, 1.0]], ['2, k, 1', [-0.435381, 0.3152743, 1.0]], ['2, k, 2', [-0.4355496, 0.6042458, 1.0]], ['2, k, 3', [-0.4269214, 0.7371007, 1.0]], ['2, k, 4', [-0.5922788, 0.5040123, 1.0]], ['2, k, 5', [-0.6673623, 0.2665875, 1.0]], ['2, k, 6', [-0.6263503, 0.0468934, 1.0]], ['2, k, 7', [-0.6090959, -0.01100444, 1.0]], ['2, k, 8', [-0.2517961, 0.5152675, 1.0]], ['2, k, 9', [-0.1421116, 0.3134005, 1.0]], ['2, k, 10', [-0.02911483, 0.1340994, 1.0]], ['2, k, 11', [-0.01725497, 0.1013357, 1.0]], ['2, k, 12', [-0.5071679, 0.01475475, 1.0]], ['2, k, 13', [-0.4988919, -0.3539166, 1.0]], ['2, k, 14', [-0.4720322, -0.6739287, 1.0]], ['2, k, 15', [-0.4911294, -0.7294238, 1.0]], ['2, k, 16', [-0.3468817, 0.0219321, 1.0]], ['2, k, 17', [-0.3355965, -0.3666773, 1.0]], ['2, k, 18', [-0.3186476, -0.6542166, 1.0]], ['2, k, 19', [-0.3040984, -0.715148, 1.0]], ['2, k, 20', [-0.4364739, 0.5335417, 1.0]], ['2, k, 21', [-0.5815102, -0.08715164, 1.0]], ['2, k, 22', [-0.6203921, -0.01684177, 1.0]], ['2, k, 23', [0.03050614, 0.02138877, 1.0]], ['2, k, 24', [-0.02166663, 0.05662066, 1.0]]]
[['2, k, 0', [-0.4347845, 0.01908785, 1.0]], ['2, k, 1', [-0.4361087, 0.3157636, 1.0]], ['2, k, 2', [-0.4360091, 0.6042575, 1.0]], ['2, k, 3', [-0.4270736, 0.737293, 1.0]], ['2, k, 4', [-0.5926798, 0.5043266, 1.0]], ['2, k, 5', [-0.668152, 0.2662894, 1.0]], ['2, k, 6', [-0.6283495, 0.0498504, 1.0]], ['2, k, 7', [-0.6149384, -0.01251602, 1.0]], ['2, k, 8', [-0.2520749, 0.5153111, 1.0]], ['2, k, 9', [-0.1420799, 0.3135875, 1.0]], ['2, k, 10', [-0.03195124, 0.1325068, 1.0]], ['2, k, 11', [-0.01812357, 0.1021549, 1.0]], ['2, k, 12', [-0.5080806, 0.01508272, 1.0]], ['2, k, 13', [-0.4988613, -0.3538945, 1.0]], ['2, k, 14', [-0.4720758, -0.6748202, 1.0]], ['2, k, 15', [-0.4918601, -0.7294716, 1.0]], ['2, k, 16', [-0.3478519, 0.02267507, 1.0]], ['2, k, 17', [-0.3297925, -0.3695617, 1.0]], ['2, k, 18', [-0.3049617, -0.6520239, 1.0]], ['2, k, 19', [-0.2787099, -0.7112986, 1.0]], ['2, k, 20', [-0.436835, 0.533617, 1.0]], ['2, k, 21', [-0.5895983, -0.09069745, 1.0]], ['2, k, 22', [-0.6343966, -0.02098555, 1.0]], ['2, k, 23', [0.02148652, 0.0146118, 1.0]], ['2, k, 24', [-0.02826941, 0.06826552, 1.0]]]
[['2, k, 0', [-0.4350677, 0.01918206, 1.0]], ['2, k, 1', [-0.4365193, 0.3160605, 1.0]], ['2, k, 2', [-0.4363679, 0.6045244, 1.0]], ['2, k, 3', [-0.4273114, 0.7374363, 1.0]], ['2, k, 4', [-0.5936531, 0.5047742, 1.0]], ['2, k, 5', [-0.6701513, 0.2678669, 1.0]], ['2, k, 6', [-0.6304088, 0.05118462, 1.0]], ['2, k, 7', [-0.6201316, -0.01368763, 1.0]], ['2, k, 8', [-0.2524202, 0.5153127, 1.0]], ['2, k, 9', [-0.142211, 0.3135396, 1.0]], ['2, k, 10', [-0.03184329, 0.1326089, 1.0]], ['2, k, 11', [-0.01589748, 0.09958608, 1.0]], ['2, k, 12', [-0.5083392, 0.01513069, 1.0]], ['2, k, 13', [-0.4988313, -0.3539593, 1.0]], ['2, k, 14', [-0.4709696, -0.6747344, 1.0]], ['2, k, 15', [-0.4919151, -0.7294549, 1.0]], ['2, k, 16', [-0.3481508, 0.02280258, 1.0]], ['2, k, 17', [-0.3277614, -0.3693962, 1.0]], ['2, k, 18', [-0.2903597, -0.6416808, 1.0]], ['2, k, 19', [-0.2638379, -0.7085809, 1.0]], ['2, k, 20', [-0.4371609, 0.5338842, 1.0]], ['2, k, 21', [-0.5958806, -0.09436141, 1.0]], ['2, k, 22', [-0.6236125, -0.01866033, 1.0]], ['2, k, 23', [0.02281855, 0.01749554, 1.0]], ['2, k, 24', [-0.02882595, 0.06870728, 1.0]]]
[['2, k, 0', [-0.4354771, 0.01911601, 1.0]], ['2, k, 1', [-0.4368715, 0.3160889, 1.0]], ['2, k, 2', [-0.4365371, 0.6044836, 1.0]], ['2, k, 3', [-0.4275475, 0.7375493, 1.0]], ['2, k, 4', [-0.5940211, 0.5047497, 1.0]], ['2, k, 5', [-0.6716462, 0.2688977, 1.0]], ['2, k, 6', [-0.6316817, 0.05206926, 1.0]], ['2, k, 7', [-0.6239261, -0.01368282, 1.0]], ['2, k, 8', [-0.2526158, 0.5153144, 1.0]], ['2, k, 9', [-0.1422444, 0.3135062, 1.0]], ['2, k, 10', [-0.03203818, 0.1324668, 1.0]], ['2, k, 11', [-0.0171874, 0.09881763, 1.0]], ['2, k, 12', [-0.508859, 0.01520411, 1.0]], ['2, k, 13', [-0.4983632, -0.3544723, 1.0]], ['2, k, 14', [-0.4716268, -0.6749059, 1.0]], ['2, k, 15', [-0.492231, -0.7294592, 1.0]], ['2, k, 16', [-0.3485207, 0.02262297, 1.0]], ['2, k, 17', [-0.322904, -0.3720731, 1.0]], ['2, k, 18', [-0.2818761, -0.6460071, 1.0]], ['2, k, 19', [-0.2481416, -0.7082596, 1.0]], ['2, k, 20', [-0.4373219, 0.5338607, 1.0]], ['2, k, 21', [-0.6012719, -0.09465922, 1.0]], ['2, k, 22', [-0.6253679, -0.01370231, 1.0]], ['2, k, 23', [0.04901423, -0.0059788, 1.0]], ['2, k, 24', [-0.02044377, 0.05531019, 1.0]]]
[['2, k, 0', [-0.4358704, 0.0185383, 1.0]], ['2, k, 1', [-0.4373273, 0.3160282, 1.0]], ['2, k, 2', [-0.43727, 0.6047422, 1.0]], ['2, k, 3', [-0.4282728, 0.7376862, 1.0]], ['2, k, 4', [-0.5947868, 0.5049712, 1.0]], ['2, k, 5', [-0.6730407, 0.2690511, 1.0]], ['2, k, 6', [-0.6336313, 0.05187375, 1.0]], ['2, k, 7', [-0.6283947, -0.01411793, 1.0]], ['2, k, 8', [-0.2538495, 0.514358, 1.0]], ['2, k, 9', [-0.1423365, 0.3134436, 1.0]], ['2, k, 10', [-0.03203816, 0.1324556, 1.0]], ['2, k, 11', [-0.0171126, 0.09987648, 1.0]], ['2, k, 12', [-0.5092068, 0.01505528, 1.0]], ['2, k, 13', [-0.4974042, -0.3558212, 1.0]], ['2, k, 14', [-0.4739401, -0.6750441, 1.0]], ['2, k, 15', [-0.492542, -0.7294628, 1.0]], ['2, k, 16', [-0.3489578, 0.02121797, 1.0]], ['2, k, 17', [-0.3158078, -0.3739396, 1.0]], ['2, k, 18', [-0.2578304, -0.6498324, 1.0]], ['2, k, 19', [-0.2214476, -0.708438, 1.0]], ['2, k, 20', [-0.4379434, 0.5340202, 1.0]], ['2, k, 21', [-0.6058928, -0.09915782, 1.0]], ['2, k, 22', [-0.6339239, -0.01813751, 1.0]], ['2, k, 23', [0.04663013, -0.006040025, 1.0]], ['2, k, 24', [-0.02430433, 0.06125259, 1.0]]]
