[['2, k, 0', [-34.61232, 87.0821, 1.0]], ['2, k, 1', [-35.17557906171444, 117.23992891107719, 1.0]], ['2, k, 2', [-35.45830029006222, 139.97407800829382, 1.0]], ['2, k, 3', [-35.48029364755702, 146.4199725146249, 1.0]], ['2, k, 4', [-16.47542188084357, 137.39565513674333, 1.0]], ['2, k, 5', [3.032645651874663, 130.88081504660678, 1.0]], ['2, k, 6', [18.848873734182234, 147.35294916242427, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-50.087254512971604, 135.22836899390913, 1.0]], ['2, k, 9', [-76.36307702712432, 142.58798931045044, 1.0]], ['2, k, 10', [-80.00172786154589, 165.43365231790858, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.182299630060534, 86.69717268350195, 1.0]], ['2, k, 13', [-12.952936597351737, 50.38222666410587, 1.0]], ['2, k, 14', [-0.07604228168304239, 15.001935727642724, 1.0]], ['2, k, 15', [6.675319722805576, 11.664107953434524, 1.0]], ['2, k, 16', [-40.09016523964386, 87.20060166881781, 1.0]], ['2, k, 17', [-53.575541461701484, 51.18066089950299, 1.0]], ['2, k, 18', [-72.37627256685687, 14.962840101265165, 1.0]], ['2, k, 19', [-65.77396887759674, 11.508561083789198, 1.0]], ['2, k, 20', [-35.45830029006222, 139.97407800829382, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-34.96637, 85.17455, 1.0]], ['2, k, 1', [-34.512191732795735, 114.54689288640192, 1.0]], ['2, k, 2', [-34.02917341506373, 136.73794648448276, 1.0]], ['2, k, 3', [-33.82217552997612, 143.02769558004437, 1.0]], ['2, k, 4', [-15.152304563599035, 135.95478744984663, 1.0]], ['2, k, 5', [5.186490708479141, 129.92833442709187, 1.0]], ['2, k, 6', [22.03267405492218, 144.43964048075924, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.355791789353034, 134.3083399799742, 1.0]], ['2, k, 9', [-74.2789122975003, 142.3739178650906, 1.0]], ['2, k, 10', [-76.73673907967762, 164.16630260996186, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-27.846194501603833, 84.44863184778805, 1.0]], ['2, k, 13', [-10.374292988269797, 51.30619819769051, 1.0]], ['2, k, 14', [4.035932045451251, 16.522206502167528, 1.0]], ['2, k, 15', [10.233092486263192, 13.119054220103624, 1.0]], ['2, k, 16', [-41.14656669617699, 85.61859476576663, 1.0]], ['2, k, 17', [-49.752056093490765, 49.0080450273497, 1.0]], ['2, k, 18', [-69.66840462637388, 13.834273601356344, 1.0]], ['2, k, 19', [-64.00452561207193, 10.300325320271064, 1.0]], ['2, k, 20', [-34.02917341506373, 136.73794648448276, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.064153999999995, 85.23765, 1.0]], ['2, k, 1', [-34.61547109913476, 114.61045174282982, 1.0]], ['2, k, 2', [-34.13956435903478, 136.8081278008627, 1.0]], ['2, k, 3', [-33.933664674029444, 143.09990724119774, 1.0]], ['2, k, 4', [-15.284082663079065, 135.996754141213, 1.0]], ['2, k, 5', [5.054334629574818, 129.9065870348673, 1.0]], ['2, k, 6', [21.96964878713549, 144.270268258098, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.40496723990677, 134.34659585616166, 1.0]], ['2, k, 9', [-74.34330346382623, 142.45284012201623, 1.0]], ['2, k, 10', [-76.9045170240693, 164.25358027744136, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-27.927842189172683, 84.51298724061517, 1.0]], ['2, k, 13', [-10.477756715937822, 51.24509504486588, 1.0]], ['2, k, 14', [3.9946213947016336, 16.520248353517488, 1.0]], ['2, k, 15', [10.179011908679094, 13.119640055272749, 1.0]], ['2, k, 16', [-41.24497181528149, 85.69077487271008, 1.0]], ['2, k, 17', [-49.89430782804584, 49.04736454204763, 1.0]], ['2, k, 18', [-69.52378799580086, 13.713688556021701, 1.0]], ['2, k, 19', [-63.86710049802739, 10.194843939221027, 1.0]], ['2, k, 20', [-34.13956435903478, 136.8081278008627, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.145752, 85.302288, 1.0]], ['2, k, 1', [-34.701283588895016, 114.66286687962065, 1.0]], ['2, k, 2', [-34.23002802660757, 136.8625636671428, 1.0]], ['2, k, 3', [-34.02450934816545, 143.1554505677004, 1.0]], ['2, k, 4', [-15.362706626530898, 136.02353054748951, 1.0]], ['2, k, 5', [4.991186881160079, 129.86351933958588, 1.0]], ['2, k, 6', [21.964999320399283, 144.10092490525685, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.4701110699565, 134.37688941459822, 1.0]], ['2, k, 9', [-74.33975804016066, 142.49612915753707, 1.0]], ['2, k, 10', [-77.02079577865479, 164.30116438434797, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-27.988235507690195, 84.57778262836136, 1.0]], ['2, k, 13', [-10.56815791526666, 51.19703604337293, 1.0]], ['2, k, 14', [3.9484641843324155, 16.514560873532496, 1.0]], ['2, k, 15', [10.121302919069208, 13.114565655549175, 1.0]], ['2, k, 16', [-41.32762964849384, 85.76632080310404, 1.0]], ['2, k, 17', [-49.98026922144679, 49.06161324555014, 1.0]], ['2, k, 18', [-69.3707870899901, 13.592137456983714, 1.0]], ['2, k, 19', [-63.71803334138297, 10.086299692633812, 1.0]], ['2, k, 20', [-34.23002802660757, 136.8625636671428, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.23501, 85.37614199999999, 1.0]], ['2, k, 1', [-34.791024205356024, 114.71379575600213, 1.0]], ['2, k, 2', [-34.320646241807935, 136.91802708616538, 1.0]], ['2, k, 3', [-34.114514405220994, 143.21240420028178, 1.0]], ['2, k, 4', [-15.465525209298978, 136.05509542497964, 1.0]], ['2, k, 5', [4.954035984386664, 129.8208264670756, 1.0]], ['2, k, 6', [21.974008069143068, 143.94164552585374, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.52930159453157, 134.41387670150306, 1.0]], ['2, k, 9', [-74.4117645287527, 142.56979004719932, 1.0]], ['2, k, 10', [-77.19323046802283, 164.389483062543, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.049513681043315, 84.64654068473814, 1.0]], ['2, k, 13', [-10.621889151636246, 51.186535925346085, 1.0]], ['2, k, 14', [3.9643872718439077, 16.539389693339288, 1.0]], ['2, k, 15', [10.13272292384709, 13.139672695587535, 1.0]], ['2, k, 16', [-41.42900838342078, 85.85128699357598, 1.0]], ['2, k, 17', [-50.10499808571278, 49.08684560073984, 1.0]], ['2, k, 18', [-69.2747339510294, 13.49313529828099, 1.0]], ['2, k, 19', [-63.62838614254127, 9.99886297172128, 1.0]], ['2, k, 20', [-34.320646241807935, 136.91802708616538, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.33352, 85.442342, 1.0]], ['2, k, 1', [-34.886019874600834, 114.76453235399138, 1.0]], ['2, k, 2', [-34.41189831025298, 136.97426710340176, 1.0]], ['2, k, 3', [-34.20401939787406, 143.2699999970472, 1.0]], ['2, k, 4', [-15.592382655746441, 136.08101227556193, 1.0]], ['2, k, 5', [4.927910393661556, 129.77640624276484, 1.0]], ['2, k, 6', [21.98267548924756, 143.7989871354122, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.54231620136087, 134.45696367366153, 1.0]], ['2, k, 9', [-74.54055849209409, 142.67774670616805, 1.0]], ['2, k, 10', [-77.4144859388288, 164.56870003496286, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.125236261754438, 84.70537025865971, 1.0]], ['2, k, 13', [-10.688411546816212, 51.18720298879665, 1.0]], ['2, k, 14', [3.9845730444056926, 16.534205775873026, 1.0]], ['2, k, 15', [10.146691812659695, 13.134593805632628, 1.0]], ['2, k, 16', [-41.54202441763087, 85.92656253332962, 1.0]], ['2, k, 17', [-50.23150228499249, 49.117586618516704, 1.0]], ['2, k, 18', [-69.21847340930486, 13.42449639845178, 1.0]], ['2, k, 19', [-63.581036218010034, 9.939912226047197, 1.0]], ['2, k, 20', [-34.41189831025298, 136.97426710340176, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.422792, 85.50580399999998, 1.0]], ['2, k, 1', [-34.97244565254905, 114.8162455885319, 1.0]], ['2, k, 2', [-34.495456539647876, 137.02574516689455, 1.0]], ['2, k, 3', [-34.28662015835852, 143.3196007139644, 1.0]], ['2, k, 4', [-15.685902409273108, 136.10734786833734, 1.0]], ['2, k, 5', [4.9878783119619285, 129.73469166918375, 1.0]], ['2, k, 6', [22.06761992781098, 143.6753838416708, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.60005195971914, 134.51093582097454, 1.0]], ['2, k, 9', [-74.61308178803895, 142.76410175486785, 1.0]], ['2, k, 10', [-77.58117959142103, 164.77324980585243, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.196212170346893, 84.75965232164265, 1.0]], ['2, k, 13', [-10.728415009003644, 51.20329048527422, 1.0]], ['2, k, 14', [4.023723856432062, 16.540660661598928, 1.0]], ['2, k, 15', [10.179733191209568, 13.141118049245245, 1.0]], ['2, k, 16', [-41.64531704757787, 85.99214793629896, 1.0]], ['2, k, 17', [-50.33709513232035, 49.14245063938964, 1.0]], ['2, k, 18', [-69.1859976847989, 13.378855088199543, 1.0]], ['2, k, 19', [-63.560689796125615, 9.902284177789994, 1.0]], ['2, k, 20', [-34.495456539647876, 137.02574516689455, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.518876, 85.57191399999999, 1.0]], ['2, k, 1', [-35.061870186011056, 114.86428450326072, 1.0]], ['2, k, 2', [-34.58047453382973, 137.07212740723176, 1.0]], ['2, k, 3', [-34.37059107506334, 143.3619873649718, 1.0]], ['2, k, 4', [-15.800140998595921, 136.1387672185358, 1.0]], ['2, k, 5', [5.007388533333124, 129.71903321144427, 1.0]], ['2, k, 6', [22.115014599813257, 143.56075566547742, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.67555027343852, 134.56802504407176, 1.0]], ['2, k, 9', [-74.73892919176764, 142.8561500868784, 1.0]], ['2, k, 10', [-77.81557887553848, 164.98591178989213, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.276629638572054, 84.81378411590943, 1.0]], ['2, k, 13', [-10.731540630996953, 51.259259757459134, 1.0]], ['2, k, 14', [4.094483968069611, 16.60054964422814, 1.0]], ['2, k, 15', [10.24799140629569, 13.202184074154713, 1.0]], ['2, k, 16', [-41.75329216961774, 86.04834337227065, 1.0]], ['2, k, 17', [-50.418750341819596, 49.16685756919543, 1.0]], ['2, k, 18', [-69.1755029528432, 13.368841079662985, 1.0]], ['2, k, 19', [-63.564227901361434, 9.898538650580686, 1.0]], ['2, k, 20', [-34.58047453382973, 137.07212740723176, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.60928800000001, 85.62638, 1.0]], ['2, k, 1', [-35.14556779734383, 114.90943270511444, 1.0]], ['2, k, 2', [-34.65891634624745, 137.11337077251133, 1.0]], ['2, k, 3', [-34.447772257544955, 143.39851692631655, 1.0]], ['2, k, 4', [-15.922952982897005, 136.17705097877737, 1.0]], ['2, k, 5', [4.944399403262423, 129.7255753371057, 1.0]], ['2, k, 6', [22.060929139628385, 143.46265473135009, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.651626255577824, 134.63007721372088, 1.0]], ['2, k, 9', [-74.92874262150367, 143.01092008496283, 1.0]], ['2, k, 10', [-78.11017115424688, 165.28434090753305, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.36133298979, 84.85953105551971, 1.0]], ['2, k, 13', [-10.712807844878238, 51.32702644654677, 1.0]], ['2, k, 14', [4.165015646641994, 16.692927852486378, 1.0]], ['2, k, 15', [10.318681077206904, 13.29640235216992, 1.0]], ['2, k, 16', [-41.862723269753516, 86.09084709129844, 1.0]], ['2, k, 17', [-50.47959898804352, 49.18674640818484, 1.0]], ['2, k, 18', [-69.18973217134864, 13.38569775943477, 1.0]], ['2, k, 19', [-63.59193810553334, 9.920143855870341, 1.0]], ['2, k, 20', [-34.65891634624745, 137.11337077251133, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.682276, 85.666758, 1.0]], ['2, k, 1', [-35.20892886155119, 114.93956864341432, 1.0]], ['2, k, 2', [-34.7139061263546, 137.12838237547982, 1.0]], ['2, k, 3', [-34.50059832512833, 143.40574078616595, 1.0]], ['2, k, 4', [-15.972998710660978, 136.20181838460397, 1.0]], ['2, k, 5', [4.98442752479497, 129.71823743018058, 1.0]], ['2, k, 6', [22.11573635338054, 143.3645382827284, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.64565359020956, 134.69050452494102, 1.0]], ['2, k, 9', [-75.00443106135089, 143.11555954339846, 1.0]], ['2, k, 10', [-78.30241816058594, 165.5072578337112, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.434659003677623, 84.89249433142089, 1.0]], ['2, k, 13', [-10.618280602365832, 51.42701572093486, 1.0]], ['2, k, 14', [4.317044535881186, 16.806444751290172, 1.0]], ['2, k, 15', [10.476975243031166, 13.411287019997832, 1.0]], ['2, k, 16', [-41.95524504206722, 86.12099103831633, 1.0]], ['2, k, 17', [-50.47227008709638, 49.172107183060575, 1.0]], ['2, k, 18', [-69.17664834040431, 13.408734934988082, 1.0]], ['2, k, 19', [-63.59466860406035, 9.944732393590442, 1.0]], ['2, k, 20', [-34.7139061263546, 137.12838237547982, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.762142000000004, 85.70947000000001, 1.0]], ['2, k, 1', [-35.275141134929186, 114.95489737661707, 1.0]], ['2, k, 2', [-34.76892574977765, 137.11612506629504, 1.0]], ['2, k, 3', [-34.55262930614163, 143.38190450404926, 1.0]], ['2, k, 4', [-16.002130958556275, 136.20365838509372, 1.0]], ['2, k, 5', [4.99836847250889, 129.7235667298891, 1.0]], ['2, k, 6', [22.139853708356885, 143.31687779683477, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.649832136596146, 134.75043430033776, 1.0]], ['2, k, 9', [-75.05651258448165, 143.1831463200159, 1.0]], ['2, k, 10', [-78.44558402685978, 165.6178238933177, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.509932314426273, 84.9256449610989, 1.0]], ['2, k, 13', [-10.511820299405265, 51.54983442421241, 1.0]], ['2, k, 14', [4.474847108712616, 16.940588767783446, 1.0]], ['2, k, 15', [10.63839621019252, 13.54725797556546, 1.0]], ['2, k, 16', [-42.06124948643927, 86.15635143138866, 1.0]], ['2, k, 17', [-50.41296226922368, 49.12178164853732, 1.0]], ['2, k, 18', [-69.17378403459965, 13.43727855135296, 1.0]], ['2, k, 19', [-63.609098263376936, 9.972194025138275, 1.0]], ['2, k, 20', [-34.76892574977765, 137.11612506629504, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.833780000000004, 85.73718399999998, 1.0]], ['2, k, 1', [-35.344229814010035, 114.96272271055696, 1.0]], ['2, k, 2', [-34.83379410038638, 137.10184740913417, 1.0]], ['2, k, 3', [-34.61631552354947, 143.35897406623133, 1.0]], ['2, k, 4', [-16.063728168306085, 136.18031649629688, 1.0]], ['2, k, 5', [4.918919395829853, 129.76563502271128, 1.0]], ['2, k, 6', [22.064475076060024, 143.33207556897614, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.60460464328713, 134.8053163691597, 1.0]], ['2, k, 9', [-75.18721483984649, 143.29027228807718, 1.0]], ['2, k, 10', [-78.64007375283913, 165.7199843442795, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.5800733368564, 84.94537897924154, 1.0]], ['2, k, 13', [-10.404377388759347, 51.69275356802035, 1.0]], ['2, k, 14', [4.596387932745085, 17.08717982085207, 1.0]], ['2, k, 15', [10.75577497471241, 13.695920824614262, 1.0]], ['2, k, 16', [-42.16161941673725, 86.17953032227369, 1.0]], ['2, k, 17', [-50.36172553298335, 49.08946681936648, 1.0]], ['2, k, 18', [-69.24645292831025, 13.5052085271967, 1.0]], ['2, k, 19', [-63.70501975311381, 10.04063562140216, 1.0]], ['2, k, 20', [-34.83379410038638, 137.10184740913417, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.884364, 85.75672999999999, 1.0]], ['2, k, 1', [-35.39776776477028, 114.97311552886688, 1.0]], ['2, k, 2', [-34.88706902572079, 137.08638540596894, 1.0]], ['2, k, 3', [-34.66946872481443, 143.33463078401607, 1.0]], ['2, k, 4', [-16.084609889013848, 136.1507097005374, 1.0]], ['2, k, 5', [4.918884307486572, 129.82348918165908, 1.0]], ['2, k, 6', [22.082085824241112, 143.309062061651, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.61068231576571, 134.8564074368347, 1.0]], ['2, k, 9', [-75.23820102504197, 143.3514897008521, 1.0]], ['2, k, 10', [-78.77016270427607, 165.72957832724535, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.62967532320419, 84.9547004100596, 1.0]], ['2, k, 13', [-10.200837093825353, 51.87562697331211, 1.0]], ['2, k, 14', [4.810477062542606, 17.266289360552186, 1.0]], ['2, k, 15', [10.97504362134536, 13.878135275437039, 1.0]], ['2, k, 16', [-42.25011146894252, 86.2078322605895, 1.0]], ['2, k, 17', [-50.277180434334596, 49.0507524839076, 1.0]], ['2, k, 18', [-69.31694791925344, 13.602696946228939, 1.0]], ['2, k, 19', [-63.79962354864044, 10.137901709552256, 1.0]], ['2, k, 20', [-34.88706902572079, 137.08638540596894, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.930181999999995, 85.770466, 1.0]], ['2, k, 1', [-35.456368168000715, 114.97348499229756, 1.0]], ['2, k, 2', [-34.95055173767776, 137.05881627693847, 1.0]], ['2, k, 3', [-34.73397002665614, 143.2982368226979, 1.0]], ['2, k, 4', [-16.11646607816158, 136.1069115401145, 1.0]], ['2, k, 5', [4.9717577748672355, 129.85188051667512, 1.0]], ['2, k, 6', [22.15389139302663, 143.25330828212, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.69262538808442, 134.866517825384, 1.0]], ['2, k, 9', [-75.2653568501897, 143.35492851875756, 1.0]], ['2, k, 10', [-78.88360931277509, 165.65012372261182, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.674270218653604, 84.95929056784529, 1.0]], ['2, k, 13', [-9.972787876940313, 52.07348965800884, 1.0]], ['2, k, 14', [5.048743764350959, 17.42571322485437, 1.0]], ['2, k, 15', [11.220796586493208, 14.043142679912819, 1.0]], ['2, k, 16', [-42.324203449304804, 86.22755247369106, 1.0]], ['2, k, 17', [-50.13837119660129, 49.009265339810064, 1.0]], ['2, k, 18', [-69.37248939749686, 13.726334726770475, 1.0]], ['2, k, 19', [-63.87616253995438, 10.261912606210936, 1.0]], ['2, k, 20', [-34.95055173767776, 137.05881627693847, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.9481, 85.764108, 1.0]], ['2, k, 1', [-35.46421313274552, 114.95100594757596, 1.0]], ['2, k, 2', [-34.950461235366404, 137.0022674607629, 1.0]], ['2, k, 3', [-34.73223710697649, 143.2327676971068, 1.0]], ['2, k, 4', [-16.097249272280433, 136.0870935368784, 1.0]], ['2, k, 5', [5.001822413456313, 129.89911580927236, 1.0]], ['2, k, 6', [22.204475760701104, 143.21366448788515, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.656541540419795, 134.88546888618495, 1.0]], ['2, k, 9', [-75.32370201432713, 143.29465719404442, 1.0]], ['2, k, 10', [-79.00222918358108, 165.5018267575717, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.691536162264136, 84.94198710807991, 1.0]], ['2, k, 13', [-9.699297063156354, 52.263869733766406, 1.0]], ['2, k, 14', [5.28835161767773, 17.604939760186078, 1.0]], ['2, k, 15', [11.468374296483312, 14.224503199735894, 1.0]], ['2, k, 16', [-42.363834030479076, 86.2294390355592, 1.0]], ['2, k, 17', [-49.94403444149974, 48.99293344241886, 1.0]], ['2, k, 18', [-69.43775432889746, 13.902785615564639, 1.0]], ['2, k, 19', [-63.963376268210666, 10.434961044751306, 1.0]], ['2, k, 20', [-34.950461235366404, 137.0022674607629, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.8927, 85.72890199999999, 1.0]], ['2, k, 1', [-35.41222841067392, 114.90000879301941, 1.0]], ['2, k, 2', [-34.899736325445886, 136.92103562194518, 1.0]], ['2, k, 3', [-34.68200863163456, 143.1457729700424, 1.0]], ['2, k, 4', [-16.031963305165732, 136.06197373882463, 1.0]], ['2, k, 5', [5.202627547915931, 129.89329518120775, 1.0]], ['2, k, 6', [22.413915622637, 143.13564130164983, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.63318959020157, 134.87123201781048, 1.0]], ['2, k, 9', [-75.3127119567419, 143.1087826396947, 1.0]], ['2, k, 10', [-78.98974609140654, 165.21246548220407, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.627330475344518, 84.90405502995584, 1.0]], ['2, k, 13', [-9.303088877746326, 52.45696233192913, 1.0]], ['2, k, 14', [5.587741714416548, 17.844567560010304, 1.0]], ['2, k, 15', [11.787225129426012, 14.468264855449915, 1.0]], ['2, k, 16', [-42.32938766317198, 86.20098375021601, 1.0]], ['2, k, 17', [-49.694855497403545, 48.980190683265725, 1.0]], ['2, k, 18', [-69.50903382920399, 14.127624504798987, 1.0]], ['2, k, 19', [-64.05203786215611, 10.65533755220628, 1.0]], ['2, k, 20', [-34.899736325445886, 136.92103562194518, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-35.785836, 85.64397199999999, 1.0]], ['2, k, 1', [-35.32300824056316, 114.79101110124402, 1.0]], ['2, k, 2', [-34.820539348410136, 136.77960271526732, 1.0]], ['2, k, 3', [-34.605660789964894, 142.99826541817117, 1.0]], ['2, k, 4', [-15.981063831589513, 135.98740420152387, 1.0]], ['2, k, 5', [5.425320522238575, 129.823312031114, 1.0]], ['2, k, 6', [22.637893744115996, 143.00286391141205, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-48.6537373385366, 134.78289898467506, 1.0]], ['2, k, 9', [-75.20864198387552, 142.94564928831653, 1.0]], ['2, k, 10', [-78.94456012025373, 164.9010884065721, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.502176618834923, 84.83080895099222, 1.0]], ['2, k, 13', [-8.800479681084887, 52.68818003830053, 1.0]], ['2, k, 14', [5.9656957443649095, 18.111967502822168, 1.0]], ['2, k, 15', [12.198315991457488, 14.7463121766544, 1.0]], ['2, k, 16', [-42.232976083852435, 86.11379134356058, 1.0]], ['2, k, 17', [-49.36527393138232, 48.91583504161099, 1.0]], ['2, k, 18', [-69.56315441414466, 14.344760016384463, 1.0]], ['2, k, 19', [-64.11563396369588, 10.868996460505091, 1.0]], ['2, k, 20', [-34.820539348410136, 136.77960271526732, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
