[['2, k, 0', [-0.1677864, 0.216693, 1.0]], ['2, k, 1', [-0.1681118, 0.4936173, 1.0]], ['2, k, 2', [-0.1684576, 0.762454, 1.0]], ['2, k, 3', [-0.1548437, 0.9133788, 1.0]], ['2, k, 4', [-0.3113799, 0.6458611, 1.0]], ['2, k, 5', [-0.3787192, 0.3893383, 1.0]], ['2, k, 6', [-0.4046682, 0.5684477, 1.0]], ['2, k, 7', [-0.3687707, 0.6280965, 1.0]], ['2, k, 8', [0.01226654, 0.6290468, 1.0]], ['2, k, 9', [0.03268111, 0.3715544, 1.0]], ['2, k, 10', [0.04525542, 0.1242293, 1.0]], ['2, k, 11', [0.02957841, 0.05769169, 1.0]], ['2, k, 12', [-0.2310662, 0.2156022, 1.0]], ['2, k, 13', [-0.2620886, -0.2164587, 1.0]], ['2, k, 14', [-0.2407917, -0.5306925, 1.0]], ['2, k, 15', [-0.2353975, -0.6185379, 1.0]], ['2, k, 16', [-0.1004806, 0.2123501, 1.0]], ['2, k, 17', [-0.09618901, -0.2256092, 1.0]], ['2, k, 18', [-0.1132532, -0.5361649, 1.0]], ['2, k, 19', [-0.1135398, -0.6241676, 1.0]], ['2, k, 20', [-0.1684522, 0.6964487, 1.0]], ['2, k, 21', [-0.3658802, 0.6678664, 1.0]], ['2, k, 22', [-0.4111493, 0.6165581, 1.0]], ['2, k, 23', [0.02804745, -0.02533234, 1.0]], ['2, k, 24', [0.06257816, 0.0561003, 1.0]]]
[['2, k, 0', [-0.1945836, 0.2209208, 1.0]], ['2, k, 1', [-0.183809, 0.4967649, 1.0]], ['2, k, 2', [-0.1738916, 0.7643582, 1.0]], ['2, k, 3', [-0.1610518, 0.9107362, 1.0]], ['2, k, 4', [-0.3458439, 0.6504, 1.0]], ['2, k, 5', [-0.409433, 0.4218912, 1.0]], ['2, k, 6', [-0.4380422, 0.5864986, 1.0]], ['2, k, 7', [-0.3926638, 0.6491547, 1.0]], ['2, k, 8', [-1.941457e-05, 0.6391364, 1.0]], ['2, k, 9', [0.2177467, 0.5650519, 1.0]], ['2, k, 10', [0.4639394, 0.5665722, 1.0]], ['2, k, 11', [0.5560722, 0.5845407, 1.0]], ['2, k, 12', [-0.2569327, 0.2189663, 1.0]], ['2, k, 13', [-0.2759252, -0.2110896, 1.0]], ['2, k, 14', [-0.2422512, -0.5266432, 1.0]], ['2, k, 15', [-0.2266068, -0.5654684, 1.0]], ['2, k, 16', [-0.1275266, 0.217382, 1.0]], ['2, k, 17', [-0.1067464, -0.2211078, 1.0]], ['2, k, 18', [-0.1169109, -0.5543297, 1.0]], ['2, k, 19', [-0.1139643, -0.62135, 1.0]], ['2, k, 20', [-0.1763467, 0.6986639, 1.0]], ['2, k, 21', [-0.381633, 0.6903002, 1.0]], ['2, k, 22', [-0.4233343, 0.6362107, 1.0]], ['2, k, 23', [0.6189186, 0.5823002, 1.0]], ['2, k, 24', [0.5633321, 0.5564107, 1.0]]]
[['2, k, 0', [-0.1941821, 0.2213242, 1.0]], ['2, k, 1', [-0.1840221, 0.4969172, 1.0]], ['2, k, 2', [-0.1752736, 0.7644132, 1.0]], ['2, k, 3', [-0.1625654, 0.9104356, 1.0]], ['2, k, 4', [-0.3460373, 0.6502209, 1.0]], ['2, k, 5', [-0.409361, 0.421946, 1.0]], ['2, k, 6', [-0.4379705, 0.5865533, 1.0]], ['2, k, 7', [-0.392441, 0.6499961, 1.0]], ['2, k, 8', [0.007743638, 0.6460328, 1.0]], ['2, k, 9', [0.2342222, 0.6069279, 1.0]], ['2, k, 10', [0.4490611, 0.6440744, 1.0]], ['2, k, 11', [0.5436639, 0.6718452, 1.0]], ['2, k, 12', [-0.2564253, 0.2194838, 1.0]], ['2, k, 13', [-0.2758524, -0.2105032, 1.0]], ['2, k, 14', [-0.2421757, -0.5260666, 1.0]], ['2, k, 15', [-0.2357735, -0.6162912, 1.0]], ['2, k, 16', [-0.1271086, 0.2177942, 1.0]], ['2, k, 17', [-0.1073912, -0.2207376, 1.0]], ['2, k, 18', [-0.1167884, -0.5546299, 1.0]], ['2, k, 19', [-0.1139184, -0.6211836, 1.0]], ['2, k, 20', [-0.1773685, 0.6987787, 1.0]], ['2, k, 21', [-0.3794293, 0.6907932, 1.0]], ['2, k, 22', [-0.4237871, 0.6402669, 1.0]], ['2, k, 23', [0.604514, 0.6829355, 1.0]], ['2, k, 24', [0.5763272, 0.6419563, 1.0]]]
[['2, k, 0', [-0.1903132, 0.2247297, 1.0]], ['2, k, 1', [-0.1839549, 0.4976231, 1.0]], ['2, k, 2', [-0.1768869, 0.7645521, 1.0]], ['2, k, 3', [-0.1641261, 0.9100218, 1.0]], ['2, k, 4', [-0.3461999, 0.6501371, 1.0]], ['2, k, 5', [-0.408872, 0.4222745, 1.0]], ['2, k, 6', [-0.4374834, 0.5868804, 1.0]], ['2, k, 7', [-0.3921852, 0.650336, 1.0]], ['2, k, 8', [0.01539634, 0.6544711, 1.0]], ['2, k, 9', [0.2468628, 0.6573125, 1.0]], ['2, k, 10', [0.4595319, 0.7193043, 1.0]], ['2, k, 11', [0.5414066, 0.7579983, 1.0]], ['2, k, 12', [-0.2524364, 0.2228368, 1.0]], ['2, k, 13', [-0.2746336, -0.207827, 1.0]], ['2, k, 14', [-0.2419942, -0.5231099, 1.0]], ['2, k, 15', [-0.2357896, -0.6135015, 1.0]], ['2, k, 16', [-0.1233345, 0.2212759, 1.0]], ['2, k, 17', [-0.104945, -0.2184648, 1.0]], ['2, k, 18', [-0.116783, -0.5545086, 1.0]], ['2, k, 19', [-0.1136996, -0.6213215, 1.0]], ['2, k, 20', [-0.1783559, 0.6990709, 1.0]], ['2, k, 21', [-0.3831212, 0.6923737, 1.0]], ['2, k, 22', [-0.4246968, 0.6339931, 1.0]], ['2, k, 23', [0.6058703, 0.7745056, 1.0]], ['2, k, 24', [0.5686529, 0.741675, 1.0]]]
[['2, k, 0', [-0.1873991, 0.2277124, 1.0]], ['2, k, 1', [-0.183497, 0.4989411, 1.0]], ['2, k, 2', [-0.1774318, 0.7649139, 1.0]], ['2, k, 3', [-0.1653235, 0.9098358, 1.0]], ['2, k, 4', [-0.3463689, 0.6500302, 1.0]], ['2, k, 5', [-0.4078359, 0.4212719, 1.0]], ['2, k, 6', [-0.4364513, 0.5858817, 1.0]], ['2, k, 7', [-0.3925561, 0.6490819, 1.0]], ['2, k, 8', [0.01952116, 0.6621875, 1.0]], ['2, k, 9', [0.2475308, 0.6804467, 1.0]], ['2, k, 10', [0.4589842, 0.7944242, 1.0]], ['2, k, 11', [0.5267807, 0.8413262, 1.0]], ['2, k, 12', [-0.2495312, 0.225631, 1.0]], ['2, k, 13', [-0.2740733, -0.205388, 1.0]], ['2, k, 14', [-0.2416566, -0.5206218, 1.0]], ['2, k, 15', [-0.2278231, -0.5594561, 1.0]], ['2, k, 16', [-0.1205782, 0.2242821, 1.0]], ['2, k, 17', [-0.1058404, -0.2159315, 1.0]], ['2, k, 18', [-0.1170117, -0.5542018, 1.0]], ['2, k, 19', [-0.1152287, -0.6209049, 1.0]], ['2, k, 20', [-0.1787206, 0.6995496, 1.0]], ['2, k, 21', [-0.3854665, 0.6903779, 1.0]], ['2, k, 22', [-0.4249301, 0.6342946, 1.0]], ['2, k, 23', [0.5909628, 0.8663856, 1.0]], ['2, k, 24', [0.5325437, 0.8714913, 1.0]]]
[['2, k, 0', [-0.1856557, 0.2290533, 1.0]], ['2, k, 1', [-0.1831403, 0.499631, 1.0]], ['2, k, 2', [-0.1778007, 0.7650752, 1.0]], ['2, k, 3', [-0.1662857, 0.9091905, 1.0]], ['2, k, 4', [-0.3464032, 0.6499693, 1.0]], ['2, k, 5', [-0.4059324, 0.4205894, 1.0]], ['2, k, 6', [-0.4345548, 0.5852018, 1.0]], ['2, k, 7', [-0.3884297, 0.6485524, 1.0]], ['2, k, 8', [0.01745176, 0.6633385, 1.0]], ['2, k, 9', [0.2545164, 0.7309316, 1.0]], ['2, k, 10', [0.4328376, 0.8556537, 1.0]], ['2, k, 11', [0.4727877, 0.894741, 1.0]], ['2, k, 12', [-0.2478716, 0.2266817, 1.0]], ['2, k, 13', [-0.2814989, -0.2062959, 1.0]], ['2, k, 14', [-0.2461461, -0.5614635, 1.0]], ['2, k, 15', [-0.2349932, -0.634864, 1.0]], ['2, k, 16', [-0.1188273, 0.2258719, 1.0]], ['2, k, 17', [-0.1059102, -0.2144963, 1.0]], ['2, k, 18', [-0.1170921, -0.5551307, 1.0]], ['2, k, 19', [-0.1152476, -0.6209197, 1.0]], ['2, k, 20', [-0.1789359, 0.6997769, 1.0]], ['2, k, 21', [-0.3853095, 0.6918777, 1.0]], ['2, k, 22', [-0.4179348, 0.660297, 1.0]], ['2, k, 23', [0.5373312, 0.9371477, 1.0]], ['2, k, 24', [0.4902908, 0.9378754, 1.0]]]
[['2, k, 0', [-0.1843173, 0.2309289, 1.0]], ['2, k, 1', [-0.1823851, 0.5008194, 1.0]], ['2, k, 2', [-0.1777506, 0.7652324, 1.0]], ['2, k, 3', [-0.1665997, 0.9083475, 1.0]], ['2, k, 4', [-0.3463728, 0.6499497, 1.0]], ['2, k, 5', [-0.4041374, 0.4211136, 1.0]], ['2, k, 6', [-0.4326924, 0.5859508, 1.0]], ['2, k, 7', [-0.3881177, 0.6487115, 1.0]], ['2, k, 8', [0.01568391, 0.6652992, 1.0]], ['2, k, 9', [0.2401156, 0.7418557, 1.0]], ['2, k, 10', [0.3949898, 0.9017088, 1.0]], ['2, k, 11', [0.4383965, 0.9588631, 1.0]], ['2, k, 12', [-0.2465281, 0.2284292, 1.0]], ['2, k, 13', [-0.2744378, -0.2048038, 1.0]], ['2, k, 14', [-0.2451288, -0.5620193, 1.0]], ['2, k, 15', [-0.2353917, -0.6359414, 1.0]], ['2, k, 16', [-0.1175565, 0.2277872, 1.0]], ['2, k, 17', [-0.1021517, -0.2131745, 1.0]], ['2, k, 18', [-0.1161839, -0.5555805, 1.0]], ['2, k, 19', [-0.1134733, -0.6214738, 1.0]], ['2, k, 20', [-0.1788173, 0.7001008, 1.0]], ['2, k, 21', [-0.3802428, 0.6910831, 1.0]], ['2, k, 22', [-0.4172187, 0.6651332, 1.0]], ['2, k, 23', [0.4965403, 1.008611, 1.0]], ['2, k, 24', [0.4612581, 1.001592, 1.0]]]
[['2, k, 0', [-0.1792573, 0.2365474, 1.0]], ['2, k, 1', [-0.1802277, 0.5033236, 1.0]], ['2, k, 2', [-0.1776248, 0.7653939, 1.0]], ['2, k, 3', [-0.1665151, 0.907972, 1.0]], ['2, k, 4', [-0.346342, 0.6499094, 1.0]], ['2, k, 5', [-0.4029216, 0.4212278, 1.0]], ['2, k, 6', [-0.4300169, 0.5871415, 1.0]], ['2, k, 7', [-0.3865414, 0.6493528, 1.0]], ['2, k, 8', [0.02419199, 0.6897096, 1.0]], ['2, k, 9', [0.2381665, 0.782369, 1.0]], ['2, k, 10', [0.3671597, 0.9573964, 1.0]], ['2, k, 11', [0.4064288, 1.023004, 1.0]], ['2, k, 12', [-0.241107, 0.2335818, 1.0]], ['2, k, 13', [-0.2732186, -0.1999283, 1.0]], ['2, k, 14', [-0.2450505, -0.5619441, 1.0]], ['2, k, 15', [-0.2352576, -0.6357636, 1.0]], ['2, k, 16', [-0.1129201, 0.2337926, 1.0]], ['2, k, 17', [-0.1016096, -0.2076529, 1.0]], ['2, k, 18', [-0.1155332, -0.555151, 1.0]], ['2, k, 19', [-0.1131399, -0.6219292, 1.0]], ['2, k, 20', [-0.1784475, 0.7006058, 1.0]], ['2, k, 21', [-0.3780917, 0.6924186, 1.0]], ['2, k, 22', [-0.4182607, 0.655599, 1.0]], ['2, k, 23', [0.4453479, 1.071492, 1.0]], ['2, k, 24', [0.3887624, 1.030758, 1.0]]]
[['2, k, 0', [-0.1779812, 0.2379584, 1.0]], ['2, k, 1', [-0.1785516, 0.5049143, 1.0]], ['2, k, 2', [-0.1766511, 0.7660452, 1.0]], ['2, k, 3', [-0.1657416, 0.9068895, 1.0]], ['2, k, 4', [-0.3458994, 0.6500873, 1.0]], ['2, k, 5', [-0.400799, 0.4235278, 1.0]], ['2, k, 6', [-0.4127166, 0.5876307, 1.0]], ['2, k, 7', [-0.3737292, 0.6497814, 1.0]], ['2, k, 8', [0.02356795, 0.6895975, 1.0]], ['2, k, 9', [0.2367138, 0.8135358, 1.0]], ['2, k, 10', [0.3445251, 1.001515, 1.0]], ['2, k, 11', [0.3624659, 1.073866, 1.0]], ['2, k, 12', [-0.2399786, 0.2349111, 1.0]], ['2, k, 13', [-0.2711811, -0.1991242, 1.0]], ['2, k, 14', [-0.245, -0.5621296, 1.0]], ['2, k, 15', [-0.2352386, -0.635694, 1.0]], ['2, k, 16', [-0.1115569, 0.2352109, 1.0]], ['2, k, 17', [-0.101442, -0.2062043, 1.0]], ['2, k, 18', [-0.1155728, -0.5560495, 1.0]], ['2, k, 19', [-0.1122069, -0.6239377, 1.0]], ['2, k, 20', [-0.177276, 0.701563, 1.0]], ['2, k, 21', [-0.3633997, 0.6933051, 1.0]], ['2, k, 22', [-0.4161233, 0.6538008, 1.0]], ['2, k, 23', [0.3952201, 1.152192, 1.0]], ['2, k, 24', [0.3812906, 1.12398, 1.0]]]
[['2, k, 0', [-0.1756643, 0.2418056, 1.0]], ['2, k, 1', [-0.176897, 0.5070952, 1.0]], ['2, k, 2', [-0.1760793, 0.7664775, 1.0]], ['2, k, 3', [-0.1644368, 0.9056422, 1.0]], ['2, k, 4', [-0.3437456, 0.6509663, 1.0]], ['2, k, 5', [-0.3992229, 0.4271074, 1.0]], ['2, k, 6', [-0.4155284, 0.5920747, 1.0]], ['2, k, 7', [-0.3770955, 0.6556115, 1.0]], ['2, k, 8', [0.02496444, 0.7019929, 1.0]], ['2, k, 9', [0.2268519, 0.8207985, 1.0]], ['2, k, 10', [0.3041794, 1.024831, 1.0]], ['2, k, 11', [0.3100564, 1.103438, 1.0]], ['2, k, 12', [-0.2375267, 0.2388145, 1.0]], ['2, k, 13', [-0.2700183, -0.1954914, 1.0]], ['2, k, 14', [-0.2448975, -0.5621534, 1.0]], ['2, k, 15', [-0.2348424, -0.6359165, 1.0]], ['2, k, 16', [-0.109457, 0.2388669, 1.0]], ['2, k, 17', [-0.09911522, -0.2026972, 1.0]], ['2, k, 18', [-0.1142312, -0.5531979, 1.0]], ['2, k, 19', [-0.1127104, -0.6219826, 1.0]], ['2, k, 20', [-0.1764639, 0.7023875, 1.0]], ['2, k, 21', [-0.3686933, 0.6992953, 1.0]], ['2, k, 22', [-0.4164592, 0.6473104, 1.0]], ['2, k, 23', [0.3296325, 1.17023, 1.0]], ['2, k, 24', [0.3003664, 1.119457, 1.0]]]
[['2, k, 0', [-0.1739754, 0.2445998, 1.0]], ['2, k, 1', [-0.1758813, 0.5087441, 1.0]], ['2, k, 2', [-0.1758596, 0.7668049, 1.0]], ['2, k, 3', [-0.163737, 0.9052429, 1.0]], ['2, k, 4', [-0.3436331, 0.6510155, 1.0]], ['2, k, 5', [-0.3973522, 0.430745, 1.0]], ['2, k, 6', [-0.4178425, 0.5966445, 1.0]], ['2, k, 7', [-0.3760315, 0.6566151, 1.0]], ['2, k, 8', [0.02635626, 0.707767, 1.0]], ['2, k, 9', [0.2087198, 0.8372831, 1.0]], ['2, k, 10', [0.2548291, 1.049581, 1.0]], ['2, k, 11', [0.2624815, 1.133971, 1.0]], ['2, k, 12', [-0.2357198, 0.2415966, 1.0]], ['2, k, 13', [-0.2693769, -0.1929927, 1.0]], ['2, k, 14', [-0.2449074, -0.5621518, 1.0]], ['2, k, 15', [-0.2351813, -0.6363636, 1.0]], ['2, k, 16', [-0.1079355, 0.241595, 1.0]], ['2, k, 17', [-0.09901159, -0.2001968, 1.0]], ['2, k, 18', [-0.1140429, -0.5532364, 1.0]], ['2, k, 19', [-0.1135366, -0.6214418, 1.0]], ['2, k, 20', [-0.1760722, 0.7030399, 1.0]], ['2, k, 21', [-0.3624898, 0.7014549, 1.0]], ['2, k, 22', [-0.4113928, 0.6484988, 1.0]], ['2, k, 23', [0.2693413, 1.19694, 1.0]], ['2, k, 24', [0.2773544, 1.145113, 1.0]]]
[['2, k, 0', [-0.1719369, 0.2472749, 1.0]], ['2, k, 1', [-0.1737001, 0.5105457, 1.0]], ['2, k, 2', [-0.1739931, 0.7673736, 1.0]], ['2, k, 3', [-0.1622669, 0.9044019, 1.0]], ['2, k, 4', [-0.3383652, 0.6538126, 1.0]], ['2, k, 5', [-0.3953291, 0.4316736, 1.0]], ['2, k, 6', [-0.4208028, 0.5978912, 1.0]], ['2, k, 7', [-0.3755066, 0.6564874, 1.0]], ['2, k, 8', [0.02689759, 0.7109867, 1.0]], ['2, k, 9', [0.1983455, 0.8526098, 1.0]], ['2, k, 10', [0.2226414, 1.069467, 1.0]], ['2, k, 11', [0.2114298, 1.155384, 1.0]], ['2, k, 12', [-0.2333837, 0.2445524, 1.0]], ['2, k, 13', [-0.2688238, -0.1908205, 1.0]], ['2, k, 14', [-0.2443005, -0.5623109, 1.0]], ['2, k, 15', [-0.2352447, -0.6364228, 1.0]], ['2, k, 16', [-0.1062297, 0.2439359, 1.0]], ['2, k, 17', [-0.09896524, -0.1980463, 1.0]], ['2, k, 18', [-0.1141484, -0.5539447, 1.0]], ['2, k, 19', [-0.1134008, -0.6212876, 1.0]], ['2, k, 20', [-0.1741051, 0.7039807, 1.0]], ['2, k, 21', [-0.3608778, 0.7015021, 1.0]], ['2, k, 22', [-0.4123552, 0.6527348, 1.0]], ['2, k, 23', [0.2054521, 1.220654, 1.0]], ['2, k, 24', [0.2271333, 1.157238, 1.0]]]
[['2, k, 0', [-0.1702423, 0.2487653, 1.0]], ['2, k, 1', [-0.1724643, 0.5116803, 1.0]], ['2, k, 2', [-0.1734042, 0.7678312, 1.0]], ['2, k, 3', [-0.1610767, 0.9035445, 1.0]], ['2, k, 4', [-0.3357644, 0.6546585, 1.0]], ['2, k, 5', [-0.3939748, 0.4323182, 1.0]], ['2, k, 6', [-0.4113601, 0.5968043, 1.0]], ['2, k, 7', [-0.3704121, 0.656558, 1.0]], ['2, k, 8', [0.02693705, 0.7132369, 1.0]], ['2, k, 9', [0.1904535, 0.8630925, 1.0]], ['2, k, 10', [0.1767555, 1.082696, 1.0]], ['2, k, 11', [0.1636511, 1.157622, 1.0]], ['2, k, 12', [-0.2316496, 0.2460906, 1.0]], ['2, k, 13', [-0.2642208, -0.1881341, 1.0]], ['2, k, 14', [-0.2446118, -0.5622026, 1.0]], ['2, k, 15', [-0.235254, -0.6361499, 1.0]], ['2, k, 16', [-0.1046297, 0.2453336, 1.0]], ['2, k, 17', [-0.09885401, -0.1967824, 1.0]], ['2, k, 18', [-0.1141401, -0.5540234, 1.0]], ['2, k, 19', [-0.1137688, -0.6218123, 1.0]], ['2, k, 20', [-0.1733408, 0.7046581, 1.0]], ['2, k, 21', [-0.3517517, 0.7025187, 1.0]], ['2, k, 22', [-0.4107767, 0.6490399, 1.0]], ['2, k, 23', [0.1482629, 1.217412, 1.0]], ['2, k, 24', [0.1765592, 1.168139, 1.0]]]
[['2, k, 0', [-0.1695133, 0.2495577, 1.0]], ['2, k, 1', [-0.1717004, 0.5123236, 1.0]], ['2, k, 2', [-0.1727818, 0.7681074, 1.0]], ['2, k, 3', [-0.1601236, 0.9034469, 1.0]], ['2, k, 4', [-0.3336051, 0.6556029, 1.0]], ['2, k, 5', [-0.3908636, 0.4387223, 1.0]], ['2, k, 6', [-0.4098687, 0.5983247, 1.0]], ['2, k, 7', [-0.3688161, 0.658675, 1.0]], ['2, k, 8', [0.02639495, 0.7160195, 1.0]], ['2, k, 9', [0.1886488, 0.8672649, 1.0]], ['2, k, 10', [0.1547441, 1.085413, 1.0]], ['2, k, 11', [0.1193291, 1.170873, 1.0]], ['2, k, 12', [-0.2309573, 0.2467757, 1.0]], ['2, k, 13', [-0.2633593, -0.1876087, 1.0]], ['2, k, 14', [-0.2443568, -0.5624533, 1.0]], ['2, k, 15', [-0.2347883, -0.6366081, 1.0]], ['2, k, 16', [-0.1038816, 0.2462229, 1.0]], ['2, k, 17', [-0.09809253, -0.1958835, 1.0]], ['2, k, 18', [-0.1141439, -0.5541642, 1.0]], ['2, k, 19', [-0.1141692, -0.6211932, 1.0]], ['2, k, 20', [-0.1726631, 0.7050678, 1.0]], ['2, k, 21', [-0.3426316, 0.7009841, 1.0]], ['2, k, 22', [-0.4080383, 0.6491897, 1.0]], ['2, k, 23', [0.09479699, 1.232419, 1.0]], ['2, k, 24', [0.1112283, 1.216352, 1.0]]]
[['2, k, 0', [-0.1682089, 0.2506026, 1.0]], ['2, k, 1', [-0.1703492, 0.5131534, 1.0]], ['2, k, 2', [-0.1715356, 0.7685169, 1.0]], ['2, k, 3', [-0.1586884, 0.9034933, 1.0]], ['2, k, 4', [-0.3294637, 0.6561477, 1.0]], ['2, k, 5', [-0.3899064, 0.4394443, 1.0]], ['2, k, 6', [-0.4093768, 0.5986335, 1.0]], ['2, k, 7', [-0.369934, 0.6581566, 1.0]], ['2, k, 8', [0.025641, 0.718749, 1.0]], ['2, k, 9', [0.1801473, 0.8773667, 1.0]], ['2, k, 10', [0.1319695, 1.093621, 1.0]], ['2, k, 11', [0.08608465, 1.171466, 1.0]], ['2, k, 12', [-0.2295559, 0.2477567, 1.0]], ['2, k, 13', [-0.263273, -0.1868353, 1.0]], ['2, k, 14', [-0.2443982, -0.5622243, 1.0]], ['2, k, 15', [-0.2346722, -0.6369723, 1.0]], ['2, k, 16', [-0.1027044, 0.2473022, 1.0]], ['2, k, 17', [-0.09784909, -0.1949012, 1.0]], ['2, k, 18', [-0.1140533, -0.5540956, 1.0]], ['2, k, 19', [-0.1135704, -0.6219255, 1.0]], ['2, k, 20', [-0.1713756, 0.7056293, 1.0]], ['2, k, 21', [-0.3653369, 0.6975648, 1.0]], ['2, k, 22', [-0.4086432, 0.6476361, 1.0]], ['2, k, 23', [0.05543974, 1.233794, 1.0]], ['2, k, 24', [0.07490417, 1.131369, 1.0]]]
[['2, k, 0', [-0.1668421, 0.2519204, 1.0]], ['2, k, 1', [-0.169414, 0.5139096, 1.0]], ['2, k, 2', [-0.1710205, 0.768742, 1.0]], ['2, k, 3', [-0.1577737, 0.9043034, 1.0]], ['2, k, 4', [-0.3290225, 0.6565673, 1.0]], ['2, k, 5', [-0.3883388, 0.4411092, 1.0]], ['2, k, 6', [-0.4030772, 0.5985486, 1.0]], ['2, k, 7', [-0.3666728, 0.6575705, 1.0]], ['2, k, 8', [0.02485641, 0.7210546, 1.0]], ['2, k, 9', [0.176293, 0.8824337, 1.0]], ['2, k, 10', [0.114534, 1.096192, 1.0]], ['2, k, 11', [0.06633603, 1.174449, 1.0]], ['2, k, 12', [-0.2283802, 0.24882, 1.0]], ['2, k, 13', [-0.2614987, -0.1856795, 1.0]], ['2, k, 14', [-0.2439095, -0.5616671, 1.0]], ['2, k, 15', [-0.2344248, -0.6366677, 1.0]], ['2, k, 16', [-0.1011761, 0.2488601, 1.0]], ['2, k, 17', [-0.09361785, -0.1940313, 1.0]], ['2, k, 18', [-0.1137965, -0.5529792, 1.0]], ['2, k, 19', [-0.1134396, -0.6203954, 1.0]], ['2, k, 20', [-0.1707596, 0.7059946, 1.0]], ['2, k, 21', [-0.3747262, 0.7064668, 1.0]], ['2, k, 22', [-0.4125996, 0.644825, 1.0]], ['2, k, 23', [0.0319111, 1.238274, 1.0]], ['2, k, 24', [0.022288, 1.212443, 1.0]]]
[['2, k, 0', [-0.1658605, 0.2526987, 1.0]], ['2, k, 1', [-0.1685167, 0.5144289, 1.0]], ['2, k, 2', [-0.1702396, 0.7689242, 1.0]], ['2, k, 3', [-0.1570699, 0.9045331, 1.0]], ['2, k, 4', [-0.3288489, 0.6567845, 1.0]], ['2, k, 5', [-0.386528, 0.4405758, 1.0]], ['2, k, 6', [-0.4011107, 0.5983363, 1.0]], ['2, k, 7', [-0.3658403, 0.6616959, 1.0]], ['2, k, 8', [0.02442657, 0.7231938, 1.0]], ['2, k, 9', [0.1760327, 0.8842717, 1.0]], ['2, k, 10', [0.08612478, 1.133894, 1.0]], ['2, k, 11', [0.05660958, 1.188238, 1.0]], ['2, k, 12', [-0.2275237, 0.2493394, 1.0]], ['2, k, 13', [-0.2680587, -0.1847955, 1.0]], ['2, k, 14', [-0.244106, -0.5612, 1.0]], ['2, k, 15', [-0.2347381, -0.6363015, 1.0]], ['2, k, 16', [-0.1000827, 0.2499207, 1.0]], ['2, k, 17', [-0.09365865, -0.1930373, 1.0]], ['2, k, 18', [-0.1134735, -0.5531342, 1.0]], ['2, k, 19', [-0.1130761, -0.6203225, 1.0]], ['2, k, 20', [-0.1699486, 0.7062861, 1.0]], ['2, k, 21', [-0.3541832, 0.7081084, 1.0]], ['2, k, 22', [-0.409708, 0.648891, 1.0]], ['2, k, 23', [0.01760828, 1.258685, 1.0]], ['2, k, 24', [0.05383381, 1.140532, 1.0]]]
[['2, k, 0', [-0.1652651, 0.2532799, 1.0]], ['2, k, 1', [-0.1681759, 0.5148079, 1.0]], ['2, k, 2', [-0.1701082, 0.7690675, 1.0]], ['2, k, 3', [-0.1568049, 0.9046766, 1.0]], ['2, k, 4', [-0.3281847, 0.6573218, 1.0]], ['2, k, 5', [-0.3857547, 0.4407722, 1.0]], ['2, k, 6', [-0.4001415, 0.5987169, 1.0]], ['2, k, 7', [-0.3660034, 0.659863, 1.0]], ['2, k, 8', [0.02426509, 0.7250882, 1.0]], ['2, k, 9', [0.1742567, 0.8874704, 1.0]], ['2, k, 10', [0.08674627, 1.13443, 1.0]], ['2, k, 11', [0.06771236, 1.184784, 1.0]], ['2, k, 12', [-0.2269528, 0.2497362, 1.0]], ['2, k, 13', [-0.2686334, -0.1847706, 1.0]], ['2, k, 14', [-0.2436226, -0.561284, 1.0]], ['2, k, 15', [-0.2353407, -0.6342987, 1.0]], ['2, k, 16', [-0.09945898, 0.2507048, 1.0]], ['2, k, 17', [-0.09382582, -0.1922325, 1.0]], ['2, k, 18', [-0.1136621, -0.5533193, 1.0]], ['2, k, 19', [-0.1123405, -0.6225978, 1.0]], ['2, k, 20', [-0.1697706, 0.7065008, 1.0]], ['2, k, 21', [-0.3644062, 0.7056828, 1.0]], ['2, k, 22', [-0.4129936, 0.645081, 1.0]], ['2, k, 23', [0.03189106, 1.252162, 1.0]], ['2, k, 24', [0.06237892, 1.136592, 1.0]]]
