[['2, k, 0', [0.01986079, -0.2602932, 1.0]], ['2, k, 1', [0.008092734, 0.03691999, 1.0]], ['2, k, 2', [-0.003596419, 0.3245149, 1.0]], ['2, k, 3', [-0.01092628, 0.4545212, 1.0]], ['2, k, 4', [-0.1706606, 0.1964287, 1.0]], ['2, k, 5', [-0.2241163, -0.0373035, 1.0]], ['2, k, 6', [-0.263596, -0.1987273, 1.0]], ['2, k, 7', [-0.2914131, -0.2538366, 1.0]], ['2, k, 8', [0.1781906, 0.222677, 1.0]], ['2, k, 9', [0.2657134, -0.01319094, 1.0]], ['2, k, 10', [0.26271, -0.1354822, 1.0]], ['2, k, 11', [0.2574813, -0.1851349, 1.0]], ['2, k, 12', [-0.06776484, -0.2607774, 1.0]], ['2, k, 13', [-0.1268124, -0.2711277, 1.0]], ['2, k, 14', [-0.1165902, -0.6131475, 1.0]], ['2, k, 15', [-0.1529272, -0.6990362, 1.0]], ['2, k, 16', [0.1064722, -0.2536846, 1.0]], ['2, k, 17', [0.1724195, -0.2757881, 1.0]], ['2, k, 18', [0.1419767, -0.6189464, 1.0]], ['2, k, 19', [0.1860174, -0.7014222, 1.0]], ['2, k, 20', [-0.0008488133, 0.253709, 1.0]], ['2, k, 21', [-0.3166849, -0.3268431, 1.0]], ['2, k, 22', [-0.2839262, -0.2910227, 1.0]], ['2, k, 23', [0.2431029, -0.2176839, 1.0]], ['2, k, 24', [0.2365488, -0.172534, 1.0]]]
[['2, k, 0', [-0.001659559, -0.231628, 1.0]], ['2, k, 1', [-0.004366836, 0.05478844, 1.0]], ['2, k, 2', [-0.004412332, 0.3323972, 1.0]], ['2, k, 3', [-0.02909336, 0.4591302, 1.0]], ['2, k, 4', [-0.158643, 0.2984291, 1.0]], ['2, k, 5', [-0.192213, 0.5459374, 1.0]], ['2, k, 6', [-0.16932, 0.7837748, 1.0]], ['2, k, 7', [-0.1813448, 0.8422101, 1.0]], ['2, k, 8', [0.1677724, 0.2268213, 1.0]], ['2, k, 9', [0.2637423, 0.03616247, 1.0]], ['2, k, 10', [0.2280864, -0.1153192, 1.0]], ['2, k, 11', [0.1843477, -0.1419958, 1.0]], ['2, k, 12', [-0.08553272, -0.2245488, 1.0]], ['2, k, 13', [-0.1277148, -0.2759673, 1.0]], ['2, k, 14', [-0.1257361, -0.6168479, 1.0]], ['2, k, 15', [-0.1266579, -0.6530572, 1.0]], ['2, k, 16', [0.08187121, -0.2318145, 1.0]], ['2, k, 17', [0.1695985, -0.2737663, 1.0]], ['2, k, 18', [0.1458086, -0.618722, 1.0]], ['2, k, 19', [0.1864245, -0.7028208, 1.0]], ['2, k, 20', [-0.004729107, 0.2642251, 1.0]], ['2, k, 21', [-0.1838041, 0.9174476, 1.0]], ['2, k, 22', [-0.1261128, 0.836594, 1.0]], ['2, k, 23', [0.1777747, -0.1776716, 1.0]], ['2, k, 24', [0.1277177, -0.1225107, 1.0]]]
[['2, k, 0', [-0.001838087, -0.2324932, 1.0]], ['2, k, 1', [-0.003425833, 0.05374168, 1.0]], ['2, k, 2', [-0.002224858, 0.3313482, 1.0]], ['2, k, 3', [-0.01082718, 0.4548448, 1.0]], ['2, k, 4', [-0.1565986, 0.2912412, 1.0]], ['2, k, 5', [-0.1925933, 0.542229, 1.0]], ['2, k, 6', [-0.2006483, 0.7793836, 1.0]], ['2, k, 7', [-0.2161802, 0.844592, 1.0]], ['2, k, 8', [0.168519, 0.226325, 1.0]], ['2, k, 9', [0.2646101, 0.034238, 1.0]], ['2, k, 10', [0.2293279, -0.1153551, 1.0]], ['2, k, 11', [0.1845043, -0.1411547, 1.0]], ['2, k, 12', [-0.08569629, -0.2252267, 1.0]], ['2, k, 13', [-0.1276367, -0.2758734, 1.0]], ['2, k, 14', [-0.1280732, -0.6169237, 1.0]], ['2, k, 15', [-0.12893, -0.6531091, 1.0]], ['2, k, 16', [0.08171849, -0.233058, 1.0]], ['2, k, 17', [0.1696466, -0.2737813, 1.0]], ['2, k, 18', [0.1463097, -0.6189404, 1.0]], ['2, k, 19', [0.1864457, -0.7032405, 1.0]], ['2, k, 20', [-0.002778003, 0.2630909, 1.0]], ['2, k, 21', [-0.2269133, 0.9134058, 1.0]], ['2, k, 22', [-0.1619075, 0.8285462, 1.0]], ['2, k, 23', [0.1858504, -0.1810192, 1.0]], ['2, k, 24', [0.1300758, -0.1205751, 1.0]]]
[['2, k, 0', [-0.00207146, -0.2336886, 1.0]], ['2, k, 1', [-0.002731786, 0.05286039, 1.0]], ['2, k, 2', [-0.0008999107, 0.3308204, 1.0]], ['2, k, 3', [-0.00813629, 0.4543474, 1.0]], ['2, k, 4', [-0.1564368, 0.2903047, 1.0]], ['2, k, 5', [-0.2050969, 0.5395502, 1.0]], ['2, k, 6', [-0.2412021, 0.7792082, 1.0]], ['2, k, 7', [-0.2576857, 0.8426785, 1.0]], ['2, k, 8', [0.1713113, 0.2247357, 1.0]], ['2, k, 9', [0.265914, 0.03106877, 1.0]], ['2, k, 10', [0.2270952, -0.1162636, 1.0]], ['2, k, 11', [0.1834719, -0.1424898, 1.0]], ['2, k, 12', [-0.08600024, -0.2260982, 1.0]], ['2, k, 13', [-0.1276024, -0.2759184, 1.0]], ['2, k, 14', [-0.1286068, -0.6168569, 1.0]], ['2, k, 15', [-0.1291808, -0.6530377, 1.0]], ['2, k, 16', [0.08163077, -0.2347359, 1.0]], ['2, k, 17', [0.169734, -0.273992, 1.0]], ['2, k, 18', [0.146457, -0.6190956, 1.0]], ['2, k, 19', [0.1866716, -0.7033572, 1.0]], ['2, k, 20', [-0.001564686, 0.2624394, 1.0]], ['2, k, 21', [-0.272848, 0.9084577, 1.0]], ['2, k, 22', [-0.191761, 0.8340201, 1.0]], ['2, k, 23', [0.1791953, -0.1793524, 1.0]], ['2, k, 24', [0.1298381, -0.1206242, 1.0]]]
[['2, k, 0', [-0.002286365, -0.2343355, 1.0]], ['2, k, 1', [-0.002342326, 0.05214608, 1.0]], ['2, k, 2', [-7.33639e-05, 0.3301585, 1.0]], ['2, k, 3', [-0.002218496, 0.4534935, 1.0]], ['2, k, 4', [-0.1564756, 0.2902903, 1.0]], ['2, k, 5', [-0.2354961, 0.532465, 1.0]], ['2, k, 6', [-0.2937253, 0.7791869, 1.0]], ['2, k, 7', [-0.3080176, 0.832684, 1.0]], ['2, k, 8', [0.1736626, 0.2235918, 1.0]], ['2, k, 9', [0.2663145, 0.02829155, 1.0]], ['2, k, 10', [0.2287901, -0.116382, 1.0]], ['2, k, 11', [0.1831125, -0.141532, 1.0]], ['2, k, 12', [-0.08614369, -0.2264215, 1.0]], ['2, k, 13', [-0.1274855, -0.2759612, 1.0]], ['2, k, 14', [-0.1280701, -0.6168454, 1.0]], ['2, k, 15', [-0.1285458, -0.6530012, 1.0]], ['2, k, 16', [0.08138125, -0.2358003, 1.0]], ['2, k, 17', [0.1699675, -0.2742364, 1.0]], ['2, k, 18', [0.1464937, -0.6192374, 1.0]], ['2, k, 19', [0.1867098, -0.7034979, 1.0]], ['2, k, 20', [-0.0008151407, 0.2617359, 1.0]], ['2, k, 21', [-0.3389601, 0.8902296, 1.0]], ['2, k, 22', [-0.2477328, 0.8273968, 1.0]], ['2, k, 23', [0.1786918, -0.1780259, 1.0]], ['2, k, 24', [0.1292583, -0.1190833, 1.0]]]
[['2, k, 0', [-0.002511101, -0.234922, 1.0]], ['2, k, 1', [-0.001787508, 0.0514682, 1.0]], ['2, k, 2', [0.001438931, 0.3294277, 1.0]], ['2, k, 3', [0.002862033, 0.4527258, 1.0]], ['2, k, 4', [-0.1566364, 0.290125, 1.0]], ['2, k, 5', [-0.249435, 0.5275532, 1.0]], ['2, k, 6', [-0.3162821, 0.7721375, 1.0]], ['2, k, 7', [-0.3528402, 0.8219579, 1.0]], ['2, k, 8', [0.1756494, 0.2225155, 1.0]], ['2, k, 9', [0.2669315, 0.02768875, 1.0]], ['2, k, 10', [0.2300956, -0.115118, 1.0]], ['2, k, 11', [0.185978, -0.1417243, 1.0]], ['2, k, 12', [-0.0862998, -0.2267334, 1.0]], ['2, k, 13', [-0.1275151, -0.2759713, 1.0]], ['2, k, 14', [-0.1274699, -0.6169999, 1.0]], ['2, k, 15', [-0.1278072, -0.6531181, 1.0]], ['2, k, 16', [0.08106525, -0.2368596, 1.0]], ['2, k, 17', [0.1702376, -0.2743265, 1.0]], ['2, k, 18', [0.1468968, -0.6193906, 1.0]], ['2, k, 19', [0.1868346, -0.7037646, 1.0]], ['2, k, 20', [0.0004615255, 0.2609895, 1.0]], ['2, k, 21', [-0.3872494, 0.8796318, 1.0]], ['2, k, 22', [-0.2829822, 0.8179424, 1.0]], ['2, k, 23', [0.1791111, -0.1778925, 1.0]], ['2, k, 24', [0.1366971, -0.1272327, 1.0]]]
[['2, k, 0', [-0.002551911, -0.2352076, 1.0]], ['2, k, 1', [-0.001526467, 0.0513464, 1.0]], ['2, k, 2', [0.001923185, 0.3296373, 1.0]], ['2, k, 3', [0.005062445, 0.4520313, 1.0]], ['2, k, 4', [-0.1566628, 0.2898977, 1.0]], ['2, k, 5', [-0.2668033, 0.5199876, 1.0]], ['2, k, 6', [-0.3665088, 0.7530779, 1.0]], ['2, k, 7', [-0.3981319, 0.8060268, 1.0]], ['2, k, 8', [0.1767558, 0.2219869, 1.0]], ['2, k, 9', [0.2672926, 0.02789663, 1.0]], ['2, k, 10', [0.2301533, -0.09899065, 1.0]], ['2, k, 11', [0.1838212, -0.1297703, 1.0]], ['2, k, 12', [-0.08646132, -0.2269421, 1.0]], ['2, k, 13', [-0.1275684, -0.2760684, 1.0]], ['2, k, 14', [-0.1270906, -0.6171394, 1.0]], ['2, k, 15', [-0.1273075, -0.6532338, 1.0]], ['2, k, 16', [0.08111019, -0.2378086, 1.0]], ['2, k, 17', [0.1704735, -0.2740614, 1.0]], ['2, k, 18', [0.1470359, -0.6190764, 1.0]], ['2, k, 19', [0.1867289, -0.7035612, 1.0]], ['2, k, 20', [0.0009044217, 0.2610933, 1.0]], ['2, k, 21', [-0.4303879, 0.8589516, 1.0]], ['2, k, 22', [-0.3511487, 0.8203121, 1.0]], ['2, k, 23', [0.1709009, -0.1694402, 1.0]], ['2, k, 24', [0.1269158, -0.1197634, 1.0]]]
[['2, k, 0', [-0.002503367, -0.2355068, 1.0]], ['2, k, 1', [-0.0009380448, 0.05109067, 1.0]], ['2, k, 2', [0.002744182, 0.3295657, 1.0]], ['2, k, 3', [0.007010828, 0.4518916, 1.0]], ['2, k, 4', [-0.1566804, 0.2899159, 1.0]], ['2, k, 5', [-0.2831983, 0.5114893, 1.0]], ['2, k, 6', [-0.4087753, 0.719543, 1.0]], ['2, k, 7', [-0.44177, 0.782796, 1.0]], ['2, k, 8', [0.1792414, 0.2204524, 1.0]], ['2, k, 9', [0.2683344, 0.02831472, 1.0]], ['2, k, 10', [0.2297261, -0.09766365, 1.0]], ['2, k, 11', [0.1859471, -0.1291582, 1.0]], ['2, k, 12', [-0.08637758, -0.2269244, 1.0]], ['2, k, 13', [-0.1275921, -0.2761494, 1.0]], ['2, k, 14', [-0.1262233, -0.6173772, 1.0]], ['2, k, 15', [-0.1257107, -0.6534529, 1.0]], ['2, k, 16', [0.08118711, -0.2382641, 1.0]], ['2, k, 17', [0.1705394, -0.274059, 1.0]], ['2, k, 18', [0.1470473, -0.6190534, 1.0]], ['2, k, 19', [0.1867447, -0.7035399, 1.0]], ['2, k, 20', [0.001700885, 0.2609723, 1.0]], ['2, k, 21', [-0.4683647, 0.8411649, 1.0]], ['2, k, 22', [-0.3748512, 0.7922276, 1.0]], ['2, k, 23', [0.1794204, -0.1737442, 1.0]], ['2, k, 24', [0.1304775, -0.1215671, 1.0]]]
[['2, k, 0', [-0.002490057, -0.235935, 1.0]], ['2, k, 1', [-0.0005591413, 0.05080717, 1.0]], ['2, k, 2', [0.003255003, 0.3295021, 1.0]], ['2, k, 3', [0.008158844, 0.4509138, 1.0]], ['2, k, 4', [-0.1556341, 0.2895023, 1.0]], ['2, k, 5', [-0.2998454, 0.4742604, 1.0]], ['2, k, 6', [-0.426006, 0.694191, 1.0]], ['2, k, 7', [-0.475735, 0.7590182, 1.0]], ['2, k, 8', [0.1822806, 0.2188875, 1.0]], ['2, k, 9', [0.2682844, 0.02795847, 1.0]], ['2, k, 10', [0.2246975, -0.1019574, 1.0]], ['2, k, 11', [0.1811937, -0.1387502, 1.0]], ['2, k, 12', [-0.08642884, -0.2271403, 1.0]], ['2, k, 13', [-0.1276043, -0.2763891, 1.0]], ['2, k, 14', [-0.1245832, -0.617608, 1.0]], ['2, k, 15', [-0.1233189, -0.6536638, 1.0]], ['2, k, 16', [0.08129738, -0.2391115, 1.0]], ['2, k, 17', [0.170526, -0.2738754, 1.0]], ['2, k, 18', [0.1473336, -0.618938, 1.0]], ['2, k, 19', [0.1868631, -0.7034947, 1.0]], ['2, k, 20', [0.002197162, 0.2608527, 1.0]], ['2, k, 21', [-0.5133328, 0.8122349, 1.0]], ['2, k, 22', [-0.4136456, 0.7815397, 1.0]], ['2, k, 23', [0.1720947, -0.1768297, 1.0]], ['2, k, 24', [0.1294737, -0.1230488, 1.0]]]
[['2, k, 0', [-0.002537134, -0.2373178, 1.0]], ['2, k, 1', [-0.0003538993, 0.05011354, 1.0]], ['2, k, 2', [0.003380477, 0.3293068, 1.0]], ['2, k, 3', [0.009187955, 0.4504744, 1.0]], ['2, k, 4', [-0.1560327, 0.2892227, 1.0]], ['2, k, 5', [-0.3172161, 0.476295, 1.0]], ['2, k, 6', [-0.4744956, 0.6748002, 1.0]], ['2, k, 7', [-0.5144629, 0.7290016, 1.0]], ['2, k, 8', [0.1832498, 0.217528, 1.0]], ['2, k, 9', [0.2681084, 0.02801598, 1.0]], ['2, k, 10', [0.2241337, -0.09829908, 1.0]], ['2, k, 11', [0.1824145, -0.1393719, 1.0]], ['2, k, 12', [-0.08663721, -0.2281112, 1.0]], ['2, k, 13', [-0.1276966, -0.2765584, 1.0]], ['2, k, 14', [-0.1233595, -0.6173245, 1.0]], ['2, k, 15', [-0.1216776, -0.6533808, 1.0]], ['2, k, 16', [0.08146702, -0.2408826, 1.0]], ['2, k, 17', [0.1705476, -0.2738848, 1.0]], ['2, k, 18', [0.1473922, -0.6189507, 1.0]], ['2, k, 19', [0.1868921, -0.7035198, 1.0]], ['2, k, 20', [0.002352256, 0.2605609, 1.0]], ['2, k, 21', [-0.5626401, 0.7818177, 1.0]], ['2, k, 22', [-0.4584523, 0.7620277, 1.0]], ['2, k, 23', [0.1681731, -0.1756219, 1.0]], ['2, k, 24', [0.1284312, -0.1166007, 1.0]]]
[['2, k, 0', [-0.002336827, -0.2381735, 1.0]], ['2, k, 1', [-5.776038e-05, 0.04924275, 1.0]], ['2, k, 2', [0.00349352, 0.3285672, 1.0]], ['2, k, 3', [0.01017119, 0.4499842, 1.0]], ['2, k, 4', [-0.1566316, 0.2871547, 1.0]], ['2, k, 5', [-0.342816, 0.4616519, 1.0]], ['2, k, 6', [-0.516688, 0.6455315, 1.0]], ['2, k, 7', [-0.5538735, 0.6958962, 1.0]], ['2, k, 8', [0.1841648, 0.2168293, 1.0]], ['2, k, 9', [0.267729, 0.02787608, 1.0]], ['2, k, 10', [0.2233402, -0.1007724, 1.0]], ['2, k, 11', [0.177001, -0.1389687, 1.0]], ['2, k, 12', [-0.08645817, -0.2289253, 1.0]], ['2, k, 13', [-0.1276833, -0.2766103, 1.0]], ['2, k, 14', [-0.1231922, -0.61741, 1.0]], ['2, k, 15', [-0.1210768, -0.6534275, 1.0]], ['2, k, 16', [0.08175424, -0.2418357, 1.0]], ['2, k, 17', [0.1705553, -0.2738214, 1.0]], ['2, k, 18', [0.1476836, -0.6188843, 1.0]], ['2, k, 19', [0.1869157, -0.703573, 1.0]], ['2, k, 20', [0.002532306, 0.2597831, 1.0]], ['2, k, 21', [-0.6029308, 0.7434894, 1.0]], ['2, k, 22', [-0.4959261, 0.7281797, 1.0]], ['2, k, 23', [0.1717404, -0.1767158, 1.0]], ['2, k, 24', [0.1236613, -0.1331788, 1.0]]]
[['2, k, 0', [-0.002060593, -0.2396057, 1.0]], ['2, k, 1', [2.191605e-05, 0.04879169, 1.0]], ['2, k, 2', [0.003440615, 0.3285497, 1.0]], ['2, k, 3', [0.01127473, 0.4491297, 1.0]], ['2, k, 4', [-0.1578124, 0.2810166, 1.0]], ['2, k, 5', [-0.3636525, 0.4313651, 1.0]], ['2, k, 6', [-0.5389644, 0.6142634, 1.0]], ['2, k, 7', [-0.587207, 0.6598075, 1.0]], ['2, k, 8', [0.1840669, 0.2168963, 1.0]], ['2, k, 9', [0.2676186, 0.02792894, 1.0]], ['2, k, 10', [0.2179309, -0.1036403, 1.0]], ['2, k, 11', [0.1677263, -0.1413394, 1.0]], ['2, k, 12', [-0.08653071, -0.2303885, 1.0]], ['2, k, 13', [-0.1277904, -0.2765815, 1.0]], ['2, k, 14', [-0.1230967, -0.6175879, 1.0]], ['2, k, 15', [-0.1209684, -0.6536006, 1.0]], ['2, k, 16', [0.08236328, -0.2430762, 1.0]], ['2, k, 17', [0.1705714, -0.2738255, 1.0]], ['2, k, 18', [0.1476134, -0.6188663, 1.0]], ['2, k, 19', [0.1869663, -0.7035021, 1.0]], ['2, k, 20', [0.002499714, 0.2597154, 1.0]], ['2, k, 21', [-0.6357365, 0.7124143, 1.0]], ['2, k, 22', [-0.5379341, 0.6965393, 1.0]], ['2, k, 23', [0.143847, -0.1752775, 1.0]], ['2, k, 24', [0.114862, -0.1153826, 1.0]]]
[['2, k, 0', [-0.001795935, -0.2416652, 1.0]], ['2, k, 1', [0.0003215549, 0.04726171, 1.0]], ['2, k, 2', [0.003527791, 0.3276458, 1.0]], ['2, k, 3', [0.01216529, 0.4487361, 1.0]], ['2, k, 4', [-0.1599673, 0.2756809, 1.0]], ['2, k, 5', [-0.3712115, 0.4178264, 1.0]], ['2, k, 6', [-0.5690162, 0.576256, 1.0]], ['2, k, 7', [-0.6238084, 0.6225237, 1.0]], ['2, k, 8', [0.1839219, 0.2169082, 1.0]], ['2, k, 9', [0.2675381, 0.02788406, 1.0]], ['2, k, 10', [0.218415, -0.1040474, 1.0]], ['2, k, 11', [0.1677804, -0.1417953, 1.0]], ['2, k, 12', [-0.08648542, -0.2326048, 1.0]], ['2, k, 13', [-0.1278498, -0.2765976, 1.0]], ['2, k, 14', [-0.1230117, -0.6176445, 1.0]], ['2, k, 15', [-0.1210617, -0.6536313, 1.0]], ['2, k, 16', [0.08279806, -0.2446064, 1.0]], ['2, k, 17', [0.1705215, -0.27386, 1.0]], ['2, k, 18', [0.1480943, -0.6189489, 1.0]], ['2, k, 19', [0.1870938, -0.703737, 1.0]], ['2, k, 20', [0.002651947, 0.2586566, 1.0]], ['2, k, 21', [-0.6811751, 0.6632375, 1.0]], ['2, k, 22', [-0.5771824, 0.661509, 1.0]], ['2, k, 23', [0.1489369, -0.1762867, 1.0]], ['2, k, 24', [0.1145008, -0.1178339, 1.0]]]
[['2, k, 0', [-0.001727097, -0.2420145, 1.0]], ['2, k, 1', [0.0004238712, 0.04700999, 1.0]], ['2, k, 2', [0.003560053, 0.3275652, 1.0]], ['2, k, 3', [0.01253807, 0.4486542, 1.0]], ['2, k, 4', [-0.1604687, 0.2747863, 1.0]], ['2, k, 5', [-0.3805845, 0.3846218, 1.0]], ['2, k, 6', [-0.5911801, 0.5252185, 1.0]], ['2, k, 7', [-0.6590644, 0.5748357, 1.0]], ['2, k, 8', [0.1845576, 0.2165403, 1.0]], ['2, k, 9', [0.2664864, 0.0279607, 1.0]], ['2, k, 10', [0.2162457, -0.1052978, 1.0]], ['2, k, 11', [0.1660059, -0.143322, 1.0]], ['2, k, 12', [-0.08648589, -0.2328971, 1.0]], ['2, k, 13', [-0.1279638, -0.2765814, 1.0]], ['2, k, 14', [-0.1229365, -0.6176441, 1.0]], ['2, k, 15', [-0.1207034, -0.6536268, 1.0]], ['2, k, 16', [0.08293807, -0.2449269, 1.0]], ['2, k, 17', [0.1704851, -0.2738802, 1.0]], ['2, k, 18', [0.1481697, -0.6189737, 1.0]], ['2, k, 19', [0.186948, -0.703858, 1.0]], ['2, k, 20', [0.00270447, 0.2585338, 1.0]], ['2, k, 21', [-0.715107, 0.610117, 1.0]], ['2, k, 22', [-0.6141859, 0.5911379, 1.0]], ['2, k, 23', [0.1378487, -0.1783895, 1.0]], ['2, k, 24', [0.1142338, -0.1137843, 1.0]]]
[['2, k, 0', [-0.001601974, -0.2426456, 1.0]], ['2, k, 1', [0.0007757125, 0.04624374, 1.0]], ['2, k, 2', [0.004050389, 0.3267771, 1.0]], ['2, k, 3', [0.01330176, 0.4485709, 1.0]], ['2, k, 4', [-0.1606452, 0.2728803, 1.0]], ['2, k, 5', [-0.3861055, 0.3620858, 1.0]], ['2, k, 6', [-0.6057449, 0.4799174, 1.0]], ['2, k, 7', [-0.6820173, 0.5236834, 1.0]], ['2, k, 8', [0.184569, 0.2166199, 1.0]], ['2, k, 9', [0.2662321, 0.02795013, 1.0]], ['2, k, 10', [0.2136407, -0.109242, 1.0]], ['2, k, 11', [0.1625649, -0.1446583, 1.0]], ['2, k, 12', [-0.086391, -0.2335591, 1.0]], ['2, k, 13', [-0.1282354, -0.2767312, 1.0]], ['2, k, 14', [-0.1227781, -0.6178774, 1.0]], ['2, k, 15', [-0.1204908, -0.6538218, 1.0]], ['2, k, 16', [0.08308718, -0.2453996, 1.0]], ['2, k, 17', [0.1705621, -0.2736065, 1.0]], ['2, k, 18', [0.1486858, -0.6187638, 1.0]], ['2, k, 19', [0.1866804, -0.7039757, 1.0]], ['2, k, 20', [0.003173364, 0.2577311, 1.0]], ['2, k, 21', [-0.7334566, 0.5634196, 1.0]], ['2, k, 22', [-0.6473577, 0.5482476, 1.0]], ['2, k, 23', [0.1420445, -0.1793267, 1.0]], ['2, k, 24', [0.1071926, -0.1175224, 1.0]]]
[['2, k, 0', [-0.001513656, -0.2430041, 1.0]], ['2, k, 1', [0.000736735, 0.04606579, 1.0]], ['2, k, 2', [0.003817125, 0.3267251, 1.0]], ['2, k, 3', [0.01457656, 0.4476774, 1.0]], ['2, k, 4', [-0.1621208, 0.2716836, 1.0]], ['2, k, 5', [-0.3922881, 0.3445853, 1.0]], ['2, k, 6', [-0.6234743, 0.43067, 1.0]], ['2, k, 7', [-0.6956646, 0.4680973, 1.0]], ['2, k, 8', [0.184436, 0.2162446, 1.0]], ['2, k, 9', [0.2657109, 0.02808056, 1.0]], ['2, k, 10', [0.2132384, -0.1087374, 1.0]], ['2, k, 11', [0.1613259, -0.1436842, 1.0]], ['2, k, 12', [-0.0863715, -0.2339115, 1.0]], ['2, k, 13', [-0.1284528, -0.2771404, 1.0]], ['2, k, 14', [-0.1231838, -0.6180514, 1.0]], ['2, k, 15', [-0.1207715, -0.6539909, 1.0]], ['2, k, 16', [0.08324305, -0.2456879, 1.0]], ['2, k, 17', [0.1705636, -0.2736162, 1.0]], ['2, k, 18', [0.1486793, -0.6187578, 1.0]], ['2, k, 19', [0.186669, -0.7039735, 1.0]], ['2, k, 20', [0.003010348, 0.2576472, 1.0]], ['2, k, 21', [-0.7642163, 0.4996362, 1.0]], ['2, k, 22', [-0.6820718, 0.4960606, 1.0]], ['2, k, 23', [0.1435332, -0.1784075, 1.0]], ['2, k, 24', [0.1077748, -0.1163636, 1.0]]]
[['2, k, 0', [-0.001290947, -0.2438167, 1.0]], ['2, k, 1', [0.0009342432, 0.04546991, 1.0]], ['2, k, 2', [0.003886847, 0.3263924, 1.0]], ['2, k, 3', [0.01547794, 0.4472542, 1.0]], ['2, k, 4', [-0.1624864, 0.2690933, 1.0]], ['2, k, 5', [-0.3976306, 0.3243143, 1.0]], ['2, k, 6', [-0.6249555, 0.3713289, 1.0]], ['2, k, 7', [-0.7133546, 0.4081466, 1.0]], ['2, k, 8', [0.1862455, 0.2149668, 1.0]], ['2, k, 9', [0.2656109, 0.02785998, 1.0]], ['2, k, 10', [0.2130435, -0.1087273, 1.0]], ['2, k, 11', [0.1608402, -0.1445336, 1.0]], ['2, k, 12', [-0.08623777, -0.2346638, 1.0]], ['2, k, 13', [-0.1284971, -0.2770889, 1.0]], ['2, k, 14', [-0.1233576, -0.6181794, 1.0]], ['2, k, 15', [-0.1204491, -0.6540878, 1.0]], ['2, k, 16', [0.08358965, -0.2465649, 1.0]], ['2, k, 17', [0.1706607, -0.2733666, 1.0]], ['2, k, 18', [0.147917, -0.6183872, 1.0]], ['2, k, 19', [0.1860113, -0.7035572, 1.0]], ['2, k, 20', [0.00311736, 0.2572448, 1.0]], ['2, k, 21', [-0.7807844, 0.4248007, 1.0]], ['2, k, 22', [-0.6984018, 0.4232087, 1.0]], ['2, k, 23', [0.1395125, -0.178255, 1.0]], ['2, k, 24', [0.1085523, -0.1156091, 1.0]]]
[['2, k, 0', [-0.001290031, -0.2438172, 1.0]], ['2, k, 1', [0.0009351659, 0.04547015, 1.0]], ['2, k, 2', [0.003875588, 0.3264103, 1.0]], ['2, k, 3', [0.01656145, 0.4470929, 1.0]], ['2, k, 4', [-0.1624186, 0.2700584, 1.0]], ['2, k, 5', [-0.4133906, 0.2985767, 1.0]], ['2, k, 6', [-0.634571, 0.3246636, 1.0]], ['2, k, 7', [-0.7208749, 0.3434901, 1.0]], ['2, k, 8', [0.1860332, 0.2151154, 1.0]], ['2, k, 9', [0.2659023, 0.0274307, 1.0]], ['2, k, 10', [0.2228964, -0.09298365, 1.0]], ['2, k, 11', [0.1715832, -0.1294962, 1.0]], ['2, k, 12', [-0.0862418, -0.2346024, 1.0]], ['2, k, 13', [-0.1286459, -0.2772484, 1.0]], ['2, k, 14', [-0.123467, -0.6184318, 1.0]], ['2, k, 15', [-0.1206278, -0.654338, 1.0]], ['2, k, 16', [0.08360003, -0.2465942, 1.0]], ['2, k, 17', [0.1706524, -0.2733991, 1.0]], ['2, k, 18', [0.1485523, -0.6184884, 1.0]], ['2, k, 19', [0.1860616, -0.703901, 1.0]], ['2, k, 20', [0.00311325, 0.2572531, 1.0]], ['2, k, 21', [-0.791225, 0.3552965, 1.0]], ['2, k, 22', [-0.7084737, 0.3537157, 1.0]], ['2, k, 23', [0.1481038, -0.166224, 1.0]], ['2, k, 24', [0.1150891, -0.1084395, 1.0]]]
[['2, k, 0', [-0.001284385, -0.2439274, 1.0]], ['2, k, 1', [0.0009829667, 0.04539016, 1.0]], ['2, k, 2', [0.003912678, 0.3263909, 1.0]], ['2, k, 3', [0.01805325, 0.4466443, 1.0]], ['2, k, 4', [-0.1623323, 0.270431, 1.0]], ['2, k, 5', [-0.4068672, 0.2648267, 1.0]], ['2, k, 6', [-0.6165903, 0.2639716, 1.0]], ['2, k, 7', [-0.6996523, 0.2721139, 1.0]], ['2, k, 8', [0.1878759, 0.2141576, 1.0]], ['2, k, 9', [0.266018, 0.02738323, 1.0]], ['2, k, 10', [0.2224518, -0.09832942, 1.0]], ['2, k, 11', [0.1702648, -0.1347466, 1.0]], ['2, k, 12', [-0.08625093, -0.2346355, 1.0]], ['2, k, 13', [-0.1286865, -0.2771674, 1.0]], ['2, k, 14', [-0.1168134, -0.618473, 1.0]], ['2, k, 15', [-0.153739, -0.7042198, 1.0]], ['2, k, 16', [0.08363313, -0.2468238, 1.0]], ['2, k, 17', [0.1707058, -0.2732196, 1.0]], ['2, k, 18', [0.148426, -0.6183944, 1.0]], ['2, k, 19', [0.1859881, -0.7037846, 1.0]], ['2, k, 20', [0.003155544, 0.2572192, 1.0]], ['2, k, 21', [-0.7796027, 0.2609372, 1.0]], ['2, k, 22', [-0.7724595, 0.274047, 1.0]], ['2, k, 23', [0.1496324, -0.1718565, 1.0]], ['2, k, 24', [0.1141395, -0.1139289, 1.0]]]
