[['2, k, 0', [-0.398347, -0.259495, 1.0]], ['2, k, 1', [-0.38234, 0.0660601, 1.0]], ['2, k, 2', [-0.364297, 0.382837, 1.0]], ['2, k, 3', [-0.356104, 0.539543, 1.0]], ['2, k, 4', [-0.53579, 0.283889, 1.0]], ['2, k, 5', [-0.690305, 0.288098, 1.0]], ['2, k, 6', [-0.656662, 0.348342, 1.0]], ['2, k, 7', [-0.646079, 0.388021, 1.0]], ['2, k, 8', [-0.184101, 0.30196, 1.0]], ['2, k, 9', [0.00572371, 0.327711, 1.0]], ['2, k, 10', [0.00627638, 0.384085, 1.0]], ['2, k, 11', [-0.0103872, 0.400509, 1.0]], ['2, k, 12', [-0.472617, -0.259724, 1.0]], ['2, k, 13', [-0.507368, -0.579081, 1.0]], ['2, k, 14', [-0.542117, -1.02587, 1.0]], ['2, k, 15', [-0.553223, -1.08984, 1.0]], ['2, k, 16', [-0.312245, -0.251569, 1.0]], ['2, k, 17', [-0.284147, -0.638759, 1.0]], ['2, k, 18', [-0.280045, -1.02815, 1.0]], ['2, k, 19', [-0.251709, -1.09766, 1.0]], ['2, k, 20', [-0.36917, 0.304944, 1.0]], ['2, k, 21', [-0.622006, 0.410443, 1.0]], ['2, k, 22', [-0.679504, 0.432235, 1.0]], ['2, k, 23', [-0.0310271, 0.408197, 1.0]], ['2, k, 24', [-0.0312998, 0.445459, 1.0]]]
[['2, k, 0', [-0.355388, -0.226201, 1.0]], ['2, k, 1', [-0.353159, 0.0741295, 1.0]], ['2, k, 2', [-0.349022, 0.368251, 1.0]], ['2, k, 3', [-0.375506, 0.50002, 1.0]], ['2, k, 4', [-0.525013, 0.282393, 1.0]], ['2, k, 5', [-0.726951, 0.222868, 1.0]], ['2, k, 6', [-0.85291, 0.289382, 1.0]], ['2, k, 7', [-0.881254, 0.34167, 1.0]], ['2, k, 8', [-0.191897, 0.284657, 1.0]], ['2, k, 9', [-0.187212, 0.412377, 1.0]], ['2, k, 10', [-0.305327, 0.526381, 1.0]], ['2, k, 11', [-0.345095, 0.561407, 1.0]], ['2, k, 12', [-0.423962, -0.217637, 1.0]], ['2, k, 13', [-0.49635, -0.674289, 1.0]], ['2, k, 14', [-0.543903, -1.02269, 1.0]], ['2, k, 15', [-0.555039, -1.08744, 1.0]], ['2, k, 16', [-0.276471, -0.227277, 1.0]], ['2, k, 17', [-0.25464, -0.682287, 1.0]], ['2, k, 18', [-0.275531, -1.04117, 1.0]], ['2, k, 19', [-0.256281, -1.09756, 1.0]], ['2, k, 20', [-0.350465, 0.29572, 1.0]], ['2, k, 21', [-0.869873, 0.38321, 1.0]], ['2, k, 22', [-0.838502, 0.3363, 1.0]], ['2, k, 23', [-0.370678, 0.578344, 1.0]], ['2, k, 24', [-0.434516, 0.533448, 1.0]]]
[['2, k, 0', [-0.354519, -0.216803, 1.0]], ['2, k, 1', [-0.349878, 0.0819047, 1.0]], ['2, k, 2', [-0.343505, 0.37408, 1.0]], ['2, k, 3', [-0.37126, 0.513618, 1.0]], ['2, k, 4', [-0.521255, 0.28555, 1.0]], ['2, k, 5', [-0.72256, 0.235015, 1.0]], ['2, k, 6', [-0.832062, 0.312302, 1.0]], ['2, k, 7', [-0.864891, 0.365715, 1.0]], ['2, k, 8', [-0.192638, 0.288013, 1.0]], ['2, k, 9', [-0.165095, 0.40896, 1.0]], ['2, k, 10', [-0.25343, 0.529607, 1.0]], ['2, k, 11', [-0.294837, 0.564074, 1.0]], ['2, k, 12', [-0.42539, -0.20881, 1.0]], ['2, k, 13', [-0.498428, -0.669945, 1.0]], ['2, k, 14', [-0.544134, -1.02269, 1.0]], ['2, k, 15', [-0.555102, -1.08738, 1.0]], ['2, k, 16', [-0.273189, -0.217525, 1.0]], ['2, k, 17', [-0.255656, -0.682728, 1.0]], ['2, k, 18', [-0.275228, -1.04114, 1.0]], ['2, k, 19', [-0.256313, -1.09767, 1.0]], ['2, k, 20', [-0.3455, 0.302065, 1.0]], ['2, k, 21', [-0.852559, 0.401301, 1.0]], ['2, k, 22', [-0.787681, 0.399378, 1.0]], ['2, k, 23', [-0.33223, 0.589005, 1.0]], ['2, k, 24', [-0.360044, 0.548072, 1.0]]]
[['2, k, 0', [-0.354531, -0.212455, 1.0]], ['2, k, 1', [-0.348396, 0.0865297, 1.0]], ['2, k, 2', [-0.340379, 0.378259, 1.0]], ['2, k, 3', [-0.362017, 0.524797, 1.0]], ['2, k, 4', [-0.521084, 0.289183, 1.0]], ['2, k, 5', [-0.718263, 0.252282, 1.0]], ['2, k, 6', [-0.825719, 0.327441, 1.0]], ['2, k, 7', [-0.852027, 0.379634, 1.0]], ['2, k, 8', [-0.191898, 0.289865, 1.0]], ['2, k, 9', [-0.152428, 0.408609, 1.0]], ['2, k, 10', [-0.239672, 0.528593, 1.0]], ['2, k, 11', [-0.270584, 0.567176, 1.0]], ['2, k, 12', [-0.425744, -0.204345, 1.0]], ['2, k, 13', [-0.500732, -0.671029, 1.0]], ['2, k, 14', [-0.544086, -1.02247, 1.0]], ['2, k, 15', [-0.555054, -1.08751, 1.0]], ['2, k, 16', [-0.27283, -0.213577, 1.0]], ['2, k, 17', [-0.25644, -0.682768, 1.0]], ['2, k, 18', [-0.275164, -1.04074, 1.0]], ['2, k, 19', [-0.256242, -1.09727, 1.0]], ['2, k, 20', [-0.342768, 0.306436, 1.0]], ['2, k, 21', [-0.836663, 0.422788, 1.0]], ['2, k, 22', [-0.778871, 0.410675, 1.0]], ['2, k, 23', [-0.301471, 0.590607, 1.0]], ['2, k, 24', [-0.347977, 0.551777, 1.0]]]
[['2, k, 0', [-0.354787, -0.208842, 1.0]], ['2, k, 1', [-0.348463, 0.0880855, 1.0]], ['2, k, 2', [-0.340361, 0.378471, 1.0]], ['2, k, 3', [-0.351478, 0.530385, 1.0]], ['2, k, 4', [-0.52187, 0.290886, 1.0]], ['2, k, 5', [-0.717309, 0.257458, 1.0]], ['2, k, 6', [-0.816431, 0.336974, 1.0]], ['2, k, 7', [-0.838152, 0.394718, 1.0]], ['2, k, 8', [-0.192783, 0.296378, 1.0]], ['2, k, 9', [-0.133391, 0.406078, 1.0]], ['2, k, 10', [-0.211771, 0.529342, 1.0]], ['2, k, 11', [-0.238592, 0.570435, 1.0]], ['2, k, 12', [-0.426673, -0.200725, 1.0]], ['2, k, 13', [-0.503638, -0.664165, 1.0]], ['2, k, 14', [-0.544196, -1.0219, 1.0]], ['2, k, 15', [-0.554895, -1.08754, 1.0]], ['2, k, 16', [-0.272415, -0.209673, 1.0]], ['2, k, 17', [-0.257376, -0.682807, 1.0]], ['2, k, 18', [-0.274956, -1.04045, 1.0]], ['2, k, 19', [-0.2563, -1.09716, 1.0]], ['2, k, 20', [-0.342755, 0.306877, 1.0]], ['2, k, 21', [-0.834895, 0.436748, 1.0]], ['2, k, 22', [-0.786254, 0.394349, 1.0]], ['2, k, 23', [-0.266721, 0.594088, 1.0]], ['2, k, 24', [-0.31647, 0.556952, 1.0]]]
[['2, k, 0', [-0.354825, -0.20868, 1.0]], ['2, k, 1', [-0.348559, 0.0881662, 1.0]], ['2, k, 2', [-0.340642, 0.378181, 1.0]], ['2, k, 3', [-0.34426, 0.529808, 1.0]], ['2, k, 4', [-0.521031, 0.294314, 1.0]], ['2, k, 5', [-0.712469, 0.265526, 1.0]], ['2, k, 6', [-0.790133, 0.353185, 1.0]], ['2, k, 7', [-0.799415, 0.429999, 1.0]], ['2, k, 8', [-0.192883, 0.29989, 1.0]], ['2, k, 9', [-0.115123, 0.402439, 1.0]], ['2, k, 10', [-0.193034, 0.533578, 1.0]], ['2, k, 11', [-0.211991, 0.574407, 1.0]], ['2, k, 12', [-0.427098, -0.200346, 1.0]], ['2, k, 13', [-0.504876, -0.661932, 1.0]], ['2, k, 14', [-0.543928, -1.02076, 1.0]], ['2, k, 15', [-0.554644, -1.08792, 1.0]], ['2, k, 16', [-0.272153, -0.209394, 1.0]], ['2, k, 17', [-0.258206, -0.682766, 1.0]], ['2, k, 18', [-0.274244, -1.03978, 1.0]], ['2, k, 19', [-0.256373, -1.09706, 1.0]], ['2, k, 20', [-0.342969, 0.306756, 1.0]], ['2, k, 21', [-0.778883, 0.45841, 1.0]], ['2, k, 22', [-0.710733, 0.451016, 1.0]], ['2, k, 23', [-0.242987, 0.595299, 1.0]], ['2, k, 24', [-0.298579, 0.558603, 1.0]]]
[['2, k, 0', [-0.355043, -0.21013, 1.0]], ['2, k, 1', [-0.349038, 0.0874764, 1.0]], ['2, k, 2', [-0.341463, 0.377797, 1.0]], ['2, k, 3', [-0.340179, 0.529034, 1.0]], ['2, k, 4', [-0.521178, 0.294558, 1.0]], ['2, k, 5', [-0.703451, 0.288431, 1.0]], ['2, k, 6', [-0.789228, 0.369822, 1.0]], ['2, k, 7', [-0.782721, 0.443864, 1.0]], ['2, k, 8', [-0.192126, 0.30565, 1.0]], ['2, k, 9', [-0.10109, 0.401891, 1.0]], ['2, k, 10', [-0.152793, 0.53991, 1.0]], ['2, k, 11', [-0.172053, 0.575958, 1.0]], ['2, k, 12', [-0.428059, -0.202308, 1.0]], ['2, k, 13', [-0.506423, -0.659304, 1.0]], ['2, k, 14', [-0.54371, -1.02098, 1.0]], ['2, k, 15', [-0.554892, -1.08799, 1.0]], ['2, k, 16', [-0.271362, -0.211591, 1.0]], ['2, k, 17', [-0.259261, -0.683061, 1.0]], ['2, k, 18', [-0.275217, -1.04032, 1.0]], ['2, k, 19', [-0.256272, -1.09726, 1.0]], ['2, k, 20', [-0.343694, 0.306316, 1.0]], ['2, k, 21', [-0.756859, 0.476843, 1.0]], ['2, k, 22', [-0.724409, 0.44714, 1.0]], ['2, k, 23', [-0.192959, 0.600015, 1.0]], ['2, k, 24', [-0.242317, 0.566595, 1.0]]]
[['2, k, 0', [-0.356585, -0.215263, 1.0]], ['2, k, 1', [-0.349784, 0.0865021, 1.0]], ['2, k, 2', [-0.341867, 0.378455, 1.0]], ['2, k, 3', [-0.338496, 0.530039, 1.0]], ['2, k, 4', [-0.520936, 0.295263, 1.0]], ['2, k, 5', [-0.694579, 0.299379, 1.0]], ['2, k, 6', [-0.762466, 0.385877, 1.0]], ['2, k, 7', [-0.751916, 0.466884, 1.0]], ['2, k, 8', [-0.186908, 0.30569, 1.0]], ['2, k, 9', [-0.0829133, 0.404853, 1.0]], ['2, k, 10', [-0.120059, 0.535969, 1.0]], ['2, k, 11', [-0.140029, 0.575985, 1.0]], ['2, k, 12', [-0.430296, -0.207767, 1.0]], ['2, k, 13', [-0.508712, -0.655456, 1.0]], ['2, k, 14', [-0.543734, -1.02104, 1.0]], ['2, k, 15', [-0.554739, -1.08734, 1.0]], ['2, k, 16', [-0.27221, -0.216954, 1.0]], ['2, k, 17', [-0.260483, -0.681954, 1.0]], ['2, k, 18', [-0.275224, -1.03972, 1.0]], ['2, k, 19', [-0.256671, -1.0964, 1.0]], ['2, k, 20', [-0.344141, 0.306628, 1.0]], ['2, k, 21', [-0.729972, 0.498431, 1.0]], ['2, k, 22', [-0.660746, 0.478817, 1.0]], ['2, k, 23', [-0.169017, 0.598758, 1.0]], ['2, k, 24', [-0.214017, 0.568103, 1.0]]]
[['2, k, 0', [-0.359032, -0.218219, 1.0]], ['2, k, 1', [-0.350589, 0.0872825, 1.0]], ['2, k, 2', [-0.340208, 0.387626, 1.0]], ['2, k, 3', [-0.337542, 0.530264, 1.0]], ['2, k, 4', [-0.52022, 0.297441, 1.0]], ['2, k, 5', [-0.684817, 0.308628, 1.0]], ['2, k, 6', [-0.753712, 0.395281, 1.0]], ['2, k, 7', [-0.727291, 0.479931, 1.0]], ['2, k, 8', [-0.185222, 0.306544, 1.0]], ['2, k, 9', [-0.0668886, 0.402381, 1.0]], ['2, k, 10', [-0.0751524, 0.525011, 1.0]], ['2, k, 11', [-0.109353, 0.578328, 1.0]], ['2, k, 12', [-0.433297, -0.211339, 1.0]], ['2, k, 13', [-0.509288, -0.653889, 1.0]], ['2, k, 14', [-0.543706, -1.02124, 1.0]], ['2, k, 15', [-0.554734, -1.08763, 1.0]], ['2, k, 16', [-0.274693, -0.219823, 1.0]], ['2, k, 17', [-0.262292, -0.682655, 1.0]], ['2, k, 18', [-0.275391, -1.03936, 1.0]], ['2, k, 19', [-0.256688, -1.09645, 1.0]], ['2, k, 20', [-0.34344, 0.312934, 1.0]], ['2, k, 21', [-0.698259, 0.514988, 1.0]], ['2, k, 22', [-0.677863, 0.477183, 1.0]], ['2, k, 23', [-0.141038, 0.598949, 1.0]], ['2, k, 24', [-0.189489, 0.568945, 1.0]]]
[['2, k, 0', [-0.364428, -0.220128, 1.0]], ['2, k, 1', [-0.352757, 0.0890857, 1.0]], ['2, k, 2', [-0.33963, 0.392434, 1.0]], ['2, k, 3', [-0.336054, 0.530404, 1.0]], ['2, k, 4', [-0.517255, 0.30095, 1.0]], ['2, k, 5', [-0.674188, 0.323239, 1.0]], ['2, k, 6', [-0.697943, 0.449489, 1.0]], ['2, k, 7', [-0.696202, 0.494873, 1.0]], ['2, k, 8', [-0.182794, 0.310806, 1.0]], ['2, k, 9', [-0.0489855, 0.400466, 1.0]], ['2, k, 10', [-0.0593458, 0.527567, 1.0]], ['2, k, 11', [-0.0680164, 0.576487, 1.0]], ['2, k, 12', [-0.437475, -0.212929, 1.0]], ['2, k, 13', [-0.510375, -0.651746, 1.0]], ['2, k, 14', [-0.543858, -1.02145, 1.0]], ['2, k, 15', [-0.554332, -1.08793, 1.0]], ['2, k, 16', [-0.281186, -0.221544, 1.0]], ['2, k, 17', [-0.264349, -0.683169, 1.0]], ['2, k, 18', [-0.275445, -1.03937, 1.0]], ['2, k, 19', [-0.256718, -1.09655, 1.0]], ['2, k, 20', [-0.343516, 0.317323, 1.0]], ['2, k, 21', [-0.665036, 0.534359, 1.0]], ['2, k, 22', [-0.623574, 0.503673, 1.0]], ['2, k, 23', [-0.0854165, 0.60255, 1.0]], ['2, k, 24', [-0.135135, 0.573922, 1.0]]]
[['2, k, 0', [-0.366107, -0.220924, 1.0]], ['2, k, 1', [-0.353347, 0.0895798, 1.0]], ['2, k, 2', [-0.339382, 0.393992, 1.0]], ['2, k, 3', [-0.334198, 0.530412, 1.0]], ['2, k, 4', [-0.509343, 0.303118, 1.0]], ['2, k, 5', [-0.663572, 0.341881, 1.0]], ['2, k, 6', [-0.676983, 0.463283, 1.0]], ['2, k, 7', [-0.666464, 0.51168, 1.0]], ['2, k, 8', [-0.18286, 0.311051, 1.0]], ['2, k, 9', [-0.0347992, 0.400834, 1.0]], ['2, k, 10', [-0.0260912, 0.535351, 1.0]], ['2, k, 11', [-0.0377908, 0.578026, 1.0]], ['2, k, 12', [-0.439983, -0.214143, 1.0]], ['2, k, 13', [-0.510844, -0.650838, 1.0]], ['2, k, 14', [-0.544165, -1.02172, 1.0]], ['2, k, 15', [-0.553675, -1.08835, 1.0]], ['2, k, 16', [-0.282542, -0.222084, 1.0]], ['2, k, 17', [-0.265671, -0.683141, 1.0]], ['2, k, 18', [-0.275655, -1.03918, 1.0]], ['2, k, 19', [-0.256635, -1.09709, 1.0]], ['2, k, 20', [-0.343474, 0.318703, 1.0]], ['2, k, 21', [-0.627323, 0.553682, 1.0]], ['2, k, 22', [-0.595908, 0.50999, 1.0]], ['2, k, 23', [-0.0455028, 0.601787, 1.0]], ['2, k, 24', [-0.109897, 0.575947, 1.0]]]
[['2, k, 0', [-0.367041, -0.22117, 1.0]], ['2, k, 1', [-0.353967, 0.0902484, 1.0]], ['2, k, 2', [-0.339571, 0.395492, 1.0]], ['2, k, 3', [-0.332101, 0.531102, 1.0]], ['2, k, 4', [-0.508156, 0.303168, 1.0]], ['2, k, 5', [-0.659781, 0.347685, 1.0]], ['2, k, 6', [-0.654397, 0.478841, 1.0]], ['2, k, 7', [-0.637997, 0.52543, 1.0]], ['2, k, 8', [-0.173266, 0.315285, 1.0]], ['2, k, 9', [-0.0221887, 0.397599, 1.0]], ['2, k, 10', [0.00927838, 0.530625, 1.0]], ['2, k, 11', [-0.000873387, 0.575635, 1.0]], ['2, k, 12', [-0.441195, -0.214605, 1.0]], ['2, k, 13', [-0.511723, -0.649238, 1.0]], ['2, k, 14', [-0.544098, -1.0222, 1.0]], ['2, k, 15', [-0.553801, -1.08851, 1.0]], ['2, k, 16', [-0.283652, -0.222148, 1.0]], ['2, k, 17', [-0.267371, -0.683729, 1.0]], ['2, k, 18', [-0.275932, -1.0393, 1.0]], ['2, k, 19', [-0.256655, -1.09705, 1.0]], ['2, k, 20', [-0.343752, 0.320091, 1.0]], ['2, k, 21', [-0.593499, 0.565922, 1.0]], ['2, k, 22', [-0.596128, 0.501609, 1.0]], ['2, k, 23', [0.00404641, 0.60831, 1.0]], ['2, k, 24', [-0.0590853, 0.57871, 1.0]]]
[['2, k, 0', [-0.369134, -0.221174, 1.0]], ['2, k, 1', [-0.355447, 0.0910761, 1.0]], ['2, k, 2', [-0.340275, 0.396431, 1.0]], ['2, k, 3', [-0.329865, 0.531472, 1.0]], ['2, k, 4', [-0.508038, 0.303018, 1.0]], ['2, k, 5', [-0.644545, 0.357909, 1.0]], ['2, k, 6', [-0.634529, 0.485495, 1.0]], ['2, k, 7', [-0.604867, 0.537407, 1.0]], ['2, k, 8', [-0.168459, 0.317228, 1.0]], ['2, k, 9', [-0.0130678, 0.399006, 1.0]], ['2, k, 10', [0.0299154, 0.530626, 1.0]], ['2, k, 11', [0.0262796, 0.575545, 1.0]], ['2, k, 12', [-0.442969, -0.214443, 1.0]], ['2, k, 13', [-0.513022, -0.648498, 1.0]], ['2, k, 14', [-0.544209, -1.02223, 1.0]], ['2, k, 15', [-0.555157, -1.0891, 1.0]], ['2, k, 16', [-0.286512, -0.222087, 1.0]], ['2, k, 17', [-0.268374, -0.682894, 1.0]], ['2, k, 18', [-0.276162, -1.03886, 1.0]], ['2, k, 19', [-0.257132, -1.09634, 1.0]], ['2, k, 20', [-0.344592, 0.321083, 1.0]], ['2, k, 21', [-0.557456, 0.570606, 1.0]], ['2, k, 22', [-0.560775, 0.51691, 1.0]], ['2, k, 23', [0.0292456, 0.604237, 1.0]], ['2, k, 24', [-0.0388147, 0.575292, 1.0]]]
[['2, k, 0', [-0.370469, -0.221163, 1.0]], ['2, k, 1', [-0.356128, 0.0914552, 1.0]], ['2, k, 2', [-0.340526, 0.39682, 1.0]], ['2, k, 3', [-0.326949, 0.531901, 1.0]], ['2, k, 4', [-0.498087, 0.305303, 1.0]], ['2, k, 5', [-0.6292, 0.364426, 1.0]], ['2, k, 6', [-0.602935, 0.490561, 1.0]], ['2, k, 7', [-0.569754, 0.547288, 1.0]], ['2, k, 8', [-0.162966, 0.319512, 1.0]], ['2, k, 9', [-0.00108314, 0.392288, 1.0]], ['2, k, 10', [0.0617553, 0.522711, 1.0]], ['2, k, 11', [0.0588666, 0.573026, 1.0]], ['2, k, 12', [-0.444521, -0.214119, 1.0]], ['2, k, 13', [-0.513501, -0.644672, 1.0]], ['2, k, 14', [-0.544155, -1.02225, 1.0]], ['2, k, 15', [-0.555263, -1.08888, 1.0]], ['2, k, 16', [-0.288099, -0.222142, 1.0]], ['2, k, 17', [-0.269356, -0.682699, 1.0]], ['2, k, 18', [-0.276777, -1.03896, 1.0]], ['2, k, 19', [-0.257107, -1.09645, 1.0]], ['2, k, 20', [-0.344913, 0.321503, 1.0]], ['2, k, 21', [-0.523778, 0.580962, 1.0]], ['2, k, 22', [-0.514472, 0.541677, 1.0]], ['2, k, 23', [0.0581288, 0.598944, 1.0]], ['2, k, 24', [-0.000931598, 0.573581, 1.0]]]
[['2, k, 0', [-0.371123, -0.221182, 1.0]], ['2, k, 1', [-0.356715, 0.0906494, 1.0]], ['2, k, 2', [-0.340901, 0.393148, 1.0]], ['2, k, 3', [-0.321932, 0.532404, 1.0]], ['2, k, 4', [-0.495556, 0.305104, 1.0]], ['2, k, 5', [-0.608701, 0.381335, 1.0]], ['2, k, 6', [-0.56766, 0.498678, 1.0]], ['2, k, 7', [-0.534884, 0.555431, 1.0]], ['2, k, 8', [-0.158574, 0.321089, 1.0]], ['2, k, 9', [0.0126247, 0.391251, 1.0]], ['2, k, 10', [0.0785017, 0.521075, 1.0]], ['2, k, 11', [0.0871939, 0.570244, 1.0]], ['2, k, 12', [-0.445086, -0.214116, 1.0]], ['2, k, 13', [-0.513848, -0.642299, 1.0]], ['2, k, 14', [-0.544492, -1.02326, 1.0]], ['2, k, 15', [-0.555523, -1.08903, 1.0]], ['2, k, 16', [-0.288889, -0.222109, 1.0]], ['2, k, 17', [-0.271589, -0.683768, 1.0]], ['2, k, 18', [-0.276984, -1.03919, 1.0]], ['2, k, 19', [-0.257188, -1.09641, 1.0]], ['2, k, 20', [-0.34536, 0.318886, 1.0]], ['2, k, 21', [-0.489179, 0.587704, 1.0]], ['2, k, 22', [-0.483507, 0.547089, 1.0]], ['2, k, 23', [0.0888852, 0.593992, 1.0]], ['2, k, 24', [0.0177752, 0.572338, 1.0]]]
[['2, k, 0', [-0.372274, -0.221469, 1.0]], ['2, k, 1', [-0.357366, 0.0897037, 1.0]], ['2, k, 2', [-0.340914, 0.390893, 1.0]], ['2, k, 3', [-0.318992, 0.532731, 1.0]], ['2, k, 4', [-0.493816, 0.305458, 1.0]], ['2, k, 5', [-0.591238, 0.390688, 1.0]], ['2, k, 6', [-0.542603, 0.502417, 1.0]], ['2, k, 7', [-0.497098, 0.565272, 1.0]], ['2, k, 8', [-0.157041, 0.321764, 1.0]], ['2, k, 9', [0.0261946, 0.388623, 1.0]], ['2, k, 10', [0.10499, 0.519413, 1.0]], ['2, k, 11', [0.115391, 0.558648, 1.0]], ['2, k, 12', [-0.44637, -0.214482, 1.0]], ['2, k, 13', [-0.515123, -0.64109, 1.0]], ['2, k, 14', [-0.544683, -1.02335, 1.0]], ['2, k, 15', [-0.555548, -1.08866, 1.0]], ['2, k, 16', [-0.290363, -0.22248, 1.0]], ['2, k, 17', [-0.273375, -0.684291, 1.0]], ['2, k, 18', [-0.27703, -1.03918, 1.0]], ['2, k, 19', [-0.257195, -1.0964, 1.0]], ['2, k, 20', [-0.345555, 0.316993, 1.0]], ['2, k, 21', [-0.444838, 0.598207, 1.0]], ['2, k, 22', [-0.453232, 0.542779, 1.0]], ['2, k, 23', [0.120242, 0.582532, 1.0]], ['2, k, 24', [0.0442045, 0.568532, 1.0]]]
[['2, k, 0', [-0.374065, -0.221229, 1.0]], ['2, k, 1', [-0.357908, 0.0892421, 1.0]], ['2, k, 2', [-0.340716, 0.389553, 1.0]], ['2, k, 3', [-0.31513, 0.532805, 1.0]], ['2, k, 4', [-0.490729, 0.303718, 1.0]], ['2, k, 5', [-0.572845, 0.394783, 1.0]], ['2, k, 6', [-0.488213, 0.529573, 1.0]], ['2, k, 7', [-0.464045, 0.571075, 1.0]], ['2, k, 8', [-0.152093, 0.32249, 1.0]], ['2, k, 9', [0.0382451, 0.383142, 1.0]], ['2, k, 10', [0.124696, 0.512843, 1.0]], ['2, k, 11', [0.141091, 0.551404, 1.0]], ['2, k, 12', [-0.448182, -0.214041, 1.0]], ['2, k, 13', [-0.518293, -0.637687, 1.0]], ['2, k, 14', [-0.545134, -1.02363, 1.0]], ['2, k, 15', [-0.55629, -1.08826, 1.0]], ['2, k, 16', [-0.292667, -0.222083, 1.0]], ['2, k, 17', [-0.274992, -0.684417, 1.0]], ['2, k, 18', [-0.276732, -1.0394, 1.0]], ['2, k, 19', [-0.257166, -1.0965, 1.0]], ['2, k, 20', [-0.345565, 0.315917, 1.0]], ['2, k, 21', [-0.408918, 0.610414, 1.0]], ['2, k, 22', [-0.413213, 0.560511, 1.0]], ['2, k, 23', [0.153127, 0.571934, 1.0]], ['2, k, 24', [0.06397, 0.562375, 1.0]]]
[['2, k, 0', [-0.380716, -0.22033, 1.0]], ['2, k, 1', [-0.359167, 0.0885364, 1.0]], ['2, k, 2', [-0.339533, 0.387488, 1.0]], ['2, k, 3', [-0.311176, 0.532652, 1.0]], ['2, k, 4', [-0.484247, 0.303582, 1.0]], ['2, k, 5', [-0.54615, 0.398655, 1.0]], ['2, k, 6', [-0.466281, 0.532295, 1.0]], ['2, k, 7', [-0.427997, 0.576874, 1.0]], ['2, k, 8', [-0.148448, 0.321427, 1.0]], ['2, k, 9', [0.0460583, 0.378603, 1.0]], ['2, k, 10', [0.140691, 0.505731, 1.0]], ['2, k, 11', [0.165318, 0.544582, 1.0]], ['2, k, 12', [-0.453218, -0.212577, 1.0]], ['2, k, 13', [-0.520221, -0.636611, 1.0]], ['2, k, 14', [-0.545145, -1.02363, 1.0]], ['2, k, 15', [-0.556155, -1.08671, 1.0]], ['2, k, 16', [-0.299089, -0.22174, 1.0]], ['2, k, 17', [-0.27736, -0.683855, 1.0]], ['2, k, 18', [-0.277233, -1.03882, 1.0]], ['2, k, 19', [-0.257208, -1.09612, 1.0]], ['2, k, 20', [-0.345111, 0.314364, 1.0]], ['2, k, 21', [-0.372583, 0.611986, 1.0]], ['2, k, 22', [-0.378262, 0.564056, 1.0]], ['2, k, 23', [0.1759, 0.56478, 1.0]], ['2, k, 24', [0.0814733, 0.55672, 1.0]]]
[['2, k, 0', [-0.388114, -0.218793, 1.0]], ['2, k, 1', [-0.360598, 0.0880296, 1.0]], ['2, k, 2', [-0.33785, 0.385605, 1.0]], ['2, k, 3', [-0.30794, 0.531736, 1.0]], ['2, k, 4', [-0.483419, 0.303775, 1.0]], ['2, k, 5', [-0.544687, 0.399402, 1.0]], ['2, k, 6', [-0.43656, 0.537053, 1.0]], ['2, k, 7', [-0.387817, 0.584456, 1.0]], ['2, k, 8', [-0.144822, 0.316958, 1.0]], ['2, k, 9', [0.0537224, 0.375664, 1.0]], ['2, k, 10', [0.171669, 0.490504, 1.0]], ['2, k, 11', [0.195903, 0.533291, 1.0]], ['2, k, 12', [-0.46198, -0.209738, 1.0]], ['2, k, 13', [-0.521644, -0.635213, 1.0]], ['2, k, 14', [-0.546062, -1.02421, 1.0]], ['2, k, 15', [-0.554193, -1.08647, 1.0]], ['2, k, 16', [-0.304601, -0.221092, 1.0]], ['2, k, 17', [-0.279562, -0.683447, 1.0]], ['2, k, 18', [-0.277853, -1.03827, 1.0]], ['2, k, 19', [-0.257409, -1.0957, 1.0]], ['2, k, 20', [-0.344376, 0.313016, 1.0]], ['2, k, 21', [-0.331708, 0.613856, 1.0]], ['2, k, 22', [-0.348594, 0.559716, 1.0]], ['2, k, 23', [0.213466, 0.557838, 1.0]], ['2, k, 24', [0.133675, 0.549888, 1.0]]]
