[['2, k, 0', [-0.355986, -0.549952, 1.0]], ['2, k, 1', [-0.346979, -0.262261, 1.0]], ['2, k, 2', [-0.336239, 0.0204216, 1.0]], ['2, k, 3', [-0.305226, 0.148783, 1.0]], ['2, k, 4', [-0.492907, -0.0697745, 1.0]], ['2, k, 5', [-0.59619, -0.208592, 1.0]], ['2, k, 6', [-0.594184, -0.331609, 1.0]], ['2, k, 7', [-0.583676, -0.380177, 1.0]], ['2, k, 8', [-0.169647, -0.0883762, 1.0]], ['2, k, 9', [-0.0708985, -0.207556, 1.0]], ['2, k, 10', [-0.0191452, -0.28858, 1.0]], ['2, k, 11', [-0.0153972, -0.330558, 1.0]], ['2, k, 12', [-0.424922, -0.538482, 1.0]], ['2, k, 13', [-0.404335, -0.858542, 1.0]], ['2, k, 14', [-0.433214, -1.06105, 1.0]], ['2, k, 15', [-0.450171, -1.12629, 1.0]], ['2, k, 16', [-0.277719, -0.547022, 1.0]], ['2, k, 17', [-0.27216, -0.867336, 1.0]], ['2, k, 18', [-0.24181, -1.05319, 1.0]], ['2, k, 19', [-0.232373, -1.11268, 1.0]], ['2, k, 20', [-0.339235, -0.0495521, 1.0]], ['2, k, 21', [-0.546873, -0.402044, 1.0]], ['2, k, 22', [-0.484154, -0.383909, 1.0]], ['2, k, 23', [-0.0088773, -0.355863, 1.0]], ['2, k, 24', [0.0540787, -0.326891, 1.0]]]
[['2, k, 0', [-0.346071, -0.636703, 1.0]], ['2, k, 1', [-0.334401, -0.354238, 1.0]], ['2, k, 2', [-0.321, -0.0760201, 1.0]], ['2, k, 3', [-0.288817, 0.0517575, 1.0]], ['2, k, 4', [-0.479289, -0.166536, 1.0]], ['2, k, 5', [-0.583402, -0.325642, 1.0]], ['2, k, 6', [-0.578855, -0.465167, 1.0]], ['2, k, 7', [-0.573315, -0.512917, 1.0]], ['2, k, 8', [-0.159798, -0.181831, 1.0]], ['2, k, 9', [-0.0295831, -0.299618, 1.0]], ['2, k, 10', [-0.00974206, -0.406485, 1.0]], ['2, k, 11', [-0.0177319, -0.449018, 1.0]], ['2, k, 12', [-0.418298, -0.625475, 1.0]], ['2, k, 13', [-0.380945, -0.901785, 1.0]], ['2, k, 14', [-0.425781, -1.07305, 1.0]], ['2, k, 15', [-0.462786, -1.12662, 1.0]], ['2, k, 16', [-0.264856, -0.631651, 1.0]], ['2, k, 17', [-0.29027, -0.9132, 1.0]], ['2, k, 18', [-0.242009, -1.05846, 1.0]], ['2, k, 19', [-0.231051, -1.11794, 1.0]], ['2, k, 20', [-0.324653, -0.144995, 1.0]], ['2, k, 21', [-0.539812, -0.53459, 1.0]], ['2, k, 22', [-0.478544, -0.512847, 1.0]], ['2, k, 23', [-0.0219568, -0.474654, 1.0]], ['2, k, 24', [-0.110495, -0.470703, 1.0]]]
[['2, k, 0', [-0.345731, -0.635174, 1.0]], ['2, k, 1', [-0.333822, -0.352271, 1.0]], ['2, k, 2', [-0.320131, -0.0734693, 1.0]], ['2, k, 3', [-0.28802, 0.0540146, 1.0]], ['2, k, 4', [-0.478844, -0.164327, 1.0]], ['2, k, 5', [-0.582574, -0.321786, 1.0]], ['2, k, 6', [-0.578941, -0.463585, 1.0]], ['2, k, 7', [-0.57096, -0.504429, 1.0]], ['2, k, 8', [-0.15967, -0.180376, 1.0]], ['2, k, 9', [-0.0630493, -0.302324, 1.0]], ['2, k, 10', [-0.0106459, -0.399294, 1.0]], ['2, k, 11', [-0.0154899, -0.442396, 1.0]], ['2, k, 12', [-0.417883, -0.623887, 1.0]], ['2, k, 13', [-0.37878, -0.89918, 1.0]], ['2, k, 14', [-0.430928, -1.07436, 1.0]], ['2, k, 15', [-0.460966, -1.12779, 1.0]], ['2, k, 16', [-0.264607, -0.630181, 1.0]], ['2, k, 17', [-0.290169, -0.912389, 1.0]], ['2, k, 18', [-0.241642, -1.05786, 1.0]], ['2, k, 19', [-0.229825, -1.11744, 1.0]], ['2, k, 20', [-0.323862, -0.142602, 1.0]], ['2, k, 21', [-0.539355, -0.526923, 1.0]], ['2, k, 22', [-0.473313, -0.506027, 1.0]], ['2, k, 23', [-0.0126939, -0.46614, 1.0]], ['2, k, 24', [-0.10665, -0.466056, 1.0]]]
[['2, k, 0', [-0.346433, -0.630107, 1.0]], ['2, k, 1', [-0.334035, -0.342893, 1.0]], ['2, k, 2', [-0.319544, -0.058493, 1.0]], ['2, k, 3', [-0.286993, 0.0592936, 1.0]], ['2, k, 4', [-0.478878, -0.160793, 1.0]], ['2, k, 5', [-0.583079, -0.317696, 1.0]], ['2, k, 6', [-0.583092, -0.453296, 1.0]], ['2, k, 7', [-0.568417, -0.494186, 1.0]], ['2, k, 8', [-0.159012, -0.175464, 1.0]], ['2, k, 9', [-0.0267103, -0.282839, 1.0]], ['2, k, 10', [-0.00990747, -0.397135, 1.0]], ['2, k, 11', [-0.0186246, -0.437183, 1.0]], ['2, k, 12', [-0.418608, -0.618953, 1.0]], ['2, k, 13', [-0.377472, -0.894842, 1.0]], ['2, k, 14', [-0.430615, -1.07358, 1.0]], ['2, k, 15', [-0.461487, -1.12697, 1.0]], ['2, k, 16', [-0.265287, -0.62507, 1.0]], ['2, k, 17', [-0.288566, -0.909356, 1.0]], ['2, k, 18', [-0.241565, -1.05638, 1.0]], ['2, k, 19', [-0.256047, -1.11516, 1.0]], ['2, k, 20', [-0.323503, -0.129128, 1.0]], ['2, k, 21', [-0.532029, -0.513529, 1.0]], ['2, k, 22', [-0.472133, -0.494986, 1.0]], ['2, k, 23', [-0.0186562, -0.461298, 1.0]], ['2, k, 24', [-0.110791, -0.456565, 1.0]]]
[['2, k, 0', [-0.346301, -0.621165, 1.0]], ['2, k, 1', [-0.333165, -0.336332, 1.0]], ['2, k, 2', [-0.318417, -0.0545866, 1.0]], ['2, k, 3', [-0.286282, 0.0693316, 1.0]], ['2, k, 4', [-0.479111, -0.152853, 1.0]], ['2, k, 5', [-0.580926, -0.301549, 1.0]], ['2, k, 6', [-0.581419, -0.443626, 1.0]], ['2, k, 7', [-0.574189, -0.48158, 1.0]], ['2, k, 8', [-0.158307, -0.167955, 1.0]], ['2, k, 9', [-0.0264497, -0.281514, 1.0]], ['2, k, 10', [-0.00797822, -0.391246, 1.0]], ['2, k, 11', [-0.0175212, -0.426964, 1.0]], ['2, k, 12', [-0.41795, -0.610607, 1.0]], ['2, k, 13', [-0.380186, -0.889314, 1.0]], ['2, k, 14', [-0.43096, -1.07275, 1.0]], ['2, k, 15', [-0.461119, -1.12744, 1.0]], ['2, k, 16', [-0.265746, -0.615709, 1.0]], ['2, k, 17', [-0.285007, -0.900833, 1.0]], ['2, k, 18', [-0.241082, -1.05625, 1.0]], ['2, k, 19', [-0.247138, -1.1173, 1.0]], ['2, k, 20', [-0.322398, -0.124566, 1.0]], ['2, k, 21', [-0.539538, -0.504998, 1.0]], ['2, k, 22', [-0.478273, -0.484201, 1.0]], ['2, k, 23', [-0.022962, -0.454387, 1.0]], ['2, k, 24', [-0.110611, -0.445429, 1.0]]]
[['2, k, 0', [-0.345384, -0.611077, 1.0]], ['2, k, 1', [-0.33115, -0.327247, 1.0]], ['2, k, 2', [-0.315497, -0.0471527, 1.0]], ['2, k, 3', [-0.285446, 0.0779416, 1.0]], ['2, k, 4', [-0.477981, -0.141381, 1.0]], ['2, k, 5', [-0.582208, -0.291416, 1.0]], ['2, k, 6', [-0.584649, -0.428205, 1.0]], ['2, k, 7', [-0.575185, -0.467245, 1.0]], ['2, k, 8', [-0.15735, -0.159734, 1.0]], ['2, k, 9', [-0.0256761, -0.276418, 1.0]], ['2, k, 10', [-0.00622904, -0.382453, 1.0]], ['2, k, 11', [-0.0156296, -0.415236, 1.0]], ['2, k, 12', [-0.416743, -0.599801, 1.0]], ['2, k, 13', [-0.381259, -0.881717, 1.0]], ['2, k, 14', [-0.427757, -1.07175, 1.0]], ['2, k, 15', [-0.459687, -1.125, 1.0]], ['2, k, 16', [-0.265106, -0.606557, 1.0]], ['2, k, 17', [-0.28272, -0.893691, 1.0]], ['2, k, 18', [-0.241216, -1.05585, 1.0]], ['2, k, 19', [-0.241655, -1.11806, 1.0]], ['2, k, 20', [-0.319678, -0.116647, 1.0]], ['2, k, 21', [-0.541597, -0.489992, 1.0]], ['2, k, 22', [-0.477652, -0.468621, 1.0]], ['2, k, 23', [-0.0215225, -0.440112, 1.0]], ['2, k, 24', [-0.104475, -0.43203, 1.0]]]
[['2, k, 0', [-0.34637, -0.601244, 1.0]], ['2, k, 1', [-0.330786, -0.316039, 1.0]], ['2, k, 2', [-0.313542, -0.0346529, 1.0]], ['2, k, 3', [-0.284898, 0.0924957, 1.0]], ['2, k, 4', [-0.476905, -0.126627, 1.0]], ['2, k, 5', [-0.583849, -0.280731, 1.0]], ['2, k, 6', [-0.584131, -0.411683, 1.0]], ['2, k, 7', [-0.575125, -0.452616, 1.0]], ['2, k, 8', [-0.157269, -0.159323, 1.0]], ['2, k, 9', [-0.0271242, -0.264249, 1.0]], ['2, k, 10', [-0.00610992, -0.373185, 1.0]], ['2, k, 11', [-0.0165265, -0.403203, 1.0]], ['2, k, 12', [-0.417568, -0.589368, 1.0]], ['2, k, 13', [-0.38542, -0.873953, 1.0]], ['2, k, 14', [-0.429783, -1.06898, 1.0]], ['2, k, 15', [-0.457837, -1.12347, 1.0]], ['2, k, 16', [-0.266218, -0.597598, 1.0]], ['2, k, 17', [-0.282213, -0.885892, 1.0]], ['2, k, 18', [-0.24149, -1.05531, 1.0]], ['2, k, 19', [-0.239685, -1.11867, 1.0]], ['2, k, 20', [-0.318147, -0.104434, 1.0]], ['2, k, 21', [-0.539722, -0.474031, 1.0]], ['2, k, 22', [-0.47807, -0.454658, 1.0]], ['2, k, 23', [-0.0214964, -0.428149, 1.0]], ['2, k, 24', [-0.105692, -0.419296, 1.0]]]
[['2, k, 0', [-0.345617, -0.584692, 1.0]], ['2, k, 1', [-0.329021, -0.300689, 1.0]], ['2, k, 2', [-0.31094, -0.0209027, 1.0]], ['2, k, 3', [-0.284577, 0.106507, 1.0]], ['2, k, 4', [-0.475538, -0.113165, 1.0]], ['2, k, 5', [-0.580144, -0.253543, 1.0]], ['2, k, 6', [-0.584657, -0.400969, 1.0]], ['2, k, 7', [-0.577405, -0.436654, 1.0]], ['2, k, 8', [-0.155398, -0.125965, 1.0]], ['2, k, 9', [-0.0276332, -0.253301, 1.0]], ['2, k, 10', [-0.00581605, -0.364349, 1.0]], ['2, k, 11', [-0.0172162, -0.391487, 1.0]], ['2, k, 12', [-0.416809, -0.5731, 1.0]], ['2, k, 13', [-0.388017, -0.861969, 1.0]], ['2, k, 14', [-0.429544, -1.0629, 1.0]], ['2, k, 15', [-0.45844, -1.12485, 1.0]], ['2, k, 16', [-0.265485, -0.581189, 1.0]], ['2, k, 17', [-0.277818, -0.872481, 1.0]], ['2, k, 18', [-0.24133, -1.05501, 1.0]], ['2, k, 19', [-0.238699, -1.11857, 1.0]], ['2, k, 20', [-0.315735, -0.0902435, 1.0]], ['2, k, 21', [-0.548654, -0.461729, 1.0]], ['2, k, 22', [-0.482725, -0.441195, 1.0]], ['2, k, 23', [-0.0208319, -0.417528, 1.0]], ['2, k, 24', [-0.10298, -0.408756, 1.0]]]
[['2, k, 0', [-0.345137, -0.572292, 1.0]], ['2, k, 1', [-0.327793, -0.287602, 1.0]], ['2, k, 2', [-0.308912, -0.00727092, 1.0]], ['2, k, 3', [-0.282691, 0.120949, 1.0]], ['2, k, 4', [-0.475015, -0.100325, 1.0]], ['2, k, 5', [-0.58048, -0.240324, 1.0]], ['2, k, 6', [-0.584196, -0.387415, 1.0]], ['2, k, 7', [-0.576462, -0.420699, 1.0]], ['2, k, 8', [-0.154828, -0.114439, 1.0]], ['2, k, 9', [-0.0273449, -0.240238, 1.0]], ['2, k, 10', [-0.00445005, -0.339394, 1.0]], ['2, k, 11', [-0.0164897, -0.377231, 1.0]], ['2, k, 12', [-0.416151, -0.561549, 1.0]], ['2, k, 13', [-0.392008, -0.853064, 1.0]], ['2, k, 14', [-0.428719, -1.06129, 1.0]], ['2, k, 15', [-0.457699, -1.1227, 1.0]], ['2, k, 16', [-0.265199, -0.568215, 1.0]], ['2, k, 17', [-0.2728, -0.861721, 1.0]], ['2, k, 18', [-0.241727, -1.05419, 1.0]], ['2, k, 19', [-0.237434, -1.11796, 1.0]], ['2, k, 20', [-0.31391, -0.0767248, 1.0]], ['2, k, 21', [-0.546383, -0.445083, 1.0]], ['2, k, 22', [-0.478304, -0.424156, 1.0]], ['2, k, 23', [-0.0222875, -0.404878, 1.0]], ['2, k, 24', [-0.105665, -0.391757, 1.0]]]
[['2, k, 0', [-0.34338, -0.557874, 1.0]], ['2, k, 1', [-0.326437, -0.272148, 1.0]], ['2, k, 2', [-0.308012, 0.00895184, 1.0]], ['2, k, 3', [-0.281323, 0.13731, 1.0]], ['2, k, 4', [-0.473375, -0.0851424, 1.0]], ['2, k, 5', [-0.581592, -0.228704, 1.0]], ['2, k, 6', [-0.585115, -0.369878, 1.0]], ['2, k, 7', [-0.580127, -0.405692, 1.0]], ['2, k, 8', [-0.152868, -0.102234, 1.0]], ['2, k, 9', [-0.0285104, -0.225032, 1.0]], ['2, k, 10', [-0.00318147, -0.322774, 1.0]], ['2, k, 11', [-0.0139958, -0.359478, 1.0]], ['2, k, 12', [-0.414108, -0.547246, 1.0]], ['2, k, 13', [-0.398075, -0.841102, 1.0]], ['2, k, 14', [-0.428731, -1.05884, 1.0]], ['2, k, 15', [-0.457934, -1.12394, 1.0]], ['2, k, 16', [-0.263757, -0.554057, 1.0]], ['2, k, 17', [-0.268277, -0.849219, 1.0]], ['2, k, 18', [-0.241763, -1.05297, 1.0]], ['2, k, 19', [-0.237005, -1.11586, 1.0]], ['2, k, 20', [-0.312891, -0.0606601, 1.0]], ['2, k, 21', [-0.545511, -0.42653, 1.0]], ['2, k, 22', [-0.482188, -0.409234, 1.0]], ['2, k, 23', [-0.017687, -0.387982, 1.0]], ['2, k, 24', [-0.100044, -0.374778, 1.0]]]
[['2, k, 0', [-0.341298, -0.542209, 1.0]], ['2, k, 1', [-0.324543, -0.255762, 1.0]], ['2, k, 2', [-0.306313, 0.0259289, 1.0]], ['2, k, 3', [-0.281495, 0.15279, 1.0]], ['2, k, 4', [-0.472722, -0.067343, 1.0]], ['2, k, 5', [-0.583201, -0.215862, 1.0]], ['2, k, 6', [-0.584933, -0.355148, 1.0]], ['2, k, 7', [-0.576171, -0.389927, 1.0]], ['2, k, 8', [-0.151527, -0.0892001, 1.0]], ['2, k, 9', [-0.0281935, -0.212182, 1.0]], ['2, k, 10', [-0.00613552, -0.312024, 1.0]], ['2, k, 11', [-0.0134188, -0.343355, 1.0]], ['2, k, 12', [-0.410889, -0.531103, 1.0]], ['2, k, 13', [-0.402955, -0.827263, 1.0]], ['2, k, 14', [-0.427539, -1.05495, 1.0]], ['2, k, 15', [-0.457384, -1.12012, 1.0]], ['2, k, 16', [-0.262764, -0.53897, 1.0]], ['2, k, 17', [-0.264093, -0.835764, 1.0]], ['2, k, 18', [-0.239793, -1.04182, 1.0]], ['2, k, 19', [-0.23755, -1.1102, 1.0]], ['2, k, 20', [-0.311142, -0.043811, 1.0]], ['2, k, 21', [-0.545595, -0.412339, 1.0]], ['2, k, 22', [-0.483253, -0.393764, 1.0]], ['2, k, 23', [-0.00566903, -0.372828, 1.0]], ['2, k, 24', [-0.100042, -0.358356, 1.0]]]
[['2, k, 0', [-0.341055, -0.529536, 1.0]], ['2, k, 1', [-0.32366, -0.242709, 1.0]], ['2, k, 2', [-0.304775, 0.0392758, 1.0]], ['2, k, 3', [-0.281811, 0.165445, 1.0]], ['2, k, 4', [-0.472381, -0.055419, 1.0]], ['2, k, 5', [-0.58346, -0.206247, 1.0]], ['2, k, 6', [-0.587498, -0.332446, 1.0]], ['2, k, 7', [-0.580379, -0.373844, 1.0]], ['2, k, 8', [-0.150852, -0.0724744, 1.0]], ['2, k, 9', [-0.0280998, -0.193088, 1.0]], ['2, k, 10', [-0.0100031, -0.298584, 1.0]], ['2, k, 11', [-0.0132743, -0.326357, 1.0]], ['2, k, 12', [-0.410061, -0.520404, 1.0]], ['2, k, 13', [-0.404105, -0.817878, 1.0]], ['2, k, 14', [-0.42754, -1.05485, 1.0]], ['2, k, 15', [-0.457174, -1.11977, 1.0]], ['2, k, 16', [-0.263243, -0.524755, 1.0]], ['2, k, 17', [-0.261153, -0.822573, 1.0]], ['2, k, 18', [-0.244139, -1.04522, 1.0]], ['2, k, 19', [-0.236131, -1.10696, 1.0]], ['2, k, 20', [-0.309768, -0.0305232, 1.0]], ['2, k, 21', [-0.555124, -0.402171, 1.0]], ['2, k, 22', [-0.483292, -0.375761, 1.0]], ['2, k, 23', [-0.0181495, -0.347563, 1.0]], ['2, k, 24', [-0.100068, -0.342005, 1.0]]]
[['2, k, 0', [-0.340319, -0.517429, 1.0]], ['2, k, 1', [-0.32297, -0.229622, 1.0]], ['2, k, 2', [-0.304146, 0.0532816, 1.0]], ['2, k, 3', [-0.281137, 0.183724, 1.0]], ['2, k, 4', [-0.471948, -0.0424162, 1.0]], ['2, k, 5', [-0.600222, -0.16315, 1.0]], ['2, k, 6', [-0.587864, -0.319795, 1.0]], ['2, k, 7', [-0.580543, -0.357782, 1.0]], ['2, k, 8', [-0.15041, -0.0598466, 1.0]], ['2, k, 9', [-0.0272023, -0.182312, 1.0]], ['2, k, 10', [-0.00699166, -0.283653, 1.0]], ['2, k, 11', [-0.0130506, -0.309426, 1.0]], ['2, k, 12', [-0.4093, -0.508079, 1.0]], ['2, k, 13', [-0.405792, -0.806294, 1.0]], ['2, k, 14', [-0.426194, -1.05384, 1.0]], ['2, k, 15', [-0.456734, -1.11786, 1.0]], ['2, k, 16', [-0.262524, -0.513335, 1.0]], ['2, k, 17', [-0.257713, -0.811722, 1.0]], ['2, k, 18', [-0.244389, -1.04622, 1.0]], ['2, k, 19', [-0.234659, -1.1098, 1.0]], ['2, k, 20', [-0.309121, -0.0167336, 1.0]], ['2, k, 21', [-0.545205, -0.386308, 1.0]], ['2, k, 22', [-0.482819, -0.360763, 1.0]], ['2, k, 23', [-0.0168691, -0.330375, 1.0]], ['2, k, 24', [-0.100031, -0.325416, 1.0]]]
[['2, k, 0', [-0.338953, -0.506435, 1.0]], ['2, k, 1', [-0.322463, -0.216703, 1.0]], ['2, k, 2', [-0.30464, 0.0682369, 1.0]], ['2, k, 3', [-0.281425, 0.199446, 1.0]], ['2, k, 4', [-0.471246, -0.0298806, 1.0]], ['2, k, 5', [-0.591436, -0.166143, 1.0]], ['2, k, 6', [-0.588329, -0.305559, 1.0]], ['2, k, 7', [-0.581797, -0.342751, 1.0]], ['2, k, 8', [-0.149388, -0.0472862, 1.0]], ['2, k, 9', [-0.0254103, -0.165265, 1.0]], ['2, k, 10', [-0.00274185, -0.26437, 1.0]], ['2, k, 11', [-0.0121129, -0.293969, 1.0]], ['2, k, 12', [-0.408118, -0.497334, 1.0]], ['2, k, 13', [-0.406003, -0.796222, 1.0]], ['2, k, 14', [-0.427005, -1.05477, 1.0]], ['2, k, 15', [-0.457475, -1.11625, 1.0]], ['2, k, 16', [-0.260982, -0.502353, 1.0]], ['2, k, 17', [-0.253912, -0.801292, 1.0]], ['2, k, 18', [-0.244454, -1.04519, 1.0]], ['2, k, 19', [-0.234628, -1.10739, 1.0]], ['2, k, 20', [-0.309351, -0.00228831, 1.0]], ['2, k, 21', [-0.546948, -0.367608, 1.0]], ['2, k, 22', [-0.488005, -0.347372, 1.0]], ['2, k, 23', [-0.0160391, -0.31652, 1.0]], ['2, k, 24', [-0.100335, -0.308788, 1.0]]]
[['2, k, 0', [-0.337557, -0.492949, 1.0]], ['2, k, 1', [-0.321145, -0.201915, 1.0]], ['2, k, 2', [-0.303351, 0.0839059, 1.0]], ['2, k, 3', [-0.28091, 0.213653, 1.0]], ['2, k, 4', [-0.469819, -0.0127319, 1.0]], ['2, k, 5', [-0.589577, -0.161782, 1.0]], ['2, k, 6', [-0.58456, -0.282202, 1.0]], ['2, k, 7', [-0.581843, -0.325518, 1.0]], ['2, k, 8', [-0.147596, -0.0342422, 1.0]], ['2, k, 9', [-0.0249039, -0.154686, 1.0]], ['2, k, 10', [-0.00284626, -0.249227, 1.0]], ['2, k, 11', [-0.0139184, -0.279433, 1.0]], ['2, k, 12', [-0.405913, -0.48259, 1.0]], ['2, k, 13', [-0.404306, -0.781824, 1.0]], ['2, k, 14', [-0.427256, -1.05443, 1.0]], ['2, k, 15', [-0.458808, -1.11348, 1.0]], ['2, k, 16', [-0.260338, -0.490375, 1.0]], ['2, k, 17', [-0.25209, -0.789641, 1.0]], ['2, k, 18', [-0.244748, -1.046, 1.0]], ['2, k, 19', [-0.234526, -1.10813, 1.0]], ['2, k, 20', [-0.30806, 0.013209, 1.0]], ['2, k, 21', [-0.551245, -0.353965, 1.0]], ['2, k, 22', [-0.488153, -0.330342, 1.0]], ['2, k, 23', [-0.0202235, -0.301129, 1.0]], ['2, k, 24', [-0.0994235, -0.292923, 1.0]]]
[['2, k, 0', [-0.335046, -0.480169, 1.0]], ['2, k, 1', [-0.319731, -0.189197, 1.0]], ['2, k, 2', [-0.302959, 0.0965223, 1.0]], ['2, k, 3', [-0.281023, 0.227663, 1.0]], ['2, k, 4', [-0.469284, 0.000832285, 1.0]], ['2, k, 5', [-0.586406, -0.149507, 1.0]], ['2, k, 6', [-0.584463, -0.274235, 1.0]], ['2, k, 7', [-0.581347, -0.310606, 1.0]], ['2, k, 8', [-0.146092, -0.0188674, 1.0]], ['2, k, 9', [-0.0230505, -0.134885, 1.0]], ['2, k, 10', [-0.00627506, -0.233063, 1.0]], ['2, k, 11', [-0.0130417, -0.262868, 1.0]], ['2, k, 12', [-0.403294, -0.4709, 1.0]], ['2, k, 13', [-0.404373, -0.770429, 1.0]], ['2, k, 14', [-0.427226, -1.05429, 1.0]], ['2, k, 15', [-0.458167, -1.11373, 1.0]], ['2, k, 16', [-0.258053, -0.476897, 1.0]], ['2, k, 17', [-0.249323, -0.776273, 1.0]], ['2, k, 18', [-0.244268, -1.04412, 1.0]], ['2, k, 19', [-0.230239, -1.11141, 1.0]], ['2, k, 20', [-0.307418, 0.0258583, 1.0]], ['2, k, 21', [-0.552552, -0.333762, 1.0]], ['2, k, 22', [-0.487261, -0.315543, 1.0]], ['2, k, 23', [-0.0163752, -0.284717, 1.0]], ['2, k, 24', [-0.0986659, -0.278317, 1.0]]]
[['2, k, 0', [-0.332004, -0.468479, 1.0]], ['2, k, 1', [-0.317386, -0.176581, 1.0]], ['2, k, 2', [-0.301339, 0.109984, 1.0]], ['2, k, 3', [-0.280932, 0.242677, 1.0]], ['2, k, 4', [-0.467813, 0.0155033, 1.0]], ['2, k, 5', [-0.591317, -0.100061, 1.0]], ['2, k, 6', [-0.583091, -0.261447, 1.0]], ['2, k, 7', [-0.579497, -0.295359, 1.0]], ['2, k, 8', [-0.145934, -0.0087165, 1.0]], ['2, k, 9', [-0.0249165, -0.124243, 1.0]], ['2, k, 10', [-0.00327623, -0.215769, 1.0]], ['2, k, 11', [-0.00969207, -0.246553, 1.0]], ['2, k, 12', [-0.400218, -0.459515, 1.0]], ['2, k, 13', [-0.404004, -0.759007, 1.0]], ['2, k, 14', [-0.427171, -1.04981, 1.0]], ['2, k, 15', [-0.457024, -1.11169, 1.0]], ['2, k, 16', [-0.255121, -0.46522, 1.0]], ['2, k, 17', [-0.24563, -0.764252, 1.0]], ['2, k, 18', [-0.244659, -1.04192, 1.0]], ['2, k, 19', [-0.229783, -1.10707, 1.0]], ['2, k, 20', [-0.305615, 0.0391232, 1.0]], ['2, k, 21', [-0.553445, -0.321144, 1.0]], ['2, k, 22', [-0.485921, -0.300036, 1.0]], ['2, k, 23', [-0.0116832, -0.269169, 1.0]], ['2, k, 24', [-0.0910338, -0.262703, 1.0]]]
[['2, k, 0', [-0.329125, -0.457008, 1.0]], ['2, k, 1', [-0.315213, -0.163992, 1.0]], ['2, k, 2', [-0.299904, 0.123583, 1.0]], ['2, k, 3', [-0.280337, 0.25605, 1.0]], ['2, k, 4', [-0.467111, 0.0264349, 1.0]], ['2, k, 5', [-0.582401, -0.103309, 1.0]], ['2, k, 6', [-0.581337, -0.230389, 1.0]], ['2, k, 7', [-0.579584, -0.280097, 1.0]], ['2, k, 8', [-0.144589, 0.0052005, 1.0]], ['2, k, 9', [-0.0247732, -0.113725, 1.0]], ['2, k, 10', [-0.00205953, -0.206343, 1.0]], ['2, k, 11', [-0.00902164, -0.233089, 1.0]], ['2, k, 12', [-0.397043, -0.448216, 1.0]], ['2, k, 13', [-0.402992, -0.747439, 1.0]], ['2, k, 14', [-0.427401, -1.04952, 1.0]], ['2, k, 15', [-0.456642, -1.11101, 1.0]], ['2, k, 16', [-0.252602, -0.453857, 1.0]], ['2, k, 17', [-0.244497, -0.752298, 1.0]], ['2, k, 18', [-0.243333, -1.04028, 1.0]], ['2, k, 19', [-0.226522, -1.11012, 1.0]], ['2, k, 20', [-0.303992, 0.0524868, 1.0]], ['2, k, 21', [-0.562698, -0.308458, 1.0]], ['2, k, 22', [-0.486568, -0.287204, 1.0]], ['2, k, 23', [-0.00970381, -0.253892, 1.0]], ['2, k, 24', [-0.0942551, -0.247912, 1.0]]]
[['2, k, 0', [-0.326576, -0.447175, 1.0]], ['2, k, 1', [-0.313397, -0.152751, 1.0]], ['2, k, 2', [-0.298864, 0.136199, 1.0]], ['2, k, 3', [-0.279122, 0.269048, 1.0]], ['2, k, 4', [-0.466646, 0.0363027, 1.0]], ['2, k, 5', [-0.580683, -0.100964, 1.0]], ['2, k, 6', [-0.579287, -0.22216, 1.0]], ['2, k, 7', [-0.576478, -0.26692, 1.0]], ['2, k, 8', [-0.143424, 0.0177552, 1.0]], ['2, k, 9', [-0.0229968, -0.0923665, 1.0]], ['2, k, 10', [-0.00288981, -0.187944, 1.0]], ['2, k, 11', [-0.00682711, -0.216522, 1.0]], ['2, k, 12', [-0.394456, -0.438332, 1.0]], ['2, k, 13', [-0.400519, -0.738142, 1.0]], ['2, k, 14', [-0.426146, -1.04748, 1.0]], ['2, k, 15', [-0.455105, -1.10915, 1.0]], ['2, k, 16', [-0.250143, -0.444308, 1.0]], ['2, k, 17', [-0.241224, -0.741859, 1.0]], ['2, k, 18', [-0.242258, -1.03947, 1.0]], ['2, k, 19', [-0.228688, -1.1082, 1.0]], ['2, k, 20', [-0.302754, 0.0647701, 1.0]], ['2, k, 21', [-0.549317, -0.290964, 1.0]], ['2, k, 22', [-0.485192, -0.270539, 1.0]], ['2, k, 23', [-0.00963707, -0.236121, 1.0]], ['2, k, 24', [-0.0905519, -0.232296, 1.0]]]
