[['2, k, 0', [-0.0651639, -0.548305, 1.0]], ['2, k, 1', [-0.0666263, -0.243217, 1.0]], ['2, k, 2', [-0.0677269, 0.0561273, 1.0]], ['2, k, 3', [-0.0504173, 0.199379, 1.0]], ['2, k, 4', [-0.251264, -0.0461087, 1.0]], ['2, k, 5', [-0.338014, -0.273972, 1.0]], ['2, k, 6', [-0.401271, -0.457621, 1.0]], ['2, k, 7', [-0.409374, -0.474699, 1.0]], ['2, k, 8', [0.114354, -0.0780621, 1.0]], ['2, k, 9', [0.207508, -0.288879, 1.0]], ['2, k, 10', [0.278367, -0.465556, 1.0]], ['2, k, 11', [0.274621, -0.471848, 1.0]], ['2, k, 12', [-0.147598, -0.533985, 1.0]], ['2, k, 13', [-0.168596, -0.810848, 1.0]], ['2, k, 14', [-0.191879, -1.12115, 1.0]], ['2, k, 15', [-0.20874, -1.20215, 1.0]], ['2, k, 16', [0.018949, -0.548619, 1.0]], ['2, k, 17', [0.0478616, -0.814423, 1.0]], ['2, k, 18', [0.0862519, -1.14196, 1.0]], ['2, k, 19', [0.118958, -1.21484, 1.0]], ['2, k, 20', [-0.067515, -0.0179453, 1.0]], ['2, k, 21', [-0.427747, -0.5146, 1.0]], ['2, k, 22', [-0.353704, -0.493555, 1.0]], ['2, k, 23', [0.30276, -0.501132, 1.0]], ['2, k, 24', [0.304184, -0.448791, 1.0]]]
[['2, k, 0', [-0.0652443, -0.54547, 1.0]], ['2, k, 1', [-0.0652642, -0.229985, 1.0]], ['2, k, 2', [-0.0651805, 0.0777306, 1.0]], ['2, k, 3', [-0.0568492, 0.216969, 1.0]], ['2, k, 4', [-0.228227, -0.0131685, 1.0]], ['2, k, 5', [-0.379215, -0.0683382, 1.0]], ['2, k, 6', [-0.349731, -0.110212, 1.0]], ['2, k, 7', [-0.38635, -0.112438, 1.0]], ['2, k, 8', [0.116132, -0.0473152, 1.0]], ['2, k, 9', [0.293102, -0.08997, 1.0]], ['2, k, 10', [0.230262, -0.0669332, 1.0]], ['2, k, 11', [0.257234, -0.100075, 1.0]], ['2, k, 12', [-0.147876, -0.535901, 1.0]], ['2, k, 13', [-0.168147, -0.814048, 1.0]], ['2, k, 14', [-0.192746, -1.11348, 1.0]], ['2, k, 15', [-0.208865, -1.19989, 1.0]], ['2, k, 16', [0.0189331, -0.540733, 1.0]], ['2, k, 17', [0.0465312, -0.814016, 1.0]], ['2, k, 18', [0.0860818, -1.12158, 1.0]], ['2, k, 19', [0.108635, -1.19629, 1.0]], ['2, k, 20', [-0.0651726, 0.0011647, 1.0]], ['2, k, 21', [-0.403737, -0.11422, 1.0]], ['2, k, 22', [-0.321209, -0.115153, 1.0]], ['2, k, 23', [0.278603, -0.098846, 1.0]], ['2, k, 24', [0.189628, -0.104379, 1.0]]]
[['2, k, 0', [-0.0605477, -0.541736, 1.0]], ['2, k, 1', [-0.0643755, -0.229281, 1.0]], ['2, k, 2', [-0.0651601, 0.0778678, 1.0]], ['2, k, 3', [-0.0562161, 0.217143, 1.0]], ['2, k, 4', [-0.227992, -0.013002, 1.0]], ['2, k, 5', [-0.371155, -0.104436, 1.0]], ['2, k, 6', [-0.372472, -0.13891, 1.0]], ['2, k, 7', [-0.395444, -0.150362, 1.0]], ['2, k, 8', [0.114705, -0.0455859, 1.0]], ['2, k, 9', [0.282941, -0.11722, 1.0]], ['2, k, 10', [0.240255, -0.148049, 1.0]], ['2, k, 11', [0.264431, -0.139852, 1.0]], ['2, k, 12', [-0.143644, -0.534297, 1.0]], ['2, k, 13', [-0.167625, -0.81251, 1.0]], ['2, k, 14', [-0.192647, -1.11366, 1.0]], ['2, k, 15', [-0.208884, -1.19988, 1.0]], ['2, k, 16', [0.024343, -0.534525, 1.0]], ['2, k, 17', [0.0462252, -0.81291, 1.0]], ['2, k, 18', [0.0861142, -1.12145, 1.0]], ['2, k, 19', [0.108643, -1.19621, 1.0]], ['2, k, 20', [-0.0650347, 0.00140781, 1.0]], ['2, k, 21', [-0.406379, -0.155089, 1.0]], ['2, k, 22', [-0.327682, -0.154533, 1.0]], ['2, k, 23', [0.292099, -0.138453, 1.0]], ['2, k, 24', [0.203133, -0.146364, 1.0]]]
[['2, k, 0', [-0.0613428, -0.54133, 1.0]], ['2, k, 1', [-0.0643082, -0.229126, 1.0]], ['2, k, 2', [-0.0648366, 0.0777816, 1.0]], ['2, k, 3', [-0.0551979, 0.216915, 1.0]], ['2, k, 4', [-0.229868, -0.0170792, 1.0]], ['2, k, 5', [-0.377676, -0.107747, 1.0]], ['2, k, 6', [-0.422579, -0.17557, 1.0]], ['2, k, 7', [-0.417903, -0.186077, 1.0]], ['2, k, 8', [0.114316, -0.0455667, 1.0]], ['2, k, 9', [0.271302, -0.148002, 1.0]], ['2, k, 10', [0.255659, -0.167998, 1.0]], ['2, k, 11', [0.270281, -0.17756, 1.0]], ['2, k, 12', [-0.144389, -0.533999, 1.0]], ['2, k, 13', [-0.167695, -0.812673, 1.0]], ['2, k, 14', [-0.192724, -1.11318, 1.0]], ['2, k, 15', [-0.208779, -1.1996, 1.0]], ['2, k, 16', [0.0234811, -0.534164, 1.0]], ['2, k, 17', [0.0463626, -0.812907, 1.0]], ['2, k, 18', [0.086062, -1.12174, 1.0]], ['2, k, 19', [0.108537, -1.19671, 1.0]], ['2, k, 20', [-0.0647559, 0.00143315, 1.0]], ['2, k, 21', [-0.398018, -0.190198, 1.0]], ['2, k, 22', [-0.347628, -0.188642, 1.0]], ['2, k, 23', [0.292158, -0.1769, 1.0]], ['2, k, 24', [0.206382, -0.184715, 1.0]]]
[['2, k, 0', [-0.0614753, -0.541227, 1.0]], ['2, k, 1', [-0.0643078, -0.229088, 1.0]], ['2, k, 2', [-0.0648762, 0.0777125, 1.0]], ['2, k, 3', [-0.0547744, 0.216761, 1.0]], ['2, k, 4', [-0.230059, -0.0202019, 1.0]], ['2, k, 5', [-0.377384, -0.121814, 1.0]], ['2, k, 6', [-0.413202, -0.202577, 1.0]], ['2, k, 7', [-0.42039, -0.220529, 1.0]], ['2, k, 8', [0.113699, -0.045987, 1.0]], ['2, k, 9', [0.266011, -0.15723, 1.0]], ['2, k, 10', [0.269628, -0.192451, 1.0]], ['2, k, 11', [0.274469, -0.213214, 1.0]], ['2, k, 12', [-0.144633, -0.533816, 1.0]], ['2, k, 13', [-0.167572, -0.812744, 1.0]], ['2, k, 14', [-0.1926, -1.11324, 1.0]], ['2, k, 15', [-0.208811, -1.19962, 1.0]], ['2, k, 16', [0.0234181, -0.534161, 1.0]], ['2, k, 17', [0.0464799, -0.811938, 1.0]], ['2, k, 18', [0.0862049, -1.12026, 1.0]], ['2, k, 19', [0.108605, -1.19674, 1.0]], ['2, k, 20', [-0.0647826, 0.00145951, 1.0]], ['2, k, 21', [-0.414943, -0.228921, 1.0]], ['2, k, 22', [-0.354231, -0.225646, 1.0]], ['2, k, 23', [0.3014, -0.212913, 1.0]], ['2, k, 24', [0.21788, -0.219977, 1.0]]]
[['2, k, 0', [-0.061868, -0.541595, 1.0]], ['2, k, 1', [-0.0641931, -0.22937, 1.0]], ['2, k, 2', [-0.0642496, 0.0771034, 1.0]], ['2, k, 3', [-0.0541743, 0.216764, 1.0]], ['2, k, 4', [-0.231854, -0.0251479, 1.0]], ['2, k, 5', [-0.384057, -0.126752, 1.0]], ['2, k, 6', [-0.408945, -0.227672, 1.0]], ['2, k, 7', [-0.411884, -0.250669, 1.0]], ['2, k, 8', [0.113567, -0.0473953, 1.0]], ['2, k, 9', [0.260592, -0.170505, 1.0]], ['2, k, 10', [0.267477, -0.238838, 1.0]], ['2, k, 11', [0.273694, -0.246677, 1.0]], ['2, k, 12', [-0.145397, -0.534164, 1.0]], ['2, k, 13', [-0.167474, -0.813242, 1.0]], ['2, k, 14', [-0.192182, -1.11522, 1.0]], ['2, k, 15', [-0.208649, -1.19958, 1.0]], ['2, k, 16', [0.0231772, -0.534722, 1.0]], ['2, k, 17', [0.0470132, -0.811931, 1.0]], ['2, k, 18', [0.0861578, -1.12033, 1.0]], ['2, k, 19', [0.108399, -1.19671, 1.0]], ['2, k, 20', [-0.0643356, 0.00100231, 1.0]], ['2, k, 21', [-0.403875, -0.262112, 1.0]], ['2, k, 22', [-0.347055, -0.256634, 1.0]], ['2, k, 23', [0.301898, -0.251215, 1.0]], ['2, k, 24', [0.2203, -0.255756, 1.0]]]
[['2, k, 0', [-0.0622306, -0.54202, 1.0]], ['2, k, 1', [-0.0640647, -0.229747, 1.0]], ['2, k, 2', [-0.0637631, 0.0764625, 1.0]], ['2, k, 3', [-0.0531676, 0.216477, 1.0]], ['2, k, 4', [-0.232179, -0.0291959, 1.0]], ['2, k, 5', [-0.384426, -0.136732, 1.0]], ['2, k, 6', [-0.40919, -0.264093, 1.0]], ['2, k, 7', [-0.413802, -0.279707, 1.0]], ['2, k, 8', [0.112855, -0.050635, 1.0]], ['2, k, 9', [0.258317, -0.180185, 1.0]], ['2, k, 10', [0.264466, -0.277823, 1.0]], ['2, k, 11', [0.275001, -0.27956, 1.0]], ['2, k, 12', [-0.146071, -0.534641, 1.0]], ['2, k, 13', [-0.167329, -0.813365, 1.0]], ['2, k, 14', [-0.19219, -1.1153, 1.0]], ['2, k, 15', [-0.208231, -1.19931, 1.0]], ['2, k, 16', [0.023026, -0.535155, 1.0]], ['2, k, 17', [0.0484692, -0.805842, 1.0]], ['2, k, 18', [0.086153, -1.12033, 1.0]], ['2, k, 19', [0.108407, -1.19673, 1.0]], ['2, k, 20', [-0.0639696, 0.00049583, 1.0]], ['2, k, 21', [-0.405919, -0.292334, 1.0]], ['2, k, 22', [-0.342477, -0.287598, 1.0]], ['2, k, 23', [0.29553, -0.285972, 1.0]], ['2, k, 24', [0.221482, -0.289972, 1.0]]]
[['2, k, 0', [-0.0627973, -0.54216, 1.0]], ['2, k, 1', [-0.0639983, -0.229973, 1.0]], ['2, k, 2', [-0.0634511, 0.0760136, 1.0]], ['2, k, 3', [-0.0521243, 0.21624, 1.0]], ['2, k, 4', [-0.232872, -0.0309206, 1.0]], ['2, k, 5', [-0.381397, -0.151141, 1.0]], ['2, k, 6', [-0.406965, -0.274903, 1.0]], ['2, k, 7', [-0.415232, -0.304784, 1.0]], ['2, k, 8', [0.114151, -0.0506126, 1.0]], ['2, k, 9', [0.256768, -0.185683, 1.0]], ['2, k, 10', [0.264933, -0.299964, 1.0]], ['2, k, 11', [0.272577, -0.309977, 1.0]], ['2, k, 12', [-0.14684, -0.534563, 1.0]], ['2, k, 13', [-0.167144, -0.813058, 1.0]], ['2, k, 14', [-0.192192, -1.11538, 1.0]], ['2, k, 15', [-0.208478, -1.19962, 1.0]], ['2, k, 16', [0.0226739, -0.535513, 1.0]], ['2, k, 17', [0.0486164, -0.806677, 1.0]], ['2, k, 18', [0.0862336, -1.12038, 1.0]], ['2, k, 19', [0.108162, -1.19659, 1.0]], ['2, k, 20', [-0.0637442, 0.000168565, 1.0]], ['2, k, 21', [-0.406862, -0.320604, 1.0]], ['2, k, 22', [-0.349779, -0.307513, 1.0]], ['2, k, 23', [0.289223, -0.31787, 1.0]], ['2, k, 24', [0.218951, -0.317449, 1.0]]]
[['2, k, 0', [-0.0630586, -0.542506, 1.0]], ['2, k, 1', [-0.0640065, -0.230263, 1.0]], ['2, k, 2', [-0.063368, 0.0757221, 1.0]], ['2, k, 3', [-0.0516315, 0.21594, 1.0]], ['2, k, 4', [-0.233372, -0.0324143, 1.0]], ['2, k, 5', [-0.376712, -0.162554, 1.0]], ['2, k, 6', [-0.410026, -0.296245, 1.0]], ['2, k, 7', [-0.415907, -0.329322, 1.0]], ['2, k, 8', [0.114528, -0.0516468, 1.0]], ['2, k, 9', [0.26585, -0.220479, 1.0]], ['2, k, 10', [0.22733, -0.30406, 1.0]], ['2, k, 11', [0.233651, -0.345665, 1.0]], ['2, k, 12', [-0.14706, -0.534897, 1.0]], ['2, k, 13', [-0.166683, -0.812437, 1.0]], ['2, k, 14', [-0.19201, -1.11483, 1.0]], ['2, k, 15', [-0.208463, -1.19961, 1.0]], ['2, k, 16', [0.0223933, -0.535901, 1.0]], ['2, k, 17', [0.0489583, -0.80674, 1.0]], ['2, k, 18', [0.0863786, -1.12037, 1.0]], ['2, k, 19', [0.107654, -1.19631, 1.0]], ['2, k, 20', [-0.0636798, -9.24386e-05, 1.0]], ['2, k, 21', [-0.41262, -0.348053, 1.0]], ['2, k, 22', [-0.347489, -0.338357, 1.0]], ['2, k, 23', [0.176475, -0.34813, 1.0]], ['2, k, 24', [0.238497, -0.379751, 1.0]]]
[['2, k, 0', [-0.0636868, -0.543354, 1.0]], ['2, k, 1', [-0.0639416, -0.230895, 1.0]], ['2, k, 2', [-0.0629051, 0.075144, 1.0]], ['2, k, 3', [-0.0511781, 0.215706, 1.0]], ['2, k, 4', [-0.23395, -0.0338461, 1.0]], ['2, k, 5', [-0.358165, -0.204065, 1.0]], ['2, k, 6', [-0.417432, -0.319384, 1.0]], ['2, k, 7', [-0.417866, -0.352047, 1.0]], ['2, k, 8', [0.114853, -0.052694, 1.0]], ['2, k, 9', [0.22076, -0.22482, 1.0]], ['2, k, 10', [0.265094, -0.334929, 1.0]], ['2, k, 11', [0.275593, -0.356261, 1.0]], ['2, k, 12', [-0.147585, -0.535499, 1.0]], ['2, k, 13', [-0.166723, -0.810582, 1.0]], ['2, k, 14', [-0.191819, -1.1147, 1.0]], ['2, k, 15', [-0.208174, -1.19914, 1.0]], ['2, k, 16', [0.0217088, -0.537069, 1.0]], ['2, k, 17', [0.049039, -0.80677, 1.0]], ['2, k, 18', [0.086793, -1.12078, 1.0]], ['2, k, 19', [0.107614, -1.19647, 1.0]], ['2, k, 20', [-0.0633201, -0.000642325, 1.0]], ['2, k, 21', [-0.415549, -0.371288, 1.0]], ['2, k, 22', [-0.351799, -0.362231, 1.0]], ['2, k, 23', [0.2981, -0.367829, 1.0]], ['2, k, 24', [0.221545, -0.365398, 1.0]]]
[['2, k, 0', [-0.0643261, -0.545188, 1.0]], ['2, k, 1', [-0.0640024, -0.232383, 1.0]], ['2, k, 2', [-0.0626208, 0.0739405, 1.0]], ['2, k, 3', [-0.0506979, 0.215151, 1.0]], ['2, k, 4', [-0.234799, -0.0348906, 1.0]], ['2, k, 5', [-0.357436, -0.207211, 1.0]], ['2, k, 6', [-0.408907, -0.343655, 1.0]], ['2, k, 7', [-0.412981, -0.370165, 1.0]], ['2, k, 8', [0.115012, -0.0535081, 1.0]], ['2, k, 9', [0.252575, -0.237919, 1.0]], ['2, k, 10', [0.268688, -0.385601, 1.0]], ['2, k, 11', [0.260731, -0.396478, 1.0]], ['2, k, 12', [-0.147973, -0.5372, 1.0]], ['2, k, 13', [-0.166901, -0.810137, 1.0]], ['2, k, 14', [-0.191712, -1.1143, 1.0]], ['2, k, 15', [-0.208163, -1.19928, 1.0]], ['2, k, 16', [0.0208324, -0.539059, 1.0]], ['2, k, 17', [0.0490883, -0.806739, 1.0]], ['2, k, 18', [0.0859939, -1.11904, 1.0]], ['2, k, 19', [0.107112, -1.1947, 1.0]], ['2, k, 20', [-0.0631068, -0.00187239, 1.0]], ['2, k, 21', [-0.424357, -0.390415, 1.0]], ['2, k, 22', [-0.349073, -0.38311, 1.0]], ['2, k, 23', [0.28072, -0.398551, 1.0]], ['2, k, 24', [0.203515, -0.389369, 1.0]]]
[['2, k, 0', [-0.0645045, -0.546227, 1.0]], ['2, k, 1', [-0.0636145, -0.233551, 1.0]], ['2, k, 2', [-0.0616725, 0.0726837, 1.0]], ['2, k, 3', [-0.0505777, 0.215039, 1.0]], ['2, k, 4', [-0.235511, -0.0353233, 1.0]], ['2, k, 5', [-0.356453, -0.21408, 1.0]], ['2, k, 6', [-0.408449, -0.361437, 1.0]], ['2, k, 7', [-0.422451, -0.396808, 1.0]], ['2, k, 8', [0.115305, -0.0556901, 1.0]], ['2, k, 9', [0.219026, -0.237206, 1.0]], ['2, k, 10', [0.272811, -0.371806, 1.0]], ['2, k, 11', [0.269901, -0.400403, 1.0]], ['2, k, 12', [-0.148042, -0.537905, 1.0]], ['2, k, 13', [-0.16638, -0.811836, 1.0]], ['2, k, 14', [-0.191735, -1.11432, 1.0]], ['2, k, 15', [-0.208497, -1.19981, 1.0]], ['2, k, 16', [0.0205492, -0.540487, 1.0]], ['2, k, 17', [0.0494375, -0.808278, 1.0]], ['2, k, 18', [0.0861598, -1.11887, 1.0]], ['2, k, 19', [0.107092, -1.19466, 1.0]], ['2, k, 20', [-0.062299, -0.00309017, 1.0]], ['2, k, 21', [-0.430602, -0.415791, 1.0]], ['2, k, 22', [-0.361654, -0.401194, 1.0]], ['2, k, 23', [0.283249, -0.411591, 1.0]], ['2, k, 24', [0.20451, -0.403539, 1.0]]]
[['2, k, 0', [-0.0650057, -0.545868, 1.0]], ['2, k, 1', [-0.0636815, -0.233731, 1.0]], ['2, k, 2', [-0.0616243, 0.0723019, 1.0]], ['2, k, 3', [-0.0505674, 0.214825, 1.0]], ['2, k, 4', [-0.236446, -0.0362385, 1.0]], ['2, k, 5', [-0.355943, -0.220485, 1.0]], ['2, k, 6', [-0.407923, -0.375217, 1.0]], ['2, k, 7', [-0.420782, -0.412925, 1.0]], ['2, k, 8', [0.115211, -0.056902, 1.0]], ['2, k, 9', [0.218829, -0.238454, 1.0]], ['2, k, 10', [0.273963, -0.38428, 1.0]], ['2, k, 11', [0.274785, -0.408124, 1.0]], ['2, k, 12', [-0.148654, -0.538118, 1.0]], ['2, k, 13', [-0.166348, -0.811913, 1.0]], ['2, k, 14', [-0.191803, -1.11422, 1.0]], ['2, k, 15', [-0.20849, -1.19982, 1.0]], ['2, k, 16', [0.0202172, -0.539546, 1.0]], ['2, k, 17', [0.0493955, -0.808362, 1.0]], ['2, k, 18', [0.0869803, -1.11613, 1.0]], ['2, k, 19', [0.106883, -1.19334, 1.0]], ['2, k, 20', [-0.0622577, -0.00343508, 1.0]], ['2, k, 21', [-0.430242, -0.433185, 1.0]], ['2, k, 22', [-0.355269, -0.417363, 1.0]], ['2, k, 23', [0.29531, -0.42715, 1.0]], ['2, k, 24', [0.239963, -0.449108, 1.0]]]
[['2, k, 0', [-0.0661009, -0.547249, 1.0]], ['2, k, 1', [-0.0640666, -0.234803, 1.0]], ['2, k, 2', [-0.0615109, 0.0714527, 1.0]], ['2, k, 3', [-0.0507493, 0.214577, 1.0]], ['2, k, 4', [-0.236426, -0.0366368, 1.0]], ['2, k, 5', [-0.35361, -0.224459, 1.0]], ['2, k, 6', [-0.409295, -0.385222, 1.0]], ['2, k, 7', [-0.424672, -0.423894, 1.0]], ['2, k, 8', [0.113747, -0.0599757, 1.0]], ['2, k, 9', [0.218013, -0.241015, 1.0]], ['2, k, 10', [0.274224, -0.396358, 1.0]], ['2, k, 11', [0.275213, -0.419948, 1.0]], ['2, k, 12', [-0.149729, -0.538918, 1.0]], ['2, k, 13', [-0.166128, -0.811783, 1.0]], ['2, k, 14', [-0.191611, -1.11385, 1.0]], ['2, k, 15', [-0.208428, -1.19984, 1.0]], ['2, k, 16', [0.0191251, -0.541626, 1.0]], ['2, k, 17', [0.0493972, -0.809195, 1.0]], ['2, k, 18', [0.0866552, -1.11734, 1.0]], ['2, k, 19', [0.106752, -1.19341, 1.0]], ['2, k, 20', [-0.0622495, -0.00432514, 1.0]], ['2, k, 21', [-0.436393, -0.445476, 1.0]], ['2, k, 22', [-0.369395, -0.429392, 1.0]], ['2, k, 23', [0.293052, -0.441455, 1.0]], ['2, k, 24', [0.237273, -0.466637, 1.0]]]
[['2, k, 0', [-0.0661337, -0.547921, 1.0]], ['2, k, 1', [-0.0640064, -0.235559, 1.0]], ['2, k, 2', [-0.0614087, 0.070672, 1.0]], ['2, k, 3', [-0.0509151, 0.21427, 1.0]], ['2, k, 4', [-0.23703, -0.0370702, 1.0]], ['2, k, 5', [-0.352773, -0.232509, 1.0]], ['2, k, 6', [-0.410724, -0.395065, 1.0]], ['2, k, 7', [-0.423642, -0.435652, 1.0]], ['2, k, 8', [0.113884, -0.060457, 1.0]], ['2, k, 9', [0.217556, -0.245552, 1.0]], ['2, k, 10', [0.275712, -0.408663, 1.0]], ['2, k, 11', [0.26767, -0.429098, 1.0]], ['2, k, 12', [-0.149831, -0.539766, 1.0]], ['2, k, 13', [-0.166199, -0.812036, 1.0]], ['2, k, 14', [-0.191522, -1.11398, 1.0]], ['2, k, 15', [-0.208451, -1.19994, 1.0]], ['2, k, 16', [0.0191821, -0.542084, 1.0]], ['2, k, 17', [0.0491855, -0.810724, 1.0]], ['2, k, 18', [0.0867486, -1.11784, 1.0]], ['2, k, 19', [0.107189, -1.19354, 1.0]], ['2, k, 20', [-0.0621477, -0.00509859, 1.0]], ['2, k, 21', [-0.440207, -0.456969, 1.0]], ['2, k, 22', [-0.37149, -0.441028, 1.0]], ['2, k, 23', [0.285713, -0.4606, 1.0]], ['2, k, 24', [0.203433, -0.441085, 1.0]]]
[['2, k, 0', [-0.0664834, -0.548277, 1.0]], ['2, k, 1', [-0.0643541, -0.236029, 1.0]], ['2, k, 2', [-0.0617751, 0.0701023, 1.0]], ['2, k, 3', [-0.0506769, 0.21328, 1.0]], ['2, k, 4', [-0.23731, -0.0374878, 1.0]], ['2, k, 5', [-0.3541, -0.23722, 1.0]], ['2, k, 6', [-0.411274, -0.405623, 1.0]], ['2, k, 7', [-0.425605, -0.444071, 1.0]], ['2, k, 8', [0.114038, -0.0611284, 1.0]], ['2, k, 9', [0.216897, -0.251, 1.0]], ['2, k, 10', [0.276032, -0.417537, 1.0]], ['2, k, 11', [0.269177, -0.437042, 1.0]], ['2, k, 12', [-0.150248, -0.54011, 1.0]], ['2, k, 13', [-0.166152, -0.81235, 1.0]], ['2, k, 14', [-0.191622, -1.11405, 1.0]], ['2, k, 15', [-0.208453, -1.1999, 1.0]], ['2, k, 16', [0.0189281, -0.542421, 1.0]], ['2, k, 17', [0.0492241, -0.810447, 1.0]], ['2, k, 18', [0.0866987, -1.11739, 1.0]], ['2, k, 19', [0.107205, -1.19316, 1.0]], ['2, k, 20', [-0.0625027, -0.00564114, 1.0]], ['2, k, 21', [-0.439858, -0.468975, 1.0]], ['2, k, 22', [-0.373948, -0.45097, 1.0]], ['2, k, 23', [0.281963, -0.467623, 1.0]], ['2, k, 24', [0.236423, -0.458562, 1.0]]]
[['2, k, 0', [-0.064308, -0.548042, 1.0]], ['2, k, 1', [-0.0643393, -0.236257, 1.0]], ['2, k, 2', [-0.0631376, 0.0694954, 1.0]], ['2, k, 3', [-0.0506963, 0.212812, 1.0]], ['2, k, 4', [-0.237621, -0.0375723, 1.0]], ['2, k, 5', [-0.351114, -0.241319, 1.0]], ['2, k, 6', [-0.412057, -0.41256, 1.0]], ['2, k, 7', [-0.41727, -0.439091, 1.0]], ['2, k, 8', [0.114004, -0.0612251, 1.0]], ['2, k, 9', [0.21554, -0.254731, 1.0]], ['2, k, 10', [0.278017, -0.421771, 1.0]], ['2, k, 11', [0.278888, -0.456258, 1.0]], ['2, k, 12', [-0.14872, -0.540395, 1.0]], ['2, k, 13', [-0.16636, -0.813718, 1.0]], ['2, k, 14', [-0.191703, -1.11412, 1.0]], ['2, k, 15', [-0.208428, -1.19983, 1.0]], ['2, k, 16', [0.021856, -0.541496, 1.0]], ['2, k, 17', [0.0491622, -0.810395, 1.0]], ['2, k, 18', [0.0866505, -1.1178, 1.0]], ['2, k, 19', [0.106833, -1.19288, 1.0]], ['2, k, 20', [-0.0634421, -0.00611282, 1.0]], ['2, k, 21', [-0.429304, -0.474612, 1.0]], ['2, k, 22', [-0.358512, -0.458319, 1.0]], ['2, k, 23', [0.290962, -0.479057, 1.0]], ['2, k, 24', [0.227152, -0.46102, 1.0]]]
[['2, k, 0', [-0.0634108, -0.548634, 1.0]], ['2, k, 1', [-0.064317, -0.236585, 1.0]], ['2, k, 2', [-0.0641024, 0.0691886, 1.0]], ['2, k, 3', [-0.0508678, 0.212261, 1.0]], ['2, k, 4', [-0.237866, -0.0376486, 1.0]], ['2, k, 5', [-0.347475, -0.246228, 1.0]], ['2, k, 6', [-0.414496, -0.417871, 1.0]], ['2, k, 7', [-0.417753, -0.443824, 1.0]], ['2, k, 8', [0.114083, -0.0618513, 1.0]], ['2, k, 9', [0.214713, -0.258024, 1.0]], ['2, k, 10', [0.278996, -0.427814, 1.0]], ['2, k, 11', [0.277812, -0.461566, 1.0]], ['2, k, 12', [-0.148027, -0.54102, 1.0]], ['2, k, 13', [-0.166095, -0.814382, 1.0]], ['2, k, 14', [-0.192145, -1.11493, 1.0]], ['2, k, 15', [-0.208347, -1.19989, 1.0]], ['2, k, 16', [0.0229512, -0.542039, 1.0]], ['2, k, 17', [0.0486276, -0.810507, 1.0]], ['2, k, 18', [0.0865431, -1.11783, 1.0]], ['2, k, 19', [0.106868, -1.19257, 1.0]], ['2, k, 20', [-0.064088, -0.00641912, 1.0]], ['2, k, 21', [-0.429241, -0.48135, 1.0]], ['2, k, 22', [-0.362481, -0.462846, 1.0]], ['2, k, 23', [0.292679, -0.480473, 1.0]], ['2, k, 24', [0.231474, -0.472139, 1.0]]]
[['2, k, 0', [-0.0629745, -0.54931, 1.0]], ['2, k, 1', [-0.0643895, -0.237059, 1.0]], ['2, k, 2', [-0.0651437, 0.0682655, 1.0]], ['2, k, 3', [-0.0513888, 0.211694, 1.0]], ['2, k, 4', [-0.238378, -0.037912, 1.0]], ['2, k, 5', [-0.345856, -0.249776, 1.0]], ['2, k, 6', [-0.415215, -0.423386, 1.0]], ['2, k, 7', [-0.416023, -0.448353, 1.0]], ['2, k, 8', [0.114069, -0.0621666, 1.0]], ['2, k, 9', [0.213439, -0.261527, 1.0]], ['2, k, 10', [0.279584, -0.433166, 1.0]], ['2, k, 11', [0.279793, -0.465654, 1.0]], ['2, k, 12', [-0.147506, -0.541802, 1.0]], ['2, k, 13', [-0.166178, -0.814456, 1.0]], ['2, k, 14', [-0.192008, -1.11505, 1.0]], ['2, k, 15', [-0.208354, -1.20001, 1.0]], ['2, k, 16', [0.023296, -0.542631, 1.0]], ['2, k, 17', [0.0484849, -0.810532, 1.0]], ['2, k, 18', [0.0866506, -1.11809, 1.0]], ['2, k, 19', [0.10775, -1.19425, 1.0]], ['2, k, 20', [-0.0648211, -0.00723319, 1.0]], ['2, k, 21', [-0.42438, -0.485908, 1.0]], ['2, k, 22', [-0.363123, -0.469521, 1.0]], ['2, k, 23', [0.293923, -0.487801, 1.0]], ['2, k, 24', [0.233168, -0.471313, 1.0]]]
