[['2, k, 0', [-0.317888, -0.703654, 1.0]], ['2, k, 1', [-0.366606, -0.417615, 1.0]], ['2, k, 2', [-0.412731, -0.135918, 1.0]], ['2, k, 3', [-0.413817, 0.011871, 1.0]], ['2, k, 4', [-0.539296, -0.23647, 1.0]], ['2, k, 5', [-0.618378, -0.393963, 1.0]], ['2, k, 6', [-0.640297, -0.422596, 1.0]], ['2, k, 7', [-0.630311, -0.458511, 1.0]], ['2, k, 8', [-0.23732, -0.232225, 1.0]], ['2, k, 9', [-0.115647, -0.375111, 1.0]], ['2, k, 10', [-0.0110807, -0.435103, 1.0]], ['2, k, 11', [0.0277838, -0.482807, 1.0]], ['2, k, 12', [-0.382847, -0.696301, 1.0]], ['2, k, 13', [-0.604539, -0.304056, 1.0]], ['2, k, 14', [-0.402156, -0.604099, 1.0]], ['2, k, 15', [-0.349837, -0.618065, 1.0]], ['2, k, 16', [-0.245434, -0.694429, 1.0]], ['2, k, 17', [-0.148112, -0.273449, 1.0]], ['2, k, 18', [-0.226924, -0.681884, 1.0]], ['2, k, 19', [-0.279137, -0.749265, 1.0]], ['2, k, 20', [-0.401626, -0.205825, 1.0]], ['2, k, 21', [-0.624685, -0.464416, 1.0]], ['2, k, 22', [-0.565808, -0.464497, 1.0]], ['2, k, 23', [0.056264, -0.494755, 1.0]], ['2, k, 24', [0.0801717, -0.476739, 1.0]]]
[['2, k, 0', [-0.413552, -0.57223, 1.0]], ['2, k, 1', [-0.405743, -0.352567, 1.0]], ['2, k, 2', [-0.407045, -0.140813, 1.0]], ['2, k, 3', [-0.407098, 0.00206361, 1.0]], ['2, k, 4', [-0.538965, -0.245825, 1.0]], ['2, k, 5', [-0.623538, -0.424734, 1.0]], ['2, k, 6', [-0.65742, -0.563573, 1.0]], ['2, k, 7', [-0.64367, -0.624054, 1.0]], ['2, k, 8', [-0.239691, -0.237603, 1.0]], ['2, k, 9', [-0.122363, -0.42138, 1.0]], ['2, k, 10', [-0.0189486, -0.578507, 1.0]], ['2, k, 11', [0.0177176, -0.63095, 1.0]], ['2, k, 12', [-0.485588, -0.562938, 1.0]], ['2, k, 13', [-0.456058, -0.510917, 1.0]], ['2, k, 14', [-0.346741, -0.630393, 1.0]], ['2, k, 15', [-0.40404, -0.712313, 1.0]], ['2, k, 16', [-0.33397, -0.571194, 1.0]], ['2, k, 17', [-0.249649, -0.499797, 1.0]], ['2, k, 18', [-0.150566, -0.674717, 1.0]], ['2, k, 19', [-0.240483, -0.727345, 1.0]], ['2, k, 20', [-0.405514, -0.19116, 1.0]], ['2, k, 21', [-0.644966, -0.644137, 1.0]], ['2, k, 22', [-0.585728, -0.621411, 1.0]], ['2, k, 23', [0.0493828, -0.64787, 1.0]], ['2, k, 24', [-0.0341544, -0.636318, 1.0]]]
[['2, k, 0', [-0.411144, -0.570405, 1.0]], ['2, k, 1', [-0.405482, -0.352853, 1.0]], ['2, k, 2', [-0.40604, -0.142002, 1.0]], ['2, k, 3', [-0.406461, 0.00061001, 1.0]], ['2, k, 4', [-0.54062, -0.246853, 1.0]], ['2, k, 5', [-0.62227, -0.429835, 1.0]], ['2, k, 6', [-0.6605, -0.573184, 1.0]], ['2, k, 7', [-0.64744, -0.649871, 1.0]], ['2, k, 8', [-0.239606, -0.23833, 1.0]], ['2, k, 9', [-0.126768, -0.427222, 1.0]], ['2, k, 10', [-0.0219478, -0.601451, 1.0]], ['2, k, 11', [0.00883876, -0.657752, 1.0]], ['2, k, 12', [-0.485023, -0.562276, 1.0]], ['2, k, 13', [-0.459871, -0.528734, 1.0]], ['2, k, 14', [-0.45801, -0.675847, 1.0]], ['2, k, 15', [-0.455313, -0.775886, 1.0]], ['2, k, 16', [-0.328653, -0.567814, 1.0]], ['2, k, 17', [-0.236635, -0.517118, 1.0]], ['2, k, 18', [-0.223085, -0.657307, 1.0]], ['2, k, 19', [-0.312846, -0.709222, 1.0]], ['2, k, 20', [-0.405105, -0.192252, 1.0]], ['2, k, 21', [-0.636525, -0.668048, 1.0]], ['2, k, 22', [-0.589596, -0.651629, 1.0]], ['2, k, 23', [0.043158, -0.681817, 1.0]], ['2, k, 24', [-0.0570137, -0.665192, 1.0]]]
[['2, k, 0', [-0.412036, -0.569208, 1.0]], ['2, k, 1', [-0.406547, -0.352696, 1.0]], ['2, k, 2', [-0.405825, -0.142116, 1.0]], ['2, k, 3', [-0.406083, 0.000204276, 1.0]], ['2, k, 4', [-0.541869, -0.247368, 1.0]], ['2, k, 5', [-0.621682, -0.437533, 1.0]], ['2, k, 6', [-0.661388, -0.596277, 1.0]], ['2, k, 7', [-0.653698, -0.669161, 1.0]], ['2, k, 8', [-0.239599, -0.238327, 1.0]], ['2, k, 9', [-0.140749, -0.439147, 1.0]], ['2, k, 10', [-0.0307843, -0.611038, 1.0]], ['2, k, 11', [0.00325922, -0.675821, 1.0]], ['2, k, 12', [-0.485808, -0.561301, 1.0]], ['2, k, 13', [-0.467032, -0.530023, 1.0]], ['2, k, 14', [-0.466473, -0.728113, 1.0]], ['2, k, 15', [-0.411865, -0.720215, 1.0]], ['2, k, 16', [-0.330038, -0.566313, 1.0]], ['2, k, 17', [-0.242304, -0.535655, 1.0]], ['2, k, 18', [-0.225795, -0.662215, 1.0]], ['2, k, 19', [-0.253906, -0.746094, 1.0]], ['2, k, 20', [-0.405195, -0.192418, 1.0]], ['2, k, 21', [-0.649581, -0.691534, 1.0]], ['2, k, 22', [-0.601493, -0.674336, 1.0]], ['2, k, 23', [0.0309894, -0.703367, 1.0]], ['2, k, 24', [-0.0664125, -0.681234, 1.0]]]
[['2, k, 0', [-0.411882, -0.56751, 1.0]], ['2, k, 1', [-0.40659, -0.352711, 1.0]], ['2, k, 2', [-0.405172, -0.142759, 1.0]], ['2, k, 3', [-0.406011, -0.000697965, 1.0]], ['2, k, 4', [-0.542579, -0.247812, 1.0]], ['2, k, 5', [-0.621947, -0.439519, 1.0]], ['2, k, 6', [-0.662683, -0.620253, 1.0]], ['2, k, 7', [-0.655772, -0.684154, 1.0]], ['2, k, 8', [-0.239496, -0.238518, 1.0]], ['2, k, 9', [-0.148074, -0.443543, 1.0]], ['2, k, 10', [-0.0409629, -0.625519, 1.0]], ['2, k, 11', [-0.00453273, -0.69212, 1.0]], ['2, k, 12', [-0.485652, -0.560553, 1.0]], ['2, k, 13', [-0.468628, -0.531011, 1.0]], ['2, k, 14', [-0.666798, -0.673698, 1.0]], ['2, k, 15', [-0.60915, -0.694257, 1.0]], ['2, k, 16', [-0.330503, -0.563294, 1.0]], ['2, k, 17', [-0.241325, -0.545726, 1.0]], ['2, k, 18', [-0.232589, -0.666524, 1.0]], ['2, k, 19', [-0.23873, -0.730827, 1.0]], ['2, k, 20', [-0.405024, -0.193062, 1.0]], ['2, k, 21', [-0.638981, -0.722849, 1.0]], ['2, k, 22', [-0.600615, -0.689308, 1.0]], ['2, k, 23', [0.0275184, -0.721597, 1.0]], ['2, k, 24', [-0.0418284, -0.713654, 1.0]]]
[['2, k, 0', [-0.40547, -0.563334, 1.0]], ['2, k, 1', [-0.405417, -0.352321, 1.0]], ['2, k, 2', [-0.405048, -0.143211, 1.0]], ['2, k, 3', [-0.405261, -0.00201911, 1.0]], ['2, k, 4', [-0.543281, -0.248015, 1.0]], ['2, k, 5', [-0.621286, -0.437758, 1.0]], ['2, k, 6', [-0.661346, -0.620161, 1.0]], ['2, k, 7', [-0.664233, -0.687223, 1.0]], ['2, k, 8', [-0.239605, -0.238567, 1.0]], ['2, k, 9', [-0.147509, -0.44337, 1.0]], ['2, k, 10', [-0.0426389, -0.629934, 1.0]], ['2, k, 11', [-0.00984881, -0.703057, 1.0]], ['2, k, 12', [-0.480398, -0.558339, 1.0]], ['2, k, 13', [-0.468947, -0.53182, 1.0]], ['2, k, 14', [-0.676534, -0.654404, 1.0]], ['2, k, 15', [-0.632543, -0.687358, 1.0]], ['2, k, 16', [-0.321664, -0.556021, 1.0]], ['2, k, 17', [-0.217559, -0.534761, 1.0]], ['2, k, 18', [-0.22946, -0.676922, 1.0]], ['2, k, 19', [-0.216864, -0.733824, 1.0]], ['2, k, 20', [-0.404898, -0.193434, 1.0]], ['2, k, 21', [-0.665437, -0.719186, 1.0]], ['2, k, 22', [-0.622635, -0.701588, 1.0]], ['2, k, 23', [0.0248375, -0.736328, 1.0]], ['2, k, 24', [-0.0700898, -0.719928, 1.0]]]
[['2, k, 0', [-0.408605, -0.560495, 1.0]], ['2, k, 1', [-0.406066, -0.351883, 1.0]], ['2, k, 2', [-0.404598, -0.143837, 1.0]], ['2, k, 3', [-0.405022, -0.00274293, 1.0]], ['2, k, 4', [-0.543005, -0.248118, 1.0]], ['2, k, 5', [-0.620593, -0.43818, 1.0]], ['2, k, 6', [-0.663164, -0.628732, 1.0]], ['2, k, 7', [-0.667118, -0.696441, 1.0]], ['2, k, 8', [-0.239525, -0.238298, 1.0]], ['2, k, 9', [-0.146332, -0.443193, 1.0]], ['2, k, 10', [-0.047554, -0.638048, 1.0]], ['2, k, 11', [-0.0106976, -0.727329, 1.0]], ['2, k, 12', [-0.483795, -0.554255, 1.0]], ['2, k, 13', [-0.471166, -0.532347, 1.0]], ['2, k, 14', [-0.667861, -0.670959, 1.0]], ['2, k, 15', [-0.631713, -0.706213, 1.0]], ['2, k, 16', [-0.325165, -0.55468, 1.0]], ['2, k, 17', [-0.249838, -0.524851, 1.0]], ['2, k, 18', [-0.230265, -0.678148, 1.0]], ['2, k, 19', [-0.215068, -0.732749, 1.0]], ['2, k, 20', [-0.404844, -0.193801, 1.0]], ['2, k, 21', [-0.672089, -0.728018, 1.0]], ['2, k, 22', [-0.622469, -0.714227, 1.0]], ['2, k, 23', [0.0242389, -0.751308, 1.0]], ['2, k, 24', [-0.0549508, -0.739457, 1.0]]]
[['2, k, 0', [-0.402492, -0.557742, 1.0]], ['2, k, 1', [-0.40437, -0.350739, 1.0]], ['2, k, 2', [-0.404311, -0.143672, 1.0]], ['2, k, 3', [-0.404797, -0.00266589, 1.0]], ['2, k, 4', [-0.542713, -0.248063, 1.0]], ['2, k, 5', [-0.619991, -0.439694, 1.0]], ['2, k, 6', [-0.668397, -0.637625, 1.0]], ['2, k, 7', [-0.672177, -0.708221, 1.0]], ['2, k, 8', [-0.23979, -0.237857, 1.0]], ['2, k, 9', [-0.147386, -0.443448, 1.0]], ['2, k, 10', [-0.0504204, -0.641559, 1.0]], ['2, k, 11', [-0.0192728, -0.716394, 1.0]], ['2, k, 12', [-0.476222, -0.552842, 1.0]], ['2, k, 13', [-0.474762, -0.547731, 1.0]], ['2, k, 14', [-0.660565, -0.687949, 1.0]], ['2, k, 15', [-0.633513, -0.719166, 1.0]], ['2, k, 16', [-0.32096, -0.551716, 1.0]], ['2, k, 17', [-0.207027, -0.525671, 1.0]], ['2, k, 18', [-0.230727, -0.679425, 1.0]], ['2, k, 19', [-0.213948, -0.732559, 1.0]], ['2, k, 20', [-0.404673, -0.193793, 1.0]], ['2, k, 21', [-0.677964, -0.744169, 1.0]], ['2, k, 22', [-0.622491, -0.721475, 1.0]], ['2, k, 23', [0.025733, -0.750417, 1.0]], ['2, k, 24', [-0.0822287, -0.741144, 1.0]]]
[['2, k, 0', [-0.401471, -0.55698, 1.0]], ['2, k, 1', [-0.403734, -0.350533, 1.0]], ['2, k, 2', [-0.403846, -0.144166, 1.0]], ['2, k, 3', [-0.404693, -0.00286186, 1.0]], ['2, k, 4', [-0.541846, -0.247771, 1.0]], ['2, k, 5', [-0.613387, -0.427719, 1.0]], ['2, k, 6', [-0.670067, -0.629987, 1.0]], ['2, k, 7', [-0.672134, -0.684968, 1.0]], ['2, k, 8', [-0.240133, -0.237091, 1.0]], ['2, k, 9', [-0.157171, -0.408201, 1.0]], ['2, k, 10', [-0.0675397, -0.613601, 1.0]], ['2, k, 11', [-0.034502, -0.686696, 1.0]], ['2, k, 12', [-0.474838, -0.55237, 1.0]], ['2, k, 13', [-0.475974, -0.550727, 1.0]], ['2, k, 14', [-0.657866, -0.692613, 1.0]], ['2, k, 15', [-0.639046, -0.735284, 1.0]], ['2, k, 16', [-0.320471, -0.550937, 1.0]], ['2, k, 17', [-0.210176, -0.535666, 1.0]], ['2, k, 18', [-0.230618, -0.681664, 1.0]], ['2, k, 19', [-0.121952, -0.728086, 1.0]], ['2, k, 20', [-0.404361, -0.194131, 1.0]], ['2, k, 21', [-0.665711, -0.725619, 1.0]], ['2, k, 22', [-0.646268, -0.696302, 1.0]], ['2, k, 23', [0.00951542, -0.7305, 1.0]], ['2, k, 24', [-0.0456252, -0.719862, 1.0]]]
[['2, k, 0', [-0.389468, -0.551409, 1.0]], ['2, k, 1', [-0.400613, -0.348463, 1.0]], ['2, k, 2', [-0.403693, -0.143904, 1.0]], ['2, k, 3', [-0.404403, -0.00269762, 1.0]], ['2, k, 4', [-0.540865, -0.246831, 1.0]], ['2, k, 5', [-0.611595, -0.425977, 1.0]], ['2, k, 6', [-0.657961, -0.609578, 1.0]], ['2, k, 7', [-0.665789, -0.65349, 1.0]], ['2, k, 8', [-0.239796, -0.236862, 1.0]], ['2, k, 9', [-0.157813, -0.405687, 1.0]], ['2, k, 10', [-0.0724027, -0.61318, 1.0]], ['2, k, 11', [-0.0401276, -0.681148, 1.0]], ['2, k, 12', [-0.4612, -0.547841, 1.0]], ['2, k, 13', [-0.475022, -0.550077, 1.0]], ['2, k, 14', [-0.65152, -0.693293, 1.0]], ['2, k, 15', [-0.646985, -0.746631, 1.0]], ['2, k, 16', [-0.310631, -0.544981, 1.0]], ['2, k, 17', [-0.198428, -0.55057, 1.0]], ['2, k, 18', [-0.240693, -0.664531, 1.0]], ['2, k, 19', [-0.136586, -0.719425, 1.0]], ['2, k, 20', [-0.403818, -0.193839, 1.0]], ['2, k, 21', [-0.663093, -0.707798, 1.0]], ['2, k, 22', [-0.648112, -0.660797, 1.0]], ['2, k, 23', [-0.00144571, -0.729359, 1.0]], ['2, k, 24', [-0.0536993, -0.701044, 1.0]]]
[['2, k, 0', [-0.38899, -0.552078, 1.0]], ['2, k, 1', [-0.399541, -0.348396, 1.0]], ['2, k, 2', [-0.403569, -0.143846, 1.0]], ['2, k, 3', [-0.40435, -0.0027122, 1.0]], ['2, k, 4', [-0.540433, -0.246697, 1.0]], ['2, k, 5', [-0.60932, -0.422561, 1.0]], ['2, k, 6', [-0.65826, -0.610483, 1.0]], ['2, k, 7', [-0.666445, -0.654557, 1.0]], ['2, k, 8', [-0.239804, -0.236715, 1.0]], ['2, k, 9', [-0.15875, -0.404351, 1.0]], ['2, k, 10', [-0.0730225, -0.611446, 1.0]], ['2, k, 11', [-0.0397923, -0.682872, 1.0]], ['2, k, 12', [-0.460318, -0.548694, 1.0]], ['2, k, 13', [-0.476376, -0.547807, 1.0]], ['2, k, 14', [-0.643831, -0.694506, 1.0]], ['2, k, 15', [-0.654941, -0.756603, 1.0]], ['2, k, 16', [-0.310486, -0.545523, 1.0]], ['2, k, 17', [-0.199334, -0.543358, 1.0]], ['2, k, 18', [-0.239965, -0.664952, 1.0]], ['2, k, 19', [-0.137631, -0.721387, 1.0]], ['2, k, 20', [-0.403457, -0.193855, 1.0]], ['2, k, 21', [-0.665291, -0.710498, 1.0]], ['2, k, 22', [-0.649509, -0.673563, 1.0]], ['2, k, 23', [-0.0014465, -0.731472, 1.0]], ['2, k, 24', [-0.0523702, -0.70595, 1.0]]]
[['2, k, 0', [-0.388035, -0.554048, 1.0]], ['2, k, 1', [-0.398414, -0.348658, 1.0]], ['2, k, 2', [-0.403417, -0.143685, 1.0]], ['2, k, 3', [-0.404118, -0.00260267, 1.0]], ['2, k, 4', [-0.539911, -0.245848, 1.0]], ['2, k, 5', [-0.608315, -0.421965, 1.0]], ['2, k, 6', [-0.658422, -0.613341, 1.0]], ['2, k, 7', [-0.665249, -0.655154, 1.0]], ['2, k, 8', [-0.239829, -0.236177, 1.0]], ['2, k, 9', [-0.14049, -0.438555, 1.0]], ['2, k, 10', [-0.0650903, -0.631166, 1.0]], ['2, k, 11', [-0.0291833, -0.711123, 1.0]], ['2, k, 12', [-0.457958, -0.551174, 1.0]], ['2, k, 13', [-0.476667, -0.547333, 1.0]], ['2, k, 14', [-0.641599, -0.694062, 1.0]], ['2, k, 15', [-0.657995, -0.763072, 1.0]], ['2, k, 16', [-0.310666, -0.547146, 1.0]], ['2, k, 17', [-0.20059, -0.548183, 1.0]], ['2, k, 18', [-0.240312, -0.664153, 1.0]], ['2, k, 19', [-0.139177, -0.721419, 1.0]], ['2, k, 20', [-0.403055, -0.193838, 1.0]], ['2, k, 21', [-0.663102, -0.713122, 1.0]], ['2, k, 22', [-0.650436, -0.677962, 1.0]], ['2, k, 23', [0.0138208, -0.751137, 1.0]], ['2, k, 24', [-0.0530488, -0.751707, 1.0]]]
[['2, k, 0', [-0.387883, -0.554191, 1.0]], ['2, k, 1', [-0.397958, -0.348479, 1.0]], ['2, k, 2', [-0.403307, -0.143478, 1.0]], ['2, k, 3', [-0.403987, -0.00235257, 1.0]], ['2, k, 4', [-0.539213, -0.245418, 1.0]], ['2, k, 5', [-0.606272, -0.420123, 1.0]], ['2, k, 6', [-0.659463, -0.614692, 1.0]], ['2, k, 7', [-0.665281, -0.656391, 1.0]], ['2, k, 8', [-0.239952, -0.235818, 1.0]], ['2, k, 9', [-0.140584, -0.438179, 1.0]], ['2, k, 10', [-0.0642038, -0.633068, 1.0]], ['2, k, 11', [-0.0276482, -0.709913, 1.0]], ['2, k, 12', [-0.457755, -0.551287, 1.0]], ['2, k, 13', [-0.477818, -0.546028, 1.0]], ['2, k, 14', [-0.640931, -0.692565, 1.0]], ['2, k, 15', [-0.659615, -0.764392, 1.0]], ['2, k, 16', [-0.31063, -0.547295, 1.0]], ['2, k, 17', [-0.200998, -0.541495, 1.0]], ['2, k, 18', [-0.239874, -0.663513, 1.0]], ['2, k, 19', [-0.139503, -0.721134, 1.0]], ['2, k, 20', [-0.402807, -0.193711, 1.0]], ['2, k, 21', [-0.665674, -0.715877, 1.0]], ['2, k, 22', [-0.647329, -0.649338, 1.0]], ['2, k, 23', [0.0137469, -0.747381, 1.0]], ['2, k, 24', [-0.0483278, -0.744574, 1.0]]]
[['2, k, 0', [-0.387459, -0.554141, 1.0]], ['2, k, 1', [-0.397465, -0.348207, 1.0]], ['2, k, 2', [-0.403277, -0.1433, 1.0]], ['2, k, 3', [-0.403901, -0.00214105, 1.0]], ['2, k, 4', [-0.539065, -0.245284, 1.0]], ['2, k, 5', [-0.605729, -0.421252, 1.0]], ['2, k, 6', [-0.664924, -0.632391, 1.0]], ['2, k, 7', [-0.672379, -0.715263, 1.0]], ['2, k, 8', [-0.23997, -0.235421, 1.0]], ['2, k, 9', [-0.140683, -0.437827, 1.0]], ['2, k, 10', [-0.0640068, -0.633188, 1.0]], ['2, k, 11', [-0.026003, -0.709075, 1.0]], ['2, k, 12', [-0.45733, -0.551298, 1.0]], ['2, k, 13', [-0.478096, -0.545321, 1.0]], ['2, k, 14', [-0.640489, -0.689037, 1.0]], ['2, k, 15', [-0.659616, -0.763024, 1.0]], ['2, k, 16', [-0.310274, -0.547166, 1.0]], ['2, k, 17', [-0.199928, -0.532531, 1.0]], ['2, k, 18', [-0.239524, -0.663362, 1.0]], ['2, k, 19', [-0.139632, -0.720873, 1.0]], ['2, k, 20', [-0.402642, -0.19358, 1.0]], ['2, k, 21', [-0.670967, -0.759685, 1.0]], ['2, k, 22', [-0.642916, -0.750237, 1.0]], ['2, k, 23', [0.0106406, -0.745912, 1.0]], ['2, k, 24', [-0.0500116, -0.731418, 1.0]]]
[['2, k, 0', [-0.387282, -0.554002, 1.0]], ['2, k, 1', [-0.397191, -0.347969, 1.0]], ['2, k, 2', [-0.403234, -0.143189, 1.0]], ['2, k, 3', [-0.403914, -0.0020002, 1.0]], ['2, k, 4', [-0.539214, -0.244184, 1.0]], ['2, k, 5', [-0.605534, -0.420475, 1.0]], ['2, k, 6', [-0.664741, -0.631536, 1.0]], ['2, k, 7', [-0.671488, -0.707876, 1.0]], ['2, k, 8', [-0.23996, -0.234618, 1.0]], ['2, k, 9', [-0.140844, -0.437118, 1.0]], ['2, k, 10', [-0.063988, -0.633146, 1.0]], ['2, k, 11', [-0.0267151, -0.708762, 1.0]], ['2, k, 12', [-0.457096, -0.551164, 1.0]], ['2, k, 13', [-0.478615, -0.544307, 1.0]], ['2, k, 14', [-0.640447, -0.685582, 1.0]], ['2, k, 15', [-0.658974, -0.761305, 1.0]], ['2, k, 16', [-0.310164, -0.547015, 1.0]], ['2, k, 17', [-0.199508, -0.529639, 1.0]], ['2, k, 18', [-0.236595, -0.663828, 1.0]], ['2, k, 19', [-0.1374, -0.721918, 1.0]], ['2, k, 20', [-0.402527, -0.193486, 1.0]], ['2, k, 21', [-0.673656, -0.752152, 1.0]], ['2, k, 22', [-0.644795, -0.748975, 1.0]], ['2, k, 23', [0.0214119, -0.748957, 1.0]], ['2, k, 24', [-0.0457774, -0.745906, 1.0]]]
[['2, k, 0', [-0.387369, -0.554387, 1.0]], ['2, k, 1', [-0.39721, -0.347993, 1.0]], ['2, k, 2', [-0.403479, -0.143088, 1.0]], ['2, k, 3', [-0.403863, -0.00188928, 1.0]], ['2, k, 4', [-0.539141, -0.24293, 1.0]], ['2, k, 5', [-0.605363, -0.420284, 1.0]], ['2, k, 6', [-0.657674, -0.619117, 1.0]], ['2, k, 7', [-0.676234, -0.694387, 1.0]], ['2, k, 8', [-0.240268, -0.234013, 1.0]], ['2, k, 9', [-0.141179, -0.436574, 1.0]], ['2, k, 10', [-0.0638575, -0.633065, 1.0]], ['2, k, 11', [-0.0280828, -0.709657, 1.0]], ['2, k, 12', [-0.456988, -0.551455, 1.0]], ['2, k, 13', [-0.479206, -0.543676, 1.0]], ['2, k, 14', [-0.640415, -0.685753, 1.0]], ['2, k, 15', [-0.659504, -0.762, 1.0]], ['2, k, 16', [-0.310569, -0.547555, 1.0]], ['2, k, 17', [-0.202568, -0.535028, 1.0]], ['2, k, 18', [-0.235364, -0.659644, 1.0]], ['2, k, 19', [-0.137713, -0.720479, 1.0]], ['2, k, 20', [-0.402616, -0.193484, 1.0]], ['2, k, 21', [-0.690891, -0.74662, 1.0]], ['2, k, 22', [-0.6591, -0.719551, 1.0]], ['2, k, 23', [0.0214233, -0.749491, 1.0]], ['2, k, 24', [-0.0524995, -0.733645, 1.0]]]
[['2, k, 0', [-0.387228, -0.5546, 1.0]], ['2, k, 1', [-0.397136, -0.348038, 1.0]], ['2, k, 2', [-0.403516, -0.143082, 1.0]], ['2, k, 3', [-0.403893, -0.00180811, 1.0]], ['2, k, 4', [-0.539091, -0.242912, 1.0]], ['2, k, 5', [-0.605179, -0.420376, 1.0]], ['2, k, 6', [-0.657724, -0.619295, 1.0]], ['2, k, 7', [-0.677028, -0.69413, 1.0]], ['2, k, 8', [-0.240197, -0.233907, 1.0]], ['2, k, 9', [-0.141324, -0.436583, 1.0]], ['2, k, 10', [-0.0636938, -0.632568, 1.0]], ['2, k, 11', [-0.0280784, -0.708235, 1.0]], ['2, k, 12', [-0.456747, -0.551717, 1.0]], ['2, k, 13', [-0.479735, -0.543172, 1.0]], ['2, k, 14', [-0.639316, -0.686758, 1.0]], ['2, k, 15', [-0.660561, -0.762677, 1.0]], ['2, k, 16', [-0.31052, -0.547703, 1.0]], ['2, k, 17', [-0.202626, -0.534655, 1.0]], ['2, k, 18', [-0.234305, -0.664004, 1.0]], ['2, k, 19', [-0.135714, -0.722583, 1.0]], ['2, k, 20', [-0.4026, -0.193517, 1.0]], ['2, k, 21', [-0.691874, -0.746816, 1.0]], ['2, k, 22', [-0.658453, -0.723672, 1.0]], ['2, k, 23', [0.021437, -0.749727, 1.0]], ['2, k, 24', [-0.0538573, -0.734623, 1.0]]]
[['2, k, 0', [-0.387012, -0.554747, 1.0]], ['2, k, 1', [-0.397099, -0.348034, 1.0]], ['2, k, 2', [-0.403696, -0.142951, 1.0]], ['2, k, 3', [-0.403982, -0.00175037, 1.0]], ['2, k, 4', [-0.539015, -0.242892, 1.0]], ['2, k, 5', [-0.606252, -0.425629, 1.0]], ['2, k, 6', [-0.647854, -0.583537, 1.0]], ['2, k, 7', [-0.67096, -0.649767, 1.0]], ['2, k, 8', [-0.240192, -0.2337, 1.0]], ['2, k, 9', [-0.141538, -0.436487, 1.0]], ['2, k, 10', [-0.0639126, -0.632061, 1.0]], ['2, k, 11', [-0.0281606, -0.708273, 1.0]], ['2, k, 12', [-0.456366, -0.551949, 1.0]], ['2, k, 13', [-0.479824, -0.542976, 1.0]], ['2, k, 14', [-0.638793, -0.687226, 1.0]], ['2, k, 15', [-0.661247, -0.763133, 1.0]], ['2, k, 16', [-0.310444, -0.547765, 1.0]], ['2, k, 17', [-0.202583, -0.534223, 1.0]], ['2, k, 18', [-0.236428, -0.66385, 1.0]], ['2, k, 19', [-0.137439, -0.721666, 1.0]], ['2, k, 20', [-0.402645, -0.193482, 1.0]], ['2, k, 21', [-0.691056, -0.72062, 1.0]], ['2, k, 22', [-0.657176, -0.687111, 1.0]], ['2, k, 23', [0.0213997, -0.748446, 1.0]], ['2, k, 24', [-0.0484652, -0.74234, 1.0]]]
[['2, k, 0', [-0.387164, -0.555077, 1.0]], ['2, k, 1', [-0.397107, -0.348067, 1.0]], ['2, k, 2', [-0.403802, -0.142943, 1.0]], ['2, k, 3', [-0.404049, -0.00180101, 1.0]], ['2, k, 4', [-0.538736, -0.242444, 1.0]], ['2, k, 5', [-0.606003, -0.42632, 1.0]], ['2, k, 6', [-0.647944, -0.584215, 1.0]], ['2, k, 7', [-0.661437, -0.629014, 1.0]], ['2, k, 8', [-0.240451, -0.233449, 1.0]], ['2, k, 9', [-0.15504, -0.417399, 1.0]], ['2, k, 10', [-0.0671908, -0.623849, 1.0]], ['2, k, 11', [-0.0327895, -0.699857, 1.0]], ['2, k, 12', [-0.456357, -0.552137, 1.0]], ['2, k, 13', [-0.480705, -0.541811, 1.0]], ['2, k, 14', [-0.637759, -0.687593, 1.0]], ['2, k, 15', [-0.661207, -0.763431, 1.0]], ['2, k, 16', [-0.310914, -0.548251, 1.0]], ['2, k, 17', [-0.203756, -0.536533, 1.0]], ['2, k, 18', [-0.238127, -0.663675, 1.0]], ['2, k, 19', [-0.13886, -0.720988, 1.0]], ['2, k, 20', [-0.402685, -0.193528, 1.0]], ['2, k, 21', [-0.671351, -0.690997, 1.0]], ['2, k, 22', [-0.642853, -0.638272, 1.0]], ['2, k, 23', [0.0137907, -0.741879, 1.0]], ['2, k, 24', [-0.0512021, -0.737467, 1.0]]]
