[['2, k, 0', [0.0377507, -0.451163, 1.0]], ['2, k, 1', [0.0301378, -0.119005, 1.0]], ['2, k, 2', [0.0225468, 0.206658, 1.0]], ['2, k, 3', [0.0306951, 0.354101, 1.0]], ['2, k, 4', [-0.14818, 0.10436, 1.0]], ['2, k, 5', [-0.208681, -0.166055, 1.0]], ['2, k, 6', [-0.227903, -0.400676, 1.0]], ['2, k, 7', [-0.225118, -0.46332, 1.0]], ['2, k, 8', [0.199532, 0.0945446, 1.0]], ['2, k, 9', [0.278006, -0.156919, 1.0]], ['2, k, 10', [0.278619, -0.385686, 1.0]], ['2, k, 11', [0.283091, -0.448078, 1.0]], ['2, k, 12', [-0.0418356, -0.443533, 1.0]], ['2, k, 13', [0.0144575, -0.901491, 1.0]], ['2, k, 14', [-0.0690587, -1.21454, 1.0]], ['2, k, 15', [-0.163537, -1.28526, 1.0]], ['2, k, 16', [0.116432, -0.447994, 1.0]], ['2, k, 17', [0.0939117, -0.919294, 1.0]], ['2, k, 18', [0.146395, -1.23535, 1.0]], ['2, k, 19', [0.152974, -1.28938, 1.0]], ['2, k, 20', [0.0244468, 0.126141, 1.0]], ['2, k, 21', [-0.231457, -0.526262, 1.0]], ['2, k, 22', [-0.168288, -0.493172, 1.0]], ['2, k, 23', [0.299193, -0.499087, 1.0]], ['2, k, 24', [0.240022, -0.467836, 1.0]]]
[['2, k, 0', [0.0220756, -0.448784, 1.0]], ['2, k, 1', [0.0367159, -0.0848634, 1.0]], ['2, k, 2', [0.045374, 0.274174, 1.0]], ['2, k, 3', [-0.0280501, 0.396506, 1.0]], ['2, k, 4', [-0.097314, 0.106929, 1.0]], ['2, k, 5', [-0.241909, 0.149845, 1.0]], ['2, k, 6', [-0.460296, 0.168517, 1.0]], ['2, k, 7', [-0.504457, 0.170497, 1.0]], ['2, k, 8', [0.123405, 0.0687953, 1.0]], ['2, k, 9', [-0.144375, 0.125738, 1.0]], ['2, k, 10', [-0.354876, 0.149521, 1.0]], ['2, k, 11', [-0.452052, 0.165259, 1.0]], ['2, k, 12', [-0.041413, -0.441404, 1.0]], ['2, k, 13', [-0.0191658, -0.862097, 1.0]], ['2, k, 14', [-0.0212202, -1.16495, 1.0]], ['2, k, 15', [-0.0394729, -1.20969, 1.0]], ['2, k, 16', [0.0843572, -0.445296, 1.0]], ['2, k, 17', [0.114593, -0.835027, 1.0]], ['2, k, 18', [0.100087, -1.13333, 1.0]], ['2, k, 19', [0.128311, -1.1905, 1.0]], ['2, k, 20', [0.0441812, 0.185302, 1.0]], ['2, k, 21', [-0.557832, 0.169305, 1.0]], ['2, k, 22', [-0.452049, 0.153369, 1.0]], ['2, k, 23', [-0.524711, 0.171198, 1.0]], ['2, k, 24', [-0.516613, 0.176444, 1.0]]]
[['2, k, 0', [0.026738, -0.449008, 1.0]], ['2, k, 1', [0.0374604, -0.0849228, 1.0]], ['2, k, 2', [0.0455309, 0.274029, 1.0]], ['2, k, 3', [-0.0275469, 0.396371, 1.0]], ['2, k, 4', [-0.0971736, 0.106798, 1.0]], ['2, k, 5', [-0.241546, 0.149724, 1.0]], ['2, k, 6', [-0.468462, 0.165662, 1.0]], ['2, k, 7', [-0.502718, 0.169698, 1.0]], ['2, k, 8', [0.122942, 0.0687863, 1.0]], ['2, k, 9', [-0.142217, 0.125531, 1.0]], ['2, k, 10', [-0.356999, 0.150505, 1.0]], ['2, k, 11', [-0.450211, 0.164634, 1.0]], ['2, k, 12', [-0.0377633, -0.442457, 1.0]], ['2, k, 13', [-0.0200539, -0.862332, 1.0]], ['2, k, 14', [-0.0238939, -1.16516, 1.0]], ['2, k, 15', [-0.0420014, -1.21065, 1.0]], ['2, k, 16', [0.0908589, -0.4447, 1.0]], ['2, k, 17', [0.115793, -0.836608, 1.0]], ['2, k, 18', [0.0997162, -1.13481, 1.0]], ['2, k, 19', [0.13153, -1.19093, 1.0]], ['2, k, 20', [0.0443223, 0.185203, 1.0]], ['2, k, 21', [-0.544927, 0.171034, 1.0]], ['2, k, 22', [-0.486283, 0.180034, 1.0]], ['2, k, 23', [-0.519221, 0.171352, 1.0]], ['2, k, 24', [-0.487202, 0.183771, 1.0]]]
[['2, k, 0', [0.0275711, -0.448776, 1.0]], ['2, k, 1', [0.0375627, -0.0849127, 1.0]], ['2, k, 2', [0.0455822, 0.27385, 1.0]], ['2, k, 3', [-0.0284334, 0.395588, 1.0]], ['2, k, 4', [-0.0971594, 0.106659, 1.0]], ['2, k, 5', [-0.241374, 0.14961, 1.0]], ['2, k, 6', [-0.463004, 0.164422, 1.0]], ['2, k, 7', [-0.484076, 0.167752, 1.0]], ['2, k, 8', [0.124378, 0.0690711, 1.0]], ['2, k, 9', [-0.13736, 0.124281, 1.0]], ['2, k, 10', [-0.359221, 0.152696, 1.0]], ['2, k, 11', [-0.446613, 0.16597, 1.0]], ['2, k, 12', [-0.0377604, -0.4424, 1.0]], ['2, k, 13', [-0.0202318, -0.862853, 1.0]], ['2, k, 14', [-0.0244865, -1.16565, 1.0]], ['2, k, 15', [-0.0793821, -1.20263, 1.0]], ['2, k, 16', [0.0935838, -0.444195, 1.0]], ['2, k, 17', [0.115337, -0.835247, 1.0]], ['2, k, 18', [0.0992536, -1.1335, 1.0]], ['2, k, 19', [0.131157, -1.19008, 1.0]], ['2, k, 20', [0.0443407, 0.185114, 1.0]], ['2, k, 21', [-0.534868, 0.167014, 1.0]], ['2, k, 22', [-0.483685, 0.184175, 1.0]], ['2, k, 23', [-0.519336, 0.174215, 1.0]], ['2, k, 24', [-0.466089, 0.173297, 1.0]]]
[['2, k, 0', [0.0278877, -0.448305, 1.0]], ['2, k, 1', [0.0375677, -0.0847452, 1.0]], ['2, k, 2', [0.045558, 0.273862, 1.0]], ['2, k, 3', [-0.0256768, 0.397621, 1.0]], ['2, k, 4', [-0.097196, 0.106701, 1.0]], ['2, k, 5', [-0.241307, 0.149676, 1.0]], ['2, k, 6', [-0.457088, 0.169091, 1.0]], ['2, k, 7', [-0.474098, 0.165251, 1.0]], ['2, k, 8', [0.126377, 0.0719684, 1.0]], ['2, k, 9', [-0.131868, 0.122102, 1.0]], ['2, k, 10', [-0.367038, 0.155575, 1.0]], ['2, k, 11', [-0.4548, 0.164668, 1.0]], ['2, k, 12', [-0.0382354, -0.441904, 1.0]], ['2, k, 13', [-0.0204928, -0.863081, 1.0]], ['2, k, 14', [-0.0246414, -1.16598, 1.0]], ['2, k, 15', [-0.0229632, -1.20936, 1.0]], ['2, k, 16', [0.0945245, -0.443623, 1.0]], ['2, k, 17', [0.115279, -0.835274, 1.0]], ['2, k, 18', [0.0992993, -1.13351, 1.0]], ['2, k, 19', [0.131108, -1.18999, 1.0]], ['2, k, 20', [0.0442934, 0.185153, 1.0]], ['2, k, 21', [-0.521521, 0.159819, 1.0]], ['2, k, 22', [-0.525093, 0.13078, 1.0]], ['2, k, 23', [-0.523522, 0.161171, 1.0]], ['2, k, 24', [-0.480499, 0.15272, 1.0]]]
[['2, k, 0', [0.0391375, -0.446138, 1.0]], ['2, k, 1', [0.0409501, -0.0838877, 1.0]], ['2, k, 2', [0.0458423, 0.273856, 1.0]], ['2, k, 3', [-0.0298309, 0.394575, 1.0]], ['2, k, 4', [-0.0970736, 0.106685, 1.0]], ['2, k, 5', [-0.241045, 0.149678, 1.0]], ['2, k, 6', [-0.456391, 0.169251, 1.0]], ['2, k, 7', [-0.483126, 0.161117, 1.0]], ['2, k, 8', [0.126557, 0.0751969, 1.0]], ['2, k, 9', [-0.127955, 0.121531, 1.0]], ['2, k, 10', [-0.357521, 0.157384, 1.0]], ['2, k, 11', [-0.448122, 0.163278, 1.0]], ['2, k, 12', [-0.0298069, -0.440364, 1.0]], ['2, k, 13', [-0.015181, -0.824357, 1.0]], ['2, k, 14', [-0.0249519, -1.13294, 1.0]], ['2, k, 15', [-0.0321717, -1.19509, 1.0]], ['2, k, 16', [0.10766, -0.441342, 1.0]], ['2, k, 17', [0.115088, -0.834817, 1.0]], ['2, k, 18', [0.0995331, -1.13351, 1.0]], ['2, k, 19', [0.133432, -1.19094, 1.0]], ['2, k, 20', [0.0448703, 0.185249, 1.0]], ['2, k, 21', [-0.516326, 0.157005, 1.0]], ['2, k, 22', [-0.522865, 0.129454, 1.0]], ['2, k, 23', [-0.517613, 0.155817, 1.0]], ['2, k, 24', [-0.469865, 0.145998, 1.0]]]
[['2, k, 0', [0.036999, -0.44679, 1.0]], ['2, k, 1', [0.0404117, -0.0842903, 1.0]], ['2, k, 2', [0.045754, 0.273179, 1.0]], ['2, k, 3', [-0.0298658, 0.394145, 1.0]], ['2, k, 4', [-0.0971099, 0.106564, 1.0]], ['2, k, 5', [-0.241023, 0.149583, 1.0]], ['2, k, 6', [-0.456259, 0.169181, 1.0]], ['2, k, 7', [-0.472026, 0.161742, 1.0]], ['2, k, 8', [0.127422, 0.0740946, 1.0]], ['2, k, 9', [-0.121265, 0.120867, 1.0]], ['2, k, 10', [-0.310789, 0.150757, 1.0]], ['2, k, 11', [-0.373441, 0.160714, 1.0]], ['2, k, 12', [-0.0323413, -0.441316, 1.0]], ['2, k, 13', [-0.0146991, -0.820564, 1.0]], ['2, k, 14', [-0.0245141, -1.13465, 1.0]], ['2, k, 15', [-0.0318876, -1.19511, 1.0]], ['2, k, 16', [0.10573, -0.441893, 1.0]], ['2, k, 17', [0.114764, -0.83296, 1.0]], ['2, k, 18', [0.0979458, -1.1316, 1.0]], ['2, k, 19', [0.132071, -1.18896, 1.0]], ['2, k, 20', [0.044641, 0.184654, 1.0]], ['2, k, 21', [-0.499503, 0.159276, 1.0]], ['2, k, 22', [-0.503094, 0.129115, 1.0]], ['2, k, 23', [-0.451183, 0.16332, 1.0]], ['2, k, 24', [-0.371858, 0.135057, 1.0]]]
[['2, k, 0', [0.0397293, -0.445006, 1.0]], ['2, k, 1', [0.0425205, -0.0837809, 1.0]], ['2, k, 2', [0.0463538, 0.270711, 1.0]], ['2, k, 3', [-0.0279371, 0.393013, 1.0]], ['2, k, 4', [-0.0970352, 0.106284, 1.0]], ['2, k, 5', [-0.240817, 0.149323, 1.0]], ['2, k, 6', [-0.414741, 0.151976, 1.0]], ['2, k, 7', [-0.440589, 0.160053, 1.0]], ['2, k, 8', [0.128047, 0.0744906, 1.0]], ['2, k, 9', [-0.116522, 0.121811, 1.0]], ['2, k, 10', [-0.308024, 0.151007, 1.0]], ['2, k, 11', [-0.365879, 0.162365, 1.0]], ['2, k, 12', [-0.0297827, -0.439783, 1.0]], ['2, k, 13', [-0.0205077, -0.853925, 1.0]], ['2, k, 14', [-0.0263228, -1.15721, 1.0]], ['2, k, 15', [-0.0467573, -1.20988, 1.0]], ['2, k, 16', [0.108469, -0.439982, 1.0]], ['2, k, 17', [0.116037, -0.772256, 1.0]], ['2, k, 18', [0.0981674, -1.12561, 1.0]], ['2, k, 19', [0.132709, -1.18755, 1.0]], ['2, k, 20', [0.0456994, 0.183219, 1.0]], ['2, k, 21', [-0.485225, 0.154556, 1.0]], ['2, k, 22', [-0.486328, 0.129952, 1.0]], ['2, k, 23', [-0.441185, 0.167991, 1.0]], ['2, k, 24', [-0.42966, 0.149731, 1.0]]]
[['2, k, 0', [0.0376914, -0.443954, 1.0]], ['2, k, 1', [0.0417558, -0.083933, 1.0]], ['2, k, 2', [0.048185, 0.267699, 1.0]], ['2, k, 3', [-0.0237153, 0.388068, 1.0]], ['2, k, 4', [-0.0967792, 0.105907, 1.0]], ['2, k, 5', [-0.240407, 0.148968, 1.0]], ['2, k, 6', [-0.389618, 0.151799, 1.0]], ['2, k, 7', [-0.419617, 0.160865, 1.0]], ['2, k, 8', [0.128778, 0.0743854, 1.0]], ['2, k, 9', [-0.110276, 0.120755, 1.0]], ['2, k, 10', [-0.299186, 0.15049, 1.0]], ['2, k, 11', [-0.398761, 0.16461, 1.0]], ['2, k, 12', [-0.0307215, -0.439414, 1.0]], ['2, k, 13', [-0.0221381, -0.855525, 1.0]], ['2, k, 14', [-0.0265195, -1.15891, 1.0]], ['2, k, 15', [-0.0455975, -1.20999, 1.0]], ['2, k, 16', [0.104136, -0.43754, 1.0]], ['2, k, 17', [0.114653, -0.767709, 1.0]], ['2, k, 18', [0.0974701, -1.12648, 1.0]], ['2, k, 19', [0.133268, -1.18766, 1.0]], ['2, k, 20', [0.0465865, 0.180978, 1.0]], ['2, k, 21', [-0.451165, 0.151592, 1.0]], ['2, k, 22', [-0.443912, 0.191977, 1.0]], ['2, k, 23', [-0.460222, 0.155133, 1.0]], ['2, k, 24', [-0.399492, 0.151714, 1.0]]]
[['2, k, 0', [0.0358263, -0.444558, 1.0]], ['2, k, 1', [0.0413233, -0.0843446, 1.0]], ['2, k, 2', [0.0481712, 0.26766, 1.0]], ['2, k, 3', [-0.0231986, 0.388556, 1.0]], ['2, k, 4', [-0.0968189, 0.105877, 1.0]], ['2, k, 5', [-0.240332, 0.148964, 1.0]], ['2, k, 6', [-0.455091, 0.168936, 1.0]], ['2, k, 7', [-0.443203, 0.152805, 1.0]], ['2, k, 8', [0.130282, 0.0741242, 1.0]], ['2, k, 9', [-0.101683, 0.12022, 1.0]], ['2, k, 10', [-0.303656, 0.151826, 1.0]], ['2, k, 11', [-0.387638, 0.164114, 1.0]], ['2, k, 12', [-0.0324446, -0.439404, 1.0]], ['2, k, 13', [-0.0174968, -0.812382, 1.0]], ['2, k, 14', [-0.0262031, -1.13449, 1.0]], ['2, k, 15', [-0.046307, -1.19427, 1.0]], ['2, k, 16', [0.102696, -0.439198, 1.0]], ['2, k, 17', [0.114471, -0.766333, 1.0]], ['2, k, 18', [0.0971919, -1.12615, 1.0]], ['2, k, 19', [0.133198, -1.18824, 1.0]], ['2, k, 20', [0.0465495, 0.180911, 1.0]], ['2, k, 21', [-0.439637, 0.151525, 1.0]], ['2, k, 22', [-0.460711, 0.125185, 1.0]], ['2, k, 23', [-0.449077, 0.153509, 1.0]], ['2, k, 24', [-0.376706, 0.149412, 1.0]]]
[['2, k, 0', [0.0387759, -0.443913, 1.0]], ['2, k, 1', [0.0452747, -0.0860386, 1.0]], ['2, k, 2', [0.0515295, 0.262766, 1.0]], ['2, k, 3', [-0.0178505, 0.380837, 1.0]], ['2, k, 4', [-0.0962505, 0.10514, 1.0]], ['2, k, 5', [-0.239631, 0.14824, 1.0]], ['2, k, 6', [-0.454242, 0.168322, 1.0]], ['2, k, 7', [-0.435597, 0.150704, 1.0]], ['2, k, 8', [0.131764, 0.075429, 1.0]], ['2, k, 9', [-0.0934594, 0.118716, 1.0]], ['2, k, 10', [-0.299448, 0.151423, 1.0]], ['2, k, 11', [-0.370115, 0.164523, 1.0]], ['2, k, 12', [-0.0302213, -0.439037, 1.0]], ['2, k, 13', [-0.0218608, -0.854102, 1.0]], ['2, k, 14', [-0.0276302, -1.15776, 1.0]], ['2, k, 15', [-0.061685, -1.20443, 1.0]], ['2, k, 16', [0.108009, -0.438056, 1.0]], ['2, k, 17', [0.11413, -0.764817, 1.0]], ['2, k, 18', [0.0971981, -1.12578, 1.0]], ['2, k, 19', [0.133424, -1.18853, 1.0]], ['2, k, 20', [0.0501718, 0.176705, 1.0]], ['2, k, 21', [-0.424101, 0.151461, 1.0]], ['2, k, 22', [-0.448173, 0.127387, 1.0]], ['2, k, 23', [-0.433482, 0.154285, 1.0]], ['2, k, 24', [-0.365519, 0.148479, 1.0]]]
[['2, k, 0', [0.0391214, -0.443675, 1.0]], ['2, k, 1', [0.0451552, -0.0877233, 1.0]], ['2, k, 2', [0.0494866, 0.257439, 1.0]], ['2, k, 3', [-0.0124372, 0.376004, 1.0]], ['2, k, 4', [-0.0966207, 0.104513, 1.0]], ['2, k, 5', [-0.239908, 0.147669, 1.0]], ['2, k, 6', [-0.360785, 0.149712, 1.0]], ['2, k, 7', [-0.386759, 0.157736, 1.0]], ['2, k, 8', [0.132919, 0.0767206, 1.0]], ['2, k, 9', [-0.0872325, 0.120102, 1.0]], ['2, k, 10', [-0.294792, 0.151692, 1.0]], ['2, k, 11', [-0.364444, 0.15941, 1.0]], ['2, k, 12', [-0.0300511, -0.438732, 1.0]], ['2, k, 13', [-0.0228392, -0.854253, 1.0]], ['2, k, 14', [-0.0275185, -1.1579, 1.0]], ['2, k, 15', [-0.0668026, -1.20264, 1.0]], ['2, k, 16', [0.108821, -0.437717, 1.0]], ['2, k, 17', [0.115148, -0.773772, 1.0]], ['2, k, 18', [0.0966417, -1.12754, 1.0]], ['2, k, 19', [0.1311, -1.18852, 1.0]], ['2, k, 20', [0.0486492, 0.172328, 1.0]], ['2, k, 21', [-0.406598, 0.147811, 1.0]], ['2, k, 22', [-0.42698, 0.129124, 1.0]], ['2, k, 23', [-0.417925, 0.147944, 1.0]], ['2, k, 24', [-0.342953, 0.152146, 1.0]]]
[['2, k, 0', [0.0364983, -0.443145, 1.0]], ['2, k, 1', [0.043564, -0.0886769, 1.0]], ['2, k, 2', [0.0495177, 0.25657, 1.0]], ['2, k, 3', [-0.0119574, 0.375252, 1.0]], ['2, k, 4', [-0.0966221, 0.104511, 1.0]], ['2, k, 5', [-0.239893, 0.147671, 1.0]], ['2, k, 6', [-0.454344, 0.167899, 1.0]], ['2, k, 7', [-0.526155, 0.174841, 1.0]], ['2, k, 8', [0.133541, 0.0766554, 1.0]], ['2, k, 9', [-0.0785281, 0.120102, 1.0]], ['2, k, 10', [-0.283961, 0.153792, 1.0]], ['2, k, 11', [-0.351994, 0.159284, 1.0]], ['2, k, 12', [-0.0325846, -0.438052, 1.0]], ['2, k, 13', [-0.0228816, -0.854251, 1.0]], ['2, k, 14', [-0.0259612, -1.15783, 1.0]], ['2, k, 15', [-0.0851198, -1.19851, 1.0]], ['2, k, 16', [0.10598, -0.437713, 1.0]], ['2, k, 17', [0.116113, -0.769047, 1.0]], ['2, k, 18', [0.0959748, -1.12744, 1.0]], ['2, k, 19', [0.133698, -1.18806, 1.0]], ['2, k, 20', [0.0483122, 0.171353, 1.0]], ['2, k, 21', [-0.545612, 0.164907, 1.0]], ['2, k, 22', [-0.565515, 0.146201, 1.0]], ['2, k, 23', [-0.393854, 0.156463, 1.0]], ['2, k, 24', [-0.326679, 0.140141, 1.0]]]
[['2, k, 0', [0.0361102, -0.442809, 1.0]], ['2, k, 1', [0.0431624, -0.0889889, 1.0]], ['2, k, 2', [0.0490525, 0.255656, 1.0]], ['2, k, 3', [-0.0110511, 0.375279, 1.0]], ['2, k, 4', [-0.097455, 0.103691, 1.0]], ['2, k, 5', [-0.240601, 0.146886, 1.0]], ['2, k, 6', [-0.48634, 0.200455, 1.0]], ['2, k, 7', [-0.592578, 0.206211, 1.0]], ['2, k, 8', [0.142401, 0.093709, 1.0]], ['2, k, 9', [-0.0457775, 0.11652, 1.0]], ['2, k, 10', [-0.256197, 0.153718, 1.0]], ['2, k, 11', [-0.320056, 0.16157, 1.0]], ['2, k, 12', [-0.03464, -0.437369, 1.0]], ['2, k, 13', [-0.023021, -0.854361, 1.0]], ['2, k, 14', [-0.0250591, -1.15793, 1.0]], ['2, k, 15', [-0.0856928, -1.20023, 1.0]], ['2, k, 16', [0.106185, -0.437443, 1.0]], ['2, k, 17', [0.110686, -0.82804, 1.0]], ['2, k, 18', [0.0996747, -1.12881, 1.0]], ['2, k, 19', [0.134154, -1.18788, 1.0]], ['2, k, 20', [0.0478374, 0.170605, 1.0]], ['2, k, 21', [-0.633305, 0.208093, 1.0]], ['2, k, 22', [-0.568891, 0.22522, 1.0]], ['2, k, 23', [-0.369318, 0.156113, 1.0]], ['2, k, 24', [-0.26688, 0.129964, 1.0]]]
[['2, k, 0', [0.0364859, -0.443018, 1.0]], ['2, k, 1', [0.0431747, -0.089703, 1.0]], ['2, k, 2', [0.0484999, 0.254767, 1.0]], ['2, k, 3', [-0.00992624, 0.374775, 1.0]], ['2, k, 4', [-0.0974989, 0.1037, 1.0]], ['2, k, 5', [-0.240629, 0.146898, 1.0]], ['2, k, 6', [-0.505067, 0.195401, 1.0]], ['2, k, 7', [-0.618076, 0.204928, 1.0]], ['2, k, 8', [0.139303, 0.0785031, 1.0]], ['2, k, 9', [0.0161632, 0.126709, 1.0]], ['2, k, 10', [-0.19887, 0.150298, 1.0]], ['2, k, 11', [-0.304741, 0.157964, 1.0]], ['2, k, 12', [-0.0346081, -0.437414, 1.0]], ['2, k, 13', [-0.0215125, -0.791414, 1.0]], ['2, k, 14', [-0.0264407, -1.13361, 1.0]], ['2, k, 15', [-0.0697429, -1.19668, 1.0]], ['2, k, 16', [0.107302, -0.438079, 1.0]], ['2, k, 17', [0.115662, -0.754901, 1.0]], ['2, k, 18', [0.0998489, -1.1241, 1.0]], ['2, k, 19', [0.132598, -1.1878, 1.0]], ['2, k, 20', [0.0474004, 0.169711, 1.0]], ['2, k, 21', [-0.679348, 0.204455, 1.0]], ['2, k, 22', [-0.587077, 0.231678, 1.0]], ['2, k, 23', [-0.353042, 0.153295, 1.0]], ['2, k, 24', [-0.261722, 0.135705, 1.0]]]
[['2, k, 0', [0.0359736, -0.443563, 1.0]], ['2, k, 1', [0.0422829, -0.0908789, 1.0]], ['2, k, 2', [0.0477024, 0.253721, 1.0]], ['2, k, 3', [-0.00912154, 0.374237, 1.0]], ['2, k, 4', [-0.0975635, 0.103724, 1.0]], ['2, k, 5', [-0.297075, 0.131564, 1.0]], ['2, k, 6', [-0.525564, 0.187333, 1.0]], ['2, k, 7', [-0.617789, 0.200502, 1.0]], ['2, k, 8', [0.139124, 0.0768709, 1.0]], ['2, k, 9', [0.0129801, 0.126325, 1.0]], ['2, k, 10', [-0.176426, 0.138169, 1.0]], ['2, k, 11', [-0.286658, 0.156659, 1.0]], ['2, k, 12', [-0.0355168, -0.437971, 1.0]], ['2, k, 13', [-0.0219055, -0.790992, 1.0]], ['2, k, 14', [-0.0270759, -1.13311, 1.0]], ['2, k, 15', [-0.0679554, -1.19457, 1.0]], ['2, k, 16', [0.107254, -0.43879, 1.0]], ['2, k, 17', [0.117694, -0.75982, 1.0]], ['2, k, 18', [0.100171, -1.12427, 1.0]], ['2, k, 19', [0.133642, -1.18692, 1.0]], ['2, k, 20', [0.0465255, 0.168582, 1.0]], ['2, k, 21', [-0.65801, 0.202633, 1.0]], ['2, k, 22', [-0.593282, 0.231649, 1.0]], ['2, k, 23', [-0.332851, 0.156528, 1.0]], ['2, k, 24', [-0.244763, 0.136723, 1.0]]]
[['2, k, 0', [0.0346678, -0.443509, 1.0]], ['2, k, 1', [0.0400064, -0.0920878, 1.0]], ['2, k, 2', [0.0445793, 0.251491, 1.0]], ['2, k, 3', [-0.00732104, 0.373475, 1.0]], ['2, k, 4', [-0.0988925, 0.103316, 1.0]], ['2, k, 5', [-0.298262, 0.131122, 1.0]], ['2, k, 6', [-0.49955, 0.182413, 1.0]], ['2, k, 7', [-0.613727, 0.192264, 1.0]], ['2, k, 8', [0.136021, 0.0771696, 1.0]], ['2, k, 9', [0.0482526, 0.131856, 1.0]], ['2, k, 10', [-0.129472, 0.137054, 1.0]], ['2, k, 11', [-0.249027, 0.15621, 1.0]], ['2, k, 12', [-0.0373698, -0.437736, 1.0]], ['2, k, 13', [-0.0215296, -0.792783, 1.0]], ['2, k, 14', [-0.0260382, -1.13321, 1.0]], ['2, k, 15', [-0.0516559, -1.19215, 1.0]], ['2, k, 16', [0.106587, -0.439081, 1.0]], ['2, k, 17', [0.116812, -0.761047, 1.0]], ['2, k, 18', [0.100602, -1.12805, 1.0]], ['2, k, 19', [0.13406, -1.197, 1.0]], ['2, k, 20', [0.0435747, 0.166587, 1.0]], ['2, k, 21', [-0.652635, 0.197927, 1.0]], ['2, k, 22', [-0.547928, 0.175519, 1.0]], ['2, k, 23', [-0.298933, 0.157702, 1.0]], ['2, k, 24', [-0.16931, 0.129429, 1.0]]]
[['2, k, 0', [0.0339002, -0.443588, 1.0]], ['2, k, 1', [0.0395678, -0.0927738, 1.0]], ['2, k, 2', [0.0445252, 0.25053, 1.0]], ['2, k, 3', [-0.00637838, 0.372829, 1.0]], ['2, k, 4', [-0.102028, 0.0957872, 1.0]], ['2, k, 5', [-0.296126, 0.12516, 1.0]], ['2, k, 6', [-0.48693, 0.153288, 1.0]], ['2, k, 7', [-0.606233, 0.189411, 1.0]], ['2, k, 8', [0.136945, 0.078746, 1.0]], ['2, k, 9', [0.0568231, 0.134408, 1.0]], ['2, k, 10', [-0.126699, 0.144449, 1.0]], ['2, k, 11', [-0.238275, 0.154106, 1.0]], ['2, k, 12', [-0.0379457, -0.437945, 1.0]], ['2, k, 13', [-0.0220772, -0.79323, 1.0]], ['2, k, 14', [-0.026289, -1.1331, 1.0]], ['2, k, 15', [-0.0671377, -1.19228, 1.0]], ['2, k, 16', [0.105612, -0.438794, 1.0]], ['2, k, 17', [0.115824, -0.762136, 1.0]], ['2, k, 18', [0.0956246, -1.12857, 1.0]], ['2, k, 19', [0.128133, -1.18927, 1.0]], ['2, k, 20', [0.0434159, 0.165679, 1.0]], ['2, k, 21', [-0.654741, 0.192907, 1.0]], ['2, k, 22', [-0.543076, 0.174077, 1.0]], ['2, k, 23', [-0.284745, 0.158979, 1.0]], ['2, k, 24', [-0.165929, 0.129508, 1.0]]]
[['2, k, 0', [0.0353693, -0.441401, 1.0]], ['2, k, 1', [0.0399159, -0.0926099, 1.0]], ['2, k, 2', [0.0441613, 0.24901, 1.0]], ['2, k, 3', [-0.00578068, 0.371013, 1.0]], ['2, k, 4', [-0.112471, 0.0734424, 1.0]], ['2, k, 5', [-0.308361, 0.133569, 1.0]], ['2, k, 6', [-0.488316, 0.165503, 1.0]], ['2, k, 7', [-0.599864, 0.185618, 1.0]], ['2, k, 8', [0.127176, 0.122378, 1.0]], ['2, k, 9', [0.132449, 0.151222, 1.0]], ['2, k, 10', [-0.0688945, 0.152682, 1.0]], ['2, k, 11', [-0.207077, 0.15302, 1.0]], ['2, k, 12', [-0.0367795, -0.437145, 1.0]], ['2, k, 13', [-0.0253988, -0.816192, 1.0]], ['2, k, 14', [-0.0267262, -1.13447, 1.0]], ['2, k, 15', [-0.065558, -1.1925, 1.0]], ['2, k, 16', [0.107361, -0.434213, 1.0]], ['2, k, 17', [0.113627, -0.763842, 1.0]], ['2, k, 18', [0.0956032, -1.13013, 1.0]], ['2, k, 19', [0.134628, -1.18969, 1.0]], ['2, k, 20', [0.0432682, 0.164706, 1.0]], ['2, k, 21', [-0.644087, 0.189128, 1.0]], ['2, k, 22', [-0.531546, 0.170752, 1.0]], ['2, k, 23', [-0.263775, 0.164403, 1.0]], ['2, k, 24', [-0.130809, 0.128481, 1.0]]]
