[['2, k, 0', [-0.122261, 0.08083852, 1.0]], ['2, k, 1', [-0.1214041, 0.3895297, 1.0]], ['2, k, 2', [-0.121094, 0.6881188, 1.0]], ['2, k, 3', [-0.1469707, 0.837998, 1.0]], ['2, k, 4', [-0.3023042, 0.5520644, 1.0]], ['2, k, 5', [-0.343685, 0.3015885, 1.0]], ['2, k, 6', [-0.3430984, 0.07431815, 1.0]], ['2, k, 7', [-0.3280718, 0.02378559, 1.0]], ['2, k, 8', [0.0546793, 0.5593788, 1.0]], ['2, k, 9', [0.1019065, 0.2942924, 1.0]], ['2, k, 10', [0.1109279, 0.04882148, 1.0]], ['2, k, 11', [0.1088478, -0.01683952, 1.0]], ['2, k, 12', [-0.2002306, 0.08006236, 1.0]], ['2, k, 13', [-0.2175266, -0.3062944, 1.0]], ['2, k, 14', [-0.2238052, -0.6351629, 1.0]], ['2, k, 15', [-0.2363754, -0.7015066, 1.0]], ['2, k, 16', [-0.04067975, 0.07930108, 1.0]], ['2, k, 17', [-0.02342359, -0.2997293, 1.0]], ['2, k, 18', [-0.04192443, -0.6296604, 1.0]], ['2, k, 19', [-0.01177642, -0.7019957, 1.0]], ['2, k, 20', [-0.1212494, 0.6148925, 1.0]], ['2, k, 21', [-0.3146973, -0.05737907, 1.0]], ['2, k, 22', [-0.2854141, 0.04588778, 1.0]], ['2, k, 23', [0.1101411, -0.09804162, 1.0]], ['2, k, 24', [0.1474588, -0.00318225, 1.0]]]
[['2, k, 0', [-0.1141804, 0.09672945, 1.0]], ['2, k, 1', [-0.1203433, 0.3989684, 1.0]], ['2, k, 2', [-0.125179, 0.6919873, 1.0]], ['2, k, 3', [-0.1350681, 0.8389034, 1.0]], ['2, k, 4', [-0.3026834, 0.5492768, 1.0]], ['2, k, 5', [-0.3491356, 0.3096408, 1.0]], ['2, k, 6', [-0.3468966, 0.08138315, 1.0]], ['2, k, 7', [-0.3278566, 0.02817972, 1.0]], ['2, k, 8', [0.0428873, 0.611066, 1.0]], ['2, k, 9', [0.1384767, 0.7902287, 1.0]], ['2, k, 10', [0.1301531, 0.9834221, 1.0]], ['2, k, 11', [0.1191243, 1.046935, 1.0]], ['2, k, 12', [-0.1930421, 0.0914189, 1.0]], ['2, k, 13', [-0.2183719, -0.3011019, 1.0]], ['2, k, 14', [-0.2245995, -0.6352705, 1.0]], ['2, k, 15', [-0.236141, -0.7018349, 1.0]], ['2, k, 16', [-0.03189481, 0.09918027, 1.0]], ['2, k, 17', [-0.02480431, -0.2837191, 1.0]], ['2, k, 18', [-0.03782327, -0.6282473, 1.0]], ['2, k, 19', [-0.01504913, -0.6971166, 1.0]], ['2, k, 20', [-0.1241391, 0.6201349, 1.0]], ['2, k, 21', [-0.3170546, -0.05648802, 1.0]], ['2, k, 22', [-0.2832415, 0.0267423, 1.0]], ['2, k, 23', [0.1295668, 1.084978, 1.0]], ['2, k, 24', [0.1222379, 1.042834, 1.0]]]
[['2, k, 0', [-0.1136926, 0.09843597, 1.0]], ['2, k, 1', [-0.1201335, 0.4001519, 1.0]], ['2, k, 2', [-0.1252421, 0.6925355, 1.0]], ['2, k, 3', [-0.1347007, 0.8389856, 1.0]], ['2, k, 4', [-0.3022173, 0.5490742, 1.0]], ['2, k, 5', [-0.3491287, 0.3106713, 1.0]], ['2, k, 6', [-0.3469872, 0.08237176, 1.0]], ['2, k, 7', [-0.3273414, 0.03143495, 1.0]], ['2, k, 8', [0.04307445, 0.6129565, 1.0]], ['2, k, 9', [0.1336386, 0.8093548, 1.0]], ['2, k, 10', [0.1210761, 1.000771, 1.0]], ['2, k, 11', [0.1079948, 1.065106, 1.0]], ['2, k, 12', [-0.1924869, 0.09320731, 1.0]], ['2, k, 13', [-0.2180513, -0.3006229, 1.0]], ['2, k, 14', [-0.2244243, -0.6353819, 1.0]], ['2, k, 15', [-0.2357409, -0.7021809, 1.0]], ['2, k, 16', [-0.03148837, 0.1007462, 1.0]], ['2, k, 17', [-0.02470259, -0.281741, 1.0]], ['2, k, 18', [-0.03767899, -0.6281427, 1.0]], ['2, k, 19', [-0.0149896, -0.6969945, 1.0]], ['2, k, 20', [-0.1241417, 0.6208245, 1.0]], ['2, k, 21', [-0.316632, -0.05003917, 1.0]], ['2, k, 22', [-0.282605, 0.03657303, 1.0]], ['2, k, 23', [0.1113077, 1.115545, 1.0]], ['2, k, 24', [0.06545103, 1.044695, 1.0]]]
[['2, k, 0', [-0.1134306, 0.09934011, 1.0]], ['2, k, 1', [-0.1198455, 0.400869, 1.0]], ['2, k, 2', [-0.125006, 0.6929149, 1.0]], ['2, k, 3', [-0.1343475, 0.8392465, 1.0]], ['2, k, 4', [-0.3019072, 0.5492492, 1.0]], ['2, k, 5', [-0.3491233, 0.3117534, 1.0]], ['2, k, 6', [-0.3464848, 0.08345349, 1.0]], ['2, k, 7', [-0.3269343, 0.0335014, 1.0]], ['2, k, 8', [0.04325124, 0.6148856, 1.0]], ['2, k, 9', [0.1306853, 0.8253866, 1.0]], ['2, k, 10', [0.109884, 1.024541, 1.0]], ['2, k, 11', [0.09829754, 1.08371, 1.0]], ['2, k, 12', [-0.1921971, 0.0940033, 1.0]], ['2, k, 13', [-0.2180054, -0.3005227, 1.0]], ['2, k, 14', [-0.2244158, -0.6357555, 1.0]], ['2, k, 15', [-0.2360485, -0.7022536, 1.0]], ['2, k, 16', [-0.03127024, 0.1017334, 1.0]], ['2, k, 17', [-0.02464989, -0.2815951, 1.0]], ['2, k, 18', [-0.03784886, -0.6284411, 1.0]], ['2, k, 19', [-0.01546776, -0.6972115, 1.0]], ['2, k, 20', [-0.1238898, 0.6212952, 1.0]], ['2, k, 21', [-0.3207898, -0.04984076, 1.0]], ['2, k, 22', [-0.2828151, 0.03379442, 1.0]], ['2, k, 23', [0.1004145, 1.138951, 1.0]], ['2, k, 24', [0.05096327, 1.06916, 1.0]]]
[['2, k, 0', [-0.1119538, 0.1023086, 1.0]], ['2, k, 1', [-0.1193401, 0.4025139, 1.0]], ['2, k, 2', [-0.1252498, 0.6935811, 1.0]], ['2, k, 3', [-0.1339997, 0.8393241, 1.0]], ['2, k, 4', [-0.301404, 0.5494013, 1.0]], ['2, k, 5', [-0.3488489, 0.3130929, 1.0]], ['2, k, 6', [-0.3450431, 0.08471297, 1.0]], ['2, k, 7', [-0.3269036, 0.03305987, 1.0]], ['2, k, 8', [0.04643647, 0.6360536, 1.0]], ['2, k, 9', [0.1272958, 0.8401482, 1.0]], ['2, k, 10', [0.1028361, 1.041373, 1.0]], ['2, k, 11', [0.08886219, 1.098166, 1.0]], ['2, k, 12', [-0.1900928, 0.09670253, 1.0]], ['2, k, 13', [-0.2176397, -0.2990795, 1.0]], ['2, k, 14', [-0.2243633, -0.6358109, 1.0]], ['2, k, 15', [-0.2366183, -0.7022334, 1.0]], ['2, k, 16', [-0.03036973, 0.1049884, 1.0]], ['2, k, 17', [-0.02458779, -0.2811865, 1.0]], ['2, k, 18', [-0.0378678, -0.6283061, 1.0]], ['2, k, 19', [-0.01541191, -0.6971254, 1.0]], ['2, k, 20', [-0.1239466, 0.6221833, 1.0]], ['2, k, 21', [-0.3173897, -0.05090462, 1.0]], ['2, k, 22', [-0.2822485, 0.03452484, 1.0]], ['2, k, 23', [0.09442259, 1.144538, 1.0]], ['2, k, 24', [0.04632242, 1.092322, 1.0]]]
[['2, k, 0', [-0.1108514, 0.1058061, 1.0]], ['2, k, 1', [-0.1184177, 0.4042919, 1.0]], ['2, k, 2', [-0.1245436, 0.694057, 1.0]], ['2, k, 3', [-0.1335651, 0.8395788, 1.0]], ['2, k, 4', [-0.300629, 0.5503789, 1.0]], ['2, k, 5', [-0.3488505, 0.3139618, 1.0]], ['2, k, 6', [-0.344597, 0.08554877, 1.0]], ['2, k, 7', [-0.3275932, 0.03372013, 1.0]], ['2, k, 8', [0.0485799, 0.6492121, 1.0]], ['2, k, 9', [0.1246669, 0.8465335, 1.0]], ['2, k, 10', [0.09303035, 1.055168, 1.0]], ['2, k, 11', [0.07797347, 1.120227, 1.0]], ['2, k, 12', [-0.1884737, 0.09979796, 1.0]], ['2, k, 13', [-0.217681, -0.2991233, 1.0]], ['2, k, 14', [-0.2241588, -0.636212, 1.0]], ['2, k, 15', [-0.2356441, -0.7027317, 1.0]], ['2, k, 16', [-0.0298388, 0.1088477, 1.0]], ['2, k, 17', [-0.02451555, -0.2796036, 1.0]], ['2, k, 18', [-0.03804307, -0.6283238, 1.0]], ['2, k, 19', [-0.01518451, -0.6972777, 1.0]], ['2, k, 20', [-0.1232043, 0.6229448, 1.0]], ['2, k, 21', [-0.3115523, -0.05552159, 1.0]], ['2, k, 22', [-0.2813318, 0.04562274, 1.0]], ['2, k, 23', [0.07435677, 1.167906, 1.0]], ['2, k, 24', [0.02818382, 1.112474, 1.0]]]
[['2, k, 0', [-0.1099296, 0.1092987, 1.0]], ['2, k, 1', [-0.1177581, 0.4058657, 1.0]], ['2, k, 2', [-0.1241105, 0.6941096, 1.0]], ['2, k, 3', [-0.1327761, 0.8401741, 1.0]], ['2, k, 4', [-0.299255, 0.5513793, 1.0]], ['2, k, 5', [-0.3494883, 0.3159174, 1.0]], ['2, k, 6', [-0.3442873, 0.08743174, 1.0]], ['2, k, 7', [-0.3271452, 0.03251539, 1.0]], ['2, k, 8', [0.04963918, 0.6559073, 1.0]], ['2, k, 9', [0.121147, 0.8625154, 1.0]], ['2, k, 10', [0.08416626, 1.071383, 1.0]], ['2, k, 11', [0.06881975, 1.124912, 1.0]], ['2, k, 12', [-0.1869472, 0.103276, 1.0]], ['2, k, 13', [-0.2176723, -0.2990993, 1.0]], ['2, k, 14', [-0.2242358, -0.6355745, 1.0]], ['2, k, 15', [-0.2359238, -0.7025617, 1.0]], ['2, k, 16', [-0.0295148, 0.112218, 1.0]], ['2, k, 17', [-0.0241934, -0.2789778, 1.0]], ['2, k, 18', [-0.03777578, -0.6287016, 1.0]], ['2, k, 19', [-0.0150823, -0.6972771, 1.0]], ['2, k, 20', [-0.122724, 0.6233748, 1.0]], ['2, k, 21', [-0.3173599, -0.05089979, 1.0]], ['2, k, 22', [-0.2815903, 0.02662513, 1.0]], ['2, k, 23', [0.06890757, 1.183356, 1.0]], ['2, k, 24', [0.02390791, 1.113394, 1.0]]]
[['2, k, 0', [-0.1091747, 0.1118584, 1.0]], ['2, k, 1', [-0.117366, 0.4071802, 1.0]], ['2, k, 2', [-0.1240302, 0.694387, 1.0]], ['2, k, 3', [-0.1320972, 0.8408797, 1.0]], ['2, k, 4', [-0.2979504, 0.5523764, 1.0]], ['2, k, 5', [-0.3497026, 0.3174032, 1.0]], ['2, k, 6', [-0.3439275, 0.08894916, 1.0]], ['2, k, 7', [-0.3281352, 0.03487869, 1.0]], ['2, k, 8', [0.05153488, 0.6614309, 1.0]], ['2, k, 9', [0.1179588, 0.86849, 1.0]], ['2, k, 10', [0.0690157, 1.124956, 1.0]], ['2, k, 11', [0.05757348, 1.155586, 1.0]], ['2, k, 12', [-0.185768, 0.1058155, 1.0]], ['2, k, 13', [-0.2178156, -0.2988867, 1.0]], ['2, k, 14', [-0.2242668, -0.6355979, 1.0]], ['2, k, 15', [-0.236128, -0.7025719, 1.0]], ['2, k, 16', [-0.02920108, 0.1147078, 1.0]], ['2, k, 17', [-0.02406784, -0.2783923, 1.0]], ['2, k, 18', [-0.03718798, -0.6278342, 1.0]], ['2, k, 19', [-0.01490167, -0.6968548, 1.0]], ['2, k, 20', [-0.1225668, 0.6238974, 1.0]], ['2, k, 21', [-0.320462, -0.04987355, 1.0]], ['2, k, 22', [-0.2830512, 0.03245434, 1.0]], ['2, k, 23', [0.06139448, 1.201721, 1.0]], ['2, k, 24', [0.01648681, 1.128568, 1.0]]]
[['2, k, 0', [-0.1087498, 0.1135719, 1.0]], ['2, k, 1', [-0.1168042, 0.4085087, 1.0]], ['2, k, 2', [-0.1233932, 0.6949351, 1.0]], ['2, k, 3', [-0.1312165, 0.8417195, 1.0]], ['2, k, 4', [-0.2979313, 0.5527461, 1.0]], ['2, k, 5', [-0.3501281, 0.3181356, 1.0]], ['2, k, 6', [-0.3436984, 0.08966057, 1.0]], ['2, k, 7', [-0.328981, 0.03700196, 1.0]], ['2, k, 8', [0.05165445, 0.6627297, 1.0]], ['2, k, 9', [0.1140238, 0.8771114, 1.0]], ['2, k, 10', [0.06515533, 1.129528, 1.0]], ['2, k, 11', [0.04928296, 1.164861, 1.0]], ['2, k, 12', [-0.1852127, 0.1072204, 1.0]], ['2, k, 13', [-0.2178714, -0.2986026, 1.0]], ['2, k, 14', [-0.2233863, -0.6365635, 1.0]], ['2, k, 15', [-0.2358697, -0.7027367, 1.0]], ['2, k, 16', [-0.02897041, 0.1166697, 1.0]], ['2, k, 17', [-0.02398349, -0.2782552, 1.0]], ['2, k, 18', [-0.03732973, -0.6283275, 1.0]], ['2, k, 19', [-0.01490862, -0.6967299, 1.0]], ['2, k, 20', [-0.12194, 0.6246936, 1.0]], ['2, k, 21', [-0.323081, -0.04956107, 1.0]], ['2, k, 22', [-0.282353, 0.038153, 1.0]], ['2, k, 23', [0.05292988, 1.220181, 1.0]], ['2, k, 24', [0.002342279, 1.166137, 1.0]]]
[['2, k, 0', [-0.1084145, 0.1155691, 1.0]], ['2, k, 1', [-0.1165851, 0.4101183, 1.0]], ['2, k, 2', [-0.1234008, 0.6958635, 1.0]], ['2, k, 3', [-0.1304415, 0.8425798, 1.0]], ['2, k, 4', [-0.297339, 0.5537305, 1.0]], ['2, k, 5', [-0.3503054, 0.318715, 1.0]], ['2, k, 6', [-0.3436126, 0.09022555, 1.0]], ['2, k, 7', [-0.3285972, 0.03674839, 1.0]], ['2, k, 8', [0.05247189, 0.6694609, 1.0]], ['2, k, 9', [0.1124041, 0.8809102, 1.0]], ['2, k, 10', [0.05667949, 1.137532, 1.0]], ['2, k, 11', [0.04241695, 1.175177, 1.0]], ['2, k, 12', [-0.184498, 0.1089161, 1.0]], ['2, k, 13', [-0.2180317, -0.2977606, 1.0]], ['2, k, 14', [-0.2235752, -0.6362615, 1.0]], ['2, k, 15', [-0.2360596, -0.7025203, 1.0]], ['2, k, 16', [-0.02907655, 0.1189648, 1.0]], ['2, k, 17', [-0.02408362, -0.278125, 1.0]], ['2, k, 18', [-0.03752665, -0.628243, 1.0]], ['2, k, 19', [-0.01486321, -0.6966456, 1.0]], ['2, k, 20', [-0.1218811, 0.6258076, 1.0]], ['2, k, 21', [-0.3194671, -0.04981588, 1.0]], ['2, k, 22', [-0.282231, 0.03890983, 1.0]], ['2, k, 23', [0.04821339, 1.23035, 1.0]], ['2, k, 24', [-0.00235228, 1.144723, 1.0]]]
[['2, k, 0', [-0.1076634, 0.1177581, 1.0]], ['2, k, 1', [-0.1162977, 0.4116506, 1.0]], ['2, k, 2', [-0.1236241, 0.6968926, 1.0]], ['2, k, 3', [-0.1297466, 0.8430951, 1.0]], ['2, k, 4', [-0.2966513, 0.5544527, 1.0]], ['2, k, 5', [-0.3505601, 0.3200727, 1.0]], ['2, k, 6', [-0.3435813, 0.09153235, 1.0]], ['2, k, 7', [-0.3290733, 0.03827236, 1.0]], ['2, k, 8', [0.05245316, 0.6711349, 1.0]], ['2, k, 9', [0.1112507, 0.8821229, 1.0]], ['2, k, 10', [0.05100862, 1.143379, 1.0]], ['2, k, 11', [0.03811962, 1.181217, 1.0]], ['2, k, 12', [-0.1835803, 0.1109203, 1.0]], ['2, k, 13', [-0.2179903, -0.2975938, 1.0]], ['2, k, 14', [-0.2234886, -0.636086, 1.0]], ['2, k, 15', [-0.2358806, -0.7022885, 1.0]], ['2, k, 16', [-0.02852753, 0.1212349, 1.0]], ['2, k, 17', [-0.02407226, -0.2777033, 1.0]], ['2, k, 18', [-0.03744869, -0.6281441, 1.0]], ['2, k, 19', [-0.01116864, -0.6975423, 1.0]], ['2, k, 20', [-0.1219469, 0.6269846, 1.0]], ['2, k, 21', [-0.3198206, -0.04969735, 1.0]], ['2, k, 22', [-0.2820803, 0.03557849, 1.0]], ['2, k, 23', [0.02876916, 1.241141, 1.0]], ['2, k, 24', [0.02013279, 1.189124, 1.0]]]
[['2, k, 0', [-0.107375, 0.1188345, 1.0]], ['2, k, 1', [-0.1158114, 0.4119028, 1.0]], ['2, k, 2', [-0.1225459, 0.6956133, 1.0]], ['2, k, 3', [-0.1291989, 0.8437831, 1.0]], ['2, k, 4', [-0.2969717, 0.5547485, 1.0]], ['2, k, 5', [-0.3510007, 0.3205873, 1.0]], ['2, k, 6', [-0.343798, 0.09202676, 1.0]], ['2, k, 7', [-0.3288708, 0.03744724, 1.0]], ['2, k, 8', [0.05245052, 0.6711259, 1.0]], ['2, k, 9', [0.1086366, 0.8884062, 1.0]], ['2, k, 10', [0.05078167, 1.124855, 1.0]], ['2, k, 11', [0.03553083, 1.176909, 1.0]], ['2, k, 12', [-0.1834075, 0.112018, 1.0]], ['2, k, 13', [-0.2180735, -0.2974698, 1.0]], ['2, k, 14', [-0.2234801, -0.6360512, 1.0]], ['2, k, 15', [-0.2361458, -0.701762, 1.0]], ['2, k, 16', [-0.02813799, 0.1222311, 1.0]], ['2, k, 17', [-0.0240894, -0.2774608, 1.0]], ['2, k, 18', [-0.03789758, -0.629191, 1.0]], ['2, k, 19', [-0.01125821, -0.697907, 1.0]], ['2, k, 20', [-0.1210472, 0.6262497, 1.0]], ['2, k, 21', [-0.3203184, -0.04882244, 1.0]], ['2, k, 22', [-0.2821913, 0.04258711, 1.0]], ['2, k, 23', [0.02206318, 1.260551, 1.0]], ['2, k, 24', [-0.01350338, 1.154301, 1.0]]]
[['2, k, 0', [-0.1065004, 0.1202136, 1.0]], ['2, k, 1', [-0.1152964, 0.4121191, 1.0]], ['2, k, 2', [-0.1221209, 0.6948186, 1.0]], ['2, k, 3', [-0.1289675, 0.8438348, 1.0]], ['2, k, 4', [-0.2971666, 0.5548437, 1.0]], ['2, k, 5', [-0.3514686, 0.3215753, 1.0]], ['2, k, 6', [-0.343686, 0.09303238, 1.0]], ['2, k, 7', [-0.3279329, 0.03995436, 1.0]], ['2, k, 8', [0.0523485, 0.6710832, 1.0]], ['2, k, 9', [0.1070446, 0.891982, 1.0]], ['2, k, 10', [0.04924472, 1.120814, 1.0]], ['2, k, 11', [0.0320836, 1.177696, 1.0]], ['2, k, 12', [-0.1826559, 0.113199, 1.0]], ['2, k, 13', [-0.2181566, -0.2973585, 1.0]], ['2, k, 14', [-0.2235092, -0.63605, 1.0]], ['2, k, 15', [-0.2357379, -0.7021154, 1.0]], ['2, k, 16', [-0.02714714, 0.123774, 1.0]], ['2, k, 17', [-0.02409798, -0.2773316, 1.0]], ['2, k, 18', [-0.03771899, -0.6290356, 1.0]], ['2, k, 19', [-0.01503021, -0.6976476, 1.0]], ['2, k, 20', [-0.1206009, 0.6257603, 1.0]], ['2, k, 21', [-0.3242819, -0.04409543, 1.0]], ['2, k, 22', [-0.2827965, 0.03129445, 1.0]], ['2, k, 23', [0.03036318, 1.246469, 1.0]], ['2, k, 24', [-0.02011205, 1.167682, 1.0]]]
[['2, k, 0', [-0.1053108, 0.1223442, 1.0]], ['2, k, 1', [-0.1151877, 0.4131823, 1.0]], ['2, k, 2', [-0.1231866, 0.6952423, 1.0]], ['2, k, 3', [-0.128858, 0.8438577, 1.0]], ['2, k, 4', [-0.2970733, 0.5553033, 1.0]], ['2, k, 5', [-0.351546, 0.3217185, 1.0]], ['2, k, 6', [-0.3436925, 0.09318896, 1.0]], ['2, k, 7', [-0.3289344, 0.04011536, 1.0]], ['2, k, 8', [0.05198115, 0.6722737, 1.0]], ['2, k, 9', [0.1063079, 0.8924702, 1.0]], ['2, k, 10', [0.0499985, 1.109885, 1.0]], ['2, k, 11', [0.03104776, 1.177641, 1.0]], ['2, k, 12', [-0.1814345, 0.114858, 1.0]], ['2, k, 13', [-0.2182545, -0.2971608, 1.0]], ['2, k, 14', [-0.2241053, -0.6356786, 1.0]], ['2, k, 15', [-0.2358074, -0.7021534, 1.0]], ['2, k, 16', [-0.02603622, 0.1263551, 1.0]], ['2, k, 17', [-0.02407025, -0.2769624, 1.0]], ['2, k, 18', [-0.038057, -0.6286902, 1.0]], ['2, k, 19', [-0.01434498, -0.6974558, 1.0]], ['2, k, 20', [-0.1212934, 0.6263233, 1.0]], ['2, k, 21', [-0.3187049, -0.04439719, 1.0]], ['2, k, 22', [-0.2823938, 0.05427885, 1.0]], ['2, k, 23', [0.01978675, 1.262039, 1.0]], ['2, k, 24', [-0.01644368, 1.164345, 1.0]]]
[['2, k, 0', [-0.1050359, 0.1232511, 1.0]], ['2, k, 1', [-0.1149378, 0.4133773, 1.0]], ['2, k, 2', [-0.1229161, 0.6947831, 1.0]], ['2, k, 3', [-0.1283624, 0.8440378, 1.0]], ['2, k, 4', [-0.297227, 0.5554301, 1.0]], ['2, k, 5', [-0.3520542, 0.3218127, 1.0]], ['2, k, 6', [-0.3437551, 0.09327356, 1.0]], ['2, k, 7', [-0.3297373, 0.03990538, 1.0]], ['2, k, 8', [0.05193138, 0.6721562, 1.0]], ['2, k, 9', [0.1064283, 0.8948961, 1.0]], ['2, k, 10', [0.04713808, 1.116318, 1.0]], ['2, k, 11', [0.02992407, 1.177351, 1.0]], ['2, k, 12', [-0.1810845, 0.1159136, 1.0]], ['2, k, 13', [-0.2183527, -0.2970679, 1.0]], ['2, k, 14', [-0.224101, -0.635668, 1.0]], ['2, k, 15', [-0.2357104, -0.7027291, 1.0]], ['2, k, 16', [-0.02583899, 0.1270682, 1.0]], ['2, k, 17', [-0.02398559, -0.276216, 1.0]], ['2, k, 18', [-0.03849417, -0.629128, 1.0]], ['2, k, 19', [-0.01471636, -0.6976708, 1.0]], ['2, k, 20', [-0.1210434, 0.6260542, 1.0]], ['2, k, 21', [-0.3212998, -0.0439686, 1.0]], ['2, k, 22', [-0.2821475, 0.05292698, 1.0]], ['2, k, 23', [0.0222919, 1.252337, 1.0]], ['2, k, 24', [-0.02020506, 1.148691, 1.0]]]
[['2, k, 0', [-0.1047982, 0.1242949, 1.0]], ['2, k, 1', [-0.1152082, 0.4143707, 1.0]], ['2, k, 2', [-0.1241348, 0.6954395, 1.0]], ['2, k, 3', [-0.1282656, 0.844575, 1.0]], ['2, k, 4', [-0.2975674, 0.5558754, 1.0]], ['2, k, 5', [-0.3524785, 0.3222385, 1.0]], ['2, k, 6', [-0.3444665, 0.09375241, 1.0]], ['2, k, 7', [-0.3294278, 0.04198563, 1.0]], ['2, k, 8', [0.0517042, 0.6726105, 1.0]], ['2, k, 9', [0.1129198, 0.8849915, 1.0]], ['2, k, 10', [0.04601713, 1.119163, 1.0]], ['2, k, 11', [0.02736544, 1.184532, 1.0]], ['2, k, 12', [-0.1807855, 0.116813, 1.0]], ['2, k, 13', [-0.2183675, -0.297084, 1.0]], ['2, k, 14', [-0.2240827, -0.6354094, 1.0]], ['2, k, 15', [-0.2356135, -0.7025267, 1.0]], ['2, k, 16', [-0.025676, 0.1282076, 1.0]], ['2, k, 17', [-0.02400316, -0.2761633, 1.0]], ['2, k, 18', [-0.03837378, -0.6291894, 1.0]], ['2, k, 19', [-0.01459436, -0.6978745, 1.0]], ['2, k, 20', [-0.121996, 0.6267822, 1.0]], ['2, k, 21', [-0.3211091, -0.04348359, 1.0]], ['2, k, 22', [-0.28494, 0.01540482, 1.0]], ['2, k, 23', [0.01487535, 1.267715, 1.0]], ['2, k, 24', [-0.02815998, 1.164997, 1.0]]]
[['2, k, 0', [-0.1047144, 0.1247125, 1.0]], ['2, k, 1', [-0.1154181, 0.4150293, 1.0]], ['2, k, 2', [-0.1249421, 0.6961394, 1.0]], ['2, k, 3', [-0.1279713, 0.8443089, 1.0]], ['2, k, 4', [-0.2975642, 0.5562297, 1.0]], ['2, k, 5', [-0.3528724, 0.3226044, 1.0]], ['2, k, 6', [-0.344476, 0.09408037, 1.0]], ['2, k, 7', [-0.3303344, 0.04152364, 1.0]], ['2, k, 8', [0.05130842, 0.6730523, 1.0]], ['2, k, 9', [0.1154184, 0.8846786, 1.0]], ['2, k, 10', [0.04495696, 1.119806, 1.0]], ['2, k, 11', [0.02737457, 1.179554, 1.0]], ['2, k, 12', [-0.1807274, 0.1171532, 1.0]], ['2, k, 13', [-0.2183686, -0.2967518, 1.0]], ['2, k, 14', [-0.2239949, -0.6353323, 1.0]], ['2, k, 15', [-0.2354516, -0.7028304, 1.0]], ['2, k, 16', [-0.02556705, 0.128683, 1.0]], ['2, k, 17', [-0.02415144, -0.2760144, 1.0]], ['2, k, 18', [-0.03832726, -0.6291115, 1.0]], ['2, k, 19', [-0.01432741, -0.6971843, 1.0]], ['2, k, 20', [-0.1226447, 0.6274602, 1.0]], ['2, k, 21', [-0.3213712, -0.04351921, 1.0]], ['2, k, 22', [-0.2822857, 0.04057608, 1.0]], ['2, k, 23', [0.02183857, 1.246925, 1.0]], ['2, k, 24', [-0.02138277, 1.157209, 1.0]]]
[['2, k, 0', [-0.1046909, 0.1248414, 1.0]], ['2, k, 1', [-0.1152591, 0.4149699, 1.0]], ['2, k, 2', [-0.1244617, 0.6954823, 1.0]], ['2, k, 3', [-0.1277155, 0.8442466, 1.0]], ['2, k, 4', [-0.2980126, 0.5559839, 1.0]], ['2, k, 5', [-0.3530755, 0.3225721, 1.0]], ['2, k, 6', [-0.3459109, 0.09399184, 1.0]], ['2, k, 7', [-0.3314213, 0.04059242, 1.0]], ['2, k, 8', [0.0512456, 0.6729103, 1.0]], ['2, k, 9', [0.1163499, 0.8842934, 1.0]], ['2, k, 10', [0.04426026, 1.120327, 1.0]], ['2, k, 11', [0.02747942, 1.18227, 1.0]], ['2, k, 12', [-0.180742, 0.117299, 1.0]], ['2, k, 13', [-0.2184224, -0.2967594, 1.0]], ['2, k, 14', [-0.2241316, -0.6352902, 1.0]], ['2, k, 15', [-0.2361085, -0.702459, 1.0]], ['2, k, 16', [-0.02551267, 0.1287917, 1.0]], ['2, k, 17', [-0.02421205, -0.2758771, 1.0]], ['2, k, 18', [-0.03850047, -0.6294564, 1.0]], ['2, k, 19', [-0.01512977, -0.6976163, 1.0]], ['2, k, 20', [-0.1222672, 0.6269824, 1.0]], ['2, k, 21', [-0.3244501, -0.04376697, 1.0]], ['2, k, 22', [-0.2830838, 0.04463863, 1.0]], ['2, k, 23', [0.01754377, 1.251802, 1.0]], ['2, k, 24', [-0.01878598, 1.144899, 1.0]]]
