[['2, k, 0', [-8.44673, 79.554, 1.0]], ['2, k, 1', [-7.1749782756593365, 111.89241614841214, 1.0]], ['2, k, 2', [-6.185028555055809, 136.16271051687224, 1.0]], ['2, k, 3', [-5.891178744832163, 143.01329227284893, 1.0]], ['2, k, 4', [9.267215911762392, 129.95619391194637, 1.0]], ['2, k, 5', [16.289345735505446, 102.07812219104505, 1.0]], ['2, k, 6', [19.2521449309395, 80.71615737449363, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.445472100476206, 130.0081197190188, 1.0]], ['2, k, 9', [-27.209116830201992, 101.92402958670112, 1.0]], ['2, k, 10', [-30.520039740588587, 78.77621190189602, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.9027484323995276, 79.2799367111333, 1.0]], ['2, k, 13', [0.9643095984881436, 47.30364597394271, 1.0]], ['2, k, 14', [-0.2055453518853383, 11.85961886592711, 1.0]], ['2, k, 15', [-0.21484082216422112, 3.5654236634826795, 1.0]], ['2, k, 16', [-15.687692420122627, 79.8326561968523, 1.0]], ['2, k, 17', [-17.385315793699682, 48.21152904780216, 1.0]], ['2, k, 18', [-18.408077865404568, 13.082606672552465, 1.0]], ['2, k, 19', [-19.145775826663208, 3.40377015209625, 1.0]], ['2, k, 20', [-6.185028555055809, 136.16271051687224, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.396082, 80.21023, 1.0]], ['2, k, 1', [-7.194732894640139, 112.24879946352996, 1.0]], ['2, k, 2', [-6.296732744373506, 136.3148571499211, 1.0]], ['2, k, 3', [-6.040426835759865, 143.1115563890433, 1.0]], ['2, k, 4', [8.798389143937722, 130.79818731008947, 1.0]], ['2, k, 5', [15.55110783152766, 102.87227371252541, 1.0]], ['2, k, 6', [18.49510001554425, 81.59428833229737, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.3353516490189, 130.83853906709786, 1.0]], ['2, k, 9', [-33.59641606795368, 106.15528230196479, 1.0]], ['2, k, 10', [-46.00249627368595, 85.39147068402363, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.7488650087550752, 79.79099715209429, 1.0]], ['2, k, 13', [0.22992058154826678, 47.19926229494372, 1.0]], ['2, k, 14', [-0.8033413131597047, 11.409342131853776, 1.0]], ['2, k, 15', [0.9581175445092063, 4.26830083298945, 1.0]], ['2, k, 16', [-15.805587894903635, 80.62447776959995, 1.0]], ['2, k, 17', [-18.40811836761198, 49.48437504838881, 1.0]], ['2, k, 18', [-19.10673888480054, 12.803140547450823, 1.0]], ['2, k, 19', [-19.803134390748053, 4.26837129059864, 1.0]], ['2, k, 20', [-6.296732744373506, 136.3148571499211, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.370438, 80.167606, 1.0]], ['2, k, 1', [-7.215397718545894, 112.22276829679662, 1.0]], ['2, k, 2', [-6.349185347875384, 136.2951197655672, 1.0]], ['2, k, 3', [-6.102276457988156, 143.09231651080964, 1.0]], ['2, k, 4', [8.627296779434007, 130.78440494192978, 1.0]], ['2, k, 5', [15.537053227142465, 102.9176849838623, 1.0]], ['2, k, 6', [18.568528259538216, 81.63845647144817, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.381210060138205, 130.80972581527712, 1.0]], ['2, k, 9', [-34.139211970520975, 106.768507804728, 1.0]], ['2, k, 10', [-47.59197432924187, 86.24375836520485, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.7167624652716489, 79.76148161549152, 1.0]], ['2, k, 13', [0.2938460589626186, 47.14510474181531, 1.0]], ['2, k, 14', [-0.7735839360302794, 11.408600006120153, 1.0]], ['2, k, 15', [0.8785664593884484, 4.669811341786197, 1.0]], ['2, k, 16', [-15.791934013522072, 80.56308683705589, 1.0]], ['2, k, 17', [-18.350175034379525, 49.58642670275108, 1.0]], ['2, k, 18', [-19.049821302769725, 12.689206976243284, 1.0]], ['2, k, 19', [-19.73014735716034, 4.24686360811393, 1.0]], ['2, k, 20', [-6.349185347875384, 136.2951197655672, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.335274000000002, 80.118458, 1.0]], ['2, k, 1', [-7.225053058140286, 112.19865887986444, 1.0]], ['2, k, 2', [-6.389058303708291, 136.27892255754816, 1.0]], ['2, k, 3', [-6.151186030495097, 143.076717391872, 1.0]], ['2, k, 4', [8.476457902099087, 130.77873821163985, 1.0]], ['2, k, 5', [15.556460778753134, 102.96026229381896, 1.0]], ['2, k, 6', [18.685554001884174, 81.7044929593533, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.41538829060488, 130.78707301732393, 1.0]], ['2, k, 9', [-34.736793400920924, 107.38663025666035, 1.0]], ['2, k, 10', [-49.57020148127105, 87.0311849838755, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.6741832848226199, 79.72680894886786, 1.0]], ['2, k, 13', [0.3659974883337551, 47.12767769770429, 1.0]], ['2, k, 14', [-0.738875257179963, 11.442303155164936, 1.0]], ['2, k, 15', [0.9039454596034682, 4.767692806041883, 1.0]], ['2, k, 16', [-15.771233042742736, 80.49285454334922, 1.0]], ['2, k, 17', [-18.285999437056002, 49.701155509758905, 1.0]], ['2, k, 18', [-18.987415809181744, 12.601234922684633, 1.0]], ['2, k, 19', [-19.658389359600136, 4.19881731147046, 1.0]], ['2, k, 20', [-6.389058303708291, 136.27892255754816, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.292387999999999, 80.07498799999999, 1.0]], ['2, k, 1', [-7.223684055586197, 112.1809003521836, 1.0]], ['2, k, 2', [-6.4182159820757585, 136.26973386593986, 1.0]], ['2, k, 3', [-6.18997366041935, 143.06816974127904, 1.0]], ['2, k, 4', [8.36572524169643, 130.7701004269626, 1.0]], ['2, k, 5', [15.636495470867592, 103.01049221382151, 1.0]], ['2, k, 6', [18.875040619065686, 81.8253945727816, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.457827842451152, 130.7759010223689, 1.0]], ['2, k, 9', [-35.54403150145944, 107.81821358133485, 1.0]], ['2, k, 10', [-51.856615415753666, 87.76945800565234, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.6282005004847511, 79.69537657149905, 1.0]], ['2, k, 13', [0.4423915055199279, 47.14441270462873, 1.0]], ['2, k, 14', [-0.7032346568185546, 11.519411664222979, 1.0]], ['2, k, 15', [0.9854110034290198, 4.772926199066863, 1.0]], ['2, k, 16', [-15.741286195295928, 80.4302541638312, 1.0]], ['2, k, 17', [-18.21292917914643, 49.809040335514936, 1.0]], ['2, k, 18', [-18.92248722934353, 12.507298138372747, 1.0]], ['2, k, 19', [-19.598707529232247, 4.181989614794231, 1.0]], ['2, k, 20', [-6.4182159820757585, 136.26973386593986, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.24426, 80.02717, 1.0]], ['2, k, 1', [-7.221521734524699, 112.15626509134938, 1.0]], ['2, k, 2', [-6.451307891163876, 136.25401508548188, 1.0]], ['2, k, 3', [-6.234406730643864, 143.05311763320833, 1.0]], ['2, k, 4', [8.268662649604728, 130.75677654442447, 1.0]], ['2, k, 5', [15.717517503662663, 103.09282581129268, 1.0]], ['2, k, 6', [19.059784514806406, 81.99048599234739, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.509120171019866, 130.7674795791265, 1.0]], ['2, k, 9', [-36.36945198888187, 108.41698796954432, 1.0]], ['2, k, 10', [-53.27281071393393, 89.92635603298305, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.5714450571206395, 79.6589291011715, 1.0]], ['2, k, 13', [0.5183654215730882, 47.17735239956968, 1.0]], ['2, k, 14', [-0.668216192091269, 11.582801540530525, 1.0]], ['2, k, 15', [1.0045601153014498, 4.673769356037525, 1.0]], ['2, k, 16', [-15.708563339446206, 80.36444884770563, 1.0]], ['2, k, 17', [-18.14414190271802, 49.9016280510736, 1.0]], ['2, k, 18', [-18.869782029815802, 12.462366552102985, 1.0]], ['2, k, 19', [-19.539360883034178, 4.198412139328733, 1.0]], ['2, k, 20', [-6.451307891163876, 136.25401508548188, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.204068, 79.989692, 1.0]], ['2, k, 1', [-7.233270408922704, 112.1365898070899, 1.0]], ['2, k, 2', [-6.504677765072736, 136.24143276808667, 1.0]], ['2, k, 3', [-6.30130717095903, 143.04126619353192, 1.0]], ['2, k, 4', [8.155987047506088, 130.74419656395224, 1.0]], ['2, k, 5', [15.787001155350374, 103.18483881496618, 1.0]], ['2, k, 6', [19.23300071193653, 82.12994727897059, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.57659046481514, 130.770490496686, 1.0]], ['2, k, 9', [-37.21587362531976, 109.14483186187815, 1.0]], ['2, k, 10', [-54.719905700862256, 92.15381529733949, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.520513129557032, 79.6361820926315, 1.0]], ['2, k, 13', [0.5759909779508883, 47.24407883720039, 1.0]], ['2, k, 14', [-0.6505621225771017, 11.647885950037136, 1.0]], ['2, k, 15', [1.0042523146001279, 4.474122031950282, 1.0]], ['2, k, 16', [-15.67826135399081, 80.30866178069122, 1.0]], ['2, k, 17', [-18.091313028679718, 49.95460500039283, 1.0]], ['2, k, 18', [-18.832384943874136, 12.542232153076128, 1.0]], ['2, k, 19', [-19.52893412499173, 3.9909402564668977, 1.0]], ['2, k, 20', [-6.504677765072736, 136.24143276808667, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.147863999999998, 79.961904, 1.0]], ['2, k, 1', [-7.23643949697746, 112.12699054110351, 1.0]], ['2, k, 2', [-6.556888418641097, 136.23831715093823, 1.0]], ['2, k, 3', [-6.369782541432362, 143.03887082586772, 1.0]], ['2, k, 4', [8.075649928022132, 130.7296186826669, 1.0]], ['2, k, 5', [15.879455922848443, 103.27568378842595, 1.0]], ['2, k, 6', [19.440750670636568, 82.24758084309825, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.653004365087178, 130.78871576225404, 1.0]], ['2, k, 9', [-38.08450489598534, 110.04129553947541, 1.0]], ['2, k, 10', [-56.15983480330363, 94.64770434165405, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.45347207075568985, 79.6217756952455, 1.0]], ['2, k, 13', [0.6468186348833436, 47.250057070491195, 1.0]], ['2, k, 14', [-0.6152411856887405, 11.688612065382088, 1.0]], ['2, k, 15', [0.9268592379206548, 4.3727499386208315, 1.0]], ['2, k, 16', [-15.626303856414914, 80.26186784630617, 1.0]], ['2, k, 17', [-18.027192290549017, 49.94649575009922, 1.0]], ['2, k, 18', [-18.785209480781745, 12.534559769801938, 1.0]], ['2, k, 19', [-19.537800760035744, 3.8721768708565136, 1.0]], ['2, k, 20', [-6.556888418641097, 136.23831715093823, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.086117999999997, 79.93980400000001, 1.0]], ['2, k, 1', [-7.241492257021195, 112.11578677413138, 1.0]], ['2, k, 2', [-6.616142319578828, 136.2333265643448, 1.0]], ['2, k, 3', [-6.446792931750864, 143.03452813779583, 1.0]], ['2, k, 4', [7.973662517467856, 130.7237013591731, 1.0]], ['2, k, 5', [15.941390034442403, 103.39747571394416, 1.0]], ['2, k, 6', [19.627854576699757, 82.35849229451611, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.737019214623313, 130.81580982734522, 1.0]], ['2, k, 9', [-38.862787725123425, 111.10157306699871, 1.0]], ['2, k, 10', [-57.25186854371079, 97.38995794545194, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.3820415766742862, 79.61627521110174, 1.0]], ['2, k, 13', [0.7174215482381705, 47.22237409597605, 1.0]], ['2, k, 14', [-0.5838121227122184, 11.674574415959519, 1.0]], ['2, k, 15', [0.7895659243834898, 4.500766010193441, 1.0]], ['2, k, 16', [-15.565335940440878, 80.21943031527869, 1.0]], ['2, k, 17', [-17.959094351701324, 49.93325971919828, 1.0]], ['2, k, 18', [-18.743918957963185, 12.529418472141423, 1.0]], ['2, k, 19', [-19.558783601378455, 3.705288561642332, 1.0]], ['2, k, 20', [-6.616142319578828, 136.2333265643448, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.026886, 79.930766, 1.0]], ['2, k, 1', [-7.252527637165238, 112.1079264888732, 1.0]], ['2, k, 2', [-6.682889763802173, 136.2277888619978, 1.0]], ['2, k, 3', [-6.531932957141034, 143.02959874411067, 1.0]], ['2, k, 4', [7.861012152686758, 130.71865016990486, 1.0]], ['2, k, 5', [15.990350521310596, 103.52993291018299, 1.0]], ['2, k, 6', [19.820190977545273, 82.41160736602022, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.83750596790502, 130.8452668569822, 1.0]], ['2, k, 9', [-39.5518265438629, 112.2869333774814, 1.0]], ['2, k, 10', [-57.84707276045786, 100.43498291778909, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.3069329744695759, 79.62843292076973, 1.0]], ['2, k, 13', [0.7874373743629648, 47.17362184130779, 1.0]], ['2, k, 14', [-0.5554748407054919, 11.622788348003404, 1.0]], ['2, k, 15', [0.7467900102065279, 4.4816229573072235, 1.0]], ['2, k, 16', [-15.5020313726746, 80.19057675133082, 1.0]], ['2, k, 17', [-17.886782523593652, 49.971496712156124, 1.0]], ['2, k, 18', [-18.70589352882473, 12.529144150410076, 1.0]], ['2, k, 19', [-19.57508137847346, 3.655088054271907, 1.0]], ['2, k, 20', [-6.682889763802173, 136.2277888619978, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.967954000000001, 79.93784600000001, 1.0]], ['2, k, 1', [-7.268099438498111, 112.11301597233742, 1.0]], ['2, k, 2', [-6.757845848473998, 136.23347606705494, 1.0]], ['2, k, 3', [-6.626369632343853, 143.03583321601562, 1.0]], ['2, k, 4', [7.750278338827489, 130.72593792350312, 1.0]], ['2, k, 5', [16.058580458183588, 103.62754760416625, 1.0]], ['2, k, 6', [20.02925819437979, 82.47400907903202, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.953498484234416, 130.8860661195255, 1.0]], ['2, k, 9', [-40.28288098896897, 113.43860749944199, 1.0]], ['2, k, 10', [-60.1469682925973, 102.3806511902578, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.24032171623835463, 79.6575575883141, 1.0]], ['2, k, 13', [0.8549875369299713, 46.93004161414493, 1.0]], ['2, k, 14', [-0.5218912745782274, 11.56791079137168, 1.0]], ['2, k, 15', [0.715288793160022, 4.467607973629784, 1.0]], ['2, k, 16', [-15.431194345290388, 80.17969539500386, 1.0]], ['2, k, 17', [-17.81859336779513, 49.99551862353601, 1.0]], ['2, k, 18', [-18.6746752588203, 12.512147618872227, 1.0]], ['2, k, 19', [-19.585325410151817, 3.9175041572983726, 1.0]], ['2, k, 20', [-6.757845848473998, 136.23347606705494, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.893758, 79.95492200000001, 1.0]], ['2, k, 1', [-7.274557596991183, 112.12547739408328, 1.0]], ['2, k, 2', [-6.826524385959127, 136.2448171333367, 1.0]], ['2, k, 3', [-6.714975031254112, 143.04692444224477, 1.0]], ['2, k, 4', [7.629075652710509, 130.74762646678488, 1.0]], ['2, k, 5', [16.133041384801373, 103.71418126576945, 1.0]], ['2, k, 6', [20.234604629945345, 82.5421533956827, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.064907377111084, 130.94331303121666, 1.0]], ['2, k, 9', [-41.22660402399387, 114.38380764265108, 1.0]], ['2, k, 10', [-61.931902209407234, 104.6547165609566, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.1632479710621535, 79.69570337564807, 1.0]], ['2, k, 13', [0.9292986851362608, 46.693680297259704, 1.0]], ['2, k, 14', [-0.48005181188071067, 11.481066939980806, 1.0]], ['2, k, 15', [0.6887578580585421, 4.466670106637165, 1.0]], ['2, k, 16', [-15.349513710048523, 80.17991163515532, 1.0]], ['2, k, 17', [-17.740826407571994, 50.038430634167696, 1.0]], ['2, k, 18', [-18.637580435706866, 12.464937343884763, 1.0]], ['2, k, 19', [-19.58698614878248, 4.192137170288099, 1.0]], ['2, k, 20', [-6.826524385959127, 136.2448171333367, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.832607999999999, 79.995892, 1.0]], ['2, k, 1', [-7.299087216292007, 112.14325153180226, 1.0]], ['2, k, 2', [-6.914794775060037, 136.25311847236955, 1.0]], ['2, k, 3', [-6.823723702905279, 143.05222833087865, 1.0]], ['2, k, 4', [7.4926920259335414, 130.76434053266036, 1.0]], ['2, k, 5', [16.2037932882492, 103.7826947569193, 1.0]], ['2, k, 6', [20.434166448731947, 82.61740608292303, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.202207920010217, 130.99901568831783, 1.0]], ['2, k, 9', [-41.92578178190547, 115.60642225050138, 1.0]], ['2, k, 10', [-63.77143520849518, 107.08197246241974, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.09976817457162568, 79.7666159797621, 1.0]], ['2, k, 13', [0.988301980588645, 46.56639240664989, 1.0]], ['2, k, 14', [-0.45123911165998054, 11.506489159031325, 1.0]], ['2, k, 15', [0.6961437182854471, 4.214151321406447, 1.0]], ['2, k, 16', [-15.283365575112587, 80.20064001367544, 1.0]], ['2, k, 17', [-17.6855474888444, 50.05711995761095, 1.0]], ['2, k, 18', [-18.62929859548492, 12.379342933361727, 1.0]], ['2, k, 19', [-19.59721841730225, 4.569935338102778, 1.0]], ['2, k, 20', [-6.914794775060037, 136.25311847236955, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.771559999999999, 80.05371, 1.0]], ['2, k, 1', [-7.324937122750371, 112.17302818755564, 1.0]], ['2, k, 2', [-7.004421576177775, 136.27082616616937, 1.0]], ['2, k, 3', [-6.933828340265519, 143.06630961989754, 1.0]], ['2, k, 4', [7.3837483518736065, 130.7795525506193, 1.0]], ['2, k, 5', [16.28987110104008, 103.86408838373869, 1.0]], ['2, k, 6', [20.64681011842209, 82.71006705576201, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.347997863639343, 131.06719040022313, 1.0]], ['2, k, 9', [-42.552405577533335, 116.85963901455243, 1.0]], ['2, k, 10', [-65.61387837736984, 109.56964148967283, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-0.03633918316392393, 79.85273605803303, 1.0]], ['2, k, 13', [1.0548574660007901, 46.466278082823294, 1.0]], ['2, k, 14', [-0.41667185931112516, 11.541619954301652, 1.0]], ['2, k, 15', [0.6900359326282299, 4.003666961620676, 1.0]], ['2, k, 16', [-15.219040118240937, 80.2417498796831, 1.0]], ['2, k, 17', [-17.637862737630066, 50.0681940320161, 1.0]], ['2, k, 18', [-18.628259891705703, 12.267816326444212, 1.0]], ['2, k, 19', [-19.586010588580628, 4.700071097629477, 1.0]], ['2, k, 20', [-7.004421576177775, 136.27082616616937, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.695856000000001, 80.117318, 1.0]], ['2, k, 1', [-7.339907421893616, 112.20578990835386, 1.0]], ['2, k, 2', [-7.084622875739243, 136.2884548203824, 1.0]], ['2, k, 3', [-7.0343979721229415, 143.07858529503804, 1.0]], ['2, k, 4', [7.273082112566675, 130.79961868187576, 1.0]], ['2, k, 5', [16.387968987689952, 103.90666386370023, 1.0]], ['2, k, 6', [20.870138146697542, 82.77674690815792, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.469605930873776, 131.1487413926315, 1.0]], ['2, k, 9', [-43.09092877197561, 118.155801329613, 1.0]], ['2, k, 10', [-67.06246860143764, 112.15298295908366, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.03637136433344068, 79.94320772419152, 1.0]], ['2, k, 13', [1.1264727164305421, 46.419302810694816, 1.0]], ['2, k, 14', [-0.3783031962808898, 11.657131439527483, 1.0]], ['2, k, 15', [0.6673552431207537, 4.071376418469345, 1.0]], ['2, k, 16', [-15.15037787411752, 80.28880974328143, 1.0]], ['2, k, 17', [-17.5891094250175, 50.0809087083688, 1.0]], ['2, k, 18', [-18.620631407478243, 12.542078784623229, 1.0]], ['2, k, 19', [-19.608873386477168, 5.114588757133511, 1.0]], ['2, k, 20', [-7.084622875739243, 136.2884548203824, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.606336000000001, 80.19465, 1.0]], ['2, k, 1', [-7.341554593622785, 112.24737276832028, 1.0]], ['2, k, 2', [-7.151136717649774, 136.31471300895564, 1.0]], ['2, k, 3', [-7.120975847599067, 143.100157312069, 1.0]], ['2, k, 4', [7.181358538302853, 130.81522065640013, 1.0]], ['2, k, 5', [16.499625336165128, 103.94421956366273, 1.0]], ['2, k, 6', [21.11106859555246, 82.77543892983108, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.57149488976112, 131.25251876688313, 1.0]], ['2, k, 9', [-43.415509258929845, 119.5797102321338, 1.0]], ['2, k, 10', [-67.53142513090154, 115.1967805279043, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.12470302131952415, 80.04972029734743, 1.0]], ['2, k, 13', [1.2147603466465773, 46.581010142573916, 1.0]], ['2, k, 14', [-0.33384105422735866, 11.61721793439989, 1.0]], ['2, k, 15', [0.5830171318833977, 4.235553219491706, 1.0]], ['2, k, 16', [-15.072404906128439, 80.34737456689773, 1.0]], ['2, k, 17', [-17.526996572015968, 50.08618507941175, 1.0]], ['2, k, 18', [-18.610120715470234, 12.751140111151464, 1.0]], ['2, k, 19', [-19.60760438933006, 5.166355157473646, 1.0]], ['2, k, 20', [-7.151136717649774, 136.31471300895564, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.499796000000001, 80.27972399999999, 1.0]], ['2, k, 1', [-7.324936923447047, 112.29291457497499, 1.0]], ['2, k, 2', [-7.1986297936072745, 136.35017553622825, 1.0]], ['2, k, 3', [-7.188124344580425, 143.1320780349126, 1.0]], ['2, k, 4', [7.161682397221929, 130.8287898237569, 1.0]], ['2, k, 5', [16.666415120456904, 104.00364052069233, 1.0]], ['2, k, 6', [21.404370324004905, 82.76653681008443, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.644839468958093, 131.36727101786045, 1.0]], ['2, k, 9', [-43.36256713079561, 121.12603187955646, 1.0]], ['2, k, 10', [-68.7284800404405, 118.13925639934254, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.2385654620891291, 80.16359511652041, 1.0]], ['2, k, 13', [1.3376483365831529, 46.77920434645368, 1.0]], ['2, k, 14', [-0.25627456536985105, 11.702584581477282, 1.0]], ['2, k, 15', [0.5224924703061679, 4.522676266828271, 1.0]], ['2, k, 16', [-14.971897296650777, 80.41623902765868, 1.0]], ['2, k, 17', [-17.441271911651498, 50.087054594447, 1.0]], ['2, k, 18', [-18.57737771449569, 12.972383599371831, 1.0]], ['2, k, 19', [-19.646541761271305, 5.000132889918217, 1.0]], ['2, k, 20', [-7.1986297936072745, 136.35017553622825, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
