[['2, k, 0', [-0.0147218, -0.383151, 1.0]], ['2, k, 1', [-0.0221024, -0.0872587, 1.0]], ['2, k, 2', [-0.0292535, 0.20333, 1.0]], ['2, k, 3', [-0.0252605, 0.358559, 1.0]], ['2, k, 4', [-0.170362, 0.119489, 1.0]], ['2, k, 5', [-0.241153, 0.0182285, 1.0]], ['2, k, 6', [-0.307923, -0.0867698, 1.0]], ['2, k, 7', [-0.338334, -0.155493, 1.0]], ['2, k, 8', [0.124958, 0.110129, 1.0]], ['2, k, 9', [0.213278, -0.0256408, 1.0]], ['2, k, 10', [0.256164, -0.161181, 1.0]], ['2, k, 11', [0.275297, -0.213782, 1.0]], ['2, k, 12', [-0.0816888, -0.376921, 1.0]], ['2, k, 13', [-0.141798, -0.809015, 1.0]], ['2, k, 14', [-0.15163, -1.1805, 1.0]], ['2, k, 15', [-0.171283, -1.25966, 1.0]], ['2, k, 16', [0.0525588, -0.381168, 1.0]], ['2, k, 17', [0.111055, -0.767968, 1.0]], ['2, k, 18', [0.149154, -1.17055, 1.0]], ['2, k, 19', [0.158432, -1.23095, 1.0]], ['2, k, 20', [-0.0275016, 0.131411, 1.0]], ['2, k, 21', [-0.348715, -0.199397, 1.0]], ['2, k, 22', [-0.374332, -0.140742, 1.0]], ['2, k, 23', [0.258666, -0.261311, 1.0]], ['2, k, 24', [0.240569, -0.202024, 1.0]]]
[['2, k, 0', [-0.00613216, -0.388816, 1.0]], ['2, k, 1', [-0.0147799, -0.105316, 1.0]], ['2, k, 2', [-0.0226164, 0.173748, 1.0]], ['2, k, 3', [-0.0431666, 0.276736, 1.0]], ['2, k, 4', [-0.165956, 0.113686, 1.0]], ['2, k, 5', [-0.272086, -0.0258019, 1.0]], ['2, k, 6', [-0.266713, -0.229039, 1.0]], ['2, k, 7', [-0.239948, -0.263057, 1.0]], ['2, k, 8', [0.117488, 0.0904684, 1.0]], ['2, k, 9', [0.300536, 0.00859403, 1.0]], ['2, k, 10', [0.272999, -0.204468, 1.0]], ['2, k, 11', [0.252639, -0.248897, 1.0]], ['2, k, 12', [-0.0658863, -0.384713, 1.0]], ['2, k, 13', [-0.11694, -0.740464, 1.0]], ['2, k, 14', [-0.150038, -1.09663, 1.0]], ['2, k, 15', [-0.164423, -1.13616, 1.0]], ['2, k, 16', [0.0537597, -0.384713, 1.0]], ['2, k, 17', [0.105359, -0.724198, 1.0]], ['2, k, 18', [0.139826, -1.1037, 1.0]], ['2, k, 19', [0.12269, -1.14323, 1.0]], ['2, k, 20', [-0.0208336, 0.104562, 1.0]], ['2, k, 21', [-0.222932, -0.316225, 1.0]], ['2, k, 22', [-0.236974, -0.249108, 1.0]], ['2, k, 23', [0.250526, -0.319378, 1.0]], ['2, k, 24', [0.272132, -0.262671, 1.0]]]
[['2, k, 0', [-0.00613674, -0.38959, 1.0]], ['2, k, 1', [-0.0158883, -0.103643, 1.0]], ['2, k, 2', [-0.0283666, 0.184788, 1.0]], ['2, k, 3', [-0.0432953, 0.275978, 1.0]], ['2, k, 4', [-0.159303, 0.116455, 1.0]], ['2, k, 5', [-0.270897, -0.0227497, 1.0]], ['2, k, 6', [-0.247623, -0.229978, 1.0]], ['2, k, 7', [-0.21867, -0.250149, 1.0]], ['2, k, 8', [0.117603, 0.0902375, 1.0]], ['2, k, 9', [0.298727, 0.0126983, 1.0]], ['2, k, 10', [0.271621, -0.200243, 1.0]], ['2, k, 11', [0.231867, -0.251354, 1.0]], ['2, k, 12', [-0.0659858, -0.385398, 1.0]], ['2, k, 13', [-0.117858, -0.733584, 1.0]], ['2, k, 14', [-0.149373, -1.09552, 1.0]], ['2, k, 15', [-0.161471, -1.13512, 1.0]], ['2, k, 16', [0.0538472, -0.385861, 1.0]], ['2, k, 17', [0.105273, -0.724393, 1.0]], ['2, k, 18', [0.140339, -1.10058, 1.0]], ['2, k, 19', [0.125492, -1.14019, 1.0]], ['2, k, 20', [-0.0250368, 0.112549, 1.0]], ['2, k, 21', [-0.202646, -0.301765, 1.0]], ['2, k, 22', [-0.182331, -0.22565, 1.0]], ['2, k, 23', [0.221985, -0.319393, 1.0]], ['2, k, 24', [0.177385, -0.23835, 1.0]]]
[['2, k, 0', [-0.00607031, -0.389561, 1.0]], ['2, k, 1', [-0.0127112, -0.105453, 1.0]], ['2, k, 2', [-0.0133064, 0.171371, 1.0]], ['2, k, 3', [-0.0438313, 0.274126, 1.0]], ['2, k, 4', [-0.158, 0.116697, 1.0]], ['2, k, 5', [-0.270778, -0.022949, 1.0]], ['2, k, 6', [-0.234816, -0.211603, 1.0]], ['2, k, 7', [-0.210523, -0.229583, 1.0]], ['2, k, 8', [0.118086, 0.0907416, 1.0]], ['2, k, 9', [0.296656, 0.019742, 1.0]], ['2, k, 10', [0.266298, -0.192708, 1.0]], ['2, k, 11', [0.223843, -0.233862, 1.0]], ['2, k, 12', [-0.0658493, -0.385193, 1.0]], ['2, k, 13', [-0.118728, -0.730059, 1.0]], ['2, k, 14', [-0.149429, -1.09671, 1.0]], ['2, k, 15', [-0.161851, -1.13668, 1.0]], ['2, k, 16', [0.0539099, -0.38589, 1.0]], ['2, k, 17', [0.105276, -0.728149, 1.0]], ['2, k, 18', [0.140528, -1.10156, 1.0]], ['2, k, 19', [0.125356, -1.14154, 1.0]], ['2, k, 20', [-0.0141649, 0.103681, 1.0]], ['2, k, 21', [-0.195861, -0.334709, 1.0]], ['2, k, 22', [-0.181306, -0.221917, 1.0]], ['2, k, 23', [0.213557, -0.300717, 1.0]], ['2, k, 24', [0.175658, -0.25235, 1.0]]]
[['2, k, 0', [-0.00615574, -0.38955, 1.0]], ['2, k, 1', [-0.0126191, -0.105969, 1.0]], ['2, k, 2', [-0.0136247, 0.170662, 1.0]], ['2, k, 3', [-0.0453852, 0.26906, 1.0]], ['2, k, 4', [-0.165383, 0.121313, 1.0]], ['2, k, 5', [-0.265234, 0.00646078, 1.0]], ['2, k, 6', [-0.232386, -0.201863, 1.0]], ['2, k, 7', [-0.199741, -0.217371, 1.0]], ['2, k, 8', [0.116086, 0.0859453, 1.0]], ['2, k, 9', [0.293562, 0.0233213, 1.0]], ['2, k, 10', [0.258111, -0.188124, 1.0]], ['2, k, 11', [0.211543, -0.214776, 1.0]], ['2, k, 12', [-0.0658454, -0.38519, 1.0]], ['2, k, 13', [-0.115872, -0.737407, 1.0]], ['2, k, 14', [-0.148913, -1.10442, 1.0]], ['2, k, 15', [-0.158331, -1.17077, 1.0]], ['2, k, 16', [0.0535822, -0.38584, 1.0]], ['2, k, 17', [0.105282, -0.727885, 1.0]], ['2, k, 18', [0.143883, -1.10604, 1.0]], ['2, k, 19', [0.123606, -1.14579, 1.0]], ['2, k, 20', [-0.0142645, 0.10287, 1.0]], ['2, k, 21', [-0.171222, -0.241658, 1.0]], ['2, k, 22', [-0.207406, -0.225776, 1.0]], ['2, k, 23', [0.189952, -0.259349, 1.0]], ['2, k, 24', [0.205371, -0.225266, 1.0]]]
[['2, k, 0', [-0.00619605, -0.390811, 1.0]], ['2, k, 1', [-0.0127089, -0.107612, 1.0]], ['2, k, 2', [-0.0153364, 0.169155, 1.0]], ['2, k, 3', [-0.0464119, 0.267104, 1.0]], ['2, k, 4', [-0.160685, 0.119642, 1.0]], ['2, k, 5', [-0.264085, 0.00645964, 1.0]], ['2, k, 6', [-0.227776, -0.189396, 1.0]], ['2, k, 7', [-0.19889, -0.204288, 1.0]], ['2, k, 8', [0.111665, 0.0784433, 1.0]], ['2, k, 9', [0.286205, 0.0266503, 1.0]], ['2, k, 10', [0.238031, -0.184979, 1.0]], ['2, k, 11', [0.201321, -0.20316, 1.0]], ['2, k, 12', [-0.0657323, -0.386073, 1.0]], ['2, k, 13', [-0.115979, -0.738616, 1.0]], ['2, k, 14', [-0.149236, -1.10554, 1.0]], ['2, k, 15', [-0.168999, -1.1453, 1.0]], ['2, k, 16', [0.0533612, -0.387495, 1.0]], ['2, k, 17', [0.105236, -0.727567, 1.0]], ['2, k, 18', [0.14533, -1.11573, 1.0]], ['2, k, 19', [0.122776, -1.15545, 1.0]], ['2, k, 20', [-0.0152757, 0.101074, 1.0]], ['2, k, 21', [-0.192334, -0.239364, 1.0]], ['2, k, 22', [-0.216629, -0.204309, 1.0]], ['2, k, 23', [0.175746, -0.245777, 1.0]], ['2, k, 24', [0.219647, -0.188127, 1.0]]]
[['2, k, 0', [-0.00624149, -0.391009, 1.0]], ['2, k, 1', [-0.012835, -0.108653, 1.0]], ['2, k, 2', [-0.0163331, 0.16766, 1.0]], ['2, k, 3', [-0.0466305, 0.265867, 1.0]], ['2, k, 4', [-0.160868, 0.118143, 1.0]], ['2, k, 5', [-0.259612, 0.00407757, 1.0]], ['2, k, 6', [-0.222179, -0.190075, 1.0]], ['2, k, 7', [-0.190441, -0.202649, 1.0]], ['2, k, 8', [0.111894, 0.0784948, 1.0]], ['2, k, 9', [0.282834, 0.0290875, 1.0]], ['2, k, 10', [0.23934, -0.176183, 1.0]], ['2, k, 11', [0.192632, -0.20488, 1.0]], ['2, k, 12', [-0.065753, -0.386115, 1.0]], ['2, k, 13', [-0.117322, -0.734831, 1.0]], ['2, k, 14', [-0.149368, -1.09962, 1.0]], ['2, k, 15', [-0.168205, -1.13954, 1.0]], ['2, k, 16', [0.053298, -0.387945, 1.0]], ['2, k, 17', [0.105234, -0.724334, 1.0]], ['2, k, 18', [0.144653, -1.11684, 1.0]], ['2, k, 19', [0.12303, -1.15667, 1.0]], ['2, k, 20', [-0.0159179, 0.0995602, 1.0]], ['2, k, 21', [-0.186332, -0.240167, 1.0]], ['2, k, 22', [-0.198419, -0.23886, 1.0]], ['2, k, 23', [0.173663, -0.247187, 1.0]], ['2, k, 24', [0.173797, -0.240874, 1.0]]]
[['2, k, 0', [-0.00615761, -0.391569, 1.0]], ['2, k, 1', [-0.013024, -0.109803, 1.0]], ['2, k, 2', [-0.0178162, 0.165963, 1.0]], ['2, k, 3', [-0.0477127, 0.264833, 1.0]], ['2, k, 4', [-0.158657, 0.117709, 1.0]], ['2, k, 5', [-0.257932, 0.00535987, 1.0]], ['2, k, 6', [-0.220215, -0.184643, 1.0]], ['2, k, 7', [-0.181824, -0.203746, 1.0]], ['2, k, 8', [0.11135, 0.0781573, 1.0]], ['2, k, 9', [0.28053, 0.0319226, 1.0]], ['2, k, 10', [0.240028, -0.173745, 1.0]], ['2, k, 11', [0.186175, -0.19741, 1.0]], ['2, k, 12', [-0.0656534, -0.386511, 1.0]], ['2, k, 13', [-0.11779, -0.738107, 1.0]], ['2, k, 14', [-0.149874, -1.09972, 1.0]], ['2, k, 15', [-0.16889, -1.13974, 1.0]], ['2, k, 16', [0.0533792, -0.388658, 1.0]], ['2, k, 17', [0.105348, -0.723958, 1.0]], ['2, k, 18', [0.143636, -1.12143, 1.0]], ['2, k, 19', [0.12184, -1.16132, 1.0]], ['2, k, 20', [-0.0169128, 0.0979147, 1.0]], ['2, k, 21', [-0.187291, -0.304635, 1.0]], ['2, k, 22', [-0.194861, -0.244145, 1.0]], ['2, k, 23', [0.180245, -0.252571, 1.0]], ['2, k, 24', [0.188487, -0.251669, 1.0]]]
[['2, k, 0', [-0.0059597, -0.392085, 1.0]], ['2, k, 1', [-0.0128451, -0.110204, 1.0]], ['2, k, 2', [-0.0179671, 0.165815, 1.0]], ['2, k, 3', [-0.0483389, 0.263584, 1.0]], ['2, k, 4', [-0.151471, 0.117279, 1.0]], ['2, k, 5', [-0.25441, 0.00586992, 1.0]], ['2, k, 6', [-0.220151, -0.184248, 1.0]], ['2, k, 7', [-0.180548, -0.213266, 1.0]], ['2, k, 8', [0.111369, 0.0780449, 1.0]], ['2, k, 9', [0.278695, 0.0295287, 1.0]], ['2, k, 10', [0.236991, -0.175271, 1.0]], ['2, k, 11', [0.185585, -0.172672, 1.0]], ['2, k, 12', [-0.0656647, -0.386914, 1.0]], ['2, k, 13', [-0.117717, -0.738216, 1.0]], ['2, k, 14', [-0.15041, -1.10391, 1.0]], ['2, k, 15', [-0.163152, -1.1442, 1.0]], ['2, k, 16', [0.0538024, -0.389308, 1.0]], ['2, k, 17', [0.105395, -0.724573, 1.0]], ['2, k, 18', [0.14371, -1.12145, 1.0]], ['2, k, 19', [0.128184, -1.16164, 1.0]], ['2, k, 20', [-0.0169027, 0.0976251, 1.0]], ['2, k, 21', [-0.187454, -0.300596, 1.0]], ['2, k, 22', [-0.195106, -0.24445, 1.0]], ['2, k, 23', [0.148871, -0.231952, 1.0]], ['2, k, 24', [0.181403, -0.252265, 1.0]]]
[['2, k, 0', [-0.00558792, -0.393038, 1.0]], ['2, k, 1', [-0.0126594, -0.111205, 1.0]], ['2, k, 2', [-0.0183429, 0.164662, 1.0]], ['2, k, 3', [-0.0481771, 0.262466, 1.0]], ['2, k, 4', [-0.151454, 0.117105, 1.0]], ['2, k, 5', [-0.248236, -0.00393126, 1.0]], ['2, k, 6', [-0.212179, -0.188582, 1.0]], ['2, k, 7', [-0.174409, -0.22469, 1.0]], ['2, k, 8', [0.111328, 0.0774899, 1.0]], ['2, k, 9', [0.277709, 0.0300921, 1.0]], ['2, k, 10', [0.199241, -0.164807, 1.0]], ['2, k, 11', [0.172722, -0.194962, 1.0]], ['2, k, 12', [-0.0649126, -0.388042, 1.0]], ['2, k, 13', [-0.116837, -0.738306, 1.0]], ['2, k, 14', [-0.150264, -1.10738, 1.0]], ['2, k, 15', [-0.165351, -1.14767, 1.0]], ['2, k, 16', [0.0540208, -0.390258, 1.0]], ['2, k, 17', [0.104831, -0.723988, 1.0]], ['2, k, 18', [0.143888, -1.123, 1.0]], ['2, k, 19', [0.126018, -1.16321, 1.0]], ['2, k, 20', [-0.0170661, 0.0964543, 1.0]], ['2, k, 21', [-0.174485, -0.309454, 1.0]], ['2, k, 22', [-0.196493, -0.252107, 1.0]], ['2, k, 23', [0.180234, -0.256984, 1.0]], ['2, k, 24', [0.184684, -0.248092, 1.0]]]
[['2, k, 0', [-0.00524815, -0.39385, 1.0]], ['2, k, 1', [-0.0128034, -0.112586, 1.0]], ['2, k, 2', [-0.0195881, 0.162363, 1.0]], ['2, k, 3', [-0.048349, 0.261294, 1.0]], ['2, k, 4', [-0.15342, 0.116403, 1.0]], ['2, k, 5', [-0.242835, -0.0128351, 1.0]], ['2, k, 6', [-0.209457, -0.198646, 1.0]], ['2, k, 7', [-0.172356, -0.242195, 1.0]], ['2, k, 8', [0.111444, 0.0772715, 1.0]], ['2, k, 9', [0.276458, 0.0301998, 1.0]], ['2, k, 10', [0.194413, -0.162948, 1.0]], ['2, k, 11', [0.163326, -0.185931, 1.0]], ['2, k, 12', [-0.0644758, -0.389096, 1.0]], ['2, k, 13', [-0.117113, -0.745049, 1.0]], ['2, k, 14', [-0.15044, -1.10765, 1.0]], ['2, k, 15', [-0.167186, -1.14781, 1.0]], ['2, k, 16', [0.0542872, -0.39087, 1.0]], ['2, k, 17', [0.104837, -0.724058, 1.0]], ['2, k, 18', [0.144038, -1.12281, 1.0]], ['2, k, 19', [0.124506, -1.1629, 1.0]], ['2, k, 20', [-0.0179375, 0.0944172, 1.0]], ['2, k, 21', [-0.174947, -0.327404, 1.0]], ['2, k, 22', [-0.188135, -0.252496, 1.0]], ['2, k, 23', [0.165804, -0.227947, 1.0]], ['2, k, 24', [0.182248, -0.231247, 1.0]]]
[['2, k, 0', [-0.00556393, -0.393733, 1.0]], ['2, k, 1', [-0.0130546, -0.112815, 1.0]], ['2, k, 2', [-0.0198788, 0.161689, 1.0]], ['2, k, 3', [-0.0478135, 0.260868, 1.0]], ['2, k, 4', [-0.152949, 0.116724, 1.0]], ['2, k, 5', [-0.240846, -0.0143244, 1.0]], ['2, k, 6', [-0.208621, -0.200227, 1.0]], ['2, k, 7', [-0.169056, -0.24498, 1.0]], ['2, k, 8', [0.107607, 0.0755555, 1.0]], ['2, k, 9', [0.265998, 0.0242528, 1.0]], ['2, k, 10', [0.190943, -0.168969, 1.0]], ['2, k, 11', [0.158286, -0.190149, 1.0]], ['2, k, 12', [-0.0647524, -0.388972, 1.0]], ['2, k, 13', [-0.117433, -0.741878, 1.0]], ['2, k, 14', [-0.149498, -1.09796, 1.0]], ['2, k, 15', [-0.167466, -1.13823, 1.0]], ['2, k, 16', [0.0539158, -0.390707, 1.0]], ['2, k, 17', [0.104848, -0.724966, 1.0]], ['2, k, 18', [0.14364, -1.11635, 1.0]], ['2, k, 19', [0.122895, -1.15652, 1.0]], ['2, k, 20', [-0.0182289, 0.0938438, 1.0]], ['2, k, 21', [-0.17272, -0.326632, 1.0]], ['2, k, 22', [-0.194193, -0.248059, 1.0]], ['2, k, 23', [0.138025, -0.205933, 1.0]], ['2, k, 24', [0.17124, -0.216201, 1.0]]]
[['2, k, 0', [-0.0056327, -0.39394, 1.0]], ['2, k, 1', [-0.0128756, -0.112979, 1.0]], ['2, k, 2', [-0.0193093, 0.16188, 1.0]], ['2, k, 3', [-0.0471818, 0.260293, 1.0]], ['2, k, 4', [-0.152959, 0.116811, 1.0]], ['2, k, 5', [-0.247291, 0.0323418, 1.0]], ['2, k, 6', [-0.218787, -0.153727, 1.0]], ['2, k, 7', [-0.175014, -0.188735, 1.0]], ['2, k, 8', [0.107433, 0.0749089, 1.0]], ['2, k, 9', [0.260457, 0.0181447, 1.0]], ['2, k, 10', [0.187151, -0.174087, 1.0]], ['2, k, 11', [0.154486, -0.20325, 1.0]], ['2, k, 12', [-0.0647966, -0.389034, 1.0]], ['2, k, 13', [-0.117903, -0.740124, 1.0]], ['2, k, 14', [-0.149608, -1.09793, 1.0]], ['2, k, 15', [-0.16781, -1.13819, 1.0]], ['2, k, 16', [0.0537645, -0.391162, 1.0]], ['2, k, 17', [0.103544, -0.720433, 1.0]], ['2, k, 18', [0.144196, -1.11643, 1.0]], ['2, k, 19', [0.123211, -1.1566, 1.0]], ['2, k, 20', [-0.0177739, 0.0939076, 1.0]], ['2, k, 21', [-0.176768, -0.267307, 1.0]], ['2, k, 22', [-0.188953, -0.231032, 1.0]], ['2, k, 23', [0.166512, -0.27138, 1.0]], ['2, k, 24', [0.182873, -0.24124, 1.0]]]
[['2, k, 0', [-0.00566754, -0.393852, 1.0]], ['2, k, 1', [-0.0128664, -0.113008, 1.0]], ['2, k, 2', [-0.0192612, 0.161723, 1.0]], ['2, k, 3', [-0.0463697, 0.260004, 1.0]], ['2, k, 4', [-0.153703, 0.116437, 1.0]], ['2, k, 5', [-0.246414, 0.0299687, 1.0]], ['2, k, 6', [-0.207589, -0.168935, 1.0]], ['2, k, 7', [-0.170704, -0.210156, 1.0]], ['2, k, 8', [0.108079, 0.074966, 1.0]], ['2, k, 9', [0.261708, 0.0238708, 1.0]], ['2, k, 10', [0.18626, -0.167268, 1.0]], ['2, k, 11', [0.151241, -0.196934, 1.0]], ['2, k, 12', [-0.0647728, -0.388986, 1.0]], ['2, k, 13', [-0.1183, -0.740328, 1.0]], ['2, k, 14', [-0.148856, -1.09709, 1.0]], ['2, k, 15', [-0.168043, -1.1373, 1.0]], ['2, k, 16', [0.0536084, -0.390927, 1.0]], ['2, k, 17', [0.105475, -0.727679, 1.0]], ['2, k, 18', [0.144689, -1.11949, 1.0]], ['2, k, 19', [0.122723, -1.15957, 1.0]], ['2, k, 20', [-0.0177376, 0.0937925, 1.0]], ['2, k, 21', [-0.174669, -0.291472, 1.0]], ['2, k, 22', [-0.188084, -0.230451, 1.0]], ['2, k, 23', [0.163989, -0.261855, 1.0]], ['2, k, 24', [0.175196, -0.229565, 1.0]]]
[['2, k, 0', [-0.00565486, -0.393738, 1.0]], ['2, k, 1', [-0.0128367, -0.112994, 1.0]], ['2, k, 2', [-0.0192341, 0.161696, 1.0]], ['2, k, 3', [-0.0450371, 0.258703, 1.0]], ['2, k, 4', [-0.153938, 0.116307, 1.0]], ['2, k, 5', [-0.247288, 0.031592, 1.0]], ['2, k, 6', [-0.210237, -0.163034, 1.0]], ['2, k, 7', [-0.171918, -0.205382, 1.0]], ['2, k, 8', [0.109634, 0.0758098, 1.0]], ['2, k, 9', [0.262152, 0.0236381, 1.0]], ['2, k, 10', [0.185178, -0.165634, 1.0]], ['2, k, 11', [0.154878, -0.199676, 1.0]], ['2, k, 12', [-0.0647531, -0.388955, 1.0]], ['2, k, 13', [-0.118141, -0.739705, 1.0]], ['2, k, 14', [-0.147508, -1.09089, 1.0]], ['2, k, 15', [-0.166146, -1.1311, 1.0]], ['2, k, 16', [0.0535817, -0.390632, 1.0]], ['2, k, 17', [0.105308, -0.727121, 1.0]], ['2, k, 18', [0.144617, -1.12025, 1.0]], ['2, k, 19', [0.123214, -1.16027, 1.0]], ['2, k, 20', [-0.0176976, 0.0937705, 1.0]], ['2, k, 21', [-0.169919, -0.284283, 1.0]], ['2, k, 22', [-0.195851, -0.230744, 1.0]], ['2, k, 23', [0.166176, -0.292414, 1.0]], ['2, k, 24', [0.185, -0.24361, 1.0]]]
[['2, k, 0', [-0.00528177, -0.392853, 1.0]], ['2, k, 1', [-0.0128015, -0.112808, 1.0]], ['2, k, 2', [-0.0193354, 0.161723, 1.0]], ['2, k, 3', [-0.0440658, 0.259308, 1.0]], ['2, k, 4', [-0.154098, 0.11628, 1.0]], ['2, k, 5', [-0.247224, 0.0297927, 1.0]], ['2, k, 6', [-0.212399, -0.153453, 1.0]], ['2, k, 7', [-0.173686, -0.193057, 1.0]], ['2, k, 8', [0.121481, 0.0982028, 1.0]], ['2, k, 9', [0.259345, 0.0235777, 1.0]], ['2, k, 10', [0.18314, -0.165265, 1.0]], ['2, k, 11', [0.149604, -0.1938, 1.0]], ['2, k, 12', [-0.0645027, -0.388442, 1.0]], ['2, k, 13', [-0.117744, -0.739363, 1.0]], ['2, k, 14', [-0.147581, -1.09092, 1.0]], ['2, k, 15', [-0.162701, -1.13125, 1.0]], ['2, k, 16', [0.0541281, -0.389116, 1.0]], ['2, k, 17', [0.105366, -0.726797, 1.0]], ['2, k, 18', [0.144619, -1.12023, 1.0]], ['2, k, 19', [0.155156, -1.18372, 1.0]], ['2, k, 20', [-0.0177545, 0.0938105, 1.0]], ['2, k, 21', [-0.166668, -0.26789, 1.0]], ['2, k, 22', [-0.193786, -0.233151, 1.0]], ['2, k, 23', [0.157494, -0.260676, 1.0]], ['2, k, 24', [0.176733, -0.237496, 1.0]]]
[['2, k, 0', [-0.00511813, -0.392749, 1.0]], ['2, k, 1', [-0.0126982, -0.112878, 1.0]], ['2, k, 2', [-0.0194034, 0.161238, 1.0]], ['2, k, 3', [-0.0420447, 0.261312, 1.0]], ['2, k, 4', [-0.154698, 0.115723, 1.0]], ['2, k, 5', [-0.231191, -0.0174935, 1.0]], ['2, k, 6', [-0.202735, -0.198914, 1.0]], ['2, k, 7', [-0.163109, -0.251173, 1.0]], ['2, k, 8', [0.12137, 0.0964611, 1.0]], ['2, k, 9', [0.257764, 0.0252531, 1.0]], ['2, k, 10', [0.181656, -0.163044, 1.0]], ['2, k, 11', [0.15024, -0.204931, 1.0]], ['2, k, 12', [-0.0643397, -0.388373, 1.0]], ['2, k, 13', [-0.11753, -0.735156, 1.0]], ['2, k, 14', [-0.147892, -1.09057, 1.0]], ['2, k, 15', [-0.162914, -1.13084, 1.0]], ['2, k, 16', [0.054286, -0.388966, 1.0]], ['2, k, 17', [0.105367, -0.726729, 1.0]], ['2, k, 18', [0.144851, -1.12115, 1.0]], ['2, k, 19', [0.127058, -1.16122, 1.0]], ['2, k, 20', [-0.0177403, 0.093457, 1.0]], ['2, k, 21', [-0.158456, -0.325752, 1.0]], ['2, k, 22', [-0.189966, -0.28556, 1.0]], ['2, k, 23', [0.157287, -0.278999, 1.0]], ['2, k, 24', [0.176483, -0.252896, 1.0]]]
[['2, k, 0', [-0.00510322, -0.393064, 1.0]], ['2, k, 1', [-0.0125814, -0.112913, 1.0]], ['2, k, 2', [-0.0189895, 0.161618, 1.0]], ['2, k, 3', [-0.0413902, 0.261894, 1.0]], ['2, k, 4', [-0.154818, 0.115627, 1.0]], ['2, k, 5', [-0.220752, -0.0491959, 1.0]], ['2, k, 6', [-0.192323, -0.230522, 1.0]], ['2, k, 7', [-0.154913, -0.290317, 1.0]], ['2, k, 8', [0.118373, 0.0910301, 1.0]], ['2, k, 9', [0.256257, 0.0265845, 1.0]], ['2, k, 10', [0.172484, -0.15548, 1.0]], ['2, k, 11', [0.146109, -0.183515, 1.0]], ['2, k, 12', [-0.0643145, -0.388725, 1.0]], ['2, k, 13', [-0.117382, -0.734929, 1.0]], ['2, k, 14', [-0.147967, -1.09061, 1.0]], ['2, k, 15', [-0.163616, -1.13081, 1.0]], ['2, k, 16', [0.054286, -0.389211, 1.0]], ['2, k, 17', [0.105851, -0.725731, 1.0]], ['2, k, 18', [0.145443, -1.12041, 1.0]], ['2, k, 19', [0.127018, -1.16042, 1.0]], ['2, k, 20', [-0.0174381, 0.0936649, 1.0]], ['2, k, 21', [-0.14507, -0.359212, 1.0]], ['2, k, 22', [-0.119633, -0.23358, 1.0]], ['2, k, 23', [0.148673, -0.257455, 1.0]], ['2, k, 24', [0.180905, -0.236193, 1.0]]]
[['2, k, 0', [-0.00495685, -0.392833, 1.0]], ['2, k, 1', [-0.0124505, -0.112582, 1.0]], ['2, k, 2', [-0.0190226, 0.162496, 1.0]], ['2, k, 3', [-0.0404513, 0.264618, 1.0]], ['2, k, 4', [-0.155694, 0.115486, 1.0]], ['2, k, 5', [-0.231859, -0.0114994, 1.0]], ['2, k, 6', [-0.203405, -0.192912, 1.0]], ['2, k, 7', [-0.162647, -0.244127, 1.0]], ['2, k, 8', [0.118312, 0.0901509, 1.0]], ['2, k, 9', [0.255412, 0.0258179, 1.0]], ['2, k, 10', [0.172404, -0.154402, 1.0]], ['2, k, 11', [0.147771, -0.199952, 1.0]], ['2, k, 12', [-0.0641249, -0.388498, 1.0]], ['2, k, 13', [-0.118134, -0.733474, 1.0]], ['2, k, 14', [-0.147837, -1.08986, 1.0]], ['2, k, 15', [-0.16365, -1.12996, 1.0]], ['2, k, 16', [0.0543965, -0.388953, 1.0]], ['2, k, 17', [0.106034, -0.725745, 1.0]], ['2, k, 18', [0.145166, -1.12062, 1.0]], ['2, k, 19', [0.12658, -1.16052, 1.0]], ['2, k, 20', [-0.0173994, 0.094382, 1.0]], ['2, k, 21', [-0.156515, -0.316194, 1.0]], ['2, k, 22', [-0.127412, -0.197955, 1.0]], ['2, k, 23', [0.148163, -0.266225, 1.0]], ['2, k, 24', [0.183367, -0.250723, 1.0]]]
