[['2, k, 0', [0.0582143, -0.438272, 1.0]], ['2, k, 1', [0.0503105, -0.146482, 1.0]], ['2, k, 2', [0.0423576, 0.140488, 1.0]], ['2, k, 3', [0.0576131, 0.281857, 1.0]], ['2, k, 4', [-0.0829057, 0.0744725, 1.0]], ['2, k, 5', [-0.16685, 0.192312, 1.0]], ['2, k, 6', [-0.203271, 0.381659, 1.0]], ['2, k, 7', [-0.216112, 0.417954, 1.0]], ['2, k, 8', [0.197643, 0.0916301, 1.0]], ['2, k, 9', [0.293779, 0.265658, 1.0]], ['2, k, 10', [0.347047, 0.460028, 1.0]], ['2, k, 11', [0.36256, 0.524435, 1.0]], ['2, k, 12', [-0.00614473, -0.437656, 1.0]], ['2, k, 13', [-0.144799, -0.689529, 1.0]], ['2, k, 14', [-0.059967, -0.88157, 1.0]], ['2, k, 15', [-0.0600072, -0.992089, 1.0]], ['2, k, 16', [0.121357, -0.429794, 1.0]], ['2, k, 17', [0.135369, -0.712182, 1.0]], ['2, k, 18', [0.137928, -0.878106, 1.0]], ['2, k, 19', [0.142235, -0.987986, 1.0]], ['2, k, 20', [0.0443609, 0.0693979, 1.0]], ['2, k, 21', [-0.237662, 0.465037, 1.0]], ['2, k, 22', [-0.196099, 0.436846, 1.0]], ['2, k, 23', [0.389036, 0.566294, 1.0]], ['2, k, 24', [0.322433, 0.548406, 1.0]]]
[['2, k, 0', [0.0368095, -0.436636, 1.0]], ['2, k, 1', [0.0364214, -0.143139, 1.0]], ['2, k, 2', [0.0357513, 0.146163, 1.0]], ['2, k, 3', [0.0646733, 0.281952, 1.0]], ['2, k, 4', [-0.0786038, 0.0624745, 1.0]], ['2, k, 5', [-0.123343, -0.0353939, 1.0]], ['2, k, 6', [-0.0879991, -0.118615, 1.0]], ['2, k, 7', [-0.0394493, -0.16707, 1.0]], ['2, k, 8', [0.191575, 0.0586168, 1.0]], ['2, k, 9', [0.340454, -0.00965222, 1.0]], ['2, k, 10', [0.492897, -0.0481767, 1.0]], ['2, k, 11', [0.550559, -0.0572022, 1.0]], ['2, k, 12', [-0.0255173, -0.42923, 1.0]], ['2, k, 13', [-0.0592352, -0.680237, 1.0]], ['2, k, 14', [-0.0602011, -0.898828, 1.0]], ['2, k, 15', [-0.0317243, -0.947797, 1.0]], ['2, k, 16', [0.0972166, -0.431335, 1.0]], ['2, k, 17', [0.148063, -0.688687, 1.0]], ['2, k, 18', [0.152231, -0.899139, 1.0]], ['2, k, 19', [0.178663, -0.948115, 1.0]], ['2, k, 20', [0.0359986, 0.0744916, 1.0]], ['2, k, 21', [-0.0427105, -0.175241, 1.0]], ['2, k, 22', [0.0168069, -0.1644, 1.0]], ['2, k, 23', [0.601401, -0.0460357, 1.0]], ['2, k, 24', [0.487371, -0.0739937, 1.0]]]
[['2, k, 0', [0.0366448, -0.431328, 1.0]], ['2, k, 1', [0.0358286, -0.141655, 1.0]], ['2, k, 2', [0.0347306, 0.145893, 1.0]], ['2, k, 3', [0.0626786, 0.28309, 1.0]], ['2, k, 4', [-0.0781038, 0.0711112, 1.0]], ['2, k, 5', [-0.113709, -0.0251693, 1.0]], ['2, k, 6', [-0.0115897, -0.122434, 1.0]], ['2, k, 7', [0.0332832, -0.158349, 1.0]], ['2, k, 8', [0.190804, 0.0604354, 1.0]], ['2, k, 9', [0.355438, -0.00289082, 1.0]], ['2, k, 10', [0.545962, -0.0261914, 1.0]], ['2, k, 11', [0.591769, -0.0409796, 1.0]], ['2, k, 12', [-0.0247665, -0.424035, 1.0]], ['2, k, 13', [-0.0582901, -0.673316, 1.0]], ['2, k, 14', [-0.057605, -0.895545, 1.0]], ['2, k, 15', [-0.100363, -0.964887, 1.0]], ['2, k, 16', [0.0966132, -0.427026, 1.0]], ['2, k, 17', [0.142079, -0.685638, 1.0]], ['2, k, 18', [0.154391, -0.898423, 1.0]], ['2, k, 19', [0.140574, -0.980595, 1.0]], ['2, k, 20', [0.0351651, 0.074634, 1.0]], ['2, k, 21', [0.0299862, -0.165817, 1.0]], ['2, k, 22', [0.105867, -0.147003, 1.0]], ['2, k, 23', [0.639392, -0.0334604, 1.0]], ['2, k, 24', [0.5259, -0.061481, 1.0]]]
[['2, k, 0', [0.0362456, -0.42585, 1.0]], ['2, k, 1', [0.0345941, -0.140023, 1.0]], ['2, k, 2', [0.0322271, 0.144961, 1.0]], ['2, k, 3', [0.0571368, 0.282996, 1.0]], ['2, k, 4', [-0.0777648, 0.0714984, 1.0]], ['2, k, 5', [-0.0994833, -0.0175112, 1.0]], ['2, k, 6', [0.00352346, -0.119377, 1.0]], ['2, k, 7', [0.0731305, -0.153026, 1.0]], ['2, k, 8', [0.189678, 0.064699, 1.0]], ['2, k, 9', [0.401767, 0.0109034, 1.0]], ['2, k, 10', [0.550812, -0.0214546, 1.0]], ['2, k, 11', [0.615118, -0.0293983, 1.0]], ['2, k, 12', [-0.0238346, -0.418847, 1.0]], ['2, k, 13', [-0.0586812, -0.666642, 1.0]], ['2, k, 14', [-0.0579027, -0.895309, 1.0]], ['2, k, 15', [-0.120912, -0.952953, 1.0]], ['2, k, 16', [0.0952099, -0.422129, 1.0]], ['2, k, 17', [0.141432, -0.680387, 1.0]], ['2, k, 18', [0.154851, -0.898932, 1.0]], ['2, k, 19', [0.183697, -0.94773, 1.0]], ['2, k, 20', [0.0331587, 0.074437, 1.0]], ['2, k, 21', [0.083414, -0.155471, 1.0]], ['2, k, 22', [0.131594, -0.143678, 1.0]], ['2, k, 23', [0.663889, -0.0216044, 1.0]], ['2, k, 24', [0.558301, -0.0492174, 1.0]]]
[['2, k, 0', [0.0373407, -0.421884, 1.0]], ['2, k, 1', [0.0330618, -0.136158, 1.0]], ['2, k, 2', [0.0275644, 0.147783, 1.0]], ['2, k, 3', [0.0548068, 0.284705, 1.0]], ['2, k, 4', [-0.0768254, 0.0787638, 1.0]], ['2, k, 5', [-0.0568556, -0.0233241, 1.0]], ['2, k, 6', [0.0682285, -0.102989, 1.0]], ['2, k, 7', [0.130647, -0.128805, 1.0]], ['2, k, 8', [0.190677, 0.0710225, 1.0]], ['2, k, 9', [0.417373, 0.012859, 1.0]], ['2, k, 10', [0.579011, -0.0116422, 1.0]], ['2, k, 11', [0.639595, -0.0163381, 1.0]], ['2, k, 12', [-0.0211073, -0.4135, 1.0]], ['2, k, 13', [-0.0583555, -0.658866, 1.0]], ['2, k, 14', [-0.0582357, -0.89494, 1.0]], ['2, k, 15', [-0.120348, -0.953758, 1.0]], ['2, k, 16', [0.096198, -0.415843, 1.0]], ['2, k, 17', [0.141346, -0.677619, 1.0]], ['2, k, 18', [0.154141, -0.899797, 1.0]], ['2, k, 19', [0.186411, -0.948476, 1.0]], ['2, k, 20', [0.0292884, 0.0775077, 1.0]], ['2, k, 21', [0.170641, -0.141334, 1.0]], ['2, k, 22', [0.179194, -0.135792, 1.0]], ['2, k, 23', [0.674115, -0.0139511, 1.0]], ['2, k, 24', [0.568316, -0.0414762, 1.0]]]
[['2, k, 0', [0.0374169, -0.42181, 1.0]], ['2, k, 1', [0.0321578, -0.135699, 1.0]], ['2, k, 2', [0.0242678, 0.147918, 1.0]], ['2, k, 3', [0.0543899, 0.284466, 1.0]], ['2, k, 4', [-0.0803603, 0.0855566, 1.0]], ['2, k, 5', [-0.0505623, -0.0398543, 1.0]], ['2, k, 6', [0.104627, -0.105617, 1.0]], ['2, k, 7', [0.224115, -0.123911, 1.0]], ['2, k, 8', [0.186292, 0.073941, 1.0]], ['2, k, 9', [0.392739, 0.0140972, 1.0]], ['2, k, 10', [0.595686, -0.0118344, 1.0]], ['2, k, 11', [0.645475, 0.0019901, 1.0]], ['2, k, 12', [-0.0203389, -0.414264, 1.0]], ['2, k, 13', [-0.0601724, -0.657809, 1.0]], ['2, k, 14', [-0.0600453, -0.896401, 1.0]], ['2, k, 15', [-0.12323, -0.951446, 1.0]], ['2, k, 16', [0.0958387, -0.415607, 1.0]], ['2, k, 17', [0.141792, -0.676952, 1.0]], ['2, k, 18', [0.154439, -0.899421, 1.0]], ['2, k, 19', [0.148413, -1.01537, 1.0]], ['2, k, 20', [0.0265692, 0.077767, 1.0]], ['2, k, 21', [0.256357, -0.137985, 1.0]], ['2, k, 22', [0.296348, -0.102972, 1.0]], ['2, k, 23', [0.698248, 0.0119161, 1.0]], ['2, k, 24', [0.621933, -0.0232492, 1.0]]]
[['2, k, 0', [0.0383505, -0.424086, 1.0]], ['2, k, 1', [0.03164, -0.136149, 1.0]], ['2, k, 2', [0.0217933, 0.14857, 1.0]], ['2, k, 3', [0.0497655, 0.284109, 1.0]], ['2, k, 4', [-0.0812647, 0.0846483, 1.0]], ['2, k, 5', [0.0118365, -0.0617904, 1.0]], ['2, k, 6', [0.17275, -0.120703, 1.0]], ['2, k, 7', [0.252069, -0.112992, 1.0]], ['2, k, 8', [0.191652, 0.0785148, 1.0]], ['2, k, 9', [0.382026, 0.0252646, 1.0]], ['2, k, 10', [0.587467, 0.0102392, 1.0]], ['2, k, 11', [0.662181, 0.0131562, 1.0]], ['2, k, 12', [-0.0181227, -0.422538, 1.0]], ['2, k, 13', [-0.0612302, -0.662297, 1.0]], ['2, k, 14', [-0.0636097, -0.90313, 1.0]], ['2, k, 15', [-0.0773487, -0.985233, 1.0]], ['2, k, 16', [0.0967752, -0.418942, 1.0]], ['2, k, 17', [0.142805, -0.683291, 1.0]], ['2, k, 18', [0.150648, -0.899245, 1.0]], ['2, k, 19', [0.144363, -1.01522, 1.0]], ['2, k, 20', [0.0246066, 0.0779823, 1.0]], ['2, k, 21', [0.271871, -0.122804, 1.0]], ['2, k, 22', [0.300819, -0.115565, 1.0]], ['2, k, 23', [0.71429, 0.0208113, 1.0]], ['2, k, 24', [0.639758, -0.0105107, 1.0]]]
[['2, k, 0', [0.0394883, -0.427537, 1.0]], ['2, k, 1', [0.0306057, -0.137013, 1.0]], ['2, k, 2', [0.017553, 0.14976, 1.0]], ['2, k, 3', [0.037444, 0.281987, 1.0]], ['2, k, 4', [-0.0720893, 0.036634, 1.0]], ['2, k, 5', [0.0905453, -0.0484367, 1.0]], ['2, k, 6', [0.242899, -0.0967344, 1.0]], ['2, k, 7', [0.288656, -0.100949, 1.0]], ['2, k, 8', [0.192624, 0.0763872, 1.0]], ['2, k, 9', [0.379831, 0.032582, 1.0]], ['2, k, 10', [0.590837, 0.0185251, 1.0]], ['2, k, 11', [0.654153, 0.0193008, 1.0]], ['2, k, 12', [-0.0124769, -0.430394, 1.0]], ['2, k, 13', [-0.0632924, -0.665045, 1.0]], ['2, k, 14', [-0.0651886, -0.907754, 1.0]], ['2, k, 15', [-0.00404658, -0.954898, 1.0]], ['2, k, 16', [0.0938938, -0.422813, 1.0]], ['2, k, 17', [0.142446, -0.689894, 1.0]], ['2, k, 18', [0.145759, -0.897177, 1.0]], ['2, k, 19', [0.149684, -1.01314, 1.0]], ['2, k, 20', [0.0212112, 0.0784456, 1.0]], ['2, k, 21', [0.326144, -0.108339, 1.0]], ['2, k, 22', [0.341957, -0.10109, 1.0]], ['2, k, 23', [0.701117, 0.0185904, 1.0]], ['2, k, 24', [0.646343, 0.0025952, 1.0]]]
[['2, k, 0', [0.0395474, -0.427552, 1.0]], ['2, k, 1', [0.0300272, -0.136719, 1.0]], ['2, k, 2', [0.0168029, 0.150343, 1.0]], ['2, k, 3', [0.0395942, 0.28259, 1.0]], ['2, k, 4', [-0.071551, 0.0349398, 1.0]], ['2, k, 5', [0.102346, -0.0465381, 1.0]], ['2, k, 6', [0.312415, -0.092833, 1.0]], ['2, k, 7', [0.350188, -0.0902018, 1.0]], ['2, k, 8', [0.197118, 0.0730502, 1.0]], ['2, k, 9', [0.380535, 0.0386956, 1.0]], ['2, k, 10', [0.605033, 0.0204278, 1.0]], ['2, k, 11', [0.656095, 0.0256788, 1.0]], ['2, k, 12', [-0.00908489, -0.430191, 1.0]], ['2, k, 13', [-0.0635203, -0.661975, 1.0]], ['2, k, 14', [-0.0570678, -0.898697, 1.0]], ['2, k, 15', [-0.0980666, -0.972069, 1.0]], ['2, k, 16', [0.0907552, -0.420545, 1.0]], ['2, k, 17', [0.145707, -0.688587, 1.0]], ['2, k, 18', [0.142019, -0.896516, 1.0]], ['2, k, 19', [0.13016, -0.978783, 1.0]], ['2, k, 20', [0.0203492, 0.0790533, 1.0]], ['2, k, 21', [0.39003, -0.0909414, 1.0]], ['2, k, 22', [0.403336, -0.0723589, 1.0]], ['2, k, 23', [0.728494, 0.0383959, 1.0]], ['2, k, 24', [0.660293, -0.0027594, 1.0]]]
[['2, k, 0', [0.040104, -0.427515, 1.0]], ['2, k, 1', [0.0295809, -0.136008, 1.0]], ['2, k, 2', [0.0147494, 0.151984, 1.0]], ['2, k, 3', [0.0407561, 0.283787, 1.0]], ['2, k, 4', [-0.0690344, 0.0316148, 1.0]], ['2, k, 5', [0.122471, -0.0321522, 1.0]], ['2, k, 6', [0.296483, -0.0800873, 1.0]], ['2, k, 7', [0.372557, -0.0849188, 1.0]], ['2, k, 8', [0.200941, 0.072052, 1.0]], ['2, k, 9', [0.406095, 0.037324, 1.0]], ['2, k, 10', [0.599062, 0.0349535, 1.0]], ['2, k, 11', [0.639845, 0.0338909, 1.0]], ['2, k, 12', [-0.00528398, -0.429853, 1.0]], ['2, k, 13', [-0.0637658, -0.65973, 1.0]], ['2, k, 14', [-0.0568707, -0.899463, 1.0]], ['2, k, 15', [-0.0992981, -0.971899, 1.0]], ['2, k, 16', [0.0897405, -0.418953, 1.0]], ['2, k, 17', [0.146217, -0.688201, 1.0]], ['2, k, 18', [0.142197, -0.896859, 1.0]], ['2, k, 19', [0.205424, -0.944001, 1.0]], ['2, k, 20', [0.0186649, 0.0805226, 1.0]], ['2, k, 21', [0.420122, -0.0852321, 1.0]], ['2, k, 22', [0.361324, -0.0698914, 1.0]], ['2, k, 23', [0.690966, 0.0237306, 1.0]], ['2, k, 24', [0.643804, 0.00501018, 1.0]]]
[['2, k, 0', [0.0410161, -0.428235, 1.0]], ['2, k, 1', [0.028978, -0.135739, 1.0]], ['2, k, 2', [0.0122739, 0.154217, 1.0]], ['2, k, 3', [0.0401996, 0.284365, 1.0]], ['2, k, 4', [-0.0565701, 0.0240945, 1.0]], ['2, k, 5', [0.129071, -0.0595295, 1.0]], ['2, k, 6', [0.304285, -0.0760259, 1.0]], ['2, k, 7', [0.39597, -0.0782661, 1.0]], ['2, k, 8', [0.201452, 0.071541, 1.0]], ['2, k, 9', [0.391581, 0.037298, 1.0]], ['2, k, 10', [0.600973, 0.0444096, 1.0]], ['2, k, 11', [0.61649, 0.0373286, 1.0]], ['2, k, 12', [-0.00164887, -0.431876, 1.0]], ['2, k, 13', [-0.0658247, -0.660564, 1.0]], ['2, k, 14', [-0.0567197, -0.899546, 1.0]], ['2, k, 15', [-0.092897, -0.975046, 1.0]], ['2, k, 16', [0.0888146, -0.419265, 1.0]], ['2, k, 17', [0.13941, -0.690766, 1.0]], ['2, k, 18', [0.142242, -0.896898, 1.0]], ['2, k, 19', [0.148281, -0.979392, 1.0]], ['2, k, 20', [0.0166394, 0.0822261, 1.0]], ['2, k, 21', [0.438941, -0.0791729, 1.0]], ['2, k, 22', [0.445598, -0.0955885, 1.0]], ['2, k, 23', [0.659797, 0.0298506, 1.0]], ['2, k, 24', [0.637394, 0.0153917, 1.0]]]
[['2, k, 0', [0.042069, -0.427814, 1.0]], ['2, k, 1', [0.0293457, -0.134175, 1.0]], ['2, k, 2', [0.0124985, 0.156469, 1.0]], ['2, k, 3', [0.0388006, 0.284294, 1.0]], ['2, k, 4', [-0.0526823, 0.0197445, 1.0]], ['2, k, 5', [0.130955, -0.0164978, 1.0]], ['2, k, 6', [0.372714, -0.0647956, 1.0]], ['2, k, 7', [0.420503, -0.0702179, 1.0]], ['2, k, 8', [0.202539, 0.0750755, 1.0]], ['2, k, 9', [0.397541, 0.0371947, 1.0]], ['2, k, 10', [0.600506, 0.037926, 1.0]], ['2, k, 11', [0.610149, 0.0440639, 1.0]], ['2, k, 12', [0.00377191, -0.430888, 1.0]], ['2, k, 13', [-0.0682645, -0.657174, 1.0]], ['2, k, 14', [-0.0565813, -0.899745, 1.0]], ['2, k, 15', [-0.113178, -0.963614, 1.0]], ['2, k, 16', [0.0869105, -0.41624, 1.0]], ['2, k, 17', [0.142764, -0.687846, 1.0]], ['2, k, 18', [0.141038, -0.894849, 1.0]], ['2, k, 19', [0.148101, -1.0091, 1.0]], ['2, k, 20', [0.0168497, 0.084384, 1.0]], ['2, k, 21', [0.471183, -0.0653351, 1.0]], ['2, k, 22', [0.447654, -0.0438035, 1.0]], ['2, k, 23', [0.645694, 0.0450732, 1.0]], ['2, k, 24', [0.604043, 0.0161353, 1.0]]]
[['2, k, 0', [0.0428818, -0.427737, 1.0]], ['2, k, 1', [0.0292368, -0.132374, 1.0]], ['2, k, 2', [0.0113689, 0.161157, 1.0]], ['2, k, 3', [0.0337183, 0.285724, 1.0]], ['2, k, 4', [-0.0461108, 0.016607, 1.0]], ['2, k, 5', [0.194084, -0.0273449, 1.0]], ['2, k, 6', [0.401193, -0.0637515, 1.0]], ['2, k, 7', [0.454165, -0.0614384, 1.0]], ['2, k, 8', [0.184684, 0.0805876, 1.0]], ['2, k, 9', [0.349545, 0.0464355, 1.0]], ['2, k, 10', [0.585727, 0.0475196, 1.0]], ['2, k, 11', [0.583558, 0.0505593, 1.0]], ['2, k, 12', [0.00700675, -0.431396, 1.0]], ['2, k, 13', [-0.0684228, -0.65661, 1.0]], ['2, k, 14', [-0.0595013, -0.900156, 1.0]], ['2, k, 15', [-0.0749581, -0.982432, 1.0]], ['2, k, 16', [0.0848933, -0.415155, 1.0]], ['2, k, 17', [0.143897, -0.686808, 1.0]], ['2, k, 18', [0.140436, -0.894973, 1.0]], ['2, k, 19', [0.156159, -1.01015, 1.0]], ['2, k, 20', [0.0159721, 0.0882995, 1.0]], ['2, k, 21', [0.50472, -0.0615129, 1.0]], ['2, k, 22', [0.466532, -0.0377306, 1.0]], ['2, k, 23', [0.613891, 0.0455764, 1.0]], ['2, k, 24', [0.593373, 0.0376017, 1.0]]]
[['2, k, 0', [0.0433432, -0.427389, 1.0]], ['2, k, 1', [0.0293375, -0.130837, 1.0]], ['2, k, 2', [0.0117241, 0.16247, 1.0]], ['2, k, 3', [0.0328675, 0.288991, 1.0]], ['2, k, 4', [-0.0385785, 0.0162183, 1.0]], ['2, k, 5', [0.206071, -0.0282967, 1.0]], ['2, k, 6', [0.409666, -0.0639431, 1.0]], ['2, k, 7', [0.469486, -0.0548916, 1.0]], ['2, k, 8', [0.180196, 0.0815388, 1.0]], ['2, k, 9', [0.346302, 0.0477657, 1.0]], ['2, k, 10', [0.520833, 0.0513618, 1.0]], ['2, k, 11', [0.538383, 0.0505289, 1.0]], ['2, k, 12', [0.01017, -0.430662, 1.0]], ['2, k, 13', [-0.066193, -0.653437, 1.0]], ['2, k, 14', [-0.0592252, -0.900823, 1.0]], ['2, k, 15', [-0.117705, -0.963034, 1.0]], ['2, k, 16', [0.0827926, -0.413999, 1.0]], ['2, k, 17', [0.143837, -0.684082, 1.0]], ['2, k, 18', [0.138935, -0.895766, 1.0]], ['2, k, 19', [0.218172, -0.941335, 1.0]], ['2, k, 20', [0.0161891, 0.0897812, 1.0]], ['2, k, 21', [0.522036, -0.0544452, 1.0]], ['2, k, 22', [0.480582, -0.0296336, 1.0]], ['2, k, 23', [0.564786, 0.0509145, 1.0]], ['2, k, 24', [0.543987, 0.021919, 1.0]]]
[['2, k, 0', [0.0438373, -0.427189, 1.0]], ['2, k, 1', [0.0299684, -0.129674, 1.0]], ['2, k, 2', [0.0131221, 0.164035, 1.0]], ['2, k, 3', [0.0241988, 0.291334, 1.0]], ['2, k, 4', [-0.0351839, 0.0163802, 1.0]], ['2, k, 5', [0.211308, -0.0272542, 1.0]], ['2, k, 6', [0.410674, -0.0595558, 1.0]], ['2, k, 7', [0.456434, -0.0548376, 1.0]], ['2, k, 8', [0.13484, 0.0958629, 1.0]], ['2, k, 9', [0.314703, 0.0584428, 1.0]], ['2, k, 10', [0.49294, 0.055426, 1.0]], ['2, k, 11', [0.512977, 0.0557672, 1.0]], ['2, k, 12', [0.0131442, -0.431253, 1.0]], ['2, k, 13', [-0.0644782, -0.678075, 1.0]], ['2, k, 14', [-0.0576235, -0.895324, 1.0]], ['2, k, 15', [-0.109351, -0.962725, 1.0]], ['2, k, 16', [0.0809914, -0.413028, 1.0]], ['2, k, 17', [0.113015, -0.69479, 1.0]], ['2, k, 18', [0.139164, -0.901798, 1.0]], ['2, k, 19', [0.223125, -0.946629, 1.0]], ['2, k, 20', [0.0173477, 0.0912747, 1.0]], ['2, k, 21', [0.508561, -0.0449746, 1.0]], ['2, k, 22', [0.434557, -0.0267975, 1.0]], ['2, k, 23', [0.532349, 0.0466668, 1.0]], ['2, k, 24', [0.517177, 0.0178476, 1.0]]]
[['2, k, 0', [0.0448006, -0.426467, 1.0]], ['2, k, 1', [0.0301359, -0.127646, 1.0]], ['2, k, 2', [0.0123042, 0.167223, 1.0]], ['2, k, 3', [0.0229983, 0.296195, 1.0]], ['2, k, 4', [-0.0335228, 0.0169747, 1.0]], ['2, k, 5', [0.214444, -0.0277933, 1.0]], ['2, k, 6', [0.415097, -0.0560227, 1.0]], ['2, k, 7', [0.491066, -0.0527653, 1.0]], ['2, k, 8', [0.134042, 0.0969486, 1.0]], ['2, k, 9', [0.278423, 0.0704685, 1.0]], ['2, k, 10', [0.457441, 0.0517955, 1.0]], ['2, k, 11', [0.486539, 0.045603, 1.0]], ['2, k, 12', [0.01635, -0.430534, 1.0]], ['2, k, 13', [-0.0645357, -0.651756, 1.0]], ['2, k, 14', [-0.058738, -0.895989, 1.0]], ['2, k, 15', [0.0274161, -0.94087, 1.0]], ['2, k, 16', [0.0796054, -0.410881, 1.0]], ['2, k, 17', [0.118847, -0.686844, 1.0]], ['2, k, 18', [0.135899, -0.897132, 1.0]], ['2, k, 19', [0.14685, -0.978301, 1.0]], ['2, k, 20', [0.016813, 0.0941774, 1.0]], ['2, k, 21', [0.539139, -0.0532458, 1.0]], ['2, k, 22', [0.495052, -0.0291409, 1.0]], ['2, k, 23', [0.501064, 0.0572216, 1.0]], ['2, k, 24', [0.481277, 0.0338578, 1.0]]]
[['2, k, 0', [0.0458177, -0.42612, 1.0]], ['2, k, 1', [0.0309457, -0.127023, 1.0]], ['2, k, 2', [0.0132038, 0.167758, 1.0]], ['2, k, 3', [0.0217864, 0.296016, 1.0]], ['2, k, 4', [-0.030527, 0.0166735, 1.0]], ['2, k, 5', [0.218495, -0.0281678, 1.0]], ['2, k, 6', [0.422144, -0.0542486, 1.0]], ['2, k, 7', [0.497134, -0.0486045, 1.0]], ['2, k, 8', [0.134283, 0.0972044, 1.0]], ['2, k, 9', [0.274625, 0.0719338, 1.0]], ['2, k, 10', [0.408634, 0.0643485, 1.0]], ['2, k, 11', [0.427137, 0.0569042, 1.0]], ['2, k, 12', [0.0181243, -0.430593, 1.0]], ['2, k, 13', [-0.0646072, -0.649983, 1.0]], ['2, k, 14', [-0.0635395, -0.901118, 1.0]], ['2, k, 15', [-0.10235, -0.976031, 1.0]], ['2, k, 16', [0.0794276, -0.410595, 1.0]], ['2, k, 17', [0.120715, -0.682974, 1.0]], ['2, k, 18', [0.135829, -0.903877, 1.0]], ['2, k, 19', [0.192438, -0.965457, 1.0]], ['2, k, 20', [0.0176857, 0.0947464, 1.0]], ['2, k, 21', [0.550322, -0.0492591, 1.0]], ['2, k, 22', [0.505209, -0.0200801, 1.0]], ['2, k, 23', [0.455242, 0.0668688, 1.0]], ['2, k, 24', [0.451553, 0.0316617, 1.0]]]
[['2, k, 0', [0.0468665, -0.425502, 1.0]], ['2, k, 1', [0.030789, -0.125958, 1.0]], ['2, k, 2', [0.0116098, 0.169155, 1.0]], ['2, k, 3', [0.0229123, 0.297273, 1.0]], ['2, k, 4', [-0.029401, 0.0165756, 1.0]], ['2, k, 5', [0.219818, -0.0292232, 1.0]], ['2, k, 6', [0.426113, -0.0528374, 1.0]], ['2, k, 7', [0.4954, -0.0506872, 1.0]], ['2, k, 8', [0.131818, 0.0957137, 1.0]], ['2, k, 9', [0.27074, 0.0742644, 1.0]], ['2, k, 10', [0.427591, 0.0626767, 1.0]], ['2, k, 11', [0.433931, 0.0572025, 1.0]], ['2, k, 12', [0.0208425, -0.429953, 1.0]], ['2, k, 13', [-0.0647916, -0.649196, 1.0]], ['2, k, 14', [-0.0633306, -0.901006, 1.0]], ['2, k, 15', [-0.114519, -0.968927, 1.0]], ['2, k, 16', [0.078753, -0.409961, 1.0]], ['2, k, 17', [0.120862, -0.6868, 1.0]], ['2, k, 18', [0.1351, -0.906635, 1.0]], ['2, k, 19', [0.211695, -0.85557, 1.0]], ['2, k, 20', [0.016492, 0.0960714, 1.0]], ['2, k, 21', [0.548757, -0.0430796, 1.0]], ['2, k, 22', [0.484518, -0.026783, 1.0]], ['2, k, 23', [0.442975, 0.0627246, 1.0]], ['2, k, 24', [0.43118, 0.0369865, 1.0]]]
[['2, k, 0', [0.0518162, -0.47157, 1.0]], ['2, k, 1', [0.0321482, -0.135038, 1.0]], ['2, k, 2', [0.0125619, 0.170707, 1.0]], ['2, k, 3', [0.0244253, 0.298451, 1.0]], ['2, k, 4', [-0.0267962, 0.0166039, 1.0]], ['2, k, 5', [0.222188, -0.0288593, 1.0]], ['2, k, 6', [0.45608, -0.0519891, 1.0]], ['2, k, 7', [0.504297, -0.0457974, 1.0]], ['2, k, 8', [0.13363, 0.0966598, 1.0]], ['2, k, 9', [0.26975, 0.0750436, 1.0]], ['2, k, 10', [0.391989, 0.0495205, 1.0]], ['2, k, 11', [0.403254, 0.0593475, 1.0]], ['2, k, 12', [0.02304, -0.471525, 1.0]], ['2, k, 13', [-0.0912469, -0.70728, 1.0]], ['2, k, 14', [-0.0633346, -0.900266, 1.0]], ['2, k, 15', [-0.116593, -0.966458, 1.0]], ['2, k, 16', [0.0800209, -0.466564, 1.0]], ['2, k, 17', [0.158675, -0.713454, 1.0]], ['2, k, 18', [0.135537, -0.90748, 1.0]], ['2, k, 19', [0.212365, -0.851682, 1.0]], ['2, k, 20', [0.0172146, 0.0960866, 1.0]], ['2, k, 21', [0.550122, -0.0449374, 1.0]], ['2, k, 22', [0.496568, -0.0223601, 1.0]], ['2, k, 23', [0.415787, 0.0658485, 1.0]], ['2, k, 24', [0.414544, 0.0353235, 1.0]]]
