[['2, k, 0', [-0.3805821, 0.008953178, 1.0]], ['2, k, 1', [-0.4068137, 0.3180874, 1.0]], ['2, k, 2', [-0.4300006, 0.6154908, 1.0]], ['2, k, 3', [-0.4440552, 0.750295, 1.0]], ['2, k, 4', [-0.601098, 0.4999654, 1.0]], ['2, k, 5', [-0.6771548, 0.293181, 1.0]], ['2, k, 6', [-0.6100245, 0.09337856, 1.0]], ['2, k, 7', [-0.5958892, 0.02937037, 1.0]], ['2, k, 8', [-0.2486613, 0.5339963, 1.0]], ['2, k, 9', [-0.1561728, 0.3239677, 1.0]], ['2, k, 10', [-0.1695682, 0.1354849, 1.0]], ['2, k, 11', [-0.1776822, 0.08511947, 1.0]], ['2, k, 12', [-0.4547597, 0.006841994, 1.0]], ['2, k, 13', [-0.4584133, -0.3530506, 1.0]], ['2, k, 14', [-0.4712783, -0.6519879, 1.0]], ['2, k, 15', [-0.4906688, -0.7272795, 1.0]], ['2, k, 16', [-0.294267, 0.01035195, 1.0]], ['2, k, 17', [-0.2594261, -0.3919059, 1.0]], ['2, k, 18', [-0.1874009, -0.6647576, 1.0]], ['2, k, 19', [-0.1592859, -0.7118418, 1.0]], ['2, k, 20', [-0.4246708, 0.5427124, 1.0]], ['2, k, 21', [-0.5986623, -0.04132006, 1.0]], ['2, k, 22', [-0.6226319, 0.06478098, 1.0]], ['2, k, 23', [-0.1267198, 0.01736545, 1.0]], ['2, k, 24', [-0.2428797, 0.03176742, 1.0]]]
[['2, k, 0', [-0.394904, 0.007251546, 1.0]], ['2, k, 1', [-0.4155129, 0.3178815, 1.0]], ['2, k, 2', [-0.4332015, 0.6165879, 1.0]], ['2, k, 3', [-0.4375037, 0.7511443, 1.0]], ['2, k, 4', [-0.6023275, 0.503887, 1.0]], ['2, k, 5', [-0.6782236, 0.2729276, 1.0]], ['2, k, 6', [-0.6304436, 0.06670589, 1.0]], ['2, k, 7', [-0.6016412, 0.02048295, 1.0]], ['2, k, 8', [-0.250318, 0.5278422, 1.0]], ['2, k, 9', [-0.1560386, 0.3323089, 1.0]], ['2, k, 10', [-0.1593407, 0.168576, 1.0]], ['2, k, 11', [-0.1575784, 0.1211449, 1.0]], ['2, k, 12', [-0.4695106, 0.007500952, 1.0]], ['2, k, 13', [-0.4634534, -0.3588968, 1.0]], ['2, k, 14', [-0.4708272, -0.6499844, 1.0]], ['2, k, 15', [-0.4912719, -0.7267905, 1.0]], ['2, k, 16', [-0.3081455, 0.006666268, 1.0]], ['2, k, 17', [-0.2680106, -0.3884203, 1.0]], ['2, k, 18', [-0.1937017, -0.6613911, 1.0]], ['2, k, 19', [-0.1568435, -0.7149163, 1.0]], ['2, k, 20', [-0.4294586, 0.5434098, 1.0]], ['2, k, 21', [-0.5693246, -0.08711941, 1.0]], ['2, k, 22', [-0.6606895, 0.05899951, 1.0]], ['2, k, 23', [-0.140647, 0.0531103, 1.0]], ['2, k, 24', [-0.1052333, 0.162017, 1.0]]]
[['2, k, 0', [-0.3950001, 0.007104232, 1.0]], ['2, k, 1', [-0.4154575, 0.3177167, 1.0]], ['2, k, 2', [-0.4328317, 0.6165762, 1.0]], ['2, k, 3', [-0.4376099, 0.7511018, 1.0]], ['2, k, 4', [-0.6025161, 0.5042389, 1.0]], ['2, k, 5', [-0.6781318, 0.2716308, 1.0]], ['2, k, 6', [-0.6305789, 0.06537523, 1.0]], ['2, k, 7', [-0.603887, 0.0260568, 1.0]], ['2, k, 8', [-0.2500103, 0.5273845, 1.0]], ['2, k, 9', [-0.1620175, 0.3250818, 1.0]], ['2, k, 10', [-0.1616285, 0.1586376, 1.0]], ['2, k, 11', [-0.1624554, 0.1043795, 1.0]], ['2, k, 12', [-0.4695203, 0.007410967, 1.0]], ['2, k, 13', [-0.4638523, -0.3589076, 1.0]], ['2, k, 14', [-0.4712228, -0.6507489, 1.0]], ['2, k, 15', [-0.4913281, -0.7270498, 1.0]], ['2, k, 16', [-0.3083078, 0.006441208, 1.0]], ['2, k, 17', [-0.269114, -0.3902153, 1.0]], ['2, k, 18', [-0.1943926, -0.6615165, 1.0]], ['2, k, 19', [-0.1576364, -0.7146966, 1.0]], ['2, k, 20', [-0.4291504, 0.5433558, 1.0]], ['2, k, 21', [-0.572826, -0.08799761, 1.0]], ['2, k, 22', [-0.6556793, 0.04997015, 1.0]], ['2, k, 23', [-0.1457729, 0.03030148, 1.0]], ['2, k, 24', [-0.111566, 0.1417831, 1.0]]]
[['2, k, 0', [-0.394993, 0.007136873, 1.0]], ['2, k, 1', [-0.4154704, 0.3177305, 1.0]], ['2, k, 2', [-0.43288, 0.6165969, 1.0]], ['2, k, 3', [-0.437647, 0.7510173, 1.0]], ['2, k, 4', [-0.6024939, 0.504168, 1.0]], ['2, k, 5', [-0.6782648, 0.2718161, 1.0]], ['2, k, 6', [-0.6305047, 0.06561602, 1.0]], ['2, k, 7', [-0.6006684, 0.01999089, 1.0]], ['2, k, 8', [-0.2497622, 0.5276895, 1.0]], ['2, k, 9', [-0.162734, 0.3242694, 1.0]], ['2, k, 10', [-0.1567812, 0.1551003, 1.0]], ['2, k, 11', [-0.1491594, 0.1062064, 1.0]], ['2, k, 12', [-0.4694659, 0.00740403, 1.0]], ['2, k, 13', [-0.4636606, -0.359005, 1.0]], ['2, k, 14', [-0.4711334, -0.6506298, 1.0]], ['2, k, 15', [-0.4909372, -0.7269873, 1.0]], ['2, k, 16', [-0.3083294, 0.006610532, 1.0]], ['2, k, 17', [-0.2732513, -0.3922331, 1.0]], ['2, k, 18', [-0.2066928, -0.6514162, 1.0]], ['2, k, 19', [-0.1607808, -0.7090554, 1.0]], ['2, k, 20', [-0.4291829, 0.5433788, 1.0]], ['2, k, 21', [-0.5677969, -0.08710567, 1.0]], ['2, k, 22', [-0.6588957, 0.05324926, 1.0]], ['2, k, 23', [-0.1247151, 0.0332143, 1.0]], ['2, k, 24', [-0.09569949, 0.145724, 1.0]]]
[['2, k, 0', [-0.394948, 0.007016801, 1.0]], ['2, k, 1', [-0.4154884, 0.3177093, 1.0]], ['2, k, 2', [-0.4329587, 0.6166331, 1.0]], ['2, k, 3', [-0.4376336, 0.7509314, 1.0]], ['2, k, 4', [-0.6025118, 0.5041401, 1.0]], ['2, k, 5', [-0.6788278, 0.2721121, 1.0]], ['2, k, 6', [-0.6306863, 0.06600685, 1.0]], ['2, k, 7', [-0.6018207, 0.01859356, 1.0]], ['2, k, 8', [-0.2497243, 0.5274233, 1.0]], ['2, k, 9', [-0.1628935, 0.3242419, 1.0]], ['2, k, 10', [-0.1511024, 0.1573985, 1.0]], ['2, k, 11', [-0.1336493, 0.1153915, 1.0]], ['2, k, 12', [-0.4693879, 0.007242084, 1.0]], ['2, k, 13', [-0.4636309, -0.359032, 1.0]], ['2, k, 14', [-0.471329, -0.6504164, 1.0]], ['2, k, 15', [-0.4921057, -0.7273508, 1.0]], ['2, k, 16', [-0.3082956, 0.006532572, 1.0]], ['2, k, 17', [-0.271278, -0.391301, 1.0]], ['2, k, 18', [-0.2049302, -0.6508318, 1.0]], ['2, k, 19', [-0.1606209, -0.7072876, 1.0]], ['2, k, 20', [-0.4292274, 0.5433947, 1.0]], ['2, k, 21', [-0.5660695, -0.08888766, 1.0]], ['2, k, 22', [-0.6559312, 0.0513582, 1.0]], ['2, k, 23', [-0.1055526, 0.03947551, 1.0]], ['2, k, 24', [-0.07933208, 0.1525054, 1.0]]]
[['2, k, 0', [-0.3949353, 0.00697548, 1.0]], ['2, k, 1', [-0.4155003, 0.3176829, 1.0]], ['2, k, 2', [-0.4329869, 0.6166288, 1.0]], ['2, k, 3', [-0.437623, 0.7508849, 1.0]], ['2, k, 4', [-0.6025914, 0.5041328, 1.0]], ['2, k, 5', [-0.6788263, 0.2717603, 1.0]], ['2, k, 6', [-0.6304317, 0.06568383, 1.0]], ['2, k, 7', [-0.6038801, 0.0223046, 1.0]], ['2, k, 8', [-0.249747, 0.5273088, 1.0]], ['2, k, 9', [-0.1622775, 0.3256372, 1.0]], ['2, k, 10', [-0.1337157, 0.170398, 1.0]], ['2, k, 11', [-0.1146446, 0.1350325, 1.0]], ['2, k, 12', [-0.4693609, 0.007136549, 1.0]], ['2, k, 13', [-0.4634539, -0.3590675, 1.0]], ['2, k, 14', [-0.4722615, -0.6514639, 1.0]], ['2, k, 15', [-0.4922232, -0.7274119, 1.0]], ['2, k, 16', [-0.3082819, 0.006540572, 1.0]], ['2, k, 17', [-0.2698836, -0.3913686, 1.0]], ['2, k, 18', [-0.2032121, -0.6510672, 1.0]], ['2, k, 19', [-0.1609613, -0.7074115, 1.0]], ['2, k, 20', [-0.4292443, 0.5433884, 1.0]], ['2, k, 21', [-0.5700508, -0.08820948, 1.0]], ['2, k, 22', [-0.654282, 0.0465314, 1.0]], ['2, k, 23', [-0.08341153, 0.06237954, 1.0]], ['2, k, 24', [-0.06280614, 0.1737982, 1.0]]]
[['2, k, 0', [-0.3951846, 0.006885936, 1.0]], ['2, k, 1', [-0.4156597, 0.317649, 1.0]], ['2, k, 2', [-0.4331022, 0.6166708, 1.0]], ['2, k, 3', [-0.4376339, 0.7508752, 1.0]], ['2, k, 4', [-0.6025882, 0.504122, 1.0]], ['2, k, 5', [-0.6795251, 0.2730216, 1.0]], ['2, k, 6', [-0.6305867, 0.0670874, 1.0]], ['2, k, 7', [-0.6066729, 0.02514814, 1.0]], ['2, k, 8', [-0.2496641, 0.5272189, 1.0]], ['2, k, 9', [-0.1605178, 0.3304084, 1.0]], ['2, k, 10', [-0.1255636, 0.1918247, 1.0]], ['2, k, 11', [-0.1013006, 0.1659405, 1.0]], ['2, k, 12', [-0.4695905, 0.007058154, 1.0]], ['2, k, 13', [-0.4633042, -0.3588266, 1.0]], ['2, k, 14', [-0.472286, -0.6509843, 1.0]], ['2, k, 15', [-0.4917962, -0.727005, 1.0]], ['2, k, 16', [-0.3085091, 0.006452587, 1.0]], ['2, k, 17', [-0.2687434, -0.3902353, 1.0]], ['2, k, 18', [-0.2011827, -0.6497638, 1.0]], ['2, k, 19', [-0.1608072, -0.707697, 1.0]], ['2, k, 20', [-0.4293545, 0.5434148, 1.0]], ['2, k, 21', [-0.5745739, -0.08633042, 1.0]], ['2, k, 22', [-0.6599618, 0.04960994, 1.0]], ['2, k, 23', [-0.06192311, 0.09440733, 1.0]], ['2, k, 24', [-0.05441821, 0.2054948, 1.0]]]
[['2, k, 0', [-0.3951925, 0.006915628, 1.0]], ['2, k, 1', [-0.41569, 0.3176552, 1.0]], ['2, k, 2', [-0.4331525, 0.6166989, 1.0]], ['2, k, 3', [-0.4376406, 0.750888, 1.0]], ['2, k, 4', [-0.6025987, 0.5041387, 1.0]], ['2, k, 5', [-0.6798756, 0.2733901, 1.0]], ['2, k, 6', [-0.631891, 0.06724572, 1.0]], ['2, k, 7', [-0.605845, 0.02388605, 1.0]], ['2, k, 8', [-0.2497094, 0.5272956, 1.0]], ['2, k, 9', [-0.1525461, 0.3458914, 1.0]], ['2, k, 10', [-0.1104442, 0.2357048, 1.0]], ['2, k, 11', [-0.0929499, 0.2156481, 1.0]], ['2, k, 12', [-0.469558, 0.007093961, 1.0]], ['2, k, 13', [-0.4632972, -0.3585152, 1.0]], ['2, k, 14', [-0.4722856, -0.6509827, 1.0]], ['2, k, 15', [-0.4905139, -0.7264716, 1.0]], ['2, k, 16', [-0.3085531, 0.006475828, 1.0]], ['2, k, 17', [-0.2723722, -0.3889208, 1.0]], ['2, k, 18', [-0.2006579, -0.6475293, 1.0]], ['2, k, 19', [-0.1609294, -0.7076316, 1.0]], ['2, k, 20', [-0.4293918, 0.5434369, 1.0]], ['2, k, 21', [-0.5718924, -0.08578388, 1.0]], ['2, k, 22', [-0.6559206, 0.04698658, 1.0]], ['2, k, 23', [-0.05226304, 0.1524797, 1.0]], ['2, k, 24', [-0.05145232, 0.2524797, 1.0]]]
[['2, k, 0', [-0.3955525, 0.006976471, 1.0]], ['2, k, 1', [-0.4157998, 0.3176849, 1.0]], ['2, k, 2', [-0.433156, 0.6167319, 1.0]], ['2, k, 3', [-0.4375837, 0.7509642, 1.0]], ['2, k, 4', [-0.602685, 0.5041772, 1.0]], ['2, k, 5', [-0.6804984, 0.2744403, 1.0]], ['2, k, 6', [-0.6321765, 0.06843027, 1.0]], ['2, k, 7', [-0.6064595, 0.02352806, 1.0]], ['2, k, 8', [-0.2496304, 0.5274929, 1.0]], ['2, k, 9', [-0.152526, 0.3614916, 1.0]], ['2, k, 10', [-0.1129168, 0.2921392, 1.0]], ['2, k, 11', [-0.09408685, 0.2783889, 1.0]], ['2, k, 12', [-0.4700285, 0.007185061, 1.0]], ['2, k, 13', [-0.4637855, -0.358401, 1.0]], ['2, k, 14', [-0.4722542, -0.6510131, 1.0]], ['2, k, 15', [-0.4905112, -0.7265883, 1.0]], ['2, k, 16', [-0.3087933, 0.006514098, 1.0]], ['2, k, 17', [-0.2709695, -0.3884154, 1.0]], ['2, k, 18', [-0.2000535, -0.6469942, 1.0]], ['2, k, 19', [-0.1607572, -0.7070045, 1.0]], ['2, k, 20', [-0.4294074, 0.5434701, 1.0]], ['2, k, 21', [-0.5720858, -0.08244548, 1.0]], ['2, k, 22', [-0.6546711, 0.04402262, 1.0]], ['2, k, 23', [-0.03622574, 0.2408161, 1.0]], ['2, k, 24', [-0.05695156, 0.3130372, 1.0]]]
[['2, k, 0', [-0.3956829, 0.00698624, 1.0]], ['2, k, 1', [-0.4158196, 0.3176867, 1.0]], ['2, k, 2', [-0.4331079, 0.6167631, 1.0]], ['2, k, 3', [-0.437483, 0.7510053, 1.0]], ['2, k, 4', [-0.6025977, 0.50429, 1.0]], ['2, k, 5', [-0.6809513, 0.2757042, 1.0]], ['2, k, 6', [-0.6325533, 0.06976581, 1.0]], ['2, k, 7', [-0.6070969, 0.02916428, 1.0]], ['2, k, 8', [-0.2496539, 0.5274923, 1.0]], ['2, k, 9', [-0.1536579, 0.3556899, 1.0]], ['2, k, 10', [-0.1012079, 0.3524679, 1.0]], ['2, k, 11', [-0.09274698, 0.3484915, 1.0]], ['2, k, 12', [-0.4701493, 0.007211013, 1.0]], ['2, k, 13', [-0.4637243, -0.3586551, 1.0]], ['2, k, 14', [-0.4722666, -0.650866, 1.0]], ['2, k, 15', [-0.4912201, -0.726774, 1.0]], ['2, k, 16', [-0.3089494, 0.006501751, 1.0]], ['2, k, 17', [-0.2702175, -0.3877121, 1.0]], ['2, k, 18', [-0.1993928, -0.6463676, 1.0]], ['2, k, 19', [-0.1610083, -0.7073828, 1.0]], ['2, k, 20', [-0.4293811, 0.5434918, 1.0]], ['2, k, 21', [-0.5713971, -0.0800046, 1.0]], ['2, k, 22', [-0.6555825, 0.04558015, 1.0]], ['2, k, 23', [-0.0500347, 0.3379466, 1.0]], ['2, k, 24', [-0.0665308, 0.381998, 1.0]]]
[['2, k, 0', [-0.3957775, 0.006945905, 1.0]], ['2, k, 1', [-0.4158877, 0.3176261, 1.0]], ['2, k, 2', [-0.4331448, 0.6167184, 1.0]], ['2, k, 3', [-0.4373134, 0.750966, 1.0]], ['2, k, 4', [-0.6024354, 0.5042856, 1.0]], ['2, k, 5', [-0.6810941, 0.2761045, 1.0]], ['2, k, 6', [-0.6325762, 0.07017846, 1.0]], ['2, k, 7', [-0.6072136, 0.02679305, 1.0]], ['2, k, 8', [-0.2497337, 0.5276343, 1.0]], ['2, k, 9', [-0.1457883, 0.3513041, 1.0]], ['2, k, 10', [-0.1152628, 0.3911764, 1.0]], ['2, k, 11', [-0.09872722, 0.4163745, 1.0]], ['2, k, 12', [-0.4701931, 0.007209377, 1.0]], ['2, k, 13', [-0.4640405, -0.3588555, 1.0]], ['2, k, 14', [-0.472165, -0.6506944, 1.0]], ['2, k, 15', [-0.491254, -0.7268557, 1.0]], ['2, k, 16', [-0.309126, 0.006357985, 1.0]], ['2, k, 17', [-0.2692314, -0.386929, 1.0]], ['2, k, 18', [-0.1990051, -0.6458078, 1.0]], ['2, k, 19', [-0.1615878, -0.7069936, 1.0]], ['2, k, 20', [-0.429419, 0.5434491, 1.0]], ['2, k, 21', [-0.569857, -0.08130768, 1.0]], ['2, k, 22', [-0.650228, 0.03802046, 1.0]], ['2, k, 23', [-0.07965114, 0.4356555, 1.0]], ['2, k, 24', [-0.04911864, 0.4457804, 1.0]]]
[['2, k, 0', [-0.3957073, 0.006922078, 1.0]], ['2, k, 1', [-0.4158571, 0.3175568, 1.0]], ['2, k, 2', [-0.4331332, 0.6166494, 1.0]], ['2, k, 3', [-0.4371331, 0.7509729, 1.0]], ['2, k, 4', [-0.602438, 0.5041984, 1.0]], ['2, k, 5', [-0.6810715, 0.2760912, 1.0]], ['2, k, 6', [-0.6332986, 0.0699861, 1.0]], ['2, k, 7', [-0.6071081, 0.02740065, 1.0]], ['2, k, 8', [-0.2497043, 0.5275552, 1.0]], ['2, k, 9', [-0.1393228, 0.3526397, 1.0]], ['2, k, 10', [-0.1330888, 0.4427073, 1.0]], ['2, k, 11', [-0.1117233, 0.4943103, 1.0]], ['2, k, 12', [-0.4700907, 0.007209281, 1.0]], ['2, k, 13', [-0.4634956, -0.3589149, 1.0]], ['2, k, 14', [-0.4719198, -0.651156, 1.0]], ['2, k, 15', [-0.4907444, -0.7263451, 1.0]], ['2, k, 16', [-0.3091533, 0.006282211, 1.0]], ['2, k, 17', [-0.2683032, -0.385243, 1.0]], ['2, k, 18', [-0.1989832, -0.6443908, 1.0]], ['2, k, 19', [-0.1625384, -0.7057818, 1.0]], ['2, k, 20', [-0.4293961, 0.5433859, 1.0]], ['2, k, 21', [-0.5704052, -0.08066817, 1.0]], ['2, k, 22', [-0.6527968, 0.04774889, 1.0]], ['2, k, 23', [-0.09871163, 0.5284351, 1.0]], ['2, k, 24', [-0.08427434, 0.5723412, 1.0]]]
[['2, k, 0', [-0.3955836, 0.006972953, 1.0]], ['2, k, 1', [-0.415844, 0.3175434, 1.0]], ['2, k, 2', [-0.4332218, 0.6166278, 1.0]], ['2, k, 3', [-0.4370002, 0.7509654, 1.0]], ['2, k, 4', [-0.6019493, 0.5040937, 1.0]], ['2, k, 5', [-0.6806706, 0.2772833, 1.0]], ['2, k, 6', [-0.633786, 0.07102415, 1.0]], ['2, k, 7', [-0.6068211, 0.02572322, 1.0]], ['2, k, 8', [-0.2494268, 0.5294318, 1.0]], ['2, k, 9', [-0.1325517, 0.3569882, 1.0]], ['2, k, 10', [-0.1264755, 0.4961725, 1.0]], ['2, k, 11', [-0.1277659, 0.5600718, 1.0]], ['2, k, 12', [-0.4699832, 0.007224455, 1.0]], ['2, k, 13', [-0.4632285, -0.3587075, 1.0]], ['2, k, 14', [-0.4718416, -0.6511628, 1.0]], ['2, k, 15', [-0.4903582, -0.7264557, 1.0]], ['2, k, 16', [-0.3090393, 0.006421904, 1.0]], ['2, k, 17', [-0.268534, -0.3838797, 1.0]], ['2, k, 18', [-0.1985896, -0.6423538, 1.0]], ['2, k, 19', [-0.1624435, -0.7057946, 1.0]], ['2, k, 20', [-0.4294485, 0.5433714, 1.0]], ['2, k, 21', [-0.5708597, -0.08247948, 1.0]], ['2, k, 22', [-0.6544328, 0.04033385, 1.0]], ['2, k, 23', [-0.1180741, 0.618745, 1.0]], ['2, k, 24', [-0.09679551, 0.5791076, 1.0]]]
[['2, k, 0', [-0.3952185, 0.007013057, 1.0]], ['2, k, 1', [-0.4156103, 0.3175302, 1.0]], ['2, k, 2', [-0.4330309, 0.6166094, 1.0]], ['2, k, 3', [-0.4369493, 0.7509243, 1.0]], ['2, k, 4', [-0.6019012, 0.504026, 1.0]], ['2, k, 5', [-0.6804677, 0.2767279, 1.0]], ['2, k, 6', [-0.634019, 0.07038217, 1.0]], ['2, k, 7', [-0.606024, 0.02732901, 1.0]], ['2, k, 8', [-0.2489978, 0.5305091, 1.0]], ['2, k, 9', [-0.1230375, 0.3622526, 1.0]], ['2, k, 10', [-0.1394148, 0.5956402, 1.0]], ['2, k, 11', [-0.1460347, 0.6071632, 1.0]], ['2, k, 12', [-0.4692994, 0.007348316, 1.0]], ['2, k, 13', [-0.4628846, -0.3583288, 1.0]], ['2, k, 14', [-0.4716371, -0.6513293, 1.0]], ['2, k, 15', [-0.4904563, -0.7266366, 1.0]], ['2, k, 16', [-0.3088164, 0.006418338, 1.0]], ['2, k, 17', [-0.2686829, -0.3826451, 1.0]], ['2, k, 18', [-0.1984963, -0.6424975, 1.0]], ['2, k, 19', [-0.1630302, -0.7054481, 1.0]], ['2, k, 20', [-0.429242, 0.5433586, 1.0]], ['2, k, 21', [-0.5702182, -0.08188271, 1.0]], ['2, k, 22', [-0.6506242, 0.03835651, 1.0]], ['2, k, 23', [-0.1593557, 0.6640034, 1.0]], ['2, k, 24', [-0.1217865, 0.6345497, 1.0]]]
[['2, k, 0', [-0.3949499, 0.007365662, 1.0]], ['2, k, 1', [-0.4154885, 0.3176681, 1.0]], ['2, k, 2', [-0.4329406, 0.6167043, 1.0]], ['2, k, 3', [-0.4369292, 0.7509278, 1.0]], ['2, k, 4', [-0.6018661, 0.5040707, 1.0]], ['2, k, 5', [-0.6806422, 0.2770074, 1.0]], ['2, k, 6', [-0.6340535, 0.07071952, 1.0]], ['2, k, 7', [-0.6077517, 0.03042632, 1.0]], ['2, k, 8', [-0.2486511, 0.5317705, 1.0]], ['2, k, 9', [-0.07052087, 0.3702369, 1.0]], ['2, k, 10', [-0.1429598, 0.5542463, 1.0]], ['2, k, 11', [-0.1646617, 0.624164, 1.0]], ['2, k, 12', [-0.4689302, 0.007870482, 1.0]], ['2, k, 13', [-0.4628586, -0.3569385, 1.0]], ['2, k, 14', [-0.47247, -0.6520632, 1.0]], ['2, k, 15', [-0.4898127, -0.72653, 1.0]], ['2, k, 16', [-0.3086035, 0.006658987, 1.0]], ['2, k, 17', [-0.2689674, -0.3803307, 1.0]], ['2, k, 18', [-0.197718, -0.6426181, 1.0]], ['2, k, 19', [-0.163083, -0.7058866, 1.0]], ['2, k, 20', [-0.4291433, 0.5434638, 1.0]], ['2, k, 21', [-0.5688412, -0.07975403, 1.0]], ['2, k, 22', [-0.6511918, 0.04461939, 1.0]], ['2, k, 23', [-0.1955696, 0.6864672, 1.0]], ['2, k, 24', [-0.1315195, 0.6144388, 1.0]]]
[['2, k, 0', [-0.3945135, 0.007711906, 1.0]], ['2, k, 1', [-0.4153981, 0.3177645, 1.0]], ['2, k, 2', [-0.432945, 0.6167811, 1.0]], ['2, k, 3', [-0.4369578, 0.7508987, 1.0]], ['2, k, 4', [-0.6018434, 0.5040812, 1.0]], ['2, k, 5', [-0.6803104, 0.2769639, 1.0]], ['2, k, 6', [-0.6330771, 0.07069254, 1.0]], ['2, k, 7', [-0.6080801, 0.03154691, 1.0]], ['2, k, 8', [-0.2468499, 0.5317142, 1.0]], ['2, k, 9', [-0.0773266, 0.3456521, 1.0]], ['2, k, 10', [-0.1418437, 0.5549155, 1.0]], ['2, k, 11', [-0.1746169, 0.6215749, 1.0]], ['2, k, 12', [-0.4683616, 0.008360242, 1.0]], ['2, k, 13', [-0.4623343, -0.3560276, 1.0]], ['2, k, 14', [-0.4720303, -0.6517001, 1.0]], ['2, k, 15', [-0.4894316, -0.7264608, 1.0]], ['2, k, 16', [-0.3082359, 0.006910956, 1.0]], ['2, k, 17', [-0.2689328, -0.3795564, 1.0]], ['2, k, 18', [-0.1969404, -0.6440157, 1.0]], ['2, k, 19', [-0.1625773, -0.7069281, 1.0]], ['2, k, 20', [-0.4291222, 0.5435334, 1.0]], ['2, k, 21', [-0.5706682, -0.07056915, 1.0]], ['2, k, 22', [-0.6569321, 0.04189301, 1.0]], ['2, k, 23', [-0.2243853, 0.6913459, 1.0]], ['2, k, 24', [-0.1497694, 0.6184065, 1.0]]]
[['2, k, 0', [-0.3935485, 0.008715777, 1.0]], ['2, k, 1', [-0.4150587, 0.318214, 1.0]], ['2, k, 2', [-0.4328532, 0.6170887, 1.0]], ['2, k, 3', [-0.4369601, 0.7508934, 1.0]], ['2, k, 4', [-0.601571, 0.5037149, 1.0]], ['2, k, 5', [-0.679481, 0.2758306, 1.0]], ['2, k, 6', [-0.632985, 0.06941225, 1.0]], ['2, k, 7', [-0.6081991, 0.03006733, 1.0]], ['2, k, 8', [-0.2464958, 0.5331149, 1.0]], ['2, k, 9', [-0.0870927, 0.389334, 1.0]], ['2, k, 10', [-0.1480986, 0.5645012, 1.0]], ['2, k, 11', [-0.1833248, 0.6251086, 1.0]], ['2, k, 12', [-0.4673834, 0.0092026, 1.0]], ['2, k, 13', [-0.4620172, -0.3552103, 1.0]], ['2, k, 14', [-0.4719516, -0.6515825, 1.0]], ['2, k, 15', [-0.4892564, -0.7265611, 1.0]], ['2, k, 16', [-0.3072443, 0.008086312, 1.0]], ['2, k, 17', [-0.2675508, -0.3772949, 1.0]], ['2, k, 18', [-0.1968884, -0.6443121, 1.0]], ['2, k, 19', [-0.1638543, -0.7047732, 1.0]], ['2, k, 20', [-0.4289828, 0.5438444, 1.0]], ['2, k, 21', [-0.5705026, -0.07249148, 1.0]], ['2, k, 22', [-0.6488188, 0.03597919, 1.0]], ['2, k, 23', [-0.2310041, 0.6835693, 1.0]], ['2, k, 24', [-0.161902, 0.6200489, 1.0]]]
[['2, k, 0', [-0.3921222, 0.009764232, 1.0]], ['2, k, 1', [-0.4146841, 0.3185195, 1.0]], ['2, k, 2', [-0.4328443, 0.6171619, 1.0]], ['2, k, 3', [-0.4367551, 0.7506201, 1.0]], ['2, k, 4', [-0.6016806, 0.5034231, 1.0]], ['2, k, 5', [-0.6790838, 0.2747129, 1.0]], ['2, k, 6', [-0.6330223, 0.06819153, 1.0]], ['2, k, 7', [-0.6068889, 0.0265491, 1.0]], ['2, k, 8', [-0.2466109, 0.5347405, 1.0]], ['2, k, 9', [-0.08813541, 0.3899723, 1.0]], ['2, k, 10', [-0.16058, 0.5629606, 1.0]], ['2, k, 11', [-0.1933178, 0.6173106, 1.0]], ['2, k, 12', [-0.4659059, 0.009895538, 1.0]], ['2, k, 13', [-0.4615071, -0.3543037, 1.0]], ['2, k, 14', [-0.4720032, -0.6515551, 1.0]], ['2, k, 15', [-0.4890041, -0.7264694, 1.0]], ['2, k, 16', [-0.3058616, 0.009494114, 1.0]], ['2, k, 17', [-0.2672392, -0.3768726, 1.0]], ['2, k, 18', [-0.1967985, -0.6414192, 1.0]], ['2, k, 19', [-0.1637472, -0.7045911, 1.0]], ['2, k, 20', [-0.4289083, 0.543946, 1.0]], ['2, k, 21', [-0.569632, -0.07610068, 1.0]], ['2, k, 22', [-0.6565018, 0.04892848, 1.0]], ['2, k, 23', [-0.2281549, 0.6794972, 1.0]], ['2, k, 24', [-0.2619568, 0.5803446, 1.0]]]
