[['2, k, 0', [0.1501954, -0.008177675, 1.0]], ['2, k, 1', [0.1556887, 0.3069738, 1.0]], ['2, k, 2', [0.1605845, 0.6118718, 1.0]], ['2, k, 3', [0.1471489, 0.7532835, 1.0]], ['2, k, 4', [-0.01918318, 0.4986825, 1.0]], ['2, k, 5', [-0.06197544, 0.2516079, 1.0]], ['2, k, 6', [-0.05830207, 0.003963704, 1.0]], ['2, k, 7', [-0.04231108, -0.05879861, 1.0]], ['2, k, 8', [0.3334177, 0.4897058, 1.0]], ['2, k, 9', [0.3758206, 0.2340013, 1.0]], ['2, k, 10', [0.3632106, -0.02257729, 1.0]], ['2, k, 11', [0.3536881, -0.09857262, 1.0]], ['2, k, 12', [0.06904323, -0.006567335, 1.0]], ['2, k, 13', [0.07308795, -0.3234951, 1.0]], ['2, k, 14', [0.1016525, -0.646989, 1.0]], ['2, k, 15', [0.02113342, -0.7075195, 1.0]], ['2, k, 16', [0.2267366, -0.009442842, 1.0]], ['2, k, 17', [0.2428527, -0.3434594, 1.0]], ['2, k, 18', [0.2300307, -0.6541198, 1.0]], ['2, k, 19', [0.2188845, -0.7273027, 1.0]], ['2, k, 20', [0.159495, 0.5370626, 1.0]], ['2, k, 21', [-0.04459211, -0.1393935, 1.0]], ['2, k, 22', [-0.003790505, -0.07730018, 1.0]], ['2, k, 23', [0.3522178, -0.1766309, 1.0]], ['2, k, 24', [0.3975312, -0.111069, 1.0]]]
[['2, k, 0', [0.1460054, -0.004346984, 1.0]], ['2, k, 1', [0.1484917, 0.3151152, 1.0]], ['2, k, 2', [0.14978, 0.6229284, 1.0]], ['2, k, 3', [0.1402925, 0.7611435, 1.0]], ['2, k, 4', [-0.0286761, 0.4959523, 1.0]], ['2, k, 5', [-0.06447937, 0.2493272, 1.0]], ['2, k, 6', [-0.06262031, 0.01591084, 1.0]], ['2, k, 7', [-0.04946562, -0.06052685, 1.0]], ['2, k, 8', [0.3208884, 0.4978072, 1.0]], ['2, k, 9', [0.3581944, 0.2406346, 1.0]], ['2, k, 10', [0.3418945, -0.02116499, 1.0]], ['2, k, 11', [0.3282382, -0.08788627, 1.0]], ['2, k, 12', [0.06571834, -0.00304296, 1.0]], ['2, k, 13', [0.0742659, -0.3200575, 1.0]], ['2, k, 14', [0.1025322, -0.6461694, 1.0]], ['2, k, 15', [0.0510215, -0.7233936, 1.0]], ['2, k, 16', [0.2218313, -0.006142843, 1.0]], ['2, k, 17', [0.2403604, -0.3436432, 1.0]], ['2, k, 18', [0.226927, -0.6516771, 1.0]], ['2, k, 19', [0.2216337, -0.7284249, 1.0]], ['2, k, 20', [0.1495806, 0.5475701, 1.0]], ['2, k, 21', [-0.04037276, -0.1384187, 1.0]], ['2, k, 22', [-0.02005606, -0.05282525, 1.0]], ['2, k, 23', [0.3358651, -0.1767305, 1.0]], ['2, k, 24', [0.3678503, -0.08907429, 1.0]]]
[['2, k, 0', [0.1464239, -0.004620189, 1.0]], ['2, k, 1', [0.1488113, 0.3147853, 1.0]], ['2, k, 2', [0.1500179, 0.6226108, 1.0]], ['2, k, 3', [0.1405633, 0.7612396, 1.0]], ['2, k, 4', [-0.02855798, 0.4959007, 1.0]], ['2, k, 5', [-0.0644493, 0.249556, 1.0]], ['2, k, 6', [-0.06260428, 0.01594984, 1.0]], ['2, k, 7', [-0.04883458, -0.05747402, 1.0]], ['2, k, 8', [0.3214293, 0.4971346, 1.0]], ['2, k, 9', [0.3596247, 0.2421646, 1.0]], ['2, k, 10', [0.345441, -0.01832322, 1.0]], ['2, k, 11', [0.3298868, -0.08785979, 1.0]], ['2, k, 12', [0.06595413, -0.003246797, 1.0]], ['2, k, 13', [0.0734744, -0.319556, 1.0]], ['2, k, 14', [0.1022987, -0.6458582, 1.0]], ['2, k, 15', [0.05451384, -0.7229235, 1.0]], ['2, k, 16', [0.2224462, -0.006415247, 1.0]], ['2, k, 17', [0.240554, -0.3434262, 1.0]], ['2, k, 18', [0.2270743, -0.6517783, 1.0]], ['2, k, 19', [0.2216112, -0.7282622, 1.0]], ['2, k, 20', [0.1498454, 0.5472423, 1.0]], ['2, k, 21', [-0.04090665, -0.1371906, 1.0]], ['2, k, 22', [-0.01417038, -0.06123881, 1.0]], ['2, k, 23', [0.3293428, -0.1729904, 1.0]], ['2, k, 24', [0.3704184, -0.09382587, 1.0]]]
[['2, k, 0', [0.1472922, -0.005019206, 1.0]], ['2, k, 1', [0.1490939, 0.3143016, 1.0]], ['2, k, 2', [0.149917, 0.6218706, 1.0]], ['2, k, 3', [0.1413855, 0.761086, 1.0]], ['2, k, 4', [-0.02828432, 0.4958395, 1.0]], ['2, k, 5', [-0.06442112, 0.2496224, 1.0]], ['2, k, 6', [-0.06252649, 0.01576754, 1.0]], ['2, k, 7', [-0.04943641, -0.05950797, 1.0]], ['2, k, 8', [0.3223223, 0.4965223, 1.0]], ['2, k, 9', [0.3613961, 0.2398981, 1.0]], ['2, k, 10', [0.3486342, -0.01509338, 1.0]], ['2, k, 11', [0.3316031, -0.088666, 1.0]], ['2, k, 12', [0.06661287, -0.003622506, 1.0]], ['2, k, 13', [0.07340973, -0.3192786, 1.0]], ['2, k, 14', [0.1022894, -0.6458597, 1.0]], ['2, k, 15', [0.05273398, -0.7233155, 1.0]], ['2, k, 16', [0.2236039, -0.006769702, 1.0]], ['2, k, 17', [0.2407434, -0.3430148, 1.0]], ['2, k, 18', [0.226863, -0.6516622, 1.0]], ['2, k, 19', [0.2208611, -0.7275961, 1.0]], ['2, k, 20', [0.1498597, 0.5465844, 1.0]], ['2, k, 21', [-0.03994448, -0.1386052, 1.0]], ['2, k, 22', [-0.01972552, -0.05283882, 1.0]], ['2, k, 23', [0.3411093, -0.1789469, 1.0]], ['2, k, 24', [0.3713031, -0.08693708, 1.0]]]
[['2, k, 0', [0.1480614, -0.005362196, 1.0]], ['2, k, 1', [0.1494577, 0.3140819, 1.0]], ['2, k, 2', [0.1501319, 0.6217254, 1.0]], ['2, k, 3', [0.1419927, 0.7611319, 1.0]], ['2, k, 4', [-0.02819153, 0.4958178, 1.0]], ['2, k, 5', [-0.06444865, 0.2500925, 1.0]], ['2, k, 6', [-0.06251198, 0.01578029, 1.0]], ['2, k, 7', [-0.04976641, -0.06115219, 1.0]], ['2, k, 8', [0.3231355, 0.4957155, 1.0]], ['2, k, 9', [0.3630248, 0.2394996, 1.0]], ['2, k, 10', [0.3509799, -0.01203798, 1.0]], ['2, k, 11', [0.3323167, -0.08245657, 1.0]], ['2, k, 12', [0.06712176, -0.00389945, 1.0]], ['2, k, 13', [0.07311234, -0.3188883, 1.0]], ['2, k, 14', [0.1022043, -0.6455449, 1.0]], ['2, k, 15', [0.05305696, -0.7231985, 1.0]], ['2, k, 16', [0.2245944, -0.00708094, 1.0]], ['2, k, 17', [0.2411003, -0.3425598, 1.0]], ['2, k, 18', [0.2282608, -0.6516929, 1.0]], ['2, k, 19', [0.2228248, -0.7260802, 1.0]], ['2, k, 20', [0.1501111, 0.5464171, 1.0]], ['2, k, 21', [-0.04409369, -0.1451516, 1.0]], ['2, k, 22', [-0.0202733, -0.04979867, 1.0]], ['2, k, 23', [0.331454, -0.1673815, 1.0]], ['2, k, 24', [0.3721302, -0.09093695, 1.0]]]
[['2, k, 0', [0.1488867, -0.005547853, 1.0]], ['2, k, 1', [0.1499959, 0.3139112, 1.0]], ['2, k, 2', [0.1505483, 0.6216127, 1.0]], ['2, k, 3', [0.1422372, 0.7611353, 1.0]], ['2, k, 4', [-0.02806598, 0.4962548, 1.0]], ['2, k, 5', [-0.0647279, 0.25017, 1.0]], ['2, k, 6', [-0.06242838, 0.01536938, 1.0]], ['2, k, 7', [-0.04934636, -0.06029461, 1.0]], ['2, k, 8', [0.3240005, 0.4951773, 1.0]], ['2, k, 9', [0.364047, 0.2386466, 1.0]], ['2, k, 10', [0.3518776, -0.01159112, 1.0]], ['2, k, 11', [0.3320855, -0.08278979, 1.0]], ['2, k, 12', [0.0677974, -0.004087798, 1.0]], ['2, k, 13', [0.07309329, -0.3189381, 1.0]], ['2, k, 14', [0.1021863, -0.6454532, 1.0]], ['2, k, 15', [0.05339621, -0.7241926, 1.0]], ['2, k, 16', [0.2254948, -0.007183726, 1.0]], ['2, k, 17', [0.2416691, -0.3418241, 1.0]], ['2, k, 18', [0.2293209, -0.6520956, 1.0]], ['2, k, 19', [0.2230648, -0.7252811, 1.0]], ['2, k, 20', [0.1505473, 0.5462885, 1.0]], ['2, k, 21', [-0.0416596, -0.1451147, 1.0]], ['2, k, 22', [-0.01810548, -0.04657813, 1.0]], ['2, k, 23', [0.3253625, -0.1737287, 1.0]], ['2, k, 24', [0.3705277, -0.107772, 1.0]]]
[['2, k, 0', [0.149328, -0.005777753, 1.0]], ['2, k, 1', [0.1502271, 0.3136936, 1.0]], ['2, k, 2', [0.1506071, 0.6214167, 1.0]], ['2, k, 3', [0.1428911, 0.7610418, 1.0]], ['2, k, 4', [-0.02808137, 0.4963571, 1.0]], ['2, k, 5', [-0.0650512, 0.2502464, 1.0]], ['2, k, 6', [-0.06241477, 0.01531854, 1.0]], ['2, k, 7', [-0.05001513, -0.06367226, 1.0]], ['2, k, 8', [0.324261, 0.494661, 1.0]], ['2, k, 9', [0.3640839, 0.2381913, 1.0]], ['2, k, 10', [0.3526368, -0.01135946, 1.0]], ['2, k, 11', [0.3333848, -0.08572837, 1.0]], ['2, k, 12', [0.06818845, -0.004341305, 1.0]], ['2, k, 13', [0.07322314, -0.3195812, 1.0]], ['2, k, 14', [0.1019325, -0.6453707, 1.0]], ['2, k, 15', [0.05683232, -0.7222955, 1.0]], ['2, k, 16', [0.2259962, -0.007364465, 1.0]], ['2, k, 17', [0.24222, -0.3412535, 1.0]], ['2, k, 18', [0.2290543, -0.6523204, 1.0]], ['2, k, 19', [0.2238039, -0.7257539, 1.0]], ['2, k, 20', [0.1506537, 0.546085, 1.0]], ['2, k, 21', [-0.04091166, -0.1458687, 1.0]], ['2, k, 22', [-0.02014504, -0.05261025, 1.0]], ['2, k, 23', [0.3323444, -0.1745714, 1.0]], ['2, k, 24', [0.3745476, -0.09505771, 1.0]]]
[['2, k, 0', [0.1496745, -0.005858731, 1.0]], ['2, k, 1', [0.1502533, 0.3136657, 1.0]], ['2, k, 2', [0.1504044, 0.6213894, 1.0]], ['2, k, 3', [0.1438267, 0.7605328, 1.0]], ['2, k, 4', [-0.02751257, 0.4964855, 1.0]], ['2, k, 5', [-0.06520341, 0.25021, 1.0]], ['2, k, 6', [-0.06259366, 0.0146579, 1.0]], ['2, k, 7', [-0.04982369, -0.06181272, 1.0]], ['2, k, 8', [0.3246425, 0.4946748, 1.0]], ['2, k, 9', [0.3641501, 0.2387388, 1.0]], ['2, k, 10', [0.3532299, -0.01082882, 1.0]], ['2, k, 11', [0.3324186, -0.08399028, 1.0]], ['2, k, 12', [0.06839333, -0.0043947, 1.0]], ['2, k, 13', [0.07304243, -0.3194236, 1.0]], ['2, k, 14', [0.1022564, -0.6461809, 1.0]], ['2, k, 15', [0.05728453, -0.7222946, 1.0]], ['2, k, 16', [0.2265217, -0.007437547, 1.0]], ['2, k, 17', [0.2428056, -0.3408601, 1.0]], ['2, k, 18', [0.2291518, -0.6523219, 1.0]], ['2, k, 19', [0.2241696, -0.7259907, 1.0]], ['2, k, 20', [0.1505501, 0.5460486, 1.0]], ['2, k, 21', [-0.04391645, -0.1389387, 1.0]], ['2, k, 22', [-0.01739695, -0.05512021, 1.0]], ['2, k, 23', [0.3298363, -0.1743847, 1.0]], ['2, k, 24', [0.3740141, -0.09453914, 1.0]]]
[['2, k, 0', [0.1500099, -0.006062342, 1.0]], ['2, k, 1', [0.1504705, 0.3133547, 1.0]], ['2, k, 2', [0.1505083, 0.6209906, 1.0]], ['2, k, 3', [0.1440841, 0.7605218, 1.0]], ['2, k, 4', [-0.02735596, 0.4963912, 1.0]], ['2, k, 5', [-0.06544814, 0.2504014, 1.0]], ['2, k, 6', [-0.0623762, 0.01378592, 1.0]], ['2, k, 7', [-0.04981921, -0.0610823, 1.0]], ['2, k, 8', [0.3256698, 0.4943042, 1.0]], ['2, k, 9', [0.3646527, 0.2383898, 1.0]], ['2, k, 10', [0.3536303, -0.01039556, 1.0]], ['2, k, 11', [0.3329447, -0.08605468, 1.0]], ['2, k, 12', [0.06865695, -0.004611904, 1.0]], ['2, k, 13', [0.07292263, -0.3189605, 1.0]], ['2, k, 14', [0.1018327, -0.6462023, 1.0]], ['2, k, 15', [0.05619268, -0.7226897, 1.0]], ['2, k, 16', [0.2268882, -0.007573956, 1.0]], ['2, k, 17', [0.2427535, -0.3409277, 1.0]], ['2, k, 18', [0.2279886, -0.6530641, 1.0]], ['2, k, 19', [0.2121046, -0.7301126, 1.0]], ['2, k, 20', [0.1506795, 0.5456743, 1.0]], ['2, k, 21', [-0.04161775, -0.1449764, 1.0]], ['2, k, 22', [-0.01873762, -0.05116863, 1.0]], ['2, k, 23', [0.3374139, -0.1751018, 1.0]], ['2, k, 24', [0.3727706, -0.08230288, 1.0]]]
[['2, k, 0', [0.1501114, -0.006148388, 1.0]], ['2, k, 1', [0.1507507, 0.3132863, 1.0]], ['2, k, 2', [0.151004, 0.6210498, 1.0]], ['2, k, 3', [0.1445068, 0.760706, 1.0]], ['2, k, 4', [-0.02732375, 0.4964533, 1.0]], ['2, k, 5', [-0.06563222, 0.2507078, 1.0]], ['2, k, 6', [-0.06270228, 0.01243768, 1.0]], ['2, k, 7', [-0.05034295, -0.06209273, 1.0]], ['2, k, 8', [0.3257499, 0.4941261, 1.0]], ['2, k, 9', [0.3646607, 0.2385285, 1.0]], ['2, k, 10', [0.3537557, -0.01043629, 1.0]], ['2, k, 11', [0.3335789, -0.08688476, 1.0]], ['2, k, 12', [0.06876841, -0.004718269, 1.0]], ['2, k, 13', [0.0729476, -0.3192684, 1.0]], ['2, k, 14', [0.1026715, -0.6475742, 1.0]], ['2, k, 15', [0.05552437, -0.7232698, 1.0]], ['2, k, 16', [0.2270101, -0.007660468, 1.0]], ['2, k, 17', [0.2428716, -0.3405581, 1.0]], ['2, k, 18', [0.2285059, -0.6535693, 1.0]], ['2, k, 19', [0.2107254, -0.7303329, 1.0]], ['2, k, 20', [0.1511058, 0.5456913, 1.0]], ['2, k, 21', [-0.04300028, -0.1452527, 1.0]], ['2, k, 22', [-0.01799218, -0.05591501, 1.0]], ['2, k, 23', [0.3343298, -0.1688218, 1.0]], ['2, k, 24', [0.3733934, -0.09060307, 1.0]]]
[['2, k, 0', [0.1503431, -0.006319798, 1.0]], ['2, k, 1', [0.1509276, 0.3131407, 1.0]], ['2, k, 2', [0.1510839, 0.6209838, 1.0]], ['2, k, 3', [0.1449572, 0.7605545, 1.0]], ['2, k, 4', [-0.02712953, 0.4961117, 1.0]], ['2, k, 5', [-0.06576698, 0.2508177, 1.0]], ['2, k, 6', [-0.06292704, 0.01209516, 1.0]], ['2, k, 7', [-0.05017876, -0.0610298, 1.0]], ['2, k, 8', [0.3260162, 0.4939741, 1.0]], ['2, k, 9', [0.3646176, 0.2385134, 1.0]], ['2, k, 10', [0.3536959, -0.01048614, 1.0]], ['2, k, 11', [0.3329534, -0.0895309, 1.0]], ['2, k, 12', [0.06904822, -0.004957134, 1.0]], ['2, k, 13', [0.07296429, -0.3195295, 1.0]], ['2, k, 14', [0.1026767, -0.6475624, 1.0]], ['2, k, 15', [0.04002418, -0.7169661, 1.0]], ['2, k, 16', [0.2272037, -0.007777341, 1.0]], ['2, k, 17', [0.2429362, -0.3403551, 1.0]], ['2, k, 18', [0.2268754, -0.6521595, 1.0]], ['2, k, 19', [0.2185068, -0.7277831, 1.0]], ['2, k, 20', [0.1512044, 0.5456081, 1.0]], ['2, k, 21', [-0.04152917, -0.1446882, 1.0]], ['2, k, 22', [-0.01841205, -0.0440587, 1.0]], ['2, k, 23', [0.3319189, -0.1745424, 1.0]], ['2, k, 24', [0.3737344, -0.08856361, 1.0]]]
[['2, k, 0', [0.1504607, -0.00654353, 1.0]], ['2, k, 1', [0.1511187, 0.3129942, 1.0]], ['2, k, 2', [0.1513082, 0.6209571, 1.0]], ['2, k, 3', [0.1451764, 0.7605582, 1.0]], ['2, k, 4', [-0.0271561, 0.4960467, 1.0]], ['2, k, 5', [-0.06574998, 0.2503681, 1.0]], ['2, k, 6', [-0.06273088, 0.01152377, 1.0]], ['2, k, 7', [-0.04928857, -0.0647228, 1.0]], ['2, k, 8', [0.3262815, 0.4935282, 1.0]], ['2, k, 9', [0.3644356, 0.2386454, 1.0]], ['2, k, 10', [0.3535506, -0.01097331, 1.0]], ['2, k, 11', [0.3347185, -0.09190677, 1.0]], ['2, k, 12', [0.06914818, -0.005200438, 1.0]], ['2, k, 13', [0.07281798, -0.3193908, 1.0]], ['2, k, 14', [0.1026952, -0.647606, 1.0]], ['2, k, 15', [0.04889286, -0.7226431, 1.0]], ['2, k, 16', [0.22731, -0.007951017, 1.0]], ['2, k, 17', [0.2430004, -0.3404023, 1.0]], ['2, k, 18', [0.2267059, -0.6522877, 1.0]], ['2, k, 19', [0.2235326, -0.7257797, 1.0]], ['2, k, 20', [0.151419, 0.5455505, 1.0]], ['2, k, 21', [-0.04020906, -0.1449006, 1.0]], ['2, k, 22', [-0.01608519, -0.0615102, 1.0]], ['2, k, 23', [0.3417815, -0.1745186, 1.0]], ['2, k, 24', [0.3761764, -0.09797756, 1.0]]]
[['2, k, 0', [0.1505372, -0.006798813, 1.0]], ['2, k, 1', [0.1511241, 0.3129363, 1.0]], ['2, k, 2', [0.1512402, 0.6210221, 1.0]], ['2, k, 3', [0.14529, 0.7606192, 1.0]], ['2, k, 4', [-0.02709542, 0.4959418, 1.0]], ['2, k, 5', [-0.06609446, 0.250615, 1.0]], ['2, k, 6', [-0.06283565, 0.01159635, 1.0]], ['2, k, 7', [-0.04972074, -0.064753, 1.0]], ['2, k, 8', [0.3265873, 0.4931352, 1.0]], ['2, k, 9', [0.3640081, 0.2386169, 1.0]], ['2, k, 10', [0.3531422, -0.01369015, 1.0]], ['2, k, 11', [0.3353797, -0.09516732, 1.0]], ['2, k, 12', [0.06921756, -0.005391557, 1.0]], ['2, k, 13', [0.07271758, -0.319499, 1.0]], ['2, k, 14', [0.1028994, -0.6472727, 1.0]], ['2, k, 15', [0.0498792, -0.7220959, 1.0]], ['2, k, 16', [0.2273681, -0.008239158, 1.0]], ['2, k, 17', [0.2430891, -0.3404663, 1.0]], ['2, k, 18', [0.2272187, -0.652008, 1.0]], ['2, k, 19', [0.2237578, -0.7253686, 1.0]], ['2, k, 20', [0.1513802, 0.5455711, 1.0]], ['2, k, 21', [-0.04185616, -0.1442911, 1.0]], ['2, k, 22', [-0.01564319, -0.05647526, 1.0]], ['2, k, 23', [0.3401222, -0.17494, 1.0]], ['2, k, 24', [0.3797616, -0.1028159, 1.0]]]
[['2, k, 0', [0.1505314, -0.006882456, 1.0]], ['2, k, 1', [0.151076, 0.3128664, 1.0]], ['2, k, 2', [0.1510985, 0.620994, 1.0]], ['2, k, 3', [0.1457614, 0.7608626, 1.0]], ['2, k, 4', [-0.02702251, 0.4959414, 1.0]], ['2, k, 5', [-0.06619235, 0.2503807, 1.0]], ['2, k, 6', [-0.06280725, 0.01127699, 1.0]], ['2, k, 7', [-0.04978629, -0.06358294, 1.0]], ['2, k, 8', [0.327134, 0.4929816, 1.0]], ['2, k, 9', [0.3622923, 0.2377399, 1.0]], ['2, k, 10', [0.3528861, -0.01488275, 1.0]], ['2, k, 11', [0.3358461, -0.09471622, 1.0]], ['2, k, 12', [0.06922043, -0.005427597, 1.0]], ['2, k, 13', [0.07270908, -0.3195015, 1.0]], ['2, k, 14', [0.1026102, -0.6474006, 1.0]], ['2, k, 15', [0.04974442, -0.7221237, 1.0]], ['2, k, 16', [0.2273249, -0.008389561, 1.0]], ['2, k, 17', [0.24333, -0.3402948, 1.0]], ['2, k, 18', [0.2286785, -0.6519732, 1.0]], ['2, k, 19', [0.2243172, -0.72471, 1.0]], ['2, k, 20', [0.1512682, 0.5455305, 1.0]], ['2, k, 21', [-0.04533954, -0.1437609, 1.0]], ['2, k, 22', [-0.005859824, -0.08603203, 1.0]], ['2, k, 23', [0.3394716, -0.1732384, 1.0]], ['2, k, 24', [0.377188, -0.09095577, 1.0]]]
[['2, k, 0', [0.1504418, -0.006956454, 1.0]], ['2, k, 1', [0.151081, 0.312833, 1.0]], ['2, k, 2', [0.1513093, 0.6211286, 1.0]], ['2, k, 3', [0.1459369, 0.760951, 1.0]], ['2, k, 4', [-0.02705082, 0.4959888, 1.0]], ['2, k, 5', [-0.06619287, 0.2499114, 1.0]], ['2, k, 6', [-0.06127648, 0.002764545, 1.0]], ['2, k, 7', [-0.05098773, -0.06482257, 1.0]], ['2, k, 8', [0.3272194, 0.4929972, 1.0]], ['2, k, 9', [0.3610817, 0.2371909, 1.0]], ['2, k, 10', [0.3505973, -0.02266682, 1.0]], ['2, k, 11', [0.3387933, -0.09868523, 1.0]], ['2, k, 12', [0.06917121, -0.00546586, 1.0]], ['2, k, 13', [0.07281116, -0.3201334, 1.0]], ['2, k, 14', [0.1025392, -0.6477197, 1.0]], ['2, k, 15', [0.04377201, -0.7214507, 1.0]], ['2, k, 16', [0.2271195, -0.008531255, 1.0]], ['2, k, 17', [0.2432174, -0.3407936, 1.0]], ['2, k, 18', [0.2286797, -0.6519282, 1.0]], ['2, k, 19', [0.2249759, -0.7246431, 1.0]], ['2, k, 20', [0.1514036, 0.5456012, 1.0]], ['2, k, 21', [-0.04628058, -0.1448413, 1.0]], ['2, k, 22', [-0.008036046, -0.07940421, 1.0]], ['2, k, 23', [0.3438835, -0.1786845, 1.0]], ['2, k, 24', [0.3809375, -0.09267537, 1.0]]]
[['2, k, 0', [0.1504249, -0.007042675, 1.0]], ['2, k, 1', [0.1511101, 0.3127111, 1.0]], ['2, k, 2', [0.1513712, 0.6210119, 1.0]], ['2, k, 3', [0.1460852, 0.7610185, 1.0]], ['2, k, 4', [-0.02705834, 0.4958568, 1.0]], ['2, k, 5', [-0.06616659, 0.2495607, 1.0]], ['2, k, 6', [-0.06118156, 0.001924499, 1.0]], ['2, k, 7', [-0.05066018, -0.06499477, 1.0]], ['2, k, 8', [0.3272378, 0.4930354, 1.0]], ['2, k, 9', [0.3596629, 0.2349899, 1.0]], ['2, k, 10', [0.349815, -0.02636307, 1.0]], ['2, k, 11', [0.3434408, -0.1034314, 1.0]], ['2, k, 12', [0.06917676, -0.005520438, 1.0]], ['2, k, 13', [0.07299905, -0.3209174, 1.0]], ['2, k, 14', [0.1024857, -0.6472651, 1.0]], ['2, k, 15', [0.05232583, -0.724339, 1.0]], ['2, k, 16', [0.22705, -0.00865247, 1.0]], ['2, k, 17', [0.2431048, -0.3410527, 1.0]], ['2, k, 18', [0.2293027, -0.6516211, 1.0]], ['2, k, 19', [0.2251688, -0.7244596, 1.0]], ['2, k, 20', [0.1514563, 0.5454836, 1.0]], ['2, k, 21', [-0.04331669, -0.1447855, 1.0]], ['2, k, 22', [-0.01145444, -0.06287612, 1.0]], ['2, k, 23', [0.3433415, -0.1817132, 1.0]], ['2, k, 24', [0.3904034, -0.105923, 1.0]]]
[['2, k, 0', [0.1502544, -0.007258292, 1.0]], ['2, k, 1', [0.1510053, 0.3126417, 1.0]], ['2, k, 2', [0.1513005, 0.6212311, 1.0]], ['2, k, 3', [0.1462927, 0.7614357, 1.0]], ['2, k, 4', [-0.02698545, 0.4958128, 1.0]], ['2, k, 5', [-0.06627282, 0.2494741, 1.0]], ['2, k, 6', [-0.06127293, 0.001668367, 1.0]], ['2, k, 7', [-0.05125848, -0.06474297, 1.0]], ['2, k, 8', [0.3272942, 0.4932468, 1.0]], ['2, k, 9', [0.3582262, 0.2338368, 1.0]], ['2, k, 10', [0.3490062, -0.02669347, 1.0]], ['2, k, 11', [0.3472938, -0.1014079, 1.0]], ['2, k, 12', [0.06909668, -0.00563914, 1.0]], ['2, k, 13', [0.07325751, -0.3216554, 1.0]], ['2, k, 14', [0.1027656, -0.6468163, 1.0]], ['2, k, 15', [0.03979492, -0.7060547, 1.0]], ['2, k, 16', [0.2267748, -0.008930172, 1.0]], ['2, k, 17', [0.2426855, -0.3418406, 1.0]], ['2, k, 18', [0.2285799, -0.6518604, 1.0]], ['2, k, 19', [0.2197095, -0.7254971, 1.0]], ['2, k, 20', [0.1513749, 0.545616, 1.0]], ['2, k, 21', [-0.045244, -0.1456906, 1.0]], ['2, k, 22', [-0.003312964, -0.08535515, 1.0]], ['2, k, 23', [0.3455902, -0.1745613, 1.0]], ['2, k, 24', [0.3874611, -0.100292, 1.0]]]
[['2, k, 0', [0.1503575, -0.00733845, 1.0]], ['2, k, 1', [0.1513834, 0.3127115, 1.0]], ['2, k, 2', [0.1520219, 0.62165, 1.0]], ['2, k, 3', [0.1464304, 0.7617994, 1.0]], ['2, k, 4', [-0.02700915, 0.4956632, 1.0]], ['2, k, 5', [-0.06633976, 0.2492781, 1.0]], ['2, k, 6', [-0.06126058, 0.0009426055, 1.0]], ['2, k, 7', [-0.05193927, -0.06637148, 1.0]], ['2, k, 8', [0.3272344, 0.4935602, 1.0]], ['2, k, 9', [0.3557613, 0.233572, 1.0]], ['2, k, 10', [0.3515539, -0.02070988, 1.0]], ['2, k, 11', [0.3515018, -0.09745156, 1.0]], ['2, k, 12', [0.06927561, -0.005701135, 1.0]], ['2, k, 13', [0.07326036, -0.3216672, 1.0]], ['2, k, 14', [0.1031356, -0.6476119, 1.0]], ['2, k, 15', [0.05562953, -0.72484, 1.0]], ['2, k, 16', [0.2267845, -0.00900325, 1.0]], ['2, k, 17', [0.2422286, -0.3427818, 1.0]], ['2, k, 18', [0.2277406, -0.6529223, 1.0]], ['2, k, 19', [0.2153974, -0.7261149, 1.0]], ['2, k, 20', [0.1520024, 0.5459356, 1.0]], ['2, k, 21', [-0.04553934, -0.1510203, 1.0]], ['2, k, 22', [-0.007285541, -0.0784493, 1.0]], ['2, k, 23', [0.3488683, -0.1659766, 1.0]], ['2, k, 24', [0.392648, -0.0994554, 1.0]]]
[['2, k, 0', [0.1505345, -0.007286652, 1.0]], ['2, k, 1', [0.1513565, 0.3127661, 1.0]], ['2, k, 2', [0.1515533, 0.6217148, 1.0]], ['2, k, 3', [0.1467658, 0.7619316, 1.0]], ['2, k, 4', [-0.02695211, 0.4957194, 1.0]], ['2, k, 5', [-0.0665483, 0.2488813, 1.0]], ['2, k, 6', [-0.06132046, -0.0002332658, 1.0]], ['2, k, 7', [-0.05427594, -0.06510969, 1.0]], ['2, k, 8', [0.3263854, 0.4946638, 1.0]], ['2, k, 9', [0.3538937, 0.2437074, 1.0]], ['2, k, 10', [0.3591981, -0.002059835, 1.0]], ['2, k, 11', [0.3595901, -0.07482601, 1.0]], ['2, k, 12', [0.06950448, -0.005685422, 1.0]], ['2, k, 13', [0.07371026, -0.3228364, 1.0]], ['2, k, 14', [0.103045, -0.64758, 1.0]], ['2, k, 15', [0.05756771, -0.7233632, 1.0]], ['2, k, 16', [0.22689, -0.008889884, 1.0]], ['2, k, 17', [0.24227, -0.3430949, 1.0]], ['2, k, 18', [0.2278554, -0.653651, 1.0]], ['2, k, 19', [0.2182684, -0.7268155, 1.0]], ['2, k, 20', [0.1516648, 0.5460033, 1.0]], ['2, k, 21', [-0.04550756, -0.1509354, 1.0]], ['2, k, 22', [-0.007489567, -0.07750502, 1.0]], ['2, k, 23', [0.3660831, -0.1443997, 1.0]], ['2, k, 24', [0.4007535, -0.07937656, 1.0]]]
