[['2, k, 0', [0.212205, -1.11582, 1.0]], ['2, k, 1', [0.217632, -0.839189, 1.0]], ['2, k, 2', [0.221988, -0.564744, 1.0]], ['2, k, 3', [0.233521, -0.423824, 1.0]], ['2, k, 4', [0.0568046, -0.667866, 1.0]], ['2, k, 5', [-0.0909144, -0.811749, 1.0]], ['2, k, 6', [-0.0177411, -0.9663, 1.0]], ['2, k, 7', [0.0204161, -0.976785, 1.0]], ['2, k, 8', [0.391661, -0.660554, 1.0]], ['2, k, 9', [0.547666, -0.810881, 1.0]], ['2, k, 10', [0.436942, -0.940185, 1.0]], ['2, k, 11', [0.385402, -0.96175, 1.0]], ['2, k, 12', [0.133468, -1.1042, 1.0]], ['2, k, 13', [0.134586, -1.35132, 1.0]], ['2, k, 14', [0.138172, -1.7142, 1.0]], ['2, k, 15', [0.118857, -1.74914, 1.0]], ['2, k, 16', [0.28594, -1.10105, 1.0]], ['2, k, 17', [0.326201, -1.35239, 1.0]], ['2, k, 18', [0.383801, -1.70221, 1.0]], ['2, k, 19', [0.3755, -1.74031, 1.0]], ['2, k, 20', [0.221088, -0.633205, 1.0]], ['2, k, 21', [0.0341387, -1.03337, 1.0]], ['2, k, 22', [0.0567851, -0.93578, 1.0]], ['2, k, 23', [0.35615, -1.0148, 1.0]], ['2, k, 24', [0.349635, -0.910244, 1.0]]]
[['2, k, 0', [0.28165, -1.1159, 1.0]], ['2, k, 1', [0.274967, -0.826138, 1.0]], ['2, k, 2', [0.2758, -0.5389, 1.0]], ['2, k, 3', [0.297411, -0.407228, 1.0]], ['2, k, 4', [0.116225, -0.634218, 1.0]], ['2, k, 5', [-0.03679, -0.790147, 1.0]], ['2, k, 6', [0.0646298, -0.96664, 1.0]], ['2, k, 7', [0.10502, -1.00124, 1.0]], ['2, k, 8', [0.442927, -0.640348, 1.0]], ['2, k, 9', [0.591246, -0.79101, 1.0]], ['2, k, 10', [0.487745, -0.91622, 1.0]], ['2, k, 11', [0.443431, -0.944662, 1.0]], ['2, k, 12', [0.201666, -1.10333, 1.0]], ['2, k, 13', [0.175132, -1.34105, 1.0]], ['2, k, 14', [0.136741, -1.73531, 1.0]], ['2, k, 15', [0.1228, -1.76254, 1.0]], ['2, k, 16', [0.355451, -1.10243, 1.0]], ['2, k, 17', [0.384787, -1.36834, 1.0]], ['2, k, 18', [0.427598, -1.72747, 1.0]], ['2, k, 19', [0.427949, -1.76745, 1.0]], ['2, k, 20', [0.276177, -0.611264, 1.0]], ['2, k, 21', [0.12183, -1.06195, 1.0]], ['2, k, 22', [0.121728, -0.963412, 1.0]], ['2, k, 23', [0.404862, -0.988841, 1.0]], ['2, k, 24', [0.406381, -0.893937, 1.0]]]
[['2, k, 0', [0.286645, -1.11626, 1.0]], ['2, k, 1', [0.277495, -0.825834, 1.0]], ['2, k, 2', [0.275554, -0.538296, 1.0]], ['2, k, 3', [0.297117, -0.40705, 1.0]], ['2, k, 4', [0.117925, -0.634363, 1.0]], ['2, k, 5', [-0.0363158, -0.790425, 1.0]], ['2, k, 6', [0.0361223, -0.946354, 1.0]], ['2, k, 7', [0.0889252, -0.973328, 1.0]], ['2, k, 8', [0.44589, -0.639055, 1.0]], ['2, k, 9', [0.591931, -0.788148, 1.0]], ['2, k, 10', [0.490994, -0.915008, 1.0]], ['2, k, 11', [0.446629, -0.945125, 1.0]], ['2, k, 12', [0.206911, -1.10372, 1.0]], ['2, k, 13', [0.179181, -1.34203, 1.0]], ['2, k, 14', [0.139215, -1.73503, 1.0]], ['2, k, 15', [0.126877, -1.76344, 1.0]], ['2, k, 16', [0.360326, -1.10278, 1.0]], ['2, k, 17', [0.390184, -1.36852, 1.0]], ['2, k, 18', [0.433926, -1.72899, 1.0]], ['2, k, 19', [0.436037, -1.766, 1.0]], ['2, k, 20', [0.276329, -0.610745, 1.0]], ['2, k, 21', [0.115531, -1.03793, 1.0]], ['2, k, 22', [0.118078, -0.944756, 1.0]], ['2, k, 23', [0.409834, -0.986699, 1.0]], ['2, k, 24', [0.408411, -0.893793, 1.0]]]
[['2, k, 0', [0.292243, -1.11601, 1.0]], ['2, k, 1', [0.28017, -0.825469, 1.0]], ['2, k, 2', [0.275317, -0.537929, 1.0]], ['2, k, 3', [0.297031, -0.406753, 1.0]], ['2, k, 4', [0.119542, -0.634193, 1.0]], ['2, k, 5', [-0.0347852, -0.79034, 1.0]], ['2, k, 6', [0.0781089, -0.965352, 1.0]], ['2, k, 7', [0.122052, -1.00337, 1.0]], ['2, k, 8', [0.448511, -0.638236, 1.0]], ['2, k, 9', [0.591954, -0.785433, 1.0]], ['2, k, 10', [0.49363, -0.9132, 1.0]], ['2, k, 11', [0.451288, -0.943892, 1.0]], ['2, k, 12', [0.213076, -1.10351, 1.0]], ['2, k, 13', [0.182477, -1.34109, 1.0]], ['2, k, 14', [0.138013, -1.73387, 1.0]], ['2, k, 15', [0.126723, -1.76279, 1.0]], ['2, k, 16', [0.364998, -1.10248, 1.0]], ['2, k, 17', [0.398991, -1.36869, 1.0]], ['2, k, 18', [0.448024, -1.72876, 1.0]], ['2, k, 19', [0.452696, -1.76258, 1.0]], ['2, k, 20', [0.27649, -0.610356, 1.0]], ['2, k, 21', [0.136032, -1.06236, 1.0]], ['2, k, 22', [0.146531, -0.959857, 1.0]], ['2, k, 23', [0.418022, -0.984087, 1.0]], ['2, k, 24', [0.409645, -0.889983, 1.0]]]
[['2, k, 0', [0.29807, -1.11614, 1.0]], ['2, k, 1', [0.283492, -0.825466, 1.0]], ['2, k, 2', [0.275349, -0.537866, 1.0]], ['2, k, 3', [0.296999, -0.406832, 1.0]], ['2, k, 4', [0.120781, -0.6343, 1.0]], ['2, k, 5', [-0.0333962, -0.792093, 1.0]], ['2, k, 6', [0.0782665, -0.966082, 1.0]], ['2, k, 7', [0.123987, -1.00281, 1.0]], ['2, k, 8', [0.448753, -0.637847, 1.0]], ['2, k, 9', [0.592647, -0.783594, 1.0]], ['2, k, 10', [0.495745, -0.916593, 1.0]], ['2, k, 11', [0.457902, -0.945549, 1.0]], ['2, k, 12', [0.219176, -1.10394, 1.0]], ['2, k, 13', [0.189366, -1.34309, 1.0]], ['2, k, 14', [0.146655, -1.73452, 1.0]], ['2, k, 15', [0.13619, -1.76335, 1.0]], ['2, k, 16', [0.370571, -1.10233, 1.0]], ['2, k, 17', [0.406494, -1.36343, 1.0]], ['2, k, 18', [0.459849, -1.72872, 1.0]], ['2, k, 19', [0.465321, -1.75969, 1.0]], ['2, k, 20', [0.276855, -0.610211, 1.0]], ['2, k, 21', [0.142593, -1.06478, 1.0]], ['2, k, 22', [0.148153, -0.958066, 1.0]], ['2, k, 23', [0.428133, -0.989668, 1.0]], ['2, k, 24', [0.417983, -0.895648, 1.0]]]
[['2, k, 0', [0.302628, -1.11554, 1.0]], ['2, k, 1', [0.286348, -0.825128, 1.0]], ['2, k, 2', [0.275484, -0.53761, 1.0]], ['2, k, 3', [0.297072, -0.407056, 1.0]], ['2, k, 4', [0.123526, -0.634736, 1.0]], ['2, k, 5', [-0.0310928, -0.793376, 1.0]], ['2, k, 6', [0.0451634, -0.953222, 1.0]], ['2, k, 7', [0.0962366, -0.977394, 1.0]], ['2, k, 8', [0.448917, -0.637647, 1.0]], ['2, k, 9', [0.59249, -0.782285, 1.0]], ['2, k, 10', [0.507269, -0.913859, 1.0]], ['2, k, 11', [0.462206, -0.945627, 1.0]], ['2, k, 12', [0.22398, -1.10342, 1.0]], ['2, k, 13', [0.196044, -1.34361, 1.0]], ['2, k, 14', [0.156542, -1.73457, 1.0]], ['2, k, 15', [0.147744, -1.76301, 1.0]], ['2, k, 16', [0.37461, -1.10165, 1.0]], ['2, k, 17', [0.410899, -1.36212, 1.0]], ['2, k, 18', [0.465082, -1.72847, 1.0]], ['2, k, 19', [0.471427, -1.75705, 1.0]], ['2, k, 20', [0.277616, -0.609828, 1.0]], ['2, k, 21', [0.127634, -1.05161, 1.0]], ['2, k, 22', [0.125102, -0.950495, 1.0]], ['2, k, 23', [0.432074, -0.992331, 1.0]], ['2, k, 24', [0.424463, -0.893269, 1.0]]]
[['2, k, 0', [0.310812, -1.11406, 1.0]], ['2, k, 1', [0.29023, -0.82475, 1.0]], ['2, k, 2', [0.275617, -0.537626, 1.0]], ['2, k, 3', [0.297129, -0.40708, 1.0]], ['2, k, 4', [0.125325, -0.636054, 1.0]], ['2, k, 5', [-0.0288572, -0.802667, 1.0]], ['2, k, 6', [0.0824075, -0.967658, 1.0]], ['2, k, 7', [0.125258, -0.991364, 1.0]], ['2, k, 8', [0.460325, -0.637557, 1.0]], ['2, k, 9', [0.5929, -0.78236, 1.0]], ['2, k, 10', [0.512286, -0.923975, 1.0]], ['2, k, 11', [0.47222, -0.949471, 1.0]], ['2, k, 12', [0.232354, -1.10243, 1.0]], ['2, k, 13', [0.204033, -1.34648, 1.0]], ['2, k, 14', [0.165105, -1.73308, 1.0]], ['2, k, 15', [0.16051, -1.76378, 1.0]], ['2, k, 16', [0.382203, -1.09971, 1.0]], ['2, k, 17', [0.414463, -1.35872, 1.0]], ['2, k, 18', [0.463954, -1.7276, 1.0]], ['2, k, 19', [0.474068, -1.75614, 1.0]], ['2, k, 20', [0.278368, -0.609735, 1.0]], ['2, k, 21', [0.146485, -1.05577, 1.0]], ['2, k, 22', [0.15196, -0.954857, 1.0]], ['2, k, 23', [0.450969, -1.00141, 1.0]], ['2, k, 24', [0.436483, -0.905999, 1.0]]]
[['2, k, 0', [0.317407, -1.11379, 1.0]], ['2, k, 1', [0.294028, -0.824943, 1.0]], ['2, k, 2', [0.275872, -0.537874, 1.0]], ['2, k, 3', [0.297303, -0.40758, 1.0]], ['2, k, 4', [0.127472, -0.637014, 1.0]], ['2, k, 5', [-0.0267571, -0.805067, 1.0]], ['2, k, 6', [0.0831412, -0.967768, 1.0]], ['2, k, 7', [0.125502, -0.990439, 1.0]], ['2, k, 8', [0.464142, -0.638667, 1.0]], ['2, k, 9', [0.593884, -0.783062, 1.0]], ['2, k, 10', [0.513929, -0.920955, 1.0]], ['2, k, 11', [0.474384, -0.943782, 1.0]], ['2, k, 12', [0.238327, -1.10239, 1.0]], ['2, k, 13', [0.21494, -1.34548, 1.0]], ['2, k, 14', [0.183288, -1.73414, 1.0]], ['2, k, 15', [0.181773, -1.76473, 1.0]], ['2, k, 16', [0.389108, -1.09913, 1.0]], ['2, k, 17', [0.416964, -1.35801, 1.0]], ['2, k, 18', [0.460726, -1.72808, 1.0]], ['2, k, 19', [0.471716, -1.7572, 1.0]], ['2, k, 20', [0.279365, -0.60995, 1.0]], ['2, k, 21', [0.148344, -1.05086, 1.0]], ['2, k, 22', [0.154031, -0.955997, 1.0]], ['2, k, 23', [0.451724, -0.9927, 1.0]], ['2, k, 24', [0.439323, -0.898415, 1.0]]]
[['2, k, 0', [0.320782, -1.11389, 1.0]], ['2, k, 1', [0.296595, -0.82519, 1.0]], ['2, k, 2', [0.276392, -0.538141, 1.0]], ['2, k, 3', [0.298001, -0.408741, 1.0]], ['2, k, 4', [0.129598, -0.637897, 1.0]], ['2, k, 5', [-0.0235773, -0.812331, 1.0]], ['2, k, 6', [0.0834215, -0.968275, 1.0]], ['2, k, 7', [0.125843, -0.989353, 1.0]], ['2, k, 8', [0.466538, -0.63982, 1.0]], ['2, k, 9', [0.594019, -0.784652, 1.0]], ['2, k, 10', [0.516724, -0.923927, 1.0]], ['2, k, 11', [0.478563, -0.949782, 1.0]], ['2, k, 12', [0.241329, -1.10265, 1.0]], ['2, k, 13', [0.220171, -1.348, 1.0]], ['2, k, 14', [0.192331, -1.73482, 1.0]], ['2, k, 15', [0.192713, -1.76536, 1.0]], ['2, k, 16', [0.392756, -1.09903, 1.0]], ['2, k, 17', [0.418824, -1.35847, 1.0]], ['2, k, 18', [0.460074, -1.72825, 1.0]], ['2, k, 19', [0.472012, -1.75789, 1.0]], ['2, k, 20', [0.280506, -0.610191, 1.0]], ['2, k, 21', [0.15105, -1.05326, 1.0]], ['2, k, 22', [0.15684, -0.956007, 1.0]], ['2, k, 23', [0.455676, -0.99797, 1.0]], ['2, k, 24', [0.444867, -0.905987, 1.0]]]
[['2, k, 0', [0.324735, -1.11357, 1.0]], ['2, k, 1', [0.299666, -0.825303, 1.0]], ['2, k, 2', [0.27728, -0.538507, 1.0]], ['2, k, 3', [0.299135, -0.409761, 1.0]], ['2, k, 4', [0.13152, -0.638731, 1.0]], ['2, k, 5', [-0.0231031, -0.812974, 1.0]], ['2, k, 6', [0.0842894, -0.969481, 1.0]], ['2, k, 7', [0.129336, -0.99047, 1.0]], ['2, k, 8', [0.470711, -0.640728, 1.0]], ['2, k, 9', [0.594166, -0.784709, 1.0]], ['2, k, 10', [0.517111, -0.91417, 1.0]], ['2, k, 11', [0.474162, -0.941676, 1.0]], ['2, k, 12', [0.245321, -1.10246, 1.0]], ['2, k, 13', [0.222825, -1.34813, 1.0]], ['2, k, 14', [0.193124, -1.7344, 1.0]], ['2, k, 15', [0.194699, -1.7652, 1.0]], ['2, k, 16', [0.396557, -1.09857, 1.0]], ['2, k, 17', [0.420696, -1.35839, 1.0]], ['2, k, 18', [0.459342, -1.72839, 1.0]], ['2, k, 19', [0.472421, -1.75774, 1.0]], ['2, k, 20', [0.282142, -0.610489, 1.0]], ['2, k, 21', [0.153923, -1.0502, 1.0]], ['2, k, 22', [0.160347, -0.958561, 1.0]], ['2, k, 23', [0.447173, -0.983693, 1.0]], ['2, k, 24', [0.437328, -0.896539, 1.0]]]
[['2, k, 0', [0.328261, -1.11303, 1.0]], ['2, k, 1', [0.302477, -0.82549, 1.0]], ['2, k, 2', [0.278911, -0.539347, 1.0]], ['2, k, 3', [0.30058, -0.410759, 1.0]], ['2, k, 4', [0.133055, -0.639777, 1.0]], ['2, k, 5', [-0.0212655, -0.815547, 1.0]], ['2, k, 6', [0.0848884, -0.969461, 1.0]], ['2, k, 7', [0.12814, -0.987357, 1.0]], ['2, k, 8', [0.473449, -0.64193, 1.0]], ['2, k, 9', [0.595155, -0.786627, 1.0]], ['2, k, 10', [0.518285, -0.914557, 1.0]], ['2, k, 11', [0.477319, -0.944775, 1.0]], ['2, k, 12', [0.249204, -1.1018, 1.0]], ['2, k, 13', [0.226306, -1.34826, 1.0]], ['2, k, 14', [0.196221, -1.7337, 1.0]], ['2, k, 15', [0.198492, -1.76446, 1.0]], ['2, k, 16', [0.399663, -1.09812, 1.0]], ['2, k, 17', [0.421764, -1.35859, 1.0]], ['2, k, 18', [0.457586, -1.72853, 1.0]], ['2, k, 19', [0.471012, -1.75754, 1.0]], ['2, k, 20', [0.284223, -0.611095, 1.0]], ['2, k, 21', [0.150684, -1.04775, 1.0]], ['2, k, 22', [0.159554, -0.956805, 1.0]], ['2, k, 23', [0.449239, -0.987218, 1.0]], ['2, k, 24', [0.436193, -0.893748, 1.0]]]
[['2, k, 0', [0.331118, -1.11292, 1.0]], ['2, k, 1', [0.30489, -0.826221, 1.0]], ['2, k, 2', [0.280524, -0.540908, 1.0]], ['2, k, 3', [0.302416, -0.41233, 1.0]], ['2, k, 4', [0.135889, -0.640739, 1.0]], ['2, k, 5', [-0.0198991, -0.817287, 1.0]], ['2, k, 6', [0.0846869, -0.969508, 1.0]], ['2, k, 7', [0.126815, -0.984317, 1.0]], ['2, k, 8', [0.47445, -0.642619, 1.0]], ['2, k, 9', [0.595468, -0.787403, 1.0]], ['2, k, 10', [0.518189, -0.91454, 1.0]], ['2, k, 11', [0.478168, -0.941308, 1.0]], ['2, k, 12', [0.251874, -1.1016, 1.0]], ['2, k, 13', [0.229004, -1.34771, 1.0]], ['2, k, 14', [0.19896, -1.73338, 1.0]], ['2, k, 15', [0.201589, -1.76456, 1.0]], ['2, k, 16', [0.402562, -1.09806, 1.0]], ['2, k, 17', [0.422751, -1.35765, 1.0]], ['2, k, 18', [0.456247, -1.72886, 1.0]], ['2, k, 19', [0.469724, -1.75793, 1.0]], ['2, k, 20', [0.286138, -0.612356, 1.0]], ['2, k, 21', [0.153748, -1.04894, 1.0]], ['2, k, 22', [0.157068, -0.955381, 1.0]], ['2, k, 23', [0.450287, -0.981762, 1.0]], ['2, k, 24', [0.438181, -0.897317, 1.0]]]
[['2, k, 0', [0.333078, -1.11271, 1.0]], ['2, k, 1', [0.307369, -0.826755, 1.0]], ['2, k, 2', [0.283342, -0.54253, 1.0]], ['2, k, 3', [0.304097, -0.413422, 1.0]], ['2, k, 4', [0.137497, -0.641815, 1.0]], ['2, k, 5', [-0.0177247, -0.817206, 1.0]], ['2, k, 6', [0.0973078, -0.970304, 1.0]], ['2, k, 7', [0.141191, -0.992369, 1.0]], ['2, k, 8', [0.475771, -0.643308, 1.0]], ['2, k, 9', [0.595693, -0.788115, 1.0]], ['2, k, 10', [0.517987, -0.914646, 1.0]], ['2, k, 11', [0.479228, -0.943548, 1.0]], ['2, k, 12', [0.253644, -1.10142, 1.0]], ['2, k, 13', [0.230128, -1.34828, 1.0]], ['2, k, 14', [0.199289, -1.73324, 1.0]], ['2, k, 15', [0.20191, -1.76392, 1.0]], ['2, k, 16', [0.404635, -1.09782, 1.0]], ['2, k, 17', [0.423428, -1.35591, 1.0]], ['2, k, 18', [0.455404, -1.72911, 1.0]], ['2, k, 19', [0.468707, -1.7574, 1.0]], ['2, k, 20', [0.288996, -0.613597, 1.0]], ['2, k, 21', [0.161107, -1.04902, 1.0]], ['2, k, 22', [0.171828, -0.952646, 1.0]], ['2, k, 23', [0.450159, -0.986102, 1.0]], ['2, k, 24', [0.440299, -0.890217, 1.0]]]
[['2, k, 0', [0.333433, -1.11278, 1.0]], ['2, k, 1', [0.308733, -0.827278, 1.0]], ['2, k, 2', [0.286182, -0.544141, 1.0]], ['2, k, 3', [0.306479, -0.415285, 1.0]], ['2, k, 4', [0.139667, -0.642882, 1.0]], ['2, k, 5', [-0.0177723, -0.81668, 1.0]], ['2, k, 6', [0.0972717, -0.970437, 1.0]], ['2, k, 7', [0.140165, -0.991057, 1.0]], ['2, k, 8', [0.476304, -0.643826, 1.0]], ['2, k, 9', [0.595575, -0.789135, 1.0]], ['2, k, 10', [0.519484, -0.919747, 1.0]], ['2, k, 11', [0.480637, -0.945769, 1.0]], ['2, k, 12', [0.253791, -1.10128, 1.0]], ['2, k, 13', [0.232026, -1.34712, 1.0]], ['2, k, 14', [0.20358, -1.7336, 1.0]], ['2, k, 15', [0.206723, -1.76335, 1.0]], ['2, k, 16', [0.405181, -1.09806, 1.0]], ['2, k, 17', [0.423531, -1.35526, 1.0]], ['2, k, 18', [0.455103, -1.72951, 1.0]], ['2, k, 19', [0.468369, -1.75753, 1.0]], ['2, k, 20', [0.291493, -0.614815, 1.0]], ['2, k, 21', [0.158114, -1.05174, 1.0]], ['2, k, 22', [0.169397, -0.95301, 1.0]], ['2, k, 23', [0.45318, -0.988595, 1.0]], ['2, k, 24', [0.444265, -0.899692, 1.0]]]
[['2, k, 0', [0.332991, -1.11344, 1.0]], ['2, k, 1', [0.309697, -0.828177, 1.0]], ['2, k, 2', [0.289306, -0.546522, 1.0]], ['2, k, 3', [0.309381, -0.416963, 1.0]], ['2, k, 4', [0.142023, -0.643624, 1.0]], ['2, k, 5', [-0.0165116, -0.814323, 1.0]], ['2, k, 6', [0.0960413, -0.969307, 1.0]], ['2, k, 7', [0.137771, -0.990206, 1.0]], ['2, k, 8', [0.478302, -0.646777, 1.0]], ['2, k, 9', [0.598863, -0.793117, 1.0]], ['2, k, 10', [0.521927, -0.918806, 1.0]], ['2, k, 11', [0.482433, -0.944787, 1.0]], ['2, k, 12', [0.253312, -1.1014, 1.0]], ['2, k, 13', [0.232248, -1.34682, 1.0]], ['2, k, 14', [0.204775, -1.7338, 1.0]], ['2, k, 15', [0.20859, -1.76389, 1.0]], ['2, k, 16', [0.404787, -1.09933, 1.0]], ['2, k, 17', [0.423267, -1.35526, 1.0]], ['2, k, 18', [0.455271, -1.73066, 1.0]], ['2, k, 19', [0.469251, -1.75889, 1.0]], ['2, k, 20', [0.294051, -0.616707, 1.0]], ['2, k, 21', [0.15359, -1.05206, 1.0]], ['2, k, 22', [0.165367, -0.955374, 1.0]], ['2, k, 23', [0.45601, -0.989806, 1.0]], ['2, k, 24', [0.448006, -0.903442, 1.0]]]
[['2, k, 0', [0.332412, -1.11349, 1.0]], ['2, k, 1', [0.310434, -0.82868, 1.0]], ['2, k, 2', [0.292109, -0.548401, 1.0]], ['2, k, 3', [0.312146, -0.418332, 1.0]], ['2, k, 4', [0.14413, -0.644821, 1.0]], ['2, k, 5', [-0.0157954, -0.81287, 1.0]], ['2, k, 6', [0.0953436, -0.970131, 1.0]], ['2, k, 7', [0.138168, -0.994877, 1.0]], ['2, k, 8', [0.483258, -0.652019, 1.0]], ['2, k, 9', [0.600308, -0.796959, 1.0]], ['2, k, 10', [0.522425, -0.918628, 1.0]], ['2, k, 11', [0.483978, -0.944082, 1.0]], ['2, k, 12', [0.252604, -1.1008, 1.0]], ['2, k, 13', [0.23172, -1.34637, 1.0]], ['2, k, 14', [0.204547, -1.73307, 1.0]], ['2, k, 15', [0.209684, -1.76453, 1.0]], ['2, k, 16', [0.404338, -1.09999, 1.0]], ['2, k, 17', [0.422969, -1.35451, 1.0]], ['2, k, 18', [0.455473, -1.73118, 1.0]], ['2, k, 19', [0.471106, -1.75979, 1.0]], ['2, k, 20', [0.296317, -0.618146, 1.0]], ['2, k, 21', [0.154664, -1.05742, 1.0]], ['2, k, 22', [0.16544, -0.95814, 1.0]], ['2, k, 23', [0.459133, -0.985532, 1.0]], ['2, k, 24', [0.45118, -0.901128, 1.0]]]
[['2, k, 0', [0.330555, -1.11337, 1.0]], ['2, k, 1', [0.310775, -0.828865, 1.0]], ['2, k, 2', [0.294257, -0.548914, 1.0]], ['2, k, 3', [0.315886, -0.419426, 1.0]], ['2, k, 4', [0.145673, -0.64523, 1.0]], ['2, k, 5', [-0.0155639, -0.812293, 1.0]], ['2, k, 6', [0.0949996, -0.968097, 1.0]], ['2, k, 7', [0.137053, -0.988067, 1.0]], ['2, k, 8', [0.483256, -0.652035, 1.0]], ['2, k, 9', [0.600818, -0.80021, 1.0]], ['2, k, 10', [0.519221, -0.917815, 1.0]], ['2, k, 11', [0.482845, -0.93966, 1.0]], ['2, k, 12', [0.250674, -1.1003, 1.0]], ['2, k, 13', [0.22823, -1.34585, 1.0]], ['2, k, 14', [0.198692, -1.73242, 1.0]], ['2, k, 15', [0.202763, -1.7634, 1.0]], ['2, k, 16', [0.402584, -1.10029, 1.0]], ['2, k, 17', [0.422207, -1.35349, 1.0]], ['2, k, 18', [0.456357, -1.73109, 1.0]], ['2, k, 19', [0.471886, -1.76042, 1.0]], ['2, k, 20', [0.297995, -0.618598, 1.0]], ['2, k, 21', [0.149784, -1.04941, 1.0]], ['2, k, 22', [0.166938, -0.951914, 1.0]], ['2, k, 23', [0.45311, -0.980563, 1.0]], ['2, k, 24', [0.442878, -0.88834, 1.0]]]
[['2, k, 0', [0.328588, -1.11376, 1.0]], ['2, k, 1', [0.311001, -0.829383, 1.0]], ['2, k, 2', [0.29609, -0.550237, 1.0]], ['2, k, 3', [0.319385, -0.420825, 1.0]], ['2, k, 4', [0.147304, -0.645836, 1.0]], ['2, k, 5', [-0.0143703, -0.810861, 1.0]], ['2, k, 6', [0.094857, -0.967639, 1.0]], ['2, k, 7', [0.133845, -0.987073, 1.0]], ['2, k, 8', [0.483667, -0.655236, 1.0]], ['2, k, 9', [0.601485, -0.803825, 1.0]], ['2, k, 10', [0.519217, -0.917854, 1.0]], ['2, k, 11', [0.482389, -0.940842, 1.0]], ['2, k, 12', [0.24853, -1.10017, 1.0]], ['2, k, 13', [0.225945, -1.34557, 1.0]], ['2, k, 14', [0.196147, -1.73217, 1.0]], ['2, k, 15', [0.199571, -1.76379, 1.0]], ['2, k, 16', [0.400833, -1.10108, 1.0]], ['2, k, 17', [0.420358, -1.35242, 1.0]], ['2, k, 18', [0.45477, -1.73195, 1.0]], ['2, k, 19', [0.469826, -1.76102, 1.0]], ['2, k, 20', [0.299428, -0.619732, 1.0]], ['2, k, 21', [0.143072, -1.05286, 1.0]], ['2, k, 22', [0.160787, -0.95314, 1.0]], ['2, k, 23', [0.452862, -0.980027, 1.0]], ['2, k, 24', [0.44429, -0.894124, 1.0]]]
[['2, k, 0', [0.327278, -1.11395, 1.0]], ['2, k, 1', [0.311456, -0.830092, 1.0]], ['2, k, 2', [0.298827, -0.552401, 1.0]], ['2, k, 3', [0.322749, -0.422209, 1.0]], ['2, k, 4', [0.149759, -0.646589, 1.0]], ['2, k, 5', [-0.0136807, -0.809189, 1.0]], ['2, k, 6', [0.094351, -0.968627, 1.0]], ['2, k, 7', [0.135761, -0.996117, 1.0]], ['2, k, 8', [0.484042, -0.657049, 1.0]], ['2, k, 9', [0.601792, -0.806591, 1.0]], ['2, k, 10', [0.523749, -0.919094, 1.0]], ['2, k, 11', [0.48289, -0.940119, 1.0]], ['2, k, 12', [0.247023, -1.09996, 1.0]], ['2, k, 13', [0.222961, -1.34582, 1.0]], ['2, k, 14', [0.191051, -1.73158, 1.0]], ['2, k, 15', [0.193256, -1.76432, 1.0]], ['2, k, 16', [0.399747, -1.10162, 1.0]], ['2, k, 17', [0.418912, -1.35155, 1.0]], ['2, k, 18', [0.453111, -1.73254, 1.0]], ['2, k, 19', [0.467602, -1.76213, 1.0]], ['2, k, 20', [0.301624, -0.621547, 1.0]], ['2, k, 21', [0.153433, -1.0549, 1.0]], ['2, k, 22', [0.160237, -0.955352, 1.0]], ['2, k, 23', [0.456653, -0.975926, 1.0]], ['2, k, 24', [0.449396, -0.894308, 1.0]]]
[['2, k, 0', [0.325245, -1.11361, 1.0]], ['2, k, 1', [0.311611, -0.830453, 1.0]], ['2, k, 2', [0.300029, -0.553261, 1.0]], ['2, k, 3', [0.324462, -0.422817, 1.0]], ['2, k, 4', [0.150735, -0.646902, 1.0]], ['2, k, 5', [-0.0135563, -0.803205, 1.0]], ['2, k, 6', [0.0705614, -0.955459, 1.0]], ['2, k, 7', [0.112731, -0.978645, 1.0]], ['2, k, 8', [0.483708, -0.658737, 1.0]], ['2, k, 9', [0.604699, -0.817506, 1.0]], ['2, k, 10', [0.520355, -0.924583, 1.0]], ['2, k, 11', [0.478426, -0.942043, 1.0]], ['2, k, 12', [0.245019, -1.09931, 1.0]], ['2, k, 13', [0.2172, -1.34475, 1.0]], ['2, k, 14', [0.179633, -1.72998, 1.0]], ['2, k, 15', [0.179747, -1.76377, 1.0]], ['2, k, 16', [0.397753, -1.10158, 1.0]], ['2, k, 17', [0.416444, -1.35094, 1.0]], ['2, k, 18', [0.450072, -1.73271, 1.0]], ['2, k, 19', [0.46374, -1.76222, 1.0]], ['2, k, 20', [0.302568, -0.622269, 1.0]], ['2, k, 21', [0.129212, -1.0409, 1.0]], ['2, k, 22', [0.147133, -0.945271, 1.0]], ['2, k, 23', [0.451571, -0.985091, 1.0]], ['2, k, 24', [0.443392, -0.894861, 1.0]]]
