[['2, k, 0', [-0.258651, -0.474012, 1.0]], ['2, k, 1', [-0.263422, -0.179654, 1.0]], ['2, k, 2', [-0.266436, 0.108365, 1.0]], ['2, k, 3', [-0.284031, 0.255705, 1.0]], ['2, k, 4', [-0.460757, 0.0202642, 1.0]], ['2, k, 5', [-0.574345, -0.132322, 1.0]], ['2, k, 6', [-0.410367, -0.168164, 1.0]], ['2, k, 7', [-0.345854, -0.176998, 1.0]], ['2, k, 8', [-0.0790104, 0.0212204, 1.0]], ['2, k, 9', [0.08207, -0.09229, 1.0]], ['2, k, 10', [-0.000829089, -0.263295, 1.0]], ['2, k, 11', [-0.0517396, -0.296759, 1.0]], ['2, k, 12', [-0.341943, -0.467209, 1.0]], ['2, k, 13', [-0.41367, -0.771653, 1.0]], ['2, k, 14', [-0.470296, -1.08442, 1.0]], ['2, k, 15', [-0.530802, -1.14534, 1.0]], ['2, k, 16', [-0.167776, -0.466987, 1.0]], ['2, k, 17', [-0.0981064, -0.784354, 1.0]], ['2, k, 18', [-0.0296182, -1.1055, 1.0]], ['2, k, 19', [0.0214822, -1.15148, 1.0]], ['2, k, 20', [-0.265984, 0.0372562, 1.0]], ['2, k, 21', [-0.298817, -0.189029, 1.0]], ['2, k, 22', [-0.326767, -0.110045, 1.0]], ['2, k, 23', [-0.0592645, -0.383444, 1.0]], ['2, k, 24', [-0.0841319, -0.271636, 1.0]]]
[['2, k, 0', [-0.280115, -0.467892, 1.0]], ['2, k, 1', [-0.270021, -0.169516, 1.0]], ['2, k, 2', [-0.254678, 0.121689, 1.0]], ['2, k, 3', [-0.279306, 0.269872, 1.0]], ['2, k, 4', [-0.468901, 0.0389699, 1.0]], ['2, k, 5', [-0.566272, -0.121629, 1.0]], ['2, k, 6', [-0.400107, -0.168685, 1.0]], ['2, k, 7', [-0.34335, -0.176264, 1.0]], ['2, k, 8', [-0.0769456, 0.024568, 1.0]], ['2, k, 9', [0.0853212, -0.103026, 1.0]], ['2, k, 10', [-0.00224266, -0.268534, 1.0]], ['2, k, 11', [-0.0538658, -0.305696, 1.0]], ['2, k, 12', [-0.359007, -0.460681, 1.0]], ['2, k, 13', [-0.436237, -0.774059, 1.0]], ['2, k, 14', [-0.485567, -1.07888, 1.0]], ['2, k, 15', [-0.523285, -1.13753, 1.0]], ['2, k, 16', [-0.193022, -0.461806, 1.0]], ['2, k, 17', [-0.106923, -0.784768, 1.0]], ['2, k, 18', [-0.0401059, -1.08994, 1.0]], ['2, k, 19', [0.0140378, -1.14487, 1.0]], ['2, k, 20', [-0.259629, 0.0505699, 1.0]], ['2, k, 21', [-0.274092, -0.215147, 1.0]], ['2, k, 22', [-0.377254, -0.255005, 1.0]], ['2, k, 23', [-0.0626128, -0.388966, 1.0]], ['2, k, 24', [-0.0874418, -0.272145, 1.0]]]
[['2, k, 0', [-0.274213, -0.468774, 1.0]], ['2, k, 1', [-0.2674, -0.169987, 1.0]], ['2, k, 2', [-0.254614, 0.121648, 1.0]], ['2, k, 3', [-0.279562, 0.269757, 1.0]], ['2, k, 4', [-0.467864, 0.0378992, 1.0]], ['2, k, 5', [-0.564418, -0.123602, 1.0]], ['2, k, 6', [-0.398821, -0.169454, 1.0]], ['2, k, 7', [-0.342706, -0.175776, 1.0]], ['2, k, 8', [-0.0767583, 0.0249266, 1.0]], ['2, k, 9', [0.0866059, -0.101698, 1.0]], ['2, k, 10', [-0.0011441, -0.267123, 1.0]], ['2, k, 11', [-0.0520875, -0.300831, 1.0]], ['2, k, 12', [-0.353265, -0.4624, 1.0]], ['2, k, 13', [-0.430412, -0.775883, 1.0]], ['2, k, 14', [-0.486132, -1.08018, 1.0]], ['2, k, 15', [-0.523936, -1.13888, 1.0]], ['2, k, 16', [-0.187116, -0.461823, 1.0]], ['2, k, 17', [-0.105138, -0.785969, 1.0]], ['2, k, 18', [-0.0401814, -1.08968, 1.0]], ['2, k, 19', [0.0140938, -1.1444, 1.0]], ['2, k, 20', [-0.259082, 0.0503479, 1.0]], ['2, k, 21', [-0.272566, -0.216856, 1.0]], ['2, k, 22', [-0.374826, -0.255776, 1.0]], ['2, k, 23', [-0.0598681, -0.382816, 1.0]], ['2, k, 24', [-0.0849302, -0.280897, 1.0]]]
[['2, k, 0', [-0.269146, -0.469036, 1.0]], ['2, k, 1', [-0.26461, -0.170247, 1.0]], ['2, k, 2', [-0.254407, 0.121598, 1.0]], ['2, k, 3', [-0.279846, 0.269502, 1.0]], ['2, k, 4', [-0.466454, 0.0371603, 1.0]], ['2, k, 5', [-0.561295, -0.128638, 1.0]], ['2, k, 6', [-0.393223, -0.190748, 1.0]], ['2, k, 7', [-0.334685, -0.210207, 1.0]], ['2, k, 8', [-0.0765202, 0.0251576, 1.0]], ['2, k, 9', [0.0885726, -0.0995308, 1.0]], ['2, k, 10', [0.000805709, -0.264928, 1.0]], ['2, k, 11', [-0.0499865, -0.301778, 1.0]], ['2, k, 12', [-0.348592, -0.463126, 1.0]], ['2, k, 13', [-0.426463, -0.777031, 1.0]], ['2, k, 14', [-0.48593, -1.08094, 1.0]], ['2, k, 15', [-0.524717, -1.13938, 1.0]], ['2, k, 16', [-0.181842, -0.461567, 1.0]], ['2, k, 17', [-0.102622, -0.784039, 1.0]], ['2, k, 18', [-0.0404469, -1.0899, 1.0]], ['2, k, 19', [0.0140067, -1.14387, 1.0]], ['2, k, 20', [-0.258241, 0.0501412, 1.0]], ['2, k, 21', [-0.263444, -0.243034, 1.0]], ['2, k, 22', [-0.377243, -0.28796, 1.0]], ['2, k, 23', [-0.0582596, -0.382632, 1.0]], ['2, k, 24', [-0.0879978, -0.283344, 1.0]]]
[['2, k, 0', [-0.26409, -0.469135, 1.0]], ['2, k, 1', [-0.261807, -0.170068, 1.0]], ['2, k, 2', [-0.254105, 0.121802, 1.0]], ['2, k, 3', [-0.279979, 0.269367, 1.0]], ['2, k, 4', [-0.458089, 0.036212, 1.0]], ['2, k, 5', [-0.559367, -0.130361, 1.0]], ['2, k, 6', [-0.393069, -0.178431, 1.0]], ['2, k, 7', [-0.337635, -0.18794, 1.0]], ['2, k, 8', [-0.0761914, 0.0254803, 1.0]], ['2, k, 9', [0.091448, -0.0947679, 1.0]], ['2, k, 10', [0.00359672, -0.260163, 1.0]], ['2, k, 11', [-0.0457777, -0.296923, 1.0]], ['2, k, 12', [-0.344232, -0.463743, 1.0]], ['2, k, 13', [-0.421162, -0.777448, 1.0]], ['2, k, 14', [-0.485779, -1.08109, 1.0]], ['2, k, 15', [-0.524556, -1.13979, 1.0]], ['2, k, 16', [-0.176203, -0.461067, 1.0]], ['2, k, 17', [-0.100627, -0.78375, 1.0]], ['2, k, 18', [-0.0390529, -1.08967, 1.0]], ['2, k, 19', [0.0141835, -1.14442, 1.0]], ['2, k, 20', [-0.257318, 0.0503244, 1.0]], ['2, k, 21', [-0.268569, -0.229164, 1.0]], ['2, k, 22', [-0.37231, -0.267052, 1.0]], ['2, k, 23', [-0.0551943, -0.375152, 1.0]], ['2, k, 24', [-0.0822222, -0.268519, 1.0]]]
[['2, k, 0', [-0.258571, -0.468599, 1.0]], ['2, k, 1', [-0.258555, -0.169808, 1.0]], ['2, k, 2', [-0.253583, 0.121921, 1.0]], ['2, k, 3', [-0.279907, 0.269266, 1.0]], ['2, k, 4', [-0.458089, 0.0359948, 1.0]], ['2, k, 5', [-0.558713, -0.130636, 1.0]], ['2, k, 6', [-0.392439, -0.177347, 1.0]], ['2, k, 7', [-0.336121, -0.187346, 1.0]], ['2, k, 8', [-0.0758477, 0.0255831, 1.0]], ['2, k, 9', [0.0927195, -0.0929543, 1.0]], ['2, k, 10', [0.00578958, -0.258808, 1.0]], ['2, k, 11', [-0.043416, -0.296113, 1.0]], ['2, k, 12', [-0.338761, -0.464095, 1.0]], ['2, k, 13', [-0.416161, -0.777879, 1.0]], ['2, k, 14', [-0.484773, -1.08112, 1.0]], ['2, k, 15', [-0.525298, -1.14082, 1.0]], ['2, k, 16', [-0.170753, -0.459652, 1.0]], ['2, k, 17', [-0.0942187, -0.778113, 1.0]], ['2, k, 18', [-0.0390343, -1.08916, 1.0]], ['2, k, 19', [0.0139988, -1.14431, 1.0]], ['2, k, 20', [-0.256027, 0.0504071, 1.0]], ['2, k, 21', [-0.262441, -0.219483, 1.0]], ['2, k, 22', [-0.345462, -0.264518, 1.0]], ['2, k, 23', [-0.052675, -0.375452, 1.0]], ['2, k, 24', [-0.0830178, -0.27065, 1.0]]]
[['2, k, 0', [-0.253659, -0.468528, 1.0]], ['2, k, 1', [-0.255931, -0.16971, 1.0]], ['2, k, 2', [-0.253263, 0.122021, 1.0]], ['2, k, 3', [-0.279721, 0.269192, 1.0]], ['2, k, 4', [-0.457822, 0.0351083, 1.0]], ['2, k, 5', [-0.555805, -0.132244, 1.0]], ['2, k, 6', [-0.390976, -0.175578, 1.0]], ['2, k, 7', [-0.336186, -0.18123, 1.0]], ['2, k, 8', [-0.0754606, 0.025753, 1.0]], ['2, k, 9', [0.0952121, -0.0900448, 1.0]], ['2, k, 10', [0.00797142, -0.255707, 1.0]], ['2, k, 11', [-0.0413512, -0.2961, 1.0]], ['2, k, 12', [-0.333962, -0.464839, 1.0]], ['2, k, 13', [-0.413151, -0.778109, 1.0]], ['2, k, 14', [-0.484744, -1.08176, 1.0]], ['2, k, 15', [-0.52377, -1.14145, 1.0]], ['2, k, 16', [-0.165795, -0.458777, 1.0]], ['2, k, 17', [-0.0909238, -0.774686, 1.0]], ['2, k, 18', [-0.0390861, -1.08926, 1.0]], ['2, k, 19', [0.0138041, -1.14414, 1.0]], ['2, k, 20', [-0.255115, 0.0504736, 1.0]], ['2, k, 21', [-0.261234, -0.206013, 1.0]], ['2, k, 22', [-0.35716, -0.262257, 1.0]], ['2, k, 23', [-0.054442, -0.374192, 1.0]], ['2, k, 24', [-0.0827813, -0.263792, 1.0]]]
[['2, k, 0', [-0.248827, -0.467961, 1.0]], ['2, k, 1', [-0.253275, -0.169557, 1.0]], ['2, k, 2', [-0.252826, 0.12203, 1.0]], ['2, k, 3', [-0.279702, 0.269186, 1.0]], ['2, k, 4', [-0.457411, 0.0343786, 1.0]], ['2, k, 5', [-0.547741, -0.143619, 1.0]], ['2, k, 6', [-0.38643, -0.178252, 1.0]], ['2, k, 7', [-0.336326, -0.179081, 1.0]], ['2, k, 8', [-0.0750966, 0.0258952, 1.0]], ['2, k, 9', [0.0972833, -0.0870831, 1.0]], ['2, k, 10', [0.0100116, -0.252748, 1.0]], ['2, k, 11', [-0.0385077, -0.296457, 1.0]], ['2, k, 12', [-0.329339, -0.465003, 1.0]], ['2, k, 13', [-0.409685, -0.777219, 1.0]], ['2, k, 14', [-0.483951, -1.08072, 1.0]], ['2, k, 15', [-0.523359, -1.14085, 1.0]], ['2, k, 16', [-0.160928, -0.457467, 1.0]], ['2, k, 17', [-0.0880438, -0.772026, 1.0]], ['2, k, 18', [-0.0389023, -1.08928, 1.0]], ['2, k, 19', [0.0133951, -1.14432, 1.0]], ['2, k, 20', [-0.254075, 0.0504352, 1.0]], ['2, k, 21', [-0.26729, -0.20067, 1.0]], ['2, k, 22', [-0.345743, -0.259058, 1.0]], ['2, k, 23', [-0.0563623, -0.37165, 1.0]], ['2, k, 24', [-0.0801349, -0.259266, 1.0]]]
[['2, k, 0', [-0.242709, -0.467369, 1.0]], ['2, k, 1', [-0.249658, -0.169522, 1.0]], ['2, k, 2', [-0.252035, 0.121889, 1.0]], ['2, k, 3', [-0.279666, 0.269107, 1.0]], ['2, k, 4', [-0.455993, 0.0333003, 1.0]], ['2, k, 5', [-0.544529, -0.146768, 1.0]], ['2, k, 6', [-0.384774, -0.178579, 1.0]], ['2, k, 7', [-0.336062, -0.178587, 1.0]], ['2, k, 8', [-0.0746011, 0.0260071, 1.0]], ['2, k, 9', [0.0987688, -0.0852144, 1.0]], ['2, k, 10', [0.0286129, -0.258787, 1.0]], ['2, k, 11', [-0.0356806, -0.305147, 1.0]], ['2, k, 12', [-0.323808, -0.465483, 1.0]], ['2, k, 13', [-0.405325, -0.775911, 1.0]], ['2, k, 14', [-0.483028, -1.07989, 1.0]], ['2, k, 15', [-0.522377, -1.14128, 1.0]], ['2, k, 16', [-0.154269, -0.455719, 1.0]], ['2, k, 17', [-0.0853575, -0.770999, 1.0]], ['2, k, 18', [-0.0389081, -1.08921, 1.0]], ['2, k, 19', [0.01351, -1.14399, 1.0]], ['2, k, 20', [-0.252476, 0.0502201, 1.0]], ['2, k, 21', [-0.265562, -0.191916, 1.0]], ['2, k, 22', [-0.338112, -0.25789, 1.0]], ['2, k, 23', [-0.0625974, -0.376925, 1.0]], ['2, k, 24', [-0.0732151, -0.259287, 1.0]]]
[['2, k, 0', [-0.23718, -0.466061, 1.0]], ['2, k, 1', [-0.246546, -0.169286, 1.0]], ['2, k, 2', [-0.251347, 0.121643, 1.0]], ['2, k, 3', [-0.279609, 0.269074, 1.0]], ['2, k, 4', [-0.455236, 0.0327834, 1.0]], ['2, k, 5', [-0.519672, -0.191531, 1.0]], ['2, k, 6', [-0.370037, -0.18797, 1.0]], ['2, k, 7', [-0.324013, -0.180514, 1.0]], ['2, k, 8', [-0.0715486, 0.0275938, 1.0]], ['2, k, 9', [0.0999356, -0.0838308, 1.0]], ['2, k, 10', [0.0164268, -0.250796, 1.0]], ['2, k, 11', [-0.0426636, -0.298814, 1.0]], ['2, k, 12', [-0.318797, -0.465124, 1.0]], ['2, k, 13', [-0.403434, -0.776296, 1.0]], ['2, k, 14', [-0.482837, -1.07969, 1.0]], ['2, k, 15', [-0.521763, -1.14147, 1.0]], ['2, k, 16', [-0.14847, -0.453454, 1.0]], ['2, k, 17', [-0.080517, -0.7688, 1.0]], ['2, k, 18', [-0.038474, -1.08992, 1.0]], ['2, k, 19', [0.0136432, -1.14429, 1.0]], ['2, k, 20', [-0.251132, 0.0499616, 1.0]], ['2, k, 21', [-0.268828, -0.179718, 1.0]], ['2, k, 22', [-0.303225, -0.256989, 1.0]], ['2, k, 23', [-0.0775242, -0.366899, 1.0]], ['2, k, 24', [-0.0870023, -0.243533, 1.0]]]
[['2, k, 0', [-0.232629, -0.464787, 1.0]], ['2, k, 1', [-0.243991, -0.168726, 1.0]], ['2, k, 2', [-0.250893, 0.121657, 1.0]], ['2, k, 3', [-0.279575, 0.269038, 1.0]], ['2, k, 4', [-0.454089, 0.0323062, 1.0]], ['2, k, 5', [-0.536292, -0.158943, 1.0]], ['2, k, 6', [-0.382681, -0.180259, 1.0]], ['2, k, 7', [-0.335216, -0.17863, 1.0]], ['2, k, 8', [-0.0702692, 0.0282249, 1.0]], ['2, k, 9', [0.101696, -0.0809849, 1.0]], ['2, k, 10', [0.0179206, -0.24805, 1.0]], ['2, k, 11', [-0.0389847, -0.292283, 1.0]], ['2, k, 12', [-0.314489, -0.46472, 1.0]], ['2, k, 13', [-0.39915, -0.776007, 1.0]], ['2, k, 14', [-0.48275, -1.07988, 1.0]], ['2, k, 15', [-0.52122, -1.14233, 1.0]], ['2, k, 16', [-0.143831, -0.451323, 1.0]], ['2, k, 17', [-0.0714743, -0.758455, 1.0]], ['2, k, 18', [-0.0382414, -1.08911, 1.0]], ['2, k, 19', [0.0135775, -1.14465, 1.0]], ['2, k, 20', [-0.250135, 0.0500428, 1.0]], ['2, k, 21', [-0.27459, -0.193391, 1.0]], ['2, k, 22', [-0.330294, -0.257414, 1.0]], ['2, k, 23', [-0.0726507, -0.360489, 1.0]], ['2, k, 24', [-0.0844614, -0.243559, 1.0]]]
[['2, k, 0', [-0.22841, -0.463806, 1.0]], ['2, k, 1', [-0.241251, -0.168609, 1.0]], ['2, k, 2', [-0.249985, 0.121217, 1.0]], ['2, k, 3', [-0.279451, 0.268938, 1.0]], ['2, k, 4', [-0.452725, 0.030971, 1.0]], ['2, k, 5', [-0.536219, -0.158856, 1.0]], ['2, k, 6', [-0.384076, -0.179662, 1.0]], ['2, k, 7', [-0.335006, -0.178997, 1.0]], ['2, k, 8', [-0.0675025, 0.029439, 1.0]], ['2, k, 9', [0.102347, -0.0799573, 1.0]], ['2, k, 10', [0.0181529, -0.246825, 1.0]], ['2, k, 11', [-0.0370422, -0.293215, 1.0]], ['2, k, 12', [-0.310553, -0.46478, 1.0]], ['2, k, 13', [-0.396207, -0.774225, 1.0]], ['2, k, 14', [-0.482899, -1.07984, 1.0]], ['2, k, 15', [-0.520407, -1.14239, 1.0]], ['2, k, 16', [-0.139349, -0.449237, 1.0]], ['2, k, 17', [-0.0673874, -0.754486, 1.0]], ['2, k, 18', [-0.033999, -1.09115, 1.0]], ['2, k, 19', [0.0135335, -1.14615, 1.0]], ['2, k, 20', [-0.248677, 0.0496468, 1.0]], ['2, k, 21', [-0.283967, -0.193815, 1.0]], ['2, k, 22', [-0.329745, -0.258264, 1.0]], ['2, k, 23', [-0.0757363, -0.362031, 1.0]], ['2, k, 24', [-0.0868711, -0.242128, 1.0]]]
[['2, k, 0', [-0.223333, -0.462533, 1.0]], ['2, k, 1', [-0.238769, -0.168116, 1.0]], ['2, k, 2', [-0.24965, 0.121165, 1.0]], ['2, k, 3', [-0.279235, 0.268731, 1.0]], ['2, k, 4', [-0.451336, 0.0302721, 1.0]], ['2, k, 5', [-0.535661, -0.159242, 1.0]], ['2, k, 6', [-0.402897, -0.141018, 1.0]], ['2, k, 7', [-0.340374, -0.136005, 1.0]], ['2, k, 8', [-0.0653676, 0.0303557, 1.0]], ['2, k, 9', [0.104551, -0.0759425, 1.0]], ['2, k, 10', [0.02176, -0.243545, 1.0]], ['2, k, 11', [-0.0344416, -0.292538, 1.0]], ['2, k, 12', [-0.305916, -0.464507, 1.0]], ['2, k, 13', [-0.393695, -0.772552, 1.0]], ['2, k, 14', [-0.481232, -1.07751, 1.0]], ['2, k, 15', [-0.519414, -1.14111, 1.0]], ['2, k, 16', [-0.133924, -0.446935, 1.0]], ['2, k, 17', [-0.0616027, -0.74938, 1.0]], ['2, k, 18', [-0.0290739, -1.0932, 1.0]], ['2, k, 19', [0.0132139, -1.14844, 1.0]], ['2, k, 20', [-0.247864, 0.049659, 1.0]], ['2, k, 21', [-0.289187, -0.148035, 1.0]], ['2, k, 22', [-0.337325, -0.203533, 1.0]], ['2, k, 23', [-0.0713956, -0.360319, 1.0]], ['2, k, 24', [-0.0828456, -0.24207, 1.0]]]
[['2, k, 0', [-0.219733, -0.461618, 1.0]], ['2, k, 1', [-0.236653, -0.16758, 1.0]], ['2, k, 2', [-0.249271, 0.121209, 1.0]], ['2, k, 3', [-0.278972, 0.268641, 1.0]], ['2, k, 4', [-0.450353, 0.0294282, 1.0]], ['2, k, 5', [-0.535085, -0.159783, 1.0]], ['2, k, 6', [-0.384722, -0.179349, 1.0]], ['2, k, 7', [-0.332949, -0.179214, 1.0]], ['2, k, 8', [-0.0636655, 0.030846, 1.0]], ['2, k, 9', [0.104967, -0.0753373, 1.0]], ['2, k, 10', [0.0230295, -0.24334, 1.0]], ['2, k, 11', [-0.0328361, -0.29331, 1.0]], ['2, k, 12', [-0.302488, -0.464216, 1.0]], ['2, k, 13', [-0.392117, -0.772052, 1.0]], ['2, k, 14', [-0.481523, -1.07845, 1.0]], ['2, k, 15', [-0.518926, -1.14165, 1.0]], ['2, k, 16', [-0.13039, -0.445498, 1.0]], ['2, k, 17', [-0.0569152, -0.746065, 1.0]], ['2, k, 18', [-0.0264353, -1.09371, 1.0]], ['2, k, 19', [0.0129422, -1.14928, 1.0]], ['2, k, 20', [-0.247032, 0.0498014, 1.0]], ['2, k, 21', [-0.283016, -0.185401, 1.0]], ['2, k, 22', [-0.325024, -0.257402, 1.0]], ['2, k, 23', [-0.0714369, -0.360527, 1.0]], ['2, k, 24', [-0.0823949, -0.241659, 1.0]]]
[['2, k, 0', [-0.214739, -0.460651, 1.0]], ['2, k, 1', [-0.234371, -0.167084, 1.0]], ['2, k, 2', [-0.249003, 0.121237, 1.0]], ['2, k, 3', [-0.278207, 0.268525, 1.0]], ['2, k, 4', [-0.449261, 0.0288026, 1.0]], ['2, k, 5', [-0.534138, -0.160208, 1.0]], ['2, k, 6', [-0.384164, -0.179459, 1.0]], ['2, k, 7', [-0.331378, -0.180152, 1.0]], ['2, k, 8', [-0.0630476, 0.0310661, 1.0]], ['2, k, 9', [0.105363, -0.0744948, 1.0]], ['2, k, 10', [0.0241722, -0.242772, 1.0]], ['2, k, 11', [-0.0317432, -0.29365, 1.0]], ['2, k, 12', [-0.297689, -0.464012, 1.0]], ['2, k, 13', [-0.39024, -0.770457, 1.0]], ['2, k, 14', [-0.480828, -1.07773, 1.0]], ['2, k, 15', [-0.518611, -1.14115, 1.0]], ['2, k, 16', [-0.125392, -0.443842, 1.0]], ['2, k, 17', [-0.0546345, -0.744495, 1.0]], ['2, k, 18', [-0.0248706, -1.09483, 1.0]], ['2, k, 19', [0.0128483, -1.14995, 1.0]], ['2, k, 20', [-0.246345, 0.0499186, 1.0]], ['2, k, 21', [-0.280147, -0.193049, 1.0]], ['2, k, 22', [-0.327917, -0.258913, 1.0]], ['2, k, 23', [-0.0714371, -0.360552, 1.0]], ['2, k, 24', [-0.0828492, -0.23689, 1.0]]]
[['2, k, 0', [-0.211236, -0.459979, 1.0]], ['2, k, 1', [-0.232233, -0.166719, 1.0]], ['2, k, 2', [-0.248618, 0.121225, 1.0]], ['2, k, 3', [-0.27825, 0.26857, 1.0]], ['2, k, 4', [-0.447394, 0.0289552, 1.0]], ['2, k, 5', [-0.533426, -0.161135, 1.0]], ['2, k, 6', [-0.383776, -0.179583, 1.0]], ['2, k, 7', [-0.329763, -0.180323, 1.0]], ['2, k, 8', [-0.0639488, 0.0304237, 1.0]], ['2, k, 9', [0.105308, -0.0744254, 1.0]], ['2, k, 10', [0.0232129, -0.241918, 1.0]], ['2, k, 11', [-0.0323373, -0.29393, 1.0]], ['2, k, 12', [-0.294146, -0.46382, 1.0]], ['2, k, 13', [-0.388818, -0.770526, 1.0]], ['2, k, 14', [-0.481232, -1.08138, 1.0]], ['2, k, 15', [-0.519704, -1.14286, 1.0]], ['2, k, 16', [-0.12209, -0.44278, 1.0]], ['2, k, 17', [-0.050628, -0.742818, 1.0]], ['2, k, 18', [-0.0247725, -1.0951, 1.0]], ['2, k, 19', [0.0131762, -1.15007, 1.0]], ['2, k, 20', [-0.245488, 0.0499791, 1.0]], ['2, k, 21', [-0.27911, -0.187082, 1.0]], ['2, k, 22', [-0.323952, -0.257755, 1.0]], ['2, k, 23', [-0.0761581, -0.359508, 1.0]], ['2, k, 24', [-0.0826306, -0.235738, 1.0]]]
[['2, k, 0', [-0.208477, -0.4592, 1.0]], ['2, k, 1', [-0.230949, -0.166411, 1.0]], ['2, k, 2', [-0.248547, 0.121194, 1.0]], ['2, k, 3', [-0.278008, 0.268535, 1.0]], ['2, k, 4', [-0.446152, 0.0287655, 1.0]], ['2, k, 5', [-0.532577, -0.162031, 1.0]], ['2, k, 6', [-0.383019, -0.1464, 1.0]], ['2, k, 7', [-0.328953, -0.139146, 1.0]], ['2, k, 8', [-0.0648231, 0.0298634, 1.0]], ['2, k, 9', [0.105207, -0.073682, 1.0]], ['2, k, 10', [0.0239799, -0.241572, 1.0]], ['2, k, 11', [-0.0311503, -0.288885, 1.0]], ['2, k, 12', [-0.290759, -0.463457, 1.0]], ['2, k, 13', [-0.38741, -0.769731, 1.0]], ['2, k, 14', [-0.481253, -1.08126, 1.0]], ['2, k, 15', [-0.519196, -1.14297, 1.0]], ['2, k, 16', [-0.119916, -0.441744, 1.0]], ['2, k, 17', [-0.0479157, -0.741308, 1.0]], ['2, k, 18', [-0.0251687, -1.09436, 1.0]], ['2, k, 19', [0.0138686, -1.15005, 1.0]], ['2, k, 20', [-0.245179, 0.0499942, 1.0]], ['2, k, 21', [-0.275037, -0.147544, 1.0]], ['2, k, 22', [-0.31766, -0.208997, 1.0]], ['2, k, 23', [-0.0765326, -0.354799, 1.0]], ['2, k, 24', [-0.0824861, -0.236194, 1.0]]]
[['2, k, 0', [-0.206487, -0.4581, 1.0]], ['2, k, 1', [-0.230008, -0.165946, 1.0]], ['2, k, 2', [-0.248525, 0.121192, 1.0]], ['2, k, 3', [-0.278003, 0.268501, 1.0]], ['2, k, 4', [-0.445247, 0.0285743, 1.0]], ['2, k, 5', [-0.531919, -0.162851, 1.0]], ['2, k, 6', [-0.382687, -0.146309, 1.0]], ['2, k, 7', [-0.329511, -0.138743, 1.0]], ['2, k, 8', [-0.0630187, 0.0309537, 1.0]], ['2, k, 9', [0.105387, -0.0723032, 1.0]], ['2, k, 10', [0.024934, -0.240571, 1.0]], ['2, k, 11', [-0.0329944, -0.27069, 1.0]], ['2, k, 12', [-0.28907, -0.46289, 1.0]], ['2, k, 13', [-0.386288, -0.769489, 1.0]], ['2, k, 14', [-0.481786, -1.08159, 1.0]], ['2, k, 15', [-0.51878, -1.14316, 1.0]], ['2, k, 16', [-0.117717, -0.440066, 1.0]], ['2, k, 17', [-0.0463196, -0.740661, 1.0]], ['2, k, 18', [-0.0252433, -1.09425, 1.0]], ['2, k, 19', [0.0139498, -1.15012, 1.0]], ['2, k, 20', [-0.244985, 0.0500629, 1.0]], ['2, k, 21', [-0.275367, -0.145305, 1.0]], ['2, k, 22', [-0.319453, -0.208922, 1.0]], ['2, k, 23', [-0.080375, -0.338839, 1.0]], ['2, k, 24', [-0.081714, -0.207475, 1.0]]]
[['2, k, 0', [-0.204428, -0.457235, 1.0]], ['2, k, 1', [-0.228487, -0.165479, 1.0]], ['2, k, 2', [-0.248119, 0.121161, 1.0]], ['2, k, 3', [-0.278043, 0.268557, 1.0]], ['2, k, 4', [-0.444615, 0.0285561, 1.0]], ['2, k, 5', [-0.530559, -0.163929, 1.0]], ['2, k, 6', [-0.381901, -0.148443, 1.0]], ['2, k, 7', [-0.327645, -0.144474, 1.0]], ['2, k, 8', [-0.0637053, 0.0306354, 1.0]], ['2, k, 9', [0.105037, -0.0708521, 1.0]], ['2, k, 10', [0.0259271, -0.23982, 1.0]], ['2, k, 11', [-0.0206536, -0.288801, 1.0]], ['2, k, 12', [-0.286691, -0.462227, 1.0]], ['2, k, 13', [-0.384282, -0.768814, 1.0]], ['2, k, 14', [-0.481791, -1.08126, 1.0]], ['2, k, 15', [-0.51842, -1.14337, 1.0]], ['2, k, 16', [-0.116006, -0.439092, 1.0]], ['2, k, 17', [-0.0431785, -0.741025, 1.0]], ['2, k, 18', [-0.0250246, -1.09446, 1.0]], ['2, k, 19', [0.0141125, -1.15012, 1.0]], ['2, k, 20', [-0.244212, 0.0501502, 1.0]], ['2, k, 21', [-0.272287, -0.146179, 1.0]], ['2, k, 22', [-0.313179, -0.216007, 1.0]], ['2, k, 23', [-0.0546261, -0.357762, 1.0]], ['2, k, 24', [-0.0689197, -0.236805, 1.0]]]
