[['2, k, 0', [0.0246618, -0.341418, 1.0]], ['2, k, 1', [0.0221992, -0.0179044, 1.0]], ['2, k, 2', [0.0196966, 0.298717, 1.0]], ['2, k, 3', [0.0236434, 0.418468, 1.0]], ['2, k, 4', [-0.123191, 0.254457, 1.0]], ['2, k, 5', [-0.0122958, -0.0116994, 1.0]], ['2, k, 6', [-0.187522, 0.0462821, 1.0]], ['2, k, 7', [-0.205677, 0.143824, 1.0]], ['2, k, 8', [0.134938, 0.208869, 1.0]], ['2, k, 9', [0.160721, -0.0816214, 1.0]], ['2, k, 10', [0.235802, 0.0319068, 1.0]], ['2, k, 11', [0.222665, 0.139668, 1.0]], ['2, k, 12', [-0.0343868, -0.326999, 1.0]], ['2, k, 13', [-0.0721665, -0.75524, 1.0]], ['2, k, 14', [-0.0818607, -1.08967, 1.0]], ['2, k, 15', [-0.0818477, -1.12788, 1.0]], ['2, k, 16', [0.0831277, -0.347762, 1.0]], ['2, k, 17', [0.10568, -0.742361, 1.0]], ['2, k, 18', [0.107085, -1.0748, 1.0]], ['2, k, 19', [0.105103, -1.11324, 1.0]], ['2, k, 20', [0.020332, 0.220499, 1.0]], ['2, k, 21', [-0.276394, 0.127963, 1.0]], ['2, k, 22', [-0.147579, 0.135124, 1.0]], ['2, k, 23', [0.203724, 0.135641, 1.0]], ['2, k, 24', [0.275468, 0.144997, 1.0]]]
[['2, k, 0', [0.0205154, -0.325264, 1.0]], ['2, k, 1', [0.0174381, -0.00726762, 1.0]], ['2, k, 2', [0.013707, 0.304067, 1.0]], ['2, k, 3', [0.0194956, 0.452105, 1.0]], ['2, k, 4', [-0.153933, 0.201587, 1.0]], ['2, k, 5', [-0.227956, -0.0685851, 1.0]], ['2, k, 6', [-0.215319, -0.319636, 1.0]], ['2, k, 7', [-0.207599, -0.393839, 1.0]], ['2, k, 8', [0.17824, 0.190508, 1.0]], ['2, k, 9', [0.2407, -0.075888, 1.0]], ['2, k, 10', [0.244963, -0.321242, 1.0]], ['2, k, 11', [0.23947, -0.395035, 1.0]], ['2, k, 12', [-0.0455789, -0.312332, 1.0]], ['2, k, 13', [-0.0747887, -0.76451, 1.0]], ['2, k, 14', [-0.0995123, -1.13822, 1.0]], ['2, k, 15', [-0.0857038, -1.19243, 1.0]], ['2, k, 16', [0.085684, -0.331265, 1.0]], ['2, k, 17', [0.105084, -0.746167, 1.0]], ['2, k, 18', [0.10874, -1.10188, 1.0]], ['2, k, 19', [0.125057, -1.17858, 1.0]], ['2, k, 20', [0.0146438, 0.227052, 1.0]], ['2, k, 21', [-0.195768, -0.455669, 1.0]], ['2, k, 22', [-0.259812, -0.389865, 1.0]], ['2, k, 23', [0.246078, -0.458799, 1.0]], ['2, k, 24', [0.277292, -0.422868, 1.0]]]
[['2, k, 0', [0.0202, -0.325652, 1.0]], ['2, k, 1', [0.0173295, -0.00733514, 1.0]], ['2, k, 2', [0.0136918, 0.304132, 1.0]], ['2, k, 3', [0.0190467, 0.452208, 1.0]], ['2, k, 4', [-0.154691, 0.200953, 1.0]], ['2, k, 5', [-0.228103, -0.0687297, 1.0]], ['2, k, 6', [-0.214581, -0.321065, 1.0]], ['2, k, 7', [-0.20956, -0.396358, 1.0]], ['2, k, 8', [0.178728, 0.188735, 1.0]], ['2, k, 9', [0.240225, -0.0759802, 1.0]], ['2, k, 10', [0.244243, -0.320918, 1.0]], ['2, k, 11', [0.237983, -0.393125, 1.0]], ['2, k, 12', [-0.0456521, -0.312522, 1.0]], ['2, k, 13', [-0.0747648, -0.764332, 1.0]], ['2, k, 14', [-0.0918447, -1.13356, 1.0]], ['2, k, 15', [-0.0872485, -1.19493, 1.0]], ['2, k, 16', [0.0851, -0.33181, 1.0]], ['2, k, 17', [0.10499, -0.747684, 1.0]], ['2, k, 18', [0.111918, -1.10394, 1.0]], ['2, k, 19', [0.123883, -1.17925, 1.0]], ['2, k, 20', [0.0146117, 0.227087, 1.0]], ['2, k, 21', [-0.1969, -0.45669, 1.0]], ['2, k, 22', [-0.258298, -0.421736, 1.0]], ['2, k, 23', [0.246568, -0.458195, 1.0]], ['2, k, 24', [0.285564, -0.441987, 1.0]]]
[['2, k, 0', [0.0196766, -0.327237, 1.0]], ['2, k, 1', [0.016816, -0.00804043, 1.0]], ['2, k, 2', [0.013151, 0.303938, 1.0]], ['2, k, 3', [0.019185, 0.451874, 1.0]], ['2, k, 4', [-0.154754, 0.200469, 1.0]], ['2, k, 5', [-0.228642, -0.0697017, 1.0]], ['2, k, 6', [-0.214855, -0.320948, 1.0]], ['2, k, 7', [-0.209347, -0.39352, 1.0]], ['2, k, 8', [0.178831, 0.187867, 1.0]], ['2, k, 9', [0.240324, -0.0759678, 1.0]], ['2, k, 10', [0.243961, -0.3216, 1.0]], ['2, k, 11', [0.239109, -0.392168, 1.0]], ['2, k, 12', [-0.0458876, -0.313938, 1.0]], ['2, k, 13', [-0.0747822, -0.763873, 1.0]], ['2, k, 14', [-0.092062, -1.13845, 1.0]], ['2, k, 15', [-0.0572832, -1.20153, 1.0]], ['2, k, 16', [0.0843923, -0.333407, 1.0]], ['2, k, 17', [0.10465, -0.746165, 1.0]], ['2, k, 18', [0.108945, -1.10317, 1.0]], ['2, k, 19', [0.122889, -1.179, 1.0]], ['2, k, 20', [0.0140927, 0.226783, 1.0]], ['2, k, 21', [-0.197159, -0.456549, 1.0]], ['2, k, 22', [-0.259784, -0.407785, 1.0]], ['2, k, 23', [0.240349, -0.46282, 1.0]], ['2, k, 24', [0.283442, -0.418396, 1.0]]]
[['2, k, 0', [0.0192757, -0.327573, 1.0]], ['2, k, 1', [0.0164804, -0.0083136, 1.0]], ['2, k, 2', [0.0129659, 0.3038, 1.0]], ['2, k, 3', [0.0190649, 0.451956, 1.0]], ['2, k, 4', [-0.155318, 0.200272, 1.0]], ['2, k, 5', [-0.228921, -0.0695269, 1.0]], ['2, k, 6', [-0.217253, -0.318972, 1.0]], ['2, k, 7', [-0.216245, -0.386142, 1.0]], ['2, k, 8', [0.178838, 0.187897, 1.0]], ['2, k, 9', [0.241723, -0.0754944, 1.0]], ['2, k, 10', [0.243931, -0.321498, 1.0]], ['2, k, 11', [0.242662, -0.387111, 1.0]], ['2, k, 12', [-0.046024, -0.314089, 1.0]], ['2, k, 13', [-0.0764575, -0.773074, 1.0]], ['2, k, 14', [-0.0938662, -1.14325, 1.0]], ['2, k, 15', [-0.0639549, -1.20608, 1.0]], ['2, k, 16', [0.0836694, -0.333938, 1.0]], ['2, k, 17', [0.104641, -0.746144, 1.0]], ['2, k, 18', [0.105272, -1.09943, 1.0]], ['2, k, 19', [0.117499, -1.17953, 1.0]], ['2, k, 20', [0.0138708, 0.226619, 1.0]], ['2, k, 21', [-0.195067, -0.453086, 1.0]], ['2, k, 22', [-0.263648, -0.410547, 1.0]], ['2, k, 23', [0.247131, -0.451876, 1.0]], ['2, k, 24', [0.291043, -0.408158, 1.0]]]
[['2, k, 0', [0.019265, -0.327603, 1.0]], ['2, k, 1', [0.0162803, -0.00831869, 1.0]], ['2, k, 2', [0.0125118, 0.303938, 1.0]], ['2, k, 3', [0.0190572, 0.451727, 1.0]], ['2, k, 4', [-0.155411, 0.199827, 1.0]], ['2, k, 5', [-0.231605, -0.0640242, 1.0]], ['2, k, 6', [-0.220489, -0.311843, 1.0]], ['2, k, 7', [-0.217027, -0.375138, 1.0]], ['2, k, 8', [0.178843, 0.187907, 1.0]], ['2, k, 9', [0.243051, -0.0746299, 1.0]], ['2, k, 10', [0.244902, -0.314012, 1.0]], ['2, k, 11', [0.241395, -0.37518, 1.0]], ['2, k, 12', [-0.046282, -0.314206, 1.0]], ['2, k, 13', [-0.0763422, -0.773797, 1.0]], ['2, k, 14', [-0.0873011, -1.13435, 1.0]], ['2, k, 15', [-0.0738656, -1.20469, 1.0]], ['2, k, 16', [0.0838697, -0.333944, 1.0]], ['2, k, 17', [0.104469, -0.746336, 1.0]], ['2, k, 18', [0.105018, -1.09625, 1.0]], ['2, k, 19', [0.116916, -1.17751, 1.0]], ['2, k, 20', [0.0134905, 0.226717, 1.0]], ['2, k, 21', [-0.191332, -0.441614, 1.0]], ['2, k, 22', [-0.256837, -0.398144, 1.0]], ['2, k, 23', [0.243961, -0.44281, 1.0]], ['2, k, 24', [0.278665, -0.406937, 1.0]]]
[['2, k, 0', [0.0194054, -0.327134, 1.0]], ['2, k, 1', [0.0163878, -0.0081473, 1.0]], ['2, k, 2', [0.0127369, 0.304026, 1.0]], ['2, k, 3', [0.0190205, 0.451728, 1.0]], ['2, k, 4', [-0.153943, 0.201372, 1.0]], ['2, k, 5', [-0.239914, -0.0428332, 1.0]], ['2, k, 6', [-0.22403, -0.284189, 1.0]], ['2, k, 7', [-0.22152, -0.357835, 1.0]], ['2, k, 8', [0.17894, 0.190093, 1.0]], ['2, k, 9', [0.246991, -0.0577364, 1.0]], ['2, k, 10', [0.247394, -0.304488, 1.0]], ['2, k, 11', [0.242293, -0.367177, 1.0]], ['2, k, 12', [-0.0460469, -0.313614, 1.0]], ['2, k, 13', [-0.0763496, -0.773827, 1.0]], ['2, k, 14', [-0.0873986, -1.13447, 1.0]], ['2, k, 15', [-0.0776916, -1.20423, 1.0]], ['2, k, 16', [0.0839847, -0.333518, 1.0]], ['2, k, 17', [0.104926, -0.746286, 1.0]], ['2, k, 18', [0.104747, -1.09504, 1.0]], ['2, k, 19', [0.117622, -1.17612, 1.0]], ['2, k, 20', [0.0136695, 0.226829, 1.0]], ['2, k, 21', [-0.201631, -0.418897, 1.0]], ['2, k, 22', [-0.266936, -0.375272, 1.0]], ['2, k, 23', [0.236185, -0.435567, 1.0]], ['2, k, 24', [0.284686, -0.416775, 1.0]]]
[['2, k, 0', [0.0193019, -0.326757, 1.0]], ['2, k, 1', [0.0163511, -0.00805616, 1.0]], ['2, k, 2', [0.0128402, 0.303842, 1.0]], ['2, k, 3', [0.0191057, 0.451899, 1.0]], ['2, k, 4', [-0.154193, 0.203349, 1.0]], ['2, k, 5', [-0.242362, -0.0384029, 1.0]], ['2, k, 6', [-0.226266, -0.264061, 1.0]], ['2, k, 7', [-0.215855, -0.342203, 1.0]], ['2, k, 8', [0.178356, 0.190588, 1.0]], ['2, k, 9', [0.251919, -0.0502296, 1.0]], ['2, k, 10', [0.2559, -0.270418, 1.0]], ['2, k, 11', [0.244148, -0.351272, 1.0]], ['2, k, 12', [-0.0462942, -0.3129, 1.0]], ['2, k, 13', [-0.0764404, -0.773163, 1.0]], ['2, k, 14', [-0.0828486, -1.12419, 1.0]], ['2, k, 15', [-0.0842874, -1.20405, 1.0]], ['2, k, 16', [0.0839878, -0.333326, 1.0]], ['2, k, 17', [0.10496, -0.745338, 1.0]], ['2, k, 18', [0.10505, -1.09404, 1.0]], ['2, k, 19', [0.115037, -1.13691, 1.0]], ['2, k, 20', [0.0137174, 0.226756, 1.0]], ['2, k, 21', [-0.194327, -0.39402, 1.0]], ['2, k, 22', [-0.281039, -0.35999, 1.0]], ['2, k, 23', [0.22206, -0.411005, 1.0]], ['2, k, 24', [0.29895, -0.388353, 1.0]]]
[['2, k, 0', [0.0194803, -0.327297, 1.0]], ['2, k, 1', [0.0160139, -0.00846609, 1.0]], ['2, k, 2', [0.0118914, 0.303598, 1.0]], ['2, k, 3', [0.0191201, 0.451248, 1.0]], ['2, k, 4', [-0.152948, 0.205663, 1.0]], ['2, k, 5', [-0.248455, -0.0143166, 1.0]], ['2, k, 6', [-0.234902, -0.22112, 1.0]], ['2, k, 7', [-0.217955, -0.298876, 1.0]], ['2, k, 8', [0.177392, 0.195396, 1.0]], ['2, k, 9', [0.252227, -0.0347808, 1.0]], ['2, k, 10', [0.254812, -0.254971, 1.0]], ['2, k, 11', [0.237559, -0.322065, 1.0]], ['2, k, 12', [-0.0464711, -0.31825, 1.0]], ['2, k, 13', [-0.0779761, -0.769461, 1.0]], ['2, k, 14', [-0.084097, -1.1318, 1.0]], ['2, k, 15', [-0.0829142, -1.2099, 1.0]], ['2, k, 16', [0.0846066, -0.33165, 1.0]], ['2, k, 17', [0.10537, -0.745519, 1.0]], ['2, k, 18', [0.104744, -1.09501, 1.0]], ['2, k, 19', [0.123433, -1.17536, 1.0]], ['2, k, 20', [0.0129438, 0.226462, 1.0]], ['2, k, 21', [-0.185407, -0.35557, 1.0]], ['2, k, 22', [-0.25819, -0.323039, 1.0]], ['2, k, 23', [0.223021, -0.372313, 1.0]], ['2, k, 24', [0.275288, -0.361187, 1.0]]]
[['2, k, 0', [0.019551, -0.326371, 1.0]], ['2, k, 1', [0.015604, -0.00801924, 1.0]], ['2, k, 2', [0.0101604, 0.3037, 1.0]], ['2, k, 3', [0.0190759, 0.451219, 1.0]], ['2, k, 4', [-0.152078, 0.205655, 1.0]], ['2, k, 5', [-0.252636, -9.51516e-05, 1.0]], ['2, k, 6', [-0.232954, -0.180161, 1.0]], ['2, k, 7', [-0.214237, -0.259831, 1.0]], ['2, k, 8', [0.176368, 0.196507, 1.0]], ['2, k, 9', [0.25461, -0.0118456, 1.0]], ['2, k, 10', [0.257668, -0.197743, 1.0]], ['2, k, 11', [0.249234, -0.280237, 1.0]], ['2, k, 12', [-0.0469865, -0.318187, 1.0]], ['2, k, 13', [-0.0779237, -0.770428, 1.0]], ['2, k, 14', [-0.0819927, -1.12742, 1.0]], ['2, k, 15', [-0.0889247, -1.20429, 1.0]], ['2, k, 16', [0.0867388, -0.326475, 1.0]], ['2, k, 17', [0.105675, -0.748188, 1.0]], ['2, k, 18', [0.104793, -1.09828, 1.0]], ['2, k, 19', [0.14694, -1.17237, 1.0]], ['2, k, 20', [0.0116341, 0.226739, 1.0]], ['2, k, 21', [-0.187996, -0.315893, 1.0]], ['2, k, 22', [-0.256861, -0.273963, 1.0]], ['2, k, 23', [0.232065, -0.333451, 1.0]], ['2, k, 24', [0.312634, -0.318827, 1.0]]]
[['2, k, 0', [0.0185477, -0.324058, 1.0]], ['2, k, 1', [0.0153712, -0.00698857, 1.0]], ['2, k, 2', [0.0115503, 0.303338, 1.0]], ['2, k, 3', [0.0196006, 0.450459, 1.0]], ['2, k, 4', [-0.151163, 0.204661, 1.0]], ['2, k, 5', [-0.254919, 0.0168254, 1.0]], ['2, k, 6', [-0.236436, -0.138341, 1.0]], ['2, k, 7', [-0.212561, -0.229331, 1.0]], ['2, k, 8', [0.176399, 0.198022, 1.0]], ['2, k, 9', [0.257705, -0.00320704, 1.0]], ['2, k, 10', [0.258927, -0.152353, 1.0]], ['2, k, 11', [0.239543, -0.244511, 1.0]], ['2, k, 12', [-0.0473523, -0.317148, 1.0]], ['2, k, 13', [-0.0777164, -0.77131, 1.0]], ['2, k, 14', [-0.0845273, -1.1297, 1.0]], ['2, k, 15', [-0.0856588, -1.19638, 1.0]], ['2, k, 16', [0.08452, -0.322693, 1.0]], ['2, k, 17', [0.105901, -0.748528, 1.0]], ['2, k, 18', [0.105094, -1.0994, 1.0]], ['2, k, 19', [0.115962, -1.14197, 1.0]], ['2, k, 20', [0.012457, 0.226837, 1.0]], ['2, k, 21', [-0.178011, -0.262493, 1.0]], ['2, k, 22', [-0.270112, -0.235274, 1.0]], ['2, k, 23', [0.242725, -0.286701, 1.0]], ['2, k, 24', [0.291442, -0.268908, 1.0]]]
[['2, k, 0', [0.0170004, -0.322996, 1.0]], ['2, k, 1', [0.0142871, -0.00684336, 1.0]], ['2, k, 2', [0.0113516, 0.302126, 1.0]], ['2, k, 3', [0.019547, 0.45053, 1.0]], ['2, k, 4', [-0.148908, 0.203004, 1.0]], ['2, k, 5', [-0.258471, 0.0486274, 1.0]], ['2, k, 6', [-0.232893, -0.0961975, 1.0]], ['2, k, 7', [-0.211259, -0.173733, 1.0]], ['2, k, 8', [0.17678, 0.195964, 1.0]], ['2, k, 9', [0.264799, 0.0147591, 1.0]], ['2, k, 10', [0.262399, -0.104861, 1.0]], ['2, k, 11', [0.237814, -0.193915, 1.0]], ['2, k, 12', [-0.0474892, -0.316844, 1.0]], ['2, k, 13', [-0.0776155, -0.771002, 1.0]], ['2, k, 14', [-0.0856288, -1.13467, 1.0]], ['2, k, 15', [-0.0928081, -1.19874, 1.0]], ['2, k, 16', [0.079884, -0.320656, 1.0]], ['2, k, 17', [0.106229, -0.746319, 1.0]], ['2, k, 18', [0.106107, -1.10101, 1.0]], ['2, k, 19', [0.116071, -1.14353, 1.0]], ['2, k, 20', [0.0119919, 0.225955, 1.0]], ['2, k, 21', [-0.177474, -0.205654, 1.0]], ['2, k, 22', [-0.271595, -0.17777, 1.0]], ['2, k, 23', [0.221098, -0.220786, 1.0]], ['2, k, 24', [0.304375, -0.210733, 1.0]]]
[['2, k, 0', [0.0169955, -0.323075, 1.0]], ['2, k, 1', [0.0141239, -0.00717358, 1.0]], ['2, k, 2', [0.010986, 0.301855, 1.0]], ['2, k, 3', [0.0199152, 0.449393, 1.0]], ['2, k, 4', [-0.143312, 0.202422, 1.0]], ['2, k, 5', [-0.254397, 0.0642147, 1.0]], ['2, k, 6', [-0.232191, -0.0487835, 1.0]], ['2, k, 7', [-0.207233, -0.105727, 1.0]], ['2, k, 8', [0.175801, 0.194554, 1.0]], ['2, k, 9', [0.279751, 0.0336072, 1.0]], ['2, k, 10', [0.258504, -0.0666571, 1.0]], ['2, k, 11', [0.232716, -0.133188, 1.0]], ['2, k, 12', [-0.0476869, -0.316807, 1.0]], ['2, k, 13', [-0.0776107, -0.771402, 1.0]], ['2, k, 14', [-0.0893309, -1.13978, 1.0]], ['2, k, 15', [-0.0891986, -1.20623, 1.0]], ['2, k, 16', [0.0803752, -0.321276, 1.0]], ['2, k, 17', [0.106226, -0.74631, 1.0]], ['2, k, 18', [0.105191, -1.10769, 1.0]], ['2, k, 19', [0.13093, -1.18476, 1.0]], ['2, k, 20', [0.0117031, 0.2256, 1.0]], ['2, k, 21', [-0.169249, -0.136928, 1.0]], ['2, k, 22', [-0.274032, -0.110567, 1.0]], ['2, k, 23', [0.229248, -0.161663, 1.0]], ['2, k, 24', [0.304747, -0.14498, 1.0]]]
[['2, k, 0', [0.016827, -0.322042, 1.0]], ['2, k, 1', [0.0139185, -0.00663269, 1.0]], ['2, k, 2', [0.0107691, 0.301692, 1.0]], ['2, k, 3', [0.020805, 0.448697, 1.0]], ['2, k, 4', [-0.141872, 0.208155, 1.0]], ['2, k, 5', [-0.26295, 0.106665, 1.0]], ['2, k, 6', [-0.243297, 0.00761457, 1.0]], ['2, k, 7', [-0.198235, -0.0346925, 1.0]], ['2, k, 8', [0.171803, 0.19638, 1.0]], ['2, k, 9', [0.290166, 0.0666551, 1.0]], ['2, k, 10', [0.259013, 0.00127144, 1.0]], ['2, k, 11', [0.232492, -0.06057, 1.0]], ['2, k, 12', [-0.0494576, -0.314371, 1.0]], ['2, k, 13', [-0.0776735, -0.771478, 1.0]], ['2, k, 14', [-0.0855366, -1.13427, 1.0]], ['2, k, 15', [-0.0855967, -1.20709, 1.0]], ['2, k, 16', [0.081164, -0.320796, 1.0]], ['2, k, 17', [0.106707, -0.744669, 1.0]], ['2, k, 18', [0.106196, -1.10672, 1.0]], ['2, k, 19', [0.127187, -1.18473, 1.0]], ['2, k, 20', [0.0115, 0.225633, 1.0]], ['2, k, 21', [-0.18161, -0.0657198, 1.0]], ['2, k, 22', [-0.279818, -0.0368249, 1.0]], ['2, k, 23', [0.246786, -0.0914361, 1.0]], ['2, k, 24', [0.299884, -0.0678639, 1.0]]]
[['2, k, 0', [0.0167775, -0.319259, 1.0]], ['2, k, 1', [0.0126059, -0.00235266, 1.0]], ['2, k, 2', [0.00790092, 0.307665, 1.0]], ['2, k, 3', [0.0212326, 0.446926, 1.0]], ['2, k, 4', [-0.138509, 0.208745, 1.0]], ['2, k, 5', [-0.262796, 0.123501, 1.0]], ['2, k, 6', [-0.226507, 0.056842, 1.0]], ['2, k, 7', [-0.189252, 0.0338789, 1.0]], ['2, k, 8', [0.162917, 0.216114, 1.0]], ['2, k, 9', [0.279326, 0.0793523, 1.0]], ['2, k, 10', [0.256322, 0.0593099, 1.0]], ['2, k, 11', [0.224034, 0.0101747, 1.0]], ['2, k, 12', [-0.0500293, -0.311401, 1.0]], ['2, k, 13', [-0.0790373, -0.780277, 1.0]], ['2, k, 14', [-0.0874569, -1.13604, 1.0]], ['2, k, 15', [-0.0894718, -1.21133, 1.0]], ['2, k, 16', [0.0819017, -0.318816, 1.0]], ['2, k, 17', [0.111294, -0.76057, 1.0]], ['2, k, 18', [0.105229, -1.10963, 1.0]], ['2, k, 19', [0.128296, -1.18863, 1.0]], ['2, k, 20', [0.00908968, 0.231074, 1.0]], ['2, k, 21', [-0.171039, 0.000880644, 1.0]], ['2, k, 22', [-0.227572, 0.0225628, 1.0]], ['2, k, 23', [0.217395, -0.0133694, 1.0]], ['2, k, 24', [0.264797, 0.011564, 1.0]]]
[['2, k, 0', [0.0181925, -0.319053, 1.0]], ['2, k, 1', [0.0134787, -0.00217493, 1.0]], ['2, k, 2', [0.00747871, 0.307848, 1.0]], ['2, k, 3', [0.0223422, 0.448576, 1.0]], ['2, k, 4', [-0.132849, 0.212793, 1.0]], ['2, k, 5', [-0.252816, 0.146229, 1.0]], ['2, k, 6', [-0.224955, 0.115532, 1.0]], ['2, k, 7', [-0.197469, 0.0993113, 1.0]], ['2, k, 8', [0.162351, 0.217052, 1.0]], ['2, k, 9', [0.274295, 0.0906978, 1.0]], ['2, k, 10', [0.245078, 0.0754857, 1.0]], ['2, k, 11', [0.233682, 0.0813748, 1.0]], ['2, k, 12', [-0.0483035, -0.310303, 1.0]], ['2, k, 13', [-0.0778791, -0.781272, 1.0]], ['2, k, 14', [-0.088784, -1.13415, 1.0]], ['2, k, 15', [-0.091451, -1.20373, 1.0]], ['2, k, 16', [0.0837999, -0.31978, 1.0]], ['2, k, 17', [0.10927, -0.761874, 1.0]], ['2, k, 18', [0.108989, -1.11268, 1.0]], ['2, k, 19', [0.119273, -1.15496, 1.0]], ['2, k, 20', [0.00907597, 0.23125, 1.0]], ['2, k, 21', [-0.160176, 0.0712897, 1.0]], ['2, k, 22', [-0.249356, 0.0887437, 1.0]], ['2, k, 23', [0.178613, 0.0503935, 1.0]], ['2, k, 24', [0.286852, 0.0659591, 1.0]]]
[['2, k, 0', [0.0211131, -0.335448, 1.0]], ['2, k, 1', [0.0162933, -0.00790331, 1.0]], ['2, k, 2', [0.010685, 0.307229, 1.0]], ['2, k, 3', [0.0203252, 0.437064, 1.0]], ['2, k, 4', [-0.125597, 0.197131, 1.0]], ['2, k, 5', [-0.2484, 0.237517, 1.0]], ['2, k, 6', [-0.259094, 0.134596, 1.0]], ['2, k, 7', [-0.218318, 0.164246, 1.0]], ['2, k, 8', [0.15945, 0.217392, 1.0]], ['2, k, 9', [0.291531, 0.138087, 1.0]], ['2, k, 10', [0.277582, 0.124008, 1.0]], ['2, k, 11', [0.245448, 0.153815, 1.0]], ['2, k, 12', [-0.0465958, -0.321858, 1.0]], ['2, k, 13', [-0.0794275, -0.794588, 1.0]], ['2, k, 14', [-0.0886321, -1.135, 1.0]], ['2, k, 15', [-0.0863097, -1.20204, 1.0]], ['2, k, 16', [0.0886771, -0.343094, 1.0]], ['2, k, 17', [0.109149, -0.761775, 1.0]], ['2, k, 18', [0.107511, -1.1022, 1.0]], ['2, k, 19', [0.117212, -1.14464, 1.0]], ['2, k, 20', [0.0120097, 0.229685, 1.0]], ['2, k, 21', [-0.179641, 0.151707, 1.0]], ['2, k, 22', [-0.251728, 0.152411, 1.0]], ['2, k, 23', [0.296516, 0.127201, 1.0]], ['2, k, 24', [0.299192, 0.142283, 1.0]]]
[['2, k, 0', [0.0191932, -0.356321, 1.0]], ['2, k, 1', [0.0102502, -0.0233217, 1.0]], ['2, k, 2', [0.00028792, 0.297573, 1.0]], ['2, k, 3', [0.0207681, 0.434228, 1.0]], ['2, k, 4', [-0.122634, 0.18703, 1.0]], ['2, k, 5', [-0.260123, 0.147606, 1.0]], ['2, k, 6', [-0.240721, 0.187405, 1.0]], ['2, k, 7', [-0.195821, 0.228434, 1.0]], ['2, k, 8', [0.145627, 0.163505, 1.0]], ['2, k, 9', [0.310813, 0.161731, 1.0]], ['2, k, 10', [0.277496, 0.162878, 1.0]], ['2, k, 11', [0.236752, 0.217, 1.0]], ['2, k, 12', [-0.048812, -0.344398, 1.0]], ['2, k, 13', [-0.0770076, -0.780085, 1.0]], ['2, k, 14', [-0.0885115, -1.13473, 1.0]], ['2, k, 15', [-0.0877123, -1.21301, 1.0]], ['2, k, 16', [0.0868862, -0.360779, 1.0]], ['2, k, 17', [0.107973, -0.761829, 1.0]], ['2, k, 18', [0.106857, -1.10246, 1.0]], ['2, k, 19', [0.108447, -1.14549, 1.0]], ['2, k, 20', [0.00313981, 0.218774, 1.0]], ['2, k, 21', [-0.143111, 0.209379, 1.0]], ['2, k, 22', [-0.178772, 0.199874, 1.0]], ['2, k, 23', [0.207362, 0.201904, 1.0]], ['2, k, 24', [0.256065, 0.233983, 1.0]]]
[['2, k, 0', [0.0170625, -0.334873, 1.0]], ['2, k, 1', [0.0121124, -0.0195084, 1.0]], ['2, k, 2', [0.00695129, 0.296833, 1.0]], ['2, k, 3', [0.0209746, 0.439699, 1.0]], ['2, k, 4', [-0.125447, 0.199548, 1.0]], ['2, k, 5', [-0.245266, 0.217218, 1.0]], ['2, k, 6', [-0.196328, 0.266964, 1.0]], ['2, k, 7', [-0.19271, 0.28471, 1.0]], ['2, k, 8', [0.147546, 0.17772, 1.0]], ['2, k, 9', [0.288639, 0.19172, 1.0]], ['2, k, 10', [0.271546, 0.212031, 1.0]], ['2, k, 11', [0.234354, 0.275939, 1.0]], ['2, k, 12', [-0.0494581, -0.32634, 1.0]], ['2, k, 13', [-0.0767849, -0.779862, 1.0]], ['2, k, 14', [-0.0880926, -1.13608, 1.0]], ['2, k, 15', [-0.08079, -1.21026, 1.0]], ['2, k, 16', [0.0829251, -0.335209, 1.0]], ['2, k, 17', [0.108312, -0.761765, 1.0]], ['2, k, 18', [0.107367, -1.1039, 1.0]], ['2, k, 19', [0.11108, -1.14677, 1.0]], ['2, k, 20', [0.00765873, 0.219186, 1.0]], ['2, k, 21', [-0.151998, 0.27839, 1.0]], ['2, k, 22', [-0.137446, 0.277347, 1.0]], ['2, k, 23', [0.216799, 0.282017, 1.0]], ['2, k, 24', [0.315829, 0.269061, 1.0]]]
[['2, k, 0', [0.01693, -0.330986, 1.0]], ['2, k, 1', [0.0143436, -0.0170645, 1.0]], ['2, k, 2', [0.014112, 0.295169, 1.0]], ['2, k, 3', [0.0221491, 0.435523, 1.0]], ['2, k, 4', [-0.124997, 0.203134, 1.0]], ['2, k, 5', [-0.245754, 0.234151, 1.0]], ['2, k, 6', [-0.228413, 0.303353, 1.0]], ['2, k, 7', [-0.203071, 0.338, 1.0]], ['2, k, 8', [0.147627, 0.202387, 1.0]], ['2, k, 9', [0.257715, 0.223925, 1.0]], ['2, k, 10', [0.257769, 0.277162, 1.0]], ['2, k, 11', [0.239233, 0.331672, 1.0]], ['2, k, 12', [-0.0491372, -0.322287, 1.0]], ['2, k, 13', [-0.0775456, -0.762208, 1.0]], ['2, k, 14', [-0.0882807, -1.13773, 1.0]], ['2, k, 15', [-0.0808262, -1.21082, 1.0]], ['2, k, 16', [0.0824419, -0.331724, 1.0]], ['2, k, 17', [0.108689, -0.755799, 1.0]], ['2, k, 18', [0.107207, -1.10355, 1.0]], ['2, k, 19', [0.123689, -1.1736, 1.0]], ['2, k, 20', [0.013475, 0.218696, 1.0]], ['2, k, 21', [-0.138181, 0.328862, 1.0]], ['2, k, 22', [-0.196359, 0.30837, 1.0]], ['2, k, 23', [0.233889, 0.334979, 1.0]], ['2, k, 24', [0.313962, 0.330801, 1.0]]]
