[['2, k, 0', [0.264927, -1.1843, 1.0]], ['2, k, 1', [0.259954, -0.883579, 1.0]], ['2, k, 2', [0.25386, -0.585236, 1.0]], ['2, k, 3', [0.258612, -0.444732, 1.0]], ['2, k, 4', [0.101071, -0.67223, 1.0]], ['2, k, 5', [0.145594, -0.831422, 1.0]], ['2, k, 6', [0.215819, -0.779839, 1.0]], ['2, k, 7', [0.242702, -0.750431, 1.0]], ['2, k, 8', [0.409983, -0.670701, 1.0]], ['2, k, 9', [0.527884, -0.805572, 1.0]], ['2, k, 10', [0.335354, -0.775205, 1.0]], ['2, k, 11', [0.27187, -0.766221, 1.0]], ['2, k, 12', [0.19137, -1.17018, 1.0]], ['2, k, 13', [0.0971976, -1.49088, 1.0]], ['2, k, 14', [0.215594, -1.39379, 1.0]], ['2, k, 15', [0.17518, -1.41331, 1.0]], ['2, k, 16', [0.331977, -1.16937, 1.0]], ['2, k, 17', [0.456833, -1.4607, 1.0]], ['2, k, 18', [0.2442, -1.40481, 1.0]], ['2, k, 19', [0.315664, -1.41619, 1.0]], ['2, k, 20', [0.255588, -0.659645, 1.0]], ['2, k, 21', [0.294639, -0.74727, 1.0]], ['2, k, 22', [0.168648, -0.739391, 1.0]], ['2, k, 23', [0.270783, -0.763159, 1.0]], ['2, k, 24', [0.269366, -0.759165, 1.0]]]
[['2, k, 0', [0.262002, -1.1699, 1.0]], ['2, k, 1', [0.257675, -0.891831, 1.0]], ['2, k, 2', [0.252487, -0.615571, 1.0]], ['2, k, 3', [0.255136, -0.477337, 1.0]], ['2, k, 4', [0.0983591, -0.705993, 1.0]], ['2, k, 5', [-0.0345691, -0.777799, 1.0]], ['2, k, 6', [-0.0724987, -0.762746, 1.0]], ['2, k, 7', [-0.107786, -0.741865, 1.0]], ['2, k, 8', [0.408141, -0.706611, 1.0]], ['2, k, 9', [0.519057, -0.794245, 1.0]], ['2, k, 10', [0.552844, -0.780458, 1.0]], ['2, k, 11', [0.576188, -0.752856, 1.0]], ['2, k, 12', [0.187723, -1.16, 1.0]], ['2, k, 13', [0.108739, -1.51724, 1.0]], ['2, k, 14', [0.0355324, -1.86618, 1.0]], ['2, k, 15', [0.0176291, -1.86984, 1.0]], ['2, k, 16', [0.330121, -1.1522, 1.0]], ['2, k, 17', [0.427526, -1.50233, 1.0]], ['2, k, 18', [0.522801, -1.8445, 1.0]], ['2, k, 19', [0.527258, -1.84791, 1.0]], ['2, k, 20', [0.253958, -0.684537, 1.0]], ['2, k, 21', [-0.130357, -0.741061, 1.0]], ['2, k, 22', [-0.0433392, -0.736574, 1.0]], ['2, k, 23', [0.60323, -0.758437, 1.0]], ['2, k, 24', [0.497957, -0.74862, 1.0]]]
[['2, k, 0', [0.261403, -1.16588, 1.0]], ['2, k, 1', [0.257624, -0.887473, 1.0]], ['2, k, 2', [0.252975, -0.610929, 1.0]], ['2, k, 3', [0.255313, -0.471545, 1.0]], ['2, k, 4', [0.0976834, -0.701594, 1.0]], ['2, k, 5', [-0.0347674, -0.772699, 1.0]], ['2, k, 6', [-0.0918115, -0.757037, 1.0]], ['2, k, 7', [-0.110214, -0.735766, 1.0]], ['2, k, 8', [0.408033, -0.703632, 1.0]], ['2, k, 9', [0.520057, -0.789757, 1.0]], ['2, k, 10', [0.554827, -0.775593, 1.0]], ['2, k, 11', [0.580362, -0.748294, 1.0]], ['2, k, 12', [0.187045, -1.1561, 1.0]], ['2, k, 13', [0.110911, -1.51441, 1.0]], ['2, k, 14', [0.0404013, -1.86435, 1.0]], ['2, k, 15', [0.0226038, -1.8689, 1.0]], ['2, k, 16', [0.329613, -1.14817, 1.0]], ['2, k, 17', [0.425748, -1.49925, 1.0]], ['2, k, 18', [0.51982, -1.8423, 1.0]], ['2, k, 19', [0.524244, -1.84659, 1.0]], ['2, k, 20', [0.254313, -0.679959, 1.0]], ['2, k, 21', [-0.110434, -0.736338, 1.0]], ['2, k, 22', [-0.0464286, -0.730685, 1.0]], ['2, k, 23', [0.601022, -0.755873, 1.0]], ['2, k, 24', [0.501836, -0.744016, 1.0]]]
[['2, k, 0', [0.260843, -1.16154, 1.0]], ['2, k, 1', [0.257353, -0.88258, 1.0]], ['2, k, 2', [0.252968, -0.605577, 1.0]], ['2, k, 3', [0.255979, -0.466515, 1.0]], ['2, k, 4', [0.0978296, -0.69708, 1.0]], ['2, k, 5', [-0.0390404, -0.764307, 1.0]], ['2, k, 6', [-0.0715894, -0.749411, 1.0]], ['2, k, 7', [-0.1063, -0.730716, 1.0]], ['2, k, 8', [0.40622, -0.697779, 1.0]], ['2, k, 9', [0.52077, -0.786615, 1.0]], ['2, k, 10', [0.553722, -0.770938, 1.0]], ['2, k, 11', [0.578832, -0.742808, 1.0]], ['2, k, 12', [0.186719, -1.15204, 1.0]], ['2, k, 13', [0.113417, -1.51144, 1.0]], ['2, k, 14', [0.0455915, -1.8624, 1.0]], ['2, k, 15', [0.0282536, -1.86804, 1.0]], ['2, k, 16', [0.328815, -1.14365, 1.0]], ['2, k, 17', [0.421221, -1.49618, 1.0]], ['2, k, 18', [0.511756, -1.84058, 1.0]], ['2, k, 19', [0.51606, -1.84567, 1.0]], ['2, k, 20', [0.254243, -0.674711, 1.0]], ['2, k, 21', [-0.122242, -0.730923, 1.0]], ['2, k, 22', [-0.0414333, -0.725044, 1.0]], ['2, k, 23', [0.599255, -0.747321, 1.0]], ['2, k, 24', [0.496432, -0.7389, 1.0]]]
[['2, k, 0', [0.260141, -1.15686, 1.0]], ['2, k, 1', [0.256926, -0.878148, 1.0]], ['2, k, 2', [0.252752, -0.601438, 1.0]], ['2, k, 3', [0.255921, -0.461544, 1.0]], ['2, k, 4', [0.0973308, -0.690624, 1.0]], ['2, k, 5', [-0.0388801, -0.760805, 1.0]], ['2, k, 6', [-0.0732866, -0.74063, 1.0]], ['2, k, 7', [-0.106437, -0.724617, 1.0]], ['2, k, 8', [0.406988, -0.692438, 1.0]], ['2, k, 9', [0.521226, -0.778198, 1.0]], ['2, k, 10', [0.554417, -0.765408, 1.0]], ['2, k, 11', [0.580281, -0.737817, 1.0]], ['2, k, 12', [0.186144, -1.1468, 1.0]], ['2, k, 13', [0.116923, -1.5076, 1.0]], ['2, k, 14', [0.0529647, -1.85986, 1.0]], ['2, k, 15', [0.0361847, -1.86695, 1.0]], ['2, k, 16', [0.328022, -1.13958, 1.0]], ['2, k, 17', [0.418152, -1.49312, 1.0]], ['2, k, 18', [0.506527, -1.83846, 1.0]], ['2, k, 19', [0.510861, -1.84429, 1.0]], ['2, k, 20', [0.25398, -0.670494, 1.0]], ['2, k, 21', [-0.115324, -0.726591, 1.0]], ['2, k, 22', [-0.0403932, -0.719077, 1.0]], ['2, k, 23', [0.599531, -0.742414, 1.0]], ['2, k, 24', [0.501234, -0.732349, 1.0]]]
[['2, k, 0', [0.259317, -1.15247, 1.0]], ['2, k, 1', [0.256345, -0.872442, 1.0]], ['2, k, 2', [0.252452, -0.594314, 1.0]], ['2, k, 3', [0.257139, -0.455846, 1.0]], ['2, k, 4', [0.0968971, -0.686742, 1.0]], ['2, k, 5', [-0.0384334, -0.75553, 1.0]], ['2, k, 6', [-0.0730461, -0.739478, 1.0]], ['2, k, 7', [-0.106259, -0.720492, 1.0]], ['2, k, 8', [0.407905, -0.68812, 1.0]], ['2, k, 9', [0.521809, -0.771962, 1.0]], ['2, k, 10', [0.554644, -0.76025, 1.0]], ['2, k, 11', [0.576471, -0.732697, 1.0]], ['2, k, 12', [0.185507, -1.14234, 1.0]], ['2, k, 13', [0.119982, -1.50442, 1.0]], ['2, k, 14', [0.059527, -1.85787, 1.0]], ['2, k, 15', [0.0429365, -1.86642, 1.0]], ['2, k, 16', [0.326993, -1.13527, 1.0]], ['2, k, 17', [0.41378, -1.4903, 1.0]], ['2, k, 18', [0.498981, -1.83702, 1.0]], ['2, k, 19', [0.502929, -1.84407, 1.0]], ['2, k, 20', [0.253607, -0.66373, 1.0]], ['2, k, 21', [-0.122294, -0.722474, 1.0]], ['2, k, 22', [-0.0370595, -0.715318, 1.0]], ['2, k, 23', [0.598984, -0.737829, 1.0]], ['2, k, 24', [0.495956, -0.727411, 1.0]]]
[['2, k, 0', [0.259167, -1.14981, 1.0]], ['2, k, 1', [0.256312, -0.869437, 1.0]], ['2, k, 2', [0.252517, -0.591083, 1.0]], ['2, k, 3', [0.257501, -0.451661, 1.0]], ['2, k, 4', [0.0971335, -0.683288, 1.0]], ['2, k, 5', [-0.0379967, -0.753338, 1.0]], ['2, k, 6', [-0.0936831, -0.727665, 1.0]], ['2, k, 7', [-0.113403, -0.715836, 1.0]], ['2, k, 8', [0.407632, -0.686022, 1.0]], ['2, k, 9', [0.522104, -0.768129, 1.0]], ['2, k, 10', [0.554577, -0.755743, 1.0]], ['2, k, 11', [0.577491, -0.728284, 1.0]], ['2, k, 12', [0.185275, -1.1397, 1.0]], ['2, k, 13', [0.122025, -1.50261, 1.0]], ['2, k, 14', [0.063728, -1.85684, 1.0]], ['2, k, 15', [0.0474799, -1.86636, 1.0]], ['2, k, 16', [0.326931, -1.13271, 1.0]], ['2, k, 17', [0.411075, -1.48914, 1.0]], ['2, k, 18', [0.493773, -1.83717, 1.0]], ['2, k, 19', [0.497795, -1.8455, 1.0]], ['2, k, 20', [0.25365, -0.660543, 1.0]], ['2, k, 21', [-0.106123, -0.717548, 1.0]], ['2, k, 22', [-0.0455877, -0.705896, 1.0]], ['2, k, 23', [0.596484, -0.73419, 1.0]], ['2, k, 24', [0.497839, -0.722441, 1.0]]]
[['2, k, 0', [0.25844, -1.1468, 1.0]], ['2, k, 1', [0.256067, -0.867412, 1.0]], ['2, k, 2', [0.252567, -0.589831, 1.0]], ['2, k, 3', [0.257101, -0.448636, 1.0]], ['2, k, 4', [0.0972288, -0.678033, 1.0]], ['2, k, 5', [-0.0383029, -0.748352, 1.0]], ['2, k, 6', [-0.0713586, -0.731613, 1.0]], ['2, k, 7', [-0.104722, -0.711462, 1.0]], ['2, k, 8', [0.407016, -0.682382, 1.0]], ['2, k, 9', [0.521746, -0.763993, 1.0]], ['2, k, 10', [0.553501, -0.750831, 1.0]], ['2, k, 11', [0.577408, -0.723782, 1.0]], ['2, k, 12', [0.184866, -1.13696, 1.0]], ['2, k, 13', [0.125895, -1.50082, 1.0]], ['2, k, 14', [0.0716607, -1.85588, 1.0]], ['2, k, 15', [0.055787, -1.86626, 1.0]], ['2, k, 16', [0.325876, -1.12945, 1.0]], ['2, k, 17', [0.40779, -1.48692, 1.0]], ['2, k, 18', [0.488357, -1.83588, 1.0]], ['2, k, 19', [0.492128, -1.84533, 1.0]], ['2, k, 20', [0.253641, -0.65912, 1.0]], ['2, k, 21', [-0.11272, -0.709551, 1.0]], ['2, k, 22', [-0.0343626, -0.706042, 1.0]], ['2, k, 23', [0.6058, -0.727253, 1.0]], ['2, k, 24', [0.49858, -0.717557, 1.0]]]
[['2, k, 0', [0.258119, -1.14437, 1.0]], ['2, k, 1', [0.255904, -0.86445, 1.0]], ['2, k, 2', [0.252605, -0.586411, 1.0]], ['2, k, 3', [0.256894, -0.445594, 1.0]], ['2, k, 4', [0.097076, -0.67542, 1.0]], ['2, k, 5', [-0.0370552, -0.745353, 1.0]], ['2, k, 6', [-0.0706758, -0.730397, 1.0]], ['2, k, 7', [-0.104527, -0.707116, 1.0]], ['2, k, 8', [0.406811, -0.677897, 1.0]], ['2, k, 9', [0.521402, -0.760711, 1.0]], ['2, k, 10', [0.552576, -0.746677, 1.0]], ['2, k, 11', [0.579151, -0.718038, 1.0]], ['2, k, 12', [0.184637, -1.13465, 1.0]], ['2, k, 13', [0.127971, -1.49897, 1.0]], ['2, k, 14', [0.075928, -1.8544, 1.0]], ['2, k, 15', [0.0606582, -1.8652, 1.0]], ['2, k, 16', [0.325478, -1.12701, 1.0]], ['2, k, 17', [0.40135, -1.48643, 1.0]], ['2, k, 18', [0.476179, -1.83717, 1.0]], ['2, k, 19', [0.479576, -1.84814, 1.0]], ['2, k, 20', [0.253625, -0.655804, 1.0]], ['2, k, 21', [-0.106266, -0.709206, 1.0]], ['2, k, 22', [-0.0349659, -0.701765, 1.0]], ['2, k, 23', [0.606777, -0.726415, 1.0]], ['2, k, 24', [0.49856, -0.713549, 1.0]]]
[['2, k, 0', [0.257807, -1.14196, 1.0]], ['2, k, 1', [0.255635, -0.862357, 1.0]], ['2, k, 2', [0.252388, -0.584741, 1.0]], ['2, k, 3', [0.25718, -0.443918, 1.0]], ['2, k, 4', [0.0968091, -0.672369, 1.0]], ['2, k, 5', [-0.0364485, -0.742295, 1.0]], ['2, k, 6', [-0.0704049, -0.728014, 1.0]], ['2, k, 7', [-0.104906, -0.702645, 1.0]], ['2, k, 8', [0.406931, -0.675366, 1.0]], ['2, k, 9', [0.521401, -0.757113, 1.0]], ['2, k, 10', [0.554005, -0.742495, 1.0]], ['2, k, 11', [0.582069, -0.713045, 1.0]], ['2, k, 12', [0.184436, -1.13227, 1.0]], ['2, k, 13', [0.129536, -1.49701, 1.0]], ['2, k, 14', [0.0791644, -1.85281, 1.0]], ['2, k, 15', [0.0642984, -1.8641, 1.0]], ['2, k, 16', [0.325069, -1.12461, 1.0]], ['2, k, 17', [0.398055, -1.485, 1.0]], ['2, k, 18', [0.470148, -1.83665, 1.0]], ['2, k, 19', [0.473505, -1.84857, 1.0]], ['2, k, 20', [0.253394, -0.654021, 1.0]], ['2, k, 21', [-0.114056, -0.700417, 1.0]], ['2, k, 22', [-0.03639, -0.696556, 1.0]], ['2, k, 23', [0.605226, -0.719872, 1.0]], ['2, k, 24', [0.505299, -0.708813, 1.0]]]
[['2, k, 0', [0.257971, -1.13854, 1.0]], ['2, k, 1', [0.25573, -0.858493, 1.0]], ['2, k, 2', [0.252409, -0.580554, 1.0]], ['2, k, 3', [0.257568, -0.440046, 1.0]], ['2, k, 4', [0.0967329, -0.669512, 1.0]], ['2, k, 5', [-0.0361941, -0.738412, 1.0]], ['2, k, 6', [-0.0770846, -0.720776, 1.0]], ['2, k, 7', [-0.108504, -0.698558, 1.0]], ['2, k, 8', [0.407316, -0.674107, 1.0]], ['2, k, 9', [0.521832, -0.75474, 1.0]], ['2, k, 10', [0.553698, -0.739058, 1.0]], ['2, k, 11', [0.579654, -0.708083, 1.0]], ['2, k, 12', [0.184608, -1.12875, 1.0]], ['2, k, 13', [0.13128, -1.49426, 1.0]], ['2, k, 14', [0.0824118, -1.85074, 1.0]], ['2, k, 15', [0.0674272, -1.8637, 1.0]], ['2, k, 16', [0.325226, -1.12135, 1.0]], ['2, k, 17', [0.394691, -1.48274, 1.0]], ['2, k, 18', [0.463445, -1.83529, 1.0]], ['2, k, 19', [0.466275, -1.84811, 1.0]], ['2, k, 20', [0.253435, -0.649899, 1.0]], ['2, k, 21', [-0.110905, -0.697655, 1.0]], ['2, k, 22', [-0.041026, -0.692243, 1.0]], ['2, k, 23', [0.603112, -0.713672, 1.0]], ['2, k, 24', [0.501831, -0.704053, 1.0]]]
[['2, k, 0', [0.257658, -1.13677, 1.0]], ['2, k, 1', [0.25561, -0.85661, 1.0]], ['2, k, 2', [0.252495, -0.578552, 1.0]], ['2, k, 3', [0.257496, -0.437211, 1.0]], ['2, k, 4', [0.096926, -0.668549, 1.0]], ['2, k, 5', [-0.0353133, -0.733219, 1.0]], ['2, k, 6', [-0.0776795, -0.717415, 1.0]], ['2, k, 7', [-0.107696, -0.694335, 1.0]], ['2, k, 8', [0.407989, -0.672836, 1.0]], ['2, k, 9', [0.522489, -0.751777, 1.0]], ['2, k, 10', [0.553871, -0.735192, 1.0]], ['2, k, 11', [0.577312, -0.704271, 1.0]], ['2, k, 12', [0.184347, -1.12691, 1.0]], ['2, k, 13', [0.134203, -1.49301, 1.0]], ['2, k, 14', [0.0883551, -1.85001, 1.0]], ['2, k, 15', [0.0737681, -1.86369, 1.0]], ['2, k, 16', [0.324877, -1.11971, 1.0]], ['2, k, 17', [0.397331, -1.48073, 1.0]], ['2, k, 18', [0.46891, -1.83289, 1.0]], ['2, k, 19', [0.472365, -1.8463, 1.0]], ['2, k, 20', [0.253467, -0.647927, 1.0]], ['2, k, 21', [-0.109295, -0.69476, 1.0]], ['2, k, 22', [-0.0410594, -0.68977, 1.0]], ['2, k, 23', [0.601437, -0.706811, 1.0]], ['2, k, 24', [0.497714, -0.698206, 1.0]]]
[['2, k, 0', [0.257568, -1.13578, 1.0]], ['2, k, 1', [0.255514, -0.855305, 1.0]], ['2, k, 2', [0.252399, -0.576949, 1.0]], ['2, k, 3', [0.257414, -0.435461, 1.0]], ['2, k, 4', [0.0970249, -0.667306, 1.0]], ['2, k, 5', [-0.0349499, -0.731478, 1.0]], ['2, k, 6', [-0.0944605, -0.701704, 1.0]], ['2, k, 7', [-0.113478, -0.692003, 1.0]], ['2, k, 8', [0.408118, -0.67164, 1.0]], ['2, k, 9', [0.522615, -0.750232, 1.0]], ['2, k, 10', [0.561585, -0.729079, 1.0]], ['2, k, 11', [0.586315, -0.70087, 1.0]], ['2, k, 12', [0.184348, -1.12588, 1.0]], ['2, k, 13', [0.134963, -1.4922, 1.0]], ['2, k, 14', [0.0898349, -1.84941, 1.0]], ['2, k, 15', [0.0753645, -1.86339, 1.0]], ['2, k, 16', [0.324697, -1.11874, 1.0]], ['2, k, 17', [0.396697, -1.48016, 1.0]], ['2, k, 18', [0.467848, -1.83269, 1.0]], ['2, k, 19', [0.471434, -1.84692, 1.0]], ['2, k, 20', [0.253371, -0.646395, 1.0]], ['2, k, 21', [-0.108676, -0.689398, 1.0]], ['2, k, 22', [-0.0501114, -0.685708, 1.0]], ['2, k, 23', [0.612101, -0.705489, 1.0]], ['2, k, 24', [0.510567, -0.696487, 1.0]]]
[['2, k, 0', [0.257563, -1.13467, 1.0]], ['2, k, 1', [0.255487, -0.854144, 1.0]], ['2, k, 2', [0.252349, -0.575768, 1.0]], ['2, k, 3', [0.25709, -0.433943, 1.0]], ['2, k, 4', [0.096735, -0.666243, 1.0]], ['2, k, 5', [-0.0350746, -0.730036, 1.0]], ['2, k, 6', [-0.0938606, -0.701688, 1.0]], ['2, k, 7', [-0.111659, -0.689789, 1.0]], ['2, k, 8', [0.408326, -0.670635, 1.0]], ['2, k, 9', [0.522711, -0.749373, 1.0]], ['2, k, 10', [0.559843, -0.726646, 1.0]], ['2, k, 11', [0.585601, -0.698551, 1.0]], ['2, k, 12', [0.184486, -1.12463, 1.0]], ['2, k, 13', [0.13751, -1.49142, 1.0]], ['2, k, 14', [0.0946688, -1.84906, 1.0]], ['2, k, 15', [0.0804554, -1.86357, 1.0]], ['2, k, 16', [0.324567, -1.11779, 1.0]], ['2, k, 17', [0.393958, -1.48001, 1.0]], ['2, k, 18', [0.462636, -1.83329, 1.0]], ['2, k, 19', [0.465933, -1.84846, 1.0]], ['2, k, 20', [0.253327, -0.645216, 1.0]], ['2, k, 21', [-0.103644, -0.687548, 1.0]], ['2, k, 22', [-0.0455149, -0.685711, 1.0]], ['2, k, 23', [0.619156, -0.69935, 1.0]], ['2, k, 24', [0.50989, -0.695584, 1.0]]]
[['2, k, 0', [0.257257, -1.13419, 1.0]], ['2, k, 1', [0.255083, -0.85337, 1.0]], ['2, k, 2', [0.251845, -0.574666, 1.0]], ['2, k, 3', [0.257088, -0.433258, 1.0]], ['2, k, 4', [0.0966705, -0.66582, 1.0]], ['2, k, 5', [-0.0356003, -0.728454, 1.0]], ['2, k, 6', [-0.0936166, -0.701411, 1.0]], ['2, k, 7', [-0.112977, -0.685311, 1.0]], ['2, k, 8', [0.408275, -0.672728, 1.0]], ['2, k, 9', [0.524266, -0.748635, 1.0]], ['2, k, 10', [0.559955, -0.725544, 1.0]], ['2, k, 11', [0.586646, -0.695612, 1.0]], ['2, k, 12', [0.184272, -1.12412, 1.0]], ['2, k, 13', [0.138632, -1.4912, 1.0]], ['2, k, 14', [0.097064, -1.84905, 1.0]], ['2, k, 15', [0.0830969, -1.8639, 1.0]], ['2, k, 16', [0.324153, -1.11735, 1.0]], ['2, k, 17', [0.394771, -1.47954, 1.0]], ['2, k, 18', [0.464597, -1.83273, 1.0]], ['2, k, 19', [0.468285, -1.84847, 1.0]], ['2, k, 20', [0.252848, -0.644197, 1.0]], ['2, k, 21', [-0.105436, -0.6866, 1.0]], ['2, k, 22', [-0.0462132, -0.679732, 1.0]], ['2, k, 23', [0.605199, -0.699013, 1.0]], ['2, k, 24', [0.511497, -0.692045, 1.0]]]
[['2, k, 0', [0.256933, -1.13396, 1.0]], ['2, k, 1', [0.254626, -0.852712, 1.0]], ['2, k, 2', [0.251259, -0.573401, 1.0]], ['2, k, 3', [0.256715, -0.431956, 1.0]], ['2, k, 4', [0.0966277, -0.66525, 1.0]], ['2, k, 5', [-0.0357613, -0.72773, 1.0]], ['2, k, 6', [-0.0768337, -0.705484, 1.0]], ['2, k, 7', [-0.107137, -0.685403, 1.0]], ['2, k, 8', [0.408327, -0.674122, 1.0]], ['2, k, 9', [0.525713, -0.748101, 1.0]], ['2, k, 10', [0.559023, -0.724178, 1.0]], ['2, k, 11', [0.583756, -0.694515, 1.0]], ['2, k, 12', [0.183926, -1.12371, 1.0]], ['2, k, 13', [0.140369, -1.49113, 1.0]], ['2, k, 14', [0.100771, -1.8493, 1.0]], ['2, k, 15', [0.0870899, -1.8647, 1.0]], ['2, k, 16', [0.323827, -1.11726, 1.0]], ['2, k, 17', [0.395028, -1.47948, 1.0]], ['2, k, 18', [0.465405, -1.83271, 1.0]], ['2, k, 19', [0.469363, -1.84913, 1.0]], ['2, k, 20', [0.252292, -0.643098, 1.0]], ['2, k, 21', [-0.112875, -0.684269, 1.0]], ['2, k, 22', [-0.0410286, -0.678876, 1.0]], ['2, k, 23', [0.600343, -0.699065, 1.0]], ['2, k, 24', [0.5018, -0.690755, 1.0]]]
[['2, k, 0', [0.256691, -1.1335, 1.0]], ['2, k, 1', [0.254554, -0.852166, 1.0]], ['2, k, 2', [0.251354, -0.57275, 1.0]], ['2, k, 3', [0.256159, -0.430732, 1.0]], ['2, k, 4', [0.0966271, -0.664754, 1.0]], ['2, k, 5', [-0.0359032, -0.72661, 1.0]], ['2, k, 6', [-0.0770116, -0.705085, 1.0]], ['2, k, 7', [-0.10671, -0.685482, 1.0]], ['2, k, 8', [0.408275, -0.6747, 1.0]], ['2, k, 9', [0.526305, -0.747667, 1.0]], ['2, k, 10', [0.559155, -0.723376, 1.0]], ['2, k, 11', [0.583162, -0.694571, 1.0]], ['2, k, 12', [0.183705, -1.12295, 1.0]], ['2, k, 13', [0.140927, -1.49055, 1.0]], ['2, k, 14', [0.102066, -1.84889, 1.0]], ['2, k, 15', [0.0884906, -1.86467, 1.0]], ['2, k, 16', [0.323595, -1.11702, 1.0]], ['2, k, 17', [0.396339, -1.47904, 1.0]], ['2, k, 18', [0.468179, -1.83208, 1.0]], ['2, k, 19', [0.47253, -1.84895, 1.0]], ['2, k, 20', [0.252343, -0.642474, 1.0]], ['2, k, 21', [-0.108424, -0.681491, 1.0]], ['2, k, 22', [-0.0398095, -0.677127, 1.0]], ['2, k, 23', [0.601394, -0.699635, 1.0]], ['2, k, 24', [0.502298, -0.691534, 1.0]]]
[['2, k, 0', [0.256391, -1.13288, 1.0]], ['2, k, 1', [0.25422, -0.851221, 1.0]], ['2, k, 2', [0.250983, -0.571431, 1.0]], ['2, k, 3', [0.255439, -0.42982, 1.0]], ['2, k, 4', [0.0965646, -0.664269, 1.0]], ['2, k, 5', [-0.0359982, -0.726312, 1.0]], ['2, k, 6', [-0.0770564, -0.70502, 1.0]], ['2, k, 7', [-0.106284, -0.686506, 1.0]], ['2, k, 8', [0.408169, -0.67515, 1.0]], ['2, k, 9', [0.527001, -0.747268, 1.0]], ['2, k, 10', [0.55863, -0.722756, 1.0]], ['2, k, 11', [0.583196, -0.694564, 1.0]], ['2, k, 12', [0.183431, -1.1223, 1.0]], ['2, k, 13', [0.143434, -1.49033, 1.0]], ['2, k, 14', [0.107208, -1.84909, 1.0]], ['2, k, 15', [0.094073, -1.86569, 1.0]], ['2, k, 16', [0.323288, -1.11649, 1.0]], ['2, k, 17', [0.396211, -1.47863, 1.0]], ['2, k, 18', [0.468221, -1.83178, 1.0]], ['2, k, 19', [0.472865, -1.84941, 1.0]], ['2, k, 20', [0.251981, -0.641249, 1.0]], ['2, k, 21', [-0.124607, -0.684365, 1.0]], ['2, k, 22', [-0.0428426, -0.679966, 1.0]], ['2, k, 23', [0.602281, -0.697065, 1.0]], ['2, k, 24', [0.503943, -0.692286, 1.0]]]
[['2, k, 0', [0.256046, -1.13231, 1.0]], ['2, k, 1', [0.254084, -0.850613, 1.0]], ['2, k, 2', [0.25103, -0.570676, 1.0]], ['2, k, 3', [0.255118, -0.429402, 1.0]], ['2, k, 4', [0.096575, -0.663916, 1.0]], ['2, k, 5', [-0.00902161, -0.729891, 1.0]], ['2, k, 6', [-0.0603281, -0.709387, 1.0]], ['2, k, 7', [-0.107793, -0.686368, 1.0]], ['2, k, 8', [0.408055, -0.675393, 1.0]], ['2, k, 9', [0.527688, -0.747531, 1.0]], ['2, k, 10', [0.557715, -0.722213, 1.0]], ['2, k, 11', [0.578628, -0.694638, 1.0]], ['2, k, 12', [0.183076, -1.12151, 1.0]], ['2, k, 13', [0.144996, -1.48983, 1.0]], ['2, k, 14', [0.110585, -1.84885, 1.0]], ['2, k, 15', [0.0977412, -1.8659, 1.0]], ['2, k, 16', [0.322972, -1.11613, 1.0]], ['2, k, 17', [0.391131, -1.47943, 1.0]], ['2, k, 18', [0.458629, -1.8337, 1.0]], ['2, k, 19', [0.462831, -1.85308, 1.0]], ['2, k, 20', [0.251977, -0.640537, 1.0]], ['2, k, 21', [-0.105856, -0.683064, 1.0]], ['2, k, 22', [-0.0412416, -0.680939, 1.0]], ['2, k, 23', [0.597289, -0.699994, 1.0]], ['2, k, 24', [0.499438, -0.691764, 1.0]]]
[['2, k, 0', [0.255445, -1.13163, 1.0]], ['2, k, 1', [0.253798, -0.850065, 1.0]], ['2, k, 2', [0.25096, -0.570174, 1.0]], ['2, k, 3', [0.254349, -0.429107, 1.0]], ['2, k, 4', [0.0964964, -0.663546, 1.0]], ['2, k, 5', [-0.0340546, -0.719282, 1.0]], ['2, k, 6', [-0.0878891, -0.699722, 1.0]], ['2, k, 7', [-0.108934, -0.686355, 1.0]], ['2, k, 8', [0.407915, -0.675667, 1.0]], ['2, k, 9', [0.528003, -0.747221, 1.0]], ['2, k, 10', [0.557378, -0.721786, 1.0]], ['2, k, 11', [0.579319, -0.695098, 1.0]], ['2, k, 12', [0.182493, -1.12069, 1.0]], ['2, k, 13', [0.146366, -1.4894, 1.0]], ['2, k, 14', [0.113802, -1.84879, 1.0]], ['2, k, 15', [0.101215, -1.86707, 1.0]], ['2, k, 16', [0.322375, -1.11561, 1.0]], ['2, k, 17', [0.392413, -1.47868, 1.0]], ['2, k, 18', [0.461687, -1.83272, 1.0]], ['2, k, 19', [0.466495, -1.85297, 1.0]], ['2, k, 20', [0.251853, -0.640027, 1.0]], ['2, k, 21', [-0.113066, -0.686326, 1.0]], ['2, k, 22', [-0.0490124, -0.679458, 1.0]], ['2, k, 23', [0.599845, -0.697891, 1.0]], ['2, k, 24', [0.501047, -0.693156, 1.0]]]
