[['2, k, 0', [-0.004147652, -0.101886, 1.0]], ['2, k, 1', [0.001176507, 0.2081602, 1.0]], ['2, k, 2', [0.004898915, 0.5067713, 1.0]], ['2, k, 3', [0.01743822, 0.6364672, 1.0]], ['2, k, 4', [-0.1589481, 0.3909273, 1.0]], ['2, k, 5', [-0.272878, 0.1794628, 1.0]], ['2, k, 6', [-0.345468, -0.006526016, 1.0]], ['2, k, 7', [-0.3447983, -0.04068106, 1.0]], ['2, k, 8', [0.1648775, 0.3661402, 1.0]], ['2, k, 9', [0.2137064, 0.121888, 1.0]], ['2, k, 10', [0.2180451, -0.09406484, 1.0]], ['2, k, 11', [0.2241425, -0.1382614, 1.0]], ['2, k, 12', [-0.080102, -0.09625106, 1.0]], ['2, k, 13', [-0.07905786, -0.4055996, 1.0]], ['2, k, 14', [-0.07939094, -0.6852366, 1.0]], ['2, k, 15', [-0.1105087, -0.753547, 1.0]], ['2, k, 16', [0.07232145, -0.1039903, 1.0]], ['2, k, 17', [0.07546703, -0.4016953, 1.0]], ['2, k, 18', [0.07210315, -0.6771184, 1.0]], ['2, k, 19', [0.08549915, -0.7452512, 1.0]], ['2, k, 20', [0.00413123, 0.4337335, 1.0]], ['2, k, 21', [-0.3555994, -0.04402792, 1.0]], ['2, k, 22', [-0.3507955, -0.05724261, 1.0]], ['2, k, 23', [0.2233921, -0.2041849, 1.0]], ['2, k, 24', [0.1852823, -0.1372601, 1.0]]]
[['2, k, 0', [-0.02224686, -0.08879768, 1.0]], ['2, k, 1', [-0.02895148, 0.2195217, 1.0]], ['2, k, 2', [-0.03549026, 0.5158295, 1.0]], ['2, k, 3', [-0.03912031, 0.6419952, 1.0]], ['2, k, 4', [-0.1904287, 0.4028434, 1.0]], ['2, k, 5', [-0.2772512, 0.1544292, 1.0]], ['2, k, 6', [-0.3472853, -0.04157599, 1.0]], ['2, k, 7', [-0.373854, -0.1095603, 1.0]], ['2, k, 8', [0.1121878, 0.3980474, 1.0]], ['2, k, 9', [0.196997, 0.2950741, 1.0]], ['2, k, 10', [0.1304568, 0.2017839, 1.0]], ['2, k, 11', [0.1060912, 0.1773164, 1.0]], ['2, k, 12', [-0.09590386, -0.08686862, 1.0]], ['2, k, 13', [-0.08290314, -0.4025458, 1.0]], ['2, k, 14', [-0.07999358, -0.6843495, 1.0]], ['2, k, 15', [-0.09465766, -0.71714, 1.0]], ['2, k, 16', [0.05173848, -0.08703969, 1.0]], ['2, k, 17', [0.07101294, -0.3766218, 1.0]], ['2, k, 18', [0.07540734, -0.6736822, 1.0]], ['2, k, 19', [0.08638274, -0.7452499, 1.0]], ['2, k, 20', [-0.03390496, 0.4433961, 1.0]], ['2, k, 21', [-0.3975516, -0.1786396, 1.0]], ['2, k, 22', [-0.3830715, -0.154643, 1.0]], ['2, k, 23', [0.09107324, 0.1555398, 1.0]], ['2, k, 24', [0.06324895, 0.1547685, 1.0]]]
[['2, k, 0', [-0.02268746, -0.08856119, 1.0]], ['2, k, 1', [-0.02944819, 0.2197707, 1.0]], ['2, k, 2', [-0.03600011, 0.5161001, 1.0]], ['2, k, 3', [-0.03971449, 0.6420017, 1.0]], ['2, k, 4', [-0.1906051, 0.4028609, 1.0]], ['2, k, 5', [-0.2771037, 0.1539022, 1.0]], ['2, k, 6', [-0.3483824, -0.04275456, 1.0]], ['2, k, 7', [-0.3745308, -0.1105206, 1.0]], ['2, k, 8', [0.1116094, 0.3983628, 1.0]], ['2, k, 9', [0.1969157, 0.297303, 1.0]], ['2, k, 10', [0.124522, 0.2187684, 1.0]], ['2, k, 11', [0.1071267, 0.1850091, 1.0]], ['2, k, 12', [-0.09625226, -0.08677548, 1.0]], ['2, k, 13', [-0.08297649, -0.4024407, 1.0]], ['2, k, 14', [-0.07990526, -0.6842244, 1.0]], ['2, k, 15', [-0.1077571, -0.7550185, 1.0]], ['2, k, 16', [0.05128359, -0.08668441, 1.0]], ['2, k, 17', [0.0701815, -0.3765009, 1.0]], ['2, k, 18', [0.07400112, -0.6764544, 1.0]], ['2, k, 19', [0.08664318, -0.7453946, 1.0]], ['2, k, 20', [-0.03441427, 0.4436606, 1.0]], ['2, k, 21', [-0.3971114, -0.179952, 1.0]], ['2, k, 22', [-0.38412, -0.1593952, 1.0]], ['2, k, 23', [0.09013931, 0.1623312, 1.0]], ['2, k, 24', [0.06186548, 0.1625809, 1.0]]]
[['2, k, 0', [-0.02327746, -0.08833157, 1.0]], ['2, k, 1', [-0.0302231, 0.2198954, 1.0]], ['2, k, 2', [-0.03695953, 0.5161275, 1.0]], ['2, k, 3', [-0.04093535, 0.6422051, 1.0]], ['2, k, 4', [-0.1908551, 0.4027656, 1.0]], ['2, k, 5', [-0.2769117, 0.1540315, 1.0]], ['2, k, 6', [-0.3694835, -0.1017016, 1.0]], ['2, k, 7', [-0.3825056, -0.1165332, 1.0]], ['2, k, 8', [0.1110971, 0.3987536, 1.0]], ['2, k, 9', [0.1974369, 0.2996916, 1.0]], ['2, k, 10', [0.1293128, 0.2184619, 1.0]], ['2, k, 11', [0.1063125, 0.1918724, 1.0]], ['2, k, 12', [-0.09680184, -0.08660179, 1.0]], ['2, k, 13', [-0.08292298, -0.4024385, 1.0]], ['2, k, 14', [-0.07993151, -0.684256, 1.0]], ['2, k, 15', [-0.1074663, -0.7559668, 1.0]], ['2, k, 16', [0.05075547, -0.08646707, 1.0]], ['2, k, 17', [0.07012573, -0.3764775, 1.0]], ['2, k, 18', [0.07395872, -0.6764986, 1.0]], ['2, k, 19', [0.08662142, -0.745413, 1.0]], ['2, k, 20', [-0.0353272, 0.4437121, 1.0]], ['2, k, 21', [-0.3946913, -0.1582152, 1.0]], ['2, k, 22', [-0.3846637, -0.1513582, 1.0]], ['2, k, 23', [0.0895584, 0.1703777, 1.0]], ['2, k, 24', [0.06379502, 0.1685745, 1.0]]]
[['2, k, 0', [-0.02378689, -0.08826362, 1.0]], ['2, k, 1', [-0.03062062, 0.220026, 1.0]], ['2, k, 2', [-0.03724122, 0.516322, 1.0]], ['2, k, 3', [-0.04148486, 0.6422406, 1.0]], ['2, k, 4', [-0.1911299, 0.4028066, 1.0]], ['2, k, 5', [-0.2771119, 0.1538301, 1.0]], ['2, k, 6', [-0.3428347, -0.04435522, 1.0]], ['2, k, 7', [-0.3721851, -0.1089066, 1.0]], ['2, k, 8', [0.1107007, 0.3990237, 1.0]], ['2, k, 9', [0.2001175, 0.302494, 1.0]], ['2, k, 10', [0.1259114, 0.2260867, 1.0]], ['2, k, 11', [0.105631, 0.1989848, 1.0]], ['2, k, 12', [-0.09732114, -0.0865022, 1.0]], ['2, k, 13', [-0.08295895, -0.4022019, 1.0]], ['2, k, 14', [-0.07989738, -0.6843898, 1.0]], ['2, k, 15', [-0.09472696, -0.7171759, 1.0]], ['2, k, 16', [0.0503168, -0.08647762, 1.0]], ['2, k, 17', [0.07013448, -0.3757382, 1.0]], ['2, k, 18', [0.07405355, -0.6764917, 1.0]], ['2, k, 19', [0.08676109, -0.745426, 1.0]], ['2, k, 20', [-0.03563647, 0.4438903, 1.0]], ['2, k, 21', [-0.3978236, -0.1813113, 1.0]], ['2, k, 22', [-0.3844463, -0.1539279, 1.0]], ['2, k, 23', [0.09060216, 0.1782658, 1.0]], ['2, k, 24', [0.06243128, 0.1775295, 1.0]]]
[['2, k, 0', [-0.02405086, -0.08812447, 1.0]], ['2, k, 1', [-0.03131599, 0.2203748, 1.0]], ['2, k, 2', [-0.03853233, 0.5169968, 1.0]], ['2, k, 3', [-0.04225181, 0.642346, 1.0]], ['2, k, 4', [-0.1913907, 0.4027801, 1.0]], ['2, k, 5', [-0.2772303, 0.1533323, 1.0]], ['2, k, 6', [-0.3430234, -0.04514173, 1.0]], ['2, k, 7', [-0.373199, -0.1092542, 1.0]], ['2, k, 8', [0.1099611, 0.3999402, 1.0]], ['2, k, 9', [0.2000996, 0.3047754, 1.0]], ['2, k, 10', [0.11449, 0.2574226, 1.0]], ['2, k, 11', [0.1041891, 0.2057128, 1.0]], ['2, k, 12', [-0.09762737, -0.08638556, 1.0]], ['2, k, 13', [-0.08321245, -0.4014956, 1.0]], ['2, k, 14', [-0.07903982, -0.6843826, 1.0]], ['2, k, 15', [-0.1033103, -0.7533957, 1.0]], ['2, k, 16', [0.05013447, -0.08635629, 1.0]], ['2, k, 17', [0.07009398, -0.3745124, 1.0]], ['2, k, 18', [0.07427517, -0.6766236, 1.0]], ['2, k, 19', [0.08746717, -0.7455174, 1.0]], ['2, k, 20', [-0.03676605, 0.4444729, 1.0]], ['2, k, 21', [-0.3971463, -0.1813427, 1.0]], ['2, k, 22', [-0.382065, -0.1372729, 1.0]], ['2, k, 23', [0.08979842, 0.1863931, 1.0]], ['2, k, 24', [0.06093055, 0.1855039, 1.0]]]
[['2, k, 0', [-0.02448373, -0.08789953, 1.0]], ['2, k, 1', [-0.03184954, 0.2205898, 1.0]], ['2, k, 2', [-0.03910476, 0.5171927, 1.0]], ['2, k, 3', [-0.04292803, 0.6424587, 1.0]], ['2, k, 4', [-0.191821, 0.402818, 1.0]], ['2, k, 5', [-0.2771682, 0.1533081, 1.0]], ['2, k, 6', [-0.3432983, -0.04546669, 1.0]], ['2, k, 7', [-0.3723236, -0.1093212, 1.0]], ['2, k, 8', [0.1093114, 0.4005156, 1.0]], ['2, k, 9', [0.2009996, 0.3095956, 1.0]], ['2, k, 10', [0.1129748, 0.255125, 1.0]], ['2, k, 11', [0.103424, 0.2137963, 1.0]], ['2, k, 12', [-0.09806701, -0.08613483, 1.0]], ['2, k, 13', [-0.08333784, -0.4008494, 1.0]], ['2, k, 14', [-0.07903597, -0.684388, 1.0]], ['2, k, 15', [-0.1024759, -0.7529712, 1.0]], ['2, k, 16', [0.04974738, -0.08619607, 1.0]], ['2, k, 17', [0.07017848, -0.373929, 1.0]], ['2, k, 18', [0.0744916, -0.6769071, 1.0]], ['2, k, 19', [0.08740886, -0.7456146, 1.0]], ['2, k, 20', [-0.03733473, 0.4446748, 1.0]], ['2, k, 21', [-0.3972887, -0.1827455, 1.0]], ['2, k, 22', [-0.3745397, -0.1142458, 1.0]], ['2, k, 23', [0.08757831, 0.1935221, 1.0]], ['2, k, 24', [0.0628546, 0.1936784, 1.0]]]
[['2, k, 0', [-0.02474022, -0.08761247, 1.0]], ['2, k, 1', [-0.03230157, 0.2207986, 1.0]], ['2, k, 2', [-0.03977599, 0.517323, 1.0]], ['2, k, 3', [-0.0433601, 0.6426122, 1.0]], ['2, k, 4', [-0.1920379, 0.4028372, 1.0]], ['2, k, 5', [-0.2772371, 0.1530436, 1.0]], ['2, k, 6', [-0.3434353, -0.04585788, 1.0]], ['2, k, 7', [-0.3718207, -0.1080909, 1.0]], ['2, k, 8', [0.1087838, 0.4012469, 1.0]], ['2, k, 9', [0.2011878, 0.311256, 1.0]], ['2, k, 10', [0.1130975, 0.2625226, 1.0]], ['2, k, 11', [0.1032448, 0.2214405, 1.0]], ['2, k, 12', [-0.09826596, -0.08596968, 1.0]], ['2, k, 13', [-0.08312892, -0.4007854, 1.0]], ['2, k, 14', [-0.0789823, -0.684471, 1.0]], ['2, k, 15', [-0.1016864, -0.7529652, 1.0]], ['2, k, 16', [0.04949564, -0.08582627, 1.0]], ['2, k, 17', [0.07018727, -0.3735121, 1.0]], ['2, k, 18', [0.07457829, -0.6770259, 1.0]], ['2, k, 19', [0.08770489, -0.7458156, 1.0]], ['2, k, 20', [-0.03794958, 0.4448268, 1.0]], ['2, k, 21', [-0.3956442, -0.1823325, 1.0]], ['2, k, 22', [-0.3768766, -0.1289215, 1.0]], ['2, k, 23', [0.08809279, 0.2024201, 1.0]], ['2, k, 24', [0.063977, 0.2018071, 1.0]]]
[['2, k, 0', [-0.0250901, -0.0872855, 1.0]], ['2, k, 1', [-0.03266335, 0.2211005, 1.0]], ['2, k, 2', [-0.04012095, 0.5176088, 1.0]], ['2, k, 3', [-0.04376996, 0.6427595, 1.0]], ['2, k, 4', [-0.1922538, 0.4029782, 1.0]], ['2, k, 5', [-0.2773024, 0.1532759, 1.0]], ['2, k, 6', [-0.3493115, -0.04547686, 1.0]], ['2, k, 7', [-0.3742936, -0.1090143, 1.0]], ['2, k, 8', [0.108269, 0.4020658, 1.0]], ['2, k, 9', [0.2030465, 0.311243, 1.0]], ['2, k, 10', [0.111319, 0.2736852, 1.0]], ['2, k, 11', [0.1013201, 0.227142, 1.0]], ['2, k, 12', [-0.09856197, -0.08575053, 1.0]], ['2, k, 13', [-0.08336756, -0.4036137, 1.0]], ['2, k, 14', [-0.07917159, -0.6848292, 1.0]], ['2, k, 15', [-0.09416373, -0.7176002, 1.0]], ['2, k, 16', [0.04914643, -0.08543634, 1.0]], ['2, k, 17', [0.07002578, -0.3735236, 1.0]], ['2, k, 18', [0.07458612, -0.6773127, 1.0]], ['2, k, 19', [0.0878915, -0.745847, 1.0]], ['2, k, 20', [-0.03830098, 0.4451159, 1.0]], ['2, k, 21', [-0.3973112, -0.182125, 1.0]], ['2, k, 22', [-0.3858404, -0.1573107, 1.0]], ['2, k, 23', [0.0862844, 0.2076581, 1.0]], ['2, k, 24', [0.05829772, 0.2066845, 1.0]]]
[['2, k, 0', [-0.02523576, -0.08722454, 1.0]], ['2, k, 1', [-0.03327887, 0.2212452, 1.0]], ['2, k, 2', [-0.04156872, 0.5178952, 1.0]], ['2, k, 3', [-0.04434136, 0.6429982, 1.0]], ['2, k, 4', [-0.192331, 0.4030318, 1.0]], ['2, k, 5', [-0.2774892, 0.1530347, 1.0]], ['2, k, 6', [-0.349791, -0.04623283, 1.0]], ['2, k, 7', [-0.3747101, -0.1111423, 1.0]], ['2, k, 8', [0.1077193, 0.4026665, 1.0]], ['2, k, 9', [0.2028686, 0.3117842, 1.0]], ['2, k, 10', [0.1113458, 0.2781801, 1.0]], ['2, k, 11', [0.09385072, 0.2261121, 1.0]], ['2, k, 12', [-0.09873057, -0.08571605, 1.0]], ['2, k, 13', [-0.08320938, -0.4040049, 1.0]], ['2, k, 14', [-0.07965787, -0.686469, 1.0]], ['2, k, 15', [-0.1035267, -0.7538702, 1.0]], ['2, k, 16', [0.04905248, -0.08536985, 1.0]], ['2, k, 17', [0.06948336, -0.3735434, 1.0]], ['2, k, 18', [0.07471516, -0.6775991, 1.0]], ['2, k, 19', [0.08788787, -0.7458901, 1.0]], ['2, k, 20', [-0.03951373, 0.4453628, 1.0]], ['2, k, 21', [-0.3965692, -0.1840209, 1.0]], ['2, k, 22', [-0.3820635, -0.1511497, 1.0]], ['2, k, 23', [0.08471205, 0.2103282, 1.0]], ['2, k, 24', [0.05519059, 0.2111097, 1.0]]]
[['2, k, 0', [-0.0253719, -0.08711926, 1.0]], ['2, k, 1', [-0.03352541, 0.2213883, 1.0]], ['2, k, 2', [-0.04189906, 0.51808, 1.0]], ['2, k, 3', [-0.04494127, 0.6433638, 1.0]], ['2, k, 4', [-0.1924166, 0.4030967, 1.0]], ['2, k, 5', [-0.2776807, 0.1526629, 1.0]], ['2, k, 6', [-0.3501561, -0.04679031, 1.0]], ['2, k, 7', [-0.3747676, -0.1100713, 1.0]], ['2, k, 8', [0.1072311, 0.4032077, 1.0]], ['2, k, 9', [0.2044804, 0.3109397, 1.0]], ['2, k, 10', [0.1196301, 0.254505, 1.0]], ['2, k, 11', [0.09120837, 0.2284406, 1.0]], ['2, k, 12', [-0.09892692, -0.08559022, 1.0]], ['2, k, 13', [-0.08358492, -0.4029454, 1.0]], ['2, k, 14', [-0.07972952, -0.6865812, 1.0]], ['2, k, 15', [-0.1031311, -0.7537344, 1.0]], ['2, k, 16', [0.04897521, -0.0852982, 1.0]], ['2, k, 17', [0.06922624, -0.3735746, 1.0]], ['2, k, 18', [0.07516927, -0.6776972, 1.0]], ['2, k, 19', [0.08788456, -0.7459228, 1.0]], ['2, k, 20', [-0.03982926, 0.4455381, 1.0]], ['2, k, 21', [-0.3982993, -0.1822039, 1.0]], ['2, k, 22', [-0.3846402, -0.1550977, 1.0]], ['2, k, 23', [0.07679303, 0.2128658, 1.0]], ['2, k, 24', [0.05056945, 0.2115234, 1.0]]]
[['2, k, 0', [-0.02555158, -0.08708366, 1.0]], ['2, k, 1', [-0.03381121, 0.2214775, 1.0]], ['2, k, 2', [-0.04226518, 0.5182368, 1.0]], ['2, k, 3', [-0.04523729, 0.6434246, 1.0]], ['2, k, 4', [-0.1925741, 0.4031318, 1.0]], ['2, k, 5', [-0.2776643, 0.1526063, 1.0]], ['2, k, 6', [-0.3501819, -0.04676569, 1.0]], ['2, k, 7', [-0.3738703, -0.1099872, 1.0]], ['2, k, 8', [0.1067961, 0.4038793, 1.0]], ['2, k, 9', [0.2042268, 0.3111911, 1.0]], ['2, k, 10', [0.1147921, 0.2857201, 1.0]], ['2, k, 11', [0.08729007, 0.2272907, 1.0]], ['2, k, 12', [-0.09916945, -0.0855713, 1.0]], ['2, k, 13', [-0.08420466, -0.4039723, 1.0]], ['2, k, 14', [-0.07934293, -0.6874161, 1.0]], ['2, k, 15', [-0.1034582, -0.7538862, 1.0]], ['2, k, 16', [0.04887086, -0.08526815, 1.0]], ['2, k, 17', [0.06940566, -0.3729913, 1.0]], ['2, k, 18', [0.07478644, -0.678583, 1.0]], ['2, k, 19', [0.08915007, -0.7458481, 1.0]], ['2, k, 20', [-0.04018049, 0.4456772, 1.0]], ['2, k, 21', [-0.3963125, -0.1827793, 1.0]], ['2, k, 22', [-0.3814527, -0.1527696, 1.0]], ['2, k, 23', [0.07472257, 0.2117303, 1.0]], ['2, k, 24', [0.04775169, 0.2111242, 1.0]]]
[['2, k, 0', [-0.02563846, -0.08698977, 1.0]], ['2, k, 1', [-0.03398696, 0.2216284, 1.0]], ['2, k, 2', [-0.04251944, 0.5184686, 1.0]], ['2, k, 3', [-0.04550379, 0.6434811, 1.0]], ['2, k, 4', [-0.1928409, 0.4032039, 1.0]], ['2, k, 5', [-0.2776737, 0.1526121, 1.0]], ['2, k, 6', [-0.350325, -0.04675418, 1.0]], ['2, k, 7', [-0.374041, -0.1113378, 1.0]], ['2, k, 8', [0.1064213, 0.4045791, 1.0]], ['2, k, 9', [0.2027166, 0.312215, 1.0]], ['2, k, 10', [0.1125888, 0.252408, 1.0]], ['2, k, 11', [0.08378258, 0.2254937, 1.0]], ['2, k, 12', [-0.09923376, -0.08551694, 1.0]], ['2, k, 13', [-0.08396602, -0.403301, 1.0]], ['2, k, 14', [-0.07933068, -0.6874044, 1.0]], ['2, k, 15', [-0.1045102, -0.7531891, 1.0]], ['2, k, 16', [0.04878193, -0.08515179, 1.0]], ['2, k, 17', [0.06972926, -0.371729, 1.0]], ['2, k, 18', [0.07423701, -0.6784453, 1.0]], ['2, k, 19', [0.08916718, -0.7459092, 1.0]], ['2, k, 20', [-0.04041918, 0.4458884, 1.0]], ['2, k, 21', [-0.3961276, -0.1824535, 1.0]], ['2, k, 22', [-0.3803298, -0.1474086, 1.0]], ['2, k, 23', [0.06884371, 0.211302, 1.0]], ['2, k, 24', [0.04269433, 0.2078062, 1.0]]]
[['2, k, 0', [-0.02582909, -0.08686005, 1.0]], ['2, k, 1', [-0.03439448, 0.22181, 1.0]], ['2, k, 2', [-0.04310721, 0.5186778, 1.0]], ['2, k, 3', [-0.04550195, 0.6434563, 1.0]], ['2, k, 4', [-0.1929178, 0.4032184, 1.0]], ['2, k, 5', [-0.2776637, 0.1526557, 1.0]], ['2, k, 6', [-0.3438287, -0.0474924, 1.0]], ['2, k, 7', [-0.3719316, -0.110013, 1.0]], ['2, k, 8', [0.1061218, 0.4049091, 1.0]], ['2, k, 9', [0.2022093, 0.312535, 1.0]], ['2, k, 10', [0.1061382, 0.275452, 1.0]], ['2, k, 11', [0.07975624, 0.2232774, 1.0]], ['2, k, 12', [-0.09943444, -0.08538502, 1.0]], ['2, k, 13', [-0.08418399, -0.403322, 1.0]], ['2, k, 14', [-0.07946974, -0.687184, 1.0]], ['2, k, 15', [-0.1040849, -0.7533197, 1.0]], ['2, k, 16', [0.04861285, -0.08503786, 1.0]], ['2, k, 17', [0.0696353, -0.3719842, 1.0]], ['2, k, 18', [0.07421562, -0.6786488, 1.0]], ['2, k, 19', [0.0888674, -0.7460819, 1.0]], ['2, k, 20', [-0.04096827, 0.4460931, 1.0]], ['2, k, 21', [-0.3980508, -0.1879749, 1.0]], ['2, k, 22', [-0.3760472, -0.1226261, 1.0]], ['2, k, 23', [0.06368713, 0.2062197, 1.0]], ['2, k, 24', [0.0412931, 0.2082674, 1.0]]]
[['2, k, 0', [-0.0258593, -0.0867168, 1.0]], ['2, k, 1', [-0.03452346, 0.2219239, 1.0]], ['2, k, 2', [-0.04337408, 0.5187743, 1.0]], ['2, k, 3', [-0.04559056, 0.643595, 1.0]], ['2, k, 4', [-0.193028, 0.4033287, 1.0]], ['2, k, 5', [-0.2779869, 0.1525359, 1.0]], ['2, k, 6', [-0.3449697, -0.04713399, 1.0]], ['2, k, 7', [-0.3710274, -0.1069133, 1.0]], ['2, k, 8', [0.1058109, 0.405615, 1.0]], ['2, k, 9', [0.2021127, 0.3123349, 1.0]], ['2, k, 10', [0.1117238, 0.2459722, 1.0]], ['2, k, 11', [0.07775747, 0.2216128, 1.0]], ['2, k, 12', [-0.09947245, -0.08529228, 1.0]], ['2, k, 13', [-0.08448526, -0.4021601, 1.0]], ['2, k, 14', [-0.07960453, -0.6869333, 1.0]], ['2, k, 15', [-0.1075149, -0.7556829, 1.0]], ['2, k, 16', [0.04859534, -0.08482727, 1.0]], ['2, k, 17', [0.06963696, -0.371971, 1.0]], ['2, k, 18', [0.07435424, -0.6790127, 1.0]], ['2, k, 19', [0.088507, -0.7460834, 1.0]], ['2, k, 20', [-0.04119914, 0.446198, 1.0]], ['2, k, 21', [-0.3984754, -0.1842614, 1.0]], ['2, k, 22', [-0.3762609, -0.1230914, 1.0]], ['2, k, 23', [0.06178369, 0.2053917, 1.0]], ['2, k, 24', [0.03799231, 0.1995939, 1.0]]]
[['2, k, 0', [-0.02584831, -0.08658437, 1.0]], ['2, k, 1', [-0.03478822, 0.2220627, 1.0]], ['2, k, 2', [-0.04424581, 0.5189149, 1.0]], ['2, k, 3', [-0.0455592, 0.6437498, 1.0]], ['2, k, 4', [-0.1930804, 0.4033497, 1.0]], ['2, k, 5', [-0.2780244, 0.152516, 1.0]], ['2, k, 6', [-0.3448713, -0.04720645, 1.0]], ['2, k, 7', [-0.3710846, -0.1080403, 1.0]], ['2, k, 8', [0.1055558, 0.4059024, 1.0]], ['2, k, 9', [0.2020954, 0.3122838, 1.0]], ['2, k, 10', [0.1118407, 0.2459326, 1.0]], ['2, k, 11', [0.08301902, 0.2251734, 1.0]], ['2, k, 12', [-0.09946915, -0.08520253, 1.0]], ['2, k, 13', [-0.08446823, -0.4017699, 1.0]], ['2, k, 14', [-0.08039828, -0.6862724, 1.0]], ['2, k, 15', [-0.09542856, -0.7189923, 1.0]], ['2, k, 16', [0.0486222, -0.08467463, 1.0]], ['2, k, 17', [0.06966718, -0.3718827, 1.0]], ['2, k, 18', [0.07438532, -0.6791523, 1.0]], ['2, k, 19', [0.08850346, -0.7460567, 1.0]], ['2, k, 20', [-0.04189503, 0.4463473, 1.0]], ['2, k, 21', [-0.3980393, -0.1837135, 1.0]], ['2, k, 22', [-0.3783925, -0.1320779, 1.0]], ['2, k, 23', [0.05778318, 0.2074203, 1.0]], ['2, k, 24', [0.04008603, 0.200312, 1.0]]]
[['2, k, 0', [-0.02596873, -0.08637995, 1.0]], ['2, k, 1', [-0.03497081, 0.222263, 1.0]], ['2, k, 2', [-0.04438115, 0.5190662, 1.0]], ['2, k, 3', [-0.045552, 0.6438712, 1.0]], ['2, k, 4', [-0.1931449, 0.4035105, 1.0]], ['2, k, 5', [-0.2776788, 0.15279, 1.0]], ['2, k, 6', [-0.3449966, -0.04673761, 1.0]], ['2, k, 7', [-0.3716341, -0.1083375, 1.0]], ['2, k, 8', [0.1053573, 0.4061505, 1.0]], ['2, k, 9', [0.2016886, 0.3126868, 1.0]], ['2, k, 10', [0.09784711, 0.2782987, 1.0]], ['2, k, 11', [0.08412685, 0.2259624, 1.0]], ['2, k, 12', [-0.09959453, -0.08498664, 1.0]], ['2, k, 13', [-0.08456723, -0.4015367, 1.0]], ['2, k, 14', [-0.08032572, -0.686253, 1.0]], ['2, k, 15', [-0.1096089, -0.7537616, 1.0]], ['2, k, 16', [0.04851252, -0.08449028, 1.0]], ['2, k, 17', [0.06995818, -0.3717486, 1.0]], ['2, k, 18', [0.07440932, -0.6792476, 1.0]], ['2, k, 19', [0.0883042, -0.7459208, 1.0]], ['2, k, 20', [-0.04204981, 0.4465119, 1.0]], ['2, k, 21', [-0.3961338, -0.1820941, 1.0]], ['2, k, 22', [-0.3737291, -0.1196655, 1.0]], ['2, k, 23', [0.06045812, 0.2055649, 1.0]], ['2, k, 24', [0.04504625, 0.2106782, 1.0]]]
[['2, k, 0', [-0.02598561, -0.08626265, 1.0]], ['2, k, 1', [-0.03510785, 0.2223903, 1.0]], ['2, k, 2', [-0.04463231, 0.5192033, 1.0]], ['2, k, 3', [-0.04537018, 0.6438417, 1.0]], ['2, k, 4', [-0.1932754, 0.4035424, 1.0]], ['2, k, 5', [-0.2776574, 0.152837, 1.0]], ['2, k, 6', [-0.3461126, -0.04652027, 1.0]], ['2, k, 7', [-0.371014, -0.1081892, 1.0]], ['2, k, 8', [0.1052129, 0.4065513, 1.0]], ['2, k, 9', [0.2026085, 0.3129707, 1.0]], ['2, k, 10', [0.09949814, 0.2769164, 1.0]], ['2, k, 11', [0.08518445, 0.227223, 1.0]], ['2, k, 12', [-0.0996119, -0.08492405, 1.0]], ['2, k, 13', [-0.08457433, -0.4015307, 1.0]], ['2, k, 14', [-0.0804043, -0.6871613, 1.0]], ['2, k, 15', [-0.09545058, -0.7198599, 1.0]], ['2, k, 16', [0.04850021, -0.08429157, 1.0]], ['2, k, 17', [0.07043271, -0.3712333, 1.0]], ['2, k, 18', [0.07446869, -0.6792759, 1.0]], ['2, k, 19', [0.08832125, -0.7459841, 1.0]], ['2, k, 20', [-0.04227669, 0.4466483, 1.0]], ['2, k, 21', [-0.3956495, -0.1836951, 1.0]], ['2, k, 22', [-0.3804291, -0.1423414, 1.0]], ['2, k, 23', [0.06179629, 0.2094341, 1.0]], ['2, k, 24', [0.04214096, 0.2014086, 1.0]]]
