[['2, k, 0', [-0.30545, -0.200873, 1.0]], ['2, k, 1', [-0.296022, 0.116038, 1.0]], ['2, k, 2', [-0.285065, 0.424218, 1.0]], ['2, k, 3', [-0.32279, 0.575414, 1.0]], ['2, k, 4', [-0.496958, 0.363804, 1.0]], ['2, k, 5', [-0.600755, 0.175179, 1.0]], ['2, k, 6', [-0.311813, 0.115015, 1.0]], ['2, k, 7', [-0.21634, 0.0952101, 1.0]], ['2, k, 8', [-0.104338, 0.329437, 1.0]], ['2, k, 9', [0.0889555, 0.164035, 1.0]], ['2, k, 10', [0.0324086, -0.0427039, 1.0]], ['2, k, 11', [-0.0486682, -0.0837145, 1.0]], ['2, k, 12', [-0.390565, -0.189915, 1.0]], ['2, k, 13', [-0.379725, -0.59245, 1.0]], ['2, k, 14', [-0.381645, -0.990695, 1.0]], ['2, k, 15', [-0.408447, -1.05664, 1.0]], ['2, k, 16', [-0.211435, -0.206037, 1.0]], ['2, k, 17', [-0.179829, -0.637293, 1.0]], ['2, k, 18', [-0.130666, -1.00775, 1.0]], ['2, k, 19', [-0.13562, -1.07129, 1.0]], ['2, k, 20', [-0.288077, 0.348452, 1.0]], ['2, k, 21', [-0.215459, 0.0948224, 1.0]], ['2, k, 22', [-0.21431, 0.0943167, 1.0]], ['2, k, 23', [-0.0759611, -0.159301, 1.0]], ['2, k, 24', [-0.0836559, -0.0636008, 1.0]]]
[['2, k, 0', [-0.26783, -0.524224, 1.0]], ['2, k, 1', [-0.274838, -0.244532, 1.0]], ['2, k, 2', [-0.279566, 0.0289546, 1.0]], ['2, k, 3', [-0.300308, 0.149359, 1.0]], ['2, k, 4', [-0.478206, -0.0197592, 1.0]], ['2, k, 5', [-0.623596, -0.162708, 1.0]], ['2, k, 6', [-0.512587, -0.290144, 1.0]], ['2, k, 7', [-0.509836, -0.312053, 1.0]], ['2, k, 8', [-0.107493, -0.0313486, 1.0]], ['2, k, 9', [0.102395, -0.138302, 1.0]], ['2, k, 10', [0.0276497, -0.295965, 1.0]], ['2, k, 11', [-0.0285087, -0.324614, 1.0]], ['2, k, 12', [-0.355467, -0.517628, 1.0]], ['2, k, 13', [-0.426302, -0.777657, 1.0]], ['2, k, 14', [-0.363927, -1.00872, 1.0]], ['2, k, 15', [-0.418238, -1.06932, 1.0]], ['2, k, 16', [-0.172902, -0.516663, 1.0]], ['2, k, 17', [-0.0197928, -0.743498, 1.0]], ['2, k, 18', [-0.075031, -1.11947, 1.0]], ['2, k, 19', [-0.0847192, -1.17775, 1.0]], ['2, k, 20', [-0.278731, -0.0386513, 1.0]], ['2, k, 21', [-0.51238, -0.327123, 1.0]], ['2, k, 22', [-0.498775, -0.327863, 1.0]], ['2, k, 23', [-0.0357661, -0.384578, 1.0]], ['2, k, 24', [-0.0591316, -0.334516, 1.0]]]
[['2, k, 0', [-0.26728, -0.524575, 1.0]], ['2, k, 1', [-0.274478, -0.244803, 1.0]], ['2, k, 2', [-0.279453, 0.0289379, 1.0]], ['2, k, 3', [-0.299848, 0.148738, 1.0]], ['2, k, 4', [-0.477914, -0.0199822, 1.0]], ['2, k, 5', [-0.623842, -0.162734, 1.0]], ['2, k, 6', [-0.513129, -0.289141, 1.0]], ['2, k, 7', [-0.505584, -0.321966, 1.0]], ['2, k, 8', [-0.106976, -0.0320259, 1.0]], ['2, k, 9', [0.102956, -0.138781, 1.0]], ['2, k, 10', [0.0268799, -0.296262, 1.0]], ['2, k, 11', [-0.0293514, -0.326265, 1.0]], ['2, k, 12', [-0.355104, -0.517909, 1.0]], ['2, k, 13', [-0.426101, -0.777892, 1.0]], ['2, k, 14', [-0.363854, -1.00944, 1.0]], ['2, k, 15', [-0.418169, -1.06937, 1.0]], ['2, k, 16', [-0.172106, -0.517085, 1.0]], ['2, k, 17', [-0.0195864, -0.743341, 1.0]], ['2, k, 18', [-0.0756329, -1.11912, 1.0]], ['2, k, 19', [-0.0851838, -1.17742, 1.0]], ['2, k, 20', [-0.27858, -0.0387132, 1.0]], ['2, k, 21', [-0.506248, -0.336102, 1.0]], ['2, k, 22', [-0.489193, -0.355184, 1.0]], ['2, k, 23', [-0.0468388, -0.377365, 1.0]], ['2, k, 24', [-0.0493826, -0.291914, 1.0]]]
[['2, k, 0', [-0.266473, -0.524648, 1.0]], ['2, k, 1', [-0.274159, -0.244854, 1.0]], ['2, k, 2', [-0.279426, 0.0289916, 1.0]], ['2, k, 3', [-0.299474, 0.148517, 1.0]], ['2, k, 4', [-0.477634, -0.0206254, 1.0]], ['2, k, 5', [-0.623814, -0.161926, 1.0]], ['2, k, 6', [-0.514089, -0.287903, 1.0]], ['2, k, 7', [-0.509354, -0.308516, 1.0]], ['2, k, 8', [-0.106753, -0.03209, 1.0]], ['2, k, 9', [0.1032, -0.138931, 1.0]], ['2, k, 10', [0.0264767, -0.296016, 1.0]], ['2, k, 11', [-0.0293948, -0.324004, 1.0]], ['2, k, 12', [-0.354501, -0.518117, 1.0]], ['2, k, 13', [-0.424908, -0.776864, 1.0]], ['2, k, 14', [-0.363661, -1.00938, 1.0]], ['2, k, 15', [-0.417981, -1.06923, 1.0]], ['2, k, 16', [-0.171059, -0.517004, 1.0]], ['2, k, 17', [-0.0185285, -0.742305, 1.0]], ['2, k, 18', [-0.0750706, -1.11891, 1.0]], ['2, k, 19', [-0.0846224, -1.17723, 1.0]], ['2, k, 20', [-0.278516, -0.0386805, 1.0]], ['2, k, 21', [-0.520905, -0.320438, 1.0]], ['2, k, 22', [-0.496839, -0.307929, 1.0]], ['2, k, 23', [-0.0448769, -0.375923, 1.0]], ['2, k, 24', [-0.0486272, -0.291763, 1.0]]]
[['2, k, 0', [-0.266282, -0.524435, 1.0]], ['2, k, 1', [-0.273802, -0.244759, 1.0]], ['2, k, 2', [-0.278883, 0.0291263, 1.0]], ['2, k, 3', [-0.298704, 0.148741, 1.0]], ['2, k, 4', [-0.477224, -0.0204832, 1.0]], ['2, k, 5', [-0.624075, -0.161261, 1.0]], ['2, k, 6', [-0.461152, -0.25947, 1.0]], ['2, k, 7', [-0.407812, -0.292436, 1.0]], ['2, k, 8', [-0.106325, -0.0319907, 1.0]], ['2, k, 9', [0.103721, -0.138905, 1.0]], ['2, k, 10', [0.0296462, -0.295698, 1.0]], ['2, k, 11', [-0.0285331, -0.323232, 1.0]], ['2, k, 12', [-0.354369, -0.517849, 1.0]], ['2, k, 13', [-0.42346, -0.776075, 1.0]], ['2, k, 14', [-0.36336, -1.01017, 1.0]], ['2, k, 15', [-0.417282, -1.06887, 1.0]], ['2, k, 16', [-0.170824, -0.516818, 1.0]], ['2, k, 17', [-0.0185468, -0.742661, 1.0]], ['2, k, 18', [-0.074985, -1.11975, 1.0]], ['2, k, 19', [-0.0845171, -1.17808, 1.0]], ['2, k, 20', [-0.278025, -0.0385701, 1.0]], ['2, k, 21', [-0.419731, -0.30441, 1.0]], ['2, k, 22', [-0.396131, -0.291964, 1.0]], ['2, k, 23', [-0.0449181, -0.375443, 1.0]], ['2, k, 24', [-0.0443925, -0.288848, 1.0]]]
[['2, k, 0', [-0.266199, -0.5244, 1.0]], ['2, k, 1', [-0.273551, -0.244478, 1.0]], ['2, k, 2', [-0.2784, 0.0301126, 1.0]], ['2, k, 3', [-0.297625, 0.149577, 1.0]], ['2, k, 4', [-0.476689, -0.0201525, 1.0]], ['2, k, 5', [-0.624313, -0.159262, 1.0]], ['2, k, 6', [-0.463127, -0.258444, 1.0]], ['2, k, 7', [-0.410366, -0.291731, 1.0]], ['2, k, 8', [-0.105775, -0.0318676, 1.0]], ['2, k, 9', [0.104356, -0.138352, 1.0]], ['2, k, 10', [0.0300915, -0.294596, 1.0]], ['2, k, 11', [-0.0298004, -0.323417, 1.0]], ['2, k, 12', [-0.3543, -0.517786, 1.0]], ['2, k, 13', [-0.42218, -0.775918, 1.0]], ['2, k, 14', [-0.364064, -1.01215, 1.0]], ['2, k, 15', [-0.417187, -1.06869, 1.0]], ['2, k, 16', [-0.170738, -0.516826, 1.0]], ['2, k, 17', [-0.0181051, -0.742541, 1.0]], ['2, k, 18', [-0.0746208, -1.11982, 1.0]], ['2, k, 19', [-0.0840834, -1.17809, 1.0]], ['2, k, 20', [-0.27761, -0.0378305, 1.0]], ['2, k, 21', [-0.422276, -0.303708, 1.0]], ['2, k, 22', [-0.39681, -0.291777, 1.0]], ['2, k, 23', [-0.0425119, -0.379593, 1.0]], ['2, k, 24', [-0.0475652, -0.28978, 1.0]]]
[['2, k, 0', [-0.265946, -0.523497, 1.0]], ['2, k, 1', [-0.27226, -0.244888, 1.0]], ['2, k, 2', [-0.27445, 0.0259982, 1.0]], ['2, k, 3', [-0.2965, 0.15102, 1.0]], ['2, k, 4', [-0.476774, -0.00968883, 1.0]], ['2, k, 5', [-0.624004, -0.158652, 1.0]], ['2, k, 6', [-0.463193, -0.257992, 1.0]], ['2, k, 7', [-0.410557, -0.291331, 1.0]], ['2, k, 8', [-0.103924, -0.0294708, 1.0]], ['2, k, 9', [0.104987, -0.137908, 1.0]], ['2, k, 10', [0.0295318, -0.291636, 1.0]], ['2, k, 11', [-0.0280821, -0.320302, 1.0]], ['2, k, 12', [-0.353713, -0.516302, 1.0]], ['2, k, 13', [-0.420798, -0.775414, 1.0]], ['2, k, 14', [-0.364211, -1.01144, 1.0]], ['2, k, 15', [-0.417301, -1.06866, 1.0]], ['2, k, 16', [-0.17071, -0.516357, 1.0]], ['2, k, 17', [-0.0167821, -0.741243, 1.0]], ['2, k, 18', [-0.0736149, -1.11946, 1.0]], ['2, k, 19', [-0.0838926, -1.17734, 1.0]], ['2, k, 20', [-0.274443, -0.0407126, 1.0]], ['2, k, 21', [-0.422466, -0.303309, 1.0]], ['2, k, 22', [-0.396968, -0.291628, 1.0]], ['2, k, 23', [-0.0424475, -0.377429, 1.0]], ['2, k, 24', [-0.0572725, -0.293665, 1.0]]]
[['2, k, 0', [-0.265483, -0.520851, 1.0]], ['2, k, 1', [-0.27107, -0.24148, 1.0]], ['2, k, 2', [-0.27268, 0.0325687, 1.0]], ['2, k, 3', [-0.295027, 0.154383, 1.0]], ['2, k, 4', [-0.476039, -0.0096451, 1.0]], ['2, k, 5', [-0.623414, -0.157264, 1.0]], ['2, k, 6', [-0.463757, -0.256978, 1.0]], ['2, k, 7', [-0.411505, -0.290439, 1.0]], ['2, k, 8', [-0.102466, -0.0273419, 1.0]], ['2, k, 9', [0.106119, -0.136991, 1.0]], ['2, k, 10', [0.029644, -0.291178, 1.0]], ['2, k, 11', [-0.0288944, -0.318855, 1.0]], ['2, k, 12', [-0.35371, -0.513955, 1.0]], ['2, k, 13', [-0.41927, -0.776122, 1.0]], ['2, k, 14', [-0.364417, -1.01103, 1.0]], ['2, k, 15', [-0.41728, -1.06864, 1.0]], ['2, k, 16', [-0.169782, -0.513315, 1.0]], ['2, k, 17', [-0.0172616, -0.741547, 1.0]], ['2, k, 18', [-0.0736478, -1.12131, 1.0]], ['2, k, 19', [-0.0835892, -1.17915, 1.0]], ['2, k, 20', [-0.27279, -0.0352672, 1.0]], ['2, k, 21', [-0.423412, -0.302421, 1.0]], ['2, k, 22', [-0.398001, -0.290958, 1.0]], ['2, k, 23', [-0.0461411, -0.375826, 1.0]], ['2, k, 24', [-0.0524316, -0.290426, 1.0]]]
[['2, k, 0', [-0.265784, -0.517568, 1.0]], ['2, k, 1', [-0.270268, -0.237758, 1.0]], ['2, k, 2', [-0.271112, 0.0375625, 1.0]], ['2, k, 3', [-0.292776, 0.158444, 1.0]], ['2, k, 4', [-0.475715, -0.00101444, 1.0]], ['2, k, 5', [-0.623213, -0.153746, 1.0]], ['2, k, 6', [-0.465206, -0.257197, 1.0]], ['2, k, 7', [-0.413504, -0.291898, 1.0]], ['2, k, 8', [-0.101177, -0.0250937, 1.0]], ['2, k, 9', [0.106738, -0.136351, 1.0]], ['2, k, 10', [0.0268383, -0.288529, 1.0]], ['2, k, 11', [-0.0294594, -0.317058, 1.0]], ['2, k, 12', [-0.354025, -0.509201, 1.0]], ['2, k, 13', [-0.416264, -0.772481, 1.0]], ['2, k, 14', [-0.364415, -1.01014, 1.0]], ['2, k, 15', [-0.417213, -1.06862, 1.0]], ['2, k, 16', [-0.170085, -0.511392, 1.0]], ['2, k, 17', [-0.0181366, -0.74198, 1.0]], ['2, k, 18', [-0.075091, -1.12139, 1.0]], ['2, k, 19', [-0.0854962, -1.17929, 1.0]], ['2, k, 20', [-0.271386, -0.0306407, 1.0]], ['2, k, 21', [-0.425403, -0.303875, 1.0]], ['2, k, 22', [-0.399545, -0.291624, 1.0]], ['2, k, 23', [-0.0485158, -0.374282, 1.0]], ['2, k, 24', [-0.0572133, -0.2908, 1.0]]]
[['2, k, 0', [-0.265498, -0.513382, 1.0]], ['2, k, 1', [-0.26827, -0.232585, 1.0]], ['2, k, 2', [-0.267637, 0.0438605, 1.0]], ['2, k, 3', [-0.290101, 0.164144, 1.0]], ['2, k, 4', [-0.47527, 0.00363313, 1.0]], ['2, k, 5', [-0.621855, -0.149526, 1.0]], ['2, k, 6', [-0.467255, -0.257155, 1.0]], ['2, k, 7', [-0.416686, -0.293242, 1.0]], ['2, k, 8', [-0.099066, -0.0197115, 1.0]], ['2, k, 9', [0.108417, -0.13389, 1.0]], ['2, k, 10', [0.0378731, -0.288618, 1.0]], ['2, k, 11', [-0.0223629, -0.313184, 1.0]], ['2, k, 12', [-0.353479, -0.504506, 1.0]], ['2, k, 13', [-0.415104, -0.770223, 1.0]], ['2, k, 14', [-0.363883, -1.01129, 1.0]], ['2, k, 15', [-0.417044, -1.06845, 1.0]], ['2, k, 16', [-0.170078, -0.507912, 1.0]], ['2, k, 17', [-0.0180162, -0.742318, 1.0]], ['2, k, 18', [-0.0749101, -1.12315, 1.0]], ['2, k, 19', [-0.0850265, -1.18098, 1.0]], ['2, k, 20', [-0.268234, -0.0245808, 1.0]], ['2, k, 21', [-0.428574, -0.305215, 1.0]], ['2, k, 22', [-0.40444, -0.292717, 1.0]], ['2, k, 23', [-0.0352275, -0.368927, 1.0]], ['2, k, 24', [-0.035679, -0.278151, 1.0]]]
[['2, k, 0', [-0.264592, -0.508642, 1.0]], ['2, k, 1', [-0.267662, -0.229796, 1.0]], ['2, k, 2', [-0.267584, 0.0461704, 1.0]], ['2, k, 3', [-0.288751, 0.1693, 1.0]], ['2, k, 4', [-0.473396, 0.00520015, 1.0]], ['2, k, 5', [-0.621347, -0.14513, 1.0]], ['2, k, 6', [-0.468593, -0.256729, 1.0]], ['2, k, 7', [-0.418637, -0.294132, 1.0]], ['2, k, 8', [-0.0981216, -0.0149941, 1.0]], ['2, k, 9', [0.109523, -0.13163, 1.0]], ['2, k, 10', [0.0329622, -0.283067, 1.0]], ['2, k, 11', [-0.024413, -0.309622, 1.0]], ['2, k, 12', [-0.35281, -0.500795, 1.0]], ['2, k, 13', [-0.414931, -0.770686, 1.0]], ['2, k, 14', [-0.362733, -1.01067, 1.0]], ['2, k, 15', [-0.417215, -1.06835, 1.0]], ['2, k, 16', [-0.169008, -0.502384, 1.0]], ['2, k, 17', [-0.0191911, -0.744353, 1.0]], ['2, k, 18', [-0.075413, -1.12689, 1.0]], ['2, k, 19', [-0.0854001, -1.18424, 1.0]], ['2, k, 20', [-0.267954, -0.0220915, 1.0]], ['2, k, 21', [-0.430518, -0.306102, 1.0]], ['2, k, 22', [-0.406534, -0.293591, 1.0]], ['2, k, 23', [-0.0484059, -0.370243, 1.0]], ['2, k, 24', [-0.0474086, -0.279018, 1.0]]]
[['2, k, 0', [-0.260781, -0.501699, 1.0]], ['2, k, 1', [-0.265869, -0.225179, 1.0]], ['2, k, 2', [-0.267474, 0.0493535, 1.0]], ['2, k, 3', [-0.287054, 0.175981, 1.0]], ['2, k, 4', [-0.47053, 0.00863979, 1.0]], ['2, k, 5', [-0.620851, -0.135874, 1.0]], ['2, k, 6', [-0.475774, -0.255052, 1.0]], ['2, k, 7', [-0.497592, -0.289146, 1.0]], ['2, k, 8', [-0.0967154, -0.0082065, 1.0]], ['2, k, 9', [0.11096, -0.128932, 1.0]], ['2, k, 10', [0.0327921, -0.281135, 1.0]], ['2, k, 11', [-0.0263505, -0.308453, 1.0]], ['2, k, 12', [-0.349301, -0.49517, 1.0]], ['2, k, 13', [-0.383589, -0.641268, 1.0]], ['2, k, 14', [-0.362913, -1.01174, 1.0]], ['2, k, 15', [-0.417256, -1.0682, 1.0]], ['2, k, 16', [-0.165074, -0.494324, 1.0]], ['2, k, 17', [-0.0221257, -0.748147, 1.0]], ['2, k, 18', [-0.0781954, -1.13183, 1.0]], ['2, k, 19', [-0.0881603, -1.18888, 1.0]], ['2, k, 20', [-0.267417, -0.018611, 1.0]], ['2, k, 21', [-0.498646, -0.307093, 1.0]], ['2, k, 22', [-0.492142, -0.314393, 1.0]], ['2, k, 23', [-0.0498141, -0.370628, 1.0]], ['2, k, 24', [-0.0514769, -0.286366, 1.0]]]
[['2, k, 0', [-0.259402, -0.496335, 1.0]], ['2, k, 1', [-0.263985, -0.219149, 1.0]], ['2, k, 2', [-0.265794, 0.0546631, 1.0]], ['2, k, 3', [-0.285626, 0.183695, 1.0]], ['2, k, 4', [-0.468212, 0.0140092, 1.0]], ['2, k, 5', [-0.619686, -0.12901, 1.0]], ['2, k, 6', [-0.47857, -0.252165, 1.0]], ['2, k, 7', [-0.494898, -0.284858, 1.0]], ['2, k, 8', [-0.0951678, -0.0025174, 1.0]], ['2, k, 9', [0.112514, -0.12531, 1.0]], ['2, k, 10', [0.0311778, -0.277588, 1.0]], ['2, k, 11', [-0.0302015, -0.305763, 1.0]], ['2, k, 12', [-0.347532, -0.489833, 1.0]], ['2, k, 13', [-0.382802, -0.638043, 1.0]], ['2, k, 14', [-0.362862, -1.01128, 1.0]], ['2, k, 15', [-0.417256, -1.06817, 1.0]], ['2, k, 16', [-0.164134, -0.489188, 1.0]], ['2, k, 17', [-0.0238853, -0.748959, 1.0]], ['2, k, 18', [-0.0791736, -1.13389, 1.0]], ['2, k, 19', [-0.0892293, -1.19069, 1.0]], ['2, k, 20', [-0.265669, -0.0130755, 1.0]], ['2, k, 21', [-0.499397, -0.307555, 1.0]], ['2, k, 22', [-0.487119, -0.292113, 1.0]], ['2, k, 23', [-0.0498208, -0.368413, 1.0]], ['2, k, 24', [-0.0591643, -0.283798, 1.0]]]
[['2, k, 0', [-0.259848, -0.491865, 1.0]], ['2, k, 1', [-0.2635, -0.214795, 1.0]], ['2, k, 2', [-0.264695, 0.0584279, 1.0]], ['2, k, 3', [-0.284439, 0.190626, 1.0]], ['2, k, 4', [-0.466148, 0.0198946, 1.0]], ['2, k, 5', [-0.619379, -0.124345, 1.0]], ['2, k, 6', [-0.494877, -0.24725, 1.0]], ['2, k, 7', [-0.493045, -0.285241, 1.0]], ['2, k, 8', [-0.0932064, 0.00401225, 1.0]], ['2, k, 9', [0.113917, -0.12106, 1.0]], ['2, k, 10', [0.030037, -0.276174, 1.0]], ['2, k, 11', [-0.0292679, -0.30064, 1.0]], ['2, k, 12', [-0.347566, -0.48465, 1.0]], ['2, k, 13', [-0.382344, -0.635952, 1.0]], ['2, k, 14', [-0.362346, -1.01167, 1.0]], ['2, k, 15', [-0.4166, -1.06784, 1.0]], ['2, k, 16', [-0.164925, -0.485513, 1.0]], ['2, k, 17', [-0.0236627, -0.748136, 1.0]], ['2, k, 18', [-0.0782597, -1.13434, 1.0]], ['2, k, 19', [-0.0886294, -1.19103, 1.0]], ['2, k, 20', [-0.264716, -0.0091601, 1.0]], ['2, k, 21', [-0.509297, -0.270151, 1.0]], ['2, k, 22', [-0.469086, -0.312542, 1.0]], ['2, k, 23', [-0.0483392, -0.360911, 1.0]], ['2, k, 24', [-0.0515984, -0.265664, 1.0]]]
[['2, k, 0', [-0.253711, -0.482853, 1.0]], ['2, k, 1', [-0.260024, -0.20655, 1.0]], ['2, k, 2', [-0.263626, 0.0659257, 1.0]], ['2, k, 3', [-0.283549, 0.198699, 1.0]], ['2, k, 4', [-0.464285, 0.0270801, 1.0]], ['2, k, 5', [-0.618745, -0.117016, 1.0]], ['2, k, 6', [-0.486514, -0.24953, 1.0]], ['2, k, 7', [-0.494596, -0.269497, 1.0]], ['2, k, 8', [-0.0921656, 0.0102243, 1.0]], ['2, k, 9', [0.11491, -0.111621, 1.0]], ['2, k, 10', [0.0293245, -0.27629, 1.0]], ['2, k, 11', [-0.0322258, -0.300528, 1.0]], ['2, k, 12', [-0.342714, -0.477566, 1.0]], ['2, k, 13', [-0.380973, -0.631247, 1.0]], ['2, k, 14', [-0.357295, -1.00769, 1.0]], ['2, k, 15', [-0.415903, -1.06734, 1.0]], ['2, k, 16', [-0.157625, -0.474762, 1.0]], ['2, k, 17', [-0.0867963, -0.622821, 1.0]], ['2, k, 18', [-0.141912, -1.01957, 1.0]], ['2, k, 19', [-0.128404, -1.07508, 1.0]], ['2, k, 20', [-0.263086, -0.00153087, 1.0]], ['2, k, 21', [-0.496756, -0.271306, 1.0]], ['2, k, 22', [-0.483853, -0.278899, 1.0]], ['2, k, 23', [-0.0474053, -0.358975, 1.0]], ['2, k, 24', [-0.0548648, -0.269224, 1.0]]]
[['2, k, 0', [-0.252066, -0.476995, 1.0]], ['2, k, 1', [-0.257997, -0.200549, 1.0]], ['2, k, 2', [-0.26158, 0.0715969, 1.0]], ['2, k, 3', [-0.282129, 0.207208, 1.0]], ['2, k, 4', [-0.463194, 0.0346339, 1.0]], ['2, k, 5', [-0.617671, -0.110673, 1.0]], ['2, k, 6', [-0.486155, -0.248854, 1.0]], ['2, k, 7', [-0.492488, -0.274124, 1.0]], ['2, k, 8', [-0.0902219, 0.0208267, 1.0]], ['2, k, 9', [0.116109, -0.105394, 1.0]], ['2, k, 10', [0.0252957, -0.27794, 1.0]], ['2, k, 11', [-0.0343052, -0.311076, 1.0]], ['2, k, 12', [-0.340769, -0.47157, 1.0]], ['2, k, 13', [-0.379871, -0.627346, 1.0]], ['2, k, 14', [-0.356221, -1.00706, 1.0]], ['2, k, 15', [-0.415798, -1.06715, 1.0]], ['2, k, 16', [-0.156357, -0.469306, 1.0]], ['2, k, 17', [-0.0866111, -0.620401, 1.0]], ['2, k, 18', [-0.142329, -1.01959, 1.0]], ['2, k, 19', [-0.128469, -1.07443, 1.0]], ['2, k, 20', [-0.261025, 0.00426124, 1.0]], ['2, k, 21', [-0.498735, -0.276337, 1.0]], ['2, k, 22', [-0.483431, -0.279957, 1.0]], ['2, k, 23', [-0.0515639, -0.354647, 1.0]], ['2, k, 24', [-0.0537625, -0.288934, 1.0]]]
[['2, k, 0', [-0.251658, -0.470694, 1.0]], ['2, k, 1', [-0.257357, -0.185904, 1.0]], ['2, k, 2', [-0.261074, 0.0984315, 1.0]], ['2, k, 3', [-0.280605, 0.218876, 1.0]], ['2, k, 4', [-0.460945, 0.0449895, 1.0]], ['2, k, 5', [-0.617915, -0.100387, 1.0]], ['2, k, 6', [-0.48581, -0.246982, 1.0]], ['2, k, 7', [-0.495674, -0.273939, 1.0]], ['2, k, 8', [-0.0888368, 0.0272951, 1.0]], ['2, k, 9', [0.117177, -0.0978325, 1.0]], ['2, k, 10', [0.00384659, -0.287134, 1.0]], ['2, k, 11', [-0.0458471, -0.331346, 1.0]], ['2, k, 12', [-0.340253, -0.464675, 1.0]], ['2, k, 13', [-0.379085, -0.623701, 1.0]], ['2, k, 14', [-0.358696, -1.00871, 1.0]], ['2, k, 15', [-0.41557, -1.06673, 1.0]], ['2, k, 16', [-0.156085, -0.463735, 1.0]], ['2, k, 17', [-0.0865557, -0.618361, 1.0]], ['2, k, 18', [-0.141867, -1.01815, 1.0]], ['2, k, 19', [-0.128408, -1.07329, 1.0]], ['2, k, 20', [-0.260455, 0.0277247, 1.0]], ['2, k, 21', [-0.498756, -0.268645, 1.0]], ['2, k, 22', [-0.485619, -0.278103, 1.0]], ['2, k, 23', [-0.0495613, -0.377281, 1.0]], ['2, k, 24', [-0.0655055, -0.317129, 1.0]]]
[['2, k, 0', [-0.250936, -0.464272, 1.0]], ['2, k, 1', [-0.256146, -0.181614, 1.0]], ['2, k, 2', [-0.258969, 0.100236, 1.0]], ['2, k, 3', [-0.279963, 0.227268, 1.0]], ['2, k, 4', [-0.460116, 0.0539536, 1.0]], ['2, k, 5', [-0.6186, -0.0929614, 1.0]], ['2, k, 6', [-0.486341, -0.238389, 1.0]], ['2, k, 7', [-0.493796, -0.258418, 1.0]], ['2, k, 8', [-0.0881186, 0.0343707, 1.0]], ['2, k, 9', [0.118916, -0.0907673, 1.0]], ['2, k, 10', [0.000547692, -0.287162, 1.0]], ['2, k, 11', [-0.0493245, -0.33827, 1.0]], ['2, k, 12', [-0.339339, -0.458018, 1.0]], ['2, k, 13', [-0.412656, -0.753378, 1.0]], ['2, k, 14', [-0.398118, -1.12811, 1.0]], ['2, k, 15', [-0.405498, -1.18502, 1.0]], ['2, k, 16', [-0.155585, -0.457749, 1.0]], ['2, k, 17', [-0.0864956, -0.615136, 1.0]], ['2, k, 18', [-0.141915, -1.01693, 1.0]], ['2, k, 19', [-0.128629, -1.07244, 1.0]], ['2, k, 20', [-0.258709, 0.0302538, 1.0]], ['2, k, 21', [-0.488127, -0.267044, 1.0]], ['2, k, 22', [-0.484899, -0.261482, 1.0]], ['2, k, 23', [-0.0446897, -0.37846, 1.0]], ['2, k, 24', [-0.062017, -0.326339, 1.0]]]
[['2, k, 0', [-0.250101, -0.457228, 1.0]], ['2, k, 1', [-0.255691, -0.175666, 1.0]], ['2, k, 2', [-0.259052, 0.103721, 1.0]], ['2, k, 3', [-0.279873, 0.235846, 1.0]], ['2, k, 4', [-0.458912, 0.0613934, 1.0]], ['2, k, 5', [-0.618418, -0.0819665, 1.0]], ['2, k, 6', [-0.488133, -0.237986, 1.0]], ['2, k, 7', [-0.494401, -0.256205, 1.0]], ['2, k, 8', [-0.0868353, 0.0425065, 1.0]], ['2, k, 9', [0.120469, -0.0839913, 1.0]], ['2, k, 10', [0.0255013, -0.229614, 1.0]], ['2, k, 11', [-0.00554734, -0.254984, 1.0]], ['2, k, 12', [-0.338236, -0.450903, 1.0]], ['2, k, 13', [-0.410498, -0.749747, 1.0]], ['2, k, 14', [-0.397247, -1.12522, 1.0]], ['2, k, 15', [-0.40458, -1.18206, 1.0]], ['2, k, 16', [-0.155054, -0.451014, 1.0]], ['2, k, 17', [-0.0862394, -0.608896, 1.0]], ['2, k, 18', [-0.141289, -1.01551, 1.0]], ['2, k, 19', [-0.128781, -1.07162, 1.0]], ['2, k, 20', [-0.258622, 0.0344098, 1.0]], ['2, k, 21', [-0.489542, -0.260139, 1.0]], ['2, k, 22', [-0.485838, -0.259616, 1.0]], ['2, k, 23', [-0.0315104, -0.329137, 1.0]], ['2, k, 24', [-0.0299308, -0.225873, 1.0]]]
