[['2, k, 0', [-0.179335, -0.330881, 1.0]], ['2, k, 1', [-0.175102, -0.0411708, 1.0]], ['2, k, 2', [-0.16995, 0.242304, 1.0]], ['2, k, 3', [-0.170194, 0.360436, 1.0]], ['2, k, 4', [-0.344879, 0.15461, 1.0]], ['2, k, 5', [-0.404741, 0.0220453, 1.0]], ['2, k, 6', [-0.452045, -0.0658461, 1.0]], ['2, k, 7', [-0.471599, -0.0954748, 1.0]], ['2, k, 8', [-0.00797819, 0.149415, 1.0]], ['2, k, 9', [0.0801222, 0.0324702, 1.0]], ['2, k, 10', [0.11202, -0.0817669, 1.0]], ['2, k, 11', [0.129015, -0.0829921, 1.0]], ['2, k, 12', [-0.253633, -0.325298, 1.0]], ['2, k, 13', [-0.324586, -0.621633, 1.0]], ['2, k, 14', [-0.312924, -0.749436, 1.0]], ['2, k, 15', [-0.31539, -0.864959, 1.0]], ['2, k, 16', [-0.100295, -0.327738, 1.0]], ['2, k, 17', [-0.0527482, -0.625834, 1.0]], ['2, k, 18', [-0.0401986, -0.748973, 1.0]], ['2, k, 19', [-0.0296109, -0.863846, 1.0]], ['2, k, 20', [-0.171402, 0.172364, 1.0]], ['2, k, 21', [-0.47525, -0.104891, 1.0]], ['2, k, 22', [-0.513625, -0.0860506, 1.0]], ['2, k, 23', [0.14042, -0.0858784, 1.0]], ['2, k, 24', [0.188714, -0.0675205, 1.0]]]
[['2, k, 0', [-0.184119, -0.308623, 1.0]], ['2, k, 1', [-0.18784, -0.0301542, 1.0]], ['2, k, 2', [-0.190364, 0.237764, 1.0]], ['2, k, 3', [-0.184686, 0.365297, 1.0]], ['2, k, 4', [-0.347676, 0.158208, 1.0]], ['2, k, 5', [-0.456544, 0.0340998, 1.0]], ['2, k, 6', [-0.424077, 0.0110717, 1.0]], ['2, k, 7', [-0.461389, 0.00712353, 1.0]], ['2, k, 8', [-0.0266524, 0.154797, 1.0]], ['2, k, 9', [0.0810686, 0.0755909, 1.0]], ['2, k, 10', [0.119863, 0.0529295, 1.0]], ['2, k, 11', [0.146642, 0.0204196, 1.0]], ['2, k, 12', [-0.255414, -0.304906, 1.0]], ['2, k, 13', [-0.296781, -0.599501, 1.0]], ['2, k, 14', [-0.33293, -0.833905, 1.0]], ['2, k, 15', [-0.328091, -0.946842, 1.0]], ['2, k, 16', [-0.10781, -0.304738, 1.0]], ['2, k, 17', [-0.0534814, -0.61169, 1.0]], ['2, k, 18', [-0.0206729, -0.889159, 1.0]], ['2, k, 19', [-0.0234376, -0.944766, 1.0]], ['2, k, 20', [-0.189899, 0.171764, 1.0]], ['2, k, 21', [-0.461596, 0.00482751, 1.0]], ['2, k, 22', [-0.388317, 0.00330602, 1.0]], ['2, k, 23', [0.161551, 0.0234458, 1.0]], ['2, k, 24', [0.0740619, 0.0173076, 1.0]]]
[['2, k, 0', [-0.184837, -0.317907, 1.0]], ['2, k, 1', [-0.187446, -0.0457094, 1.0]], ['2, k, 2', [-0.188546, 0.218296, 1.0]], ['2, k, 3', [-0.184753, 0.346471, 1.0]], ['2, k, 4', [-0.350335, 0.140943, 1.0]], ['2, k, 5', [-0.455201, 0.0271966, 1.0]], ['2, k, 6', [-0.44476, -0.0193761, 1.0]], ['2, k, 7', [-0.462456, -0.0273023, 1.0]], ['2, k, 8', [-0.0257157, 0.122355, 1.0]], ['2, k, 9', [0.0812713, 0.0400847, 1.0]], ['2, k, 10', [0.116386, -0.00412214, 1.0]], ['2, k, 11', [0.144511, -0.0185946, 1.0]], ['2, k, 12', [-0.256591, -0.313972, 1.0]], ['2, k, 13', [-0.300742, -0.608885, 1.0]], ['2, k, 14', [-0.329169, -0.840826, 1.0]], ['2, k, 15', [-0.329857, -0.897505, 1.0]], ['2, k, 16', [-0.108191, -0.313815, 1.0]], ['2, k, 17', [-0.0530098, -0.617226, 1.0]], ['2, k, 18', [-0.0270031, -0.884173, 1.0]], ['2, k, 19', [-0.0311598, -0.940396, 1.0]], ['2, k, 20', [-0.188481, 0.153214, 1.0]], ['2, k, 21', [-0.461669, -0.030878, 1.0]], ['2, k, 22', [-0.390746, -0.031338, 1.0]], ['2, k, 23', [0.161502, -0.0170383, 1.0]], ['2, k, 24', [0.0715, -0.0227369, 1.0]]]
[['2, k, 0', [-0.186061, -0.336359, 1.0]], ['2, k, 1', [-0.188811, -0.0628116, 1.0]], ['2, k, 2', [-0.190235, 0.204029, 1.0]], ['2, k, 3', [-0.183931, 0.32805, 1.0]], ['2, k, 4', [-0.352239, 0.114291, 1.0]], ['2, k, 5', [-0.47382, -0.0195981, 1.0]], ['2, k, 6', [-0.435747, -0.0720245, 1.0]], ['2, k, 7', [-0.46568, -0.0639082, 1.0]], ['2, k, 8', [-0.0272135, 0.110768, 1.0]], ['2, k, 9', [0.0836031, 0.0150549, 1.0]], ['2, k, 10', [0.11586, -0.0304876, 1.0]], ['2, k, 11', [0.137806, -0.059008, 1.0]], ['2, k, 12', [-0.258739, -0.332042, 1.0]], ['2, k, 13', [-0.304307, -0.614159, 1.0]], ['2, k, 14', [-0.333908, -0.86984, 1.0]], ['2, k, 15', [-0.327258, -0.982291, 1.0]], ['2, k, 16', [-0.108602, -0.332215, 1.0]], ['2, k, 17', [-0.0528899, -0.621321, 1.0]], ['2, k, 18', [-0.0181611, -0.884797, 1.0]], ['2, k, 19', [-0.0211879, -0.941419, 1.0]], ['2, k, 20', [-0.190084, 0.138212, 1.0]], ['2, k, 21', [-0.453023, -0.0698603, 1.0]], ['2, k, 22', [-0.388179, -0.0687084, 1.0]], ['2, k, 23', [0.159204, -0.061966, 1.0]], ['2, k, 24', [0.0687407, -0.063089, 1.0]]]
[['2, k, 0', [-0.186841, -0.359348, 1.0]], ['2, k, 1', [-0.188979, -0.0853512, 1.0]], ['2, k, 2', [-0.189986, 0.183262, 1.0]], ['2, k, 3', [-0.182788, 0.302232, 1.0]], ['2, k, 4', [-0.351842, 0.0839914, 1.0]], ['2, k, 5', [-0.471451, -0.0371161, 1.0]], ['2, k, 6', [-0.436846, -0.110119, 1.0]], ['2, k, 7', [-0.454958, -0.102176, 1.0]], ['2, k, 8', [-0.0244549, 0.0851922, 1.0]], ['2, k, 9', [0.0836903, -0.019722, 1.0]], ['2, k, 10', [0.115059, -0.0787089, 1.0]], ['2, k, 11', [0.140639, -0.101232, 1.0]], ['2, k, 12', [-0.259679, -0.354751, 1.0]], ['2, k, 13', [-0.306674, -0.625909, 1.0]], ['2, k, 14', [-0.336424, -0.872855, 1.0]], ['2, k, 15', [-0.335254, -0.929857, 1.0]], ['2, k, 16', [-0.109257, -0.35491, 1.0]], ['2, k, 17', [-0.0507109, -0.632222, 1.0]], ['2, k, 18', [-0.0143169, -0.895178, 1.0]], ['2, k, 19', [-0.0152512, -0.997559, 1.0]], ['2, k, 20', [-0.189925, 0.116902, 1.0]], ['2, k, 21', [-0.378187, -0.100191, 1.0]], ['2, k, 22', [-0.454807, -0.075354, 1.0]], ['2, k, 23', [0.155702, -0.103157, 1.0]], ['2, k, 24', [0.0672734, -0.100636, 1.0]]]
[['2, k, 0', [-0.188951, -0.381013, 1.0]], ['2, k, 1', [-0.18913, -0.113149, 1.0]], ['2, k, 2', [-0.187782, 0.14749, 1.0]], ['2, k, 3', [-0.183316, 0.268079, 1.0]], ['2, k, 4', [-0.35091, 0.0671542, 1.0]], ['2, k, 5', [-0.471726, -0.0753781, 1.0]], ['2, k, 6', [-0.436328, -0.141282, 1.0]], ['2, k, 7', [-0.471534, -0.1384, 1.0]], ['2, k, 8', [-0.023145, 0.053274, 1.0]], ['2, k, 9', [0.0833258, -0.0480432, 1.0]], ['2, k, 10', [0.136517, -0.127637, 1.0]], ['2, k, 11', [0.14933, -0.145323, 1.0]], ['2, k, 12', [-0.261378, -0.374323, 1.0]], ['2, k, 13', [-0.310894, -0.636751, 1.0]], ['2, k, 14', [-0.33845, -0.869466, 1.0]], ['2, k, 15', [-0.338464, -0.92717, 1.0]], ['2, k, 16', [-0.111784, -0.378202, 1.0]], ['2, k, 17', [-0.05092, -0.639369, 1.0]], ['2, k, 18', [-0.0212231, -0.90402, 1.0]], ['2, k, 19', [-0.0248837, -0.96132, 1.0]], ['2, k, 20', [-0.18836, 0.083268, 1.0]], ['2, k, 21', [-0.464734, -0.146656, 1.0]], ['2, k, 22', [-0.398081, -0.150468, 1.0]], ['2, k, 23', [0.156809, -0.150085, 1.0]], ['2, k, 24', [0.078572, -0.148553, 1.0]]]
[['2, k, 0', [-0.18846, -0.406564, 1.0]], ['2, k, 1', [-0.187832, -0.139401, 1.0]], ['2, k, 2', [-0.186097, 0.122832, 1.0]], ['2, k, 3', [-0.18169, 0.241561, 1.0]], ['2, k, 4', [-0.350945, 0.0334503, 1.0]], ['2, k, 5', [-0.473424, -0.105578, 1.0]], ['2, k, 6', [-0.440406, -0.188021, 1.0]], ['2, k, 7', [-0.471925, -0.17909, 1.0]], ['2, k, 8', [-0.0228431, 0.0292378, 1.0]], ['2, k, 9', [0.0957107, -0.1089, 1.0]], ['2, k, 10', [0.154364, -0.197229, 1.0]], ['2, k, 11', [0.147924, -0.193458, 1.0]], ['2, k, 12', [-0.260062, -0.400268, 1.0]], ['2, k, 13', [-0.316525, -0.653665, 1.0]], ['2, k, 14', [-0.35197, -0.89996, 1.0]], ['2, k, 15', [-0.328781, -1.01064, 1.0]], ['2, k, 16', [-0.112108, -0.40272, 1.0]], ['2, k, 17', [-0.0474376, -0.653777, 1.0]], ['2, k, 18', [-0.0219064, -0.962081, 1.0]], ['2, k, 19', [0.00410873, -1.06181, 1.0]], ['2, k, 20', [-0.186721, 0.0579747, 1.0]], ['2, k, 21', [-0.467209, -0.185968, 1.0]], ['2, k, 22', [-0.389671, -0.188101, 1.0]], ['2, k, 23', [0.147272, -0.199237, 1.0]], ['2, k, 24', [0.0855707, -0.193526, 1.0]]]
[['2, k, 0', [-0.186951, -0.432157, 1.0]], ['2, k, 1', [-0.187668, -0.169681, 1.0]], ['2, k, 2', [-0.187562, 0.08752, 1.0]], ['2, k, 3', [-0.182189, 0.20681, 1.0]], ['2, k, 4', [-0.351844, 0.00689563, 1.0]], ['2, k, 5', [-0.474232, -0.143223, 1.0]], ['2, k, 6', [-0.445915, -0.218716, 1.0]], ['2, k, 7', [-0.47723, -0.222326, 1.0]], ['2, k, 8', [-0.0191049, -0.00507591, 1.0]], ['2, k, 9', [0.0992887, -0.140452, 1.0]], ['2, k, 10', [0.159731, -0.214126, 1.0]], ['2, k, 11', [0.150429, -0.241826, 1.0]], ['2, k, 12', [-0.258337, -0.425816, 1.0]], ['2, k, 13', [-0.321811, -0.668, 1.0]], ['2, k, 14', [-0.329683, -0.9648, 1.0]], ['2, k, 15', [-0.317329, -1.07349, 1.0]], ['2, k, 16', [-0.110886, -0.427727, 1.0]], ['2, k, 17', [-0.0426286, -0.670842, 1.0]], ['2, k, 18', [-0.0314221, -0.90276, 1.0]], ['2, k, 19', [-0.0364702, -0.960998, 1.0]], ['2, k, 20', [-0.187751, 0.0239572, 1.0]], ['2, k, 21', [-0.437253, -0.229462, 1.0]], ['2, k, 22', [-0.399408, -0.23379, 1.0]], ['2, k, 23', [0.153347, -0.255007, 1.0]], ['2, k, 24', [0.0888296, -0.2449, 1.0]]]
[['2, k, 0', [-0.187091, -0.46848, 1.0]], ['2, k, 1', [-0.188099, -0.203123, 1.0]], ['2, k, 2', [-0.18807, 0.0579838, 1.0]], ['2, k, 3', [-0.181664, 0.173041, 1.0]], ['2, k, 4', [-0.351923, -0.0289078, 1.0]], ['2, k, 5', [-0.478434, -0.18171, 1.0]], ['2, k, 6', [-0.501912, -0.263606, 1.0]], ['2, k, 7', [-0.482891, -0.263534, 1.0]], ['2, k, 8', [-0.0197573, -0.0333108, 1.0]], ['2, k, 9', [0.0951189, -0.183858, 1.0]], ['2, k, 10', [0.157852, -0.288185, 1.0]], ['2, k, 11', [0.146815, -0.287447, 1.0]], ['2, k, 12', [-0.25786, -0.461332, 1.0]], ['2, k, 13', [-0.332136, -0.69646, 1.0]], ['2, k, 14', [-0.328146, -0.966873, 1.0]], ['2, k, 15', [-0.327837, -1.07096, 1.0]], ['2, k, 16', [-0.11168, -0.464051, 1.0]], ['2, k, 17', [-0.0335035, -0.699186, 1.0]], ['2, k, 18', [-0.0192231, -0.920208, 1.0]], ['2, k, 19', [-0.02324, -0.978472, 1.0]], ['2, k, 20', [-0.188261, -0.00666648, 1.0]], ['2, k, 21', [-0.459327, -0.272195, 1.0]], ['2, k, 22', [-0.439452, -0.266486, 1.0]], ['2, k, 23', [0.142684, -0.294131, 1.0]], ['2, k, 24', [0.0849998, -0.290793, 1.0]]]
[['2, k, 0', [-0.192014, -0.494698, 1.0]], ['2, k, 1', [-0.187684, -0.233903, 1.0]], ['2, k, 2', [-0.182439, 0.0126571, 1.0]], ['2, k, 3', [-0.180684, 0.132832, 1.0]], ['2, k, 4', [-0.353784, -0.0572091, 1.0]], ['2, k, 5', [-0.484509, -0.211929, 1.0]], ['2, k, 6', [-0.500106, -0.312367, 1.0]], ['2, k, 7', [-0.47686, -0.305688, 1.0]], ['2, k, 8', [-0.0197476, -0.0705723, 1.0]], ['2, k, 9', [0.100516, -0.214575, 1.0]], ['2, k, 10', [0.157151, -0.338167, 1.0]], ['2, k, 11', [0.144774, -0.331652, 1.0]], ['2, k, 12', [-0.260933, -0.487117, 1.0]], ['2, k, 13', [-0.334511, -0.700435, 1.0]], ['2, k, 14', [-0.374678, -0.905945, 1.0]], ['2, k, 15', [-0.344974, -1.01272, 1.0]], ['2, k, 16', [-0.118244, -0.489853, 1.0]], ['2, k, 17', [-0.0309187, -0.706481, 1.0]], ['2, k, 18', [-0.0115307, -0.95629, 1.0]], ['2, k, 19', [-0.0178889, -1.01765, 1.0]], ['2, k, 20', [-0.18417, -0.0470302, 1.0]], ['2, k, 21', [-0.412393, -0.308971, 1.0]], ['2, k, 22', [-0.442317, -0.340093, 1.0]], ['2, k, 23', [0.143432, -0.342731, 1.0]], ['2, k, 24', [0.0933872, -0.350938, 1.0]]]
[['2, k, 0', [-0.172821, -0.53115, 1.0]], ['2, k, 1', [-0.181961, -0.264446, 1.0]], ['2, k, 2', [-0.185981, -0.00186062, 1.0]], ['2, k, 3', [-0.181641, 0.110525, 1.0]], ['2, k, 4', [-0.354057, -0.0851107, 1.0]], ['2, k, 5', [-0.479333, -0.256251, 1.0]], ['2, k, 6', [-0.504182, -0.33282, 1.0]], ['2, k, 7', [-0.487874, -0.348197, 1.0]], ['2, k, 8', [-0.0197338, -0.0795962, 1.0]], ['2, k, 9', [0.0892578, -0.245755, 1.0]], ['2, k, 10', [0.147295, -0.364217, 1.0]], ['2, k, 11', [0.141331, -0.378629, 1.0]], ['2, k, 12', [-0.235238, -0.532586, 1.0]], ['2, k, 13', [-0.371482, -0.667244, 1.0]], ['2, k, 14', [-0.39101, -0.913769, 1.0]], ['2, k, 15', [-0.343567, -0.982426, 1.0]], ['2, k, 16', [-0.10531, -0.5176, 1.0]], ['2, k, 17', [0.0120713, -0.68456, 1.0]], ['2, k, 18', [-0.00690131, -0.941088, 1.0]], ['2, k, 19', [-0.0123014, -1.00236, 1.0]], ['2, k, 20', [-0.185933, -0.0662698, 1.0]], ['2, k, 21', [-0.466769, -0.359851, 1.0]], ['2, k, 22', [-0.439828, -0.365866, 1.0]], ['2, k, 23', [0.139799, -0.389071, 1.0]], ['2, k, 24', [0.0781847, -0.381392, 1.0]]]
[['2, k, 0', [-0.192852, -0.526904, 1.0]], ['2, k, 1', [-0.18894, -0.276865, 1.0]], ['2, k, 2', [-0.190144, -0.0389713, 1.0]], ['2, k, 3', [-0.181615, 0.0714799, 1.0]], ['2, k, 4', [-0.352122, -0.118284, 1.0]], ['2, k, 5', [-0.481042, -0.281658, 1.0]], ['2, k, 6', [-0.512367, -0.381745, 1.0]], ['2, k, 7', [-0.488094, -0.393892, 1.0]], ['2, k, 8', [-0.01865, -0.123206, 1.0]], ['2, k, 9', [0.0954632, -0.283134, 1.0]], ['2, k, 10', [0.151302, -0.400729, 1.0]], ['2, k, 11', [0.139863, -0.423509, 1.0]], ['2, k, 12', [-0.269808, -0.516874, 1.0]], ['2, k, 13', [-0.344592, -0.657343, 1.0]], ['2, k, 14', [-0.334249, -0.968612, 1.0]], ['2, k, 15', [-0.336365, -1.03352, 1.0]], ['2, k, 16', [-0.113131, -0.522816, 1.0]], ['2, k, 17', [-0.00337977, -0.672915, 1.0]], ['2, k, 18', [-0.0175555, -0.975986, 1.0]], ['2, k, 19', [-0.0233167, -1.04083, 1.0]], ['2, k, 20', [-0.190286, -0.0955915, 1.0]], ['2, k, 21', [-0.461862, -0.413153, 1.0]], ['2, k, 22', [-0.438431, -0.408854, 1.0]], ['2, k, 23', [0.126345, -0.439741, 1.0]], ['2, k, 24', [0.0735488, -0.427985, 1.0]]]
[['2, k, 0', [-0.191625, -0.535631, 1.0]], ['2, k, 1', [-0.190484, -0.29893, 1.0]], ['2, k, 2', [-0.191202, -0.0655313, 1.0]], ['2, k, 3', [-0.181384, 0.042481, 1.0]], ['2, k, 4', [-0.35214, -0.141495, 1.0]], ['2, k, 5', [-0.476509, -0.316802, 1.0]], ['2, k, 6', [-0.523353, -0.426062, 1.0]], ['2, k, 7', [-0.487074, -0.438609, 1.0]], ['2, k, 8', [-0.0192429, -0.140011, 1.0]], ['2, k, 9', [0.0923495, -0.320128, 1.0]], ['2, k, 10', [0.136329, -0.431089, 1.0]], ['2, k, 11', [0.132588, -0.467117, 1.0]], ['2, k, 12', [-0.268346, -0.526529, 1.0]], ['2, k, 13', [-0.346253, -0.664436, 1.0]], ['2, k, 14', [-0.33446, -0.975523, 1.0]], ['2, k, 15', [-0.336063, -1.0412, 1.0]], ['2, k, 16', [-0.111257, -0.531879, 1.0]], ['2, k, 17', [-0.00385136, -0.68289, 1.0]], ['2, k, 18', [-0.0160742, -0.982383, 1.0]], ['2, k, 19', [0.000951426, -1.06, 1.0]], ['2, k, 20', [-0.191367, -0.124402, 1.0]], ['2, k, 21', [-0.452563, -0.472517, 1.0]], ['2, k, 22', [-0.453963, -0.420607, 1.0]], ['2, k, 23', [0.112372, -0.494194, 1.0]], ['2, k, 24', [0.0706655, -0.465166, 1.0]]]
[['2, k, 0', [-0.186956, -0.570373, 1.0]], ['2, k, 1', [-0.189757, -0.333294, 1.0]], ['2, k, 2', [-0.191926, -0.0987381, 1.0]], ['2, k, 3', [-0.182898, 0.00479814, 1.0]], ['2, k, 4', [-0.349055, -0.176208, 1.0]], ['2, k, 5', [-0.479372, -0.343534, 1.0]], ['2, k, 6', [-0.51597, -0.471086, 1.0]], ['2, k, 7', [-0.492196, -0.479255, 1.0]], ['2, k, 8', [-0.0211685, -0.174367, 1.0]], ['2, k, 9', [0.0873979, -0.352535, 1.0]], ['2, k, 10', [0.142186, -0.478782, 1.0]], ['2, k, 11', [0.130057, -0.510089, 1.0]], ['2, k, 12', [-0.259841, -0.562989, 1.0]], ['2, k, 13', [-0.351155, -0.66834, 1.0]], ['2, k, 14', [-0.342015, -0.975755, 1.0]], ['2, k, 15', [-0.343657, -1.04176, 1.0]], ['2, k, 16', [-0.1095, -0.564588, 1.0]], ['2, k, 17', [0.00274669, -0.688551, 1.0]], ['2, k, 18', [-0.0145181, -0.972421, 1.0]], ['2, k, 19', [0.00402081, -1.06305, 1.0]], ['2, k, 20', [-0.191612, -0.156376, 1.0]], ['2, k, 21', [-0.449302, -0.519209, 1.0]], ['2, k, 22', [-0.448691, -0.485901, 1.0]], ['2, k, 23', [0.127506, -0.535906, 1.0]], ['2, k, 24', [0.0687784, -0.505276, 1.0]]]
[['2, k, 0', [-0.183371, -0.596157, 1.0]], ['2, k, 1', [-0.187871, -0.358742, 1.0]], ['2, k, 2', [-0.191344, -0.124062, 1.0]], ['2, k, 3', [-0.181599, -0.0246866, 1.0]], ['2, k, 4', [-0.350104, -0.208004, 1.0]], ['2, k, 5', [-0.481704, -0.381881, 1.0]], ['2, k, 6', [-0.509312, -0.507398, 1.0]], ['2, k, 7', [-0.488969, -0.518942, 1.0]], ['2, k, 8', [-0.0212673, -0.196918, 1.0]], ['2, k, 9', [0.0852178, -0.377461, 1.0]], ['2, k, 10', [0.115595, -0.506287, 1.0]], ['2, k, 11', [0.127508, -0.550399, 1.0]], ['2, k, 12', [-0.253055, -0.59201, 1.0]], ['2, k, 13', [-0.35905, -0.673432, 1.0]], ['2, k, 14', [-0.345013, -0.979938, 1.0]], ['2, k, 15', [-0.34657, -1.04616, 1.0]], ['2, k, 16', [-0.108865, -0.586487, 1.0]], ['2, k, 17', [0.00586963, -0.694555, 1.0]], ['2, k, 18', [-0.0145046, -0.975345, 1.0]], ['2, k, 19', [0.0107722, -1.06804, 1.0]], ['2, k, 20', [-0.190673, -0.182617, 1.0]], ['2, k, 21', [-0.453698, -0.556181, 1.0]], ['2, k, 22', [-0.423307, -0.51464, 1.0]], ['2, k, 23', [0.119837, -0.581315, 1.0]], ['2, k, 24', [0.0649682, -0.544246, 1.0]]]
[['2, k, 0', [-0.172409, -0.616934, 1.0]], ['2, k, 1', [-0.174596, -0.389394, 1.0]], ['2, k, 2', [-0.175006, -0.167407, 1.0]], ['2, k, 3', [-0.17795, -0.061431, 1.0]], ['2, k, 4', [-0.350878, -0.227099, 1.0]], ['2, k, 5', [-0.481579, -0.402122, 1.0]], ['2, k, 6', [-0.501605, -0.533043, 1.0]], ['2, k, 7', [-0.492864, -0.552012, 1.0]], ['2, k, 8', [-0.0204068, -0.240429, 1.0]], ['2, k, 9', [0.0920721, -0.414821, 1.0]], ['2, k, 10', [0.136079, -0.563587, 1.0]], ['2, k, 11', [0.123048, -0.587998, 1.0]], ['2, k, 12', [-0.24413, -0.609997, 1.0]], ['2, k, 13', [-0.358614, -0.678332, 1.0]], ['2, k, 14', [-0.340451, -0.979905, 1.0]], ['2, k, 15', [-0.345261, -1.04799, 1.0]], ['2, k, 16', [-0.0964104, -0.609339, 1.0]], ['2, k, 17', [0.00149193, -0.711457, 1.0]], ['2, k, 18', [-0.0153718, -0.976668, 1.0]], ['2, k, 19', [0.00817893, -1.07119, 1.0]], ['2, k, 20', [-0.175229, -0.222116, 1.0]], ['2, k, 21', [-0.453393, -0.591978, 1.0]], ['2, k, 22', [-0.451536, -0.551235, 1.0]], ['2, k, 23', [0.100235, -0.62099, 1.0]], ['2, k, 24', [0.060929, -0.581876, 1.0]]]
[['2, k, 0', [-0.176446, -0.638757, 1.0]], ['2, k, 1', [-0.179349, -0.407958, 1.0]], ['2, k, 2', [-0.180146, -0.179585, 1.0]], ['2, k, 3', [-0.178873, -0.0814706, 1.0]], ['2, k, 4', [-0.350867, -0.253029, 1.0]], ['2, k, 5', [-0.482101, -0.426722, 1.0]], ['2, k, 6', [-0.506894, -0.561336, 1.0]], ['2, k, 7', [-0.494065, -0.584612, 1.0]], ['2, k, 8', [-0.0207047, -0.251864, 1.0]], ['2, k, 9', [0.0907596, -0.432744, 1.0]], ['2, k, 10', [0.132267, -0.577645, 1.0]], ['2, k, 11', [0.123022, -0.621355, 1.0]], ['2, k, 12', [-0.248896, -0.630932, 1.0]], ['2, k, 13', [-0.357997, -0.680767, 1.0]], ['2, k, 14', [-0.342649, -0.980411, 1.0]], ['2, k, 15', [-0.345596, -1.04815, 1.0]], ['2, k, 16', [-0.0997322, -0.631521, 1.0]], ['2, k, 17', [0.00531116, -0.711094, 1.0]], ['2, k, 18', [-0.0120117, -0.946112, 1.0]], ['2, k, 19', [-0.0187425, -1.01402, 1.0]], ['2, k, 20', [-0.180316, -0.236236, 1.0]], ['2, k, 21', [-0.457043, -0.62362, 1.0]], ['2, k, 22', [-0.451372, -0.587047, 1.0]], ['2, k, 23', [0.118225, -0.644072, 1.0]], ['2, k, 24', [0.0578524, -0.618062, 1.0]]]
[['2, k, 0', [-0.181473, -0.659807, 1.0]], ['2, k, 1', [-0.183941, -0.432009, 1.0]], ['2, k, 2', [-0.184942, -0.20625, 1.0]], ['2, k, 3', [-0.180545, -0.107436, 1.0]], ['2, k, 4', [-0.350562, -0.269995, 1.0]], ['2, k, 5', [-0.479216, -0.447145, 1.0]], ['2, k, 6', [-0.510924, -0.589496, 1.0]], ['2, k, 7', [-0.496491, -0.61282, 1.0]], ['2, k, 8', [-0.01976, -0.274096, 1.0]], ['2, k, 9', [0.087299, -0.463571, 1.0]], ['2, k, 10', [0.132313, -0.603424, 1.0]], ['2, k, 11', [0.130066, -0.649469, 1.0]], ['2, k, 12', [-0.254275, -0.650615, 1.0]], ['2, k, 13', [-0.356793, -0.690917, 1.0]], ['2, k, 14', [-0.340224, -0.981693, 1.0]], ['2, k, 15', [-0.334498, -1.06668, 1.0]], ['2, k, 16', [-0.104329, -0.653499, 1.0]], ['2, k, 17', [0.0103576, -0.710872, 1.0]], ['2, k, 18', [-0.0130629, -0.953298, 1.0]], ['2, k, 19', [-0.0209766, -1.02135, 1.0]], ['2, k, 20', [-0.184953, -0.262473, 1.0]], ['2, k, 21', [-0.460495, -0.650041, 1.0]], ['2, k, 22', [-0.429479, -0.612422, 1.0]], ['2, k, 23', [0.133498, -0.671813, 1.0]], ['2, k, 24', [0.0722528, -0.648037, 1.0]]]
[['2, k, 0', [-0.179146, -0.672937, 1.0]], ['2, k, 1', [-0.183483, -0.448095, 1.0]], ['2, k, 2', [-0.186966, -0.225552, 1.0]], ['2, k, 3', [-0.180594, -0.129616, 1.0]], ['2, k, 4', [-0.349908, -0.292586, 1.0]], ['2, k, 5', [-0.47775, -0.469986, 1.0]], ['2, k, 6', [-0.499905, -0.605772, 1.0]], ['2, k, 7', [-0.495238, -0.636479, 1.0]], ['2, k, 8', [-0.0177416, -0.294362, 1.0]], ['2, k, 9', [0.0921304, -0.484163, 1.0]], ['2, k, 10', [0.13116, -0.631927, 1.0]], ['2, k, 11', [0.13032, -0.675085, 1.0]], ['2, k, 12', [-0.253527, -0.663313, 1.0]], ['2, k, 13', [-0.357148, -0.69027, 1.0]], ['2, k, 14', [-0.340999, -0.981203, 1.0]], ['2, k, 15', [-0.330102, -1.07016, 1.0]], ['2, k, 16', [-0.100367, -0.667054, 1.0]], ['2, k, 17', [0.0118939, -0.711113, 1.0]], ['2, k, 18', [-0.0250345, -0.931462, 1.0]], ['2, k, 19', [0.00425717, -1.03533, 1.0]], ['2, k, 20', [-0.186273, -0.2809, 1.0]], ['2, k, 21', [-0.471695, -0.655571, 1.0]], ['2, k, 22', [-0.445071, -0.635099, 1.0]], ['2, k, 23', [0.127611, -0.699507, 1.0]], ['2, k, 24', [0.0742444, -0.673664, 1.0]]]
