[['2, k, 0', [-0.197237, -0.436064, 1.0]], ['2, k, 1', [-0.200451, -0.134394, 1.0]], ['2, k, 2', [-0.202289, 0.160704, 1.0]], ['2, k, 3', [-0.206346, 0.288295, 1.0]], ['2, k, 4', [-0.337182, 0.0857952, 1.0]], ['2, k, 5', [-0.439121, 0.0249627, 1.0]], ['2, k, 6', [-0.376215, -0.00262719, 1.0]], ['2, k, 7', [-0.342023, -0.0193744, 1.0]], ['2, k, 8', [-0.0453039, 0.0782351, 1.0]], ['2, k, 9', [0.0653412, 0.0455775, 1.0]], ['2, k, 10', [0.0739484, 0.0113373, 1.0]], ['2, k, 11', [0.112189, -0.00192781, 1.0]], ['2, k, 12', [-0.26088, -0.428011, 1.0]], ['2, k, 13', [-0.257941, -0.6699, 1.0]], ['2, k, 14', [-0.269549, -1.0594, 1.0]], ['2, k, 15', [-0.265625, -1.13086, 1.0]], ['2, k, 16', [-0.127872, -0.431469, 1.0]], ['2, k, 17', [-0.0607896, -0.686863, 1.0]], ['2, k, 18', [-0.0490618, -1.07237, 1.0]], ['2, k, 19', [-0.0382385, -1.13184, 1.0]], ['2, k, 20', [-0.202066, 0.0878947, 1.0]], ['2, k, 21', [-0.281041, -0.0193458, 1.0]], ['2, k, 22', [-0.297162, -0.00912481, 1.0]], ['2, k, 23', [0.14084, -0.00317254, 1.0]], ['2, k, 24', [0.169196, 0.00371748, 1.0]]]
[['2, k, 0', [-0.17165, -0.425834, 1.0]], ['2, k, 1', [-0.165092, -0.113894, 1.0]], ['2, k, 2', [-0.155857, 0.192718, 1.0]], ['2, k, 3', [-0.177792, 0.308291, 1.0]], ['2, k, 4', [-0.305985, 0.114752, 1.0]], ['2, k, 5', [-0.476812, 0.11614, 1.0]], ['2, k, 6', [-0.65645, 0.134303, 1.0]], ['2, k, 7', [-0.674963, 0.152779, 1.0]], ['2, k, 8', [-0.0656446, 0.0712753, 1.0]], ['2, k, 9', [-0.22403, 0.00195257, 1.0]], ['2, k, 10', [-0.460184, -0.00817781, 1.0]], ['2, k, 11', [-0.547226, 0.00257337, 1.0]], ['2, k, 12', [-0.21121, -0.418181, 1.0]], ['2, k, 13', [-0.248469, -0.750663, 1.0]], ['2, k, 14', [-0.26401, -1.08904, 1.0]], ['2, k, 15', [-0.265556, -1.12693, 1.0]], ['2, k, 16', [-0.122737, -0.420685, 1.0]], ['2, k, 17', [-0.0548479, -0.729413, 1.0]], ['2, k, 18', [-0.034668, -1.08, 1.0]], ['2, k, 19', [-0.0475964, -1.12303, 1.0]], ['2, k, 20', [-0.158228, 0.116901, 1.0]], ['2, k, 21', [-0.738978, 0.159843, 1.0]], ['2, k, 22', [-0.674068, 0.170087, 1.0]], ['2, k, 23', [-0.599252, 0.0134661, 1.0]], ['2, k, 24', [-0.534669, -0.0131454, 1.0]]]
[['2, k, 0', [-0.171405, -0.425548, 1.0]], ['2, k, 1', [-0.164391, -0.112783, 1.0]], ['2, k, 2', [-0.155054, 0.194504, 1.0]], ['2, k, 3', [-0.177037, 0.310402, 1.0]], ['2, k, 4', [-0.30357, 0.117079, 1.0]], ['2, k, 5', [-0.477366, 0.117195, 1.0]], ['2, k, 6', [-0.657359, 0.141948, 1.0]], ['2, k, 7', [-0.666847, 0.15639, 1.0]], ['2, k, 8', [-0.0679643, 0.0708512, 1.0]], ['2, k, 9', [-0.228303, 0.00195913, 1.0]], ['2, k, 10', [-0.464425, -0.00792926, 1.0]], ['2, k, 11', [-0.551742, 0.00218476, 1.0]], ['2, k, 12', [-0.209587, -0.417628, 1.0]], ['2, k, 13', [-0.248089, -0.750765, 1.0]], ['2, k, 14', [-0.263961, -1.08906, 1.0]], ['2, k, 15', [-0.265664, -1.12693, 1.0]], ['2, k, 16', [-0.123945, -0.420108, 1.0]], ['2, k, 17', [-0.0546144, -0.72952, 1.0]], ['2, k, 18', [-0.0341604, -1.08087, 1.0]], ['2, k, 19', [-0.0479738, -1.12365, 1.0]], ['2, k, 20', [-0.157456, 0.118568, 1.0]], ['2, k, 21', [-0.725585, 0.164302, 1.0]], ['2, k, 22', [-0.678693, 0.137569, 1.0]], ['2, k, 23', [-0.603673, 0.0141562, 1.0]], ['2, k, 24', [-0.546524, -0.0161817, 1.0]]]
[['2, k, 0', [-0.170441, -0.423767, 1.0]], ['2, k, 1', [-0.163404, -0.110771, 1.0]], ['2, k, 2', [-0.154552, 0.195909, 1.0]], ['2, k, 3', [-0.176667, 0.311958, 1.0]], ['2, k, 4', [-0.299779, 0.122926, 1.0]], ['2, k, 5', [-0.46175, 0.124936, 1.0]], ['2, k, 6', [-0.643076, 0.142102, 1.0]], ['2, k, 7', [-0.66874, 0.164946, 1.0]], ['2, k, 8', [-0.0725203, 0.0714581, 1.0]], ['2, k, 9', [-0.231102, 0.00243512, 1.0]], ['2, k, 10', [-0.470679, -0.00542143, 1.0]], ['2, k, 11', [-0.55799, 0.0037431, 1.0]], ['2, k, 12', [-0.206859, -0.415725, 1.0]], ['2, k, 13', [-0.247605, -0.751006, 1.0]], ['2, k, 14', [-0.263963, -1.08911, 1.0]], ['2, k, 15', [-0.265662, -1.12704, 1.0]], ['2, k, 16', [-0.125468, -0.417677, 1.0]], ['2, k, 17', [-0.0549856, -0.731603, 1.0]], ['2, k, 18', [-0.0341561, -1.08119, 1.0]], ['2, k, 19', [-0.0480875, -1.12398, 1.0]], ['2, k, 20', [-0.156854, 0.12017, 1.0]], ['2, k, 21', [-0.722701, 0.170699, 1.0]], ['2, k, 22', [-0.668667, 0.144974, 1.0]], ['2, k, 23', [-0.612364, 0.0174562, 1.0]], ['2, k, 24', [-0.60704, -0.00666045, 1.0]]]
[['2, k, 0', [-0.169717, -0.422317, 1.0]], ['2, k, 1', [-0.162929, -0.109489, 1.0]], ['2, k, 2', [-0.154458, 0.19671, 1.0]], ['2, k, 3', [-0.176341, 0.312887, 1.0]], ['2, k, 4', [-0.298729, 0.125651, 1.0]], ['2, k, 5', [-0.44556, 0.119161, 1.0]], ['2, k, 6', [-0.624171, 0.148221, 1.0]], ['2, k, 7', [-0.654844, 0.168131, 1.0]], ['2, k, 8', [-0.076429, 0.0712624, 1.0]], ['2, k, 9', [-0.233621, 0.00256681, 1.0]], ['2, k, 10', [-0.474225, -0.00391788, 1.0]], ['2, k, 11', [-0.561317, 0.00381926, 1.0]], ['2, k, 12', [-0.204801, -0.414523, 1.0]], ['2, k, 13', [-0.247447, -0.751217, 1.0]], ['2, k, 14', [-0.263593, -1.08917, 1.0]], ['2, k, 15', [-0.265728, -1.12682, 1.0]], ['2, k, 16', [-0.126963, -0.415455, 1.0]], ['2, k, 17', [-0.0555857, -0.730148, 1.0]], ['2, k, 18', [-0.0343053, -1.07969, 1.0]], ['2, k, 19', [-0.0472571, -1.12106, 1.0]], ['2, k, 20', [-0.156689, 0.121107, 1.0]], ['2, k, 21', [-0.712732, 0.175992, 1.0]], ['2, k, 22', [-0.666095, 0.15038, 1.0]], ['2, k, 23', [-0.618336, 0.0208141, 1.0]], ['2, k, 24', [-0.60351, -0.00870826, 1.0]]]
[['2, k, 0', [-0.16958, -0.421127, 1.0]], ['2, k, 1', [-0.162816, -0.108089, 1.0]], ['2, k, 2', [-0.154521, 0.198108, 1.0]], ['2, k, 3', [-0.175219, 0.314718, 1.0]], ['2, k, 4', [-0.299051, 0.128525, 1.0]], ['2, k, 5', [-0.445806, 0.117878, 1.0]], ['2, k, 6', [-0.623135, 0.154632, 1.0]], ['2, k, 7', [-0.646374, 0.17193, 1.0]], ['2, k, 8', [-0.0791736, 0.071372, 1.0]], ['2, k, 9', [-0.235516, 0.00307959, 1.0]], ['2, k, 10', [-0.478866, -0.0023518, 1.0]], ['2, k, 11', [-0.564451, 0.00340282, 1.0]], ['2, k, 12', [-0.203883, -0.413548, 1.0]], ['2, k, 13', [-0.247121, -0.75154, 1.0]], ['2, k, 14', [-0.263013, -1.08849, 1.0]], ['2, k, 15', [-0.265736, -1.12681, 1.0]], ['2, k, 16', [-0.128235, -0.414034, 1.0]], ['2, k, 17', [-0.0552514, -0.730956, 1.0]], ['2, k, 18', [-0.0342548, -1.07938, 1.0]], ['2, k, 19', [-0.0518624, -1.12012, 1.0]], ['2, k, 20', [-0.156715, 0.122542, 1.0]], ['2, k, 21', [-0.698763, 0.180931, 1.0]], ['2, k, 22', [-0.656598, 0.149379, 1.0]], ['2, k, 23', [-0.622155, 0.0250493, 1.0]], ['2, k, 24', [-0.609271, -0.0105283, 1.0]]]
[['2, k, 0', [-0.169562, -0.421092, 1.0]], ['2, k, 1', [-0.16278, -0.107991, 1.0]], ['2, k, 2', [-0.154472, 0.198382, 1.0]], ['2, k, 3', [-0.174651, 0.315159, 1.0]], ['2, k, 4', [-0.300636, 0.130418, 1.0]], ['2, k, 5', [-0.447253, 0.119184, 1.0]], ['2, k, 6', [-0.623778, 0.160313, 1.0]], ['2, k, 7', [-0.640547, 0.175191, 1.0]], ['2, k, 8', [-0.0823812, 0.071496, 1.0]], ['2, k, 9', [-0.293248, 0.012873, 1.0]], ['2, k, 10', [-0.49219, -0.00222355, 1.0]], ['2, k, 11', [-0.578797, 0.00507083, 1.0]], ['2, k, 12', [-0.203286, -0.412792, 1.0]], ['2, k, 13', [-0.246726, -0.752932, 1.0]], ['2, k, 14', [-0.263104, -1.08924, 1.0]], ['2, k, 15', [-0.265912, -1.12736, 1.0]], ['2, k, 16', [-0.129566, -0.415543, 1.0]], ['2, k, 17', [-0.0557208, -0.732924, 1.0]], ['2, k, 18', [-0.033625, -1.0804, 1.0]], ['2, k, 19', [-0.0485496, -1.12017, 1.0]], ['2, k, 20', [-0.156669, 0.122771, 1.0]], ['2, k, 21', [-0.689, 0.184765, 1.0]], ['2, k, 22', [-0.646865, 0.161536, 1.0]], ['2, k, 23', [-0.635525, 0.0222293, 1.0]], ['2, k, 24', [-0.61527, -0.0117688, 1.0]]]
[['2, k, 0', [-0.169922, -0.419641, 1.0]], ['2, k, 1', [-0.163102, -0.106922, 1.0]], ['2, k, 2', [-0.154845, 0.199089, 1.0]], ['2, k, 3', [-0.174733, 0.316003, 1.0]], ['2, k, 4', [-0.301436, 0.13305, 1.0]], ['2, k, 5', [-0.442279, 0.128972, 1.0]], ['2, k, 6', [-0.62054, 0.164462, 1.0]], ['2, k, 7', [-0.640337, 0.179715, 1.0]], ['2, k, 8', [-0.0870057, 0.0705246, 1.0]], ['2, k, 9', [-0.293403, 0.0126789, 1.0]], ['2, k, 10', [-0.49911, -0.00139452, 1.0]], ['2, k, 11', [-0.58913, 0.0075413, 1.0]], ['2, k, 12', [-0.202596, -0.411929, 1.0]], ['2, k, 13', [-0.246605, -0.753045, 1.0]], ['2, k, 14', [-0.26231, -1.08853, 1.0]], ['2, k, 15', [-0.266015, -1.1274, 1.0]], ['2, k, 16', [-0.132367, -0.412731, 1.0]], ['2, k, 17', [-0.0556744, -0.733079, 1.0]], ['2, k, 18', [-0.0337021, -1.08039, 1.0]], ['2, k, 19', [-0.0499056, -1.12065, 1.0]], ['2, k, 20', [-0.157039, 0.123577, 1.0]], ['2, k, 21', [-0.691189, 0.187286, 1.0]], ['2, k, 22', [-0.634445, 0.152523, 1.0]], ['2, k, 23', [-0.647585, 0.024608, 1.0]], ['2, k, 24', [-0.611961, -0.0123413, 1.0]]]
[['2, k, 0', [-0.170045, -0.419784, 1.0]], ['2, k, 1', [-0.163222, -0.106857, 1.0]], ['2, k, 2', [-0.155111, 0.199364, 1.0]], ['2, k, 3', [-0.174543, 0.316373, 1.0]], ['2, k, 4', [-0.302896, 0.134229, 1.0]], ['2, k, 5', [-0.441537, 0.126217, 1.0]], ['2, k, 6', [-0.618325, 0.169431, 1.0]], ['2, k, 7', [-0.634342, 0.182916, 1.0]], ['2, k, 8', [-0.0916167, 0.0696253, 1.0]], ['2, k, 9', [-0.294683, 0.0113232, 1.0]], ['2, k, 10', [-0.506535, -0.000787636, 1.0]], ['2, k, 11', [-0.598271, 0.008334, 1.0]], ['2, k, 12', [-0.201417, -0.414096, 1.0]], ['2, k, 13', [-0.246205, -0.753855, 1.0]], ['2, k, 14', [-0.261899, -1.08811, 1.0]], ['2, k, 15', [-0.266071, -1.12734, 1.0]], ['2, k, 16', [-0.135276, -0.412885, 1.0]], ['2, k, 17', [-0.0556344, -0.731971, 1.0]], ['2, k, 18', [-0.0325416, -1.07457, 1.0]], ['2, k, 19', [-0.0521711, -1.11752, 1.0]], ['2, k, 20', [-0.157262, 0.123792, 1.0]], ['2, k, 21', [-0.67869, 0.187792, 1.0]], ['2, k, 22', [-0.622423, 0.151633, 1.0]], ['2, k, 23', [-0.65652, 0.0226048, 1.0]], ['2, k, 24', [-0.608889, -0.00733476, 1.0]]]
[['2, k, 0', [-0.170209, -0.419862, 1.0]], ['2, k, 1', [-0.163615, -0.106732, 1.0]], ['2, k, 2', [-0.155958, 0.199833, 1.0]], ['2, k, 3', [-0.174322, 0.317025, 1.0]], ['2, k, 4', [-0.303936, 0.134658, 1.0]], ['2, k, 5', [-0.443491, 0.127232, 1.0]], ['2, k, 6', [-0.619364, 0.175147, 1.0]], ['2, k, 7', [-0.629845, 0.181724, 1.0]], ['2, k, 8', [-0.0944123, 0.0708275, 1.0]], ['2, k, 9', [-0.297289, 0.00969182, 1.0]], ['2, k, 10', [-0.510201, -0.000328588, 1.0]], ['2, k, 11', [-0.602136, 0.0093577, 1.0]], ['2, k, 12', [-0.201443, -0.414897, 1.0]], ['2, k, 13', [-0.246143, -0.753947, 1.0]], ['2, k, 14', [-0.261439, -1.08893, 1.0]], ['2, k, 15', [-0.266241, -1.12756, 1.0]], ['2, k, 16', [-0.135556, -0.412846, 1.0]], ['2, k, 17', [-0.0556453, -0.732143, 1.0]], ['2, k, 18', [-0.0329495, -1.07502, 1.0]], ['2, k, 19', [-0.0525613, -1.11774, 1.0]], ['2, k, 20', [-0.15799, 0.124171, 1.0]], ['2, k, 21', [-0.670691, 0.188912, 1.0]], ['2, k, 22', [-0.616829, 0.153756, 1.0]], ['2, k, 23', [-0.663964, 0.0226316, 1.0]], ['2, k, 24', [-0.652104, -0.00422157, 1.0]]]
[['2, k, 0', [-0.170898, -0.419656, 1.0]], ['2, k, 1', [-0.163863, -0.106294, 1.0]], ['2, k, 2', [-0.155974, 0.200725, 1.0]], ['2, k, 3', [-0.174225, 0.317962, 1.0]], ['2, k, 4', [-0.303824, 0.13558, 1.0]], ['2, k, 5', [-0.480652, 0.136466, 1.0]], ['2, k, 6', [-0.649448, 0.188634, 1.0]], ['2, k, 7', [-0.592891, 0.177219, 1.0]], ['2, k, 8', [-0.097254, 0.0707613, 1.0]], ['2, k, 9', [-0.329658, 0.00820017, 1.0]], ['2, k, 10', [-0.517665, 0.00207052, 1.0]], ['2, k, 11', [-0.605556, 0.00910528, 1.0]], ['2, k, 12', [-0.201477, -0.414763, 1.0]], ['2, k, 13', [-0.245888, -0.754175, 1.0]], ['2, k, 14', [-0.260159, -1.08817, 1.0]], ['2, k, 15', [-0.26641, -1.12745, 1.0]], ['2, k, 16', [-0.138268, -0.41199, 1.0]], ['2, k, 17', [-0.0558715, -0.731479, 1.0]], ['2, k, 18', [-0.0330698, -1.07525, 1.0]], ['2, k, 19', [-0.0520777, -1.11823, 1.0]], ['2, k, 20', [-0.158082, 0.124928, 1.0]], ['2, k, 21', [-0.646933, 0.18797, 1.0]], ['2, k, 22', [-0.617479, 0.165306, 1.0]], ['2, k, 23', [-0.666606, 0.0242188, 1.0]], ['2, k, 24', [-0.624313, -0.0155929, 1.0]]]
[['2, k, 0', [-0.171332, -0.419448, 1.0]], ['2, k, 1', [-0.164311, -0.106011, 1.0]], ['2, k, 2', [-0.156404, 0.200979, 1.0]], ['2, k, 3', [-0.174107, 0.318291, 1.0]], ['2, k, 4', [-0.304427, 0.135822, 1.0]], ['2, k, 5', [-0.480031, 0.136418, 1.0]], ['2, k, 6', [-0.649891, 0.19418, 1.0]], ['2, k, 7', [-0.707623, 0.21173, 1.0]], ['2, k, 8', [-0.0986922, 0.0706401, 1.0]], ['2, k, 9', [-0.313986, 0.00570878, 1.0]], ['2, k, 10', [-0.518076, 0.00289127, 1.0]], ['2, k, 11', [-0.608169, 0.00982135, 1.0]], ['2, k, 12', [-0.202512, -0.414587, 1.0]], ['2, k, 13', [-0.245276, -0.754673, 1.0]], ['2, k, 14', [-0.260043, -1.08821, 1.0]], ['2, k, 15', [-0.266678, -1.12713, 1.0]], ['2, k, 16', [-0.139536, -0.410665, 1.0]], ['2, k, 17', [-0.0560921, -0.731797, 1.0]], ['2, k, 18', [-0.0332524, -1.08068, 1.0]], ['2, k, 19', [-0.0499791, -1.12226, 1.0]], ['2, k, 20', [-0.158524, 0.125202, 1.0]], ['2, k, 21', [-0.761243, 0.222355, 1.0]], ['2, k, 22', [-0.731261, 0.199531, 1.0]], ['2, k, 23', [-0.667703, 0.0277654, 1.0]], ['2, k, 24', [-0.632387, -0.0108584, 1.0]]]
[['2, k, 0', [-0.171172, -0.420314, 1.0]], ['2, k, 1', [-0.164311, -0.106041, 1.0]], ['2, k, 2', [-0.156534, 0.201415, 1.0]], ['2, k, 3', [-0.174039, 0.318753, 1.0]], ['2, k, 4', [-0.304451, 0.136024, 1.0]], ['2, k, 5', [-0.449511, 0.135203, 1.0]], ['2, k, 6', [-0.62117, 0.19631, 1.0]], ['2, k, 7', [-0.62436, 0.189001, 1.0]], ['2, k, 8', [-0.100305, 0.0706128, 1.0]], ['2, k, 9', [-0.338116, 0.0129413, 1.0]], ['2, k, 10', [-0.519748, 0.00344392, 1.0]], ['2, k, 11', [-0.613808, 0.0102593, 1.0]], ['2, k, 12', [-0.202267, -0.41478, 1.0]], ['2, k, 13', [-0.24513, -0.754646, 1.0]], ['2, k, 14', [-0.259199, -1.08716, 1.0]], ['2, k, 15', [-0.266736, -1.12702, 1.0]], ['2, k, 16', [-0.13846, -0.41386, 1.0]], ['2, k, 17', [-0.0563255, -0.731201, 1.0]], ['2, k, 18', [-0.0333207, -1.0806, 1.0]], ['2, k, 19', [-0.0525088, -1.12094, 1.0]], ['2, k, 20', [-0.158603, 0.125451, 1.0]], ['2, k, 21', [-0.647559, 0.194269, 1.0]], ['2, k, 22', [-0.608187, 0.166596, 1.0]], ['2, k, 23', [-0.674139, 0.0232981, 1.0]], ['2, k, 24', [-0.630513, -0.0110551, 1.0]]]
[['2, k, 0', [-0.172643, -0.419202, 1.0]], ['2, k, 1', [-0.165081, -0.105408, 1.0]], ['2, k, 2', [-0.156872, 0.201702, 1.0]], ['2, k, 3', [-0.174015, 0.319078, 1.0]], ['2, k, 4', [-0.304542, 0.13609, 1.0]], ['2, k, 5', [-0.40192, 0.136951, 1.0]], ['2, k, 6', [-0.57773, 0.17563, 1.0]], ['2, k, 7', [-0.594226, 0.18349, 1.0]], ['2, k, 8', [-0.101794, 0.0705021, 1.0]], ['2, k, 9', [-0.31278, 0.00418126, 1.0]], ['2, k, 10', [-0.521891, 0.00407664, 1.0]], ['2, k, 11', [-0.615646, 0.0111112, 1.0]], ['2, k, 12', [-0.204251, -0.413233, 1.0]], ['2, k, 13', [-0.245052, -0.753999, 1.0]], ['2, k, 14', [-0.259215, -1.0871, 1.0]], ['2, k, 15', [-0.267489, -1.12726, 1.0]], ['2, k, 16', [-0.141739, -0.410178, 1.0]], ['2, k, 17', [-0.058785, -0.734129, 1.0]], ['2, k, 18', [-0.0334931, -1.08142, 1.0]], ['2, k, 19', [-0.0511554, -1.12121, 1.0]], ['2, k, 20', [-0.159042, 0.125836, 1.0]], ['2, k, 21', [-0.645556, 0.195654, 1.0]], ['2, k, 22', [-0.584633, 0.15262, 1.0]], ['2, k, 23', [-0.674038, 0.0244889, 1.0]], ['2, k, 24', [-0.638293, -0.0110697, 1.0]]]
[['2, k, 0', [-0.17354, -0.418628, 1.0]], ['2, k, 1', [-0.165467, -0.1051, 1.0]], ['2, k, 2', [-0.156953, 0.201808, 1.0]], ['2, k, 3', [-0.173679, 0.319218, 1.0]], ['2, k, 4', [-0.304575, 0.136135, 1.0]], ['2, k, 5', [-0.401512, 0.138034, 1.0]], ['2, k, 6', [-0.576794, 0.176178, 1.0]], ['2, k, 7', [-0.593464, 0.182287, 1.0]], ['2, k, 8', [-0.102895, 0.0707321, 1.0]], ['2, k, 9', [-0.312928, 0.00421982, 1.0]], ['2, k, 10', [-0.521702, 0.0045404, 1.0]], ['2, k, 11', [-0.61745, 0.0108625, 1.0]], ['2, k, 12', [-0.20441, -0.413077, 1.0]], ['2, k, 13', [-0.245011, -0.754035, 1.0]], ['2, k, 14', [-0.258817, -1.08536, 1.0]], ['2, k, 15', [-0.2675, -1.1265, 1.0]], ['2, k, 16', [-0.142449, -0.409664, 1.0]], ['2, k, 17', [-0.0587225, -0.734578, 1.0]], ['2, k, 18', [-0.0335863, -1.08253, 1.0]], ['2, k, 19', [-0.0509173, -1.12165, 1.0]], ['2, k, 20', [-0.159184, 0.125993, 1.0]], ['2, k, 21', [-0.634452, 0.1953, 1.0]], ['2, k, 22', [-0.575019, 0.14602, 1.0]], ['2, k, 23', [-0.67675, 0.0295785, 1.0]], ['2, k, 24', [-0.651563, -0.011647, 1.0]]]
[['2, k, 0', [-0.173054, -0.418393, 1.0]], ['2, k, 1', [-0.165432, -0.104783, 1.0]], ['2, k, 2', [-0.157227, 0.202212, 1.0]], ['2, k, 3', [-0.173583, 0.319656, 1.0]], ['2, k, 4', [-0.304763, 0.136418, 1.0]], ['2, k, 5', [-0.400719, 0.13913, 1.0]], ['2, k, 6', [-0.574769, 0.177372, 1.0]], ['2, k, 7', [-0.588535, 0.185009, 1.0]], ['2, k, 8', [-0.104045, 0.0707704, 1.0]], ['2, k, 9', [-0.317596, 0.00419155, 1.0]], ['2, k, 10', [-0.522034, 0.00509307, 1.0]], ['2, k, 11', [-0.614245, 0.00977013, 1.0]], ['2, k, 12', [-0.202969, -0.413386, 1.0]], ['2, k, 13', [-0.2449, -0.753319, 1.0]], ['2, k, 14', [-0.258894, -1.0855, 1.0]], ['2, k, 15', [-0.267748, -1.12627, 1.0]], ['2, k, 16', [-0.141703, -0.409292, 1.0]], ['2, k, 17', [-0.0586616, -0.734327, 1.0]], ['2, k, 18', [-0.0336006, -1.083, 1.0]], ['2, k, 19', [-0.0505612, -1.12202, 1.0]], ['2, k, 20', [-0.159383, 0.126388, 1.0]], ['2, k, 21', [-0.639749, 0.192813, 1.0]], ['2, k, 22', [-0.59094, 0.17432, 1.0]], ['2, k, 23', [-0.675029, 0.026467, 1.0]], ['2, k, 24', [-0.649939, -0.0131822, 1.0]]]
[['2, k, 0', [-0.173119, -0.418341, 1.0]], ['2, k, 1', [-0.16562, -0.10471, 1.0]], ['2, k, 2', [-0.15748, 0.202248, 1.0]], ['2, k, 3', [-0.173272, 0.319745, 1.0]], ['2, k, 4', [-0.304953, 0.136419, 1.0]], ['2, k, 5', [-0.399793, 0.141964, 1.0]], ['2, k, 6', [-0.575032, 0.180375, 1.0]], ['2, k, 7', [-0.586448, 0.185387, 1.0]], ['2, k, 8', [-0.105711, 0.0699889, 1.0]], ['2, k, 9', [-0.320391, 0.00397276, 1.0]], ['2, k, 10', [-0.521955, 0.00540647, 1.0]], ['2, k, 11', [-0.613822, 0.0107074, 1.0]], ['2, k, 12', [-0.202718, -0.413561, 1.0]], ['2, k, 13', [-0.244883, -0.753317, 1.0]], ['2, k, 14', [-0.258599, -1.08515, 1.0]], ['2, k, 15', [-0.267923, -1.12632, 1.0]], ['2, k, 16', [-0.14168, -0.409225, 1.0]], ['2, k, 17', [-0.0592829, -0.734492, 1.0]], ['2, k, 18', [-0.0322791, -1.07982, 1.0]], ['2, k, 19', [-0.0536276, -1.12021, 1.0]], ['2, k, 20', [-0.159626, 0.126444, 1.0]], ['2, k, 21', [-0.625642, 0.199467, 1.0]], ['2, k, 22', [-0.583187, 0.158854, 1.0]], ['2, k, 23', [-0.672514, 0.0368109, 1.0]], ['2, k, 24', [-0.635377, -0.0104023, 1.0]]]
[['2, k, 0', [-0.173993, -0.417812, 1.0]], ['2, k, 1', [-0.166299, -0.104269, 1.0]], ['2, k, 2', [-0.157914, 0.202515, 1.0]], ['2, k, 3', [-0.173157, 0.320072, 1.0]], ['2, k, 4', [-0.30542, 0.13668, 1.0]], ['2, k, 5', [-0.399398, 0.142988, 1.0]], ['2, k, 6', [-0.571182, 0.179196, 1.0]], ['2, k, 7', [-0.58351, 0.185446, 1.0]], ['2, k, 8', [-0.106393, 0.0700976, 1.0]], ['2, k, 9', [-0.320633, 0.00409576, 1.0]], ['2, k, 10', [-0.52119, 0.00568992, 1.0]], ['2, k, 11', [-0.614604, 0.0104392, 1.0]], ['2, k, 12', [-0.203176, -0.413343, 1.0]], ['2, k, 13', [-0.244891, -0.753322, 1.0]], ['2, k, 14', [-0.258918, -1.08564, 1.0]], ['2, k, 15', [-0.267773, -1.12657, 1.0]], ['2, k, 16', [-0.142343, -0.408707, 1.0]], ['2, k, 17', [-0.0592411, -0.734278, 1.0]], ['2, k, 18', [-0.033205, -1.08208, 1.0]], ['2, k, 19', [-0.0492307, -1.12357, 1.0]], ['2, k, 20', [-0.160132, 0.12677, 1.0]], ['2, k, 21', [-0.627567, 0.195999, 1.0]], ['2, k, 22', [-0.568104, 0.15065, 1.0]], ['2, k, 23', [-0.675497, 0.0369408, 1.0]], ['2, k, 24', [-0.641186, -0.0110729, 1.0]]]
[['2, k, 0', [-0.174628, -0.414939, 1.0]], ['2, k, 1', [-0.166748, -0.103395, 1.0]], ['2, k, 2', [-0.158174, 0.202434, 1.0]], ['2, k, 3', [-0.173002, 0.320015, 1.0]], ['2, k, 4', [-0.305546, 0.136613, 1.0]], ['2, k, 5', [-0.398823, 0.143488, 1.0]], ['2, k, 6', [-0.570413, 0.178591, 1.0]], ['2, k, 7', [-0.584947, 0.186653, 1.0]], ['2, k, 8', [-0.108009, 0.0706086, 1.0]], ['2, k, 9', [-0.321014, 0.00426564, 1.0]], ['2, k, 10', [-0.542687, 0.00604238, 1.0]], ['2, k, 11', [-0.634044, 0.0142457, 1.0]], ['2, k, 12', [-0.20243, -0.410297, 1.0]], ['2, k, 13', [-0.244875, -0.753202, 1.0]], ['2, k, 14', [-0.258947, -1.08574, 1.0]], ['2, k, 15', [-0.267839, -1.12658, 1.0]], ['2, k, 16', [-0.143275, -0.405625, 1.0]], ['2, k, 17', [-0.0610777, -0.732768, 1.0]], ['2, k, 18', [-0.0334213, -1.0817, 1.0]], ['2, k, 19', [-0.0537707, -1.12083, 1.0]], ['2, k, 20', [-0.160425, 0.126851, 1.0]], ['2, k, 21', [-0.623619, 0.200396, 1.0]], ['2, k, 22', [-0.592069, 0.169539, 1.0]], ['2, k, 23', [-0.695565, 0.0280135, 1.0]], ['2, k, 24', [-0.675188, -0.00328586, 1.0]]]
