[['2, k, 0', [-0.340978, -0.263708, 1.0]], ['2, k, 1', [-0.346554, 0.0665629, 1.0]], ['2, k, 2', [-0.349745, 0.387352, 1.0]], ['2, k, 3', [-0.365952, 0.5479, 1.0]], ['2, k, 4', [-0.551167, 0.288576, 1.0]], ['2, k, 5', [-0.595984, -0.012016, 1.0]], ['2, k, 6', [-0.632688, -0.264634, 1.0]], ['2, k, 7', [-0.623134, -0.310138, 1.0]], ['2, k, 8', [-0.166746, 0.279703, 1.0]], ['2, k, 9', [-0.093923, -0.0137255, 1.0]], ['2, k, 10', [-0.0792408, -0.268663, 1.0]], ['2, k, 11', [-0.0796408, -0.330388, 1.0]], ['2, k, 12', [-0.423416, -0.257396, 1.0]], ['2, k, 13', [-0.415824, -0.646007, 1.0]], ['2, k, 14', [-0.414584, -1.04289, 1.0]], ['2, k, 15', [-0.429199, -1.09375, 1.0]], ['2, k, 16', [-0.247887, -0.261841, 1.0]], ['2, k, 17', [-0.225605, -0.688887, 1.0]], ['2, k, 18', [-0.185345, -1.03833, 1.0]], ['2, k, 19', [-0.182129, -1.0957, 1.0]], ['2, k, 20', [-0.349353, 0.308527, 1.0]], ['2, k, 21', [-0.623, -0.371948, 1.0]], ['2, k, 22', [-0.55821, -0.341762, 1.0]], ['2, k, 23', [-0.0757964, -0.394066, 1.0]], ['2, k, 24', [-0.138496, -0.362331, 1.0]]]
[['2, k, 0', [-0.340093, -0.218016, 1.0]], ['2, k, 1', [-0.34555, 0.110801, 1.0]], ['2, k, 2', [-0.348281, 0.428192, 1.0]], ['2, k, 3', [-0.367574, 0.578125, 1.0]], ['2, k, 4', [-0.523335, 0.383623, 1.0]], ['2, k, 5', [-0.652812, 0.536065, 1.0]], ['2, k, 6', [-0.656976, 0.703764, 1.0]], ['2, k, 7', [-0.650495, 0.750645, 1.0]], ['2, k, 8', [-0.180038, 0.349, 1.0]], ['2, k, 9', [-0.0592051, 0.515033, 1.0]], ['2, k, 10', [-0.0814515, 0.698634, 1.0]], ['2, k, 11', [-0.0934099, 0.727926, 1.0]], ['2, k, 12', [-0.42249, -0.213784, 1.0]], ['2, k, 13', [-0.412077, -0.641236, 1.0]], ['2, k, 14', [-0.411874, -1.03358, 1.0]], ['2, k, 15', [-0.430836, -1.09184, 1.0]], ['2, k, 16', [-0.246811, -0.215559, 1.0]], ['2, k, 17', [-0.229044, -0.674475, 1.0]], ['2, k, 18', [-0.184133, -1.03487, 1.0]], ['2, k, 19', [-0.182352, -1.09691, 1.0]], ['2, k, 20', [-0.348072, 0.350023, 1.0]], ['2, k, 21', [-0.619092, 0.790108, 1.0]], ['2, k, 22', [-0.719378, 0.773135, 1.0]], ['2, k, 23', [-0.124689, 0.772413, 1.0]], ['2, k, 24', [-0.179393, 0.746725, 1.0]]]
[['2, k, 0', [-0.340059, -0.220403, 1.0]], ['2, k, 1', [-0.345174, 0.10844, 1.0]], ['2, k, 2', [-0.347833, 0.426564, 1.0]], ['2, k, 3', [-0.367393, 0.576495, 1.0]], ['2, k, 4', [-0.522188, 0.378976, 1.0]], ['2, k, 5', [-0.669765, 0.504384, 1.0]], ['2, k, 6', [-0.657504, 0.657017, 1.0]], ['2, k, 7', [-0.655594, 0.719309, 1.0]], ['2, k, 8', [-0.180651, 0.347864, 1.0]], ['2, k, 9', [-0.061614, 0.500243, 1.0]], ['2, k, 10', [-0.0841614, 0.670855, 1.0]], ['2, k, 11', [-0.0949714, 0.696358, 1.0]], ['2, k, 12', [-0.423134, -0.216225, 1.0]], ['2, k, 13', [-0.412881, -0.641941, 1.0]], ['2, k, 14', [-0.412114, -1.03522, 1.0]], ['2, k, 15', [-0.430592, -1.09183, 1.0]], ['2, k, 16', [-0.246127, -0.217802, 1.0]], ['2, k, 17', [-0.229292, -0.668536, 1.0]], ['2, k, 18', [-0.184314, -1.0349, 1.0]], ['2, k, 19', [-0.182417, -1.09685, 1.0]], ['2, k, 20', [-0.34762, 0.348294, 1.0]], ['2, k, 21', [-0.619764, 0.754418, 1.0]], ['2, k, 22', [-0.72405, 0.740532, 1.0]], ['2, k, 23', [-0.127477, 0.743141, 1.0]], ['2, k, 24', [-0.179051, 0.713951, 1.0]]]
[['2, k, 0', [-0.339938, -0.22292, 1.0]], ['2, k, 1', [-0.34475, 0.106657, 1.0]], ['2, k, 2', [-0.347346, 0.425571, 1.0]], ['2, k, 3', [-0.367205, 0.575614, 1.0]], ['2, k, 4', [-0.520739, 0.374146, 1.0]], ['2, k, 5', [-0.661043, 0.498134, 1.0]], ['2, k, 6', [-0.660484, 0.641463, 1.0]], ['2, k, 7', [-0.658559, 0.685004, 1.0]], ['2, k, 8', [-0.181018, 0.346874, 1.0]], ['2, k, 9', [-0.0402968, 0.449611, 1.0]], ['2, k, 10', [-0.0842933, 0.62449, 1.0]], ['2, k, 11', [-0.0973788, 0.659727, 1.0]], ['2, k, 12', [-0.423589, -0.218725, 1.0]], ['2, k, 13', [-0.413127, -0.641317, 1.0]], ['2, k, 14', [-0.412113, -1.03501, 1.0]], ['2, k, 15', [-0.431029, -1.09106, 1.0]], ['2, k, 16', [-0.245426, -0.220243, 1.0]], ['2, k, 17', [-0.228259, -0.663333, 1.0]], ['2, k, 18', [-0.184542, -1.03513, 1.0]], ['2, k, 19', [-0.182405, -1.09685, 1.0]], ['2, k, 20', [-0.347139, 0.347186, 1.0]], ['2, k, 21', [-0.622925, 0.71597, 1.0]], ['2, k, 22', [-0.724201, 0.705216, 1.0]], ['2, k, 23', [-0.136268, 0.700041, 1.0]], ['2, k, 24', [-0.188362, 0.678129, 1.0]]]
[['2, k, 0', [-0.339084, -0.224239, 1.0]], ['2, k, 1', [-0.343963, 0.105955, 1.0]], ['2, k, 2', [-0.346789, 0.425458, 1.0]], ['2, k, 3', [-0.367309, 0.575339, 1.0]], ['2, k, 4', [-0.519732, 0.370362, 1.0]], ['2, k, 5', [-0.658821, 0.484686, 1.0]], ['2, k, 6', [-0.672353, 0.598682, 1.0]], ['2, k, 7', [-0.660843, 0.646491, 1.0]], ['2, k, 8', [-0.181097, 0.34422, 1.0]], ['2, k, 9', [-0.0541973, 0.445513, 1.0]], ['2, k, 10', [-0.0865489, 0.589987, 1.0]], ['2, k, 11', [-0.100296, 0.622072, 1.0]], ['2, k, 12', [-0.423412, -0.220145, 1.0]], ['2, k, 13', [-0.413439, -0.641042, 1.0]], ['2, k, 14', [-0.412112, -1.03456, 1.0]], ['2, k, 15', [-0.431145, -1.09113, 1.0]], ['2, k, 16', [-0.243866, -0.221386, 1.0]], ['2, k, 17', [-0.22181, -0.683881, 1.0]], ['2, k, 18', [-0.184532, -1.03517, 1.0]], ['2, k, 19', [-0.182421, -1.09687, 1.0]], ['2, k, 20', [-0.346496, 0.346965, 1.0]], ['2, k, 21', [-0.627032, 0.678891, 1.0]], ['2, k, 22', [-0.721459, 0.663483, 1.0]], ['2, k, 23', [-0.134162, 0.659496, 1.0]], ['2, k, 24', [-0.184427, 0.638434, 1.0]]]
[['2, k, 0', [-0.339401, -0.226247, 1.0]], ['2, k, 1', [-0.343537, 0.104374, 1.0]], ['2, k, 2', [-0.345925, 0.424544, 1.0]], ['2, k, 3', [-0.367077, 0.574687, 1.0]], ['2, k, 4', [-0.520287, 0.371062, 1.0]], ['2, k, 5', [-0.661404, 0.464707, 1.0]], ['2, k, 6', [-0.672655, 0.576192, 1.0]], ['2, k, 7', [-0.661292, 0.60583, 1.0]], ['2, k, 8', [-0.181802, 0.342568, 1.0]], ['2, k, 9', [-0.049366, 0.416945, 1.0]], ['2, k, 10', [-0.0883227, 0.546545, 1.0]], ['2, k, 11', [-0.10326, 0.579089, 1.0]], ['2, k, 12', [-0.423963, -0.221711, 1.0]], ['2, k, 13', [-0.414119, -0.640575, 1.0]], ['2, k, 14', [-0.412101, -1.0345, 1.0]], ['2, k, 15', [-0.431191, -1.09124, 1.0]], ['2, k, 16', [-0.24396, -0.22379, 1.0]], ['2, k, 17', [-0.224204, -0.670884, 1.0]], ['2, k, 18', [-0.184619, -1.03504, 1.0]], ['2, k, 19', [-0.182435, -1.09683, 1.0]], ['2, k, 20', [-0.345689, 0.345891, 1.0]], ['2, k, 21', [-0.628559, 0.63545, 1.0]], ['2, k, 22', [-0.708243, 0.628377, 1.0]], ['2, k, 23', [-0.142783, 0.610287, 1.0]], ['2, k, 24', [-0.193859, 0.597517, 1.0]]]
[['2, k, 0', [-0.339377, -0.2296, 1.0]], ['2, k, 1', [-0.343735, 0.103919, 1.0]], ['2, k, 2', [-0.346273, 0.425854, 1.0]], ['2, k, 3', [-0.367045, 0.574722, 1.0]], ['2, k, 4', [-0.520825, 0.362549, 1.0]], ['2, k, 5', [-0.692941, 0.405755, 1.0]], ['2, k, 6', [-0.672979, 0.517115, 1.0]], ['2, k, 7', [-0.660701, 0.564617, 1.0]], ['2, k, 8', [-0.184479, 0.333528, 1.0]], ['2, k, 9', [-0.0503757, 0.396983, 1.0]], ['2, k, 10', [-0.0882385, 0.503678, 1.0]], ['2, k, 11', [-0.10688, 0.534915, 1.0]], ['2, k, 12', [-0.424366, -0.225178, 1.0]], ['2, k, 13', [-0.414555, -0.641231, 1.0]], ['2, k, 14', [-0.411888, -1.03438, 1.0]], ['2, k, 15', [-0.431253, -1.09158, 1.0]], ['2, k, 16', [-0.24361, -0.226898, 1.0]], ['2, k, 17', [-0.224443, -0.666795, 1.0]], ['2, k, 18', [-0.184766, -1.03568, 1.0]], ['2, k, 19', [-0.182366, -1.09692, 1.0]], ['2, k, 20', [-0.345977, 0.346678, 1.0]], ['2, k, 21', [-0.626525, 0.589583, 1.0]], ['2, k, 22', [-0.712943, 0.580859, 1.0]], ['2, k, 23', [-0.148257, 0.56428, 1.0]], ['2, k, 24', [-0.198224, 0.553165, 1.0]]]
[['2, k, 0', [-0.338718, -0.232773, 1.0]], ['2, k, 1', [-0.343667, 0.0999456, 1.0]], ['2, k, 2', [-0.346718, 0.422181, 1.0]], ['2, k, 3', [-0.365408, 0.568328, 1.0]], ['2, k, 4', [-0.520268, 0.357145, 1.0]], ['2, k, 5', [-0.684893, 0.403581, 1.0]], ['2, k, 6', [-0.671273, 0.498472, 1.0]], ['2, k, 7', [-0.6611, 0.519369, 1.0]], ['2, k, 8', [-0.184094, 0.331765, 1.0]], ['2, k, 9', [-0.0596751, 0.377281, 1.0]], ['2, k, 10', [-0.0848487, 0.434459, 1.0]], ['2, k, 11', [-0.110275, 0.487027, 1.0]], ['2, k, 12', [-0.423795, -0.228392, 1.0]], ['2, k, 13', [-0.414861, -0.640847, 1.0]], ['2, k, 14', [-0.411778, -1.03401, 1.0]], ['2, k, 15', [-0.431332, -1.09169, 1.0]], ['2, k, 16', [-0.242953, -0.229904, 1.0]], ['2, k, 17', [-0.224955, -0.686149, 1.0]], ['2, k, 18', [-0.184833, -1.03583, 1.0]], ['2, k, 19', [-0.182303, -1.09638, 1.0]], ['2, k, 20', [-0.346314, 0.342931, 1.0]], ['2, k, 21', [-0.630876, 0.548817, 1.0]], ['2, k, 22', [-0.708228, 0.534122, 1.0]], ['2, k, 23', [-0.150843, 0.510123, 1.0]], ['2, k, 24', [-0.196985, 0.503989, 1.0]]]
[['2, k, 0', [-0.338008, -0.234706, 1.0]], ['2, k, 1', [-0.343268, 0.0985493, 1.0]], ['2, k, 2', [-0.346515, 0.421452, 1.0]], ['2, k, 3', [-0.365213, 0.566978, 1.0]], ['2, k, 4', [-0.519033, 0.349477, 1.0]], ['2, k, 5', [-0.683787, 0.376706, 1.0]], ['2, k, 6', [-0.668079, 0.44215, 1.0]], ['2, k, 7', [-0.659387, 0.472779, 1.0]], ['2, k, 8', [-0.185217, 0.327288, 1.0]], ['2, k, 9', [-0.0624469, 0.350493, 1.0]], ['2, k, 10', [-0.0878033, 0.409803, 1.0]], ['2, k, 11', [-0.114834, 0.435814, 1.0]], ['2, k, 12', [-0.423211, -0.230182, 1.0]], ['2, k, 13', [-0.415104, -0.64153, 1.0]], ['2, k, 14', [-0.411737, -1.03397, 1.0]], ['2, k, 15', [-0.43134, -1.09195, 1.0]], ['2, k, 16', [-0.24218, -0.231889, 1.0]], ['2, k, 17', [-0.224724, -0.678585, 1.0]], ['2, k, 18', [-0.184997, -1.03629, 1.0]], ['2, k, 19', [-0.18225, -1.09679, 1.0]], ['2, k, 20', [-0.346071, 0.342063, 1.0]], ['2, k, 21', [-0.603761, 0.489438, 1.0]], ['2, k, 22', [-0.704284, 0.484942, 1.0]], ['2, k, 23', [-0.146526, 0.457154, 1.0]], ['2, k, 24', [-0.200251, 0.45285, 1.0]]]
[['2, k, 0', [-0.336907, -0.234475, 1.0]], ['2, k, 1', [-0.342847, 0.0982869, 1.0]], ['2, k, 2', [-0.346166, 0.420582, 1.0]], ['2, k, 3', [-0.366901, 0.5724, 1.0]], ['2, k, 4', [-0.519861, 0.346018, 1.0]], ['2, k, 5', [-0.68127, 0.357733, 1.0]], ['2, k, 6', [-0.663968, 0.405413, 1.0]], ['2, k, 7', [-0.658112, 0.423651, 1.0]], ['2, k, 8', [-0.185707, 0.328151, 1.0]], ['2, k, 9', [-0.0618973, 0.300153, 1.0]], ['2, k, 10', [-0.0904991, 0.357295, 1.0]], ['2, k, 11', [-0.115246, 0.382718, 1.0]], ['2, k, 12', [-0.422442, -0.230278, 1.0]], ['2, k, 13', [-0.415099, -0.640712, 1.0]], ['2, k, 14', [-0.411095, -1.03309, 1.0]], ['2, k, 15', [-0.431498, -1.09158, 1.0]], ['2, k, 16', [-0.240792, -0.231212, 1.0]], ['2, k, 17', [-0.226234, -0.668409, 1.0]], ['2, k, 18', [-0.185329, -1.03647, 1.0]], ['2, k, 19', [-0.182271, -1.09676, 1.0]], ['2, k, 20', [-0.345733, 0.341456, 1.0]], ['2, k, 21', [-0.579701, 0.420861, 1.0]], ['2, k, 22', [-0.699694, 0.433846, 1.0]], ['2, k, 23', [-0.143567, 0.405473, 1.0]], ['2, k, 24', [-0.192721, 0.398383, 1.0]]]
[['2, k, 0', [-0.337266, -0.23797, 1.0]], ['2, k, 1', [-0.344673, 0.0943364, 1.0]], ['2, k, 2', [-0.349788, 0.416396, 1.0]], ['2, k, 3', [-0.3682, 0.5775, 1.0]], ['2, k, 4', [-0.520445, 0.340623, 1.0]], ['2, k, 5', [-0.67873, 0.332756, 1.0]], ['2, k, 6', [-0.664658, 0.348695, 1.0]], ['2, k, 7', [-0.65907, 0.371975, 1.0]], ['2, k, 8', [-0.191903, 0.314598, 1.0]], ['2, k, 9', [-0.0375618, 0.282509, 1.0]], ['2, k, 10', [-0.0880196, 0.305561, 1.0]], ['2, k, 11', [-0.116783, 0.330392, 1.0]], ['2, k, 12', [-0.422519, -0.234, 1.0]], ['2, k, 13', [-0.415637, -0.642172, 1.0]], ['2, k, 14', [-0.411115, -1.03331, 1.0]], ['2, k, 15', [-0.431546, -1.09197, 1.0]], ['2, k, 16', [-0.241404, -0.234466, 1.0]], ['2, k, 17', [-0.22558, -0.664708, 1.0]], ['2, k, 18', [-0.18537, -1.03641, 1.0]], ['2, k, 19', [-0.182264, -1.09667, 1.0]], ['2, k, 20', [-0.348878, 0.337312, 1.0]], ['2, k, 21', [-0.582883, 0.372528, 1.0]], ['2, k, 22', [-0.701522, 0.379474, 1.0]], ['2, k, 23', [-0.146862, 0.345463, 1.0]], ['2, k, 24', [-0.19889, 0.341558, 1.0]]]
[['2, k, 0', [-0.341571, -0.278854, 1.0]], ['2, k, 1', [-0.344935, 0.0925307, 1.0]], ['2, k, 2', [-0.348578, 0.431944, 1.0]], ['2, k, 3', [-0.368915, 0.580999, 1.0]], ['2, k, 4', [-0.514709, 0.28359, 1.0]], ['2, k, 5', [-0.681362, 0.306202, 1.0]], ['2, k, 6', [-0.613765, 0.261996, 1.0]], ['2, k, 7', [-0.659446, 0.318079, 1.0]], ['2, k, 8', [-0.194554, 0.255946, 1.0]], ['2, k, 9', [-0.0432507, 0.275046, 1.0]], ['2, k, 10', [-0.0843016, 0.263066, 1.0]], ['2, k, 11', [-0.118644, 0.278104, 1.0]], ['2, k, 12', [-0.429454, -0.271937, 1.0]], ['2, k, 13', [-0.414998, -0.645282, 1.0]], ['2, k, 14', [-0.411241, -1.03358, 1.0]], ['2, k, 15', [-0.431625, -1.09201, 1.0]], ['2, k, 16', [-0.242949, -0.27745, 1.0]], ['2, k, 17', [-0.225583, -0.664737, 1.0]], ['2, k, 18', [-0.185491, -1.03647, 1.0]], ['2, k, 19', [-0.182271, -1.09667, 1.0]], ['2, k, 20', [-0.348405, 0.344416, 1.0]], ['2, k, 21', [-0.596219, 0.321355, 1.0]], ['2, k, 22', [-0.705122, 0.321253, 1.0]], ['2, k, 23', [-0.143798, 0.283579, 1.0]], ['2, k, 24', [-0.182948, 0.279043, 1.0]]]
[['2, k, 0', [-0.339592, -0.275804, 1.0]], ['2, k, 1', [-0.343296, 0.0874678, 1.0]], ['2, k, 2', [-0.346594, 0.424776, 1.0]], ['2, k, 3', [-0.368381, 0.573564, 1.0]], ['2, k, 4', [-0.511913, 0.285342, 1.0]], ['2, k, 5', [-0.705564, 0.245021, 1.0]], ['2, k, 6', [-0.66448, 0.258724, 1.0]], ['2, k, 7', [-0.663331, 0.263436, 1.0]], ['2, k, 8', [-0.19237, 0.386241, 1.0]], ['2, k, 9', [-0.0559668, 0.270056, 1.0]], ['2, k, 10', [-0.126309, 0.222294, 1.0]], ['2, k, 11', [-0.130348, 0.226882, 1.0]], ['2, k, 12', [-0.425857, -0.271342, 1.0]], ['2, k, 13', [-0.414705, -0.651046, 1.0]], ['2, k, 14', [-0.411773, -1.03452, 1.0]], ['2, k, 15', [-0.431627, -1.0923, 1.0]], ['2, k, 16', [-0.242909, -0.268826, 1.0]], ['2, k, 17', [-0.225206, -0.669374, 1.0]], ['2, k, 18', [-0.185556, -1.03641, 1.0]], ['2, k, 19', [-0.182292, -1.09664, 1.0]], ['2, k, 20', [-0.346841, 0.340523, 1.0]], ['2, k, 21', [-0.636125, 0.295138, 1.0]], ['2, k, 22', [-0.711542, 0.261005, 1.0]], ['2, k, 23', [-0.165062, 0.21334, 1.0]], ['2, k, 24', [-0.204688, 0.23211, 1.0]]]
[['2, k, 0', [-0.33669, -0.260016, 1.0]], ['2, k, 1', [-0.34297, 0.0877001, 1.0]], ['2, k, 2', [-0.346032, 0.423342, 1.0]], ['2, k, 3', [-0.368674, 0.573505, 1.0]], ['2, k, 4', [-0.513027, 0.297384, 1.0]], ['2, k, 5', [-0.685708, 0.306003, 1.0]], ['2, k, 6', [-0.606165, 0.18138, 1.0]], ['2, k, 7', [-0.658687, 0.207501, 1.0]], ['2, k, 8', [-0.193341, 0.37958, 1.0]], ['2, k, 9', [-0.0793638, 0.251629, 1.0]], ['2, k, 10', [-0.144005, 0.182398, 1.0]], ['2, k, 11', [-0.138312, 0.171834, 1.0]], ['2, k, 12', [-0.419882, -0.258953, 1.0]], ['2, k, 13', [-0.415355, -0.651022, 1.0]], ['2, k, 14', [-0.411557, -1.03441, 1.0]], ['2, k, 15', [-0.431798, -1.0924, 1.0]], ['2, k, 16', [-0.243571, -0.25199, 1.0]], ['2, k, 17', [-0.225373, -0.669054, 1.0]], ['2, k, 18', [-0.185487, -1.03649, 1.0]], ['2, k, 19', [-0.182234, -1.09664, 1.0]], ['2, k, 20', [-0.346385, 0.340046, 1.0]], ['2, k, 21', [-0.645087, 0.189849, 1.0]], ['2, k, 22', [-0.713663, 0.205974, 1.0]], ['2, k, 23', [-0.161438, 0.154659, 1.0]], ['2, k, 24', [-0.232011, 0.179164, 1.0]]]
[['2, k, 0', [-0.340104, -0.253852, 1.0]], ['2, k, 1', [-0.343707, 0.0878816, 1.0]], ['2, k, 2', [-0.346936, 0.420613, 1.0]], ['2, k, 3', [-0.368903, 0.573583, 1.0]], ['2, k, 4', [-0.51997, 0.325959, 1.0]], ['2, k, 5', [-0.678262, 0.253898, 1.0]], ['2, k, 6', [-0.646125, 0.153094, 1.0]], ['2, k, 7', [-0.660611, 0.151849, 1.0]], ['2, k, 8', [-0.197147, 0.337568, 1.0]], ['2, k, 9', [-0.0557076, 0.226932, 1.0]], ['2, k, 10', [-0.154686, 0.103702, 1.0]], ['2, k, 11', [-0.141251, 0.112919, 1.0]], ['2, k, 12', [-0.423261, -0.249556, 1.0]], ['2, k, 13', [-0.415515, -0.650887, 1.0]], ['2, k, 14', [-0.411376, -1.034, 1.0]], ['2, k, 15', [-0.431842, -1.09231, 1.0]], ['2, k, 16', [-0.246508, -0.248901, 1.0]], ['2, k, 17', [-0.223899, -0.666341, 1.0]], ['2, k, 18', [-0.185584, -1.0364, 1.0]], ['2, k, 19', [-0.182205, -1.0964, 1.0]], ['2, k, 20', [-0.346989, 0.338809, 1.0]], ['2, k, 21', [-0.639781, 0.120721, 1.0]], ['2, k, 22', [-0.715192, 0.156505, 1.0]], ['2, k, 23', [-0.157014, 0.108476, 1.0]], ['2, k, 24', [-0.174456, 0.101375, 1.0]]]
[['2, k, 0', [-0.3405, -0.252902, 1.0]], ['2, k, 1', [-0.343818, 0.0878992, 1.0]], ['2, k, 2', [-0.34695, 0.419746, 1.0]], ['2, k, 3', [-0.369219, 0.572496, 1.0]], ['2, k, 4', [-0.519985, 0.326125, 1.0]], ['2, k, 5', [-0.678969, 0.239583, 1.0]], ['2, k, 6', [-0.662578, 0.13914, 1.0]], ['2, k, 7', [-0.665411, 0.0983572, 1.0]], ['2, k, 8', [-0.196194, 0.33585, 1.0]], ['2, k, 9', [-0.0608574, 0.220892, 1.0]], ['2, k, 10', [-0.124274, 0.0955529, 1.0]], ['2, k, 11', [-0.132738, 0.0664968, 1.0]], ['2, k, 12', [-0.423679, -0.249118, 1.0]], ['2, k, 13', [-0.41552, -0.647347, 1.0]], ['2, k, 14', [-0.411344, -1.034, 1.0]], ['2, k, 15', [-0.431723, -1.09199, 1.0]], ['2, k, 16', [-0.246799, -0.247478, 1.0]], ['2, k, 17', [-0.221135, -0.684292, 1.0]], ['2, k, 18', [-0.185557, -1.03643, 1.0]], ['2, k, 19', [-0.182201, -1.09639, 1.0]], ['2, k, 20', [-0.347008, 0.33834, 1.0]], ['2, k, 21', [-0.637087, 0.0638068, 1.0]], ['2, k, 22', [-0.719078, 0.104583, 1.0]], ['2, k, 23', [-0.154342, 0.0558348, 1.0]], ['2, k, 24', [-0.215629, 0.0712293, 1.0]]]
[['2, k, 0', [-0.340479, -0.252833, 1.0]], ['2, k, 1', [-0.343832, 0.0876933, 1.0]], ['2, k, 2', [-0.346745, 0.418185, 1.0]], ['2, k, 3', [-0.369563, 0.570447, 1.0]], ['2, k, 4', [-0.522324, 0.322681, 1.0]], ['2, k, 5', [-0.679668, 0.216903, 1.0]], ['2, k, 6', [-0.665118, 0.0973948, 1.0]], ['2, k, 7', [-0.666611, 0.0476656, 1.0]], ['2, k, 8', [-0.19084, 0.328162, 1.0]], ['2, k, 9', [-0.0602427, 0.211481, 1.0]], ['2, k, 10', [-0.0710373, 0.0549009, 1.0]], ['2, k, 11', [-0.125304, 0.0238739, 1.0]], ['2, k, 12', [-0.423688, -0.24914, 1.0]], ['2, k, 13', [-0.414401, -0.644195, 1.0]], ['2, k, 14', [-0.411279, -1.03494, 1.0]], ['2, k, 15', [-0.431708, -1.09199, 1.0]], ['2, k, 16', [-0.246656, -0.247212, 1.0]], ['2, k, 17', [-0.220612, -0.685989, 1.0]], ['2, k, 18', [-0.185483, -1.03642, 1.0]], ['2, k, 19', [-0.182148, -1.09624, 1.0]], ['2, k, 20', [-0.34681, 0.337156, 1.0]], ['2, k, 21', [-0.640294, 0.0124402, 1.0]], ['2, k, 22', [-0.727591, 0.0473391, 1.0]], ['2, k, 23', [-0.134069, 0.0069214, 1.0]], ['2, k, 24', [-0.195684, 0.0161244, 1.0]]]
[['2, k, 0', [-0.340511, -0.253202, 1.0]], ['2, k, 1', [-0.343744, 0.08675, 1.0]], ['2, k, 2', [-0.346039, 0.416292, 1.0]], ['2, k, 3', [-0.37025, 0.569129, 1.0]], ['2, k, 4', [-0.528758, 0.314661, 1.0]], ['2, k, 5', [-0.682182, 0.198079, 1.0]], ['2, k, 6', [-0.661359, 0.0568383, 1.0]], ['2, k, 7', [-0.662906, -0.00231748, 1.0]], ['2, k, 8', [-0.183473, 0.318789, 1.0]], ['2, k, 9', [-0.051294, 0.198726, 1.0]], ['2, k, 10', [-0.088315, 0.0181821, 1.0]], ['2, k, 11', [-0.126774, -0.0240461, 1.0]], ['2, k, 12', [-0.423838, -0.249775, 1.0]], ['2, k, 13', [-0.41424, -0.64351, 1.0]], ['2, k, 14', [-0.411204, -1.03483, 1.0]], ['2, k, 15', [-0.431802, -1.09193, 1.0]], ['2, k, 16', [-0.246608, -0.247959, 1.0]], ['2, k, 17', [-0.220076, -0.689758, 1.0]], ['2, k, 18', [-0.185394, -1.03691, 1.0]], ['2, k, 19', [-0.182264, -1.09613, 1.0]], ['2, k, 20', [-0.34619, 0.335418, 1.0]], ['2, k, 21', [-0.636723, -0.0388981, 1.0]], ['2, k, 22', [-0.728754, 0.00400164, 1.0]], ['2, k, 23', [-0.150111, -0.0473671, 1.0]], ['2, k, 24', [-0.222365, -0.0285354, 1.0]]]
[['2, k, 0', [-0.341094, -0.253886, 1.0]], ['2, k, 1', [-0.344429, 0.08593, 1.0]], ['2, k, 2', [-0.346539, 0.41555, 1.0]], ['2, k, 3', [-0.371005, 0.567875, 1.0]], ['2, k, 4', [-0.53266, 0.311092, 1.0]], ['2, k, 5', [-0.683006, 0.181776, 1.0]], ['2, k, 6', [-0.675309, -0.0276334, 1.0]], ['2, k, 7', [-0.665578, -0.0443371, 1.0]], ['2, k, 8', [-0.180885, 0.315098, 1.0]], ['2, k, 9', [-0.0446214, 0.177103, 1.0]], ['2, k, 10', [-0.0894427, -0.00460945, 1.0]], ['2, k, 11', [-0.122543, -0.067611, 1.0]], ['2, k, 12', [-0.424374, -0.250581, 1.0]], ['2, k, 13', [-0.414338, -0.641915, 1.0]], ['2, k, 14', [-0.411411, -1.03502, 1.0]], ['2, k, 15', [-0.431792, -1.09192, 1.0]], ['2, k, 16', [-0.247481, -0.248929, 1.0]], ['2, k, 17', [-0.221962, -0.671328, 1.0]], ['2, k, 18', [-0.185486, -1.03631, 1.0]], ['2, k, 19', [-0.182266, -1.09613, 1.0]], ['2, k, 20', [-0.346682, 0.334652, 1.0]], ['2, k, 21', [-0.631812, -0.0910712, 1.0]], ['2, k, 22', [-0.725898, -0.0412641, 1.0]], ['2, k, 23', [-0.144388, -0.0920736, 1.0]], ['2, k, 24', [-0.216776, -0.0704795, 1.0]]]
