[['2, k, 0', [0.147829, -0.2794733, 1.0]], ['2, k, 1', [0.1739951, 0.02835876, 1.0]], ['2, k, 2', [0.1980196, 0.3253316, 1.0]], ['2, k, 3', [0.1872369, 0.4812439, 1.0]], ['2, k, 4', [-0.002763673, 0.2092416, 1.0]], ['2, k, 5', [-0.07550285, -0.05265777, 1.0]], ['2, k, 6', [-0.1292102, -0.03334881, 1.0]], ['2, k, 7', [-0.1492866, -0.04752405, 1.0]], ['2, k, 8', [0.3781556, 0.2151179, 1.0]], ['2, k, 9', [0.4700944, -0.011497, 1.0]], ['2, k, 10', [0.3948031, -0.07396264, 1.0]], ['2, k, 11', [0.3706338, -0.1368742, 1.0]], ['2, k, 12', [0.04860014, -0.271194, 1.0]], ['2, k, 13', [-0.03011636, -0.321834, 1.0]], ['2, k, 14', [0.08416534, -0.6967438, 1.0]], ['2, k, 15', [0.06615677, -0.7539378, 1.0]], ['2, k, 16', [0.241607, -0.2781385, 1.0]], ['2, k, 17', [0.3438563, -0.3004382, 1.0]], ['2, k, 18', [0.3107826, -0.6827298, 1.0]], ['2, k, 19', [0.333223, -0.7547221, 1.0]], ['2, k, 20', [0.192341, 0.2524519, 1.0]], ['2, k, 21', [-0.1915766, -0.02040352, 1.0]], ['2, k, 22', [-0.1771365, -0.003316398, 1.0]], ['2, k, 23', [0.402273, -0.1597908, 1.0]], ['2, k, 24', [0.3508899, -0.07501809, 1.0]]]
[['2, k, 0', [0.1453441, -0.2802483, 1.0]], ['2, k, 1', [0.1772969, 0.02800549, 1.0]], ['2, k, 2', [0.2073102, 0.3256743, 1.0]], ['2, k, 3', [0.2080667, 0.4821783, 1.0]], ['2, k, 4', [0.02641384, 0.2255876, 1.0]], ['2, k, 5', [-0.02212066, -0.03207485, 1.0]], ['2, k, 6', [-0.07190351, 0.08993875, 1.0]], ['2, k, 7', [-0.06537411, 0.1583091, 1.0]], ['2, k, 8', [0.3844957, 0.2129867, 1.0]], ['2, k, 9', [0.4593081, -0.0376888, 1.0]], ['2, k, 10', [0.3410378, -0.1458459, 1.0]], ['2, k, 11', [0.3156379, -0.1725652, 1.0]], ['2, k, 12', [0.04518432, -0.2658775, 1.0]], ['2, k, 13', [-0.0308283, -0.3269644, 1.0]], ['2, k, 14', [0.08210967, -0.702296, 1.0]], ['2, k, 15', [0.05903149, -0.7560095, 1.0]], ['2, k, 16', [0.2401315, -0.2847118, 1.0]], ['2, k, 17', [0.3447884, -0.2926209, 1.0]], ['2, k, 18', [0.3113954, -0.675239, 1.0]], ['2, k, 19', [0.3330049, -0.7514613, 1.0]], ['2, k, 20', [0.2001364, 0.252617, 1.0]], ['2, k, 21', [-0.07808831, 0.2033667, 1.0]], ['2, k, 22', [-0.1171281, 0.1917379, 1.0]], ['2, k, 23', [0.31049, -0.2224495, 1.0]], ['2, k, 24', [0.2545508, -0.1492418, 1.0]]]
[['2, k, 0', [0.1453722, -0.2804124, 1.0]], ['2, k, 1', [0.1772322, 0.02793847, 1.0]], ['2, k, 2', [0.2070558, 0.3256558, 1.0]], ['2, k, 3', [0.2080393, 0.4822245, 1.0]], ['2, k, 4', [0.03051888, 0.222425, 1.0]], ['2, k, 5', [0.01536365, -0.01645202, 1.0]], ['2, k, 6', [-0.06429916, 0.1486529, 1.0]], ['2, k, 7', [-0.05623592, 0.2077589, 1.0]], ['2, k, 8', [0.3849387, 0.2121287, 1.0]], ['2, k, 9', [0.4592245, -0.03738708, 1.0]], ['2, k, 10', [0.3413196, -0.1455326, 1.0]], ['2, k, 11', [0.3151959, -0.1721535, 1.0]], ['2, k, 12', [0.04518279, -0.2660044, 1.0]], ['2, k, 13', [-0.03082523, -0.3271419, 1.0]], ['2, k, 14', [0.08092475, -0.7024885, 1.0]], ['2, k, 15', [0.06057205, -0.7553975, 1.0]], ['2, k, 16', [0.2402212, -0.2849494, 1.0]], ['2, k, 17', [0.3449619, -0.2924563, 1.0]], ['2, k, 18', [0.311425, -0.6746635, 1.0]], ['2, k, 19', [0.3325938, -0.75056, 1.0]], ['2, k, 20', [0.1999454, 0.2525802, 1.0]], ['2, k, 21', [-0.06830899, 0.2610505, 1.0]], ['2, k, 22', [-0.1030019, 0.2456315, 1.0]], ['2, k, 23', [0.3081266, -0.223299, 1.0]], ['2, k, 24', [0.2528606, -0.1722438, 1.0]]]
[['2, k, 0', [0.1454959, -0.2806394, 1.0]], ['2, k, 1', [0.1772408, 0.02787835, 1.0]], ['2, k, 2', [0.2070241, 0.3256494, 1.0]], ['2, k, 3', [0.2079007, 0.4821831, 1.0]], ['2, k, 4', [0.03214929, 0.2200709, 1.0]], ['2, k, 5', [-0.05368838, -0.01458653, 1.0]], ['2, k, 6', [-0.05445428, 0.1815321, 1.0]], ['2, k, 7', [-0.04187986, 0.2482487, 1.0]], ['2, k, 8', [0.3846766, 0.2124244, 1.0]], ['2, k, 9', [0.4581903, -0.03624852, 1.0]], ['2, k, 10', [0.3420055, -0.14567, 1.0]], ['2, k, 11', [0.3145302, -0.1720777, 1.0]], ['2, k, 12', [0.04527407, -0.2663704, 1.0]], ['2, k, 13', [-0.03090622, -0.3275842, 1.0]], ['2, k, 14', [0.08082207, -0.7027574, 1.0]], ['2, k, 15', [0.0614557, -0.7549881, 1.0]], ['2, k, 16', [0.2404034, -0.2851038, 1.0]], ['2, k, 17', [0.344962, -0.2924383, 1.0]], ['2, k, 18', [0.3115972, -0.6746226, 1.0]], ['2, k, 19', [0.3323854, -0.7501898, 1.0]], ['2, k, 20', [0.1999262, 0.2525666, 1.0]], ['2, k, 21', [-0.02060879, 0.3075842, 1.0]], ['2, k, 22', [-0.0939253, 0.2827328, 1.0]], ['2, k, 23', [0.3058738, -0.2236251, 1.0]], ['2, k, 24', [0.2509407, -0.1557374, 1.0]]]
[['2, k, 0', [0.1455877, -0.2807431, 1.0]], ['2, k, 1', [0.1767694, 0.02756497, 1.0]], ['2, k, 2', [0.204662, 0.3248224, 1.0]], ['2, k, 3', [0.2078675, 0.4821874, 1.0]], ['2, k, 4', [0.03267525, 0.2190261, 1.0]], ['2, k, 5', [-0.05384694, -0.01385322, 1.0]], ['2, k, 6', [-0.03619197, 0.2326797, 1.0]], ['2, k, 7', [-0.03008921, 0.2849052, 1.0]], ['2, k, 8', [0.3834877, 0.2127091, 1.0]], ['2, k, 9', [0.457541, -0.03486285, 1.0]], ['2, k, 10', [0.3533278, -0.151509, 1.0]], ['2, k, 11', [0.3175373, -0.1969745, 1.0]], ['2, k, 12', [0.04533641, -0.2665991, 1.0]], ['2, k, 13', [-0.03102448, -0.3282183, 1.0]], ['2, k, 14', [0.08311673, -0.7024953, 1.0]], ['2, k, 15', [0.06222694, -0.7540959, 1.0]], ['2, k, 16', [0.2405733, -0.2851395, 1.0]], ['2, k, 17', [0.3449316, -0.2926082, 1.0]], ['2, k, 18', [0.3115789, -0.6748096, 1.0]], ['2, k, 19', [0.3324196, -0.7503259, 1.0]], ['2, k, 20', [0.1981582, 0.2518808, 1.0]], ['2, k, 21', [-0.003820313, 0.3535714, 1.0]], ['2, k, 22', [-0.08520226, 0.3085419, 1.0]], ['2, k, 23', [0.3047609, -0.2498083, 1.0]], ['2, k, 24', [0.2647928, -0.2116091, 1.0]]]
[['2, k, 0', [0.1456792, -0.2808098, 1.0]], ['2, k, 1', [0.1763756, 0.02762388, 1.0]], ['2, k, 2', [0.2028184, 0.3254519, 1.0]], ['2, k, 3', [0.2079124, 0.4822534, 1.0]], ['2, k, 4', [0.03266486, 0.218309, 1.0]], ['2, k, 5', [-0.05406549, -0.009813615, 1.0]], ['2, k, 6', [-0.001682275, 0.2594245, 1.0]], ['2, k, 7', [-0.02002389, 0.3089506, 1.0]], ['2, k, 8', [0.3824008, 0.2129517, 1.0]], ['2, k, 9', [0.4584936, -0.03315163, 1.0]], ['2, k, 10', [0.3505833, -0.1492597, 1.0]], ['2, k, 11', [0.3147242, -0.195922, 1.0]], ['2, k, 12', [0.04543978, -0.2668076, 1.0]], ['2, k, 13', [-0.03101526, -0.3288701, 1.0]], ['2, k, 14', [0.08321261, -0.7029532, 1.0]], ['2, k, 15', [0.06325394, -0.753934, 1.0]], ['2, k, 16', [0.2407206, -0.285125, 1.0]], ['2, k, 17', [0.3450175, -0.2924939, 1.0]], ['2, k, 18', [0.3112638, -0.6746867, 1.0]], ['2, k, 19', [0.3323808, -0.750255, 1.0]], ['2, k, 20', [0.1967223, 0.2523208, 1.0]], ['2, k, 21', [0.01376979, 0.382226, 1.0]], ['2, k, 22', [-0.0762113, 0.3330392, 1.0]], ['2, k, 23', [0.297552, -0.25092, 1.0]], ['2, k, 24', [0.2637681, -0.2114243, 1.0]]]
[['2, k, 0', [0.1457356, -0.2808534, 1.0]], ['2, k, 1', [0.1757841, 0.02796422, 1.0]], ['2, k, 2', [0.2006792, 0.327065, 1.0]], ['2, k, 3', [0.2079611, 0.4822362, 1.0]], ['2, k, 4', [0.03268951, 0.2183569, 1.0]], ['2, k, 5', [-0.05454075, -0.009635738, 1.0]], ['2, k, 6', [-0.01026149, 0.2198007, 1.0]], ['2, k, 7', [-0.01401075, 0.3201866, 1.0]], ['2, k, 8', [0.3816456, 0.2130617, 1.0]], ['2, k, 9', [0.4587476, -0.03087372, 1.0]], ['2, k, 10', [0.3504444, -0.1484406, 1.0]], ['2, k, 11', [0.3169442, -0.1950496, 1.0]], ['2, k, 12', [0.04547691, -0.2669661, 1.0]], ['2, k, 13', [-0.03110637, -0.329037, 1.0]], ['2, k, 14', [0.0842514, -0.7027529, 1.0]], ['2, k, 15', [0.06374995, -0.7538302, 1.0]], ['2, k, 16', [0.2408398, -0.2850932, 1.0]], ['2, k, 17', [0.3451142, -0.2921733, 1.0]], ['2, k, 18', [0.309581, -0.6744169, 1.0]], ['2, k, 19', [0.3317331, -0.7506669, 1.0]], ['2, k, 20', [0.1949809, 0.2535582, 1.0]], ['2, k, 21', [0.004502035, 0.3959377, 1.0]], ['2, k, 22', [-0.07592774, 0.3202553, 1.0]], ['2, k, 23', [0.2976361, -0.2526298, 1.0]], ['2, k, 24', [0.2646955, -0.203661, 1.0]]]
[['2, k, 0', [0.1457905, -0.2809086, 1.0]], ['2, k, 1', [0.1748575, 0.02821025, 1.0]], ['2, k, 2', [0.1978877, 0.3280543, 1.0]], ['2, k, 3', [0.2081609, 0.481974, 1.0]], ['2, k, 4', [0.03273487, 0.2182677, 1.0]], ['2, k, 5', [-0.05889308, -0.007149564, 1.0]], ['2, k, 6', [0.0006335304, 0.2471966, 1.0]], ['2, k, 7', [-0.008936905, 0.3183948, 1.0]], ['2, k, 8', [0.3806343, 0.2134031, 1.0]], ['2, k, 9', [0.4593209, -0.03052749, 1.0]], ['2, k, 10', [0.3484937, -0.1486796, 1.0]], ['2, k, 11', [0.3200255, -0.1738268, 1.0]], ['2, k, 12', [0.04551091, -0.2671013, 1.0]], ['2, k, 13', [-0.03107504, -0.3291585, 1.0]], ['2, k, 14', [0.08451808, -0.702391, 1.0]], ['2, k, 15', [0.0639651, -0.7535757, 1.0]], ['2, k, 16', [0.2409854, -0.2851142, 1.0]], ['2, k, 17', [0.3449858, -0.2919601, 1.0]], ['2, k, 18', [0.309021, -0.6746144, 1.0]], ['2, k, 19', [0.3321883, -0.7504929, 1.0]], ['2, k, 20', [0.192641, 0.2543555, 1.0]], ['2, k, 21', [0.02013527, 0.401274, 1.0]], ['2, k, 22', [-0.0555825, 0.3253629, 1.0]], ['2, k, 23', [0.3114603, -0.2238044, 1.0]], ['2, k, 24', [0.258076, -0.1673675, 1.0]]]
[['2, k, 0', [0.1458096, -0.2811345, 1.0]], ['2, k, 1', [0.1736138, 0.02844133, 1.0]], ['2, k, 2', [0.1949331, 0.3292734, 1.0]], ['2, k, 3', [0.2082618, 0.4818726, 1.0]], ['2, k, 4', [0.03271114, 0.2184425, 1.0]], ['2, k, 5', [-0.06106775, -0.006617358, 1.0]], ['2, k, 6', [-0.04760171, 0.2287107, 1.0]], ['2, k, 7', [-0.0115133, 0.3199856, 1.0]], ['2, k, 8', [0.3799889, 0.2134451, 1.0]], ['2, k, 9', [0.4592425, -0.03054214, 1.0]], ['2, k, 10', [0.3480256, -0.1484544, 1.0]], ['2, k, 11', [0.3193593, -0.1749234, 1.0]], ['2, k, 12', [0.04544748, -0.2674037, 1.0]], ['2, k, 13', [-0.0312325, -0.3294001, 1.0]], ['2, k, 14', [0.08465959, -0.7024347, 1.0]], ['2, k, 15', [0.06406678, -0.7538188, 1.0]], ['2, k, 16', [0.2410684, -0.2852658, 1.0]], ['2, k, 17', [0.3450678, -0.291749, 1.0]], ['2, k, 18', [0.3090297, -0.6746295, 1.0]], ['2, k, 19', [0.3323019, -0.7508447, 1.0]], ['2, k, 20', [0.1900777, 0.2553109, 1.0]], ['2, k, 21', [0.0143951, 0.4119562, 1.0]], ['2, k, 22', [-0.06723137, 0.3094531, 1.0]], ['2, k, 23', [0.3105355, -0.2241209, 1.0]], ['2, k, 24', [0.2579596, -0.166756, 1.0]]]
[['2, k, 0', [0.1458491, -0.2811336, 1.0]], ['2, k, 1', [0.1727556, 0.02850862, 1.0]], ['2, k, 2', [0.1930298, 0.3291074, 1.0]], ['2, k, 3', [0.2083228, 0.4817739, 1.0]], ['2, k, 4', [0.03261404, 0.218716, 1.0]], ['2, k, 5', [-0.06232606, -0.006096779, 1.0]], ['2, k, 6', [-0.03372657, 0.2468246, 1.0]], ['2, k, 7', [0.005320204, 0.327634, 1.0]], ['2, k, 8', [0.3797249, 0.2134958, 1.0]], ['2, k, 9', [0.4598409, -0.03005876, 1.0]], ['2, k, 10', [0.3471533, -0.147759, 1.0]], ['2, k, 11', [0.3172989, -0.1733584, 1.0]], ['2, k, 12', [0.045501, -0.267354, 1.0]], ['2, k, 13', [-0.03128638, -0.3293786, 1.0]], ['2, k, 14', [0.08463374, -0.7024218, 1.0]], ['2, k, 15', [0.06393962, -0.7536975, 1.0]], ['2, k, 16', [0.2412378, -0.2853079, 1.0]], ['2, k, 17', [0.3451034, -0.2917825, 1.0]], ['2, k, 18', [0.3091653, -0.6749481, 1.0]], ['2, k, 19', [0.3326454, -0.7513881, 1.0]], ['2, k, 20', [0.1884014, 0.2552389, 1.0]], ['2, k, 21', [0.01728843, 0.3922244, 1.0]], ['2, k, 22', [-0.06211834, 0.3086422, 1.0]], ['2, k, 23', [0.3108571, -0.2244878, 1.0]], ['2, k, 24', [0.2523535, -0.1481963, 1.0]]]
[['2, k, 0', [0.1458447, -0.2811267, 1.0]], ['2, k, 1', [0.1727241, 0.02850367, 1.0]], ['2, k, 2', [0.1932122, 0.328937, 1.0]], ['2, k, 3', [0.2083901, 0.4817477, 1.0]], ['2, k, 4', [0.03292243, 0.2192498, 1.0]], ['2, k, 5', [-0.06410392, -0.005034866, 1.0]], ['2, k, 6', [-0.03658804, 0.2406164, 1.0]], ['2, k, 7', [-0.003831045, 0.3079277, 1.0]], ['2, k, 8', [0.3807496, 0.211192, 1.0]], ['2, k, 9', [0.4593382, -0.03043886, 1.0]], ['2, k, 10', [0.3459529, -0.1477183, 1.0]], ['2, k, 11', [0.3164759, -0.1726744, 1.0]], ['2, k, 12', [0.04547707, -0.267256, 1.0]], ['2, k, 13', [-0.03132405, -0.329312, 1.0]], ['2, k, 14', [0.08841168, -0.7008619, 1.0]], ['2, k, 15', [0.06513427, -0.7534999, 1.0]], ['2, k, 16', [0.2412237, -0.2853426, 1.0]], ['2, k, 17', [0.3450952, -0.2916403, 1.0]], ['2, k, 18', [0.3090602, -0.6749721, 1.0]], ['2, k, 19', [0.3327375, -0.7518605, 1.0]], ['2, k, 20', [0.1884685, 0.2551568, 1.0]], ['2, k, 21', [0.02294866, 0.3551511, 1.0]], ['2, k, 22', [-0.0451877, 0.316669, 1.0]], ['2, k, 23', [0.3083188, -0.2238888, 1.0]], ['2, k, 24', [0.251525, -0.1475181, 1.0]]]
[['2, k, 0', [0.1457914, -0.2811298, 1.0]], ['2, k, 1', [0.172751, 0.02849597, 1.0]], ['2, k, 2', [0.1945571, 0.3286257, 1.0]], ['2, k, 3', [0.2085775, 0.4817255, 1.0]], ['2, k, 4', [0.03434932, 0.2256073, 1.0]], ['2, k, 5', [-0.06946908, 0.004458354, 1.0]], ['2, k, 6', [-0.03485242, 0.2312048, 1.0]], ['2, k, 7', [-0.02397731, 0.2713928, 1.0]], ['2, k, 8', [0.3807328, 0.2112784, 1.0]], ['2, k, 9', [0.4587666, -0.03078363, 1.0]], ['2, k, 10', [0.3444975, -0.1478517, 1.0]], ['2, k, 11', [0.3150846, -0.1721567, 1.0]], ['2, k, 12', [0.04535863, -0.2671173, 1.0]], ['2, k, 13', [-0.03132115, -0.3293466, 1.0]], ['2, k, 14', [0.08660123, -0.7016774, 1.0]], ['2, k, 15', [0.06506582, -0.7536636, 1.0]], ['2, k, 16', [0.2411433, -0.2854859, 1.0]], ['2, k, 17', [0.3451219, -0.2916386, 1.0]], ['2, k, 18', [0.3091352, -0.674884, 1.0]], ['2, k, 19', [0.332723, -0.7516919, 1.0]], ['2, k, 20', [0.1892686, 0.2549708, 1.0]], ['2, k, 21', [-0.007050813, 0.3419097, 1.0]], ['2, k, 22', [-0.04577133, 0.2822056, 1.0]], ['2, k, 23', [0.3080498, -0.2238227, 1.0]], ['2, k, 24', [0.2512545, -0.1636125, 1.0]]]
[['2, k, 0', [0.1457133, -0.2810284, 1.0]], ['2, k, 1', [0.1733235, 0.02848328, 1.0]], ['2, k, 2', [0.1992436, 0.3276399, 1.0]], ['2, k, 3', [0.2090214, 0.4819263, 1.0]], ['2, k, 4', [0.03490893, 0.2287072, 1.0]], ['2, k, 5', [-0.06948122, 0.007284106, 1.0]], ['2, k, 6', [-0.0268676, 0.2228917, 1.0]], ['2, k, 7', [-0.007680823, 0.2943063, 1.0]], ['2, k, 8', [0.3818926, 0.2103312, 1.0]], ['2, k, 9', [0.4583534, -0.03175326, 1.0]], ['2, k, 10', [0.3443373, -0.1486451, 1.0]], ['2, k, 11', [0.3154723, -0.1720212, 1.0]], ['2, k, 12', [0.04523641, -0.2665385, 1.0]], ['2, k, 13', [-0.03129725, -0.3292993, 1.0]], ['2, k, 14', [0.08674142, -0.701372, 1.0]], ['2, k, 15', [0.05673364, -0.7548505, 1.0]], ['2, k, 16', [0.2409985, -0.2855905, 1.0]], ['2, k, 17', [0.3452101, -0.2915087, 1.0]], ['2, k, 18', [0.3111236, -0.6748534, 1.0]], ['2, k, 19', [0.3329002, -0.7521405, 1.0]], ['2, k, 20', [0.1926125, 0.254333, 1.0]], ['2, k, 21', [0.01126055, 0.3497056, 1.0]], ['2, k, 22', [-0.05055211, 0.2895212, 1.0]], ['2, k, 23', [0.3084802, -0.2232491, 1.0]], ['2, k, 24', [0.2521195, -0.1597889, 1.0]]]
[['2, k, 0', [0.1456336, -0.2809865, 1.0]], ['2, k, 1', [0.1739528, 0.02852055, 1.0]], ['2, k, 2', [0.2023635, 0.3275212, 1.0]], ['2, k, 3', [0.2096119, 0.4818641, 1.0]], ['2, k, 4', [0.03373987, 0.2319759, 1.0]], ['2, k, 5', [-0.06940921, 0.009371454, 1.0]], ['2, k, 6', [-0.0190159, 0.2467729, 1.0]], ['2, k, 7', [-0.0002139188, 0.286562, 1.0]], ['2, k, 8', [0.3818201, 0.2105209, 1.0]], ['2, k, 9', [0.4583268, -0.03263344, 1.0]], ['2, k, 10', [0.3439547, -0.1484735, 1.0]], ['2, k, 11', [0.3155015, -0.1728042, 1.0]], ['2, k, 12', [0.04512342, -0.2663184, 1.0]], ['2, k, 13', [-0.03117866, -0.3294864, 1.0]], ['2, k, 14', [0.08681818, -0.7018434, 1.0]], ['2, k, 15', [0.06137476, -0.7539538, 1.0]], ['2, k, 16', [0.2409094, -0.2856534, 1.0]], ['2, k, 17', [0.3452444, -0.2914072, 1.0]], ['2, k, 18', [0.3109655, -0.674753, 1.0]], ['2, k, 19', [0.3334219, -0.7511029, 1.0]], ['2, k, 20', [0.1951264, 0.2542431, 1.0]], ['2, k, 21', [0.0123598, 0.3493965, 1.0]], ['2, k, 22', [-0.04374176, 0.2845578, 1.0]], ['2, k, 23', [0.3078742, -0.2238244, 1.0]], ['2, k, 24', [0.2528044, -0.156887, 1.0]]]
[['2, k, 0', [0.1455925, -0.2809598, 1.0]], ['2, k, 1', [0.1741691, 0.02847604, 1.0]], ['2, k, 2', [0.2030082, 0.3272601, 1.0]], ['2, k, 3', [0.2101198, 0.481757, 1.0]], ['2, k, 4', [0.03261201, 0.2336874, 1.0]], ['2, k, 5', [-0.06958309, 0.00995658, 1.0]], ['2, k, 6', [-0.02591447, 0.2476636, 1.0]], ['2, k, 7', [0.001844907, 0.287604, 1.0]], ['2, k, 8', [0.3831855, 0.2096951, 1.0]], ['2, k, 9', [0.4582164, -0.03298088, 1.0]], ['2, k, 10', [0.3696828, -0.1641462, 1.0]], ['2, k, 11', [0.3235137, -0.1913791, 1.0]], ['2, k, 12', [0.04505274, -0.2659447, 1.0]], ['2, k, 13', [-0.03132766, -0.3292277, 1.0]], ['2, k, 14', [0.08686991, -0.7015632, 1.0]], ['2, k, 15', [0.06112834, -0.7521303, 1.0]], ['2, k, 16', [0.2407577, -0.2858944, 1.0]], ['2, k, 17', [0.3452129, -0.2914526, 1.0]], ['2, k, 18', [0.3107726, -0.6746179, 1.0]], ['2, k, 19', [0.3336975, -0.7510151, 1.0]], ['2, k, 20', [0.1957298, 0.2540232, 1.0]], ['2, k, 21', [0.02490456, 0.3425628, 1.0]], ['2, k, 22', [-0.03827232, 0.2951055, 1.0]], ['2, k, 23', [0.2918562, -0.2551059, 1.0]], ['2, k, 24', [0.2789561, -0.1921647, 1.0]]]
[['2, k, 0', [0.1455663, -0.2807811, 1.0]], ['2, k, 1', [0.174539, 0.02851782, 1.0]], ['2, k, 2', [0.2039805, 0.3269984, 1.0]], ['2, k, 3', [0.2108124, 0.4818426, 1.0]], ['2, k, 4', [0.03229867, 0.2344888, 1.0]], ['2, k, 5', [-0.06990175, 0.01047469, 1.0]], ['2, k, 6', [-0.02850676, 0.2478047, 1.0]], ['2, k, 7', [0.001340728, 0.2881963, 1.0]], ['2, k, 8', [0.3831905, 0.2099615, 1.0]], ['2, k, 9', [0.4581949, -0.0331482, 1.0]], ['2, k, 10', [0.3346086, -0.1482021, 1.0]], ['2, k, 11', [0.3066839, -0.1693922, 1.0]], ['2, k, 12', [0.04506944, -0.2655748, 1.0]], ['2, k, 13', [-0.03138053, -0.3292109, 1.0]], ['2, k, 14', [0.08640735, -0.7017429, 1.0]], ['2, k, 15', [0.06202194, -0.7521102, 1.0]], ['2, k, 16', [0.2407112, -0.2858193, 1.0]], ['2, k, 17', [0.3451855, -0.2908592, 1.0]], ['2, k, 18', [0.3119452, -0.6741465, 1.0]], ['2, k, 19', [0.3337318, -0.7508406, 1.0]], ['2, k, 20', [0.1966127, 0.25384, 1.0]], ['2, k, 21', [0.01723176, 0.3475794, 1.0]], ['2, k, 22', [-0.03971899, 0.2869462, 1.0]], ['2, k, 23', [0.3016893, -0.2242216, 1.0]], ['2, k, 24', [0.2406809, -0.1466782, 1.0]]]
[['2, k, 0', [0.1455593, -0.2807741, 1.0]], ['2, k, 1', [0.1750232, 0.0284082, 1.0]], ['2, k, 2', [0.2051978, 0.3266171, 1.0]], ['2, k, 3', [0.2114234, 0.4814601, 1.0]], ['2, k, 4', [0.03147316, 0.2346251, 1.0]], ['2, k, 5', [-0.07139396, 0.0105538, 1.0]], ['2, k, 6', [-0.02879928, 0.2472955, 1.0]], ['2, k, 7', [0.001317343, 0.284909, 1.0]], ['2, k, 8', [0.3832029, 0.2100991, 1.0]], ['2, k, 9', [0.4581888, -0.03389081, 1.0]], ['2, k, 10', [0.3346538, -0.1480108, 1.0]], ['2, k, 11', [0.3084032, -0.170225, 1.0]], ['2, k, 12', [0.04505966, -0.2654641, 1.0]], ['2, k, 13', [-0.03140858, -0.3291121, 1.0]], ['2, k, 14', [0.08880448, -0.7008913, 1.0]], ['2, k, 15', [0.06265252, -0.7510973, 1.0]], ['2, k, 16', [0.2406832, -0.2859087, 1.0]], ['2, k, 17', [0.3452009, -0.2907093, 1.0]], ['2, k, 18', [0.3118292, -0.6740122, 1.0]], ['2, k, 19', [0.3337232, -0.7506971, 1.0]], ['2, k, 20', [0.1977057, 0.2535117, 1.0]], ['2, k, 21', [0.03165882, 0.333581, 1.0]], ['2, k, 22', [-0.02373152, 0.2931667, 1.0]], ['2, k, 23', [0.3027503, -0.2250697, 1.0]], ['2, k, 24', [0.2407429, -0.1467202, 1.0]]]
[['2, k, 0', [0.1455426, -0.2807152, 1.0]], ['2, k, 1', [0.1754175, 0.0284207, 1.0]], ['2, k, 2', [0.2060575, 0.3264873, 1.0]], ['2, k, 3', [0.2118434, 0.4816045, 1.0]], ['2, k, 4', [0.03051605, 0.2350717, 1.0]], ['2, k, 5', [-0.07252137, 0.01065232, 1.0]], ['2, k, 6', [0.01574278, 0.294606, 1.0]], ['2, k, 7', [0.08242407, 0.3557789, 1.0]], ['2, k, 8', [0.3831059, 0.2103714, 1.0]], ['2, k, 9', [0.4583082, -0.03437115, 1.0]], ['2, k, 10', [0.333713, -0.1466399, 1.0]], ['2, k, 11', [0.3072545, -0.1680442, 1.0]], ['2, k, 12', [0.04506684, -0.2653152, 1.0]], ['2, k, 13', [-0.03148378, -0.3287839, 1.0]], ['2, k, 14', [0.08972153, -0.7000784, 1.0]], ['2, k, 15', [0.05811177, -0.7516997, 1.0]], ['2, k, 16', [0.2406511, -0.2858984, 1.0]], ['2, k, 17', [0.345192, -0.2907202, 1.0]], ['2, k, 18', [0.3119577, -0.6741834, 1.0]], ['2, k, 19', [0.3337797, -0.7510511, 1.0]], ['2, k, 20', [0.1984931, 0.2534107, 1.0]], ['2, k, 21', [0.1387492, 0.4667939, 1.0]], ['2, k, 22', [0.1338061, 0.4728367, 1.0]], ['2, k, 23', [0.3067792, -0.2215623, 1.0]], ['2, k, 24', [0.2406441, -0.1477968, 1.0]]]
[['2, k, 0', [0.1455298, -0.2806512, 1.0]], ['2, k, 1', [0.1756738, 0.02843351, 1.0]], ['2, k, 2', [0.206482, 0.326407, 1.0]], ['2, k, 3', [0.2119347, 0.4815707, 1.0]], ['2, k, 4', [0.03028286, 0.235205, 1.0]], ['2, k, 5', [-0.0735168, 0.01100296, 1.0]], ['2, k, 6', [-0.03396834, 0.2481011, 1.0]], ['2, k, 7', [-0.001434897, 0.2794229, 1.0]], ['2, k, 8', [0.3831952, 0.2106525, 1.0]], ['2, k, 9', [0.458002, -0.03472831, 1.0]], ['2, k, 10', [0.3342765, -0.1467315, 1.0]], ['2, k, 11', [0.3082368, -0.192195, 1.0]], ['2, k, 12', [0.0450791, -0.2652082, 1.0]], ['2, k, 13', [-0.0314742, -0.3287645, 1.0]], ['2, k, 14', [0.08966237, -0.7001974, 1.0]], ['2, k, 15', [0.06069821, -0.7516959, 1.0]], ['2, k, 16', [0.2406321, -0.2858793, 1.0]], ['2, k, 17', [0.3450537, -0.2906178, 1.0]], ['2, k, 18', [0.3111458, -0.674097, 1.0]], ['2, k, 19', [0.3337282, -0.7507757, 1.0]], ['2, k, 20', [0.198907, 0.253347, 1.0]], ['2, k, 21', [0.01078009, 0.3398004, 1.0]], ['2, k, 22', [-0.0387396, 0.2878336, 1.0]], ['2, k, 23', [0.2912988, -0.249858, 1.0]], ['2, k, 24', [0.2537267, -0.2127707, 1.0]]]
