[['2, k, 0', [-0.193401, -0.276315, 1.0]], ['2, k, 1', [-0.19079, 0.0379122, 1.0]], ['2, k, 2', [-0.186945, 0.343276, 1.0]], ['2, k, 3', [-0.181148, 0.469126, 1.0]], ['2, k, 4', [-0.372849, 0.246606, 1.0]], ['2, k, 5', [-0.554042, 0.0626521, 1.0]], ['2, k, 6', [-0.498089, -0.146856, 1.0]], ['2, k, 7', [-0.457725, -0.169062, 1.0]], ['2, k, 8', [0.000681187, 0.255821, 1.0]], ['2, k, 9', [0.161319, 0.0847515, 1.0]], ['2, k, 10', [0.0945409, -0.12956, 1.0]], ['2, k, 11', [0.0276464, -0.176728, 1.0]], ['2, k, 12', [-0.275636, -0.274071, 1.0]], ['2, k, 13', [-0.3039, -0.692424, 1.0]], ['2, k, 14', [-0.288736, -1.05795, 1.0]], ['2, k, 15', [-0.299561, -1.12598, 1.0]], ['2, k, 16', [-0.10507, -0.269853, 1.0]], ['2, k, 17', [-0.0719574, -0.667785, 1.0]], ['2, k, 18', [-0.101636, -1.05608, 1.0]], ['2, k, 19', [-0.101196, -1.11621, 1.0]], ['2, k, 20', [-0.188119, 0.268239, 1.0]], ['2, k, 21', [-0.440039, -0.214459, 1.0]], ['2, k, 22', [-0.468301, -0.163565, 1.0]], ['2, k, 23', [0.00475764, -0.26466, 1.0]], ['2, k, 24', [-0.013061, -0.15385, 1.0]]]
[['2, k, 0', [-0.169785, -0.302199, 1.0]], ['2, k, 1', [-0.208621, 0.00702067, 1.0]], ['2, k, 2', [-0.243213, 0.310469, 1.0]], ['2, k, 3', [-0.25001, 0.441071, 1.0]], ['2, k, 4', [-0.411675, 0.201888, 1.0]], ['2, k, 5', [-0.551772, -0.0134869, 1.0]], ['2, k, 6', [-0.438275, -0.206142, 1.0]], ['2, k, 7', [-0.39322, -0.221489, 1.0]], ['2, k, 8', [-0.0469386, 0.227867, 1.0]], ['2, k, 9', [0.158259, 0.08801, 1.0]], ['2, k, 10', [0.121509, -0.136572, 1.0]], ['2, k, 11', [0.079845, -0.160881, 1.0]], ['2, k, 12', [-0.248388, -0.308982, 1.0]], ['2, k, 13', [-0.274071, -0.688441, 1.0]], ['2, k, 14', [-0.287447, -1.06276, 1.0]], ['2, k, 15', [-0.298678, -1.1268, 1.0]], ['2, k, 16', [-0.0854586, -0.285787, 1.0]], ['2, k, 17', [-0.0478202, -0.652578, 1.0]], ['2, k, 18', [-0.0988458, -1.0499, 1.0]], ['2, k, 19', [-0.0966726, -1.11805, 1.0]], ['2, k, 20', [-0.232874, 0.236219, 1.0]], ['2, k, 21', [-0.354272, -0.263634, 1.0]], ['2, k, 22', [-0.357603, -0.199811, 1.0]], ['2, k, 23', [0.0493948, -0.23613, 1.0]], ['2, k, 24', [0.0298668, -0.115549, 1.0]]]
[['2, k, 0', [-0.165162, -0.30229, 1.0]], ['2, k, 1', [-0.208965, 0.006779, 1.0]], ['2, k, 2', [-0.248551, 0.30866, 1.0]], ['2, k, 3', [-0.25662, 0.438192, 1.0]], ['2, k, 4', [-0.419246, 0.193713, 1.0]], ['2, k, 5', [-0.549629, -0.0171932, 1.0]], ['2, k, 6', [-0.435327, -0.208557, 1.0]], ['2, k, 7', [-0.390732, -0.221301, 1.0]], ['2, k, 8', [-0.0522796, 0.229339, 1.0]], ['2, k, 9', [0.157581, 0.0925118, 1.0]], ['2, k, 10', [0.124204, -0.132772, 1.0]], ['2, k, 11', [0.0792796, -0.159693, 1.0]], ['2, k, 12', [-0.244231, -0.310114, 1.0]], ['2, k, 13', [-0.271556, -0.688976, 1.0]], ['2, k, 14', [-0.287191, -1.06295, 1.0]], ['2, k, 15', [-0.298599, -1.12656, 1.0]], ['2, k, 16', [-0.0805964, -0.284645, 1.0]], ['2, k, 17', [-0.0444092, -0.653557, 1.0]], ['2, k, 18', [-0.100178, -1.0529, 1.0]], ['2, k, 19', [-0.0968071, -1.11806, 1.0]], ['2, k, 20', [-0.237014, 0.234893, 1.0]], ['2, k, 21', [-0.349008, -0.267074, 1.0]], ['2, k, 22', [-0.357358, -0.198717, 1.0]], ['2, k, 23', [0.0502639, -0.236725, 1.0]], ['2, k, 24', [0.0296336, -0.111152, 1.0]]]
[['2, k, 0', [-0.160969, -0.302367, 1.0]], ['2, k, 1', [-0.20905, 0.00638919, 1.0]], ['2, k, 2', [-0.253163, 0.306678, 1.0]], ['2, k, 3', [-0.263381, 0.434478, 1.0]], ['2, k, 4', [-0.417538, 0.193876, 1.0]], ['2, k, 5', [-0.549536, -0.0170154, 1.0]], ['2, k, 6', [-0.436401, -0.20749, 1.0]], ['2, k, 7', [-0.395878, -0.219014, 1.0]], ['2, k, 8', [-0.0572293, 0.230571, 1.0]], ['2, k, 9', [0.156668, 0.0948996, 1.0]], ['2, k, 10', [0.126251, -0.130873, 1.0]], ['2, k, 11', [0.0804516, -0.158932, 1.0]], ['2, k, 12', [-0.239471, -0.310825, 1.0]], ['2, k, 13', [-0.269447, -0.690941, 1.0]], ['2, k, 14', [-0.286998, -1.0638, 1.0]], ['2, k, 15', [-0.298333, -1.12651, 1.0]], ['2, k, 16', [-0.0771137, -0.284208, 1.0]], ['2, k, 17', [-0.041412, -0.65545, 1.0]], ['2, k, 18', [-0.100904, -1.05748, 1.0]], ['2, k, 19', [-0.0968659, -1.11797, 1.0]], ['2, k, 20', [-0.240604, 0.233345, 1.0]], ['2, k, 21', [-0.34788, -0.268018, 1.0]], ['2, k, 22', [-0.360766, -0.199653, 1.0]], ['2, k, 23', [0.0527424, -0.23624, 1.0]], ['2, k, 24', [0.0306953, -0.10929, 1.0]]]
[['2, k, 0', [-0.157054, -0.30231, 1.0]], ['2, k, 1', [-0.209598, 0.00550232, 1.0]], ['2, k, 2', [-0.25847, 0.303641, 1.0]], ['2, k, 3', [-0.268461, 0.431409, 1.0]], ['2, k, 4', [-0.422875, 0.186817, 1.0]], ['2, k, 5', [-0.547692, -0.0197506, 1.0]], ['2, k, 6', [-0.43512, -0.207962, 1.0]], ['2, k, 7', [-0.424267, -0.203265, 1.0]], ['2, k, 8', [-0.0620929, 0.231468, 1.0]], ['2, k, 9', [0.155702, 0.0970045, 1.0]], ['2, k, 10', [0.12823, -0.129064, 1.0]], ['2, k, 11', [0.0833123, -0.155358, 1.0]], ['2, k, 12', [-0.235792, -0.311554, 1.0]], ['2, k, 13', [-0.268131, -0.6907, 1.0]], ['2, k, 14', [-0.28681, -1.06328, 1.0]], ['2, k, 15', [-0.298198, -1.12642, 1.0]], ['2, k, 16', [-0.0731982, -0.283221, 1.0]], ['2, k, 17', [-0.0389355, -0.658457, 1.0]], ['2, k, 18', [-0.101247, -1.06172, 1.0]], ['2, k, 19', [-0.0967963, -1.11788, 1.0]], ['2, k, 20', [-0.244811, 0.230959, 1.0]], ['2, k, 21', [-0.387519, -0.241944, 1.0]], ['2, k, 22', [-0.385073, -0.189391, 1.0]], ['2, k, 23', [0.0576649, -0.233181, 1.0]], ['2, k, 24', [0.0360354, -0.105901, 1.0]]]
[['2, k, 0', [-0.155809, -0.302152, 1.0]], ['2, k, 1', [-0.210221, 0.00457841, 1.0]], ['2, k, 2', [-0.260893, 0.301762, 1.0]], ['2, k, 3', [-0.272668, 0.427643, 1.0]], ['2, k, 4', [-0.424857, 0.183595, 1.0]], ['2, k, 5', [-0.54756, -0.0191853, 1.0]], ['2, k, 6', [-0.452937, -0.211382, 1.0]], ['2, k, 7', [-0.382239, -0.216452, 1.0]], ['2, k, 8', [-0.0666194, 0.23207, 1.0]], ['2, k, 9', [0.15445, 0.100051, 1.0]], ['2, k, 10', [0.127353, -0.125459, 1.0]], ['2, k, 11', [0.08379, -0.155006, 1.0]], ['2, k, 12', [-0.233966, -0.311799, 1.0]], ['2, k, 13', [-0.26783, -0.692501, 1.0]], ['2, k, 14', [-0.286819, -1.06335, 1.0]], ['2, k, 15', [-0.298321, -1.12646, 1.0]], ['2, k, 16', [-0.0725302, -0.282776, 1.0]], ['2, k, 17', [-0.0371202, -0.663996, 1.0]], ['2, k, 18', [-0.10024, -1.0618, 1.0]], ['2, k, 19', [-0.0963416, -1.11817, 1.0]], ['2, k, 20', [-0.246982, 0.229396, 1.0]], ['2, k, 21', [-0.340386, -0.325362, 1.0]], ['2, k, 22', [-0.345515, -0.19711, 1.0]], ['2, k, 23', [0.0584174, -0.232945, 1.0]], ['2, k, 24', [0.0360756, -0.106048, 1.0]]]
[['2, k, 0', [-0.155556, -0.30135, 1.0]], ['2, k, 1', [-0.210955, 0.00373305, 1.0]], ['2, k, 2', [-0.263089, 0.299582, 1.0]], ['2, k, 3', [-0.275418, 0.423331, 1.0]], ['2, k, 4', [-0.426058, 0.181594, 1.0]], ['2, k, 5', [-0.547787, -0.0201497, 1.0]], ['2, k, 6', [-0.455492, -0.212212, 1.0]], ['2, k, 7', [-0.378754, -0.213308, 1.0]], ['2, k, 8', [-0.0673997, 0.231981, 1.0]], ['2, k, 9', [0.153914, 0.101469, 1.0]], ['2, k, 10', [0.128759, -0.123752, 1.0]], ['2, k, 11', [0.0840547, -0.153724, 1.0]], ['2, k, 12', [-0.233403, -0.311317, 1.0]], ['2, k, 13', [-0.267546, -0.692601, 1.0]], ['2, k, 14', [-0.287075, -1.06125, 1.0]], ['2, k, 15', [-0.298365, -1.12573, 1.0]], ['2, k, 16', [-0.0727107, -0.281683, 1.0]], ['2, k, 17', [-0.0426431, -0.695348, 1.0]], ['2, k, 18', [-0.100013, -1.06148, 1.0]], ['2, k, 19', [-0.0963555, -1.11812, 1.0]], ['2, k, 20', [-0.248929, 0.227707, 1.0]], ['2, k, 21', [-0.340615, -0.320518, 1.0]], ['2, k, 22', [-0.336965, -0.196282, 1.0]], ['2, k, 23', [0.0601458, -0.234673, 1.0]], ['2, k, 24', [0.0358372, -0.104409, 1.0]]]
[['2, k, 0', [-0.155839, -0.300504, 1.0]], ['2, k, 1', [-0.211623, 0.00274406, 1.0]], ['2, k, 2', [-0.264757, 0.296699, 1.0]], ['2, k, 3', [-0.276918, 0.420393, 1.0]], ['2, k, 4', [-0.426573, 0.179353, 1.0]], ['2, k, 5', [-0.547297, -0.0200262, 1.0]], ['2, k, 6', [-0.45882, -0.210588, 1.0]], ['2, k, 7', [-0.381833, -0.201475, 1.0]], ['2, k, 8', [-0.0713263, 0.230826, 1.0]], ['2, k, 9', [0.153214, 0.103049, 1.0]], ['2, k, 10', [0.129859, -0.121143, 1.0]], ['2, k, 11', [0.0855238, -0.153645, 1.0]], ['2, k, 12', [-0.233864, -0.310527, 1.0]], ['2, k, 13', [-0.266933, -0.696097, 1.0]], ['2, k, 14', [-0.287117, -1.06237, 1.0]], ['2, k, 15', [-0.298343, -1.1257, 1.0]], ['2, k, 16', [-0.0728221, -0.280865, 1.0]], ['2, k, 17', [-0.0417677, -0.686664, 1.0]], ['2, k, 18', [-0.100286, -1.06141, 1.0]], ['2, k, 19', [-0.0962843, -1.118, 1.0]], ['2, k, 20', [-0.250564, 0.225474, 1.0]], ['2, k, 21', [-0.343977, -0.296789, 1.0]], ['2, k, 22', [-0.344343, -0.183872, 1.0]], ['2, k, 23', [0.0599344, -0.230745, 1.0]], ['2, k, 24', [0.0437386, -0.11003, 1.0]]]
[['2, k, 0', [-0.157825, -0.300009, 1.0]], ['2, k, 1', [-0.212233, 0.0014842, 1.0]], ['2, k, 2', [-0.265128, 0.291645, 1.0]], ['2, k, 3', [-0.276764, 0.413191, 1.0]], ['2, k, 4', [-0.426854, 0.176877, 1.0]], ['2, k, 5', [-0.54723, -0.0199784, 1.0]], ['2, k, 6', [-0.437051, -0.194212, 1.0]], ['2, k, 7', [-0.393911, -0.19781, 1.0]], ['2, k, 8', [-0.0736618, 0.228872, 1.0]], ['2, k, 9', [0.152966, 0.103895, 1.0]], ['2, k, 10', [0.130412, -0.119265, 1.0]], ['2, k, 11', [0.0851995, -0.152923, 1.0]], ['2, k, 12', [-0.235849, -0.31008, 1.0]], ['2, k, 13', [-0.267728, -0.697926, 1.0]], ['2, k, 14', [-0.288707, -1.06524, 1.0]], ['2, k, 15', [-0.297784, -1.12574, 1.0]], ['2, k, 16', [-0.0747595, -0.28038, 1.0]], ['2, k, 17', [-0.0443634, -0.689767, 1.0]], ['2, k, 18', [-0.100307, -1.06221, 1.0]], ['2, k, 19', [-0.0962956, -1.11823, 1.0]], ['2, k, 20', [-0.251571, 0.221433, 1.0]], ['2, k, 21', [-0.35825, -0.246613, 1.0]], ['2, k, 22', [-0.36945, -0.178311, 1.0]], ['2, k, 23', [0.0618653, -0.233402, 1.0]], ['2, k, 24', [0.0487992, -0.112379, 1.0]]]
[['2, k, 0', [-0.159288, -0.298463, 1.0]], ['2, k, 1', [-0.212551, 0.000323393, 1.0]], ['2, k, 2', [-0.264513, 0.288567, 1.0]], ['2, k, 3', [-0.275248, 0.408285, 1.0]], ['2, k, 4', [-0.425978, 0.175395, 1.0]], ['2, k, 5', [-0.546859, -0.0171491, 1.0]], ['2, k, 6', [-0.435978, -0.188584, 1.0]], ['2, k, 7', [-0.397244, -0.193158, 1.0]], ['2, k, 8', [-0.0744661, 0.226835, 1.0]], ['2, k, 9', [0.152646, 0.103943, 1.0]], ['2, k, 10', [0.128595, -0.11714, 1.0]], ['2, k, 11', [0.0822198, -0.153444, 1.0]], ['2, k, 12', [-0.237117, -0.308477, 1.0]], ['2, k, 13', [-0.269707, -0.699646, 1.0]], ['2, k, 14', [-0.289119, -1.06626, 1.0]], ['2, k, 15', [-0.297501, -1.12548, 1.0]], ['2, k, 16', [-0.0764086, -0.279002, 1.0]], ['2, k, 17', [-0.0492796, -0.697276, 1.0]], ['2, k, 18', [-0.100559, -1.06193, 1.0]], ['2, k, 19', [-0.0963363, -1.11818, 1.0]], ['2, k, 20', [-0.251516, 0.218851, 1.0]], ['2, k, 21', [-0.374558, -0.235206, 1.0]], ['2, k, 22', [-0.367213, -0.172474, 1.0]], ['2, k, 23', [0.0609372, -0.233534, 1.0]], ['2, k, 24', [0.034794, -0.105738, 1.0]]]
[['2, k, 0', [-0.167535, -0.295933, 1.0]], ['2, k, 1', [-0.21357, -0.00153922, 1.0]], ['2, k, 2', [-0.260955, 0.281551, 1.0]], ['2, k, 3', [-0.272496, 0.402525, 1.0]], ['2, k, 4', [-0.42478, 0.174307, 1.0]], ['2, k, 5', [-0.546649, -0.0171283, 1.0]], ['2, k, 6', [-0.435543, -0.183081, 1.0]], ['2, k, 7', [-0.428476, -0.170776, 1.0]], ['2, k, 8', [-0.0743027, 0.223445, 1.0]], ['2, k, 9', [0.152276, 0.103641, 1.0]], ['2, k, 10', [0.127016, -0.114601, 1.0]], ['2, k, 11', [0.0811282, -0.152859, 1.0]], ['2, k, 12', [-0.245591, -0.305021, 1.0]], ['2, k, 13', [-0.270361, -0.700986, 1.0]], ['2, k, 14', [-0.289714, -1.06692, 1.0]], ['2, k, 15', [-0.297246, -1.12525, 1.0]], ['2, k, 16', [-0.0842173, -0.277566, 1.0]], ['2, k, 17', [-0.0506535, -0.696727, 1.0]], ['2, k, 18', [-0.10087, -1.06306, 1.0]], ['2, k, 19', [-0.0963771, -1.11823, 1.0]], ['2, k, 20', [-0.249926, 0.213492, 1.0]], ['2, k, 21', [-0.398544, -0.213232, 1.0]], ['2, k, 22', [-0.391903, -0.148627, 1.0]], ['2, k, 23', [0.055602, -0.234791, 1.0]], ['2, k, 24', [0.0364178, -0.101542, 1.0]]]
[['2, k, 0', [-0.169424, -0.296638, 1.0]], ['2, k, 1', [-0.213504, -0.00401627, 1.0]], ['2, k, 2', [-0.25709, 0.276866, 1.0]], ['2, k, 3', [-0.268513, 0.396135, 1.0]], ['2, k, 4', [-0.420113, 0.16964, 1.0]], ['2, k, 5', [-0.546082, -0.017144, 1.0]], ['2, k, 6', [-0.436231, -0.179868, 1.0]], ['2, k, 7', [-0.436787, -0.163879, 1.0]], ['2, k, 8', [-0.073141, 0.218476, 1.0]], ['2, k, 9', [0.152171, 0.102205, 1.0]], ['2, k, 10', [0.120677, -0.112517, 1.0]], ['2, k, 11', [0.0776168, -0.15085, 1.0]], ['2, k, 12', [-0.247191, -0.305641, 1.0]], ['2, k, 13', [-0.272827, -0.701164, 1.0]], ['2, k, 14', [-0.289891, -1.06647, 1.0]], ['2, k, 15', [-0.297166, -1.12529, 1.0]], ['2, k, 16', [-0.0863564, -0.278352, 1.0]], ['2, k, 17', [-0.0544179, -0.70084, 1.0]], ['2, k, 18', [-0.101274, -1.06323, 1.0]], ['2, k, 19', [-0.0963979, -1.11839, 1.0]], ['2, k, 20', [-0.24712, 0.208911, 1.0]], ['2, k, 21', [-0.405878, -0.208665, 1.0]], ['2, k, 22', [-0.396641, -0.14276, 1.0]], ['2, k, 23', [0.0553371, -0.231825, 1.0]], ['2, k, 24', [0.0301055, -0.105616, 1.0]]]
[['2, k, 0', [-0.176445, -0.295517, 1.0]], ['2, k, 1', [-0.213717, -0.00610349, 1.0]], ['2, k, 2', [-0.251473, 0.271343, 1.0]], ['2, k, 3', [-0.263399, 0.390431, 1.0]], ['2, k, 4', [-0.41729, 0.16734, 1.0]], ['2, k, 5', [-0.545905, -0.0171062, 1.0]], ['2, k, 6', [-0.435226, -0.173595, 1.0]], ['2, k, 7', [-0.431278, -0.16023, 1.0]], ['2, k, 8', [-0.0713739, 0.213043, 1.0]], ['2, k, 9', [0.151581, 0.0965821, 1.0]], ['2, k, 10', [0.117589, -0.114837, 1.0]], ['2, k, 11', [0.0681341, -0.163674, 1.0]], ['2, k, 12', [-0.254603, -0.303174, 1.0]], ['2, k, 13', [-0.274226, -0.701235, 1.0]], ['2, k, 14', [-0.290265, -1.06478, 1.0]], ['2, k, 15', [-0.297163, -1.12517, 1.0]], ['2, k, 16', [-0.0928292, -0.278598, 1.0]], ['2, k, 17', [-0.0570685, -0.698705, 1.0]], ['2, k, 18', [-0.101278, -1.06336, 1.0]], ['2, k, 19', [-0.0965792, -1.11851, 1.0]], ['2, k, 20', [-0.243525, 0.204358, 1.0]], ['2, k, 21', [-0.406354, -0.206332, 1.0]], ['2, k, 22', [-0.394145, -0.135616, 1.0]], ['2, k, 23', [0.0440969, -0.248167, 1.0]], ['2, k, 24', [0.0247069, -0.116973, 1.0]]]
[['2, k, 0', [-0.1781, -0.294798, 1.0]], ['2, k, 1', [-0.213646, -0.000966228, 1.0]], ['2, k, 2', [-0.242953, 0.30027, 1.0]], ['2, k, 3', [-0.258226, 0.412173, 1.0]], ['2, k, 4', [-0.412595, 0.165138, 1.0]], ['2, k, 5', [-0.546445, -0.0183366, 1.0]], ['2, k, 6', [-0.418655, -0.151405, 1.0]], ['2, k, 7', [-0.374808, -0.186253, 1.0]], ['2, k, 8', [-0.0697988, 0.213757, 1.0]], ['2, k, 9', [0.151654, 0.0898055, 1.0]], ['2, k, 10', [0.11469, -0.118939, 1.0]], ['2, k, 11', [0.0619751, -0.164515, 1.0]], ['2, k, 12', [-0.255599, -0.302479, 1.0]], ['2, k, 13', [-0.276396, -0.70195, 1.0]], ['2, k, 14', [-0.290857, -1.06481, 1.0]], ['2, k, 15', [-0.297099, -1.12516, 1.0]], ['2, k, 16', [-0.0951974, -0.277935, 1.0]], ['2, k, 17', [-0.0611627, -0.699129, 1.0]], ['2, k, 18', [-0.101193, -1.06345, 1.0]], ['2, k, 19', [-0.0965681, -1.11856, 1.0]], ['2, k, 20', [-0.236027, 0.228208, 1.0]], ['2, k, 21', [-0.352105, -0.255888, 1.0]], ['2, k, 22', [-0.333101, -0.18242, 1.0]], ['2, k, 23', [0.0389216, -0.25023, 1.0]], ['2, k, 24', [0.0338734, -0.111902, 1.0]]]
[['2, k, 0', [-0.183019, -0.294452, 1.0]], ['2, k, 1', [-0.21369, -0.000355945, 1.0]], ['2, k, 2', [-0.241321, 0.298182, 1.0]], ['2, k, 3', [-0.249291, 0.404534, 1.0]], ['2, k, 4', [-0.407967, 0.164086, 1.0]], ['2, k, 5', [-0.546588, -0.0191363, 1.0]], ['2, k, 6', [-0.417948, -0.152017, 1.0]], ['2, k, 7', [-0.377435, -0.187373, 1.0]], ['2, k, 8', [-0.0649251, 0.203494, 1.0]], ['2, k, 9', [0.151255, 0.0822074, 1.0]], ['2, k, 10', [0.111126, -0.123457, 1.0]], ['2, k, 11', [0.0558733, -0.165174, 1.0]], ['2, k, 12', [-0.260628, -0.301167, 1.0]], ['2, k, 13', [-0.280076, -0.705318, 1.0]], ['2, k, 14', [-0.290982, -1.06527, 1.0]], ['2, k, 15', [-0.297513, -1.12533, 1.0]], ['2, k, 16', [-0.0998151, -0.278645, 1.0]], ['2, k, 17', [-0.0647362, -0.699246, 1.0]], ['2, k, 18', [-0.101435, -1.06377, 1.0]], ['2, k, 19', [-0.0967078, -1.11863, 1.0]], ['2, k, 20', [-0.235073, 0.226734, 1.0]], ['2, k, 21', [-0.350579, -0.254312, 1.0]], ['2, k, 22', [-0.333003, -0.173192, 1.0]], ['2, k, 23', [0.0318347, -0.249321, 1.0]], ['2, k, 24', [0.0122765, -0.118973, 1.0]]]
[['2, k, 0', [-0.186029, -0.295058, 1.0]], ['2, k, 1', [-0.213467, -0.000344028, 1.0]], ['2, k, 2', [-0.237476, 0.294868, 1.0]], ['2, k, 3', [-0.241371, 0.398903, 1.0]], ['2, k, 4', [-0.401652, 0.163352, 1.0]], ['2, k, 5', [-0.547101, -0.019236, 1.0]], ['2, k, 6', [-0.421515, -0.151154, 1.0]], ['2, k, 7', [-0.382781, -0.187644, 1.0]], ['2, k, 8', [-0.0621724, 0.198069, 1.0]], ['2, k, 9', [0.150852, 0.0719612, 1.0]], ['2, k, 10', [0.105355, -0.129417, 1.0]], ['2, k, 11', [0.0490723, -0.168154, 1.0]], ['2, k, 12', [-0.263643, -0.300973, 1.0]], ['2, k, 13', [-0.283884, -0.707784, 1.0]], ['2, k, 14', [-0.290979, -1.06996, 1.0]], ['2, k, 15', [-0.296162, -1.12465, 1.0]], ['2, k, 16', [-0.102732, -0.280079, 1.0]], ['2, k, 17', [-0.0722933, -0.702575, 1.0]], ['2, k, 18', [-0.101547, -1.06406, 1.0]], ['2, k, 19', [-0.0968701, -1.11868, 1.0]], ['2, k, 20', [-0.232459, 0.224085, 1.0]], ['2, k, 21', [-0.356551, -0.254563, 1.0]], ['2, k, 22', [-0.337445, -0.18147, 1.0]], ['2, k, 23', [0.022547, -0.25071, 1.0]], ['2, k, 24', [0.0168749, -0.120549, 1.0]]]
[['2, k, 0', [-0.190149, -0.294983, 1.0]], ['2, k, 1', [-0.213093, -0.000654358, 1.0]], ['2, k, 2', [-0.230504, 0.288983, 1.0]], ['2, k, 3', [-0.232479, 0.392765, 1.0]], ['2, k, 4', [-0.3946, 0.162043, 1.0]], ['2, k, 5', [-0.549895, -0.0160505, 1.0]], ['2, k, 6', [-0.426155, -0.146584, 1.0]], ['2, k, 7', [-0.390735, -0.183383, 1.0]], ['2, k, 8', [-0.0582726, 0.192755, 1.0]], ['2, k, 9', [0.151263, 0.0624519, 1.0]], ['2, k, 10', [0.100793, -0.134947, 1.0]], ['2, k, 11', [0.0419042, -0.170341, 1.0]], ['2, k, 12', [-0.268156, -0.299459, 1.0]], ['2, k, 13', [-0.28693, -0.70917, 1.0]], ['2, k, 14', [-0.291484, -1.07113, 1.0]], ['2, k, 15', [-0.297505, -1.12504, 1.0]], ['2, k, 16', [-0.106415, -0.281293, 1.0]], ['2, k, 17', [-0.0764244, -0.703896, 1.0]], ['2, k, 18', [-0.101405, -1.06495, 1.0]], ['2, k, 19', [-0.0974235, -1.11908, 1.0]], ['2, k, 20', [-0.227418, 0.219324, 1.0]], ['2, k, 21', [-0.389029, -0.25411, 1.0]], ['2, k, 22', [-0.343528, -0.197973, 1.0]], ['2, k, 23', [0.0103263, -0.25225, 1.0]], ['2, k, 24', [0.000728366, -0.123655, 1.0]]]
[['2, k, 0', [-0.198205, -0.293182, 1.0]], ['2, k, 1', [-0.212881, -0.000902077, 1.0]], ['2, k, 2', [-0.223177, 0.283983, 1.0]], ['2, k, 3', [-0.222769, 0.387951, 1.0]], ['2, k, 4', [-0.391903, 0.162234, 1.0]], ['2, k, 5', [-0.552882, -0.00902763, 1.0]], ['2, k, 6', [-0.455312, -0.145848, 1.0]], ['2, k, 7', [-0.410192, -0.177294, 1.0]], ['2, k, 8', [-0.0544927, 0.186717, 1.0]], ['2, k, 9', [0.150401, 0.0524723, 1.0]], ['2, k, 10', [0.0971744, -0.140719, 1.0]], ['2, k, 11', [0.0340304, -0.173685, 1.0]], ['2, k, 12', [-0.277043, -0.295682, 1.0]], ['2, k, 13', [-0.289436, -0.711923, 1.0]], ['2, k, 14', [-0.291103, -1.06975, 1.0]], ['2, k, 15', [-0.297823, -1.12475, 1.0]], ['2, k, 16', [-0.113456, -0.281504, 1.0]], ['2, k, 17', [-0.0830954, -0.710996, 1.0]], ['2, k, 18', [-0.101884, -1.06662, 1.0]], ['2, k, 19', [-0.0984035, -1.11909, 1.0]], ['2, k, 20', [-0.222162, 0.215259, 1.0]], ['2, k, 21', [-0.39129, -0.253411, 1.0]], ['2, k, 22', [-0.367138, -0.168596, 1.0]], ['2, k, 23', [0.00494256, -0.264236, 1.0]], ['2, k, 24', [0.00323267, -0.125952, 1.0]]]
[['2, k, 0', [-0.203904, -0.294076, 1.0]], ['2, k, 1', [-0.212566, -0.00151499, 1.0]], ['2, k, 2', [-0.215788, 0.280943, 1.0]], ['2, k, 3', [-0.212755, 0.384498, 1.0]], ['2, k, 4', [-0.389144, 0.162206, 1.0]], ['2, k, 5', [-0.555021, -0.00291123, 1.0]], ['2, k, 6', [-0.458246, -0.145937, 1.0]], ['2, k, 7', [-0.415399, -0.182068, 1.0]], ['2, k, 8', [-0.0480372, 0.179079, 1.0]], ['2, k, 9', [0.150513, 0.0477982, 1.0]], ['2, k, 10', [0.0951502, -0.142947, 1.0]], ['2, k, 11', [0.0546642, -0.150375, 1.0]], ['2, k, 12', [-0.282177, -0.295329, 1.0]], ['2, k, 13', [-0.295272, -0.71975, 1.0]], ['2, k, 14', [-0.291125, -1.07095, 1.0]], ['2, k, 15', [-0.297703, -1.12454, 1.0]], ['2, k, 16', [-0.119621, -0.283897, 1.0]], ['2, k, 17', [-0.0882628, -0.713332, 1.0]], ['2, k, 18', [-0.101919, -1.06677, 1.0]], ['2, k, 19', [-0.0990534, -1.11925, 1.0]], ['2, k, 20', [-0.216576, 0.21228, 1.0]], ['2, k, 21', [-0.393651, -0.254429, 1.0]], ['2, k, 22', [-0.365069, -0.172449, 1.0]], ['2, k, 23', [0.0103744, -0.231805, 1.0]], ['2, k, 24', [0.0312649, -0.111432, 1.0]]]
