[['2, k, 0', [-0.1752016, -0.1291343, 1.0]], ['2, k, 1', [-0.1764055, 0.1176139, 1.0]], ['2, k, 2', [-0.176819, 0.3583751, 1.0]], ['2, k, 3', [-0.1662857, 0.4849998, 1.0]], ['2, k, 4', [-0.3148325, 0.2510451, 1.0]], ['2, k, 5', [-0.3811466, 0.007616721, 1.0]], ['2, k, 6', [-0.3967097, -0.1864787, 1.0]], ['2, k, 7', [-0.4119357, -0.2356543, 1.0]], ['2, k, 8', [-0.02020514, 0.2507922, 1.0]], ['2, k, 9', [0.02904074, 0.0338561, 1.0]], ['2, k, 10', [-0.002983388, -0.1189438, 1.0]], ['2, k, 11', [-0.02100005, -0.1671518, 1.0]], ['2, k, 12', [-0.2417227, -0.1272779, 1.0]], ['2, k, 13', [-0.2677442, -0.2669664, 1.0]], ['2, k, 14', [-0.2531966, -0.6038011, 1.0]], ['2, k, 15', [-0.2480898, -0.6649625, 1.0]], ['2, k, 16', [-0.1050239, -0.1285148, 1.0]], ['2, k, 17', [0.02168087, -0.2515889, 1.0]], ['2, k, 18', [0.01379462, -0.6011773, 1.0]], ['2, k, 19', [0.02461736, -0.6633236, 1.0]], ['2, k, 20', [-0.1769352, 0.2989383, 1.0]], ['2, k, 21', [-0.4299414, -0.3104662, 1.0]], ['2, k, 22', [-0.3710585, -0.2283696, 1.0]], ['2, k, 23', [-0.03039853, -0.2230144, 1.0]], ['2, k, 24', [0.02085008, -0.1649035, 1.0]]]
[['2, k, 0', [-0.1885993, -0.117655, 1.0]], ['2, k, 1', [-0.1862212, 0.1264158, 1.0]], ['2, k, 2', [-0.1846504, 0.3668857, 1.0]], ['2, k, 3', [-0.1725293, 0.4896078, 1.0]], ['2, k, 4', [-0.3022839, 0.2879757, 1.0]], ['2, k, 5', [-0.3460066, 0.5269852, 1.0]], ['2, k, 6', [-0.3031173, 0.7549911, 1.0]], ['2, k, 7', [-0.2961271, 0.820041, 1.0]], ['2, k, 8', [-0.02938004, 0.2552997, 1.0]], ['2, k, 9', [0.02540735, 0.04511332, 1.0]], ['2, k, 10', [0.002638854, -0.1192233, 1.0]], ['2, k, 11', [-0.02163999, -0.143333, 1.0]], ['2, k, 12', [-0.2556767, -0.1112162, 1.0]], ['2, k, 13', [-0.2659641, -0.2658626, 1.0]], ['2, k, 14', [-0.2521285, -0.603856, 1.0]], ['2, k, 15', [-0.2481408, -0.6648698, 1.0]], ['2, k, 16', [-0.1174743, -0.1213222, 1.0]], ['2, k, 17', [0.02333248, -0.2535093, 1.0]], ['2, k, 18', [0.01452052, -0.5979644, 1.0]], ['2, k, 19', [0.02542468, -0.6605408, 1.0]], ['2, k, 20', [-0.1851362, 0.3072848, 1.0]], ['2, k, 21', [-0.2804397, 0.8761955, 1.0]], ['2, k, 22', [-0.2512337, 0.7948649, 1.0]], ['2, k, 23', [-0.05189072, -0.1991652, 1.0]], ['2, k, 24', [0.01915589, -0.1478714, 1.0]]]
[['2, k, 0', [-0.1885896, -0.1169023, 1.0]], ['2, k, 1', [-0.1877001, 0.1281776, 1.0]], ['2, k, 2', [-0.1880946, 0.3693499, 1.0]], ['2, k, 3', [-0.1735751, 0.4905426, 1.0]], ['2, k, 4', [-0.3031876, 0.2889729, 1.0]], ['2, k, 5', [-0.3400878, 0.545646, 1.0]], ['2, k, 6', [-0.299854, 0.7655438, 1.0]], ['2, k, 7', [-0.2959352, 0.8341917, 1.0]], ['2, k, 8', [-0.02969175, 0.2554549, 1.0]], ['2, k, 9', [0.02539821, 0.0449836, 1.0]], ['2, k, 10', [0.00237291, -0.119372, 1.0]], ['2, k, 11', [-0.01961517, -0.1399516, 1.0]], ['2, k, 12', [-0.2556956, -0.11059, 1.0]], ['2, k, 13', [-0.2659357, -0.265803, 1.0]], ['2, k, 14', [-0.2517284, -0.6031157, 1.0]], ['2, k, 15', [-0.2482858, -0.6648477, 1.0]], ['2, k, 16', [-0.1174068, -0.1204748, 1.0]], ['2, k, 17', [0.02329105, -0.2534227, 1.0]], ['2, k, 18', [0.01457493, -0.5983342, 1.0]], ['2, k, 19', [0.02547211, -0.6605483, 1.0]], ['2, k, 20', [-0.1880617, 0.309663, 1.0]], ['2, k, 21', [-0.2850362, 0.8849944, 1.0]], ['2, k, 22', [-0.2532582, 0.8053423, 1.0]], ['2, k, 23', [-0.03861081, -0.1949655, 1.0]], ['2, k, 24', [0.01867194, -0.1447613, 1.0]]]
[['2, k, 0', [-0.1884099, -0.1169309, 1.0]], ['2, k, 1', [-0.1875534, 0.1283051, 1.0]], ['2, k, 2', [-0.1876577, 0.3695433, 1.0]], ['2, k, 3', [-0.1802343, 0.4911517, 1.0]], ['2, k, 4', [-0.30315, 0.2882497, 1.0]], ['2, k, 5', [-0.3465822, 0.527279, 1.0]], ['2, k, 6', [-0.297347, 0.7742336, 1.0]], ['2, k, 7', [-0.2933908, 0.8426975, 1.0]], ['2, k, 8', [-0.02983925, 0.2550246, 1.0]], ['2, k, 9', [0.02570593, 0.04425316, 1.0]], ['2, k, 10', [0.006997618, -0.1281365, 1.0]], ['2, k, 11', [-0.01671179, -0.1710584, 1.0]], ['2, k, 12', [-0.2555968, -0.1106628, 1.0]], ['2, k, 13', [-0.2661088, -0.2649782, 1.0]], ['2, k, 14', [-0.2518354, -0.6008075, 1.0]], ['2, k, 15', [-0.2489441, -0.6642272, 1.0]], ['2, k, 16', [-0.1171254, -0.1204713, 1.0]], ['2, k, 17', [0.02331939, -0.2533976, 1.0]], ['2, k, 18', [0.01466842, -0.5981784, 1.0]], ['2, k, 19', [0.02547155, -0.6604543, 1.0]], ['2, k, 20', [-0.1877514, 0.309833, 1.0]], ['2, k, 21', [-0.2779374, 0.8969308, 1.0]], ['2, k, 22', [-0.24805, 0.821543, 1.0]], ['2, k, 23', [-0.02573899, -0.2255009, 1.0]], ['2, k, 24', [0.0268172, -0.1628359, 1.0]]]
[['2, k, 0', [-0.1885215, -0.116616, 1.0]], ['2, k, 1', [-0.188171, 0.1288611, 1.0]], ['2, k, 2', [-0.1884995, 0.3700289, 1.0]], ['2, k, 3', [-0.1926558, 0.4899886, 1.0]], ['2, k, 4', [-0.3038117, 0.288798, 1.0]], ['2, k, 5', [-0.3468731, 0.5447903, 1.0]], ['2, k, 6', [-0.2962944, 0.7816513, 1.0]], ['2, k, 7', [-0.293396, 0.8481016, 1.0]], ['2, k, 8', [-0.03051514, 0.2549824, 1.0]], ['2, k, 9', [0.02608069, 0.04418419, 1.0]], ['2, k, 10', [0.001952328, -0.1191425, 1.0]], ['2, k, 11', [-0.02089311, -0.1456902, 1.0]], ['2, k, 12', [-0.2557275, -0.1103237, 1.0]], ['2, k, 13', [-0.2661937, -0.2646873, 1.0]], ['2, k, 14', [-0.251637, -0.601046, 1.0]], ['2, k, 15', [-0.2490076, -0.6645362, 1.0]], ['2, k, 16', [-0.1172093, -0.1202131, 1.0]], ['2, k, 17', [0.02334817, -0.2533863, 1.0]], ['2, k, 18', [0.01452687, -0.5982723, 1.0]], ['2, k, 19', [0.02553118, -0.6606195, 1.0]], ['2, k, 20', [-0.1885459, 0.310369, 1.0]], ['2, k, 21', [-0.2779277, 0.9030481, 1.0]], ['2, k, 22', [-0.2499062, 0.8194323, 1.0]], ['2, k, 23', [-0.04419872, -0.1992499, 1.0]], ['2, k, 24', [0.02105595, -0.1416215, 1.0]]]
[['2, k, 0', [-0.1881663, -0.116068, 1.0]], ['2, k, 1', [-0.1879533, 0.1296147, 1.0]], ['2, k, 2', [-0.1882368, 0.3708215, 1.0]], ['2, k, 3', [-0.1912835, 0.4909153, 1.0]], ['2, k, 4', [-0.3046147, 0.2892723, 1.0]], ['2, k, 5', [-0.3496498, 0.5457146, 1.0]], ['2, k, 6', [-0.2964916, 0.7832762, 1.0]], ['2, k, 7', [-0.2898283, 0.8515868, 1.0]], ['2, k, 8', [-0.03071771, 0.2551757, 1.0]], ['2, k, 9', [0.02666717, 0.04393271, 1.0]], ['2, k, 10', [0.002671711, -0.1194385, 1.0]], ['2, k, 11', [-0.0201949, -0.1469262, 1.0]], ['2, k, 12', [-0.2554298, -0.1098398, 1.0]], ['2, k, 13', [-0.2661268, -0.2646234, 1.0]], ['2, k, 14', [-0.2511893, -0.6018612, 1.0]], ['2, k, 15', [-0.2487284, -0.6648794, 1.0]], ['2, k, 16', [-0.1168006, -0.1196318, 1.0]], ['2, k, 17', [0.02332268, -0.2534575, 1.0]], ['2, k, 18', [0.01458314, -0.5983112, 1.0]], ['2, k, 19', [0.02539195, -0.6606477, 1.0]], ['2, k, 20', [-0.1882932, 0.3111769, 1.0]], ['2, k, 21', [-0.272423, 0.9095001, 1.0]], ['2, k, 22', [-0.2418133, 0.8307375, 1.0]], ['2, k, 23', [-0.04163764, -0.20155, 1.0]], ['2, k, 24', [0.019265, -0.1490212, 1.0]]]
[['2, k, 0', [-0.1874619, -0.1159989, 1.0]], ['2, k, 1', [-0.1878387, 0.1297791, 1.0]], ['2, k, 2', [-0.1882932, 0.3709741, 1.0]], ['2, k, 3', [-0.1955042, 0.488533, 1.0]], ['2, k, 4', [-0.3043552, 0.2884485, 1.0]], ['2, k, 5', [-0.3505501, 0.5466573, 1.0]], ['2, k, 6', [-0.2966807, 0.7835075, 1.0]], ['2, k, 7', [-0.2905016, 0.8549843, 1.0]], ['2, k, 8', [-0.03102939, 0.2555913, 1.0]], ['2, k, 9', [0.02741232, 0.04500632, 1.0]], ['2, k, 10', [0.003473325, -0.1183179, 1.0]], ['2, k, 11', [-0.01942233, -0.1453633, 1.0]], ['2, k, 12', [-0.2549534, -0.1098701, 1.0]], ['2, k, 13', [-0.2660573, -0.2644691, 1.0]], ['2, k, 14', [-0.2510061, -0.6021822, 1.0]], ['2, k, 15', [-0.2488722, -0.6650311, 1.0]], ['2, k, 16', [-0.1158289, -0.1194331, 1.0]], ['2, k, 17', [0.02340342, -0.253573, 1.0]], ['2, k, 18', [0.01479684, -0.5981849, 1.0]], ['2, k, 19', [0.0237962, -0.6598942, 1.0]], ['2, k, 20', [-0.1883163, 0.3113321, 1.0]], ['2, k, 21', [-0.2725364, 0.9137824, 1.0]], ['2, k, 22', [-0.2475882, 0.8196008, 1.0]], ['2, k, 23', [-0.04186418, -0.2022753, 1.0]], ['2, k, 24', [0.02143347, -0.1485287, 1.0]]]
[['2, k, 0', [-0.1873514, -0.1159836, 1.0]], ['2, k, 1', [-0.1871414, 0.1293329, 1.0]], ['2, k, 2', [-0.1862416, 0.369333, 1.0]], ['2, k, 3', [-0.1963727, 0.4878482, 1.0]], ['2, k, 4', [-0.3048228, 0.2894012, 1.0]], ['2, k, 5', [-0.3533517, 0.5459344, 1.0]], ['2, k, 6', [-0.2967269, 0.7843358, 1.0]], ['2, k, 7', [-0.289956, 0.8560611, 1.0]], ['2, k, 8', [-0.03113877, 0.2558417, 1.0]], ['2, k, 9', [0.02787766, 0.04467152, 1.0]], ['2, k, 10', [0.00313377, -0.1191343, 1.0]], ['2, k, 11', [-0.0214555, -0.1460306, 1.0]], ['2, k, 12', [-0.2546313, -0.1098876, 1.0]], ['2, k, 13', [-0.2660357, -0.2644565, 1.0]], ['2, k, 14', [-0.2506545, -0.6035066, 1.0]], ['2, k, 15', [-0.2469618, -0.6660392, 1.0]], ['2, k, 16', [-0.1158332, -0.1194158, 1.0]], ['2, k, 17', [0.02341086, -0.2535662, 1.0]], ['2, k, 18', [0.01491179, -0.5982219, 1.0]], ['2, k, 19', [0.02336347, -0.6618764, 1.0]], ['2, k, 20', [-0.1866774, 0.3100864, 1.0]], ['2, k, 21', [-0.2756566, 0.9168869, 1.0]], ['2, k, 22', [-0.2464947, 0.8222549, 1.0]], ['2, k, 23', [-0.04432868, -0.2031461, 1.0]], ['2, k, 24', [0.01637223, -0.1408103, 1.0]]]
[['2, k, 0', [-0.1860487, -0.1166678, 1.0]], ['2, k, 1', [-0.1855937, 0.1284494, 1.0]], ['2, k, 2', [-0.1844328, 0.3682256, 1.0]], ['2, k, 3', [-0.1967162, 0.4858772, 1.0]], ['2, k, 4', [-0.3039617, 0.2875915, 1.0]], ['2, k, 5', [-0.3544838, 0.5457007, 1.0]], ['2, k, 6', [-0.293227, 0.7843871, 1.0]], ['2, k, 7', [-0.2951195, 0.8542302, 1.0]], ['2, k, 8', [-0.03130809, 0.2557467, 1.0]], ['2, k, 9', [0.02929439, 0.04312246, 1.0]], ['2, k, 10', [0.003652248, -0.1208605, 1.0]], ['2, k, 11', [-0.02007397, -0.1471101, 1.0]], ['2, k, 12', [-0.2531125, -0.1108705, 1.0]], ['2, k, 13', [-0.2660384, -0.2644574, 1.0]], ['2, k, 14', [-0.2506846, -0.6033939, 1.0]], ['2, k, 15', [-0.2478458, -0.6660323, 1.0]], ['2, k, 16', [-0.1147907, -0.1198355, 1.0]], ['2, k, 17', [0.02339517, -0.2535964, 1.0]], ['2, k, 18', [0.01499112, -0.5979555, 1.0]], ['2, k, 19', [0.02369018, -0.6618349, 1.0]], ['2, k, 20', [-0.1849171, 0.309037, 1.0]], ['2, k, 21', [-0.2834398, 0.9155315, 1.0]], ['2, k, 22', [-0.2537374, 0.8255771, 1.0]], ['2, k, 23', [-0.04592997, -0.1996831, 1.0]], ['2, k, 24', [0.02115972, -0.14685, 1.0]]]
[['2, k, 0', [-0.1857408, -0.1165106, 1.0]], ['2, k, 1', [-0.1854732, 0.1286869, 1.0]], ['2, k, 2', [-0.1844248, 0.3686955, 1.0]], ['2, k, 3', [-0.1966231, 0.4859173, 1.0]], ['2, k, 4', [-0.3039927, 0.2880197, 1.0]], ['2, k, 5', [-0.3551928, 0.5461374, 1.0]], ['2, k, 6', [-0.2933605, 0.7840683, 1.0]], ['2, k, 7', [-0.2964715, 0.8536864, 1.0]], ['2, k, 8', [-0.0314379, 0.2557891, 1.0]], ['2, k, 9', [0.02936476, 0.04268232, 1.0]], ['2, k, 10', [0.004927337, -0.1191934, 1.0]], ['2, k, 11', [-0.01802897, -0.1483133, 1.0]], ['2, k, 12', [-0.2528369, -0.1107153, 1.0]], ['2, k, 13', [-0.2661005, -0.2643764, 1.0]], ['2, k, 14', [-0.2511761, -0.6031756, 1.0]], ['2, k, 15', [-0.2466588, -0.6650884, 1.0]], ['2, k, 16', [-0.1144765, -0.1196889, 1.0]], ['2, k, 17', [0.02349549, -0.2538864, 1.0]], ['2, k, 18', [0.01498893, -0.5979626, 1.0]], ['2, k, 19', [0.02371779, -0.6618852, 1.0]], ['2, k, 20', [-0.1848706, 0.3094212, 1.0]], ['2, k, 21', [-0.2815349, 0.9160072, 1.0]], ['2, k, 22', [-0.2510949, 0.8248985, 1.0]], ['2, k, 23', [-0.04220818, -0.2008954, 1.0]], ['2, k, 24', [0.02386347, -0.1519426, 1.0]]]
[['2, k, 0', [-0.18531, -0.1164486, 1.0]], ['2, k, 1', [-0.185347, 0.128897, 1.0]], ['2, k, 2', [-0.1845127, 0.3691457, 1.0]], ['2, k, 3', [-0.189027, 0.488044, 1.0]], ['2, k, 4', [-0.3039716, 0.2876718, 1.0]], ['2, k, 5', [-0.3548593, 0.5241528, 1.0]], ['2, k, 6', [-0.2939014, 0.784463, 1.0]], ['2, k, 7', [-0.300894, 0.853129, 1.0]], ['2, k, 8', [-0.03139962, 0.2557889, 1.0]], ['2, k, 9', [0.02952307, 0.04291856, 1.0]], ['2, k, 10', [0.005022852, -0.1196726, 1.0]], ['2, k, 11', [-0.0206934, -0.1476994, 1.0]], ['2, k, 12', [-0.2525707, -0.1106652, 1.0]], ['2, k, 13', [-0.2660919, -0.2643408, 1.0]], ['2, k, 14', [-0.2510361, -0.602538, 1.0]], ['2, k, 15', [-0.2480003, -0.6643745, 1.0]], ['2, k, 16', [-0.113873, -0.119626, 1.0]], ['2, k, 17', [0.02325778, -0.2537495, 1.0]], ['2, k, 18', [0.01494448, -0.5982516, 1.0]], ['2, k, 19', [0.02615734, -0.6641952, 1.0]], ['2, k, 20', [-0.1848901, 0.3097886, 1.0]], ['2, k, 21', [-0.2908264, 0.9130855, 1.0]], ['2, k, 22', [-0.2540423, 0.842418, 1.0]], ['2, k, 23', [-0.04120305, -0.2002097, 1.0]], ['2, k, 24', [0.01940121, -0.1466712, 1.0]]]
[['2, k, 0', [-0.1854574, -0.1164516, 1.0]], ['2, k, 1', [-0.1853065, 0.1288213, 1.0]], ['2, k, 2', [-0.1837858, 0.368756, 1.0]], ['2, k, 3', [-0.1877199, 0.4879727, 1.0]], ['2, k, 4', [-0.3043917, 0.2891118, 1.0]], ['2, k, 5', [-0.361192, 0.5503973, 1.0]], ['2, k, 6', [-0.2971511, 0.7859466, 1.0]], ['2, k, 7', [-0.3043953, 0.8528656, 1.0]], ['2, k, 8', [-0.03134992, 0.255722, 1.0]], ['2, k, 9', [0.02975306, 0.04239995, 1.0]], ['2, k, 10', [0.005178548, -0.1204769, 1.0]], ['2, k, 11', [-0.01602178, -0.1481945, 1.0]], ['2, k, 12', [-0.2526779, -0.1106233, 1.0]], ['2, k, 13', [-0.2661656, -0.2642142, 1.0]], ['2, k, 14', [-0.2509074, -0.6025773, 1.0]], ['2, k, 15', [-0.2477497, -0.6637388, 1.0]], ['2, k, 16', [-0.1141008, -0.1196974, 1.0]], ['2, k, 17', [0.02329751, -0.2537161, 1.0]], ['2, k, 18', [0.01445645, -0.5981741, 1.0]], ['2, k, 19', [0.02410747, -0.6611214, 1.0]], ['2, k, 20', [-0.1843953, 0.3095115, 1.0]], ['2, k, 21', [-0.2879415, 0.9109818, 1.0]], ['2, k, 22', [-0.2572751, 0.8294687, 1.0]], ['2, k, 23', [-0.04084298, -0.1977079, 1.0]], ['2, k, 24', [0.02207633, -0.1496883, 1.0]]]
[['2, k, 0', [-0.1852379, -0.1165188, 1.0]], ['2, k, 1', [-0.185268, 0.1288904, 1.0]], ['2, k, 2', [-0.1839484, 0.3691312, 1.0]], ['2, k, 3', [-0.1863986, 0.4880401, 1.0]], ['2, k, 4', [-0.3041054, 0.2882559, 1.0]], ['2, k, 5', [-0.3587352, 0.5223262, 1.0]], ['2, k, 6', [-0.3176699, 0.7772363, 1.0]], ['2, k, 7', [-0.3123809, 0.8488008, 1.0]], ['2, k, 8', [-0.03126671, 0.2554789, 1.0]], ['2, k, 9', [0.02958224, 0.04186037, 1.0]], ['2, k, 10', [0.004904403, -0.1224799, 1.0]], ['2, k, 11', [-0.01692401, -0.1462271, 1.0]], ['2, k, 12', [-0.2525463, -0.1106775, 1.0]], ['2, k, 13', [-0.2662093, -0.2641819, 1.0]], ['2, k, 14', [-0.2510103, -0.6021193, 1.0]], ['2, k, 15', [-0.2478098, -0.6637506, 1.0]], ['2, k, 16', [-0.1137756, -0.1197785, 1.0]], ['2, k, 17', [0.02334367, -0.2538165, 1.0]], ['2, k, 18', [0.01463321, -0.6001152, 1.0]], ['2, k, 19', [0.02468555, -0.6647886, 1.0]], ['2, k, 20', [-0.1844707, 0.309773, 1.0]], ['2, k, 21', [-0.3028412, 0.906344, 1.0]], ['2, k, 22', [-0.2663058, 0.8394164, 1.0]], ['2, k, 23', [-0.04504742, -0.1999864, 1.0]], ['2, k, 24', [0.02264675, -0.1494153, 1.0]]]
[['2, k, 0', [-0.1851863, -0.1163701, 1.0]], ['2, k, 1', [-0.1852177, 0.1289384, 1.0]], ['2, k, 2', [-0.183929, 0.3689878, 1.0]], ['2, k, 3', [-0.1856862, 0.4879599, 1.0]], ['2, k, 4', [-0.304917, 0.2894677, 1.0]], ['2, k, 5', [-0.3591579, 0.525519, 1.0]], ['2, k, 6', [-0.3155791, 0.778394, 1.0]], ['2, k, 7', [-0.3140946, 0.8416849, 1.0]], ['2, k, 8', [-0.03115074, 0.2553944, 1.0]], ['2, k, 9', [0.0302751, 0.04044794, 1.0]], ['2, k, 10', [0.005440767, -0.1241274, 1.0]], ['2, k, 11', [-0.01756709, -0.1465179, 1.0]], ['2, k, 12', [-0.2524088, -0.1105104, 1.0]], ['2, k, 13', [-0.2662092, -0.2641753, 1.0]], ['2, k, 14', [-0.2500782, -0.6030478, 1.0]], ['2, k, 15', [-0.2480514, -0.6654102, 1.0]], ['2, k, 16', [-0.1137974, -0.1196295, 1.0]], ['2, k, 17', [0.02336907, -0.2538301, 1.0]], ['2, k, 18', [0.01429691, -0.6031353, 1.0]], ['2, k, 19', [0.02470908, -0.6654779, 1.0]], ['2, k, 20', [-0.1844291, 0.3097068, 1.0]], ['2, k, 21', [-0.3065942, 0.8978393, 1.0]], ['2, k, 22', [-0.2701022, 0.8312182, 1.0]], ['2, k, 23', [-0.04603016, -0.2000969, 1.0]], ['2, k, 24', [0.02233576, -0.1479847, 1.0]]]
[['2, k, 0', [-0.1848419, -0.115386, 1.0]], ['2, k, 1', [-0.1848626, 0.1295466, 1.0]], ['2, k, 2', [-0.1835365, 0.3693978, 1.0]], ['2, k, 3', [-0.1815384, 0.4934628, 1.0]], ['2, k, 4', [-0.3053292, 0.2929716, 1.0]], ['2, k, 5', [-0.3556575, 0.5484934, 1.0]], ['2, k, 6', [-0.3160956, 0.7761465, 1.0]], ['2, k, 7', [-0.3156222, 0.8345274, 1.0]], ['2, k, 8', [-0.03107638, 0.2556689, 1.0]], ['2, k, 9', [0.03023005, 0.04072942, 1.0]], ['2, k, 10', [0.005277791, -0.1234778, 1.0]], ['2, k, 11', [-0.01761395, -0.1477016, 1.0]], ['2, k, 12', [-0.2518257, -0.1093414, 1.0]], ['2, k, 13', [-0.2662711, -0.2642101, 1.0]], ['2, k, 14', [-0.2502892, -0.6032073, 1.0]], ['2, k, 15', [-0.2472897, -0.6646138, 1.0]], ['2, k, 16', [-0.1136429, -0.1187039, 1.0]], ['2, k, 17', [0.02339633, -0.2538603, 1.0]], ['2, k, 18', [0.01421492, -0.6036512, 1.0]], ['2, k, 19', [0.02503388, -0.6665483, 1.0]], ['2, k, 20', [-0.1840421, 0.3101746, 1.0]], ['2, k, 21', [-0.3045132, 0.8914773, 1.0]], ['2, k, 22', [-0.2717976, 0.8046216, 1.0]], ['2, k, 23', [-0.04171126, -0.2018429, 1.0]], ['2, k, 24', [0.01880603, -0.1503292, 1.0]]]
[['2, k, 0', [-0.1849468, -0.1151844, 1.0]], ['2, k, 1', [-0.1858816, 0.1302745, 1.0]], ['2, k, 2', [-0.1866895, 0.3709432, 1.0]], ['2, k, 3', [-0.1788008, 0.494199, 1.0]], ['2, k, 4', [-0.3053951, 0.2932241, 1.0]], ['2, k, 5', [-0.3552957, 0.5472271, 1.0]], ['2, k, 6', [-0.3202936, 0.768521, 1.0]], ['2, k, 7', [-0.3170774, 0.8247345, 1.0]], ['2, k, 8', [-0.03074874, 0.2554379, 1.0]], ['2, k, 9', [0.02996447, 0.04074726, 1.0]], ['2, k, 10', [0.005187147, -0.1233281, 1.0]], ['2, k, 11', [-0.02016711, -0.1471127, 1.0]], ['2, k, 12', [-0.2519074, -0.1090897, 1.0]], ['2, k, 13', [-0.2662672, -0.2640638, 1.0]], ['2, k, 14', [-0.2503415, -0.6037624, 1.0]], ['2, k, 15', [-0.2473792, -0.6651552, 1.0]], ['2, k, 16', [-0.1137753, -0.1185598, 1.0]], ['2, k, 17', [0.02349678, -0.2538808, 1.0]], ['2, k, 18', [0.01409042, -0.6005753, 1.0]], ['2, k, 19', [0.0260096, -0.6645639, 1.0]], ['2, k, 20', [-0.1865443, 0.3114975, 1.0]], ['2, k, 21', [-0.3053626, 0.8810408, 1.0]], ['2, k, 22', [-0.2733721, 0.7992262, 1.0]], ['2, k, 23', [-0.04141479, -0.2025904, 1.0]], ['2, k, 24', [0.01175218, -0.1488158, 1.0]]]
[['2, k, 0', [-0.1855208, -0.1149246, 1.0]], ['2, k, 1', [-0.1870597, 0.1307141, 1.0]], ['2, k, 2', [-0.1884884, 0.3714687, 1.0]], ['2, k, 3', [-0.1774647, 0.495594, 1.0]], ['2, k, 4', [-0.3054928, 0.2932362, 1.0]], ['2, k, 5', [-0.3536322, 0.5432496, 1.0]], ['2, k, 6', [-0.3238651, 0.7505765, 1.0]], ['2, k, 7', [-0.3169515, 0.8143095, 1.0]], ['2, k, 8', [-0.03034157, 0.2550622, 1.0]], ['2, k, 9', [0.029732, 0.04106897, 1.0]], ['2, k, 10', [0.005387655, -0.1222601, 1.0]], ['2, k, 11', [-0.01906772, -0.1469315, 1.0]], ['2, k, 12', [-0.2524701, -0.1087685, 1.0]], ['2, k, 13', [-0.2661864, -0.264151, 1.0]], ['2, k, 14', [-0.250349, -0.6036403, 1.0]], ['2, k, 15', [-0.247196, -0.6646549, 1.0]], ['2, k, 16', [-0.1144389, -0.1183724, 1.0]], ['2, k, 17', [0.02360019, -0.2541337, 1.0]], ['2, k, 18', [0.01407815, -0.6005605, 1.0]], ['2, k, 19', [0.02634031, -0.6645209, 1.0]], ['2, k, 20', [-0.1881963, 0.3120114, 1.0]], ['2, k, 21', [-0.3066799, 0.8724242, 1.0]], ['2, k, 22', [-0.2727613, 0.7846202, 1.0]], ['2, k, 23', [-0.04145142, -0.1986822, 1.0]], ['2, k, 24', [0.01941564, -0.1478465, 1.0]]]
[['2, k, 0', [-0.1856782, -0.1149509, 1.0]], ['2, k, 1', [-0.1875906, 0.1307168, 1.0]], ['2, k, 2', [-0.1893874, 0.3714629, 1.0]], ['2, k, 3', [-0.1759402, 0.4958094, 1.0]], ['2, k, 4', [-0.3051533, 0.2921651, 1.0]], ['2, k, 5', [-0.3576871, 0.5242613, 1.0]], ['2, k, 6', [-0.3229683, 0.7286366, 1.0]], ['2, k, 7', [-0.3151598, 0.7927496, 1.0]], ['2, k, 8', [-0.03011628, 0.2546311, 1.0]], ['2, k, 9', [0.02923989, 0.04093858, 1.0]], ['2, k, 10', [0.006882178, -0.121439, 1.0]], ['2, k, 11', [-0.01853051, -0.1674727, 1.0]], ['2, k, 12', [-0.2526593, -0.1087262, 1.0]], ['2, k, 13', [-0.2662723, -0.2640155, 1.0]], ['2, k, 14', [-0.2503982, -0.6035978, 1.0]], ['2, k, 15', [-0.2471415, -0.6648057, 1.0]], ['2, k, 16', [-0.1145911, -0.11848, 1.0]], ['2, k, 17', [0.02358603, -0.253966, 1.0]], ['2, k, 18', [0.01432053, -0.6007863, 1.0]], ['2, k, 19', [0.0262775, -0.6649445, 1.0]], ['2, k, 20', [-0.1890178, 0.3120127, 1.0]], ['2, k, 21', [-0.308785, 0.8516058, 1.0]], ['2, k, 22', [-0.2670666, 0.7746063, 1.0]], ['2, k, 23', [-0.03094336, -0.2199684, 1.0]], ['2, k, 24', [0.02526295, -0.1618917, 1.0]]]
