[['2, k, 0', [-0.20805, -0.276297, 1.0]], ['2, k, 1', [-0.206217, 0.0143318, 1.0]], ['2, k, 2', [-0.20347, 0.298539, 1.0]], ['2, k, 3', [-0.211304, 0.427561, 1.0]], ['2, k, 4', [-0.383946, 0.178669, 1.0]], ['2, k, 5', [-0.440228, -0.0423605, 1.0]], ['2, k, 6', [-0.481547, -0.227602, 1.0]], ['2, k, 7', [-0.4873, -0.298147, 1.0]], ['2, k, 8', [-0.0469307, 0.170555, 1.0]], ['2, k, 9', [-0.0102311, -0.0627773, 1.0]], ['2, k, 10', [0.0073038, -0.249484, 1.0]], ['2, k, 11', [0.00946159, -0.316629, 1.0]], ['2, k, 12', [-0.282207, -0.271008, 1.0]], ['2, k, 13', [-0.308097, -0.615202, 1.0]], ['2, k, 14', [-0.310679, -0.964362, 1.0]], ['2, k, 15', [-0.332764, -1.02539, 1.0]], ['2, k, 16', [-0.128782, -0.274829, 1.0]], ['2, k, 17', [-0.0677414, -0.629691, 1.0]], ['2, k, 18', [-0.0539249, -0.963492, 1.0]], ['2, k, 19', [-0.0518188, -1.02539, 1.0]], ['2, k, 20', [-0.204323, 0.228389, 1.0]], ['2, k, 21', [-0.473233, -0.341015, 1.0]], ['2, k, 22', [-0.416766, -0.326286, 1.0]], ['2, k, 23', [-0.0115236, -0.363178, 1.0]], ['2, k, 24', [0.0897057, -0.331882, 1.0]]]
[['2, k, 0', [-0.193876, -0.215452, 1.0]], ['2, k, 1', [-0.21925, 0.0565765, 1.0]], ['2, k, 2', [-0.246165, 0.325148, 1.0]], ['2, k, 3', [-0.300385, 0.425534, 1.0]], ['2, k, 4', [-0.400533, 0.231052, 1.0]], ['2, k, 5', [-0.590473, 0.322174, 1.0]], ['2, k, 6', [-0.710684, 0.467123, 1.0]], ['2, k, 7', [-0.76119, 0.528315, 1.0]], ['2, k, 8', [-0.113727, 0.279143, 1.0]], ['2, k, 9', [-0.195733, 0.531996, 1.0]], ['2, k, 10', [-0.328573, 0.749219, 1.0]], ['2, k, 11', [-0.360805, 0.802929, 1.0]], ['2, k, 12', [-0.257325, -0.217595, 1.0]], ['2, k, 13', [-0.308835, -0.590994, 1.0]], ['2, k, 14', [-0.309011, -0.956707, 1.0]], ['2, k, 15', [-0.327298, -1.01826, 1.0]], ['2, k, 16', [-0.126361, -0.20873, 1.0]], ['2, k, 17', [-0.059666, -0.603704, 1.0]], ['2, k, 18', [-0.0500429, -0.952362, 1.0]], ['2, k, 19', [-0.049141, -1.02239, 1.0]], ['2, k, 20', [-0.239555, 0.258786, 1.0]], ['2, k, 21', [-0.784429, 0.574414, 1.0]], ['2, k, 22', [-0.692163, 0.589606, 1.0]], ['2, k, 23', [-0.39907, 0.844438, 1.0]], ['2, k, 24', [-0.305869, 0.847079, 1.0]]]
[['2, k, 0', [-0.194017, -0.215551, 1.0]], ['2, k, 1', [-0.219789, 0.0565591, 1.0]], ['2, k, 2', [-0.246712, 0.325007, 1.0]], ['2, k, 3', [-0.301954, 0.425619, 1.0]], ['2, k, 4', [-0.403004, 0.230247, 1.0]], ['2, k, 5', [-0.58497, 0.300877, 1.0]], ['2, k, 6', [-0.721985, 0.459116, 1.0]], ['2, k, 7', [-0.768225, 0.520675, 1.0]], ['2, k, 8', [-0.113803, 0.278981, 1.0]], ['2, k, 9', [-0.198042, 0.531635, 1.0]], ['2, k, 10', [-0.333156, 0.752756, 1.0]], ['2, k, 11', [-0.367344, 0.800928, 1.0]], ['2, k, 12', [-0.257698, -0.217754, 1.0]], ['2, k, 13', [-0.308712, -0.590999, 1.0]], ['2, k, 14', [-0.308945, -0.956317, 1.0]], ['2, k, 15', [-0.329225, -1.01832, 1.0]], ['2, k, 16', [-0.126358, -0.208749, 1.0]], ['2, k, 17', [-0.0600109, -0.601166, 1.0]], ['2, k, 18', [-0.0510375, -0.955904, 1.0]], ['2, k, 19', [-0.0486342, -1.0231, 1.0]], ['2, k, 20', [-0.240125, 0.258681, 1.0]], ['2, k, 21', [-0.782343, 0.572363, 1.0]], ['2, k, 22', [-0.692869, 0.587945, 1.0]], ['2, k, 23', [-0.395859, 0.841714, 1.0]], ['2, k, 24', [-0.315479, 0.849696, 1.0]]]
[['2, k, 0', [-0.194687, -0.216503, 1.0]], ['2, k, 1', [-0.220484, 0.0562561, 1.0]], ['2, k, 2', [-0.247126, 0.324871, 1.0]], ['2, k, 3', [-0.3104, 0.423597, 1.0]], ['2, k, 4', [-0.402931, 0.229596, 1.0]], ['2, k, 5', [-0.586726, 0.298939, 1.0]], ['2, k, 6', [-0.71819, 0.448855, 1.0]], ['2, k, 7', [-0.773746, 0.512765, 1.0]], ['2, k, 8', [-0.114208, 0.278183, 1.0]], ['2, k, 9', [-0.201449, 0.53062, 1.0]], ['2, k, 10', [-0.346016, 0.752646, 1.0]], ['2, k, 11', [-0.367579, 0.80172, 1.0]], ['2, k, 12', [-0.257853, -0.218731, 1.0]], ['2, k, 13', [-0.308422, -0.590928, 1.0]], ['2, k, 14', [-0.308961, -0.956369, 1.0]], ['2, k, 15', [-0.329797, -1.01857, 1.0]], ['2, k, 16', [-0.127681, -0.20973, 1.0]], ['2, k, 17', [-0.0597957, -0.593704, 1.0]], ['2, k, 18', [-0.0520547, -0.947638, 1.0]], ['2, k, 19', [-0.0461903, -1.00746, 1.0]], ['2, k, 20', [-0.240603, 0.258519, 1.0]], ['2, k, 21', [-0.801264, 0.558269, 1.0]], ['2, k, 22', [-0.700246, 0.579335, 1.0]], ['2, k, 23', [-0.36078, 0.853178, 1.0]], ['2, k, 24', [-0.31216, 0.857921, 1.0]]]
[['2, k, 0', [-0.194853, -0.216655, 1.0]], ['2, k, 1', [-0.220842, 0.0562513, 1.0]], ['2, k, 2', [-0.247462, 0.324888, 1.0]], ['2, k, 3', [-0.311154, 0.423338, 1.0]], ['2, k, 4', [-0.402834, 0.229369, 1.0]], ['2, k, 5', [-0.58917, 0.294717, 1.0]], ['2, k, 6', [-0.722103, 0.444216, 1.0]], ['2, k, 7', [-0.779128, 0.509165, 1.0]], ['2, k, 8', [-0.116494, 0.284079, 1.0]], ['2, k, 9', [-0.209041, 0.534742, 1.0]], ['2, k, 10', [-0.351493, 0.758448, 1.0]], ['2, k, 11', [-0.380124, 0.802235, 1.0]], ['2, k, 12', [-0.257807, -0.218861, 1.0]], ['2, k, 13', [-0.308337, -0.590907, 1.0]], ['2, k, 14', [-0.308851, -0.956408, 1.0]], ['2, k, 15', [-0.328945, -1.01824, 1.0]], ['2, k, 16', [-0.128362, -0.209899, 1.0]], ['2, k, 17', [-0.0597515, -0.593756, 1.0]], ['2, k, 18', [-0.05207, -0.950284, 1.0]], ['2, k, 19', [-0.0474846, -1.02616, 1.0]], ['2, k, 20', [-0.240953, 0.258534, 1.0]], ['2, k, 21', [-0.803822, 0.559541, 1.0]], ['2, k, 22', [-0.707362, 0.574555, 1.0]], ['2, k, 23', [-0.363832, 0.856605, 1.0]], ['2, k, 24', [-0.324048, 0.859443, 1.0]]]
[['2, k, 0', [-0.194646, -0.216748, 1.0]], ['2, k, 1', [-0.221348, 0.0567392, 1.0]], ['2, k, 2', [-0.249626, 0.326756, 1.0]], ['2, k, 3', [-0.317297, 0.423335, 1.0]], ['2, k, 4', [-0.402918, 0.228651, 1.0]], ['2, k, 5', [-0.592575, 0.28487, 1.0]], ['2, k, 6', [-0.726752, 0.439519, 1.0]], ['2, k, 7', [-0.782321, 0.499987, 1.0]], ['2, k, 8', [-0.117699, 0.286407, 1.0]], ['2, k, 9', [-0.214998, 0.535754, 1.0]], ['2, k, 10', [-0.356165, 0.760328, 1.0]], ['2, k, 11', [-0.39261, 0.802035, 1.0]], ['2, k, 12', [-0.257283, -0.219089, 1.0]], ['2, k, 13', [-0.307967, -0.592206, 1.0]], ['2, k, 14', [-0.30883, -0.956393, 1.0]], ['2, k, 15', [-0.318283, -0.996608, 1.0]], ['2, k, 16', [-0.128208, -0.209865, 1.0]], ['2, k, 17', [-0.0597025, -0.593875, 1.0]], ['2, k, 18', [-0.0515857, -0.951583, 1.0]], ['2, k, 19', [-0.0477844, -1.02582, 1.0]], ['2, k, 20', [-0.24263, 0.259993, 1.0]], ['2, k, 21', [-0.801588, 0.55118, 1.0]], ['2, k, 22', [-0.707568, 0.569133, 1.0]], ['2, k, 23', [-0.395496, 0.846472, 1.0]], ['2, k, 24', [-0.319179, 0.851344, 1.0]]]
[['2, k, 0', [-0.194589, -0.217139, 1.0]], ['2, k, 1', [-0.221711, 0.0567847, 1.0]], ['2, k, 2', [-0.250363, 0.327091, 1.0]], ['2, k, 3', [-0.31906, 0.42341, 1.0]], ['2, k, 4', [-0.402687, 0.227877, 1.0]], ['2, k, 5', [-0.599547, 0.288842, 1.0]], ['2, k, 6', [-0.732765, 0.4351, 1.0]], ['2, k, 7', [-0.791101, 0.496741, 1.0]], ['2, k, 8', [-0.118017, 0.283834, 1.0]], ['2, k, 9', [-0.216157, 0.533228, 1.0]], ['2, k, 10', [-0.363437, 0.754741, 1.0]], ['2, k, 11', [-0.402494, 0.797496, 1.0]], ['2, k, 12', [-0.256164, -0.219864, 1.0]], ['2, k, 13', [-0.307463, -0.592453, 1.0]], ['2, k, 14', [-0.308734, -0.954725, 1.0]], ['2, k, 15', [-0.318437, -0.994974, 1.0]], ['2, k, 16', [-0.12897, -0.210321, 1.0]], ['2, k, 17', [-0.0595935, -0.593938, 1.0]], ['2, k, 18', [-0.0526776, -0.953308, 1.0]], ['2, k, 19', [-0.0478462, -1.02574, 1.0]], ['2, k, 20', [-0.243299, 0.26026, 1.0]], ['2, k, 21', [-0.7995, 0.548552, 1.0]], ['2, k, 22', [-0.710173, 0.56994, 1.0]], ['2, k, 23', [-0.421585, 0.837598, 1.0]], ['2, k, 24', [-0.332487, 0.84949, 1.0]]]
[['2, k, 0', [-0.19388, -0.221611, 1.0]], ['2, k, 1', [-0.221919, 0.055908, 1.0]], ['2, k, 2', [-0.250503, 0.327075, 1.0]], ['2, k, 3', [-0.322356, 0.422423, 1.0]], ['2, k, 4', [-0.402885, 0.22621, 1.0]], ['2, k, 5', [-0.601511, 0.286664, 1.0]], ['2, k, 6', [-0.738154, 0.430557, 1.0]], ['2, k, 7', [-0.796531, 0.480607, 1.0]], ['2, k, 8', [-0.118745, 0.283139, 1.0]], ['2, k, 9', [-0.22361, 0.530765, 1.0]], ['2, k, 10', [-0.370289, 0.752075, 1.0]], ['2, k, 11', [-0.41307, 0.794586, 1.0]], ['2, k, 12', [-0.255501, -0.22567, 1.0]], ['2, k, 13', [-0.307045, -0.592941, 1.0]], ['2, k, 14', [-0.308276, -0.954208, 1.0]], ['2, k, 15', [-0.329445, -1.01825, 1.0]], ['2, k, 16', [-0.128127, -0.213392, 1.0]], ['2, k, 17', [-0.0593445, -0.594295, 1.0]], ['2, k, 18', [-0.0528868, -0.953961, 1.0]], ['2, k, 19', [-0.0491496, -1.02515, 1.0]], ['2, k, 20', [-0.24346, 0.26014, 1.0]], ['2, k, 21', [-0.83238, 0.529567, 1.0]], ['2, k, 22', [-0.739268, 0.543376, 1.0]], ['2, k, 23', [-0.455766, 0.828048, 1.0]], ['2, k, 24', [-0.340135, 0.850335, 1.0]]]
[['2, k, 0', [-0.193417, -0.221836, 1.0]], ['2, k, 1', [-0.222159, 0.0560628, 1.0]], ['2, k, 2', [-0.252399, 0.328509, 1.0]], ['2, k, 3', [-0.324739, 0.423539, 1.0]], ['2, k, 4', [-0.402648, 0.224761, 1.0]], ['2, k, 5', [-0.602187, 0.285049, 1.0]], ['2, k, 6', [-0.738598, 0.416489, 1.0]], ['2, k, 7', [-0.803113, 0.475591, 1.0]], ['2, k, 8', [-0.119086, 0.282782, 1.0]], ['2, k, 9', [-0.231797, 0.528061, 1.0]], ['2, k, 10', [-0.381819, 0.748103, 1.0]], ['2, k, 11', [-0.421812, 0.790114, 1.0]], ['2, k, 12', [-0.254632, -0.226474, 1.0]], ['2, k, 13', [-0.305059, -0.594347, 1.0]], ['2, k, 14', [-0.308209, -0.954579, 1.0]], ['2, k, 15', [-0.33043, -1.01847, 1.0]], ['2, k, 16', [-0.127792, -0.213234, 1.0]], ['2, k, 17', [-0.0589632, -0.590876, 1.0]], ['2, k, 18', [-0.0499303, -0.939474, 1.0]], ['2, k, 19', [-0.0625869, -0.979767, 1.0]], ['2, k, 20', [-0.244848, 0.261151, 1.0]], ['2, k, 21', [-0.836169, 0.523879, 1.0]], ['2, k, 22', [-0.746354, 0.537918, 1.0]], ['2, k, 23', [-0.461124, 0.823123, 1.0]], ['2, k, 24', [-0.353918, 0.845067, 1.0]]]
[['2, k, 0', [-0.192231, -0.227761, 1.0]], ['2, k, 1', [-0.222815, 0.0555127, 1.0]], ['2, k, 2', [-0.254974, 0.330714, 1.0]], ['2, k, 3', [-0.330054, 0.426254, 1.0]], ['2, k, 4', [-0.404987, 0.209409, 1.0]], ['2, k, 5', [-0.602895, 0.280482, 1.0]], ['2, k, 6', [-0.742699, 0.412181, 1.0]], ['2, k, 7', [-0.809551, 0.471662, 1.0]], ['2, k, 8', [-0.13558, 0.281145, 1.0]], ['2, k, 9', [-0.235632, 0.532772, 1.0]], ['2, k, 10', [-0.388942, 0.749462, 1.0]], ['2, k, 11', [-0.430496, 0.789554, 1.0]], ['2, k, 12', [-0.253368, -0.233725, 1.0]], ['2, k, 13', [-0.305109, -0.595137, 1.0]], ['2, k, 14', [-0.308217, -0.954491, 1.0]], ['2, k, 15', [-0.329954, -1.01824, 1.0]], ['2, k, 16', [-0.126758, -0.217148, 1.0]], ['2, k, 17', [-0.058568, -0.592721, 1.0]], ['2, k, 18', [-0.0497962, -0.947786, 1.0]], ['2, k, 19', [-0.0526231, -1.0203, 1.0]], ['2, k, 20', [-0.246742, 0.262314, 1.0]], ['2, k, 21', [-0.836482, 0.522466, 1.0]], ['2, k, 22', [-0.747562, 0.538598, 1.0]], ['2, k, 23', [-0.470516, 0.821555, 1.0]], ['2, k, 24', [-0.361789, 0.846508, 1.0]]]
[['2, k, 0', [-0.191994, -0.227457, 1.0]], ['2, k, 1', [-0.222798, 0.055545, 1.0]], ['2, k, 2', [-0.254901, 0.330726, 1.0]], ['2, k, 3', [-0.331587, 0.425962, 1.0]], ['2, k, 4', [-0.404772, 0.210295, 1.0]], ['2, k, 5', [-0.598775, 0.268191, 1.0]], ['2, k, 6', [-0.748665, 0.41107, 1.0]], ['2, k, 7', [-0.815114, 0.464199, 1.0]], ['2, k, 8', [-0.133033, 0.28011, 1.0]], ['2, k, 9', [-0.262248, 0.518502, 1.0]], ['2, k, 10', [-0.404256, 0.744297, 1.0]], ['2, k, 11', [-0.43109, 0.787996, 1.0]], ['2, k, 12', [-0.253205, -0.233474, 1.0]], ['2, k, 13', [-0.305035, -0.595269, 1.0]], ['2, k, 14', [-0.3081, -0.954701, 1.0]], ['2, k, 15', [-0.32069, -0.994864, 1.0]], ['2, k, 16', [-0.126289, -0.216553, 1.0]], ['2, k, 17', [-0.0583915, -0.589477, 1.0]], ['2, k, 18', [-0.0490274, -0.936906, 1.0]], ['2, k, 19', [-0.0642579, -0.977126, 1.0]], ['2, k, 20', [-0.246706, 0.262352, 1.0]], ['2, k, 21', [-0.845884, 0.514759, 1.0]], ['2, k, 22', [-0.746247, 0.534566, 1.0]], ['2, k, 23', [-0.385354, 0.858828, 1.0]], ['2, k, 24', [-0.371274, 0.827729, 1.0]]]
[['2, k, 0', [-0.191773, -0.227653, 1.0]], ['2, k, 1', [-0.223048, 0.050368, 1.0]], ['2, k, 2', [-0.255339, 0.315201, 1.0]], ['2, k, 3', [-0.342024, 0.428574, 1.0]], ['2, k, 4', [-0.406397, 0.203014, 1.0]], ['2, k, 5', [-0.600601, 0.265905, 1.0]], ['2, k, 6', [-0.753285, 0.408461, 1.0]], ['2, k, 7', [-0.818367, 0.458994, 1.0]], ['2, k, 8', [-0.141461, 0.286467, 1.0]], ['2, k, 9', [-0.269326, 0.525409, 1.0]], ['2, k, 10', [-0.40145, 0.730044, 1.0]], ['2, k, 11', [-0.444171, 0.775228, 1.0]], ['2, k, 12', [-0.252751, -0.233817, 1.0]], ['2, k, 13', [-0.304918, -0.595472, 1.0]], ['2, k, 14', [-0.308129, -0.954735, 1.0]], ['2, k, 15', [-0.325262, -1.01917, 1.0]], ['2, k, 16', [-0.12626, -0.216588, 1.0]], ['2, k, 17', [-0.0572815, -0.597687, 1.0]], ['2, k, 18', [-0.0462366, -0.943085, 1.0]], ['2, k, 19', [-0.04989, -1.01118, 1.0]], ['2, k, 20', [-0.247308, 0.250343, 1.0]], ['2, k, 21', [-0.84353, 0.504721, 1.0]], ['2, k, 22', [-0.755664, 0.529883, 1.0]], ['2, k, 23', [-0.462782, 0.822337, 1.0]], ['2, k, 24', [-0.404127, 0.831273, 1.0]]]
[['2, k, 0', [-0.191831, -0.227657, 1.0]], ['2, k, 1', [-0.224194, 0.051987, 1.0]], ['2, k, 2', [-0.258774, 0.326524, 1.0]], ['2, k, 3', [-0.341851, 0.428965, 1.0]], ['2, k, 4', [-0.40621, 0.204953, 1.0]], ['2, k, 5', [-0.601049, 0.260738, 1.0]], ['2, k, 6', [-0.758888, 0.406743, 1.0]], ['2, k, 7', [-0.823737, 0.451823, 1.0]], ['2, k, 8', [-0.138428, 0.285873, 1.0]], ['2, k, 9', [-0.269061, 0.52332, 1.0]], ['2, k, 10', [-0.413923, 0.737129, 1.0]], ['2, k, 11', [-0.45478, 0.777048, 1.0]], ['2, k, 12', [-0.252899, -0.233612, 1.0]], ['2, k, 13', [-0.304693, -0.595801, 1.0]], ['2, k, 14', [-0.308152, -0.955396, 1.0]], ['2, k, 15', [-0.32799, -1.01925, 1.0]], ['2, k, 16', [-0.126556, -0.216749, 1.0]], ['2, k, 17', [-0.0570075, -0.599889, 1.0]], ['2, k, 18', [-0.0454676, -0.947099, 1.0]], ['2, k, 19', [-0.0499094, -1.01818, 1.0]], ['2, k, 20', [-0.250132, 0.258042, 1.0]], ['2, k, 21', [-0.855026, 0.492821, 1.0]], ['2, k, 22', [-0.757449, 0.527181, 1.0]], ['2, k, 23', [-0.478306, 0.819438, 1.0]], ['2, k, 24', [-0.390195, 0.833116, 1.0]]]
[['2, k, 0', [-0.191736, -0.227959, 1.0]], ['2, k, 1', [-0.224284, 0.0484071, 1.0]], ['2, k, 2', [-0.257803, 0.315255, 1.0]], ['2, k, 3', [-0.341522, 0.430092, 1.0]], ['2, k, 4', [-0.408943, 0.198548, 1.0]], ['2, k, 5', [-0.60186, 0.253298, 1.0]], ['2, k, 6', [-0.763131, 0.40189, 1.0]], ['2, k, 7', [-0.825505, 0.445613, 1.0]], ['2, k, 8', [-0.146708, 0.288802, 1.0]], ['2, k, 9', [-0.274977, 0.526989, 1.0]], ['2, k, 10', [-0.415833, 0.737281, 1.0]], ['2, k, 11', [-0.464693, 0.772388, 1.0]], ['2, k, 12', [-0.252404, -0.233978, 1.0]], ['2, k, 13', [-0.304728, -0.595903, 1.0]], ['2, k, 14', [-0.308113, -0.955284, 1.0]], ['2, k, 15', [-0.328786, -1.01916, 1.0]], ['2, k, 16', [-0.126753, -0.217344, 1.0]], ['2, k, 17', [-0.056887, -0.599929, 1.0]], ['2, k, 18', [-0.044997, -0.948798, 1.0]], ['2, k, 19', [-0.0492705, -1.01941, 1.0]], ['2, k, 20', [-0.249653, 0.249677, 1.0]], ['2, k, 21', [-0.853902, 0.489826, 1.0]], ['2, k, 22', [-0.759109, 0.51864, 1.0]], ['2, k, 23', [-0.511047, 0.802877, 1.0]], ['2, k, 24', [-0.398079, 0.832298, 1.0]]]
[['2, k, 0', [-0.191714, -0.227685, 1.0]], ['2, k, 1', [-0.224378, 0.0496791, 1.0]], ['2, k, 2', [-0.257368, 0.320546, 1.0]], ['2, k, 3', [-0.342828, 0.432798, 1.0]], ['2, k, 4', [-0.408956, 0.198541, 1.0]], ['2, k, 5', [-0.602218, 0.250967, 1.0]], ['2, k, 6', [-0.766922, 0.398885, 1.0]], ['2, k, 7', [-0.832245, 0.435433, 1.0]], ['2, k, 8', [-0.146514, 0.288766, 1.0]], ['2, k, 9', [-0.276677, 0.52555, 1.0]], ['2, k, 10', [-0.417239, 0.727914, 1.0]], ['2, k, 11', [-0.47025, 0.770358, 1.0]], ['2, k, 12', [-0.25118, -0.233316, 1.0]], ['2, k, 13', [-0.304703, -0.595981, 1.0]], ['2, k, 14', [-0.308112, -0.955298, 1.0]], ['2, k, 15', [-0.329582, -1.01922, 1.0]], ['2, k, 16', [-0.127349, -0.217017, 1.0]], ['2, k, 17', [-0.0569371, -0.602308, 1.0]], ['2, k, 18', [-0.0452302, -0.950458, 1.0]], ['2, k, 19', [-0.0494349, -1.01805, 1.0]], ['2, k, 20', [-0.249428, 0.253531, 1.0]], ['2, k, 21', [-0.86123, 0.48272, 1.0]], ['2, k, 22', [-0.77201, 0.508238, 1.0]], ['2, k, 23', [-0.516586, 0.802497, 1.0]], ['2, k, 24', [-0.403194, 0.832616, 1.0]]]
[['2, k, 0', [-0.191642, -0.227692, 1.0]], ['2, k, 1', [-0.224782, 0.0473001, 1.0]], ['2, k, 2', [-0.258517, 0.312089, 1.0]], ['2, k, 3', [-0.34582, 0.432422, 1.0]], ['2, k, 4', [-0.408912, 0.198733, 1.0]], ['2, k, 5', [-0.60395, 0.244284, 1.0]], ['2, k, 6', [-0.778226, 0.379062, 1.0]], ['2, k, 7', [-0.835911, 0.425926, 1.0]], ['2, k, 8', [-0.146444, 0.288727, 1.0]], ['2, k, 9', [-0.278355, 0.524556, 1.0]], ['2, k, 10', [-0.423952, 0.723811, 1.0]], ['2, k, 11', [-0.47749, 0.766735, 1.0]], ['2, k, 12', [-0.25113, -0.23336, 1.0]], ['2, k, 13', [-0.304829, -0.595858, 1.0]], ['2, k, 14', [-0.30822, -0.954884, 1.0]], ['2, k, 15', [-0.330329, -1.01927, 1.0]], ['2, k, 16', [-0.127269, -0.216865, 1.0]], ['2, k, 17', [-0.0569158, -0.602289, 1.0]], ['2, k, 18', [-0.0456795, -0.950639, 1.0]], ['2, k, 19', [-0.050184, -1.01963, 1.0]], ['2, k, 20', [-0.250341, 0.247042, 1.0]], ['2, k, 21', [-0.861983, 0.476832, 1.0]], ['2, k, 22', [-0.780262, 0.501, 1.0]], ['2, k, 23', [-0.521422, 0.796394, 1.0]], ['2, k, 24', [-0.414068, 0.828956, 1.0]]]
[['2, k, 0', [-0.191748, -0.227819, 1.0]], ['2, k, 1', [-0.226921, 0.0501269, 1.0]], ['2, k, 2', [-0.265698, 0.328372, 1.0]], ['2, k, 3', [-0.348242, 0.432668, 1.0]], ['2, k, 4', [-0.408938, 0.198866, 1.0]], ['2, k, 5', [-0.605772, 0.236915, 1.0]], ['2, k, 6', [-0.784021, 0.371682, 1.0]], ['2, k, 7', [-0.841352, 0.419731, 1.0]], ['2, k, 8', [-0.146445, 0.288731, 1.0]], ['2, k, 9', [-0.280975, 0.523166, 1.0]], ['2, k, 10', [-0.428229, 0.715071, 1.0]], ['2, k, 11', [-0.486627, 0.760442, 1.0]], ['2, k, 12', [-0.25114, -0.233622, 1.0]], ['2, k, 13', [-0.304769, -0.596084, 1.0]], ['2, k, 14', [-0.308293, -0.955197, 1.0]], ['2, k, 15', [-0.330857, -1.01907, 1.0]], ['2, k, 16', [-0.127538, -0.216948, 1.0]], ['2, k, 17', [-0.0563325, -0.602913, 1.0]], ['2, k, 18', [-0.0454387, -0.954899, 1.0]], ['2, k, 19', [-0.0495415, -1.02125, 1.0]], ['2, k, 20', [-0.255961, 0.258635, 1.0]], ['2, k, 21', [-0.870549, 0.471036, 1.0]], ['2, k, 22', [-0.776797, 0.492033, 1.0]], ['2, k, 23', [-0.540475, 0.795908, 1.0]], ['2, k, 24', [-0.426358, 0.823471, 1.0]]]
[['2, k, 0', [-0.191611, -0.228133, 1.0]], ['2, k, 1', [-0.227814, 0.0516347, 1.0]], ['2, k, 2', [-0.266964, 0.331367, 1.0]], ['2, k, 3', [-0.350372, 0.43263, 1.0]], ['2, k, 4', [-0.411714, 0.196332, 1.0]], ['2, k, 5', [-0.607647, 0.235249, 1.0]], ['2, k, 6', [-0.784767, 0.368007, 1.0]], ['2, k, 7', [-0.843339, 0.411546, 1.0]], ['2, k, 8', [-0.146688, 0.28884, 1.0]], ['2, k, 9', [-0.28458, 0.521542, 1.0]], ['2, k, 10', [-0.430501, 0.708746, 1.0]], ['2, k, 11', [-0.490667, 0.758926, 1.0]], ['2, k, 12', [-0.249569, -0.234519, 1.0]], ['2, k, 13', [-0.30483, -0.596103, 1.0]], ['2, k, 14', [-0.308256, -0.955313, 1.0]], ['2, k, 15', [-0.331057, -1.01941, 1.0]], ['2, k, 16', [-0.127951, -0.217047, 1.0]], ['2, k, 17', [-0.0560833, -0.602848, 1.0]], ['2, k, 18', [-0.0459105, -0.955056, 1.0]], ['2, k, 19', [-0.0496704, -1.02188, 1.0]], ['2, k, 20', [-0.257318, 0.261703, 1.0]], ['2, k, 21', [-0.864342, 0.46427, 1.0]], ['2, k, 22', [-0.785668, 0.486368, 1.0]], ['2, k, 23', [-0.544961, 0.7889, 1.0]], ['2, k, 24', [-0.431094, 0.820948, 1.0]]]
[['2, k, 0', [-0.191594, -0.229242, 1.0]], ['2, k, 1', [-0.228395, 0.0464303, 1.0]], ['2, k, 2', [-0.266353, 0.312634, 1.0]], ['2, k, 3', [-0.353698, 0.431008, 1.0]], ['2, k, 4', [-0.412994, 0.195215, 1.0]], ['2, k, 5', [-0.608414, 0.231136, 1.0]], ['2, k, 6', [-0.785758, 0.366968, 1.0]], ['2, k, 7', [-0.845811, 0.408223, 1.0]], ['2, k, 8', [-0.146625, 0.288185, 1.0]], ['2, k, 9', [-0.289359, 0.51832, 1.0]], ['2, k, 10', [-0.435062, 0.704565, 1.0]], ['2, k, 11', [-0.50012, 0.754049, 1.0]], ['2, k, 12', [-0.24938, -0.236069, 1.0]], ['2, k, 13', [-0.304814, -0.596037, 1.0]], ['2, k, 14', [-0.30822, -0.955246, 1.0]], ['2, k, 15', [-0.331206, -1.0193, 1.0]], ['2, k, 16', [-0.128249, -0.218004, 1.0]], ['2, k, 17', [-0.0558402, -0.602905, 1.0]], ['2, k, 18', [-0.0460052, -0.955478, 1.0]], ['2, k, 19', [-0.0499644, -1.02203, 1.0]], ['2, k, 20', [-0.257243, 0.247775, 1.0]], ['2, k, 21', [-0.874233, 0.458358, 1.0]], ['2, k, 22', [-0.786058, 0.486602, 1.0]], ['2, k, 23', [-0.550229, 0.782874, 1.0]], ['2, k, 24', [-0.442823, 0.816677, 1.0]]]
