[['2, k, 0', [-0.0313742, -0.387483, 1.0]], ['2, k, 1', [-0.0329089, -0.0560058, 1.0]], ['2, k, 2', [-0.0342763, 0.268736, 1.0]], ['2, k, 3', [-0.0271337, 0.4178, 1.0]], ['2, k, 4', [-0.17724, 0.201956, 1.0]], ['2, k, 5', [-0.272317, 0.154939, 1.0]], ['2, k, 6', [-0.338605, 0.162316, 1.0]], ['2, k, 7', [-0.348177, 0.0949767, 1.0]], ['2, k, 8', [0.12525, 0.206411, 1.0]], ['2, k, 9', [0.196907, 0.153301, 1.0]], ['2, k, 10', [0.267068, 0.142169, 1.0]], ['2, k, 11', [0.294093, 0.139443, 1.0]], ['2, k, 12', [-0.0998525, -0.38404, 1.0]], ['2, k, 13', [-0.178882, -0.745756, 1.0]], ['2, k, 14', [-0.23624, -1.1152, 1.0]], ['2, k, 15', [-0.189331, -1.17383, 1.0]], ['2, k, 16', [0.0378225, -0.381966, 1.0]], ['2, k, 17', [0.0930985, -0.725958, 1.0]], ['2, k, 18', [0.115281, -1.08657, 1.0]], ['2, k, 19', [0.160645, -1.15918, 1.0]], ['2, k, 20', [-0.0339636, 0.188462, 1.0]], ['2, k, 21', [-0.367599, 0.0662955, 1.0]], ['2, k, 22', [-0.404464, 0.101874, 1.0]], ['2, k, 23', [0.312036, 0.122308, 1.0]], ['2, k, 24', [0.295425, 0.145796, 1.0]]]
[['2, k, 0', [-0.038139, -0.368824, 1.0]], ['2, k, 1', [-0.0227754, -0.0474164, 1.0]], ['2, k, 2', [-9.47495e-05, 0.266425, 1.0]], ['2, k, 3', [0.0603882, 0.404741, 1.0]], ['2, k, 4', [-0.157763, 0.224369, 1.0]], ['2, k, 5', [-0.256891, 0.496941, 1.0]], ['2, k, 6', [-0.2428, 0.742768, 1.0]], ['2, k, 7', [-0.253274, 0.79184, 1.0]], ['2, k, 8', [0.167737, 0.198079, 1.0]], ['2, k, 9', [0.342261, 0.369377, 1.0]], ['2, k, 10', [0.428928, 0.605389, 1.0]], ['2, k, 11', [0.44179, 0.645487, 1.0]], ['2, k, 12', [-0.113001, -0.359716, 1.0]], ['2, k, 13', [-0.179592, -0.706361, 1.0]], ['2, k, 14', [-0.223689, -1.07185, 1.0]], ['2, k, 15', [-0.290088, -1.15597, 1.0]], ['2, k, 16', [0.0377164, -0.368554, 1.0]], ['2, k, 17', [0.0883658, -0.715286, 1.0]], ['2, k, 18', [0.119838, -1.07749, 1.0]], ['2, k, 19', [0.130619, -1.11327, 1.0]], ['2, k, 20', [-0.00588841, 0.188947, 1.0]], ['2, k, 21', [-0.286943, 0.83354, 1.0]], ['2, k, 22', [-0.203558, 0.795971, 1.0]], ['2, k, 23', [0.447745, 0.68518, 1.0]], ['2, k, 24', [0.377048, 0.662801, 1.0]]]
[['2, k, 0', [-0.0379902, -0.368635, 1.0]], ['2, k, 1', [-0.0196249, -0.0474073, 1.0]], ['2, k, 2', [0.00448094, 0.265976, 1.0]], ['2, k, 3', [0.0794441, 0.404673, 1.0]], ['2, k, 4', [-0.153424, 0.225533, 1.0]], ['2, k, 5', [-0.231004, 0.506764, 1.0]], ['2, k, 6', [-0.230211, 0.744923, 1.0]], ['2, k, 7', [-0.241461, 0.794541, 1.0]], ['2, k, 8', [0.170311, 0.197067, 1.0]], ['2, k, 9', [0.35302, 0.367419, 1.0]], ['2, k, 10', [0.442009, 0.608435, 1.0]], ['2, k, 11', [0.453103, 0.641579, 1.0]], ['2, k, 12', [-0.112458, -0.358969, 1.0]], ['2, k, 13', [-0.180026, -0.705194, 1.0]], ['2, k, 14', [-0.220932, -1.07966, 1.0]], ['2, k, 15', [-0.2061, -1.11541, 1.0]], ['2, k, 16', [0.037739, -0.368654, 1.0]], ['2, k, 17', [0.0871376, -0.715266, 1.0]], ['2, k, 18', [0.120677, -1.08031, 1.0]], ['2, k, 19', [0.132071, -1.11609, 1.0]], ['2, k, 20', [-0.00156942, 0.188583, 1.0]], ['2, k, 21', [-0.317537, 0.84671, 1.0]], ['2, k, 22', [-0.197304, 0.816113, 1.0]], ['2, k, 23', [0.464175, 0.674197, 1.0]], ['2, k, 24', [0.377639, 0.6622, 1.0]]]
[['2, k, 0', [-0.0383662, -0.369075, 1.0]], ['2, k, 1', [-0.0175442, -0.0480444, 1.0]], ['2, k, 2', [0.0103216, 0.265691, 1.0]], ['2, k, 3', [0.0880583, 0.401411, 1.0]], ['2, k, 4', [-0.148101, 0.227803, 1.0]], ['2, k, 5', [-0.221043, 0.510959, 1.0]], ['2, k, 6', [-0.193664, 0.749951, 1.0]], ['2, k, 7', [-0.196531, 0.804038, 1.0]], ['2, k, 8', [0.172227, 0.195183, 1.0]], ['2, k, 9', [0.362794, 0.340345, 1.0]], ['2, k, 10', [0.458445, 0.540099, 1.0]], ['2, k, 11', [0.475498, 0.607268, 1.0]], ['2, k, 12', [-0.112648, -0.358962, 1.0]], ['2, k, 13', [-0.180529, -0.705528, 1.0]], ['2, k, 14', [-0.220226, -1.08466, 1.0]], ['2, k, 15', [-0.204572, -1.1204, 1.0]], ['2, k, 16', [0.0368487, -0.370731, 1.0]], ['2, k, 17', [0.0869047, -0.715304, 1.0]], ['2, k, 18', [0.12123, -1.08256, 1.0]], ['2, k, 19', [0.133447, -1.11838, 1.0]], ['2, k, 20', [0.00319542, 0.188123, 1.0]], ['2, k, 21', [-0.192678, 0.851914, 1.0]], ['2, k, 22', [-0.125094, 0.807799, 1.0]], ['2, k, 23', [0.48107, 0.65717, 1.0]], ['2, k, 24', [0.415879, 0.644395, 1.0]]]
[['2, k, 0', [-0.0388428, -0.36869, 1.0]], ['2, k, 1', [-0.00402018, -0.0839364, 1.0]], ['2, k, 2', [0.0381513, 0.181021, 1.0]], ['2, k, 3', [0.0933075, 0.367758, 1.0]], ['2, k, 4', [-0.132514, 0.243819, 1.0]], ['2, k, 5', [-0.202935, 0.525344, 1.0]], ['2, k, 6', [-0.179624, 0.755215, 1.0]], ['2, k, 7', [-0.171007, 0.810811, 1.0]], ['2, k, 8', [0.19545, 0.182291, 1.0]], ['2, k, 9', [0.363728, 0.31955, 1.0]], ['2, k, 10', [0.471545, 0.520775, 1.0]], ['2, k, 11', [0.501375, 0.589247, 1.0]], ['2, k, 12', [-0.113211, -0.357353, 1.0]], ['2, k, 13', [-0.181073, -0.705449, 1.0]], ['2, k, 14', [-0.220009, -1.08235, 1.0]], ['2, k, 15', [-0.29736, -1.15781, 1.0]], ['2, k, 16', [0.0362, -0.370972, 1.0]], ['2, k, 17', [0.087656, -0.71541, 1.0]], ['2, k, 18', [0.120828, -1.08075, 1.0]], ['2, k, 19', [0.137287, -1.1166, 1.0]], ['2, k, 20', [0.0282588, 0.114052, 1.0]], ['2, k, 21', [-0.167297, 0.857287, 1.0]], ['2, k, 22', [-0.12156, 0.806792, 1.0]], ['2, k, 23', [0.522464, 0.632747, 1.0]], ['2, k, 24', [0.433586, 0.634262, 1.0]]]
[['2, k, 0', [-0.0389828, -0.368592, 1.0]], ['2, k, 1', [-0.00250944, -0.0855977, 1.0]], ['2, k, 2', [0.0397415, 0.180553, 1.0]], ['2, k, 3', [0.106483, 0.364822, 1.0]], ['2, k, 4', [-0.13282, 0.241321, 1.0]], ['2, k, 5', [-0.184189, 0.528768, 1.0]], ['2, k, 6', [-0.152961, 0.752549, 1.0]], ['2, k, 7', [-0.13358, 0.809533, 1.0]], ['2, k, 8', [0.197938, 0.180673, 1.0]], ['2, k, 9', [0.369125, 0.31588, 1.0]], ['2, k, 10', [0.496051, 0.514574, 1.0]], ['2, k, 11', [0.530807, 0.575256, 1.0]], ['2, k, 12', [-0.113281, -0.35653, 1.0]], ['2, k, 13', [-0.18165, -0.705787, 1.0]], ['2, k, 14', [-0.220594, -1.08087, 1.0]], ['2, k, 15', [-0.285779, -1.16485, 1.0]], ['2, k, 16', [0.0358453, -0.371352, 1.0]], ['2, k, 17', [0.0877098, -0.715968, 1.0]], ['2, k, 18', [0.121185, -1.0832, 1.0]], ['2, k, 19', [0.138068, -1.11909, 1.0]], ['2, k, 20', [0.029562, 0.113643, 1.0]], ['2, k, 21', [-0.123645, 0.862943, 1.0]], ['2, k, 22', [-0.0683146, 0.804885, 1.0]], ['2, k, 23', [0.565611, 0.616979, 1.0]], ['2, k, 24', [0.485862, 0.610095, 1.0]]]
[['2, k, 0', [-0.0406863, -0.363662, 1.0]], ['2, k, 1', [0.0120599, -0.0462625, 1.0]], ['2, k, 2', [0.0701813, 0.262822, 1.0]], ['2, k, 3', [0.132553, 0.389641, 1.0]], ['2, k, 4', [-0.120825, 0.246848, 1.0]], ['2, k, 5', [-0.152056, 0.538595, 1.0]], ['2, k, 6', [-0.129332, 0.759072, 1.0]], ['2, k, 7', [-0.11455, 0.818415, 1.0]], ['2, k, 8', [0.222076, 0.189656, 1.0]], ['2, k, 9', [0.413691, 0.324661, 1.0]], ['2, k, 10', [0.537135, 0.508952, 1.0]], ['2, k, 11', [0.562673, 0.569041, 1.0]], ['2, k, 12', [-0.114586, -0.349205, 1.0]], ['2, k, 13', [-0.182131, -0.706569, 1.0]], ['2, k, 14', [-0.221532, -1.08155, 1.0]], ['2, k, 15', [-0.287352, -1.16521, 1.0]], ['2, k, 16', [0.0341041, -0.368766, 1.0]], ['2, k, 17', [0.0873562, -0.712909, 1.0]], ['2, k, 18', [0.120807, -1.0832, 1.0]], ['2, k, 19', [0.139922, -1.11903, 1.0]], ['2, k, 20', [0.0562013, 0.187411, 1.0]], ['2, k, 21', [-0.108318, 0.872279, 1.0]], ['2, k, 22', [-0.0629133, 0.810203, 1.0]], ['2, k, 23', [0.569593, 0.606323, 1.0]], ['2, k, 24', [0.51027, 0.598107, 1.0]]]
[['2, k, 0', [-0.0407173, -0.36386, 1.0]], ['2, k, 1', [0.0125909, -0.0468184, 1.0]], ['2, k, 2', [0.0704331, 0.262442, 1.0]], ['2, k, 3', [0.141187, 0.385841, 1.0]], ['2, k, 4', [-0.112268, 0.247148, 1.0]], ['2, k, 5', [-0.141147, 0.535827, 1.0]], ['2, k, 6', [-0.0970536, 0.753189, 1.0]], ['2, k, 7', [-0.0710839, 0.819551, 1.0]], ['2, k, 8', [0.219648, 0.187485, 1.0]], ['2, k, 9', [0.419694, 0.280872, 1.0]], ['2, k, 10', [0.549298, 0.490098, 1.0]], ['2, k, 11', [0.576179, 0.53419, 1.0]], ['2, k, 12', [-0.114559, -0.35038, 1.0]], ['2, k, 13', [-0.183382, -0.709111, 1.0]], ['2, k, 14', [-0.221249, -1.08145, 1.0]], ['2, k, 15', [-0.198299, -1.1173, 1.0]], ['2, k, 16', [0.0340371, -0.368757, 1.0]], ['2, k, 17', [0.0873229, -0.713283, 1.0]], ['2, k, 18', [0.118453, -1.08431, 1.0]], ['2, k, 19', [0.137983, -1.12018, 1.0]], ['2, k, 20', [0.0565016, 0.186832, 1.0]], ['2, k, 21', [-0.0521001, 0.86868, 1.0]], ['2, k, 22', [-0.00941407, 0.808384, 1.0]], ['2, k, 23', [0.624946, 0.555275, 1.0]], ['2, k, 24', [0.532314, 0.577754, 1.0]]]
[['2, k, 0', [-0.0409967, -0.364001, 1.0]], ['2, k, 1', [0.0131449, -0.0475884, 1.0]], ['2, k, 2', [0.0713748, 0.260821, 1.0]], ['2, k, 3', [0.149475, 0.381909, 1.0]], ['2, k, 4', [-0.103829, 0.247704, 1.0]], ['2, k, 5', [-0.119315, 0.541722, 1.0]], ['2, k, 6', [-0.0404907, 0.774765, 1.0]], ['2, k, 7', [-0.0345368, 0.828012, 1.0]], ['2, k, 8', [0.219463, 0.18681, 1.0]], ['2, k, 9', [0.460109, 0.321879, 1.0]], ['2, k, 10', [0.596744, 0.497032, 1.0]], ['2, k, 11', [0.601601, 0.516603, 1.0]], ['2, k, 12', [-0.114851, -0.35016, 1.0]], ['2, k, 13', [-0.183888, -0.710777, 1.0]], ['2, k, 14', [-0.221318, -1.08177, 1.0]], ['2, k, 15', [-0.278255, -1.17283, 1.0]], ['2, k, 16', [0.0336757, -0.369216, 1.0]], ['2, k, 17', [0.0867422, -0.71125, 1.0]], ['2, k, 18', [0.12052, -1.08752, 1.0]], ['2, k, 19', [0.140733, -1.12344, 1.0]], ['2, k, 20', [0.0573239, 0.185202, 1.0]], ['2, k, 21', [-0.0126108, 0.870261, 1.0]], ['2, k, 22', [0.0389994, 0.809843, 1.0]], ['2, k, 23', [0.660258, 0.532316, 1.0]], ['2, k, 24', [0.561155, 0.558742, 1.0]]]
[['2, k, 0', [-0.0418698, -0.363645, 1.0]], ['2, k, 1', [0.0130985, -0.0514702, 1.0]], ['2, k, 2', [0.0710189, 0.245364, 1.0]], ['2, k, 3', [0.154831, 0.376545, 1.0]], ['2, k, 4', [-0.102969, 0.252779, 1.0]], ['2, k, 5', [-0.104494, 0.540903, 1.0]], ['2, k, 6', [-0.0158004, 0.779683, 1.0]], ['2, k, 7', [-0.00468604, 0.829875, 1.0]], ['2, k, 8', [0.217349, 0.17723, 1.0]], ['2, k, 9', [0.423679, 0.260423, 1.0]], ['2, k, 10', [0.583234, 0.445065, 1.0]], ['2, k, 11', [0.617793, 0.497075, 1.0]], ['2, k, 12', [-0.115428, -0.349187, 1.0]], ['2, k, 13', [-0.184064, -0.71148, 1.0]], ['2, k, 14', [-0.221347, -1.08158, 1.0]], ['2, k, 15', [-0.279738, -1.17193, 1.0]], ['2, k, 16', [0.0325449, -0.369251, 1.0]], ['2, k, 17', [0.0862696, -0.710477, 1.0]], ['2, k, 18', [0.120169, -1.0884, 1.0]], ['2, k, 19', [0.140622, -1.12436, 1.0]], ['2, k, 20', [0.0568986, 0.172715, 1.0]], ['2, k, 21', [0.0187911, 0.877024, 1.0]], ['2, k, 22', [0.0590506, 0.816194, 1.0]], ['2, k, 23', [0.655966, 0.527989, 1.0]], ['2, k, 24', [0.568845, 0.545624, 1.0]]]
[['2, k, 0', [-0.0399266, -0.362905, 1.0]], ['2, k, 1', [0.0197904, -0.0649697, 1.0]], ['2, k, 2', [0.0805651, 0.206693, 1.0]], ['2, k, 3', [0.167139, 0.361845, 1.0]], ['2, k, 4', [-0.0534699, 0.236844, 1.0]], ['2, k, 5', [-0.0688474, 0.534999, 1.0]], ['2, k, 6', [0.0117328, 0.804349, 1.0]], ['2, k, 7', [0.0264685, 0.840238, 1.0]], ['2, k, 8', [0.243813, 0.135866, 1.0]], ['2, k, 9', [0.437947, 0.243192, 1.0]], ['2, k, 10', [0.615157, 0.417933, 1.0]], ['2, k, 11', [0.633768, 0.471376, 1.0]], ['2, k, 12', [-0.104726, -0.345799, 1.0]], ['2, k, 13', [-0.184182, -0.712287, 1.0]], ['2, k, 14', [-0.221233, -1.07986, 1.0]], ['2, k, 15', [-0.190013, -1.11611, 1.0]], ['2, k, 16', [0.0331386, -0.368803, 1.0]], ['2, k, 17', [0.0855141, -0.709268, 1.0]], ['2, k, 18', [0.123408, -1.08706, 1.0]], ['2, k, 19', [0.151161, -1.12329, 1.0]], ['2, k, 20', [0.0658014, 0.14047, 1.0]], ['2, k, 21', [0.00467864, 0.88138, 1.0]], ['2, k, 22', [0.0803985, 0.826935, 1.0]], ['2, k, 23', [0.671581, 0.505881, 1.0]], ['2, k, 24', [0.585022, 0.525495, 1.0]]]
[['2, k, 0', [-0.0508828, -0.38746, 1.0]], ['2, k, 1', [0.0140339, -0.113658, 1.0]], ['2, k, 2', [0.0813756, 0.167117, 1.0]], ['2, k, 3', [0.174234, 0.336053, 1.0]], ['2, k, 4', [-0.0531637, 0.238299, 1.0]], ['2, k, 5', [-0.0431249, 0.536769, 1.0]], ['2, k, 6', [0.0282994, 0.752108, 1.0]], ['2, k, 7', [0.0459323, 0.821376, 1.0]], ['2, k, 8', [0.230294, 0.0742624, 1.0]], ['2, k, 9', [0.452283, 0.248602, 1.0]], ['2, k, 10', [0.615797, 0.4183, 1.0]], ['2, k, 11', [0.651604, 0.457457, 1.0]], ['2, k, 12', [-0.118287, -0.368412, 1.0]], ['2, k, 13', [-0.184352, -0.713024, 1.0]], ['2, k, 14', [-0.221651, -1.08053, 1.0]], ['2, k, 15', [-0.288826, -1.16533, 1.0]], ['2, k, 16', [0.0173862, -0.401877, 1.0]], ['2, k, 17', [0.0851477, -0.709856, 1.0]], ['2, k, 18', [0.123741, -1.08801, 1.0]], ['2, k, 19', [0.152145, -1.12458, 1.0]], ['2, k, 20', [0.0648587, 0.0970037, 1.0]], ['2, k, 21', [0.0578943, 0.880593, 1.0]], ['2, k, 22', [0.0976376, 0.805288, 1.0]], ['2, k, 23', [0.681744, 0.488315, 1.0]], ['2, k, 24', [0.591267, 0.515472, 1.0]]]
[['2, k, 0', [-0.0526736, -0.392927, 1.0]], ['2, k, 1', [0.0141596, -0.11407, 1.0]], ['2, k, 2', [0.0819119, 0.166489, 1.0]], ['2, k, 3', [0.178649, 0.331131, 1.0]], ['2, k, 4', [-0.0530117, 0.238301, 1.0]], ['2, k, 5', [-0.0276511, 0.536209, 1.0]], ['2, k, 6', [0.061282, 0.761453, 1.0]], ['2, k, 7', [0.0782035, 0.817661, 1.0]], ['2, k, 8', [0.244961, 0.0763826, 1.0]], ['2, k, 9', [0.424594, 0.207127, 1.0]], ['2, k, 10', [0.6339, 0.357276, 1.0]], ['2, k, 11', [0.666114, 0.429942, 1.0]], ['2, k, 12', [-0.122183, -0.376814, 1.0]], ['2, k, 13', [-0.185867, -0.717724, 1.0]], ['2, k, 14', [-0.221632, -1.08045, 1.0]], ['2, k, 15', [-0.289451, -1.16459, 1.0]], ['2, k, 16', [0.0164045, -0.406492, 1.0]], ['2, k, 17', [0.085005, -0.709813, 1.0]], ['2, k, 18', [0.120701, -1.09097, 1.0]], ['2, k, 19', [0.150929, -1.12764, 1.0]], ['2, k, 20', [0.0652159, 0.0965614, 1.0]], ['2, k, 21', [0.0841219, 0.88025, 1.0]], ['2, k, 22', [0.12634, 0.792402, 1.0]], ['2, k, 23', [0.696356, 0.479947, 1.0]], ['2, k, 24', [0.610285, 0.489545, 1.0]]]
[['2, k, 0', [-0.0482099, -0.376501, 1.0]], ['2, k, 1', [0.0317301, -0.0726166, 1.0]], ['2, k, 2', [0.108812, 0.218604, 1.0]], ['2, k, 3', [0.19856, 0.344979, 1.0]], ['2, k, 4', [-0.0505188, 0.237583, 1.0]], ['2, k, 5', [-0.0149846, 0.534842, 1.0]], ['2, k, 6', [0.102096, 0.766361, 1.0]], ['2, k, 7', [0.124588, 0.815449, 1.0]], ['2, k, 8', [0.304202, 0.138454, 1.0]], ['2, k, 9', [0.504191, 0.217975, 1.0]], ['2, k, 10', [0.66486, 0.367691, 1.0]], ['2, k, 11', [0.683658, 0.403865, 1.0]], ['2, k, 12', [-0.117631, -0.359214, 1.0]], ['2, k, 13', [-0.186565, -0.718086, 1.0]], ['2, k, 14', [-0.223864, -1.08064, 1.0]], ['2, k, 15', [-0.290738, -1.16538, 1.0]], ['2, k, 16', [0.0263287, -0.370772, 1.0]], ['2, k, 17', [0.0844309, -0.714348, 1.0]], ['2, k, 18', [0.116166, -1.08192, 1.0]], ['2, k, 19', [0.143654, -1.1186, 1.0]], ['2, k, 20', [0.0900371, 0.147171, 1.0]], ['2, k, 21', [0.146408, 0.861085, 1.0]], ['2, k, 22', [0.191683, 0.78662, 1.0]], ['2, k, 23', [0.710585, 0.447387, 1.0]], ['2, k, 24', [0.626823, 0.465572, 1.0]]]
[['2, k, 0', [-0.0428772, -0.382493, 1.0]], ['2, k, 1', [0.0319453, -0.102601, 1.0]], ['2, k, 2', [0.0974081, 0.163434, 1.0]], ['2, k, 3', [0.199152, 0.332918, 1.0]], ['2, k, 4', [-0.0513083, 0.220684, 1.0]], ['2, k, 5', [-0.00221256, 0.516814, 1.0]], ['2, k, 6', [0.161209, 0.770259, 1.0]], ['2, k, 7', [0.184395, 0.826378, 1.0]], ['2, k, 8', [0.274665, 0.0780947, 1.0]], ['2, k, 9', [0.454269, 0.20018, 1.0]], ['2, k, 10', [0.66139, 0.341616, 1.0]], ['2, k, 11', [0.703582, 0.381361, 1.0]], ['2, k, 12', [-0.111228, -0.364983, 1.0]], ['2, k, 13', [-0.187522, -0.719945, 1.0]], ['2, k, 14', [-0.224119, -1.08069, 1.0]], ['2, k, 15', [-0.290891, -1.16542, 1.0]], ['2, k, 16', [0.0315327, -0.391697, 1.0]], ['2, k, 17', [0.0850233, -0.716898, 1.0]], ['2, k, 18', [0.120182, -1.08477, 1.0]], ['2, k, 19', [0.0722103, -1.17184, 1.0]], ['2, k, 20', [0.0812667, 0.0954242, 1.0]], ['2, k, 21', [0.193965, 0.852833, 1.0]], ['2, k, 22', [0.226613, 0.788655, 1.0]], ['2, k, 23', [0.769563, 0.374888, 1.0]], ['2, k, 24', [0.672679, 0.432573, 1.0]]]
[['2, k, 0', [-0.0366836, -0.381764, 1.0]], ['2, k, 1', [0.0337955, -0.103453, 1.0]], ['2, k, 2', [0.09891, 0.163159, 1.0]], ['2, k, 3', [0.223819, 0.317044, 1.0]], ['2, k, 4', [-0.0515803, 0.220923, 1.0]], ['2, k, 5', [0.0101697, 0.515099, 1.0]], ['2, k, 6', [0.156414, 0.7683, 1.0]], ['2, k, 7', [0.162446, 0.811048, 1.0]], ['2, k, 8', [0.282765, 0.095187, 1.0]], ['2, k, 9', [0.485138, 0.181825, 1.0]], ['2, k, 10', [0.673403, 0.338112, 1.0]], ['2, k, 11', [0.709493, 0.371891, 1.0]], ['2, k, 12', [-0.104033, -0.364609, 1.0]], ['2, k, 13', [-0.185029, -0.721429, 1.0]], ['2, k, 14', [-0.227358, -1.0831, 1.0]], ['2, k, 15', [-0.293903, -1.16826, 1.0]], ['2, k, 16', [0.0379978, -0.389905, 1.0]], ['2, k, 17', [0.0851147, -0.717342, 1.0]], ['2, k, 18', [0.122007, -1.08793, 1.0]], ['2, k, 19', [0.0831505, -1.17442, 1.0]], ['2, k, 20', [0.0828129, 0.095418, 1.0]], ['2, k, 21', [0.164918, 0.866743, 1.0]], ['2, k, 22', [0.215196, 0.790149, 1.0]], ['2, k, 23', [0.753779, 0.390766, 1.0]], ['2, k, 24', [0.663076, 0.431504, 1.0]]]
[['2, k, 0', [-0.0347314, -0.401646, 1.0]], ['2, k, 1', [0.0357584, -0.112138, 1.0]], ['2, k, 2', [0.101006, 0.162443, 1.0]], ['2, k, 3', [0.225868, 0.316381, 1.0]], ['2, k, 4', [-0.051671, 0.220931, 1.0]], ['2, k, 5', [0.0227599, 0.486861, 1.0]], ['2, k, 6', [0.15448, 0.757972, 1.0]], ['2, k, 7', [0.176771, 0.806279, 1.0]], ['2, k, 8', [0.284311, 0.0974603, 1.0]], ['2, k, 9', [0.498169, 0.151758, 1.0]], ['2, k, 10', [0.695155, 0.324741, 1.0]], ['2, k, 11', [0.729815, 0.353718, 1.0]], ['2, k, 12', [-0.107253, -0.393737, 1.0]], ['2, k, 13', [-0.196578, -0.730749, 1.0]], ['2, k, 14', [-0.224445, -1.08512, 1.0]], ['2, k, 15', [-0.180298, -1.18262, 1.0]], ['2, k, 16', [0.0408814, -0.419799, 1.0]], ['2, k, 17', [0.085424, -0.721861, 1.0]], ['2, k, 18', [0.122699, -1.08706, 1.0]], ['2, k, 19', [0.0892678, -1.17546, 1.0]], ['2, k, 20', [0.084635, 0.0941721, 1.0]], ['2, k, 21', [0.170792, 0.869492, 1.0]], ['2, k, 22', [0.223539, 0.780631, 1.0]], ['2, k, 23', [0.763487, 0.386038, 1.0]], ['2, k, 24', [0.672422, 0.413771, 1.0]]]
[['2, k, 0', [-0.0327205, -0.405275, 1.0]], ['2, k, 1', [0.0509448, -0.100333, 1.0]], ['2, k, 2', [0.145825, 0.221908, 1.0]], ['2, k, 3', [0.284989, 0.364105, 1.0]], ['2, k, 4', [-0.0515962, 0.212983, 1.0]], ['2, k, 5', [0.0430936, 0.499468, 1.0]], ['2, k, 6', [0.166954, 0.765554, 1.0]], ['2, k, 7', [0.208291, 0.800533, 1.0]], ['2, k, 8', [0.179093, 0.166558, 1.0]], ['2, k, 9', [0.414783, 0.12904, 1.0]], ['2, k, 10', [0.671231, 0.271074, 1.0]], ['2, k, 11', [0.728684, 0.329193, 1.0]], ['2, k, 12', [-0.10716, -0.393796, 1.0]], ['2, k, 13', [-0.195392, -0.729244, 1.0]], ['2, k, 14', [-0.22407, -1.08406, 1.0]], ['2, k, 15', [-0.281322, -1.17387, 1.0]], ['2, k, 16', [0.0431666, -0.420968, 1.0]], ['2, k, 17', [0.0850747, -0.722504, 1.0]], ['2, k, 18', [0.123311, -1.0869, 1.0]], ['2, k, 19', [0.138153, -1.12309, 1.0]], ['2, k, 20', [0.124684, 0.143953, 1.0]], ['2, k, 21', [0.234658, 0.847248, 1.0]], ['2, k, 22', [0.271557, 0.755524, 1.0]], ['2, k, 23', [0.774823, 0.357049, 1.0]], ['2, k, 24', [0.687814, 0.391211, 1.0]]]
[['2, k, 0', [-0.0311172, -0.405273, 1.0]], ['2, k, 1', [0.0500256, -0.0897917, 1.0]], ['2, k, 2', [0.128154, 0.237278, 1.0]], ['2, k, 3', [0.27615, 0.370109, 1.0]], ['2, k, 4', [-0.0506347, 0.214112, 1.0]], ['2, k, 5', [0.0478613, 0.499284, 1.0]], ['2, k, 6', [0.178273, 0.759734, 1.0]], ['2, k, 7', [0.227207, 0.796862, 1.0]], ['2, k, 8', [0.1895, 0.172053, 1.0]], ['2, k, 9', [0.415237, 0.123266, 1.0]], ['2, k, 10', [0.642245, 0.216008, 1.0]], ['2, k, 11', [0.712026, 0.280737, 1.0]], ['2, k, 12', [-0.104873, -0.391747, 1.0]], ['2, k, 13', [-0.195287, -0.729132, 1.0]], ['2, k, 14', [-0.224481, -1.08407, 1.0]], ['2, k, 15', [-0.295193, -1.16653, 1.0]], ['2, k, 16', [0.0450232, -0.419785, 1.0]], ['2, k, 17', [0.0848825, -0.723388, 1.0]], ['2, k, 18', [0.123967, -1.08583, 1.0]], ['2, k, 19', [0.14109, -1.12207, 1.0]], ['2, k, 20', [0.111224, 0.1566, 1.0]], ['2, k, 21', [0.24837, 0.838466, 1.0]], ['2, k, 22', [0.279814, 0.757699, 1.0]], ['2, k, 23', [0.77244, 0.334976, 1.0]], ['2, k, 24', [0.711118, 0.322255, 1.0]]]
[['2, k, 0', [-0.0300522, -0.408653, 1.0]], ['2, k, 1', [-0.00353542, -0.0930883, 1.0]], ['2, k, 2', [0.0195588, 0.225715, 1.0]], ['2, k, 3', [0.179183, 0.342137, 1.0]], ['2, k, 4', [-0.039151, 0.196311, 1.0]], ['2, k, 5', [0.0540527, 0.484093, 1.0]], ['2, k, 6', [0.185003, 0.754801, 1.0]], ['2, k, 7', [0.234458, 0.795099, 1.0]], ['2, k, 8', [0.194011, 0.143771, 1.0]], ['2, k, 9', [0.414436, 0.119311, 1.0]], ['2, k, 10', [0.668523, 0.227816, 1.0]], ['2, k, 11', [0.734154, 0.287436, 1.0]], ['2, k, 12', [-0.104701, -0.392394, 1.0]], ['2, k, 13', [-0.194888, -0.729167, 1.0]], ['2, k, 14', [-0.224454, -1.08412, 1.0]], ['2, k, 15', [-0.295105, -1.16661, 1.0]], ['2, k, 16', [0.0466436, -0.423275, 1.0]], ['2, k, 17', [0.0849156, -0.72368, 1.0]], ['2, k, 18', [0.123957, -1.08648, 1.0]], ['2, k, 19', [0.067127, -1.17596, 1.0]], ['2, k, 20', [0.013848, 0.146847, 1.0]], ['2, k, 21', [0.25243, 0.843183, 1.0]], ['2, k, 22', [0.289419, 0.760399, 1.0]], ['2, k, 23', [0.786991, 0.310966, 1.0]], ['2, k, 24', [0.708862, 0.335897, 1.0]]]
