[['2, k, 0', [-0.312334, -0.153383, 1.0]], ['2, k, 1', [-0.326915, -0.0780408, 1.0]], ['2, k, 2', [-0.340142, -0.00387936, 1.0]], ['2, k, 3', [-0.353434, 0.121635, 1.0]], ['2, k, 4', [-0.474495, -0.0522155, 1.0]], ['2, k, 5', [-0.492131, -0.111618, 1.0]], ['2, k, 6', [-0.606329, -0.117387, 1.0]], ['2, k, 7', [-0.599503, -0.131786, 1.0]], ['2, k, 8', [-0.212207, -0.0821186, 1.0]], ['2, k, 9', [-0.0774221, -0.168663, 1.0]], ['2, k, 10', [-0.29508, -0.165869, 1.0]], ['2, k, 11', [-0.380835, -0.197172, 1.0]], ['2, k, 12', [-0.368751, -0.145005, 1.0]], ['2, k, 13', [-0.558688, -0.042976, 1.0]], ['2, k, 14', [-0.518251, -0.188344, 1.0]], ['2, k, 15', [-0.402492, -0.194822, 1.0]], ['2, k, 16', [-0.249444, -0.158575, 1.0]], ['2, k, 17', [0.0015856, -0.186004, 1.0]], ['2, k, 18', [-0.41988, -0.159713, 1.0]], ['2, k, 19', [-0.312915, -0.173037, 1.0]], ['2, k, 20', [-0.337083, -0.0222783, 1.0]], ['2, k, 21', [-0.597517, -0.13135, 1.0]], ['2, k, 22', [-0.594927, -0.13078, 1.0]], ['2, k, 23', [-0.396293, -0.194321, 1.0]], ['2, k, 24', [-0.394078, -0.197049, 1.0]]]
[['2, k, 0', [-0.331854, -0.573884, 1.0]], ['2, k, 1', [-0.288768, -0.282464, 1.0]], ['2, k, 2', [-0.269169, 0.0119206, 1.0]], ['2, k, 3', [-0.164317, 0.09949, 1.0]], ['2, k, 4', [-0.360953, -0.037075, 1.0]], ['2, k, 5', [-0.297377, 0.244319, 1.0]], ['2, k, 6', [-0.185032, 0.431572, 1.0]], ['2, k, 7', [-0.129518, 0.489729, 1.0]], ['2, k, 8', [-0.04558, -0.138254, 1.0]], ['2, k, 9', [0.163508, -0.0716672, 1.0]], ['2, k, 10', [0.350559, 0.0257969, 1.0]], ['2, k, 11', [0.387029, 0.0991332, 1.0]], ['2, k, 12', [-0.396196, -0.564658, 1.0]], ['2, k, 13', [-0.464238, -1.07385, 1.0]], ['2, k, 14', [-0.503776, -1.43161, 1.0]], ['2, k, 15', [-0.478698, -1.47171, 1.0]], ['2, k, 16', [-0.257315, -0.569531, 1.0]], ['2, k, 17', [-0.15913, -0.935346, 1.0]], ['2, k, 18', [-0.250966, -1.10175, 1.0]], ['2, k, 19', [-0.245483, -1.19922, 1.0]], ['2, k, 20', [-0.270999, -0.0602434, 1.0]], ['2, k, 21', [-0.109637, 0.535729, 1.0]], ['2, k, 22', [-0.0503038, 0.448049, 1.0]], ['2, k, 23', [0.419061, 0.130991, 1.0]], ['2, k, 24', [0.32253, 0.178533, 1.0]]]
[['2, k, 0', [-0.327888, -0.575343, 1.0]], ['2, k, 1', [-0.289091, -0.282084, 1.0]], ['2, k, 2', [-0.268598, 0.0122885, 1.0]], ['2, k, 3', [-0.171641, 0.104204, 1.0]], ['2, k, 4', [-0.36133, -0.032379, 1.0]], ['2, k, 5', [-0.316772, 0.253058, 1.0]], ['2, k, 6', [-0.210746, 0.463987, 1.0]], ['2, k, 7', [-0.178338, 0.508825, 1.0]], ['2, k, 8', [-0.0416513, -0.133426, 1.0]], ['2, k, 9', [0.14363, -0.0446396, 1.0]], ['2, k, 10', [0.316508, 0.0740923, 1.0]], ['2, k, 11', [0.366475, 0.140207, 1.0]], ['2, k, 12', [-0.390524, -0.566164, 1.0]], ['2, k, 13', [-0.461721, -1.07383, 1.0]], ['2, k, 14', [-0.501673, -1.43154, 1.0]], ['2, k, 15', [-0.478363, -1.47148, 1.0]], ['2, k, 16', [-0.253598, -0.571384, 1.0]], ['2, k, 17', [-0.152688, -0.936454, 1.0]], ['2, k, 18', [-0.249854, -1.10693, 1.0]], ['2, k, 19', [-0.248573, -1.2376, 1.0]], ['2, k, 20', [-0.271014, -0.0600928, 1.0]], ['2, k, 21', [-0.165697, 0.561052, 1.0]], ['2, k, 22', [-0.106114, 0.479491, 1.0]], ['2, k, 23', [0.410692, 0.171004, 1.0]], ['2, k, 24', [0.325555, 0.209561, 1.0]]]
[['2, k, 0', [-0.319369, -0.575331, 1.0]], ['2, k, 1', [-0.26822, -0.288202, 1.0]], ['2, k, 2', [-0.20745, -0.0128333, 1.0]], ['2, k, 3', [-0.175607, 0.105128, 1.0]], ['2, k, 4', [-0.361014, -0.0227066, 1.0]], ['2, k, 5', [-0.347536, 0.264778, 1.0]], ['2, k, 6', [-0.253451, 0.484287, 1.0]], ['2, k, 7', [-0.224672, 0.525013, 1.0]], ['2, k, 8', [-0.0353573, -0.100646, 1.0]], ['2, k, 9', [0.144092, 0.00206697, 1.0]], ['2, k, 10', [0.307723, 0.187588, 1.0]], ['2, k, 11', [0.346285, 0.212736, 1.0]], ['2, k, 12', [-0.386536, -0.56724, 1.0]], ['2, k, 13', [-0.459319, -1.07459, 1.0]], ['2, k, 14', [-0.502622, -1.43193, 1.0]], ['2, k, 15', [-0.488674, -1.47031, 1.0]], ['2, k, 16', [-0.241724, -0.568973, 1.0]], ['2, k, 17', [-0.146686, -0.935514, 1.0]], ['2, k, 18', [-0.194701, -1.11018, 1.0]], ['2, k, 19', [-0.215606, -1.2413, 1.0]], ['2, k, 20', [-0.219909, -0.0818507, 1.0]], ['2, k, 21', [-0.21254, 0.575571, 1.0]], ['2, k, 22', [-0.144747, 0.494668, 1.0]], ['2, k, 23', [0.383874, 0.226215, 1.0]], ['2, k, 24', [0.292675, 0.259479, 1.0]]]
[['2, k, 0', [-0.319104, -0.574903, 1.0]], ['2, k, 1', [-0.268111, -0.288186, 1.0]], ['2, k, 2', [-0.208662, -0.012291, 1.0]], ['2, k, 3', [-0.180696, 0.105818, 1.0]], ['2, k, 4', [-0.362041, -0.02214, 1.0]], ['2, k, 5', [-0.372734, 0.26712, 1.0]], ['2, k, 6', [-0.303115, 0.494978, 1.0]], ['2, k, 7', [-0.280322, 0.538399, 1.0]], ['2, k, 8', [-0.0354587, -0.0973881, 1.0]], ['2, k, 9', [0.134662, 0.0196537, 1.0]], ['2, k, 10', [0.282185, 0.194869, 1.0]], ['2, k, 11', [0.310624, 0.254584, 1.0]], ['2, k, 12', [-0.386846, -0.567006, 1.0]], ['2, k, 13', [-0.456119, -1.07512, 1.0]], ['2, k, 14', [-0.501789, -1.43213, 1.0]], ['2, k, 15', [-0.489114, -1.47084, 1.0]], ['2, k, 16', [-0.240534, -0.5668, 1.0]], ['2, k, 17', [-0.144002, -0.934452, 1.0]], ['2, k, 18', [-0.101533, -1.25964, 1.0]], ['2, k, 19', [-0.196411, -1.2168, 1.0]], ['2, k, 20', [-0.221202, -0.0812877, 1.0]], ['2, k, 21', [-0.270579, 0.592786, 1.0]], ['2, k, 22', [-0.209182, 0.517234, 1.0]], ['2, k, 23', [0.339529, 0.289985, 1.0]], ['2, k, 24', [0.240268, 0.315762, 1.0]]]
[['2, k, 0', [-0.31786, -0.5752, 1.0]], ['2, k, 1', [-0.267932, -0.287972, 1.0]], ['2, k, 2', [-0.212546, -0.0078865, 1.0]], ['2, k, 3', [-0.184585, 0.108002, 1.0]], ['2, k, 4', [-0.363647, -0.0214332, 1.0]], ['2, k, 5', [-0.413219, 0.242816, 1.0]], ['2, k, 6', [-0.367464, 0.47379, 1.0]], ['2, k, 7', [-0.33142, 0.539094, 1.0]], ['2, k, 8', [-0.0361403, -0.0920743, 1.0]], ['2, k, 9', [0.124514, 0.0690234, 1.0]], ['2, k, 10', [0.25406, 0.242243, 1.0]], ['2, k, 11', [0.275057, 0.302869, 1.0]], ['2, k, 12', [-0.386169, -0.567746, 1.0]], ['2, k, 13', [-0.453819, -1.07633, 1.0]], ['2, k, 14', [-0.502122, -1.43297, 1.0]], ['2, k, 15', [-0.491436, -1.47185, 1.0]], ['2, k, 16', [-0.237759, -0.567521, 1.0]], ['2, k, 17', [-0.137823, -0.934782, 1.0]], ['2, k, 18', [-0.137493, -1.08632, 1.0]], ['2, k, 19', [-0.125085, -1.18303, 1.0]], ['2, k, 20', [-0.224282, -0.0779815, 1.0]], ['2, k, 21', [-0.313468, 0.590758, 1.0]], ['2, k, 22', [-0.243719, 0.519651, 1.0]], ['2, k, 23', [0.308916, 0.332474, 1.0]], ['2, k, 24', [0.209686, 0.354614, 1.0]]]
[['2, k, 0', [-0.316029, -0.574879, 1.0]], ['2, k, 1', [-0.266415, -0.287431, 1.0]], ['2, k, 2', [-0.212281, -0.00706105, 1.0]], ['2, k, 3', [-0.19253, 0.109927, 1.0]], ['2, k, 4', [-0.367949, -0.020791, 1.0]], ['2, k, 5', [-0.433152, 0.241953, 1.0]], ['2, k, 6', [-0.398174, 0.47945, 1.0]], ['2, k, 7', [-0.384497, 0.543369, 1.0]], ['2, k, 8', [-0.0434489, -0.0663974, 1.0]], ['2, k, 9', [0.106705, 0.0860511, 1.0]], ['2, k, 10', [0.229133, 0.280298, 1.0]], ['2, k, 11', [0.240653, 0.342402, 1.0]], ['2, k, 12', [-0.385344, -0.567397, 1.0]], ['2, k, 13', [-0.451082, -1.07651, 1.0]], ['2, k, 14', [-0.500815, -1.4329, 1.0]], ['2, k, 15', [-0.497742, -1.47161, 1.0]], ['2, k, 16', [-0.235257, -0.567396, 1.0]], ['2, k, 17', [-0.137466, -0.935285, 1.0]], ['2, k, 18', [-0.135677, -1.08569, 1.0]], ['2, k, 19', [-0.140017, -1.03566, 1.0]], ['2, k, 20', [-0.224093, -0.0771971, 1.0]], ['2, k, 21', [-0.387319, 0.600543, 1.0]], ['2, k, 22', [-0.307449, 0.533365, 1.0]], ['2, k, 23', [0.270253, 0.374927, 1.0]], ['2, k, 24', [0.186249, 0.382554, 1.0]]]
[['2, k, 0', [-0.307202, -0.575267, 1.0]], ['2, k, 1', [-0.263651, -0.287086, 1.0]], ['2, k, 2', [-0.212535, -0.00636752, 1.0]], ['2, k, 3', [-0.201474, 0.115677, 1.0]], ['2, k, 4', [-0.370316, -0.020621, 1.0]], ['2, k, 5', [-0.460251, 0.235031, 1.0]], ['2, k, 6', [-0.450119, 0.482358, 1.0]], ['2, k, 7', [-0.435754, 0.540516, 1.0]], ['2, k, 8', [-0.0439688, -0.0673596, 1.0]], ['2, k, 9', [0.0921893, 0.107157, 1.0]], ['2, k, 10', [0.182422, 0.319547, 1.0]], ['2, k, 11', [0.195486, 0.387827, 1.0]], ['2, k, 12', [-0.380873, -0.568285, 1.0]], ['2, k, 13', [-0.449631, -1.07691, 1.0]], ['2, k, 14', [-0.500577, -1.4331, 1.0]], ['2, k, 15', [-0.497821, -1.47192, 1.0]], ['2, k, 16', [-0.224608, -0.567238, 1.0]], ['2, k, 17', [-0.142322, -0.939056, 1.0]], ['2, k, 18', [-0.133042, -1.08625, 1.0]], ['2, k, 19', [-0.141124, -1.01099, 1.0]], ['2, k, 20', [-0.224136, -0.0765886, 1.0]], ['2, k, 21', [-0.433336, 0.593616, 1.0]], ['2, k, 22', [-0.365454, 0.540472, 1.0]], ['2, k, 23', [0.203668, 0.433148, 1.0]], ['2, k, 24', [0.12305, 0.422504, 1.0]]]
[['2, k, 0', [-0.302413, -0.57458, 1.0]], ['2, k, 1', [-0.26174, -0.286713, 1.0]], ['2, k, 2', [-0.212991, -0.00588907, 1.0]], ['2, k, 3', [-0.207278, 0.11872, 1.0]], ['2, k, 4', [-0.373723, -0.0197582, 1.0]], ['2, k, 5', [-0.491123, 0.230466, 1.0]], ['2, k, 6', [-0.486469, 0.477661, 1.0]], ['2, k, 7', [-0.487032, 0.534445, 1.0]], ['2, k, 8', [-0.049517, -0.0638288, 1.0]], ['2, k, 9', [0.0758884, 0.158451, 1.0]], ['2, k, 10', [0.14988, 0.357104, 1.0]], ['2, k, 11', [0.156382, 0.418483, 1.0]], ['2, k, 12', [-0.375587, -0.568915, 1.0]], ['2, k, 13', [-0.447513, -1.07722, 1.0]], ['2, k, 14', [-0.502907, -1.43287, 1.0]], ['2, k, 15', [-0.502248, -1.46829, 1.0]], ['2, k, 16', [-0.220783, -0.565676, 1.0]], ['2, k, 17', [-0.138577, -0.937711, 1.0]], ['2, k, 18', [-0.126222, -1.10655, 1.0]], ['2, k, 19', [-0.129778, -1.11513, 1.0]], ['2, k, 20', [-0.224296, -0.0761491, 1.0]], ['2, k, 21', [-0.490154, 0.592861, 1.0]], ['2, k, 22', [-0.413702, 0.537037, 1.0]], ['2, k, 23', [0.174438, 0.463376, 1.0]], ['2, k, 24', [0.0952771, 0.448698, 1.0]]]
[['2, k, 0', [-0.298181, -0.573822, 1.0]], ['2, k, 1', [-0.259838, -0.285918, 1.0]], ['2, k, 2', [-0.213713, -0.00458722, 1.0]], ['2, k, 3', [-0.21803, 0.118073, 1.0]], ['2, k, 4', [-0.37803, -0.0190904, 1.0]], ['2, k, 5', [-0.516045, 0.217909, 1.0]], ['2, k, 6', [-0.524341, 0.471221, 1.0]], ['2, k, 7', [-0.52748, 0.524359, 1.0]], ['2, k, 8', [-0.0547723, -0.0596677, 1.0]], ['2, k, 9', [0.0599439, 0.172916, 1.0]], ['2, k, 10', [0.120775, 0.376085, 1.0]], ['2, k, 11', [0.116593, 0.441178, 1.0]], ['2, k, 12', [-0.370875, -0.56995, 1.0]], ['2, k, 13', [-0.445303, -1.07803, 1.0]], ['2, k, 14', [-0.499186, -1.43387, 1.0]], ['2, k, 15', [-0.499622, -1.47048, 1.0]], ['2, k, 16', [-0.216583, -0.563132, 1.0]], ['2, k, 17', [-0.128368, -0.934807, 1.0]], ['2, k, 18', [-0.0925239, -1.27586, 1.0]], ['2, k, 19', [-0.121769, -1.11666, 1.0]], ['2, k, 20', [-0.224547, -0.0749792, 1.0]], ['2, k, 21', [-0.536241, 0.578021, 1.0]], ['2, k, 22', [-0.44679, 0.529475, 1.0]], ['2, k, 23', [0.124413, 0.492717, 1.0]], ['2, k, 24', [0.0551976, 0.469137, 1.0]]]
[['2, k, 0', [-0.294382, -0.572377, 1.0]], ['2, k, 1', [-0.260358, -0.281974, 1.0]], ['2, k, 2', [-0.230793, 0.0121495, 1.0]], ['2, k, 3', [-0.224857, 0.121463, 1.0]], ['2, k, 4', [-0.405909, -0.0138885, 1.0]], ['2, k, 5', [-0.5393, 0.206424, 1.0]], ['2, k, 6', [-0.578748, 0.450301, 1.0]], ['2, k, 7', [-0.572818, 0.50579, 1.0]], ['2, k, 8', [-0.068752, -0.0494278, 1.0]], ['2, k, 9', [0.0323545, 0.205734, 1.0]], ['2, k, 10', [0.0647463, 0.429098, 1.0]], ['2, k, 11', [0.0726252, 0.478423, 1.0]], ['2, k, 12', [-0.366661, -0.569431, 1.0]], ['2, k, 13', [-0.441534, -1.07767, 1.0]], ['2, k, 14', [-0.49825, -1.43307, 1.0]], ['2, k, 15', [-0.505538, -1.46822, 1.0]], ['2, k, 16', [-0.213772, -0.56106, 1.0]], ['2, k, 17', [-0.120866, -0.931938, 1.0]], ['2, k, 18', [-0.120294, -1.14576, 1.0]], ['2, k, 19', [-0.134506, -1.0041, 1.0]], ['2, k, 20', [-0.236387, -0.0615659, 1.0]], ['2, k, 21', [-0.590041, 0.565066, 1.0]], ['2, k, 22', [-0.496318, 0.515438, 1.0]], ['2, k, 23', [0.0812507, 0.524833, 1.0]], ['2, k, 24', [0.00191868, 0.493028, 1.0]]]
[['2, k, 0', [-0.287933, -0.572364, 1.0]], ['2, k, 1', [-0.259287, -0.282047, 1.0]], ['2, k, 2', [-0.230471, 0.00994972, 1.0]], ['2, k, 3', [-0.234072, 0.124681, 1.0]], ['2, k, 4', [-0.405808, -0.0143665, 1.0]], ['2, k, 5', [-0.557599, 0.18224, 1.0]], ['2, k, 6', [-0.591356, 0.450546, 1.0]], ['2, k, 7', [-0.618467, 0.493022, 1.0]], ['2, k, 8', [-0.0725757, -0.0472961, 1.0]], ['2, k, 9', [0.019559, 0.211081, 1.0]], ['2, k, 10', [0.0368759, 0.444337, 1.0]], ['2, k, 11', [0.0311639, 0.497261, 1.0]], ['2, k, 12', [-0.361823, -0.571194, 1.0]], ['2, k, 13', [-0.439166, -1.07899, 1.0]], ['2, k, 14', [-0.501741, -1.43341, 1.0]], ['2, k, 15', [-0.510992, -1.46662, 1.0]], ['2, k, 16', [-0.205869, -0.558877, 1.0]], ['2, k, 17', [-0.118174, -0.930795, 1.0]], ['2, k, 18', [-0.0891307, -1.27573, 1.0]], ['2, k, 19', [-0.118877, -1.11984, 1.0]], ['2, k, 20', [-0.236237, -0.0625549, 1.0]], ['2, k, 21', [-0.649861, 0.544384, 1.0]], ['2, k, 22', [-0.545443, 0.505085, 1.0]], ['2, k, 23', [0.0359456, 0.548579, 1.0]], ['2, k, 24', [-0.0343953, 0.505602, 1.0]]]
[['2, k, 0', [-0.282069, -0.572001, 1.0]], ['2, k, 1', [-0.25931, -0.281553, 1.0]], ['2, k, 2', [-0.236514, 0.00901158, 1.0]], ['2, k, 3', [-0.240985, 0.123522, 1.0]], ['2, k, 4', [-0.405945, -0.015437, 1.0]], ['2, k, 5', [-0.569549, 0.161449, 1.0]], ['2, k, 6', [-0.642696, 0.368099, 1.0]], ['2, k, 7', [-0.659547, 0.459581, 1.0]], ['2, k, 8', [-0.0766264, -0.0458493, 1.0]], ['2, k, 9', [-0.011159, 0.227755, 1.0]], ['2, k, 10', [0.00265015, 0.452418, 1.0]], ['2, k, 11', [-0.0108963, 0.510172, 1.0]], ['2, k, 12', [-0.356917, -0.571756, 1.0]], ['2, k, 13', [-0.434369, -1.07969, 1.0]], ['2, k, 14', [-0.499217, -1.43359, 1.0]], ['2, k, 15', [-0.510735, -1.46915, 1.0]], ['2, k, 16', [-0.199727, -0.557661, 1.0]], ['2, k, 17', [-0.115556, -0.930655, 1.0]], ['2, k, 18', [-0.0893737, -1.27423, 1.0]], ['2, k, 19', [-0.117208, -1.11959, 1.0]], ['2, k, 20', [-0.240761, -0.0628907, 1.0]], ['2, k, 21', [-0.682539, 0.514955, 1.0]], ['2, k, 22', [-0.578066, 0.486327, 1.0]], ['2, k, 23', [-0.000877516, 0.561441, 1.0]], ['2, k, 24', [-0.0730548, 0.521822, 1.0]]]
[['2, k, 0', [-0.277508, -0.571624, 1.0]], ['2, k, 1', [-0.259306, -0.281243, 1.0]], ['2, k, 2', [-0.240691, 0.00860553, 1.0]], ['2, k, 3', [-0.243683, 0.123563, 1.0]], ['2, k, 4', [-0.40685, -0.0173716, 1.0]], ['2, k, 5', [-0.586437, 0.137904, 1.0]], ['2, k, 6', [-0.67933, 0.358152, 1.0]], ['2, k, 7', [-0.696727, 0.43989, 1.0]], ['2, k, 8', [-0.0830555, -0.0412652, 1.0]], ['2, k, 9', [-0.0394299, 0.23415, 1.0]], ['2, k, 10', [-0.0506211, 0.466761, 1.0]], ['2, k, 11', [-0.0645584, 0.521942, 1.0]], ['2, k, 12', [-0.352116, -0.572703, 1.0]], ['2, k, 13', [-0.431864, -1.08062, 1.0]], ['2, k, 14', [-0.49868, -1.43413, 1.0]], ['2, k, 15', [-0.513322, -1.46922, 1.0]], ['2, k, 16', [-0.193855, -0.555773, 1.0]], ['2, k, 17', [-0.114493, -0.929978, 1.0]], ['2, k, 18', [-0.0915485, -1.27556, 1.0]], ['2, k, 19', [-0.118202, -1.12066, 1.0]], ['2, k, 20', [-0.243911, -0.0629996, 1.0]], ['2, k, 21', [-0.71922, 0.495592, 1.0]], ['2, k, 22', [-0.620375, 0.470738, 1.0]], ['2, k, 23', [-0.0749129, 0.570167, 1.0]], ['2, k, 24', [-0.137057, 0.52554, 1.0]]]
[['2, k, 0', [-0.269248, -0.564785, 1.0]], ['2, k, 1', [-0.25687, -0.279011, 1.0]], ['2, k, 2', [-0.240581, 0.00845925, 1.0]], ['2, k, 3', [-0.244619, 0.124239, 1.0]], ['2, k, 4', [-0.409936, -0.0200347, 1.0]], ['2, k, 5', [-0.615647, 0.120838, 1.0]], ['2, k, 6', [-0.716449, 0.320089, 1.0]], ['2, k, 7', [-0.735089, 0.404443, 1.0]], ['2, k, 8', [-0.0877623, -0.0370523, 1.0]], ['2, k, 9', [-0.0625015, 0.238085, 1.0]], ['2, k, 10', [-0.0816825, 0.472843, 1.0]], ['2, k, 11', [-0.104143, 0.528893, 1.0]], ['2, k, 12', [-0.343251, -0.568061, 1.0]], ['2, k, 13', [-0.428774, -1.07543, 1.0]], ['2, k, 14', [-0.496533, -1.42875, 1.0]], ['2, k, 15', [-0.514053, -1.46355, 1.0]], ['2, k, 16', [-0.187672, -0.547413, 1.0]], ['2, k, 17', [-0.115346, -0.923058, 1.0]], ['2, k, 18', [-0.0954358, -1.27096, 1.0]], ['2, k, 19', [-0.120574, -1.11537, 1.0]], ['2, k, 20', [-0.243804, -0.0629775, 1.0]], ['2, k, 21', [-0.751894, 0.465544, 1.0]], ['2, k, 22', [-0.667214, 0.441392, 1.0]], ['2, k, 23', [-0.0987175, 0.588646, 1.0]], ['2, k, 24', [-0.167718, 0.532691, 1.0]]]
[['2, k, 0', [-0.267205, -0.56207, 1.0]], ['2, k, 1', [-0.254871, -0.277399, 1.0]], ['2, k, 2', [-0.239567, 0.00795316, 1.0]], ['2, k, 3', [-0.255139, 0.126483, 1.0]], ['2, k, 4', [-0.425423, -0.0300548, 1.0]], ['2, k, 5', [-0.631774, 0.110018, 1.0]], ['2, k, 6', [-0.749708, 0.292321, 1.0]], ['2, k, 7', [-0.768083, 0.376969, 1.0]], ['2, k, 8', [-0.0934761, -0.0344535, 1.0]], ['2, k, 9', [-0.0874059, 0.239722, 1.0]], ['2, k, 10', [-0.124415, 0.476317, 1.0]], ['2, k, 11', [-0.157533, 0.536481, 1.0]], ['2, k, 12', [-0.339127, -0.565203, 1.0]], ['2, k, 13', [-0.425546, -1.07297, 1.0]], ['2, k, 14', [-0.495104, -1.42595, 1.0]], ['2, k, 15', [-0.517654, -1.45955, 1.0]], ['2, k, 16', [-0.18609, -0.542548, 1.0]], ['2, k, 17', [-0.11256, -0.917912, 1.0]], ['2, k, 18', [-0.0955817, -1.26592, 1.0]], ['2, k, 19', [-0.117087, -1.10952, 1.0]], ['2, k, 20', [-0.242995, -0.0630369, 1.0]], ['2, k, 21', [-0.797135, 0.432376, 1.0]], ['2, k, 22', [-0.681738, 0.419176, 1.0]], ['2, k, 23', [-0.197333, 0.585558, 1.0]], ['2, k, 24', [-0.238122, 0.523106, 1.0]]]
[['2, k, 0', [-0.264615, -0.560077, 1.0]], ['2, k, 1', [-0.255265, -0.276233, 1.0]], ['2, k, 2', [-0.245212, 0.00770531, 1.0]], ['2, k, 3', [-0.269216, 0.124454, 1.0]], ['2, k, 4', [-0.449252, -0.0486313, 1.0]], ['2, k, 5', [-0.65723, 0.0907483, 1.0]], ['2, k, 6', [-0.768073, 0.278043, 1.0]], ['2, k, 7', [-0.793738, 0.35325, 1.0]], ['2, k, 8', [-0.140486, -0.00860168, 1.0]], ['2, k, 9', [-0.127396, 0.278998, 1.0]], ['2, k, 10', [-0.192633, 0.515985, 1.0]], ['2, k, 11', [-0.202504, 0.548838, 1.0]], ['2, k, 12', [-0.336303, -0.564555, 1.0]], ['2, k, 13', [-0.422803, -1.07236, 1.0]], ['2, k, 14', [-0.498444, -1.42423, 1.0]], ['2, k, 15', [-0.535397, -1.45139, 1.0]], ['2, k, 16', [-0.183681, -0.538695, 1.0]], ['2, k, 17', [-0.110223, -0.913937, 1.0]], ['2, k, 18', [-0.10842, -1.17958, 1.0]], ['2, k, 19', [-0.130691, -1.02674, 1.0]], ['2, k, 20', [-0.246904, -0.0626304, 1.0]], ['2, k, 21', [-0.815507, 0.401676, 1.0]], ['2, k, 22', [-0.700421, 0.399326, 1.0]], ['2, k, 23', [-0.193377, 0.596395, 1.0]], ['2, k, 24', [-0.263934, 0.533837, 1.0]]]
[['2, k, 0', [-0.263111, -0.559341, 1.0]], ['2, k, 1', [-0.255253, -0.275991, 1.0]], ['2, k, 2', [-0.246337, 0.00710082, 1.0]], ['2, k, 3', [-0.273058, 0.126659, 1.0]], ['2, k, 4', [-0.44582, -0.0467554, 1.0]], ['2, k, 5', [-0.675133, 0.0625023, 1.0]], ['2, k, 6', [-0.797279, 0.2423, 1.0]], ['2, k, 7', [-0.829621, 0.317906, 1.0]], ['2, k, 8', [-0.140572, -0.00863291, 1.0]], ['2, k, 9', [-0.137776, 0.266104, 1.0]], ['2, k, 10', [-0.21237, 0.485125, 1.0]], ['2, k, 11', [-0.240724, 0.537897, 1.0]], ['2, k, 12', [-0.334915, -0.563822, 1.0]], ['2, k, 13', [-0.420901, -1.07175, 1.0]], ['2, k, 14', [-0.490863, -1.42466, 1.0]], ['2, k, 15', [-0.527524, -1.45533, 1.0]], ['2, k, 16', [-0.181683, -0.538444, 1.0]], ['2, k, 17', [-0.109697, -0.913648, 1.0]], ['2, k, 18', [-0.107908, -1.17718, 1.0]], ['2, k, 19', [-0.132421, -1.0233, 1.0]], ['2, k, 20', [-0.247713, -0.0629096, 1.0]], ['2, k, 21', [-0.864497, 0.361342, 1.0]], ['2, k, 22', [-0.773728, 0.357553, 1.0]], ['2, k, 23', [-0.244471, 0.590711, 1.0]], ['2, k, 24', [-0.311608, 0.526243, 1.0]]]
[['2, k, 0', [-0.262912, -0.558639, 1.0]], ['2, k, 1', [-0.255566, -0.275418, 1.0]], ['2, k, 2', [-0.247075, 0.00689502, 1.0]], ['2, k, 3', [-0.26221, 0.145008, 1.0]], ['2, k, 4', [-0.447238, -0.0476647, 1.0]], ['2, k, 5', [-0.677763, 0.0272907, 1.0]], ['2, k, 6', [-0.813895, 0.206666, 1.0]], ['2, k, 7', [-0.850426, 0.283839, 1.0]], ['2, k, 8', [-0.141736, -0.00992969, 1.0]], ['2, k, 9', [-0.173873, 0.273821, 1.0]], ['2, k, 10', [-0.236694, 0.484848, 1.0]], ['2, k, 11', [-0.277562, 0.53174, 1.0]], ['2, k, 12', [-0.334183, -0.5643, 1.0]], ['2, k, 13', [-0.419248, -1.07269, 1.0]], ['2, k, 14', [-0.492735, -1.42488, 1.0]], ['2, k, 15', [-0.530699, -1.45481, 1.0]], ['2, k, 16', [-0.183053, -0.53449, 1.0]], ['2, k, 17', [-0.108976, -0.908708, 1.0]], ['2, k, 18', [-0.107663, -1.14542, 1.0]], ['2, k, 19', [-0.137614, -0.990971, 1.0]], ['2, k, 20', [-0.24849, -0.0629511, 1.0]], ['2, k, 21', [-0.883232, 0.329062, 1.0]], ['2, k, 22', [-0.771064, 0.338202, 1.0]], ['2, k, 23', [-0.292547, 0.586034, 1.0]], ['2, k, 24', [-0.349876, 0.516823, 1.0]]]
