[['2, k, 0', [0.0731498, -1.26329, 1.0]], ['2, k, 1', [0.0706584, -0.983726, 1.0]], ['2, k, 2', [0.0679452, -0.704745, 1.0]], ['2, k, 3', [0.0603692, -0.584765, 1.0]], ['2, k, 4', [-0.107534, -0.746925, 1.0]], ['2, k, 5', [-0.217081, -0.902308, 1.0]], ['2, k, 6', [-0.147133, -1.08674, 1.0]], ['2, k, 7', [-0.108857, -1.12784, 1.0]], ['2, k, 8', [0.229348, -0.752528, 1.0]], ['2, k, 9', [0.374615, -0.892575, 1.0]], ['2, k, 10', [0.304713, -1.0823, 1.0]], ['2, k, 11', [0.252046, -1.12325, 1.0]], ['2, k, 12', [-0.00390806, -1.25084, 1.0]], ['2, k, 13', [-0.0383734, -1.55198, 1.0]], ['2, k, 14', [-0.039359, -1.85821, 1.0]], ['2, k, 15', [0.00974258, -1.9386, 1.0]], ['2, k, 16', [0.148915, -1.25336, 1.0]], ['2, k, 17', [0.208964, -1.54821, 1.0]], ['2, k, 18', [0.243868, -1.84162, 1.0]], ['2, k, 19', [0.203979, -1.93359, 1.0]], ['2, k, 20', [0.0686653, -0.774526, 1.0]], ['2, k, 21', [-0.0913165, -1.19018, 1.0]], ['2, k, 22', [-0.0777002, -1.0968, 1.0]], ['2, k, 23', [0.22478, -1.1865, 1.0]], ['2, k, 24', [0.225921, -1.09288, 1.0]]]
[['2, k, 0', [0.140775, -1.25444, 1.0]], ['2, k, 1', [0.160629, -0.96301, 1.0]], ['2, k, 2', [0.185858, -0.672643, 1.0]], ['2, k, 3', [0.221305, -0.537824, 1.0]], ['2, k, 4', [0.0246305, -0.734574, 1.0]], ['2, k, 5', [-0.145087, -0.869577, 1.0]], ['2, k, 6', [-0.0829542, -1.07203, 1.0]], ['2, k, 7', [-0.0434869, -1.10568, 1.0]], ['2, k, 8', [0.345247, -0.753409, 1.0]], ['2, k, 9', [0.441688, -0.918867, 1.0]], ['2, k, 10', [0.363846, -1.10514, 1.0]], ['2, k, 11', [0.325342, -1.12655, 1.0]], ['2, k, 12', [0.0650454, -1.23851, 1.0]], ['2, k, 13', [0.0117562, -1.53989, 1.0]], ['2, k, 14', [-0.00911466, -1.86818, 1.0]], ['2, k, 15', [-0.0382893, -1.8997, 1.0]], ['2, k, 16', [0.21368, -1.24891, 1.0]], ['2, k, 17', [0.256442, -1.54163, 1.0]], ['2, k, 18', [0.255237, -1.84657, 1.0]], ['2, k, 19', [0.259381, -1.8803, 1.0]], ['2, k, 20', [0.179382, -0.745241, 1.0]], ['2, k, 21', [-0.0305841, -1.18003, 1.0]], ['2, k, 22', [-0.0122524, -1.07646, 1.0]], ['2, k, 23', [0.295832, -1.19157, 1.0]], ['2, k, 24', [0.294556, -1.09476, 1.0]]]
[['2, k, 0', [0.141312, -1.254, 1.0]], ['2, k, 1', [0.162498, -0.962844, 1.0]], ['2, k, 2', [0.187858, -0.672635, 1.0]], ['2, k, 3', [0.226044, -0.537481, 1.0]], ['2, k, 4', [0.0256667, -0.734768, 1.0]], ['2, k, 5', [-0.144714, -0.86935, 1.0]], ['2, k, 6', [-0.0831503, -1.07122, 1.0]], ['2, k, 7', [-0.043853, -1.10308, 1.0]], ['2, k, 8', [0.345508, -0.753539, 1.0]], ['2, k, 9', [0.440776, -0.91978, 1.0]], ['2, k, 10', [0.365928, -1.13364, 1.0]], ['2, k, 11', [0.303075, -1.17719, 1.0]], ['2, k, 12', [0.0657976, -1.2369, 1.0]], ['2, k, 13', [0.0105908, -1.53286, 1.0]], ['2, k, 14', [-0.00852822, -1.87271, 1.0]], ['2, k, 15', [0.034693, -1.94902, 1.0]], ['2, k, 16', [0.214113, -1.24908, 1.0]], ['2, k, 17', [0.255511, -1.5408, 1.0]], ['2, k, 18', [0.254776, -1.83968, 1.0]], ['2, k, 19', [0.258915, -1.8726, 1.0]], ['2, k, 20', [0.181262, -0.74519, 1.0]], ['2, k, 21', [-0.0281499, -1.17239, 1.0]], ['2, k, 22', [-0.0119976, -1.07403, 1.0]], ['2, k, 23', [0.290318, -1.24787, 1.0]], ['2, k, 24', [0.281103, -1.14496, 1.0]]]
[['2, k, 0', [0.141322, -1.25181, 1.0]], ['2, k, 1', [0.16481, -0.961245, 1.0]], ['2, k, 2', [0.191783, -0.670821, 1.0]], ['2, k, 3', [0.229579, -0.536219, 1.0]], ['2, k, 4', [0.0277374, -0.733096, 1.0]], ['2, k, 5', [-0.144869, -0.861995, 1.0]], ['2, k, 6', [-0.0863517, -1.06439, 1.0]], ['2, k, 7', [-0.0470792, -1.09753, 1.0]], ['2, k, 8', [0.349005, -0.753867, 1.0]], ['2, k, 9', [0.440663, -0.920268, 1.0]], ['2, k, 10', [0.358816, -1.09973, 1.0]], ['2, k, 11', [0.309379, -1.13867, 1.0]], ['2, k, 12', [0.066314, -1.2327, 1.0]], ['2, k, 13', [0.0110808, -1.53139, 1.0]], ['2, k, 14', [-0.00998227, -1.8759, 1.0]], ['2, k, 15', [0.0383186, -1.96148, 1.0]], ['2, k, 16', [0.21377, -1.24814, 1.0]], ['2, k, 17', [0.254698, -1.54103, 1.0]], ['2, k, 18', [0.259024, -1.83149, 1.0]], ['2, k, 19', [0.265161, -1.86341, 1.0]], ['2, k, 20', [0.1847, -0.743501, 1.0]], ['2, k, 21', [-0.0351513, -1.1756, 1.0]], ['2, k, 22', [-0.0122842, -1.07209, 1.0]], ['2, k, 23', [0.290481, -1.20447, 1.0]], ['2, k, 24', [0.273638, -1.09635, 1.0]]]
[['2, k, 0', [0.142167, -1.25054, 1.0]], ['2, k, 1', [0.166476, -0.960033, 1.0]], ['2, k, 2', [0.194265, -0.669043, 1.0]], ['2, k, 3', [0.237145, -0.531336, 1.0]], ['2, k, 4', [0.0297528, -0.731557, 1.0]], ['2, k, 5', [-0.14474, -0.863815, 1.0]], ['2, k, 6', [-0.0876807, -1.06396, 1.0]], ['2, k, 7', [-0.0463475, -1.09796, 1.0]], ['2, k, 8', [0.350225, -0.753445, 1.0]], ['2, k, 9', [0.384799, -0.943345, 1.0]], ['2, k, 10', [0.366172, -1.13756, 1.0]], ['2, k, 11', [0.311884, -1.15617, 1.0]], ['2, k, 12', [0.0671566, -1.23103, 1.0]], ['2, k, 13', [0.01288, -1.53157, 1.0]], ['2, k, 14', [-0.00986559, -1.86481, 1.0]], ['2, k, 15', [0.0346854, -1.9402, 1.0]], ['2, k, 16', [0.214576, -1.24726, 1.0]], ['2, k, 17', [0.254989, -1.54277, 1.0]], ['2, k, 18', [0.261433, -1.83075, 1.0]], ['2, k, 19', [0.268482, -1.86286, 1.0]], ['2, k, 20', [0.186995, -0.741916, 1.0]], ['2, k, 21', [-0.025684, -1.17117, 1.0]], ['2, k, 22', [-0.0110342, -1.06899, 1.0]], ['2, k, 23', [0.30664, -1.24871, 1.0]], ['2, k, 24', [0.286337, -1.14403, 1.0]]]
[['2, k, 0', [0.142551, -1.24978, 1.0]], ['2, k, 1', [0.169825, -0.95801, 1.0]], ['2, k, 2', [0.201184, -0.665305, 1.0]], ['2, k, 3', [0.240355, -0.52853, 1.0]], ['2, k, 4', [0.0331235, -0.729591, 1.0]], ['2, k, 5', [-0.14769, -0.861789, 1.0]], ['2, k, 6', [-0.0887568, -1.05749, 1.0]], ['2, k, 7', [-0.0475797, -1.09793, 1.0]], ['2, k, 8', [0.35855, -0.755409, 1.0]], ['2, k, 9', [0.412322, -0.966683, 1.0]], ['2, k, 10', [0.369953, -1.11303, 1.0]], ['2, k, 11', [0.317185, -1.14159, 1.0]], ['2, k, 12', [0.0678828, -1.22951, 1.0]], ['2, k, 13', [0.0138453, -1.5314, 1.0]], ['2, k, 14', [-0.00718684, -1.86381, 1.0]], ['2, k, 15', [0.0352932, -1.93619, 1.0]], ['2, k, 16', [0.214696, -1.24702, 1.0]], ['2, k, 17', [0.255632, -1.54138, 1.0]], ['2, k, 18', [0.262013, -1.83746, 1.0]], ['2, k, 19', [0.272691, -1.86991, 1.0]], ['2, k, 20', [0.193111, -0.738581, 1.0]], ['2, k, 21', [-0.0210275, -1.17288, 1.0]], ['2, k, 22', [-0.0138766, -1.05806, 1.0]], ['2, k, 23', [0.296289, -1.21518, 1.0]], ['2, k, 24', [0.292033, -1.10818, 1.0]]]
[['2, k, 0', [0.143361, -1.24916, 1.0]], ['2, k, 1', [0.171918, -0.956645, 1.0]], ['2, k, 2', [0.203477, -0.663594, 1.0]], ['2, k, 3', [0.246696, -0.523036, 1.0]], ['2, k, 4', [0.0330306, -0.729561, 1.0]], ['2, k, 5', [-0.146991, -0.811908, 1.0]], ['2, k, 6', [-0.103024, -1.02106, 1.0]], ['2, k, 7', [-0.0686345, -1.06682, 1.0]], ['2, k, 8', [0.363727, -0.757986, 1.0]], ['2, k, 9', [0.388693, -0.951878, 1.0]], ['2, k, 10', [0.368822, -1.08231, 1.0]], ['2, k, 11', [0.335451, -1.10878, 1.0]], ['2, k, 12', [0.0686119, -1.22868, 1.0]], ['2, k, 13', [0.0145045, -1.53128, 1.0]], ['2, k, 14', [-0.00491032, -1.85659, 1.0]], ['2, k, 15', [0.00635276, -1.89468, 1.0]], ['2, k, 16', [0.215458, -1.24663, 1.0]], ['2, k, 17', [0.255902, -1.54182, 1.0]], ['2, k, 18', [0.26244, -1.83526, 1.0]], ['2, k, 19', [0.275818, -1.86888, 1.0]], ['2, k, 20', [0.195399, -0.73696, 1.0]], ['2, k, 21', [-0.0385168, -1.14885, 1.0]], ['2, k, 22', [-0.0317066, -1.03429, 1.0]], ['2, k, 23', [0.319394, -1.14189, 1.0]], ['2, k, 24', [0.303071, -1.07718, 1.0]]]
[['2, k, 0', [0.144082, -1.24846, 1.0]], ['2, k, 1', [0.172618, -0.9557, 1.0]], ['2, k, 2', [0.204008, -0.661492, 1.0]], ['2, k, 3', [0.249511, -0.523113, 1.0]], ['2, k, 4', [0.0366562, -0.728142, 1.0]], ['2, k, 5', [-0.149832, -0.817887, 1.0]], ['2, k, 6', [-0.102084, -1.02491, 1.0]], ['2, k, 7', [-0.0608455, -1.07511, 1.0]], ['2, k, 8', [0.364212, -0.757606, 1.0]], ['2, k, 9', [0.415068, -0.957452, 1.0]], ['2, k, 10', [0.363046, -1.09287, 1.0]], ['2, k, 11', [0.332286, -1.11694, 1.0]], ['2, k, 12', [0.0697599, -1.22755, 1.0]], ['2, k, 13', [0.0146114, -1.53103, 1.0]], ['2, k, 14', [-0.00557354, -1.85688, 1.0]], ['2, k, 15', [-0.00744157, -1.92225, 1.0]], ['2, k, 16', [0.215817, -1.24629, 1.0]], ['2, k, 17', [0.256951, -1.54432, 1.0]], ['2, k, 18', [0.252198, -1.86915, 1.0]], ['2, k, 19', [0.255755, -1.90175, 1.0]], ['2, k, 20', [0.196114, -0.735186, 1.0]], ['2, k, 21', [-0.0399275, -1.14952, 1.0]], ['2, k, 22', [-0.0215905, -1.04216, 1.0]], ['2, k, 23', [0.313399, -1.16925, 1.0]], ['2, k, 24', [0.304186, -1.08872, 1.0]]]
[['2, k, 0', [0.144375, -1.24804, 1.0]], ['2, k, 1', [0.173852, -0.954655, 1.0]], ['2, k, 2', [0.205601, -0.660211, 1.0]], ['2, k, 3', [0.256168, -0.519918, 1.0]], ['2, k, 4', [0.0419823, -0.72601, 1.0]], ['2, k, 5', [-0.148508, -0.811513, 1.0]], ['2, k, 6', [-0.103278, -1.02068, 1.0]], ['2, k, 7', [-0.0666982, -1.06515, 1.0]], ['2, k, 8', [0.366904, -0.756984, 1.0]], ['2, k, 9', [0.39084, -0.941776, 1.0]], ['2, k, 10', [0.3708, -1.07241, 1.0]], ['2, k, 11', [0.340878, -1.09702, 1.0]], ['2, k, 12', [0.0705283, -1.22666, 1.0]], ['2, k, 13', [0.0153323, -1.53182, 1.0]], ['2, k, 14', [-0.00394103, -1.86198, 1.0]], ['2, k, 15', [0.0115412, -1.90042, 1.0]], ['2, k, 16', [0.215794, -1.24622, 1.0]], ['2, k, 17', [0.257129, -1.55091, 1.0]], ['2, k, 18', [0.253983, -1.87008, 1.0]], ['2, k, 19', [0.270104, -1.90692, 1.0]], ['2, k, 20', [0.197671, -0.733918, 1.0]], ['2, k, 21', [-0.0464108, -1.13902, 1.0]], ['2, k, 22', [-0.0354228, -1.04059, 1.0]], ['2, k, 23', [0.324393, -1.15733, 1.0]], ['2, k, 24', [0.303598, -1.06906, 1.0]]]
[['2, k, 0', [0.14445, -1.24804, 1.0]], ['2, k, 1', [0.17449, -0.954472, 1.0]], ['2, k, 2', [0.206338, -0.660145, 1.0]], ['2, k, 3', [0.260416, -0.520178, 1.0]], ['2, k, 4', [0.0452635, -0.724835, 1.0]], ['2, k, 5', [-0.149342, -0.811711, 1.0]], ['2, k, 6', [-0.103202, -1.02115, 1.0]], ['2, k, 7', [-0.061608, -1.07398, 1.0]], ['2, k, 8', [0.366856, -0.75741, 1.0]], ['2, k, 9', [0.403732, -0.980337, 1.0]], ['2, k, 10', [0.361971, -1.09941, 1.0]], ['2, k, 11', [0.338245, -1.10124, 1.0]], ['2, k, 12', [0.0707114, -1.2266, 1.0]], ['2, k, 13', [0.0156141, -1.53162, 1.0]], ['2, k, 14', [-0.0064283, -1.8624, 1.0]], ['2, k, 15', [0.0411987, -1.9502, 1.0]], ['2, k, 16', [0.215779, -1.24626, 1.0]], ['2, k, 17', [0.25724, -1.55182, 1.0]], ['2, k, 18', [0.261775, -1.8243, 1.0]], ['2, k, 19', [0.280079, -1.85647, 1.0]], ['2, k, 20', [0.198392, -0.733805, 1.0]], ['2, k, 21', [-0.0374047, -1.14005, 1.0]], ['2, k, 22', [-0.0298646, -1.03858, 1.0]], ['2, k, 23', [0.315813, -1.16423, 1.0]], ['2, k, 24', [0.304998, -1.07296, 1.0]]]
[['2, k, 0', [0.144563, -1.24837, 1.0]], ['2, k, 1', [0.175747, -0.954352, 1.0]], ['2, k, 2', [0.209085, -0.659331, 1.0]], ['2, k, 3', [0.266252, -0.519793, 1.0]], ['2, k, 4', [0.0507056, -0.723975, 1.0]], ['2, k, 5', [-0.149471, -0.811499, 1.0]], ['2, k, 6', [-0.103306, -1.0209, 1.0]], ['2, k, 7', [-0.0627277, -1.06967, 1.0]], ['2, k, 8', [0.366123, -0.756048, 1.0]], ['2, k, 9', [0.380375, -0.944908, 1.0]], ['2, k, 10', [0.371455, -1.07469, 1.0]], ['2, k, 11', [0.338776, -1.09525, 1.0]], ['2, k, 12', [0.0708859, -1.2269, 1.0]], ['2, k, 13', [0.0153876, -1.53888, 1.0]], ['2, k, 14', [-0.00043235, -1.89897, 1.0]], ['2, k, 15', [0.0354387, -1.97252, 1.0]], ['2, k, 16', [0.215818, -1.24672, 1.0]], ['2, k, 17', [0.257146, -1.55237, 1.0]], ['2, k, 18', [0.26576, -1.8287, 1.0]], ['2, k, 19', [0.286147, -1.86065, 1.0]], ['2, k, 20', [0.200781, -0.733167, 1.0]], ['2, k, 21', [-0.0378541, -1.14674, 1.0]], ['2, k, 22', [-0.0278658, -1.03848, 1.0]], ['2, k, 23', [0.327689, -1.14745, 1.0]], ['2, k, 24', [0.304798, -1.0696, 1.0]]]
[['2, k, 0', [0.145022, -1.24943, 1.0]], ['2, k, 1', [0.178284, -0.956166, 1.0]], ['2, k, 2', [0.21452, -0.66321, 1.0]], ['2, k, 3', [0.274878, -0.52454, 1.0]], ['2, k, 4', [0.0487637, -0.725263, 1.0]], ['2, k, 5', [-0.150689, -0.811547, 1.0]], ['2, k, 6', [-0.0927889, -1.04837, 1.0]], ['2, k, 7', [-0.0402548, -1.11155, 1.0]], ['2, k, 8', [0.36522, -0.755449, 1.0]], ['2, k, 9', [0.399421, -0.960877, 1.0]], ['2, k, 10', [0.367675, -1.0939, 1.0]], ['2, k, 11', [0.338241, -1.09459, 1.0]], ['2, k, 12', [0.0711565, -1.22785, 1.0]], ['2, k, 13', [0.0153706, -1.53991, 1.0]], ['2, k, 14', [-0.00130232, -1.88572, 1.0]], ['2, k, 15', [0.016806, -1.9241, 1.0]], ['2, k, 16', [0.216589, -1.24818, 1.0]], ['2, k, 17', [0.256831, -1.5537, 1.0]], ['2, k, 18', [0.263407, -1.83246, 1.0]], ['2, k, 19', [0.282774, -1.86458, 1.0]], ['2, k, 20', [0.205399, -0.736376, 1.0]], ['2, k, 21', [-0.0234706, -1.18076, 1.0]], ['2, k, 22', [-0.0125464, -1.07334, 1.0]], ['2, k, 23', [0.324045, -1.14366, 1.0]], ['2, k, 24', [0.305017, -1.06944, 1.0]]]
[['2, k, 0', [0.145126, -1.25056, 1.0]], ['2, k, 1', [0.179605, -0.957293, 1.0]], ['2, k, 2', [0.216911, -0.664613, 1.0]], ['2, k, 3', [0.276706, -0.527003, 1.0]], ['2, k, 4', [0.0478959, -0.726143, 1.0]], ['2, k, 5', [-0.150137, -0.806815, 1.0]], ['2, k, 6', [-0.0944945, -1.04591, 1.0]], ['2, k, 7', [-0.0423077, -1.11014, 1.0]], ['2, k, 8', [0.364898, -0.755006, 1.0]], ['2, k, 9', [0.368851, -0.962731, 1.0]], ['2, k, 10', [0.375568, -1.09563, 1.0]], ['2, k, 11', [0.336856, -1.09363, 1.0]], ['2, k, 12', [0.0713255, -1.22881, 1.0]], ['2, k, 13', [0.0153862, -1.53894, 1.0]], ['2, k, 14', [-0.00754372, -1.8822, 1.0]], ['2, k, 15', [-0.00719716, -1.94971, 1.0]], ['2, k, 16', [0.216543, -1.24959, 1.0]], ['2, k, 17', [0.255716, -1.5543, 1.0]], ['2, k, 18', [0.250901, -1.86823, 1.0]], ['2, k, 19', [0.268376, -1.90278, 1.0]], ['2, k, 20', [0.207574, -0.737736, 1.0]], ['2, k, 21', [-0.0281266, -1.18488, 1.0]], ['2, k, 22', [-0.0123596, -1.07339, 1.0]], ['2, k, 23', [0.331868, -1.14955, 1.0]], ['2, k, 24', [0.305784, -1.07484, 1.0]]]
[['2, k, 0', [0.145337, -1.25324, 1.0]], ['2, k, 1', [0.180346, -0.958943, 1.0]], ['2, k, 2', [0.217696, -0.666695, 1.0]], ['2, k, 3', [0.277712, -0.529311, 1.0]], ['2, k, 4', [0.0499767, -0.727268, 1.0]], ['2, k, 5', [-0.148195, -0.81061, 1.0]], ['2, k, 6', [-0.0954322, -1.04528, 1.0]], ['2, k, 7', [-0.0479381, -1.10458, 1.0]], ['2, k, 8', [0.364634, -0.755003, 1.0]], ['2, k, 9', [0.36883, -0.962199, 1.0]], ['2, k, 10', [0.376961, -1.10051, 1.0]], ['2, k, 11', [0.34107, -1.09526, 1.0]], ['2, k, 12', [0.0718245, -1.23096, 1.0]], ['2, k, 13', [0.0151783, -1.53795, 1.0]], ['2, k, 14', [-0.00732868, -1.88168, 1.0]], ['2, k, 15', [0.0282021, -1.96398, 1.0]], ['2, k, 16', [0.216303, -1.25273, 1.0]], ['2, k, 17', [0.255339, -1.55605, 1.0]], ['2, k, 18', [0.253963, -1.86504, 1.0]], ['2, k, 19', [0.272959, -1.89935, 1.0]], ['2, k, 20', [0.208398, -0.739679, 1.0]], ['2, k, 21', [-0.0281903, -1.17371, 1.0]], ['2, k, 22', [-0.0243739, -1.08435, 1.0]], ['2, k, 23', [0.333227, -1.14909, 1.0]], ['2, k, 24', [0.314623, -1.07703, 1.0]]]
[['2, k, 0', [0.144748, -1.25577, 1.0]], ['2, k, 1', [0.181334, -0.962107, 1.0]], ['2, k, 2', [0.219885, -0.671448, 1.0]], ['2, k, 3', [0.277201, -0.531767, 1.0]], ['2, k, 4', [0.0510557, -0.728, 1.0]], ['2, k, 5', [-0.14908, -0.812932, 1.0]], ['2, k, 6', [-0.112006, -1.02689, 1.0]], ['2, k, 7', [-0.0718054, -1.07241, 1.0]], ['2, k, 8', [0.361071, -0.756574, 1.0]], ['2, k, 9', [0.367863, -0.960654, 1.0]], ['2, k, 10', [0.376616, -1.10567, 1.0]], ['2, k, 11', [0.336453, -1.09482, 1.0]], ['2, k, 12', [0.0709585, -1.23327, 1.0]], ['2, k, 13', [0.01492, -1.53794, 1.0]], ['2, k, 14', [-0.00234508, -1.88943, 1.0]], ['2, k, 15', [0.00112288, -1.95247, 1.0]], ['2, k, 16', [0.216023, -1.25546, 1.0]], ['2, k, 17', [0.254915, -1.55771, 1.0]], ['2, k, 18', [0.254847, -1.86524, 1.0]], ['2, k, 19', [0.249353, -1.92671, 1.0]], ['2, k, 20', [0.2103, -0.744022, 1.0]], ['2, k, 21', [-0.0539012, -1.14728, 1.0]], ['2, k, 22', [-0.039559, -1.05073, 1.0]], ['2, k, 23', [0.331888, -1.15007, 1.0]], ['2, k, 24', [0.305806, -1.07639, 1.0]]]
[['2, k, 0', [0.143473, -1.2596, 1.0]], ['2, k, 1', [0.181232, -0.964007, 1.0]], ['2, k, 2', [0.219796, -0.672307, 1.0]], ['2, k, 3', [0.277297, -0.533593, 1.0]], ['2, k, 4', [0.0514793, -0.72891, 1.0]], ['2, k, 5', [-0.149162, -0.811558, 1.0]], ['2, k, 6', [-0.113485, -1.0259, 1.0]], ['2, k, 7', [-0.0745476, -1.07199, 1.0]], ['2, k, 8', [0.360988, -0.758112, 1.0]], ['2, k, 9', [0.367805, -0.960835, 1.0]], ['2, k, 10', [0.378795, -1.11097, 1.0]], ['2, k, 11', [0.341935, -1.09884, 1.0]], ['2, k, 12', [0.069892, -1.23686, 1.0]], ['2, k, 13', [0.013373, -1.5413, 1.0]], ['2, k, 14', [-0.00342279, -1.88635, 1.0]], ['2, k, 15', [0.0316419, -1.95976, 1.0]], ['2, k, 16', [0.214529, -1.25936, 1.0]], ['2, k, 17', [0.254511, -1.556, 1.0]], ['2, k, 18', [0.254823, -1.86507, 1.0]], ['2, k, 19', [0.272292, -1.89914, 1.0]], ['2, k, 20', [0.210236, -0.745035, 1.0]], ['2, k, 21', [-0.0599444, -1.15847, 1.0]], ['2, k, 22', [-0.0389204, -1.0607, 1.0]], ['2, k, 23', [0.329021, -1.16117, 1.0]], ['2, k, 24', [0.313059, -1.08192, 1.0]]]
[['2, k, 0', [0.14355, -1.26059, 1.0]], ['2, k, 1', [0.181491, -0.965402, 1.0]], ['2, k, 2', [0.219965, -0.675166, 1.0]], ['2, k, 3', [0.275831, -0.53652, 1.0]], ['2, k, 4', [0.0512868, -0.7296, 1.0]], ['2, k, 5', [-0.150223, -0.813181, 1.0]], ['2, k, 6', [-0.113847, -1.02766, 1.0]], ['2, k, 7', [-0.0732202, -1.07321, 1.0]], ['2, k, 8', [0.35996, -0.759092, 1.0]], ['2, k, 9', [0.36738, -0.958957, 1.0]], ['2, k, 10', [0.378746, -1.11314, 1.0]], ['2, k, 11', [0.339499, -1.09641, 1.0]], ['2, k, 12', [0.0697165, -1.2385, 1.0]], ['2, k, 13', [0.01341, -1.53948, 1.0]], ['2, k, 14', [-0.00452879, -1.82327, 1.0]], ['2, k, 15', [0.00233784, -1.89187, 1.0]], ['2, k, 16', [0.214716, -1.25986, 1.0]], ['2, k, 17', [0.253487, -1.55512, 1.0]], ['2, k, 18', [0.254228, -1.88441, 1.0]], ['2, k, 19', [0.270697, -1.91773, 1.0]], ['2, k, 20', [0.210502, -0.747561, 1.0]], ['2, k, 21', [-0.0596183, -1.15435, 1.0]], ['2, k, 22', [-0.0397052, -1.05892, 1.0]], ['2, k, 23', [0.33111, -1.15748, 1.0]], ['2, k, 24', [0.315732, -1.0837, 1.0]]]
[['2, k, 0', [0.142499, -1.26191, 1.0]], ['2, k, 1', [0.18067, -0.96693, 1.0]], ['2, k, 2', [0.218792, -0.676481, 1.0]], ['2, k, 3', [0.268449, -0.550124, 1.0]], ['2, k, 4', [0.051033, -0.730092, 1.0]], ['2, k, 5', [-0.151076, -0.809845, 1.0]], ['2, k, 6', [-0.11627, -1.02477, 1.0]], ['2, k, 7', [-0.0748139, -1.06924, 1.0]], ['2, k, 8', [0.358977, -0.759193, 1.0]], ['2, k, 9', [0.36681, -0.957591, 1.0]], ['2, k, 10', [0.39288, -1.11761, 1.0]], ['2, k, 11', [0.344006, -1.1524, 1.0]], ['2, k, 12', [0.0677017, -1.24049, 1.0]], ['2, k, 13', [0.0116838, -1.53342, 1.0]], ['2, k, 14', [-0.0050248, -1.88914, 1.0]], ['2, k, 15', [-0.00410564, -1.94783, 1.0]], ['2, k, 16', [0.214343, -1.26055, 1.0]], ['2, k, 17', [0.251247, -1.5582, 1.0]], ['2, k, 18', [0.256884, -1.86049, 1.0]], ['2, k, 19', [0.273328, -1.89401, 1.0]], ['2, k, 20', [0.209437, -0.748946, 1.0]], ['2, k, 21', [-0.0447062, -1.15207, 1.0]], ['2, k, 22', [-0.0391698, -1.05178, 1.0]], ['2, k, 23', [0.339345, -1.14918, 1.0]], ['2, k, 24', [0.338215, -1.14535, 1.0]]]
[['2, k, 0', [0.141619, -1.26316, 1.0]], ['2, k, 1', [0.179003, -0.968789, 1.0]], ['2, k, 2', [0.215204, -0.678714, 1.0]], ['2, k, 3', [0.266205, -0.549299, 1.0]], ['2, k, 4', [0.0504692, -0.730291, 1.0]], ['2, k, 5', [-0.152376, -0.814245, 1.0]], ['2, k, 6', [-0.106878, -1.04636, 1.0]], ['2, k, 7', [-0.0627839, -1.0924, 1.0]], ['2, k, 8', [0.358463, -0.758472, 1.0]], ['2, k, 9', [0.368221, -0.955625, 1.0]], ['2, k, 10', [0.392098, -1.1173, 1.0]], ['2, k, 11', [0.339012, -1.14804, 1.0]], ['2, k, 12', [0.0667748, -1.24184, 1.0]], ['2, k, 13', [0.0112548, -1.53309, 1.0]], ['2, k, 14', [-0.00410956, -1.88795, 1.0]], ['2, k, 15', [-0.0175983, -1.84845, 1.0]], ['2, k, 16', [0.213678, -1.26151, 1.0]], ['2, k, 17', [0.250786, -1.55791, 1.0]], ['2, k, 18', [0.261266, -1.85198, 1.0]], ['2, k, 19', [0.277765, -1.88557, 1.0]], ['2, k, 20', [0.206424, -0.751115, 1.0]], ['2, k, 21', [-0.0477425, -1.17898, 1.0]], ['2, k, 22', [-0.0296971, -1.10828, 1.0]], ['2, k, 23', [0.338229, -1.15019, 1.0]], ['2, k, 24', [0.337015, -1.14128, 1.0]]]
[['2, k, 0', [0.14052, -1.2639, 1.0]], ['2, k, 1', [0.176089, -0.970973, 1.0]], ['2, k, 2', [0.209015, -0.682209, 1.0]], ['2, k, 3', [0.25877, -0.549846, 1.0]], ['2, k, 4', [0.0489671, -0.732505, 1.0]], ['2, k, 5', [-0.154873, -0.818526, 1.0]], ['2, k, 6', [-0.113249, -1.03219, 1.0]], ['2, k, 7', [-0.0759682, -1.07456, 1.0]], ['2, k, 8', [0.356688, -0.759766, 1.0]], ['2, k, 9', [0.38116, -0.933851, 1.0]], ['2, k, 10', [0.373803, -1.09481, 1.0]], ['2, k, 11', [0.325354, -1.12614, 1.0]], ['2, k, 12', [0.0657094, -1.24236, 1.0]], ['2, k, 13', [0.00856563, -1.53078, 1.0]], ['2, k, 14', [-0.00365247, -1.88674, 1.0]], ['2, k, 15', [-0.0186902, -1.94816, 1.0]], ['2, k, 16', [0.21264, -1.26242, 1.0]], ['2, k, 17', [0.248376, -1.55097, 1.0]], ['2, k, 18', [0.257451, -1.84573, 1.0]], ['2, k, 19', [0.273184, -1.87881, 1.0]], ['2, k, 20', [0.201096, -0.75433, 1.0]], ['2, k, 21', [-0.0664317, -1.15653, 1.0]], ['2, k, 22', [-0.039923, -1.06044, 1.0]], ['2, k, 23', [0.314198, -1.17165, 1.0]], ['2, k, 24', [0.302404, -1.10113, 1.0]]]
