[['2, k, 0', [-0.387372, -0.4937, 1.0]], ['2, k, 1', [-0.379, -0.211387, 1.0]], ['2, k, 2', [-0.36766, 0.0658514, 1.0]], ['2, k, 3', [-0.389981, 0.179669, 1.0]], ['2, k, 4', [-0.547895, 0.0116732, 1.0]], ['2, k, 5', [-0.653316, -0.0891903, 1.0]], ['2, k, 6', [-0.714016, -0.15698, 1.0]], ['2, k, 7', [-0.735819, -0.199874, 1.0]], ['2, k, 8', [-0.221666, 0.0197804, 1.0]], ['2, k, 9', [-0.146537, -0.0531133, 1.0]], ['2, k, 10', [-0.127862, -0.147934, 1.0]], ['2, k, 11', [-0.124789, -0.185006, 1.0]], ['2, k, 12', [-0.455455, -0.487551, 1.0]], ['2, k, 13', [-0.492748, -0.763286, 1.0]], ['2, k, 14', [-0.446006, -1.12764, 1.0]], ['2, k, 15', [-0.489327, -1.18671, 1.0]], ['2, k, 16', [-0.306973, -0.484217, 1.0]], ['2, k, 17', [-0.233944, -0.767266, 1.0]], ['2, k, 18', [-0.1998, -1.13096, 1.0]], ['2, k, 19', [-0.182142, -1.18325, 1.0]], ['2, k, 20', [-0.371019, -0.00261147, 1.0]], ['2, k, 21', [-0.724974, -0.227509, 1.0]], ['2, k, 22', [-0.708209, -0.230759, 1.0]], ['2, k, 23', [-0.120775, -0.212827, 1.0]], ['2, k, 24', [-0.130667, -0.20556, 1.0]]]
[['2, k, 0', [-0.354143, -0.539278, 1.0]], ['2, k, 1', [-0.34551, -0.294271, 1.0]], ['2, k, 2', [-0.334484, -0.0502996, 1.0]], ['2, k, 3', [-0.376279, 0.0527308, 1.0]], ['2, k, 4', [-0.525712, -0.134458, 1.0]], ['2, k, 5', [-0.627193, -0.315871, 1.0]], ['2, k, 6', [-0.679071, -0.501455, 1.0]], ['2, k, 7', [-0.676735, -0.558634, 1.0]], ['2, k, 8', [-0.192916, -0.112131, 1.0]], ['2, k, 9', [-0.102933, -0.274187, 1.0]], ['2, k, 10', [-0.077203, -0.469779, 1.0]], ['2, k, 11', [-0.0955848, -0.517512, 1.0]], ['2, k, 12', [-0.41496, -0.530896, 1.0]], ['2, k, 13', [-0.508708, -0.862554, 1.0]], ['2, k, 14', [-0.450149, -1.13044, 1.0]], ['2, k, 15', [-0.481009, -1.20228, 1.0]], ['2, k, 16', [-0.283073, -0.531816, 1.0]], ['2, k, 17', [-0.204939, -0.862764, 1.0]], ['2, k, 18', [-0.196012, -1.12198, 1.0]], ['2, k, 19', [-0.151063, -1.19498, 1.0]], ['2, k, 20', [-0.337687, -0.110908, 1.0]], ['2, k, 21', [-0.668573, -0.594809, 1.0]], ['2, k, 22', [-0.588312, -0.560885, 1.0]], ['2, k, 23', [-0.111067, -0.556596, 1.0]], ['2, k, 24', [-0.146732, -0.55764, 1.0]]]
[['2, k, 0', [-0.353964, -0.533062, 1.0]], ['2, k, 1', [-0.345693, -0.286268, 1.0]], ['2, k, 2', [-0.334996, -0.0400615, 1.0]], ['2, k, 3', [-0.377056, 0.0641234, 1.0]], ['2, k, 4', [-0.524754, -0.126036, 1.0]], ['2, k, 5', [-0.628579, -0.303497, 1.0]], ['2, k, 6', [-0.680206, -0.490645, 1.0]], ['2, k, 7', [-0.678999, -0.542425, 1.0]], ['2, k, 8', [-0.194414, -0.104259, 1.0]], ['2, k, 9', [-0.105509, -0.25399, 1.0]], ['2, k, 10', [-0.0783273, -0.455836, 1.0]], ['2, k, 11', [-0.0971538, -0.49925, 1.0]], ['2, k, 12', [-0.414188, -0.525105, 1.0]], ['2, k, 13', [-0.507752, -0.857179, 1.0]], ['2, k, 14', [-0.450645, -1.12808, 1.0]], ['2, k, 15', [-0.472613, -1.20188, 1.0]], ['2, k, 16', [-0.283462, -0.525353, 1.0]], ['2, k, 17', [-0.205127, -0.858198, 1.0]], ['2, k, 18', [-0.19655, -1.12191, 1.0]], ['2, k, 19', [-0.151588, -1.19463, 1.0]], ['2, k, 20', [-0.338119, -0.101263, 1.0]], ['2, k, 21', [-0.669609, -0.577853, 1.0]], ['2, k, 22', [-0.592549, -0.545087, 1.0]], ['2, k, 23', [-0.111214, -0.537545, 1.0]], ['2, k, 24', [-0.14846, -0.546092, 1.0]]]
[['2, k, 0', [-0.353496, -0.52783, 1.0]], ['2, k, 1', [-0.345127, -0.278067, 1.0]], ['2, k, 2', [-0.334217, -0.028998, 1.0]], ['2, k, 3', [-0.377577, 0.0753888, 1.0]], ['2, k, 4', [-0.524803, -0.115317, 1.0]], ['2, k, 5', [-0.630262, -0.29409, 1.0]], ['2, k, 6', [-0.68248, -0.478241, 1.0]], ['2, k, 7', [-0.679928, -0.527532, 1.0]], ['2, k, 8', [-0.196281, -0.0962969, 1.0]], ['2, k, 9', [-0.105696, -0.245085, 1.0]], ['2, k, 10', [-0.0796279, -0.438302, 1.0]], ['2, k, 11', [-0.0978326, -0.480145, 1.0]], ['2, k, 12', [-0.412678, -0.520128, 1.0]], ['2, k, 13', [-0.506553, -0.852343, 1.0]], ['2, k, 14', [-0.450267, -1.12722, 1.0]], ['2, k, 15', [-0.471689, -1.20136, 1.0]], ['2, k, 16', [-0.284007, -0.519895, 1.0]], ['2, k, 17', [-0.205471, -0.854889, 1.0]], ['2, k, 18', [-0.192504, -1.14495, 1.0]], ['2, k, 19', [-0.133942, -1.20975, 1.0]], ['2, k, 20', [-0.337405, -0.0908639, 1.0]], ['2, k, 21', [-0.671718, -0.561525, 1.0]], ['2, k, 22', [-0.593239, -0.529048, 1.0]], ['2, k, 23', [-0.109295, -0.516481, 1.0]], ['2, k, 24', [-0.152594, -0.533854, 1.0]]]
[['2, k, 0', [-0.352716, -0.523682, 1.0]], ['2, k, 1', [-0.344508, -0.27112, 1.0]], ['2, k, 2', [-0.333751, -0.0190776, 1.0]], ['2, k, 3', [-0.378042, 0.0852064, 1.0]], ['2, k, 4', [-0.524745, -0.114977, 1.0]], ['2, k, 5', [-0.630375, -0.276603, 1.0]], ['2, k, 6', [-0.679831, -0.43877, 1.0]], ['2, k, 7', [-0.683847, -0.505003, 1.0]], ['2, k, 8', [-0.197751, -0.088252, 1.0]], ['2, k, 9', [-0.105603, -0.23227, 1.0]], ['2, k, 10', [-0.081504, -0.422744, 1.0]], ['2, k, 11', [-0.100428, -0.462745, 1.0]], ['2, k, 12', [-0.41151, -0.516886, 1.0]], ['2, k, 13', [-0.505548, -0.849195, 1.0]], ['2, k, 14', [-0.452359, -1.12943, 1.0]], ['2, k, 15', [-0.471173, -1.20321, 1.0]], ['2, k, 16', [-0.28363, -0.514891, 1.0]], ['2, k, 17', [-0.205767, -0.851016, 1.0]], ['2, k, 18', [-0.193528, -1.14115, 1.0]], ['2, k, 19', [-0.140423, -1.2096, 1.0]], ['2, k, 20', [-0.336897, -0.0816739, 1.0]], ['2, k, 21', [-0.674799, -0.542962, 1.0]], ['2, k, 22', [-0.631871, -0.52284, 1.0]], ['2, k, 23', [-0.113905, -0.497056, 1.0]], ['2, k, 24', [-0.153544, -0.511017, 1.0]]]
[['2, k, 0', [-0.355417, -0.51546, 1.0]], ['2, k, 1', [-0.346164, -0.261216, 1.0]], ['2, k, 2', [-0.334349, -0.00839068, 1.0]], ['2, k, 3', [-0.378704, 0.0974667, 1.0]], ['2, k, 4', [-0.525152, -0.0927763, 1.0]], ['2, k, 5', [-0.630159, -0.260668, 1.0]], ['2, k, 6', [-0.679657, -0.421999, 1.0]], ['2, k, 7', [-0.685612, -0.486529, 1.0]], ['2, k, 8', [-0.198603, -0.0835356, 1.0]], ['2, k, 9', [-0.105452, -0.222923, 1.0]], ['2, k, 10', [-0.0824655, -0.411823, 1.0]], ['2, k, 11', [-0.106461, -0.448947, 1.0]], ['2, k, 12', [-0.412972, -0.508663, 1.0]], ['2, k, 13', [-0.503158, -0.842249, 1.0]], ['2, k, 14', [-0.452062, -1.12868, 1.0]], ['2, k, 15', [-0.471493, -1.20304, 1.0]], ['2, k, 16', [-0.28746, -0.50693, 1.0]], ['2, k, 17', [-0.206822, -0.843487, 1.0]], ['2, k, 18', [-0.194042, -1.13374, 1.0]], ['2, k, 19', [-0.149117, -1.20558, 1.0]], ['2, k, 20', [-0.337771, -0.0711123, 1.0]], ['2, k, 21', [-0.680969, -0.524981, 1.0]], ['2, k, 22', [-0.63318, -0.50417, 1.0]], ['2, k, 23', [-0.128599, -0.483876, 1.0]], ['2, k, 24', [-0.176985, -0.465236, 1.0]]]
[['2, k, 0', [-0.357072, -0.509555, 1.0]], ['2, k, 1', [-0.346316, -0.258671, 1.0]], ['2, k, 2', [-0.331855, -0.0104096, 1.0]], ['2, k, 3', [-0.378937, 0.107228, 1.0]], ['2, k, 4', [-0.526054, -0.0842821, 1.0]], ['2, k, 5', [-0.630571, -0.247822, 1.0]], ['2, k, 6', [-0.680775, -0.403761, 1.0]], ['2, k, 7', [-0.688289, -0.468244, 1.0]], ['2, k, 8', [-0.199239, -0.0792218, 1.0]], ['2, k, 9', [-0.105578, -0.21392, 1.0]], ['2, k, 10', [-0.0865663, -0.345705, 1.0]], ['2, k, 11', [-0.108652, -0.428699, 1.0]], ['2, k, 12', [-0.414524, -0.503034, 1.0]], ['2, k, 13', [-0.502366, -0.837356, 1.0]], ['2, k, 14', [-0.45289, -1.12523, 1.0]], ['2, k, 15', [-0.470539, -1.20205, 1.0]], ['2, k, 16', [-0.289103, -0.501003, 1.0]], ['2, k, 17', [-0.206626, -0.839636, 1.0]], ['2, k, 18', [-0.194631, -1.13072, 1.0]], ['2, k, 19', [-0.149488, -1.20069, 1.0]], ['2, k, 20', [-0.336226, -0.0711562, 1.0]], ['2, k, 21', [-0.683021, -0.506214, 1.0]], ['2, k, 22', [-0.635245, -0.489386, 1.0]], ['2, k, 23', [-0.120938, -0.458713, 1.0]], ['2, k, 24', [-0.186004, -0.44082, 1.0]]]
[['2, k, 0', [-0.358625, -0.502434, 1.0]], ['2, k, 1', [-0.349683, -0.24438, 1.0]], ['2, k, 2', [-0.339177, 0.015266, 1.0]], ['2, k, 3', [-0.379767, 0.118508, 1.0]], ['2, k, 4', [-0.526627, -0.0746367, 1.0]], ['2, k, 5', [-0.630539, -0.235177, 1.0]], ['2, k, 6', [-0.681909, -0.3834, 1.0]], ['2, k, 7', [-0.684843, -0.462022, 1.0]], ['2, k, 8', [-0.200479, -0.0634752, 1.0]], ['2, k, 9', [-0.106132, -0.201491, 1.0]], ['2, k, 10', [-0.0867218, -0.338546, 1.0]], ['2, k, 11', [-0.111339, -0.409129, 1.0]], ['2, k, 12', [-0.416098, -0.496405, 1.0]], ['2, k, 13', [-0.500455, -0.83174, 1.0]], ['2, k, 14', [-0.452472, -1.12124, 1.0]], ['2, k, 15', [-0.482385, -1.19761, 1.0]], ['2, k, 16', [-0.290539, -0.493576, 1.0]], ['2, k, 17', [-0.204214, -0.829565, 1.0]], ['2, k, 18', [-0.192192, -1.12364, 1.0]], ['2, k, 19', [-0.152376, -1.19887, 1.0]], ['2, k, 20', [-0.34197, -0.05001, 1.0]], ['2, k, 21', [-0.694134, -0.492132, 1.0]], ['2, k, 22', [-0.601695, -0.465409, 1.0]], ['2, k, 23', [-0.121658, -0.437712, 1.0]], ['2, k, 24', [-0.184895, -0.421098, 1.0]]]
[['2, k, 0', [-0.359256, -0.497164, 1.0]], ['2, k, 1', [-0.350064, -0.242629, 1.0]], ['2, k, 2', [-0.339277, 0.0114244, 1.0]], ['2, k, 3', [-0.380241, 0.128999, 1.0]], ['2, k, 4', [-0.526937, -0.0655599, 1.0]], ['2, k, 5', [-0.630259, -0.220583, 1.0]], ['2, k, 6', [-0.683606, -0.369039, 1.0]], ['2, k, 7', [-0.684637, -0.444807, 1.0]], ['2, k, 8', [-0.201505, -0.0539408, 1.0]], ['2, k, 9', [-0.106409, -0.189177, 1.0]], ['2, k, 10', [-0.0897174, -0.326063, 1.0]], ['2, k, 11', [-0.112233, -0.389386, 1.0]], ['2, k, 12', [-0.416529, -0.491519, 1.0]], ['2, k, 13', [-0.499321, -0.827286, 1.0]], ['2, k, 14', [-0.453235, -1.12174, 1.0]], ['2, k, 15', [-0.47876, -1.19984, 1.0]], ['2, k, 16', [-0.291335, -0.488051, 1.0]], ['2, k, 17', [-0.204804, -0.824507, 1.0]], ['2, k, 18', [-0.192902, -1.11877, 1.0]], ['2, k, 19', [-0.164401, -1.19815, 1.0]], ['2, k, 20', [-0.342327, -0.0511765, 1.0]], ['2, k, 21', [-0.690197, -0.473176, 1.0]], ['2, k, 22', [-0.595835, -0.445137, 1.0]], ['2, k, 23', [-0.116836, -0.414826, 1.0]], ['2, k, 24', [-0.187456, -0.400909, 1.0]]]
[['2, k, 0', [-0.361505, -0.489464, 1.0]], ['2, k, 1', [-0.351747, -0.237975, 1.0]], ['2, k, 2', [-0.340503, 0.0132745, 1.0]], ['2, k, 3', [-0.380111, 0.136543, 1.0]], ['2, k, 4', [-0.527474, -0.0582314, 1.0]], ['2, k, 5', [-0.627467, -0.199336, 1.0]], ['2, k, 6', [-0.686101, -0.353994, 1.0]], ['2, k, 7', [-0.686201, -0.427034, 1.0]], ['2, k, 8', [-0.201928, -0.0462816, 1.0]], ['2, k, 9', [-0.110546, -0.142667, 1.0]], ['2, k, 10', [-0.0923775, -0.306259, 1.0]], ['2, k, 11', [-0.115742, -0.370439, 1.0]], ['2, k, 12', [-0.419246, -0.485364, 1.0]], ['2, k, 13', [-0.49825, -0.822101, 1.0]], ['2, k, 14', [-0.453308, -1.12164, 1.0]], ['2, k, 15', [-0.477851, -1.20004, 1.0]], ['2, k, 16', [-0.292961, -0.478745, 1.0]], ['2, k, 17', [-0.202702, -0.814462, 1.0]], ['2, k, 18', [-0.194457, -1.10891, 1.0]], ['2, k, 19', [-0.165577, -1.18822, 1.0]], ['2, k, 20', [-0.343734, -0.0486505, 1.0]], ['2, k, 21', [-0.689067, -0.45237, 1.0]], ['2, k, 22', [-0.597851, -0.42711, 1.0]], ['2, k, 23', [-0.129416, -0.399196, 1.0]], ['2, k, 24', [-0.193894, -0.38259, 1.0]]]
[['2, k, 0', [-0.366235, -0.481442, 1.0]], ['2, k, 1', [-0.354857, -0.230905, 1.0]], ['2, k, 2', [-0.342001, 0.0184123, 1.0]], ['2, k, 3', [-0.379716, 0.144593, 1.0]], ['2, k, 4', [-0.52855, -0.0511404, 1.0]], ['2, k, 5', [-0.627334, -0.194657, 1.0]], ['2, k, 6', [-0.688674, -0.341041, 1.0]], ['2, k, 7', [-0.688594, -0.41028, 1.0]], ['2, k, 8', [-0.203433, -0.0349631, 1.0]], ['2, k, 9', [-0.112673, -0.137949, 1.0]], ['2, k, 10', [-0.0947414, -0.262047, 1.0]], ['2, k, 11', [-0.119395, -0.353066, 1.0]], ['2, k, 12', [-0.425347, -0.479046, 1.0]], ['2, k, 13', [-0.498483, -0.817108, 1.0]], ['2, k, 14', [-0.453451, -1.12171, 1.0]], ['2, k, 15', [-0.474351, -1.19837, 1.0]], ['2, k, 16', [-0.296254, -0.468987, 1.0]], ['2, k, 17', [-0.203639, -0.804887, 1.0]], ['2, k, 18', [-0.194491, -1.10888, 1.0]], ['2, k, 19', [-0.165701, -1.18817, 1.0]], ['2, k, 20', [-0.345614, -0.04317, 1.0]], ['2, k, 21', [-0.691564, -0.437752, 1.0]], ['2, k, 22', [-0.600807, -0.409389, 1.0]], ['2, k, 23', [-0.125105, -0.379995, 1.0]], ['2, k, 24', [-0.193258, -0.364529, 1.0]]]
[['2, k, 0', [-0.367619, -0.47427, 1.0]], ['2, k, 1', [-0.356199, -0.22398, 1.0]], ['2, k, 2', [-0.343081, 0.0248475, 1.0]], ['2, k, 3', [-0.379532, 0.152974, 1.0]], ['2, k, 4', [-0.529201, -0.0444363, 1.0]], ['2, k, 5', [-0.629294, -0.180816, 1.0]], ['2, k, 6', [-0.689916, -0.328873, 1.0]], ['2, k, 7', [-0.690085, -0.392878, 1.0]], ['2, k, 8', [-0.20417, -0.0283204, 1.0]], ['2, k, 9', [-0.111272, -0.134054, 1.0]], ['2, k, 10', [-0.0952121, -0.256349, 1.0]], ['2, k, 11', [-0.12076, -0.33319, 1.0]], ['2, k, 12', [-0.428183, -0.473792, 1.0]], ['2, k, 13', [-0.497509, -0.81258, 1.0]], ['2, k, 14', [-0.45353, -1.12162, 1.0]], ['2, k, 15', [-0.474175, -1.19848, 1.0]], ['2, k, 16', [-0.29581, -0.459829, 1.0]], ['2, k, 17', [-0.20236, -0.795952, 1.0]], ['2, k, 18', [-0.195021, -1.10976, 1.0]], ['2, k, 19', [-0.165263, -1.18891, 1.0]], ['2, k, 20', [-0.346766, -0.0367165, 1.0]], ['2, k, 21', [-0.68957, -0.416953, 1.0]], ['2, k, 22', [-0.600837, -0.390785, 1.0]], ['2, k, 23', [-0.125832, -0.35778, 1.0]], ['2, k, 24', [-0.193913, -0.344583, 1.0]]]
[['2, k, 0', [-0.371015, -0.46542, 1.0]], ['2, k, 1', [-0.358158, -0.21507, 1.0]], ['2, k, 2', [-0.343607, 0.033516, 1.0]], ['2, k, 3', [-0.379557, 0.162851, 1.0]], ['2, k, 4', [-0.530494, -0.0358048, 1.0]], ['2, k, 5', [-0.629789, -0.171366, 1.0]], ['2, k, 6', [-0.691027, -0.278784, 1.0]], ['2, k, 7', [-0.692685, -0.374835, 1.0]], ['2, k, 8', [-0.204668, -0.0207404, 1.0]], ['2, k, 9', [-0.109814, -0.12407, 1.0]], ['2, k, 10', [-0.0957393, -0.265544, 1.0]], ['2, k, 11', [-0.122323, -0.314847, 1.0]], ['2, k, 12', [-0.433415, -0.466752, 1.0]], ['2, k, 13', [-0.49665, -0.806511, 1.0]], ['2, k, 14', [-0.453534, -1.12188, 1.0]], ['2, k, 15', [-0.480448, -1.19742, 1.0]], ['2, k, 16', [-0.297271, -0.449507, 1.0]], ['2, k, 17', [-0.204793, -0.78653, 1.0]], ['2, k, 18', [-0.192998, -1.11774, 1.0]], ['2, k, 19', [-0.163786, -1.19634, 1.0]], ['2, k, 20', [-0.347654, -0.0280779, 1.0]], ['2, k, 21', [-0.68944, -0.399647, 1.0]], ['2, k, 22', [-0.605093, -0.373108, 1.0]], ['2, k, 23', [-0.134055, -0.342247, 1.0]], ['2, k, 24', [-0.191884, -0.326221, 1.0]]]
[['2, k, 0', [-0.368058, -0.467064, 1.0]], ['2, k, 1', [-0.357467, -0.212647, 1.0]], ['2, k, 2', [-0.343794, 0.0416535, 1.0]], ['2, k, 3', [-0.379428, 0.172234, 1.0]], ['2, k, 4', [-0.530768, -0.0303393, 1.0]], ['2, k, 5', [-0.631607, -0.162887, 1.0]], ['2, k, 6', [-0.691534, -0.273098, 1.0]], ['2, k, 7', [-0.693838, -0.357767, 1.0]], ['2, k, 8', [-0.204911, -0.0191087, 1.0]], ['2, k, 9', [-0.109119, -0.113603, 1.0]], ['2, k, 10', [-0.0947946, -0.255388, 1.0]], ['2, k, 11', [-0.125062, -0.295892, 1.0]], ['2, k, 12', [-0.431901, -0.464315, 1.0]], ['2, k, 13', [-0.496027, -0.80311, 1.0]], ['2, k, 14', [-0.453877, -1.12216, 1.0]], ['2, k, 15', [-0.478949, -1.19763, 1.0]], ['2, k, 16', [-0.292161, -0.456875, 1.0]], ['2, k, 17', [-0.202809, -0.794957, 1.0]], ['2, k, 18', [-0.193141, -1.11777, 1.0]], ['2, k, 19', [-0.16325, -1.19631, 1.0]], ['2, k, 20', [-0.347551, -0.0219351, 1.0]], ['2, k, 21', [-0.693329, -0.378221, 1.0]], ['2, k, 22', [-0.608157, -0.355627, 1.0]], ['2, k, 23', [-0.134155, -0.321305, 1.0]], ['2, k, 24', [-0.194713, -0.306582, 1.0]]]
[['2, k, 0', [-0.367632, -0.46697, 1.0]], ['2, k, 1', [-0.358425, -0.209174, 1.0]], ['2, k, 2', [-0.34786, 0.0511188, 1.0]], ['2, k, 3', [-0.379464, 0.181445, 1.0]], ['2, k, 4', [-0.531396, -0.0220135, 1.0]], ['2, k, 5', [-0.632214, -0.153712, 1.0]], ['2, k, 6', [-0.691661, -0.255222, 1.0]], ['2, k, 7', [-0.696837, -0.340273, 1.0]], ['2, k, 8', [-0.205356, -0.0165954, 1.0]], ['2, k, 9', [-0.10917, -0.103178, 1.0]], ['2, k, 10', [-0.0974762, -0.244228, 1.0]], ['2, k, 11', [-0.126821, -0.277256, 1.0]], ['2, k, 12', [-0.430773, -0.462878, 1.0]], ['2, k, 13', [-0.49592, -0.800832, 1.0]], ['2, k, 14', [-0.45396, -1.122, 1.0]], ['2, k, 15', [-0.477652, -1.1986, 1.0]], ['2, k, 16', [-0.292688, -0.457679, 1.0]], ['2, k, 17', [-0.202357, -0.795568, 1.0]], ['2, k, 18', [-0.197595, -1.11731, 1.0]], ['2, k, 19', [-0.161441, -1.19351, 1.0]], ['2, k, 20', [-0.3507, -0.0139319, 1.0]], ['2, k, 21', [-0.694762, -0.362909, 1.0]], ['2, k, 22', [-0.609423, -0.338408, 1.0]], ['2, k, 23', [-0.139095, -0.304812, 1.0]], ['2, k, 24', [-0.194576, -0.289867, 1.0]]]
[['2, k, 0', [-0.36665, -0.466691, 1.0]], ['2, k, 1', [-0.359242, -0.205365, 1.0]], ['2, k, 2', [-0.350886, 0.0582564, 1.0]], ['2, k, 3', [-0.380102, 0.19051, 1.0]], ['2, k, 4', [-0.531545, -0.0195943, 1.0]], ['2, k, 5', [-0.634539, -0.147529, 1.0]], ['2, k, 6', [-0.694303, -0.242476, 1.0]], ['2, k, 7', [-0.698357, -0.324451, 1.0]], ['2, k, 8', [-0.205656, -0.0135756, 1.0]], ['2, k, 9', [-0.108496, -0.095319, 1.0]], ['2, k, 10', [-0.0956731, -0.193204, 1.0]], ['2, k, 11', [-0.128415, -0.258004, 1.0]], ['2, k, 12', [-0.428908, -0.461812, 1.0]], ['2, k, 13', [-0.49549, -0.798739, 1.0]], ['2, k, 14', [-0.454197, -1.12166, 1.0]], ['2, k, 15', [-0.468755, -1.19957, 1.0]], ['2, k, 16', [-0.292601, -0.457822, 1.0]], ['2, k, 17', [-0.201999, -0.795634, 1.0]], ['2, k, 18', [-0.198024, -1.11699, 1.0]], ['2, k, 19', [-0.159753, -1.19247, 1.0]], ['2, k, 20', [-0.353211, -0.00736106, 1.0]], ['2, k, 21', [-0.704511, -0.348397, 1.0]], ['2, k, 22', [-0.61474, -0.320394, 1.0]], ['2, k, 23', [-0.141845, -0.286503, 1.0]], ['2, k, 24', [-0.19487, -0.274544, 1.0]]]
[['2, k, 0', [-0.366127, -0.461959, 1.0]], ['2, k, 1', [-0.360076, -0.197708, 1.0]], ['2, k, 2', [-0.352364, 0.0652508, 1.0]], ['2, k, 3', [-0.380263, 0.198218, 1.0]], ['2, k, 4', [-0.531963, -0.00523389, 1.0]], ['2, k, 5', [-0.634558, -0.134145, 1.0]], ['2, k, 6', [-0.695049, -0.228114, 1.0]], ['2, k, 7', [-0.700917, -0.308249, 1.0]], ['2, k, 8', [-0.208452, 0.0138633, 1.0]], ['2, k, 9', [-0.106132, -0.0874506, 1.0]], ['2, k, 10', [-0.09798, -0.195234, 1.0]], ['2, k, 11', [-0.130794, -0.23932, 1.0]], ['2, k, 12', [-0.426542, -0.456532, 1.0]], ['2, k, 13', [-0.494377, -0.792572, 1.0]], ['2, k, 14', [-0.454404, -1.12134, 1.0]], ['2, k, 15', [-0.468571, -1.19941, 1.0]], ['2, k, 16', [-0.29398, -0.453393, 1.0]], ['2, k, 17', [-0.202844, -0.791096, 1.0]], ['2, k, 18', [-0.197863, -1.11834, 1.0]], ['2, k, 19', [-0.159133, -1.19337, 1.0]], ['2, k, 20', [-0.354638, 6.04662e-05, 1.0]], ['2, k, 21', [-0.700296, -0.332317, 1.0]], ['2, k, 22', [-0.617269, -0.30313, 1.0]], ['2, k, 23', [-0.160503, -0.2812, 1.0]], ['2, k, 24', [-0.200855, -0.248726, 1.0]]]
[['2, k, 0', [-0.3662, -0.459492, 1.0]], ['2, k, 1', [-0.360844, -0.191868, 1.0]], ['2, k, 2', [-0.353657, 0.0733766, 1.0]], ['2, k, 3', [-0.380539, 0.206814, 1.0]], ['2, k, 4', [-0.532213, -0.000872029, 1.0]], ['2, k, 5', [-0.637184, -0.125706, 1.0]], ['2, k, 6', [-0.697482, -0.217048, 1.0]], ['2, k, 7', [-0.702316, -0.293243, 1.0]], ['2, k, 8', [-0.208273, 0.0119398, 1.0]], ['2, k, 9', [-0.105416, -0.0761356, 1.0]], ['2, k, 10', [-0.0947581, -0.16139, 1.0]], ['2, k, 11', [-0.134875, -0.221825, 1.0]], ['2, k, 12', [-0.426087, -0.454273, 1.0]], ['2, k, 13', [-0.493963, -0.79023, 1.0]], ['2, k, 14', [-0.454174, -1.12095, 1.0]], ['2, k, 15', [-0.473605, -1.19844, 1.0]], ['2, k, 16', [-0.294841, -0.450685, 1.0]], ['2, k, 17', [-0.203635, -0.788368, 1.0]], ['2, k, 18', [-0.197045, -1.11808, 1.0]], ['2, k, 19', [-0.159148, -1.19347, 1.0]], ['2, k, 20', [-0.355849, 0.00775826, 1.0]], ['2, k, 21', [-0.695507, -0.318378, 1.0]], ['2, k, 22', [-0.615341, -0.286795, 1.0]], ['2, k, 23', [-0.169204, -0.267622, 1.0]], ['2, k, 24', [-0.19863, -0.233032, 1.0]]]
[['2, k, 0', [-0.365578, -0.454262, 1.0]], ['2, k, 1', [-0.361174, -0.185301, 1.0]], ['2, k, 2', [-0.354709, 0.0798457, 1.0]], ['2, k, 3', [-0.381142, 0.213998, 1.0]], ['2, k, 4', [-0.532947, 0.00309919, 1.0]], ['2, k, 5', [-0.639353, -0.118058, 1.0]], ['2, k, 6', [-0.698855, -0.205701, 1.0]], ['2, k, 7', [-0.703691, -0.276778, 1.0]], ['2, k, 8', [-0.208382, 0.0140023, 1.0]], ['2, k, 9', [-0.102696, -0.074139, 1.0]], ['2, k, 10', [-0.10062, -0.166296, 1.0]], ['2, k, 11', [-0.134335, -0.203132, 1.0]], ['2, k, 12', [-0.424906, -0.449412, 1.0]], ['2, k, 13', [-0.493068, -0.785359, 1.0]], ['2, k, 14', [-0.454196, -1.12085, 1.0]], ['2, k, 15', [-0.472772, -1.19915, 1.0]], ['2, k, 16', [-0.294943, -0.445276, 1.0]], ['2, k, 17', [-0.204858, -0.783262, 1.0]], ['2, k, 18', [-0.195277, -1.11768, 1.0]], ['2, k, 19', [-0.159517, -1.1939, 1.0]], ['2, k, 20', [-0.356752, 0.014328, 1.0]], ['2, k, 21', [-0.700203, -0.298023, 1.0]], ['2, k, 22', [-0.616976, -0.271088, 1.0]], ['2, k, 23', [-0.172057, -0.249556, 1.0]], ['2, k, 24', [-0.2023, -0.218789, 1.0]]]
