[['2, k, 0', [-0.0004097509, -0.2644808, 1.0]], ['2, k, 1', [0.003603189, 0.03104843, 1.0]], ['2, k, 2', [0.007123015, 0.319712, 1.0]], ['2, k, 3', [0.008750334, 0.4508685, 1.0]], ['2, k, 4', [-0.1644859, 0.2060703, 1.0]], ['2, k, 5', [-0.2265842, -0.04524064, 1.0]], ['2, k, 6', [-0.2531216, -0.2157186, 1.0]], ['2, k, 7', [-0.2646108, -0.2569767, 1.0]], ['2, k, 8', [0.1842785, 0.2110875, 1.0]], ['2, k, 9', [0.2361944, -0.03606398, 1.0]], ['2, k, 10', [0.2873821, -0.2336362, 1.0]], ['2, k, 11', [0.2950792, -0.2959323, 1.0]], ['2, k, 12', [-0.08768331, -0.2597797, 1.0]], ['2, k, 13', [-0.1277683, -0.2776433, 1.0]], ['2, k, 14', [-0.1197472, -0.6192428, 1.0]], ['2, k, 15', [-0.1169447, -0.6547806, 1.0]], ['2, k, 16', [0.08659618, -0.2622849, 1.0]], ['2, k, 17', [0.1693145, -0.2752408, 1.0]], ['2, k, 18', [0.1423666, -0.6190312, 1.0]], ['2, k, 19', [0.1859078, -0.7017509, 1.0]], ['2, k, 20', [0.006275529, 0.2484673, 1.0]], ['2, k, 21', [-0.262756, -0.3085745, 1.0]], ['2, k, 22', [-0.2824863, -0.2247251, 1.0]], ['2, k, 23', [0.3131849, -0.365837, 1.0]], ['2, k, 24', [0.2631616, -0.2942357, 1.0]]]
[['2, k, 0', [0.01314946, -0.2444751, 1.0]], ['2, k, 1', [0.01397917, 0.04359271, 1.0]], ['2, k, 2', [0.01665948, 0.3246295, 1.0]], ['2, k, 3', [0.01493876, 0.4474035, 1.0]], ['2, k, 4', [-0.1586617, 0.2122702, 1.0]], ['2, k, 5', [-0.218358, -0.02870717, 1.0]], ['2, k, 6', [-0.1537902, -0.1429659, 1.0]], ['2, k, 7', [-0.09189782, -0.1249994, 1.0]], ['2, k, 8', [0.1707527, 0.2874595, 1.0]], ['2, k, 9', [0.2110798, 0.4937698, 1.0]], ['2, k, 10', [0.1665207, 0.7443225, 1.0]], ['2, k, 11', [0.1548016, 0.8388997, 1.0]], ['2, k, 12', [-0.07110588, -0.2443135, 1.0]], ['2, k, 13', [-0.1243235, -0.2817757, 1.0]], ['2, k, 14', [-0.1175915, -0.6238532, 1.0]], ['2, k, 15', [-0.1577722, -0.7048321, 1.0]], ['2, k, 16', [0.09707686, -0.237256, 1.0]], ['2, k, 17', [0.1707192, -0.2792316, 1.0]], ['2, k, 18', [0.1408415, -0.6216641, 1.0]], ['2, k, 19', [0.1841959, -0.7044596, 1.0]], ['2, k, 20', [0.01591951, 0.2555254, 1.0]], ['2, k, 21', [-0.05424117, -0.1731901, 1.0]], ['2, k, 22', [-0.0539753, -0.06953772, 1.0]], ['2, k, 23', [0.1548185, 0.9023573, 1.0]], ['2, k, 24', [0.202941, 0.842497, 1.0]]]
[['2, k, 0', [0.01328734, -0.2440192, 1.0]], ['2, k, 1', [0.0136337, 0.0441091, 1.0]], ['2, k, 2', [0.01480291, 0.3252706, 1.0]], ['2, k, 3', [0.01469834, 0.4470944, 1.0]], ['2, k, 4', [-0.1591195, 0.2126829, 1.0]], ['2, k, 5', [-0.2182325, -0.0297291, 1.0]], ['2, k, 6', [-0.1182082, -0.1295483, 1.0]], ['2, k, 7', [-0.06355274, -0.1288606, 1.0]], ['2, k, 8', [0.1707849, 0.2866146, 1.0]], ['2, k, 9', [0.211102, 0.4937446, 1.0]], ['2, k, 10', [0.1678856, 0.7445375, 1.0]], ['2, k, 11', [0.1616473, 0.8366411, 1.0]], ['2, k, 12', [-0.0709421, -0.2437703, 1.0]], ['2, k, 13', [-0.1242821, -0.2817096, 1.0]], ['2, k, 14', [-0.1199583, -0.6239663, 1.0]], ['2, k, 15', [-0.1585052, -0.7048858, 1.0]], ['2, k, 16', [0.09720781, -0.2368603, 1.0]], ['2, k, 17', [0.1708942, -0.2791865, 1.0]], ['2, k, 18', [0.1410656, -0.6216946, 1.0]], ['2, k, 19', [0.1842493, -0.7045748, 1.0]], ['2, k, 20', [0.01458251, 0.2561177, 1.0]], ['2, k, 21', [-0.02965271, -0.170705, 1.0]], ['2, k, 22', [-0.01697624, -0.08460391, 1.0]], ['2, k, 23', [0.1584505, 0.8973537, 1.0]], ['2, k, 24', [0.213839, 0.8485498, 1.0]]]
[['2, k, 0', [0.01366397, -0.2431332, 1.0]], ['2, k, 1', [0.01345323, 0.04470327, 1.0]], ['2, k, 2', [0.01363633, 0.3256298, 1.0]], ['2, k, 3', [0.0146357, 0.4472603, 1.0]], ['2, k, 4', [-0.1591658, 0.2126672, 1.0]], ['2, k, 5', [-0.2183035, -0.02993058, 1.0]], ['2, k, 6', [-0.1159317, -0.1274399, 1.0]], ['2, k, 7', [-0.06331565, -0.1254859, 1.0]], ['2, k, 8', [0.1710742, 0.2893474, 1.0]], ['2, k, 9', [0.2111255, 0.4933058, 1.0]], ['2, k, 10', [0.1723697, 0.7446831, 1.0]], ['2, k, 11', [0.1715184, 0.8352548, 1.0]], ['2, k, 12', [-0.0704947, -0.2432307, 1.0]], ['2, k, 13', [-0.1241261, -0.2817999, 1.0]], ['2, k, 14', [-0.1207844, -0.6240811, 1.0]], ['2, k, 15', [-0.1557055, -0.7051923, 1.0]], ['2, k, 16', [0.09744479, -0.235699, 1.0]], ['2, k, 17', [0.1709246, -0.279219, 1.0]], ['2, k, 18', [0.1411141, -0.6217284, 1.0]], ['2, k, 19', [0.1842676, -0.7046236, 1.0]], ['2, k, 20', [0.01371358, 0.2565376, 1.0]], ['2, k, 21', [-0.01841635, -0.1681329, 1.0]], ['2, k, 22', [-0.0179832, -0.08035075, 1.0]], ['2, k, 23', [0.1757276, 0.8969496, 1.0]], ['2, k, 24', [0.2204401, 0.8379909, 1.0]]]
[['2, k, 0', [0.01383332, -0.2423959, 1.0]], ['2, k, 1', [0.01352973, 0.0451538, 1.0]], ['2, k, 2', [0.01359357, 0.3257728, 1.0]], ['2, k, 3', [0.01416311, 0.4474052, 1.0]], ['2, k, 4', [-0.1594779, 0.2127172, 1.0]], ['2, k, 5', [-0.2179499, -0.031879, 1.0]], ['2, k, 6', [-0.1888361, -0.1842958, 1.0]], ['2, k, 7', [-0.1813462, -0.1790856, 1.0]], ['2, k, 8', [0.1712754, 0.289899, 1.0]], ['2, k, 9', [0.2123011, 0.4895724, 1.0]], ['2, k, 10', [0.1849999, 0.7395777, 1.0]], ['2, k, 11', [0.1829036, 0.8242396, 1.0]], ['2, k, 12', [-0.07024234, -0.2426604, 1.0]], ['2, k, 13', [-0.1240893, -0.2817088, 1.0]], ['2, k, 14', [-0.1210801, -0.6240462, 1.0]], ['2, k, 15', [-0.1559867, -0.7053524, 1.0]], ['2, k, 16', [0.09750304, -0.2349083, 1.0]], ['2, k, 17', [0.1710115, -0.2791751, 1.0]], ['2, k, 18', [0.1421809, -0.6218241, 1.0]], ['2, k, 19', [0.1841758, -0.705145, 1.0]], ['2, k, 20', [0.01368731, 0.2567416, 1.0]], ['2, k, 21', [-0.1609595, -0.1719783, 1.0]], ['2, k, 22', [-0.155921, -0.1565193, 1.0]], ['2, k, 23', [0.1862453, 0.8899595, 1.0]], ['2, k, 24', [0.238172, 0.8317726, 1.0]]]
[['2, k, 0', [0.0138984, -0.2421139, 1.0]], ['2, k, 1', [0.01363645, 0.04535702, 1.0]], ['2, k, 2', [0.01366966, 0.3258291, 1.0]], ['2, k, 3', [0.01396614, 0.447794, 1.0]], ['2, k, 4', [-0.1594516, 0.2128076, 1.0]], ['2, k, 5', [-0.2180625, -0.03221351, 1.0]], ['2, k, 6', [-0.1634194, -0.1549157, 1.0]], ['2, k, 7', [-0.09476459, -0.1392257, 1.0]], ['2, k, 8', [0.1715877, 0.2902012, 1.0]], ['2, k, 9', [0.2172184, 0.4803629, 1.0]], ['2, k, 10', [0.1948087, 0.7295026, 1.0]], ['2, k, 11', [0.1972117, 0.8244053, 1.0]], ['2, k, 12', [-0.07014576, -0.242464, 1.0]], ['2, k, 13', [-0.1239827, -0.2815381, 1.0]], ['2, k, 14', [-0.1213222, -0.6239397, 1.0]], ['2, k, 15', [-0.1166706, -0.6596676, 1.0]], ['2, k, 16', [0.09752589, -0.2345696, 1.0]], ['2, k, 17', [0.1711899, -0.2789488, 1.0]], ['2, k, 18', [0.1422721, -0.621489, 1.0]], ['2, k, 19', [0.1839225, -0.7051038, 1.0]], ['2, k, 20', [0.01376328, 0.2568177, 1.0]], ['2, k, 21', [-0.05904397, -0.1889682, 1.0]], ['2, k, 22', [-0.05824611, -0.08870351, 1.0]], ['2, k, 23', [0.1981682, 0.8883146, 1.0]], ['2, k, 24', [0.2512207, 0.8214779, 1.0]]]
[['2, k, 0', [0.01395615, -0.2420973, 1.0]], ['2, k, 1', [0.01350156, 0.04541512, 1.0]], ['2, k, 2', [0.0127039, 0.3259685, 1.0]], ['2, k, 3', [0.01361596, 0.4480277, 1.0]], ['2, k, 4', [-0.1594894, 0.2128328, 1.0]], ['2, k, 5', [-0.218583, -0.03377592, 1.0]], ['2, k, 6', [-0.1629336, -0.1534828, 1.0]], ['2, k, 7', [-0.09463058, -0.1371366, 1.0]], ['2, k, 8', [0.1714389, 0.2897335, 1.0]], ['2, k, 9', [0.223129, 0.4788097, 1.0]], ['2, k, 10', [0.2141062, 0.709581, 1.0]], ['2, k, 11', [0.2150985, 0.7975225, 1.0]], ['2, k, 12', [-0.0700553, -0.2424349, 1.0]], ['2, k, 13', [-0.1238419, -0.2813845, 1.0]], ['2, k, 14', [-0.1214112, -0.6238502, 1.0]], ['2, k, 15', [-0.1169769, -0.6595791, 1.0]], ['2, k, 16', [0.0975903, -0.2345696, 1.0]], ['2, k, 17', [0.1712794, -0.2788073, 1.0]], ['2, k, 18', [0.1416495, -0.6212739, 1.0]], ['2, k, 19', [0.1837878, -0.7046665, 1.0]], ['2, k, 20', [0.01306257, 0.2569296, 1.0]], ['2, k, 21', [-0.06027155, -0.1885575, 1.0]], ['2, k, 22', [-0.05812598, -0.08846708, 1.0]], ['2, k, 23', [0.2198004, 0.8565904, 1.0]], ['2, k, 24', [0.2635832, 0.8084075, 1.0]]]
[['2, k, 0', [0.01398996, -0.2421809, 1.0]], ['2, k, 1', [0.01315542, 0.04543224, 1.0]], ['2, k, 2', [0.01105789, 0.3262697, 1.0]], ['2, k, 3', [0.01347889, 0.4482049, 1.0]], ['2, k, 4', [-0.1594843, 0.2128631, 1.0]], ['2, k, 5', [-0.2187162, -0.03453764, 1.0]], ['2, k, 6', [-0.1639989, -0.1556892, 1.0]], ['2, k, 7', [-0.09508093, -0.1401646, 1.0]], ['2, k, 8', [0.1715537, 0.2866871, 1.0]], ['2, k, 9', [0.2329477, 0.5052564, 1.0]], ['2, k, 10', [0.2276605, 0.6979109, 1.0]], ['2, k, 11', [0.2312931, 0.7840438, 1.0]], ['2, k, 12', [-0.07005847, -0.2424956, 1.0]], ['2, k, 13', [-0.1238297, -0.2813805, 1.0]], ['2, k, 14', [-0.1214933, -0.6238617, 1.0]], ['2, k, 15', [-0.1538858, -0.7069257, 1.0]], ['2, k, 16', [0.0976936, -0.2347307, 1.0]], ['2, k, 17', [0.1712039, -0.2788014, 1.0]], ['2, k, 18', [0.1409864, -0.6212777, 1.0]], ['2, k, 19', [0.1837384, -0.7043732, 1.0]], ['2, k, 20', [0.01179706, 0.2571232, 1.0]], ['2, k, 21', [-0.05841564, -0.1917802, 1.0]], ['2, k, 22', [-0.05791539, -0.08884043, 1.0]], ['2, k, 23', [0.2444132, 0.8444258, 1.0]], ['2, k, 24', [0.2761114, 0.7677791, 1.0]]]
[['2, k, 0', [0.0139827, -0.2425691, 1.0]], ['2, k, 1', [0.01277233, 0.04527018, 1.0]], ['2, k, 2', [0.009789205, 0.3263377, 1.0]], ['2, k, 3', [0.01299257, 0.4501207, 1.0]], ['2, k, 4', [-0.1593607, 0.2129254, 1.0]], ['2, k, 5', [-0.2182397, -0.03578109, 1.0]], ['2, k, 6', [-0.1636592, -0.1564693, 1.0]], ['2, k, 7', [-0.09506267, -0.1399723, 1.0]], ['2, k, 8', [0.1721998, 0.2825152, 1.0]], ['2, k, 9', [0.2379458, 0.477452, 1.0]], ['2, k, 10', [0.2476833, 0.6762616, 1.0]], ['2, k, 11', [0.2514888, 0.7643616, 1.0]], ['2, k, 12', [-0.07016352, -0.2428993, 1.0]], ['2, k, 13', [-0.1236372, -0.28166, 1.0]], ['2, k, 14', [-0.121827, -0.6241537, 1.0]], ['2, k, 15', [-0.1171919, -0.6598072, 1.0]], ['2, k, 16', [0.09778575, -0.2351892, 1.0]], ['2, k, 17', [0.1710685, -0.278825, 1.0]], ['2, k, 18', [0.1402901, -0.6213784, 1.0]], ['2, k, 19', [0.1838441, -0.7040811, 1.0]], ['2, k, 20', [0.01075879, 0.2570912, 1.0]], ['2, k, 21', [-0.06051353, -0.189296, 1.0]], ['2, k, 22', [-0.0582347, -0.08869268, 1.0]], ['2, k, 23', [0.2681188, 0.8165413, 1.0]], ['2, k, 24', [0.3018402, 0.7569705, 1.0]]]
[['2, k, 0', [0.01401291, -0.2427738, 1.0]], ['2, k, 1', [0.01238372, 0.0451191, 1.0]], ['2, k, 2', [0.008614908, 0.3262012, 1.0]], ['2, k, 3', [0.01130972, 0.4513257, 1.0]], ['2, k, 4', [-0.1593521, 0.2129562, 1.0]], ['2, k, 5', [-0.2180033, -0.03930148, 1.0]], ['2, k, 6', [-0.163708, -0.1595035, 1.0]], ['2, k, 7', [-0.09434935, -0.1412602, 1.0]], ['2, k, 8', [0.172516, 0.2823926, 1.0]], ['2, k, 9', [0.2414637, 0.4689908, 1.0]], ['2, k, 10', [0.2596115, 0.6631447, 1.0]], ['2, k, 11', [0.2685873, 0.7221489, 1.0]], ['2, k, 12', [-0.07015654, -0.2433101, 1.0]], ['2, k, 13', [-0.1235821, -0.2822815, 1.0]], ['2, k, 14', [-0.1218251, -0.6247581, 1.0]], ['2, k, 15', [-0.117699, -0.6603822, 1.0]], ['2, k, 16', [0.09782363, -0.2352931, 1.0]], ['2, k, 17', [0.1709501, -0.2786976, 1.0]], ['2, k, 18', [0.1402409, -0.6212724, 1.0]], ['2, k, 19', [0.1837814, -0.7039823, 1.0]], ['2, k, 20', [0.009764328, 0.2569386, 1.0]], ['2, k, 21', [-0.0615376, -0.1919364, 1.0]], ['2, k, 22', [-0.05813783, -0.08916413, 1.0]], ['2, k, 23', [0.2811147, 0.7761691, 1.0]], ['2, k, 24', [0.3159624, 0.7207908, 1.0]]]
[['2, k, 0', [0.01409922, -0.2440772, 1.0]], ['2, k, 1', [0.01204702, 0.04464556, 1.0]], ['2, k, 2', [0.008051129, 0.3260839, 1.0]], ['2, k, 3', [0.01099583, 0.4521651, 1.0]], ['2, k, 4', [-0.158712, 0.2120589, 1.0]], ['2, k, 5', [-0.217948, -0.04003987, 1.0]], ['2, k, 6', [-0.1639048, -0.1608006, 1.0]], ['2, k, 7', [-0.09483045, -0.1417961, 1.0]], ['2, k, 8', [0.1732994, 0.2797131, 1.0]], ['2, k, 9', [0.2484079, 0.4382192, 1.0]], ['2, k, 10', [0.2801339, 0.6143928, 1.0]], ['2, k, 11', [0.2873982, 0.6747125, 1.0]], ['2, k, 12', [-0.07029275, -0.2446791, 1.0]], ['2, k, 13', [-0.1244487, -0.2819721, 1.0]], ['2, k, 14', [-0.1230049, -0.6245191, 1.0]], ['2, k, 15', [-0.1192837, -0.6601297, 1.0]], ['2, k, 16', [0.0981219, -0.2365846, 1.0]], ['2, k, 17', [0.1707904, -0.2786553, 1.0]], ['2, k, 18', [0.1406885, -0.6211917, 1.0]], ['2, k, 19', [0.1835999, -0.7042018, 1.0]], ['2, k, 20', [0.009236444, 0.2567253, 1.0]], ['2, k, 21', [-0.06318771, -0.1915072, 1.0]], ['2, k, 22', [-0.05924388, -0.090118, 1.0]], ['2, k, 23', [0.2958091, 0.7252517, 1.0]], ['2, k, 24', [0.34125, 0.6738805, 1.0]]]
[['2, k, 0', [0.0141249, -0.2454961, 1.0]], ['2, k, 1', [0.01195162, 0.04393801, 1.0]], ['2, k, 2', [0.00810105, 0.325689, 1.0]], ['2, k, 3', [0.01091307, 0.4522847, 1.0]], ['2, k, 4', [-0.159043, 0.2100656, 1.0]], ['2, k, 5', [-0.2183833, -0.04199944, 1.0]], ['2, k, 6', [-0.1642835, -0.1625048, 1.0]], ['2, k, 7', [-0.09461937, -0.1445065, 1.0]], ['2, k, 8', [0.1726718, 0.2787285, 1.0]], ['2, k, 9', [0.2705221, 0.4054127, 1.0]], ['2, k, 10', [0.2953085, 0.5612887, 1.0]], ['2, k, 11', [0.3068045, 0.6149205, 1.0]], ['2, k, 12', [-0.07041098, -0.2466999, 1.0]], ['2, k, 13', [-0.1249221, -0.2812642, 1.0]], ['2, k, 14', [-0.1189793, -0.6235089, 1.0]], ['2, k, 15', [-0.1541153, -0.7073266, 1.0]], ['2, k, 16', [0.09824122, -0.2375273, 1.0]], ['2, k, 17', [0.1706301, -0.2777022, 1.0]], ['2, k, 18', [0.1408245, -0.6203001, 1.0]], ['2, k, 19', [0.1833213, -0.7035267, 1.0]], ['2, k, 20', [0.009221065, 0.2562606, 1.0]], ['2, k, 21', [-0.06226435, -0.1928393, 1.0]], ['2, k, 22', [-0.05876019, -0.09415379, 1.0]], ['2, k, 23', [0.3211631, 0.6603712, 1.0]], ['2, k, 24', [0.3652355, 0.6208081, 1.0]]]
[['2, k, 0', [0.01387872, -0.247971, 1.0]], ['2, k, 1', [0.01182466, 0.04300804, 1.0]], ['2, k, 2', [0.008160155, 0.3255444, 1.0]], ['2, k, 3', [0.01089894, 0.452293, 1.0]], ['2, k, 4', [-0.1581554, 0.2087536, 1.0]], ['2, k, 5', [-0.2180713, -0.04314551, 1.0]], ['2, k, 6', [-0.1641273, -0.1633824, 1.0]], ['2, k, 7', [-0.09526838, -0.1442603, 1.0]], ['2, k, 8', [0.1685638, 0.2697524, 1.0]], ['2, k, 9', [0.2776239, 0.3650047, 1.0]], ['2, k, 10', [0.3125625, 0.4984242, 1.0]], ['2, k, 11', [0.3250421, 0.5470401, 1.0]], ['2, k, 12', [-0.07108014, -0.2488933, 1.0]], ['2, k, 13', [-0.1257244, -0.2799817, 1.0]], ['2, k, 14', [-0.121492, -0.6217077, 1.0]], ['2, k, 15', [-0.1552298, -0.7074367, 1.0]], ['2, k, 16', [0.09845845, -0.2402816, 1.0]], ['2, k, 17', [0.1704912, -0.2777316, 1.0]], ['2, k, 18', [0.1408207, -0.6203431, 1.0]], ['2, k, 19', [0.1829056, -0.7037669, 1.0]], ['2, k, 20', [0.009247011, 0.2559953, 1.0]], ['2, k, 21', [-0.05909542, -0.1966077, 1.0]], ['2, k, 22', [-0.05812222, -0.09450822, 1.0]], ['2, k, 23', [0.3450509, 0.5964795, 1.0]], ['2, k, 24', [0.3841111, 0.5537162, 1.0]]]
[['2, k, 0', [0.01340938, -0.2501642, 1.0]], ['2, k, 1', [0.01170594, 0.04247716, 1.0]], ['2, k, 2', [0.00824095, 0.3255975, 1.0]], ['2, k, 3', [0.01046488, 0.4526403, 1.0]], ['2, k, 4', [-0.1591475, 0.2071071, 1.0]], ['2, k, 5', [-0.2178082, -0.04509335, 1.0]], ['2, k, 6', [-0.1652356, -0.1656456, 1.0]], ['2, k, 7', [-0.09689508, -0.1458538, 1.0]], ['2, k, 8', [0.1661718, 0.2581394, 1.0]], ['2, k, 9', [0.2817509, 0.3243107, 1.0]], ['2, k, 10', [0.321405, 0.4230312, 1.0]], ['2, k, 11', [0.3420686, 0.4699985, 1.0]], ['2, k, 12', [-0.07219341, -0.2510882, 1.0]], ['2, k, 13', [-0.125838, -0.2799832, 1.0]], ['2, k, 14', [-0.1222822, -0.6217243, 1.0]], ['2, k, 15', [-0.1552275, -0.7073967, 1.0]], ['2, k, 16', [0.09859128, -0.2425372, 1.0]], ['2, k, 17', [0.170661, -0.278049, 1.0]], ['2, k, 18', [0.1408135, -0.6205155, 1.0]], ['2, k, 19', [0.1827834, -0.7039865, 1.0]], ['2, k, 20', [0.009277341, 0.2559748, 1.0]], ['2, k, 21', [-0.06335612, -0.1954586, 1.0]], ['2, k, 22', [-0.05751637, -0.1006856, 1.0]], ['2, k, 23', [0.3626826, 0.5049906, 1.0]], ['2, k, 24', [0.3901077, 0.4697819, 1.0]]]
[['2, k, 0', [0.01298826, -0.2511187, 1.0]], ['2, k, 1', [0.01149324, 0.04193811, 1.0]], ['2, k, 2', [0.008310072, 0.3255004, 1.0]], ['2, k, 3', [0.01016618, 0.4527434, 1.0]], ['2, k, 4', [-0.1592036, 0.2075143, 1.0]], ['2, k, 5', [-0.2177901, -0.0447191, 1.0]], ['2, k, 6', [-0.1657734, -0.166038, 1.0]], ['2, k, 7', [-0.09557521, -0.1457822, 1.0]], ['2, k, 8', [0.1656309, 0.2540271, 1.0]], ['2, k, 9', [0.2823578, 0.2774765, 1.0]], ['2, k, 10', [0.3291672, 0.3564229, 1.0]], ['2, k, 11', [0.3578969, 0.3857487, 1.0]], ['2, k, 12', [-0.0727915, -0.2516657, 1.0]], ['2, k, 13', [-0.1258552, -0.2799037, 1.0]], ['2, k, 14', [-0.1220488, -0.6217307, 1.0]], ['2, k, 15', [-0.1549727, -0.7072417, 1.0]], ['2, k, 16', [0.098402, -0.2439472, 1.0]], ['2, k, 17', [0.1707097, -0.2780635, 1.0]], ['2, k, 18', [0.1407813, -0.6205041, 1.0]], ['2, k, 19', [0.1827326, -0.703986, 1.0]], ['2, k, 20', [0.009279334, 0.2557908, 1.0]], ['2, k, 21', [-0.06111347, -0.1983447, 1.0]], ['2, k, 22', [-0.05973207, -0.09484845, 1.0]], ['2, k, 23', [0.3846738, 0.4054574, 1.0]], ['2, k, 24', [0.4177383, 0.396594, 1.0]]]
[['2, k, 0', [0.01264588, -0.2527737, 1.0]], ['2, k, 1', [0.01141922, 0.04148601, 1.0]], ['2, k, 2', [0.008419075, 0.3255732, 1.0]], ['2, k, 3', [0.009505346, 0.4530093, 1.0]], ['2, k, 4', [-0.1591305, 0.2066029, 1.0]], ['2, k, 5', [-0.2179283, -0.0455698, 1.0]], ['2, k, 6', [-0.1662427, -0.1671996, 1.0]], ['2, k, 7', [-0.09560345, -0.1469641, 1.0]], ['2, k, 8', [0.1647803, 0.2500993, 1.0]], ['2, k, 9', [0.2653989, 0.2506404, 1.0]], ['2, k, 10', [0.3406143, 0.2757506, 1.0]], ['2, k, 11', [0.3678575, 0.297179, 1.0]], ['2, k, 12', [-0.07361662, -0.2531751, 1.0]], ['2, k, 13', [-0.1259429, -0.2797458, 1.0]], ['2, k, 14', [-0.1158494, -0.6219565, 1.0]], ['2, k, 15', [-0.1546972, -0.7069675, 1.0]], ['2, k, 16', [0.09853762, -0.2457062, 1.0]], ['2, k, 17', [0.170705, -0.2779027, 1.0]], ['2, k, 18', [0.1399172, -0.6201977, 1.0]], ['2, k, 19', [0.1829398, -0.70318, 1.0]], ['2, k, 20', [0.009322222, 0.2557796, 1.0]], ['2, k, 21', [-0.06270719, -0.2007692, 1.0]], ['2, k, 22', [-0.05188826, -0.1510782, 1.0]], ['2, k, 23', [0.4072964, 0.3168955, 1.0]], ['2, k, 24', [0.4129345, 0.3008335, 1.0]]]
[['2, k, 0', [0.01246909, -0.2533917, 1.0]], ['2, k, 1', [0.01135523, 0.04127183, 1.0]], ['2, k, 2', [0.008627452, 0.3258756, 1.0]], ['2, k, 3', [0.009217465, 0.4535548, 1.0]], ['2, k, 4', [-0.1597961, 0.2063497, 1.0]], ['2, k, 5', [-0.2165076, -0.04631863, 1.0]], ['2, k, 6', [-0.1651327, -0.1686421, 1.0]], ['2, k, 7', [-0.0954985, -0.1460562, 1.0]], ['2, k, 8', [0.1641959, 0.2481997, 1.0]], ['2, k, 9', [0.2590851, 0.2237155, 1.0]], ['2, k, 10', [0.3302996, 0.2064329, 1.0]], ['2, k, 11', [0.3611712, 0.2145557, 1.0]], ['2, k, 12', [-0.07401282, -0.2537735, 1.0]], ['2, k, 13', [-0.126203, -0.2792918, 1.0]], ['2, k, 14', [-0.117348, -0.621485, 1.0]], ['2, k, 15', [-0.1536236, -0.7068295, 1.0]], ['2, k, 16', [0.09856205, -0.2463014, 1.0]], ['2, k, 17', [0.1707089, -0.277882, 1.0]], ['2, k, 18', [0.140588, -0.6202594, 1.0]], ['2, k, 19', [0.1831604, -0.7034545, 1.0]], ['2, k, 20', [0.009418397, 0.2558857, 1.0]], ['2, k, 21', [-0.06260713, -0.1961878, 1.0]], ['2, k, 22', [-0.06340814, -0.09666453, 1.0]], ['2, k, 23', [0.3969972, 0.2224293, 1.0]], ['2, k, 24', [0.4085975, 0.2282654, 1.0]]]
[['2, k, 0', [0.01206267, -0.255206, 1.0]], ['2, k, 1', [0.01124758, 0.04056359, 1.0]], ['2, k, 2', [0.008826992, 0.3259231, 1.0]], ['2, k, 3', [0.008695309, 0.4540902, 1.0]], ['2, k, 4', [-0.1604834, 0.2055226, 1.0]], ['2, k, 5', [-0.2166345, -0.04726093, 1.0]], ['2, k, 6', [-0.1647869, -0.1690601, 1.0]], ['2, k, 7', [-0.09489353, -0.1460511, 1.0]], ['2, k, 8', [0.1648424, 0.2413173, 1.0]], ['2, k, 9', [0.2811669, 0.1586673, 1.0]], ['2, k, 10', [0.3417055, 0.1558796, 1.0]], ['2, k, 11', [0.3551822, 0.1354222, 1.0]], ['2, k, 12', [-0.07488073, -0.2552556, 1.0]], ['2, k, 13', [-0.1261844, -0.278502, 1.0]], ['2, k, 14', [-0.1179333, -0.6205704, 1.0]], ['2, k, 15', [-0.153601, -0.7067716, 1.0]], ['2, k, 16', [0.09858751, -0.2488394, 1.0]], ['2, k, 17', [0.1706174, -0.2778634, 1.0]], ['2, k, 18', [0.1406707, -0.6203302, 1.0]], ['2, k, 19', [0.1831321, -0.7035796, 1.0]], ['2, k, 20', [0.009529633, 0.2557777, 1.0]], ['2, k, 21', [-0.0598591, -0.1963945, 1.0]], ['2, k, 22', [-0.06327762, -0.09662193, 1.0]], ['2, k, 23', [0.3754838, 0.1129815, 1.0]], ['2, k, 24', [0.3567876, 0.09799582, 1.0]]]
[['2, k, 0', [0.01190727, -0.2558183, 1.0]], ['2, k, 1', [0.01101628, 0.04028414, 1.0]], ['2, k, 2', [0.008624796, 0.3261134, 1.0]], ['2, k, 3', [0.008411995, 0.4543589, 1.0]], ['2, k, 4', [-0.1607573, 0.205287, 1.0]], ['2, k, 5', [-0.2158156, -0.04773549, 1.0]], ['2, k, 6', [-0.1640268, -0.1698825, 1.0]], ['2, k, 7', [-0.09453334, -0.1448429, 1.0]], ['2, k, 8', [0.1656848, 0.2394392, 1.0]], ['2, k, 9', [0.285679, 0.1300409, 1.0]], ['2, k, 10', [0.3492209, 0.08079048, 1.0]], ['2, k, 11', [0.3683693, 0.0510193, 1.0]], ['2, k, 12', [-0.07525884, -0.2556254, 1.0]], ['2, k, 13', [-0.1262909, -0.2786031, 1.0]], ['2, k, 14', [-0.1167589, -0.6207696, 1.0]], ['2, k, 15', [-0.1518389, -0.7069422, 1.0]], ['2, k, 16', [0.09862562, -0.2500205, 1.0]], ['2, k, 17', [0.1706444, -0.2777468, 1.0]], ['2, k, 18', [0.140367, -0.6203139, 1.0]], ['2, k, 19', [0.1829628, -0.703501, 1.0]], ['2, k, 20', [0.009323902, 0.2558271, 1.0]], ['2, k, 21', [-0.05791676, -0.193755, 1.0]], ['2, k, 22', [-0.05321705, -0.09893861, 1.0]], ['2, k, 23', [0.3916916, 0.03050376, 1.0]], ['2, k, 24', [0.3322957, 0.01347775, 1.0]]]
