[['2, k, 0', [-0.05869945, -0.2156582, 1.0]], ['2, k, 1', [-0.06564461, 0.03875199, 1.0]], ['2, k, 2', [-0.06737226, 0.2864912, 1.0]], ['2, k, 3', [-0.05696398, 0.4144846, 1.0]], ['2, k, 4', [-0.2370974, 0.1893365, 1.0]], ['2, k, 5', [-0.2966967, -0.003256302, 1.0]], ['2, k, 6', [-0.2376805, -0.1455385, 1.0]], ['2, k, 7', [-0.2062435, -0.1943976, 1.0]], ['2, k, 8', [0.1039554, 0.1828047, 1.0]], ['2, k, 9', [0.1589833, -0.004699746, 1.0]], ['2, k, 10', [0.08380178, -0.145549, 1.0]], ['2, k, 11', [0.06341747, -0.1929646, 1.0]], ['2, k, 12', [-0.1430945, -0.2146806, 1.0]], ['2, k, 13', [-0.2183545, -0.3602723, 1.0]], ['2, k, 14', [-0.1928261, -0.6603205, 1.0]], ['2, k, 15', [-0.2221587, -0.7126628, 1.0]], ['2, k, 16', [0.02687292, -0.2110273, 1.0]], ['2, k, 17', [0.07707977, -0.3498592, 1.0]], ['2, k, 18', [-0.007860373, -0.660525, 1.0]], ['2, k, 19', [0.03433941, -0.7032995, 1.0]], ['2, k, 20', [-0.06736758, 0.2253934, 1.0]], ['2, k, 21', [-0.1824976, -0.2407446, 1.0]], ['2, k, 22', [-0.2460049, -0.2142441, 1.0]], ['2, k, 23', [0.04742281, -0.2388612, 1.0]], ['2, k, 24', [0.02968468, -0.180113, 1.0]]]
[['2, k, 0', [-0.05654334, -0.2158755, 1.0]], ['2, k, 1', [-0.04065944, 0.03818881, 1.0]], ['2, k, 2', [-0.02093244, 0.2865506, 1.0]], ['2, k, 3', [-0.0003052582, 0.4099353, 1.0]], ['2, k, 4', [-0.1994659, 0.2014501, 1.0]], ['2, k, 5', [-0.2859502, 0.01077572, 1.0]], ['2, k, 6', [-0.2381918, -0.140983, 1.0]], ['2, k, 7', [-0.2098569, -0.1888158, 1.0]], ['2, k, 8', [0.1411591, 0.1745078, 1.0]], ['2, k, 9', [0.1890531, -0.01328761, 1.0]], ['2, k, 10', [0.1291617, -0.1541536, 1.0]], ['2, k, 11', [0.1002571, -0.2055802, 1.0]], ['2, k, 12', [-0.140023, -0.2081922, 1.0]], ['2, k, 13', [-0.2309865, -0.3222544, 1.0]], ['2, k, 14', [-0.1470127, -0.6503443, 1.0]], ['2, k, 15', [-0.1576755, -0.6944751, 1.0]], ['2, k, 16', [0.02856775, -0.2180844, 1.0]], ['2, k, 17', [0.1240498, -0.3313067, 1.0]], ['2, k, 18', [0.009007852, -0.6564234, 1.0]], ['2, k, 19', [0.03344422, -0.7064416, 1.0]], ['2, k, 20', [-0.02525596, 0.2255368, 1.0]], ['2, k, 21', [-0.1945153, -0.2344743, 1.0]], ['2, k, 22', [-0.2500702, -0.2072371, 1.0]], ['2, k, 23', [0.08780289, -0.2573026, 1.0]], ['2, k, 24', [0.06244172, -0.1946921, 1.0]]]
[['2, k, 0', [-0.05031031, -0.2168481, 1.0]], ['2, k, 1', [-0.03956801, 0.0375788, 1.0]], ['2, k, 2', [-0.02250661, 0.2855521, 1.0]], ['2, k, 3', [-0.002886755, 0.4091864, 1.0]], ['2, k, 4', [-0.2005602, 0.1997305, 1.0]], ['2, k, 5', [-0.2856191, 0.008465261, 1.0]], ['2, k, 6', [-0.2328445, -0.1393764, 1.0]], ['2, k, 7', [-0.2029028, -0.1897515, 1.0]], ['2, k, 8', [0.1403042, 0.1745646, 1.0]], ['2, k, 9', [0.1877131, -0.0127234, 1.0]], ['2, k, 10', [0.1285592, -0.1548304, 1.0]], ['2, k, 11', [0.1009871, -0.2063253, 1.0]], ['2, k, 12', [-0.1336191, -0.2106342, 1.0]], ['2, k, 13', [-0.2181832, -0.3369601, 1.0]], ['2, k, 14', [-0.142001, -0.6521914, 1.0]], ['2, k, 15', [-0.1514699, -0.6956946, 1.0]], ['2, k, 16', [0.03462781, -0.2176946, 1.0]], ['2, k, 17', [0.122302, -0.3333976, 1.0]], ['2, k, 18', [0.008629514, -0.6571665, 1.0]], ['2, k, 19', [0.03388719, -0.7063813, 1.0]], ['2, k, 20', [-0.02599535, 0.2247865, 1.0]], ['2, k, 21', [-0.187267, -0.2358313, 1.0]], ['2, k, 22', [-0.2363644, -0.2056258, 1.0]], ['2, k, 23', [0.08511068, -0.2563279, 1.0]], ['2, k, 24', [0.06229118, -0.1930709, 1.0]]]
[['2, k, 0', [-0.04731951, -0.2173354, 1.0]], ['2, k, 1', [-0.03863221, 0.03696419, 1.0]], ['2, k, 2', [-0.0235794, 0.2845931, 1.0]], ['2, k, 3', [-0.004752247, 0.4081826, 1.0]], ['2, k, 4', [-0.2012262, 0.198911, 1.0]], ['2, k, 5', [-0.286048, 0.007540259, 1.0]], ['2, k, 6', [-0.2299839, -0.1379316, 1.0]], ['2, k, 7', [-0.1990892, -0.1903738, 1.0]], ['2, k, 8', [0.1396079, 0.1754901, 1.0]], ['2, k, 9', [0.1867003, -0.01211767, 1.0]], ['2, k, 10', [0.1284664, -0.155052, 1.0]], ['2, k, 11', [0.1020374, -0.2062619, 1.0]], ['2, k, 12', [-0.1306587, -0.2117655, 1.0]], ['2, k, 13', [-0.2097047, -0.3468137, 1.0]], ['2, k, 14', [-0.1387377, -0.6535985, 1.0]], ['2, k, 15', [-0.1479042, -0.6982044, 1.0]], ['2, k, 16', [0.03752233, -0.2175278, 1.0]], ['2, k, 17', [0.1221947, -0.3349679, 1.0]], ['2, k, 18', [0.009082347, -0.657276, 1.0]], ['2, k, 19', [0.03358011, -0.7059093, 1.0]], ['2, k, 20', [-0.02656064, 0.2239827, 1.0]], ['2, k, 21', [-0.184164, -0.2373752, 1.0]], ['2, k, 22', [-0.2376479, -0.2090265, 1.0]], ['2, k, 23', [0.08576338, -0.257126, 1.0]], ['2, k, 24', [0.06792875, -0.1895522, 1.0]]]
[['2, k, 0', [-0.0421376, -0.2197268, 1.0]], ['2, k, 1', [-0.03646683, 0.03375106, 1.0]], ['2, k, 2', [-0.0280366, 0.2799794, 1.0]], ['2, k, 3', [-0.01445618, 0.4029787, 1.0]], ['2, k, 4', [-0.2058218, 0.1937328, 1.0]], ['2, k, 5', [-0.2859948, 0.0003965713, 1.0]], ['2, k, 6', [-0.2173263, -0.1534093, 1.0]], ['2, k, 7', [-0.1884953, -0.1982816, 1.0]], ['2, k, 8', [0.1363087, 0.1770321, 1.0]], ['2, k, 9', [0.1849824, -0.01227636, 1.0]], ['2, k, 10', [0.1235072, -0.1640364, 1.0]], ['2, k, 11', [0.1016821, -0.214964, 1.0]], ['2, k, 12', [-0.1254671, -0.2156399, 1.0]], ['2, k, 13', [-0.1927937, -0.3635817, 1.0]], ['2, k, 14', [-0.1308716, -0.6597146, 1.0]], ['2, k, 15', [-0.1419588, -0.7018484, 1.0]], ['2, k, 16', [0.04251895, -0.2184882, 1.0]], ['2, k, 17', [0.1212838, -0.3398024, 1.0]], ['2, k, 18', [0.009382402, -0.6572422, 1.0]], ['2, k, 19', [0.03348729, -0.7050799, 1.0]], ['2, k, 20', [-0.02957894, 0.2195194, 1.0]], ['2, k, 21', [-0.163867, -0.2434213, 1.0]], ['2, k, 22', [-0.2251731, -0.2133406, 1.0]], ['2, k, 23', [0.09069809, -0.262441, 1.0]], ['2, k, 24', [0.06312351, -0.2050306, 1.0]]]
[['2, k, 0', [-0.04152905, -0.2205597, 1.0]], ['2, k, 1', [-0.03626185, 0.03250503, 1.0]], ['2, k, 2', [-0.02907805, 0.2785671, 1.0]], ['2, k, 3', [-0.01604672, 0.4012121, 1.0]], ['2, k, 4', [-0.2068629, 0.1920034, 1.0]], ['2, k, 5', [-0.2861642, -0.001681705, 1.0]], ['2, k, 6', [-0.2170523, -0.1549679, 1.0]], ['2, k, 7', [-0.1884244, -0.1973354, 1.0]], ['2, k, 8', [0.13608, 0.1764522, 1.0]], ['2, k, 9', [0.1844939, -0.01256204, 1.0]], ['2, k, 10', [0.1328234, -0.144555, 1.0]], ['2, k, 11', [0.1078346, -0.1946414, 1.0]], ['2, k, 12', [-0.1248183, -0.2167687, 1.0]], ['2, k, 13', [-0.191882, -0.3645614, 1.0]], ['2, k, 14', [-0.1304688, -0.6600612, 1.0]], ['2, k, 15', [-0.1417342, -0.7018326, 1.0]], ['2, k, 16', [0.04301156, -0.2189953, 1.0]], ['2, k, 17', [0.1210347, -0.3402262, 1.0]], ['2, k, 18', [0.00890625, -0.6576284, 1.0]], ['2, k, 19', [0.03347525, -0.7050664, 1.0]], ['2, k, 20', [-0.03041656, 0.218063, 1.0]], ['2, k, 21', [-0.1664484, -0.2447622, 1.0]], ['2, k, 22', [-0.2291508, -0.2097573, 1.0]], ['2, k, 23', [0.096328, -0.2423462, 1.0]], ['2, k, 24', [0.07446822, -0.178056, 1.0]]]
[['2, k, 0', [-0.04130972, -0.2209899, 1.0]], ['2, k, 1', [-0.03601017, 0.03177638, 1.0]], ['2, k, 2', [-0.02912468, 0.2777309, 1.0]], ['2, k, 3', [-0.01687694, 0.4009064, 1.0]], ['2, k, 4', [-0.2073049, 0.1913578, 1.0]], ['2, k, 5', [-0.2879449, -0.001192655, 1.0]], ['2, k, 6', [-0.2264359, -0.1410269, 1.0]], ['2, k, 7', [-0.1943793, -0.1923034, 1.0]], ['2, k, 8', [0.1355953, 0.1760581, 1.0]], ['2, k, 9', [0.1844827, -0.01264675, 1.0]], ['2, k, 10', [0.1285306, -0.1517145, 1.0]], ['2, k, 11', [0.1041377, -0.2016855, 1.0]], ['2, k, 12', [-0.1245787, -0.2172869, 1.0]], ['2, k, 13', [-0.1908039, -0.3666049, 1.0]], ['2, k, 14', [-0.1294758, -0.6605461, 1.0]], ['2, k, 15', [-0.1408442, -0.7025778, 1.0]], ['2, k, 16', [0.04317634, -0.2192939, 1.0]], ['2, k, 17', [0.1207689, -0.3405524, 1.0]], ['2, k, 18', [0.009005025, -0.6574195, 1.0]], ['2, k, 19', [0.03378953, -0.7051111, 1.0]], ['2, k, 20', [-0.03044935, 0.2172156, 1.0]], ['2, k, 21', [-0.1711558, -0.2385238, 1.0]], ['2, k, 22', [-0.2308633, -0.2105945, 1.0]], ['2, k, 23', [0.09174522, -0.2522497, 1.0]], ['2, k, 24', [0.07085864, -0.1875186, 1.0]]]
[['2, k, 0', [-0.04115567, -0.221469, 1.0]], ['2, k, 1', [-0.0361877, 0.03076953, 1.0]], ['2, k, 2', [-0.03035196, 0.2761524, 1.0]], ['2, k, 3', [-0.01808962, 0.4003489, 1.0]], ['2, k, 4', [-0.2079359, 0.1909531, 1.0]], ['2, k, 5', [-0.287744, -0.001508768, 1.0]], ['2, k, 6', [-0.2213372, -0.1561209, 1.0]], ['2, k, 7', [-0.190162, -0.1971156, 1.0]], ['2, k, 8', [0.1343219, 0.1754429, 1.0]], ['2, k, 9', [0.1834166, -0.01188534, 1.0]], ['2, k, 10', [0.1285268, -0.151715, 1.0]], ['2, k, 11', [0.1049755, -0.2004747, 1.0]], ['2, k, 12', [-0.1243779, -0.2179613, 1.0]], ['2, k, 13', [-0.1908408, -0.3668661, 1.0]], ['2, k, 14', [-0.1292595, -0.660458, 1.0]], ['2, k, 15', [-0.1391551, -0.7035717, 1.0]], ['2, k, 16', [0.04326859, -0.219573, 1.0]], ['2, k, 17', [0.1202059, -0.3409172, 1.0]], ['2, k, 18', [0.008876842, -0.6574582, 1.0]], ['2, k, 19', [0.03359762, -0.7051487, 1.0]], ['2, k, 20', [-0.03146465, 0.2157285, 1.0]], ['2, k, 21', [-0.1668109, -0.2444308, 1.0]], ['2, k, 22', [-0.2295607, -0.2114502, 1.0]], ['2, k, 23', [0.09173797, -0.2485746, 1.0]], ['2, k, 24', [0.0666963, -0.1901785, 1.0]]]
[['2, k, 0', [-0.04120447, -0.2220915, 1.0]], ['2, k, 1', [-0.03641983, 0.02987661, 1.0]], ['2, k, 2', [-0.03104969, 0.2750997, 1.0]], ['2, k, 3', [-0.01823274, 0.3997714, 1.0]], ['2, k, 4', [-0.2091285, 0.1891057, 1.0]], ['2, k, 5', [-0.2883047, -0.001421263, 1.0]], ['2, k, 6', [-0.229054, -0.1426202, 1.0]], ['2, k, 7', [-0.1942959, -0.1932558, 1.0]], ['2, k, 8', [0.1330498, 0.1735272, 1.0]], ['2, k, 9', [0.1832246, -0.01096576, 1.0]], ['2, k, 10', [0.1278478, -0.1538817, 1.0]], ['2, k, 11', [0.1027349, -0.2025458, 1.0]], ['2, k, 12', [-0.1244101, -0.2185203, 1.0]], ['2, k, 13', [-0.1928304, -0.3612997, 1.0]], ['2, k, 14', [-0.1286962, -0.6606721, 1.0]], ['2, k, 15', [-0.1389095, -0.7036507, 1.0]], ['2, k, 16', [0.04318696, -0.2202043, 1.0]], ['2, k, 17', [0.1190112, -0.3416647, 1.0]], ['2, k, 18', [0.008000962, -0.6584013, 1.0]], ['2, k, 19', [0.03319114, -0.7050919, 1.0]], ['2, k, 20', [-0.03210527, 0.2146748, 1.0]], ['2, k, 21', [-0.1703369, -0.2416477, 1.0]], ['2, k, 22', [-0.227779, -0.2105724, 1.0]], ['2, k, 23', [0.09254972, -0.2501602, 1.0]], ['2, k, 24', [0.06900202, -0.1882573, 1.0]]]
[['2, k, 0', [-0.04125585, -0.2224977, 1.0]], ['2, k, 1', [-0.03663413, 0.02928483, 1.0]], ['2, k, 2', [-0.03161265, 0.274416, 1.0]], ['2, k, 3', [-0.01858534, 0.3991933, 1.0]], ['2, k, 4', [-0.2095372, 0.1889537, 1.0]], ['2, k, 5', [-0.2888932, -0.001217782, 1.0]], ['2, k, 6', [-0.2291649, -0.1417218, 1.0]], ['2, k, 7', [-0.1945193, -0.1940224, 1.0]], ['2, k, 8', [0.13234, 0.173146, 1.0]], ['2, k, 9', [0.1828039, -0.01053319, 1.0]], ['2, k, 10', [0.1309155, -0.1448794, 1.0]], ['2, k, 11', [0.1058939, -0.1923564, 1.0]], ['2, k, 12', [-0.1244503, -0.2188686, 1.0]], ['2, k, 13', [-0.1948207, -0.3587582, 1.0]], ['2, k, 14', [-0.1285516, -0.6609139, 1.0]], ['2, k, 15', [-0.1383307, -0.7040519, 1.0]], ['2, k, 16', [0.04311232, -0.2206392, 1.0]], ['2, k, 17', [0.1186449, -0.341642, 1.0]], ['2, k, 18', [0.007712726, -0.6584497, 1.0]], ['2, k, 19', [0.03305167, -0.7048826, 1.0]], ['2, k, 20', [-0.03262413, 0.2139876, 1.0]], ['2, k, 21', [-0.1677721, -0.2406869, 1.0]], ['2, k, 22', [-0.2339525, -0.2088226, 1.0]], ['2, k, 23', [0.09465752, -0.2412108, 1.0]], ['2, k, 24', [0.07169764, -0.1821487, 1.0]]]
[['2, k, 0', [-0.04117714, -0.2227653, 1.0]], ['2, k, 1', [-0.03671185, 0.02883602, 1.0]], ['2, k, 2', [-0.03198354, 0.2739834, 1.0]], ['2, k, 3', [-0.01876232, 0.3988413, 1.0]], ['2, k, 4', [-0.2101979, 0.1887011, 1.0]], ['2, k, 5', [-0.2896673, -0.002879868, 1.0]], ['2, k, 6', [-0.2313079, -0.1428744, 1.0]], ['2, k, 7', [-0.1967655, -0.196529, 1.0]], ['2, k, 8', [0.1317753, 0.1734568, 1.0]], ['2, k, 9', [0.1825066, -0.01052568, 1.0]], ['2, k, 10', [0.1253219, -0.1540883, 1.0]], ['2, k, 11', [0.09996577, -0.2026663, 1.0]], ['2, k, 12', [-0.1243378, -0.2192333, 1.0]], ['2, k, 13', [-0.1965815, -0.3564672, 1.0]], ['2, k, 14', [-0.1284279, -0.6611949, 1.0]], ['2, k, 15', [-0.1381737, -0.7040561, 1.0]], ['2, k, 16', [0.0431506, -0.2208001, 1.0]], ['2, k, 17', [0.1183663, -0.3417756, 1.0]], ['2, k, 18', [0.007405072, -0.6585512, 1.0]], ['2, k, 19', [0.03336868, -0.7052821, 1.0]], ['2, k, 20', [-0.03296042, 0.2135377, 1.0]], ['2, k, 21', [-0.1749764, -0.2461201, 1.0]], ['2, k, 22', [-0.2325205, -0.2141827, 1.0]], ['2, k, 23', [0.08762715, -0.2501026, 1.0]], ['2, k, 24', [0.06530513, -0.1895835, 1.0]]]
[['2, k, 0', [-0.04422323, -0.2234775, 1.0]], ['2, k, 1', [-0.03791856, 0.02836832, 1.0]], ['2, k, 2', [-0.03237068, 0.2736941, 1.0]], ['2, k, 3', [-0.01889415, 0.3986336, 1.0]], ['2, k, 4', [-0.2110436, 0.1883172, 1.0]], ['2, k, 5', [-0.290977, -0.001554514, 1.0]], ['2, k, 6', [-0.2323316, -0.1432563, 1.0]], ['2, k, 7', [-0.197337, -0.1966733, 1.0]], ['2, k, 8', [0.131432, 0.1729833, 1.0]], ['2, k, 9', [0.1815958, -0.01154656, 1.0]], ['2, k, 10', [0.1253237, -0.1540774, 1.0]], ['2, k, 11', [0.09965082, -0.2050835, 1.0]], ['2, k, 12', [-0.1274051, -0.2194347, 1.0]], ['2, k, 13', [-0.1965717, -0.3545721, 1.0]], ['2, k, 14', [-0.1278059, -0.6619107, 1.0]], ['2, k, 15', [-0.1381866, -0.7043963, 1.0]], ['2, k, 16', [0.03999379, -0.2220051, 1.0]], ['2, k, 17', [0.1195166, -0.3407626, 1.0]], ['2, k, 18', [0.006827532, -0.6584941, 1.0]], ['2, k, 19', [0.03317875, -0.7053312, 1.0]], ['2, k, 20', [-0.03353162, 0.2132126, 1.0]], ['2, k, 21', [-0.1748166, -0.2448885, 1.0]], ['2, k, 22', [-0.2391859, -0.2106888, 1.0]], ['2, k, 23', [0.08679684, -0.2540467, 1.0]], ['2, k, 24', [0.06323393, -0.191714, 1.0]]]
[['2, k, 0', [-0.04428995, -0.2235495, 1.0]], ['2, k, 1', [-0.03796305, 0.02820536, 1.0]], ['2, k, 2', [-0.03227926, 0.273473, 1.0]], ['2, k, 3', [-0.01901593, 0.3984509, 1.0]], ['2, k, 4', [-0.2113014, 0.1883954, 1.0]], ['2, k, 5', [-0.2914617, -0.001468132, 1.0]], ['2, k, 6', [-0.2332619, -0.1433846, 1.0]], ['2, k, 7', [-0.1971491, -0.1961847, 1.0]], ['2, k, 8', [0.1313394, 0.1729812, 1.0]], ['2, k, 9', [0.1811579, -0.01179001, 1.0]], ['2, k, 10', [0.1257558, -0.1553361, 1.0]], ['2, k, 11', [0.09933763, -0.2107791, 1.0]], ['2, k, 12', [-0.1274475, -0.219486, 1.0]], ['2, k, 13', [-0.199512, -0.3528544, 1.0]], ['2, k, 14', [-0.127703, -0.6622435, 1.0]], ['2, k, 15', [-0.1384642, -0.7046535, 1.0]], ['2, k, 16', [0.0399085, -0.2220868, 1.0]], ['2, k, 17', [0.1193275, -0.3408482, 1.0]], ['2, k, 18', [0.006217447, -0.6587217, 1.0]], ['2, k, 19', [0.0318567, -0.7050252, 1.0]], ['2, k, 20', [-0.03350151, 0.2130058, 1.0]], ['2, k, 21', [-0.1735294, -0.2437976, 1.0]], ['2, k, 22', [-0.2330433, -0.2093036, 1.0]], ['2, k, 23', [0.08781963, -0.2595051, 1.0]], ['2, k, 24', [0.06525855, -0.1996371, 1.0]]]
[['2, k, 0', [-0.04432773, -0.223847, 1.0]], ['2, k, 1', [-0.0378974, 0.027936, 1.0]], ['2, k, 2', [-0.03199542, 0.2733294, 1.0]], ['2, k, 3', [-0.0192726, 0.3981845, 1.0]], ['2, k, 4', [-0.2116444, 0.1862981, 1.0]], ['2, k, 5', [-0.2924729, -0.001206004, 1.0]], ['2, k, 6', [-0.2403362, -0.1287676, 1.0]], ['2, k, 7', [-0.2039637, -0.1793667, 1.0]], ['2, k, 8', [0.131294, 0.1730093, 1.0]], ['2, k, 9', [0.1809729, -0.01284108, 1.0]], ['2, k, 10', [0.1257015, -0.155207, 1.0]], ['2, k, 11', [0.09898183, -0.2094161, 1.0]], ['2, k, 12', [-0.1275314, -0.2200344, 1.0]], ['2, k, 13', [-0.2024201, -0.3545069, 1.0]], ['2, k, 14', [-0.1283245, -0.6622636, 1.0]], ['2, k, 15', [-0.1383075, -0.7050716, 1.0]], ['2, k, 16', [0.03990294, -0.2221965, 1.0]], ['2, k, 17', [0.1188335, -0.3404647, 1.0]], ['2, k, 18', [0.006065584, -0.6587384, 1.0]], ['2, k, 19', [0.03124942, -0.7049198, 1.0]], ['2, k, 20', [-0.03330554, 0.2128262, 1.0]], ['2, k, 21', [-0.1823182, -0.228709, 1.0]], ['2, k, 22', [-0.2276575, -0.1959441, 1.0]], ['2, k, 23', [0.08776969, -0.2589598, 1.0]], ['2, k, 24', [0.06520167, -0.1917862, 1.0]]]
[['2, k, 0', [-0.04435613, -0.2239185, 1.0]], ['2, k, 1', [-0.03790235, 0.02783027, 1.0]], ['2, k, 2', [-0.03195006, 0.2732314, 1.0]], ['2, k, 3', [-0.01912672, 0.3979054, 1.0]], ['2, k, 4', [-0.2113063, 0.1860615, 1.0]], ['2, k, 5', [-0.292699, -0.00110415, 1.0]], ['2, k, 6', [-0.2385925, -0.1305612, 1.0]], ['2, k, 7', [-0.1981461, -0.1995313, 1.0]], ['2, k, 8', [0.1314424, 0.1729933, 1.0]], ['2, k, 9', [0.1809535, -0.01322559, 1.0]], ['2, k, 10', [0.1227547, -0.1611892, 1.0]], ['2, k, 11', [0.09959039, -0.2122135, 1.0]], ['2, k, 12', [-0.1275319, -0.2200503, 1.0]], ['2, k, 13', [-0.2073582, -0.3499924, 1.0]], ['2, k, 14', [-0.129344, -0.6622843, 1.0]], ['2, k, 15', [-0.1383786, -0.7051157, 1.0]], ['2, k, 16', [0.03982253, -0.2223392, 1.0]], ['2, k, 17', [0.1187163, -0.3404405, 1.0]], ['2, k, 18', [0.005904242, -0.6588147, 1.0]], ['2, k, 19', [0.0311255, -0.7049294, 1.0]], ['2, k, 20', [-0.03328114, 0.2127276, 1.0]], ['2, k, 21', [-0.1817967, -0.2505698, 1.0]], ['2, k, 22', [-0.2405565, -0.2062277, 1.0]], ['2, k, 23', [0.08680352, -0.2609273, 1.0]], ['2, k, 24', [0.06846692, -0.1947042, 1.0]]]
[['2, k, 0', [-0.04434329, -0.2239452, 1.0]], ['2, k, 1', [-0.03782919, 0.02774053, 1.0]], ['2, k, 2', [-0.03171461, 0.2730598, 1.0]], ['2, k, 3', [-0.01870008, 0.3976121, 1.0]], ['2, k, 4', [-0.2113848, 0.1860451, 1.0]], ['2, k, 5', [-0.2928516, -0.0009252586, 1.0]], ['2, k, 6', [-0.2176252, -0.1330976, 1.0]], ['2, k, 7', [-0.1988089, -0.1900517, 1.0]], ['2, k, 8', [0.1318769, 0.1729768, 1.0]], ['2, k, 9', [0.1810548, -0.01311375, 1.0]], ['2, k, 10', [0.1297605, -0.1533183, 1.0]], ['2, k, 11', [0.09765918, -0.2053958, 1.0]], ['2, k, 12', [-0.1274969, -0.220091, 1.0]], ['2, k, 13', [-0.2107462, -0.3513052, 1.0]], ['2, k, 14', [-0.1382975, -0.6644952, 1.0]], ['2, k, 15', [-0.1385807, -0.7048869, 1.0]], ['2, k, 16', [0.03982454, -0.2223502, 1.0]], ['2, k, 17', [0.1180144, -0.3399304, 1.0]], ['2, k, 18', [0.005212002, -0.6599869, 1.0]], ['2, k, 19', [0.03124955, -0.7051355, 1.0]], ['2, k, 20', [-0.03311276, 0.2125818, 1.0]], ['2, k, 21', [-0.1838645, -0.2449418, 1.0]], ['2, k, 22', [-0.2334696, -0.1795419, 1.0]], ['2, k, 23', [0.0838377, -0.2546935, 1.0]], ['2, k, 24', [0.06399215, -0.1913693, 1.0]]]
[['2, k, 0', [-0.04526066, -0.2239965, 1.0]], ['2, k, 1', [-0.03796758, 0.02764395, 1.0]], ['2, k, 2', [-0.03154351, 0.2729005, 1.0]], ['2, k, 3', [-0.01827382, 0.3973592, 1.0]], ['2, k, 4', [-0.2110243, 0.186664, 1.0]], ['2, k, 5', [-0.2926827, -0.0004087615, 1.0]], ['2, k, 6', [-0.2201283, -0.1363741, 1.0]], ['2, k, 7', [-0.199453, -0.1777222, 1.0]], ['2, k, 8', [0.1319591, 0.1729959, 1.0]], ['2, k, 9', [0.1811261, -0.01318418, 1.0]], ['2, k, 10', [0.1290444, -0.1527663, 1.0]], ['2, k, 11', [0.09823102, -0.2037096, 1.0]], ['2, k, 12', [-0.1281909, -0.220007, 1.0]], ['2, k, 13', [-0.2321495, -0.3424869, 1.0]], ['2, k, 14', [-0.1867206, -0.6594123, 1.0]], ['2, k, 15', [-0.1842507, -0.699863, 1.0]], ['2, k, 16', [0.03859502, -0.2225626, 1.0]], ['2, k, 17', [0.1178227, -0.3388576, 1.0]], ['2, k, 18', [0.005471465, -0.6598744, 1.0]], ['2, k, 19', [0.03098563, -0.7052152, 1.0]], ['2, k, 20', [-0.033052, 0.2124678, 1.0]], ['2, k, 21', [-0.1883527, -0.2290329, 1.0]], ['2, k, 22', [-0.2350965, -0.1487846, 1.0]], ['2, k, 23', [0.08339624, -0.2538215, 1.0]], ['2, k, 24', [0.06348503, -0.1928533, 1.0]]]
[['2, k, 0', [-0.04580879, -0.2243899, 1.0]], ['2, k, 1', [-0.0378135, 0.02733193, 1.0]], ['2, k, 2', [-0.03043817, 0.2726438, 1.0]], ['2, k, 3', [-0.01616685, 0.3966929, 1.0]], ['2, k, 4', [-0.2096502, 0.1869827, 1.0]], ['2, k, 5', [-0.2872662, -0.003356063, 1.0]], ['2, k, 6', [-0.2279716, -0.1388294, 1.0]], ['2, k, 7', [-0.2091846, -0.1717346, 1.0]], ['2, k, 8', [0.1336562, 0.1707844, 1.0]], ['2, k, 9', [0.1828562, -0.01151067, 1.0]], ['2, k, 10', [0.129108, -0.1527755, 1.0]], ['2, k, 11', [0.09793271, -0.2054091, 1.0]], ['2, k, 12', [-0.1286986, -0.220057, 1.0]], ['2, k, 13', [-0.2588106, -0.3309239, 1.0]], ['2, k, 14', [-0.251426, -0.6475487, 1.0]], ['2, k, 15', [-0.2724609, -0.6972656, 1.0]], ['2, k, 16', [0.03805362, -0.2233152, 1.0]], ['2, k, 17', [0.1174854, -0.3377293, 1.0]], ['2, k, 18', [0.0004325889, -0.6608738, 1.0]], ['2, k, 19', [0.02938563, -0.7034019, 1.0]], ['2, k, 20', [-0.03226037, 0.2121905, 1.0]], ['2, k, 21', [-0.2014238, -0.2179082, 1.0]], ['2, k, 22', [-0.2583166, -0.2000244, 1.0]], ['2, k, 23', [0.08515603, -0.2538352, 1.0]], ['2, k, 24', [0.06122671, -0.1934812, 1.0]]]
