[['2, k, 0', [0.03809741, -0.2645356, 1.0]], ['2, k, 1', [0.02041547, 0.03274924, 1.0]], ['2, k, 2', [0.002801652, 0.3220441, 1.0]], ['2, k, 3', [0.004722789, 0.4546102, 1.0]], ['2, k, 4', [-0.1621699, 0.2048125, 1.0]], ['2, k, 5', [-0.2143255, -0.04032932, 1.0]], ['2, k, 6', [-0.2589534, -0.2368468, 1.0]], ['2, k, 7', [-0.2665712, -0.2818098, 1.0]], ['2, k, 8', [0.1789877, 0.2066093, 1.0]], ['2, k, 9', [0.2417218, 0.00437825, 1.0]], ['2, k, 10', [0.2020749, -0.1094816, 1.0]], ['2, k, 11', [0.1696769, -0.1390559, 1.0]], ['2, k, 12', [-0.05064987, -0.2642483, 1.0]], ['2, k, 13', [-0.126936, -0.2802235, 1.0]], ['2, k, 14', [-0.1207189, -0.6206719, 1.0]], ['2, k, 15', [-0.1148402, -0.6565012, 1.0]], ['2, k, 16', [0.1257589, -0.2571914, 1.0]], ['2, k, 17', [0.1753235, -0.270464, 1.0]], ['2, k, 18', [0.1501535, -0.6159778, 1.0]], ['2, k, 19', [0.1858128, -0.7004712, 1.0]], ['2, k, 20', [0.007140474, 0.250803, 1.0]], ['2, k, 21', [-0.274496, -0.3484251, 1.0]], ['2, k, 22', [-0.2387928, -0.297624, 1.0]], ['2, k, 23', [0.157386, -0.1800841, 1.0]], ['2, k, 24', [0.1246165, -0.1611126, 1.0]]]
[['2, k, 0', [0.0381265, -0.2644797, 1.0]], ['2, k, 1', [0.02012069, 0.03260239, 1.0]], ['2, k, 2', [0.001919408, 0.321484, 1.0]], ['2, k, 3', [0.00303864, 0.4535634, 1.0]], ['2, k, 4', [-0.1630308, 0.2039592, 1.0]], ['2, k, 5', [-0.1837327, -0.02384019, 1.0]], ['2, k, 6', [-0.2256002, -0.04053411, 1.0]], ['2, k, 7', [-0.2465939, 0.01752623, 1.0]], ['2, k, 8', [0.1779609, 0.2056297, 1.0]], ['2, k, 9', [0.2413742, 0.003744095, 1.0]], ['2, k, 10', [0.218898, -0.1373043, 1.0]], ['2, k, 11', [0.164249, -0.1591157, 1.0]], ['2, k, 12', [-0.05060305, -0.264408, 1.0]], ['2, k, 13', [-0.1270969, -0.2791829, 1.0]], ['2, k, 14', [-0.1240343, -0.6192375, 1.0]], ['2, k, 15', [-0.1181941, -0.6551037, 1.0]], ['2, k, 16', [0.1257782, -0.256974, 1.0]], ['2, k, 17', [0.1750995, -0.26984, 1.0]], ['2, k, 18', [0.1492787, -0.6152756, 1.0]], ['2, k, 19', [0.185605, -0.6996705, 1.0]], ['2, k, 20', [0.006439073, 0.250354, 1.0]], ['2, k, 21', [-0.2658217, 0.03710211, 1.0]], ['2, k, 22', [-0.2710934, 0.01469257, 1.0]], ['2, k, 23', [0.1541267, -0.1981157, 1.0]], ['2, k, 24', [0.1146466, -0.1765596, 1.0]]]
[['2, k, 0', [0.03814115, -0.2644739, 1.0]], ['2, k, 1', [0.02011982, 0.03259853, 1.0]], ['2, k, 2', [0.001915055, 0.3214743, 1.0]], ['2, k, 3', [0.002736688, 0.4538894, 1.0]], ['2, k, 4', [-0.1626122, 0.2040432, 1.0]], ['2, k, 5', [-0.1913004, 0.009603713, 1.0]], ['2, k, 6', [-0.234174, 0.0302487, 1.0]], ['2, k, 7', [-0.2415648, 0.07708029, 1.0]], ['2, k, 8', [0.177702, 0.2058804, 1.0]], ['2, k, 9', [0.2414287, 0.003045129, 1.0]], ['2, k, 10', [0.2188874, -0.1371719, 1.0]], ['2, k, 11', [0.1631504, -0.1605136, 1.0]], ['2, k, 12', [-0.05058579, -0.2644072, 1.0]], ['2, k, 13', [-0.1271372, -0.279121, 1.0]], ['2, k, 14', [-0.1244616, -0.6189323, 1.0]], ['2, k, 15', [-0.1184974, -0.6548038, 1.0]], ['2, k, 16', [0.1257947, -0.2569614, 1.0]], ['2, k, 17', [0.175122, -0.2698818, 1.0]], ['2, k, 18', [0.1491617, -0.6152923, 1.0]], ['2, k, 19', [0.1855571, -0.6996396, 1.0]], ['2, k, 20', [0.006435406, 0.2503453, 1.0]], ['2, k, 21', [-0.2488525, 0.09124867, 1.0]], ['2, k, 22', [-0.2711528, 0.1057682, 1.0]], ['2, k, 23', [0.1452026, -0.2011665, 1.0]], ['2, k, 24', [0.1132769, -0.1706856, 1.0]]]
[['2, k, 0', [0.03815589, -0.2646164, 1.0]], ['2, k, 1', [0.02011669, 0.03248947, 1.0]], ['2, k, 2', [0.001922198, 0.3214028, 1.0]], ['2, k, 3', [0.002164085, 0.4537732, 1.0]], ['2, k, 4', [-0.1611376, 0.2045497, 1.0]], ['2, k, 5', [-0.2088068, -0.03813063, 1.0]], ['2, k, 6', [-0.2291993, 0.07781344, 1.0]], ['2, k, 7', [-0.2333184, 0.1281011, 1.0]], ['2, k, 8', [0.1775271, 0.2058865, 1.0]], ['2, k, 9', [0.2417946, 0.003669304, 1.0]], ['2, k, 10', [0.2186639, -0.1373345, 1.0]], ['2, k, 11', [0.1628276, -0.1588388, 1.0]], ['2, k, 12', [-0.05060904, -0.264564, 1.0]], ['2, k, 13', [-0.1271371, -0.2791128, 1.0]], ['2, k, 14', [-0.1279557, -0.6194794, 1.0]], ['2, k, 15', [-0.1218088, -0.6553347, 1.0]], ['2, k, 16', [0.1258506, -0.2571168, 1.0]], ['2, k, 17', [0.1751662, -0.269866, 1.0]], ['2, k, 18', [0.1494278, -0.6152769, 1.0]], ['2, k, 19', [0.1856848, -0.6996993, 1.0]], ['2, k, 20', [0.006439392, 0.2502635, 1.0]], ['2, k, 21', [-0.244746, 0.1476039, 1.0]], ['2, k, 22', [-0.2662884, 0.146231, 1.0]], ['2, k, 23', [0.1477056, -0.1997893, 1.0]], ['2, k, 24', [0.1140246, -0.1745268, 1.0]]]
[['2, k, 0', [0.03815657, -0.2646532, 1.0]], ['2, k, 1', [0.01999636, 0.03237057, 1.0]], ['2, k, 2', [0.001565146, 0.3211622, 1.0]], ['2, k, 3', [0.00202491, 0.4538168, 1.0]], ['2, k, 4', [-0.1585657, 0.205494, 1.0]], ['2, k, 5', [-0.2082217, -0.02687243, 1.0]], ['2, k, 6', [-0.2214897, 0.1127577, 1.0]], ['2, k, 7', [-0.2278732, 0.173002, 1.0]], ['2, k, 8', [0.1775106, 0.2056328, 1.0]], ['2, k, 9', [0.2417373, 0.003648199, 1.0]], ['2, k, 10', [0.2067742, -0.1145315, 1.0]], ['2, k, 11', [0.1634744, -0.1207206, 1.0]], ['2, k, 12', [-0.05060672, -0.2645707, 1.0]], ['2, k, 13', [-0.1271595, -0.2791977, 1.0]], ['2, k, 14', [-0.1280302, -0.6195124, 1.0]], ['2, k, 15', [-0.1214953, -0.6553537, 1.0]], ['2, k, 16', [0.1258448, -0.257259, 1.0]], ['2, k, 17', [0.1751471, -0.2698298, 1.0]], ['2, k, 18', [0.1494103, -0.6152502, 1.0]], ['2, k, 19', [0.185796, -0.699693, 1.0]], ['2, k, 20', [0.006150868, 0.2500525, 1.0]], ['2, k, 21', [-0.2387831, 0.1997835, 1.0]], ['2, k, 22', [-0.2645306, 0.1864534, 1.0]], ['2, k, 23', [0.1369092, -0.1650311, 1.0]], ['2, k, 24', [0.1132, -0.0805191, 1.0]]]
[['2, k, 0', [0.03816769, -0.2647651, 1.0]], ['2, k, 1', [0.01995546, 0.03225478, 1.0]], ['2, k, 2', [0.001504165, 0.3210607, 1.0]], ['2, k, 3', [0.001863294, 0.4537509, 1.0]], ['2, k, 4', [-0.1581544, 0.2059549, 1.0]], ['2, k, 5', [-0.2095619, -0.02537448, 1.0]], ['2, k, 6', [-0.2190825, 0.1363997, 1.0]], ['2, k, 7', [-0.2200613, 0.206358, 1.0]], ['2, k, 8', [0.1775548, 0.2057148, 1.0]], ['2, k, 9', [0.2417159, 0.003631346, 1.0]], ['2, k, 10', [0.2065839, -0.1143685, 1.0]], ['2, k, 11', [0.1643695, -0.1196766, 1.0]], ['2, k, 12', [-0.05062243, -0.264737, 1.0]], ['2, k, 13', [-0.1271309, -0.279285, 1.0]], ['2, k, 14', [-0.1279766, -0.6196333, 1.0]], ['2, k, 15', [-0.12126, -0.6554717, 1.0]], ['2, k, 16', [0.1258827, -0.2573602, 1.0]], ['2, k, 17', [0.1751688, -0.2698319, 1.0]], ['2, k, 18', [0.1496648, -0.6153272, 1.0]], ['2, k, 19', [0.1858861, -0.6998046, 1.0]], ['2, k, 20', [0.006093326, 0.2499452, 1.0]], ['2, k, 21', [-0.2275487, 0.241506, 1.0]], ['2, k, 22', [-0.2522289, 0.2144367, 1.0]], ['2, k, 23', [0.1331748, -0.1654508, 1.0]], ['2, k, 24', [0.1061773, -0.0827887, 1.0]]]
[['2, k, 0', [0.0381585, -0.2648406, 1.0]], ['2, k, 1', [0.01990975, 0.03219905, 1.0]], ['2, k, 2', [0.001424129, 0.3210329, 1.0]], ['2, k, 3', [0.001846435, 0.4536944, 1.0]], ['2, k, 4', [-0.1572748, 0.2063675, 1.0]], ['2, k, 5', [-0.2111728, -0.0212796, 1.0]], ['2, k, 6', [-0.2120115, 0.1683145, 1.0]], ['2, k, 7', [-0.2133306, 0.2383642, 1.0]], ['2, k, 8', [0.1774399, 0.2050691, 1.0]], ['2, k, 9', [0.2414897, 0.00370492, 1.0]], ['2, k, 10', [0.2064878, -0.1143575, 1.0]], ['2, k, 11', [0.1645429, -0.1201979, 1.0]], ['2, k, 12', [-0.05064163, -0.2647818, 1.0]], ['2, k, 13', [-0.1271547, -0.2793408, 1.0]], ['2, k, 14', [-0.1274342, -0.6194289, 1.0]], ['2, k, 15', [-0.120471, -0.6552737, 1.0]], ['2, k, 16', [0.1258884, -0.2574807, 1.0]], ['2, k, 17', [0.175206, -0.2698278, 1.0]], ['2, k, 18', [0.1496397, -0.6153594, 1.0]], ['2, k, 19', [0.1859689, -0.6997722, 1.0]], ['2, k, 20', [0.006022941, 0.2499064, 1.0]], ['2, k, 21', [-0.2173554, 0.2805492, 1.0]], ['2, k, 22', [-0.2485784, 0.2438136, 1.0]], ['2, k, 23', [0.1394109, -0.1664652, 1.0]], ['2, k, 24', [0.1116749, -0.07895995, 1.0]]]
[['2, k, 0', [0.03815292, -0.2648406, 1.0]], ['2, k, 1', [0.0198586, 0.03216385, 1.0]], ['2, k, 2', [0.00133728, 0.3209414, 1.0]], ['2, k, 3', [0.001946579, 0.4535971, 1.0]], ['2, k, 4', [-0.1566635, 0.2071818, 1.0]], ['2, k, 5', [-0.2155188, 0.01045954, 1.0]], ['2, k, 6', [-0.2058625, 0.1831317, 1.0]], ['2, k, 7', [-0.2057516, 0.2584888, 1.0]], ['2, k, 8', [0.1774387, 0.2047079, 1.0]], ['2, k, 9', [0.2412532, 0.004527282, 1.0]], ['2, k, 10', [0.2067052, -0.1136311, 1.0]], ['2, k, 11', [0.162105, -0.1218828, 1.0]], ['2, k, 12', [-0.05064681, -0.26474, 1.0]], ['2, k, 13', [-0.1271269, -0.2790282, 1.0]], ['2, k, 14', [-0.1273921, -0.6191589, 1.0]], ['2, k, 15', [-0.120154, -0.655008, 1.0]], ['2, k, 16', [0.1258518, -0.2575385, 1.0]], ['2, k, 17', [0.1752201, -0.2697609, 1.0]], ['2, k, 18', [0.1498494, -0.6153203, 1.0]], ['2, k, 19', [0.1858322, -0.6998353, 1.0]], ['2, k, 20', [0.0059437, 0.2498295, 1.0]], ['2, k, 21', [-0.2110331, 0.3117797, 1.0]], ['2, k, 22', [-0.2402409, 0.2705244, 1.0]], ['2, k, 23', [0.1361768, -0.1660677, 1.0]], ['2, k, 24', [0.1110778, -0.08165109, 1.0]]]
[['2, k, 0', [0.0381649, -0.2648517, 1.0]], ['2, k, 1', [0.01984767, 0.03209327, 1.0]], ['2, k, 2', [0.00130248, 0.3207795, 1.0]], ['2, k, 3', [0.001957401, 0.4534634, 1.0]], ['2, k, 4', [-0.1554104, 0.2079965, 1.0]], ['2, k, 5', [-0.2142196, 0.002537557, 1.0]], ['2, k, 6', [-0.1988208, 0.2013292, 1.0]], ['2, k, 7', [-0.1979375, 0.2778531, 1.0]], ['2, k, 8', [0.1774276, 0.2049402, 1.0]], ['2, k, 9', [0.241082, 0.005396453, 1.0]], ['2, k, 10', [0.2069326, -0.1133184, 1.0]], ['2, k, 11', [0.1632794, -0.1211357, 1.0]], ['2, k, 12', [-0.05062074, -0.2647439, 1.0]], ['2, k, 13', [-0.1271395, -0.2790007, 1.0]], ['2, k, 14', [-0.1278444, -0.6190948, 1.0]], ['2, k, 15', [-0.1203199, -0.6549423, 1.0]], ['2, k, 16', [0.1258625, -0.257573, 1.0]], ['2, k, 17', [0.1751951, -0.2698268, 1.0]], ['2, k, 18', [0.1498535, -0.6153942, 1.0]], ['2, k, 19', [0.1857939, -0.6999313, 1.0]], ['2, k, 20', [0.005914352, 0.2496907, 1.0]], ['2, k, 21', [-0.2078093, 0.3339581, 1.0]], ['2, k, 22', [-0.235988, 0.2848759, 1.0]], ['2, k, 23', [0.1402487, -0.1670144, 1.0]], ['2, k, 24', [0.1116806, -0.1091928, 1.0]]]
[['2, k, 0', [0.03816614, -0.2648881, 1.0]], ['2, k, 1', [0.0198127, 0.03203752, 1.0]], ['2, k, 2', [0.001249062, 0.3207238, 1.0]], ['2, k, 3', [0.002226505, 0.4526562, 1.0]], ['2, k, 4', [-0.1544509, 0.2085787, 1.0]], ['2, k, 5', [-0.2149022, 0.0002432148, 1.0]], ['2, k, 6', [-0.1935662, 0.213562, 1.0]], ['2, k, 7', [-0.1928887, 0.2824213, 1.0]], ['2, k, 8', [0.1775139, 0.2046508, 1.0]], ['2, k, 9', [0.2407199, 0.005504131, 1.0]], ['2, k, 10', [0.2068452, -0.1131992, 1.0]], ['2, k, 11', [0.1626807, -0.1221365, 1.0]], ['2, k, 12', [-0.05061407, -0.2647459, 1.0]], ['2, k, 13', [-0.1271807, -0.2790135, 1.0]], ['2, k, 14', [-0.1278305, -0.6191049, 1.0]], ['2, k, 15', [-0.1198575, -0.6549454, 1.0]], ['2, k, 16', [0.1258596, -0.2577507, 1.0]], ['2, k, 17', [0.1752024, -0.2698402, 1.0]], ['2, k, 18', [0.1499203, -0.6154878, 1.0]], ['2, k, 19', [0.1877172, -0.6994948, 1.0]], ['2, k, 20', [0.005864125, 0.249633, 1.0]], ['2, k, 21', [-0.189979, 0.3382359, 1.0]], ['2, k, 22', [-0.2288563, 0.3019351, 1.0]], ['2, k, 23', [0.1418962, -0.1663952, 1.0]], ['2, k, 24', [0.1104749, -0.08271877, 1.0]]]
[['2, k, 0', [0.03816328, -0.2649163, 1.0]], ['2, k, 1', [0.01981138, 0.03200908, 1.0]], ['2, k, 2', [0.001280431, 0.3207056, 1.0]], ['2, k, 3', [0.0021577, 0.4525072, 1.0]], ['2, k, 4', [-0.1536647, 0.2093287, 1.0]], ['2, k, 5', [-0.2136776, -0.00142491, 1.0]], ['2, k, 6', [-0.1726183, 0.251149, 1.0]], ['2, k, 7', [-0.1865539, 0.284456, 1.0]], ['2, k, 8', [0.177588, 0.2042689, 1.0]], ['2, k, 9', [0.2405712, 0.00548957, 1.0]], ['2, k, 10', [0.2069088, -0.1128554, 1.0]], ['2, k, 11', [0.161501, -0.1219258, 1.0]], ['2, k, 12', [-0.05061119, -0.2647375, 1.0]], ['2, k, 13', [-0.1272807, -0.2791293, 1.0]], ['2, k, 14', [-0.1278712, -0.6192366, 1.0]], ['2, k, 15', [-0.1193154, -0.6550681, 1.0]], ['2, k, 16', [0.1258402, -0.2578982, 1.0]], ['2, k, 17', [0.1751898, -0.2698163, 1.0]], ['2, k, 18', [0.1500498, -0.6155559, 1.0]], ['2, k, 19', [0.1877782, -0.6995524, 1.0]], ['2, k, 20', [0.00588353, 0.2496097, 1.0]], ['2, k, 21', [-0.1916641, 0.3361125, 1.0]], ['2, k, 22', [-0.2192938, 0.2627462, 1.0]], ['2, k, 23', [0.1414638, -0.165181, 1.0]], ['2, k, 24', [0.1105126, -0.08367252, 1.0]]]
[['2, k, 0', [0.03815508, -0.2649212, 1.0]], ['2, k, 1', [0.0198323, 0.03197306, 1.0]], ['2, k, 2', [0.001423625, 0.3206155, 1.0]], ['2, k, 3', [0.002264227, 0.4524095, 1.0]], ['2, k, 4', [-0.1533387, 0.2108806, 1.0]], ['2, k, 5', [-0.2133779, 0.06641236, 1.0]], ['2, k, 6', [-0.1755455, 0.2762947, 1.0]], ['2, k, 7', [-0.1840846, 0.2983486, 1.0]], ['2, k, 8', [0.1776075, 0.2043211, 1.0]], ['2, k, 9', [0.2400282, 0.006429422, 1.0]], ['2, k, 10', [0.2071997, -0.112355, 1.0]], ['2, k, 11', [0.1627983, -0.1213136, 1.0]], ['2, k, 12', [-0.05061641, -0.2647131, 1.0]], ['2, k, 13', [-0.1272902, -0.2792037, 1.0]], ['2, k, 14', [-0.1280496, -0.6193681, 1.0]], ['2, k, 15', [-0.1186017, -0.6551846, 1.0]], ['2, k, 16', [0.1258201, -0.2579308, 1.0]], ['2, k, 17', [0.1752235, -0.2698654, 1.0]], ['2, k, 18', [0.1500839, -0.6155851, 1.0]], ['2, k, 19', [0.1877633, -0.6995921, 1.0]], ['2, k, 20', [0.005985614, 0.2495343, 1.0]], ['2, k, 21', [-0.1836291, 0.3393178, 1.0]], ['2, k, 22', [-0.2256522, 0.3070352, 1.0]], ['2, k, 23', [0.1401928, -0.1662509, 1.0]], ['2, k, 24', [0.1105224, -0.08352523, 1.0]]]
[['2, k, 0', [0.0381463, -0.2648307, 1.0]], ['2, k, 1', [0.01984404, 0.03200468, 1.0]], ['2, k, 2', [0.001486004, 0.320615, 1.0]], ['2, k, 3', [0.002860576, 0.4524025, 1.0]], ['2, k, 4', [-0.1541391, 0.2123303, 1.0]], ['2, k, 5', [-0.2137198, 0.06531658, 1.0]], ['2, k, 6', [-0.1761322, 0.3015958, 1.0]], ['2, k, 7', [-0.1828052, 0.3068856, 1.0]], ['2, k, 8', [0.1780624, 0.2048519, 1.0]], ['2, k, 9', [0.2407487, 0.006731969, 1.0]], ['2, k, 10', [0.2072324, -0.111614, 1.0]], ['2, k, 11', [0.1627072, -0.1204976, 1.0]], ['2, k, 12', [-0.05055415, -0.2644854, 1.0]], ['2, k, 13', [-0.1272832, -0.2791924, 1.0]], ['2, k, 14', [-0.1278079, -0.6194159, 1.0]], ['2, k, 15', [-0.1173033, -0.6552104, 1.0]], ['2, k, 16', [0.1257492, -0.2578835, 1.0]], ['2, k, 17', [0.1751937, -0.270008, 1.0]], ['2, k, 18', [0.1502317, -0.6158068, 1.0]], ['2, k, 19', [0.1876178, -0.6998395, 1.0]], ['2, k, 20', [0.00603194, 0.2495421, 1.0]], ['2, k, 21', [-0.1835701, 0.3353553, 1.0]], ['2, k, 22', [-0.2232926, 0.3146406, 1.0]], ['2, k, 23', [0.1418186, -0.1669386, 1.0]], ['2, k, 24', [0.1071014, -0.1005627, 1.0]]]
[['2, k, 0', [0.03807367, -0.2648107, 1.0]], ['2, k, 1', [0.01973375, 0.03197298, 1.0]], ['2, k, 2', [0.001367832, 0.3205053, 1.0]], ['2, k, 3', [0.00305981, 0.452235, 1.0]], ['2, k, 4', [-0.1541955, 0.2135495, 1.0]], ['2, k, 5', [-0.2134151, 0.0643068, 1.0]], ['2, k, 6', [-0.1880334, 0.2508914, 1.0]], ['2, k, 7', [-0.1835008, 0.3005457, 1.0]], ['2, k, 8', [0.1785573, 0.2039463, 1.0]], ['2, k, 9', [0.2406452, 0.006655584, 1.0]], ['2, k, 10', [0.1912335, -0.1115169, 1.0]], ['2, k, 11', [0.1437242, -0.146098, 1.0]], ['2, k, 12', [-0.05063756, -0.2642768, 1.0]], ['2, k, 13', [-0.1273006, -0.2791792, 1.0]], ['2, k, 14', [-0.126597, -0.6192117, 1.0]], ['2, k, 15', [-0.1158313, -0.6550144, 1.0]], ['2, k, 16', [0.1255694, -0.2580253, 1.0]], ['2, k, 17', [0.1752023, -0.2699529, 1.0]], ['2, k, 18', [0.1485568, -0.6155658, 1.0]], ['2, k, 19', [0.1882278, -0.6986417, 1.0]], ['2, k, 20', [0.005913433, 0.2494536, 1.0]], ['2, k, 21', [-0.1791511, 0.3322629, 1.0]], ['2, k, 22', [-0.2162252, 0.3067638, 1.0]], ['2, k, 23', [0.1389819, -0.1856903, 1.0]], ['2, k, 24', [0.08632325, -0.1515023, 1.0]]]
[['2, k, 0', [0.03806604, -0.2648163, 1.0]], ['2, k, 1', [0.01971778, 0.03190438, 1.0]], ['2, k, 2', [0.00137697, 0.3203429, 1.0]], ['2, k, 3', [0.003465045, 0.4523077, 1.0]], ['2, k, 4', [-0.1541739, 0.2137814, 1.0]], ['2, k, 5', [-0.2134482, 0.0645172, 1.0]], ['2, k, 6', [-0.1918589, 0.3107696, 1.0]], ['2, k, 7', [-0.1890175, 0.3314865, 1.0]], ['2, k, 8', [0.178896, 0.2037258, 1.0]], ['2, k, 9', [0.2409981, 0.006849296, 1.0]], ['2, k, 10', [0.1912634, -0.1115187, 1.0]], ['2, k, 11', [0.1434403, -0.1453677, 1.0]], ['2, k, 12', [-0.05063324, -0.2642506, 1.0]], ['2, k, 13', [-0.1273107, -0.2791588, 1.0]], ['2, k, 14', [-0.1270424, -0.6196272, 1.0]], ['2, k, 15', [-0.1161028, -0.6554196, 1.0]], ['2, k, 16', [0.1255178, -0.2581038, 1.0]], ['2, k, 17', [0.1752795, -0.2700074, 1.0]], ['2, k, 18', [0.1487767, -0.6155284, 1.0]], ['2, k, 19', [0.1882101, -0.6987747, 1.0]], ['2, k, 20', [0.005914131, 0.2493155, 1.0]], ['2, k, 21', [-0.1896432, 0.3439642, 1.0]], ['2, k, 22', [-0.2273379, 0.3240507, 1.0]], ['2, k, 23', [0.1342017, -0.1845394, 1.0]], ['2, k, 24', [0.08610943, -0.1427915, 1.0]]]
[['2, k, 0', [0.03805293, -0.2648093, 1.0]], ['2, k, 1', [0.01971924, 0.03188941, 1.0]], ['2, k, 2', [0.00146454, 0.3202872, 1.0]], ['2, k, 3', [0.003961395, 0.4521983, 1.0]], ['2, k, 4', [-0.154141, 0.2140257, 1.0]], ['2, k, 5', [-0.2137703, 0.06474549, 1.0]], ['2, k, 6', [-0.1916076, 0.3109964, 1.0]], ['2, k, 7', [-0.1866578, 0.3324152, 1.0]], ['2, k, 8', [0.1797677, 0.2034405, 1.0]], ['2, k, 9', [0.2409932, 0.006888139, 1.0]], ['2, k, 10', [0.211009, -0.1099346, 1.0]], ['2, k, 11', [0.1672518, -0.1212922, 1.0]], ['2, k, 12', [-0.05063756, -0.2641296, 1.0]], ['2, k, 13', [-0.1273222, -0.2790846, 1.0]], ['2, k, 14', [-0.1269546, -0.6195416, 1.0]], ['2, k, 15', [-0.1158138, -0.655338, 1.0]], ['2, k, 16', [0.1254542, -0.2581764, 1.0]], ['2, k, 17', [0.1752578, -0.2700754, 1.0]], ['2, k, 18', [0.1490576, -0.6156836, 1.0]], ['2, k, 19', [0.1888541, -0.6988416, 1.0]], ['2, k, 20', [0.005973556, 0.2492703, 1.0]], ['2, k, 21', [-0.1888961, 0.3426158, 1.0]], ['2, k, 22', [-0.2185269, 0.3276961, 1.0]], ['2, k, 23', [0.1446411, -0.1669987, 1.0]], ['2, k, 24', [0.1176145, -0.1124225, 1.0]]]
[['2, k, 0', [0.03800201, -0.2649704, 1.0]], ['2, k, 1', [0.0197532, 0.03166666, 1.0]], ['2, k, 2', [0.001647008, 0.3200011, 1.0]], ['2, k, 3', [0.004196914, 0.4518358, 1.0]], ['2, k, 4', [-0.1541029, 0.2140782, 1.0]], ['2, k, 5', [-0.2139226, 0.06484515, 1.0]], ['2, k, 6', [-0.1905396, 0.3113364, 1.0]], ['2, k, 7', [-0.1847189, 0.3314872, 1.0]], ['2, k, 8', [0.1801482, 0.2031036, 1.0]], ['2, k, 9', [0.2411156, 0.006799983, 1.0]], ['2, k, 10', [0.202263, -0.1113617, 1.0]], ['2, k, 11', [0.1589621, -0.1582408, 1.0]], ['2, k, 12', [-0.05066587, -0.2641722, 1.0]], ['2, k, 13', [-0.1274304, -0.2791812, 1.0]], ['2, k, 14', [-0.1209507, -0.6194271, 1.0]], ['2, k, 15', [-0.1098861, -0.6552287, 1.0]], ['2, k, 16', [0.1253681, -0.2585998, 1.0]], ['2, k, 17', [0.1752423, -0.2700747, 1.0]], ['2, k, 18', [0.1487979, -0.6155944, 1.0]], ['2, k, 19', [0.186991, -0.6993251, 1.0]], ['2, k, 20', [0.006114056, 0.248999, 1.0]], ['2, k, 21', [-0.182509, 0.3437434, 1.0]], ['2, k, 22', [-0.2217447, 0.3233942, 1.0]], ['2, k, 23', [0.1557936, -0.2002289, 1.0]], ['2, k, 24', [0.1080439, -0.1780643, 1.0]]]
[['2, k, 0', [0.03798553, -0.2649731, 1.0]], ['2, k, 1', [0.01975126, 0.03165368, 1.0]], ['2, k, 2', [0.00171368, 0.3199913, 1.0]], ['2, k, 3', [0.004401783, 0.4519986, 1.0]], ['2, k, 4', [-0.1539018, 0.2142494, 1.0]], ['2, k, 5', [-0.2136388, 0.06528445, 1.0]], ['2, k, 6', [-0.1866121, 0.3112468, 1.0]], ['2, k, 7', [-0.1845844, 0.3323666, 1.0]], ['2, k, 8', [0.1803851, 0.2028676, 1.0]], ['2, k, 9', [0.2410801, 0.006852532, 1.0]], ['2, k, 10', [0.2008093, -0.1113879, 1.0]], ['2, k, 11', [0.1582908, -0.1584448, 1.0]], ['2, k, 12', [-0.05069891, -0.264089, 1.0]], ['2, k, 13', [-0.1274037, -0.2791631, 1.0]], ['2, k, 14', [-0.122358, -0.6194369, 1.0]], ['2, k, 15', [-0.1112472, -0.6552433, 1.0]], ['2, k, 16', [0.1253199, -0.2586958, 1.0]], ['2, k, 17', [0.1752592, -0.2702339, 1.0]], ['2, k, 18', [0.148904, -0.6157901, 1.0]], ['2, k, 19', [0.1870818, -0.6995255, 1.0]], ['2, k, 20', [0.006159232, 0.2489857, 1.0]], ['2, k, 21', [-0.2011928, 0.3453186, 1.0]], ['2, k, 22', [-0.2209823, 0.3252097, 1.0]], ['2, k, 23', [0.1479953, -0.2017694, 1.0]], ['2, k, 24', [0.1081937, -0.1609187, 1.0]]]
[['2, k, 0', [0.03797151, -0.2649584, 1.0]], ['2, k, 1', [0.01974308, 0.031649, 1.0]], ['2, k, 2', [0.001713402, 0.3199683, 1.0]], ['2, k, 3', [0.004729469, 0.4520161, 1.0]], ['2, k, 4', [-0.1536236, 0.2143087, 1.0]], ['2, k, 5', [-0.2135155, 0.06548666, 1.0]], ['2, k, 6', [-0.1834996, 0.3102919, 1.0]], ['2, k, 7', [-0.1865334, 0.3317837, 1.0]], ['2, k, 8', [0.1803781, 0.2029074, 1.0]], ['2, k, 9', [0.2411332, 0.007080831, 1.0]], ['2, k, 10', [0.1993247, -0.1113291, 1.0]], ['2, k, 11', [0.1571434, -0.1575165, 1.0]], ['2, k, 12', [-0.05071492, -0.2640488, 1.0]], ['2, k, 13', [-0.1274139, -0.2792373, 1.0]], ['2, k, 14', [-0.1232821, -0.6195489, 1.0]], ['2, k, 15', [-0.1121571, -0.6553546, 1.0]], ['2, k, 16', [0.1252991, -0.2586775, 1.0]], ['2, k, 17', [0.1753145, -0.2701477, 1.0]], ['2, k, 18', [0.1490313, -0.6156923, 1.0]], ['2, k, 19', [0.1870988, -0.6994871, 1.0]], ['2, k, 20', [0.006156742, 0.2489675, 1.0]], ['2, k, 21', [-0.1810454, 0.3412774, 1.0]], ['2, k, 22', [-0.2219305, 0.3238887, 1.0]], ['2, k, 23', [0.1395033, -0.2013517, 1.0]], ['2, k, 24', [0.105699, -0.1617326, 1.0]]]
