[['2, k, 0', [-0.1631262, 0.06107363, 1.0]], ['2, k, 1', [-0.1686638, 0.3316034, 1.0]], ['2, k, 2', [-0.1741219, 0.595399, 1.0]], ['2, k, 3', [-0.1651895, 0.7321769, 1.0]], ['2, k, 4', [-0.317324, 0.477324, 1.0]], ['2, k, 5', [-0.3540781, 0.2508425, 1.0]], ['2, k, 6', [-0.359796, 0.06846566, 1.0]], ['2, k, 7', [-0.369777, 0.007403781, 1.0]], ['2, k, 8', [-0.004189958, 0.4770063, 1.0]], ['2, k, 9', [0.03431775, 0.2375683, 1.0]], ['2, k, 10', [0.04604107, 0.05583368, 1.0]], ['2, k, 11', [0.0366633, 0.005129147, 1.0]], ['2, k, 12', [-0.2241597, 0.061324, 1.0]], ['2, k, 13', [-0.2217036, -0.2526059, 1.0]], ['2, k, 14', [-0.214001, -0.5264079, 1.0]], ['2, k, 15', [-0.1979871, -0.5731723, 1.0]], ['2, k, 16', [-0.09843157, 0.05946385, 1.0]], ['2, k, 17', [-0.1161695, -0.2557181, 1.0]], ['2, k, 18', [-0.1051894, -0.5288826, 1.0]], ['2, k, 19', [-0.1141478, -0.6228489, 1.0]], ['2, k, 20', [-0.1728168, 0.5304025, 1.0]], ['2, k, 21', [-0.3730934, -0.05399203, 1.0]], ['2, k, 22', [-0.3966764, 0.02720723, 1.0]], ['2, k, 23', [0.04975297, -0.04869231, 1.0]], ['2, k, 24', [0.0004666563, -0.0003596556, 1.0]]]
[['2, k, 0', [-0.1758904, 0.06768564, 1.0]], ['2, k, 1', [-0.1854213, 0.3372226, 1.0]], ['2, k, 2', [-0.1928294, 0.5987365, 1.0]], ['2, k, 3', [-0.1795913, 0.7330664, 1.0]], ['2, k, 4', [-0.3448708, 0.4773244, 1.0]], ['2, k, 5', [-0.3815203, 0.2526442, 1.0]], ['2, k, 6', [-0.3686271, 0.06914175, 1.0]], ['2, k, 7', [-0.3556299, 0.0241739, 1.0]], ['2, k, 8', [-0.008798337, 0.4857945, 1.0]], ['2, k, 9', [0.1032062, 0.2649701, 1.0]], ['2, k, 10', [0.1916639, 0.1012351, 1.0]], ['2, k, 11', [0.2241651, 0.03819794, 1.0]], ['2, k, 12', [-0.2361205, 0.06667393, 1.0]], ['2, k, 13', [-0.2298956, -0.2457726, 1.0]], ['2, k, 14', [-0.2176007, -0.5547509, 1.0]], ['2, k, 15', [-0.2081982, -0.6278334, 1.0]], ['2, k, 16', [-0.1116028, 0.06681839, 1.0]], ['2, k, 17', [-0.1222343, -0.2489511, 1.0]], ['2, k, 18', [-0.1109962, -0.567544, 1.0]], ['2, k, 19', [-0.1125179, -0.636043, 1.0]], ['2, k, 20', [-0.1913488, 0.5342844, 1.0]], ['2, k, 21', [-0.3527459, -0.04917865, 1.0]], ['2, k, 22', [-0.3843527, 0.007091034, 1.0]], ['2, k, 23', [0.2324947, -0.02378307, 1.0]], ['2, k, 24', [0.2409611, 0.04014052, 1.0]]]
[['2, k, 0', [-0.1757307, 0.06680233, 1.0]], ['2, k, 1', [-0.1845751, 0.3364793, 1.0]], ['2, k, 2', [-0.1910842, 0.5982949, 1.0]], ['2, k, 3', [-0.1755286, 0.7329917, 1.0]], ['2, k, 4', [-0.3447487, 0.4774624, 1.0]], ['2, k, 5', [-0.3809571, 0.2527735, 1.0]], ['2, k, 6', [-0.3687321, 0.06903353, 1.0]], ['2, k, 7', [-0.355394, 0.02472425, 1.0]], ['2, k, 8', [-0.008297207, 0.4834177, 1.0]], ['2, k, 9', [0.08279765, 0.2537433, 1.0]], ['2, k, 10', [0.1691634, 0.08837222, 1.0]], ['2, k, 11', [0.1836383, 0.01765342, 1.0]], ['2, k, 12', [-0.2360172, 0.06599884, 1.0]], ['2, k, 13', [-0.2261963, -0.2464945, 1.0]], ['2, k, 14', [-0.2178526, -0.5543569, 1.0]], ['2, k, 15', [-0.2070149, -0.6273838, 1.0]], ['2, k, 16', [-0.1113837, 0.06577798, 1.0]], ['2, k, 17', [-0.1203782, -0.2499261, 1.0]], ['2, k, 18', [-0.1117692, -0.5678919, 1.0]], ['2, k, 19', [-0.1127537, -0.6357521, 1.0]], ['2, k, 20', [-0.1898018, 0.5337551, 1.0]], ['2, k, 21', [-0.3517456, -0.04796129, 1.0]], ['2, k, 22', [-0.3865709, 0.01391682, 1.0]], ['2, k, 23', [0.1899205, -0.04170565, 1.0]], ['2, k, 24', [0.2032013, 0.01440975, 1.0]]]
[['2, k, 0', [-0.1753172, 0.0658531, 1.0]], ['2, k, 1', [-0.1833624, 0.3361153, 1.0]], ['2, k, 2', [-0.1885409, 0.5989367, 1.0]], ['2, k, 3', [-0.1685049, 0.7326482, 1.0]], ['2, k, 4', [-0.3393708, 0.4781773, 1.0]], ['2, k, 5', [-0.3807269, 0.253057, 1.0]], ['2, k, 6', [-0.3685451, 0.06921815, 1.0]], ['2, k, 7', [-0.3541269, 0.02769573, 1.0]], ['2, k, 8', [-0.006339215, 0.4763793, 1.0]], ['2, k, 9', [0.06802938, 0.241946, 1.0]], ['2, k, 10', [0.1382998, 0.06905671, 1.0]], ['2, k, 11', [0.1512578, -0.002748318, 1.0]], ['2, k, 12', [-0.2356776, 0.06522597, 1.0]], ['2, k, 13', [-0.2253527, -0.2472927, 1.0]], ['2, k, 14', [-0.2181528, -0.5546206, 1.0]], ['2, k, 15', [-0.2081203, -0.6279414, 1.0]], ['2, k, 16', [-0.1108962, 0.06469313, 1.0]], ['2, k, 17', [-0.1208351, -0.2508748, 1.0]], ['2, k, 18', [-0.1121062, -0.568251, 1.0]], ['2, k, 19', [-0.1142094, -0.6356801, 1.0]], ['2, k, 20', [-0.1875883, 0.5340994, 1.0]], ['2, k, 21', [-0.3598147, -0.03297338, 1.0]], ['2, k, 22', [-0.3855096, 0.0007214314, 1.0]], ['2, k, 23', [0.1513046, -0.06380782, 1.0]], ['2, k, 24', [0.1597687, 0.0006188611, 1.0]]]
[['2, k, 0', [-0.1751919, 0.06543853, 1.0]], ['2, k, 1', [-0.1821437, 0.335499, 1.0]], ['2, k, 2', [-0.1859006, 0.5983632, 1.0]], ['2, k, 3', [-0.1663626, 0.732372, 1.0]], ['2, k, 4', [-0.3354742, 0.4825512, 1.0]], ['2, k, 5', [-0.3801114, 0.2534033, 1.0]], ['2, k, 6', [-0.3679585, 0.06824469, 1.0]], ['2, k, 7', [-0.3543034, 0.02756154, 1.0]], ['2, k, 8', [-0.007160494, 0.4756241, 1.0]], ['2, k, 9', [0.0580962, 0.238637, 1.0]], ['2, k, 10', [0.117518, 0.06166178, 1.0]], ['2, k, 11', [0.1138884, -0.015645, 1.0]], ['2, k, 12', [-0.2355762, 0.06507173, 1.0]], ['2, k, 13', [-0.2248444, -0.2474397, 1.0]], ['2, k, 14', [-0.217863, -0.555098, 1.0]], ['2, k, 15', [-0.2074713, -0.6279741, 1.0]], ['2, k, 16', [-0.1107735, 0.06394545, 1.0]], ['2, k, 17', [-0.1199713, -0.2516538, 1.0]], ['2, k, 18', [-0.1115194, -0.5669672, 1.0]], ['2, k, 19', [-0.1137993, -0.6343769, 1.0]], ['2, k, 20', [-0.1852764, 0.533524, 1.0]], ['2, k, 21', [-0.356373, -0.04576758, 1.0]], ['2, k, 22', [-0.3873132, 0.03096784, 1.0]], ['2, k, 23', [0.1069197, -0.07314519, 1.0]], ['2, k, 24', [0.1379115, -0.01816637, 1.0]]]
[['2, k, 0', [-0.1747016, 0.064482, 1.0]], ['2, k, 1', [-0.1808559, 0.3348981, 1.0]], ['2, k, 2', [-0.1838753, 0.5981969, 1.0]], ['2, k, 3', [-0.1624303, 0.7317182, 1.0]], ['2, k, 4', [-0.3324029, 0.4835085, 1.0]], ['2, k, 5', [-0.3792994, 0.2538285, 1.0]], ['2, k, 6', [-0.3677215, 0.06776299, 1.0]], ['2, k, 7', [-0.3536149, 0.02582624, 1.0]], ['2, k, 8', [-0.007322788, 0.4746808, 1.0]], ['2, k, 9', [0.04639814, 0.2345067, 1.0]], ['2, k, 10', [0.08879802, 0.05272355, 1.0]], ['2, k, 11', [0.08775876, -0.01570192, 1.0]], ['2, k, 12', [-0.235132, 0.06452878, 1.0]], ['2, k, 13', [-0.2248343, -0.2480598, 1.0]], ['2, k, 14', [-0.2188672, -0.5549791, 1.0]], ['2, k, 15', [-0.210302, -0.6282589, 1.0]], ['2, k, 16', [-0.1102646, 0.06255607, 1.0]], ['2, k, 17', [-0.1209484, -0.25296, 1.0]], ['2, k, 18', [-0.1111694, -0.5697151, 1.0]], ['2, k, 19', [-0.1206784, -0.6392385, 1.0]], ['2, k, 20', [-0.1834082, 0.5332555, 1.0]], ['2, k, 21', [-0.3566982, -0.04183956, 1.0]], ['2, k, 22', [-0.3810099, 0.01232495, 1.0]], ['2, k, 23', [0.08904435, -0.08185425, 1.0]], ['2, k, 24', [0.1090779, -0.006408055, 1.0]]]
[['2, k, 0', [-0.1689374, 0.06357389, 1.0]], ['2, k, 1', [-0.1753132, 0.333344, 1.0]], ['2, k, 2', [-0.1794308, 0.5960927, 1.0]], ['2, k, 3', [-0.1529719, 0.7313828, 1.0]], ['2, k, 4', [-0.3257516, 0.4858841, 1.0]], ['2, k, 5', [-0.3755217, 0.2552074, 1.0]], ['2, k, 6', [-0.3667144, 0.0673139, 1.0]], ['2, k, 7', [-0.3524113, 0.02462264, 1.0]], ['2, k, 8', [-0.005131336, 0.4735514, 1.0]], ['2, k, 9', [0.03559344, 0.2372995, 1.0]], ['2, k, 10', [0.05130696, 0.05052615, 1.0]], ['2, k, 11', [0.03852196, -0.009272338, 1.0]], ['2, k, 12', [-0.2290194, 0.06329942, 1.0]], ['2, k, 13', [-0.2257792, -0.2497438, 1.0]], ['2, k, 14', [-0.2196074, -0.5551013, 1.0]], ['2, k, 15', [-0.2139755, -0.6274594, 1.0]], ['2, k, 16', [-0.1047836, 0.06213763, 1.0]], ['2, k, 17', [-0.1182408, -0.2539757, 1.0]], ['2, k, 18', [-0.1078435, -0.5276601, 1.0]], ['2, k, 19', [-0.08969362, -0.5750254, 1.0]], ['2, k, 20', [-0.178662, 0.5313479, 1.0]], ['2, k, 21', [-0.3483153, -0.04101045, 1.0]], ['2, k, 22', [-0.3831065, 0.02321061, 1.0]], ['2, k, 23', [0.03044279, -0.08113245, 1.0]], ['2, k, 24', [0.05649308, -0.0194037, 1.0]]]
[['2, k, 0', [-0.1674776, 0.06330539, 1.0]], ['2, k, 1', [-0.1741893, 0.3334184, 1.0]], ['2, k, 2', [-0.1787571, 0.5963923, 1.0]], ['2, k, 3', [-0.1506957, 0.7313149, 1.0]], ['2, k, 4', [-0.3243235, 0.4871325, 1.0]], ['2, k, 5', [-0.3742202, 0.2564957, 1.0]], ['2, k, 6', [-0.3656302, 0.0721128, 1.0]], ['2, k, 7', [-0.3523864, 0.0264826, 1.0]], ['2, k, 8', [-0.003976253, 0.4726669, 1.0]], ['2, k, 9', [0.03511718, 0.2376798, 1.0]], ['2, k, 10', [0.04728996, 0.02798198, 1.0]], ['2, k, 11', [0.03381361, -0.02266095, 1.0]], ['2, k, 12', [-0.2276832, 0.06318291, 1.0]], ['2, k, 13', [-0.2265459, -0.2498483, 1.0]], ['2, k, 14', [-0.2188942, -0.555119, 1.0]], ['2, k, 15', [-0.2126906, -0.6265988, 1.0]], ['2, k, 16', [-0.1031409, 0.06170987, 1.0]], ['2, k, 17', [-0.1195172, -0.2546925, 1.0]], ['2, k, 18', [-0.1084805, -0.5714877, 1.0]], ['2, k, 19', [-0.1131611, -0.6402944, 1.0]], ['2, k, 20', [-0.1778738, 0.5316103, 1.0]], ['2, k, 21', [-0.3537093, -0.04178122, 1.0]], ['2, k, 22', [-0.3845558, -0.004870119, 1.0]], ['2, k, 23', [0.02259623, -0.08883651, 1.0]], ['2, k, 24', [0.05298892, -0.03931431, 1.0]]]
[['2, k, 0', [-0.1668888, 0.06305443, 1.0]], ['2, k, 1', [-0.173315, 0.3333851, 1.0]], ['2, k, 2', [-0.1776502, 0.5966532, 1.0]], ['2, k, 3', [-0.1492128, 0.730969, 1.0]], ['2, k, 4', [-0.3228891, 0.4873865, 1.0]], ['2, k, 5', [-0.3728041, 0.2570572, 1.0]], ['2, k, 6', [-0.3655754, 0.07253583, 1.0]], ['2, k, 7', [-0.3527668, 0.02652746, 1.0]], ['2, k, 8', [-0.003621576, 0.4723231, 1.0]], ['2, k, 9', [0.03433587, 0.2375815, 1.0]], ['2, k, 10', [0.0443993, 0.0251908, 1.0]], ['2, k, 11', [0.03323327, -0.02294212, 1.0]], ['2, k, 12', [-0.2271164, 0.06294782, 1.0]], ['2, k, 13', [-0.2274628, -0.2499278, 1.0]], ['2, k, 14', [-0.2181971, -0.5572063, 1.0]], ['2, k, 15', [-0.2134118, -0.6285239, 1.0]], ['2, k, 16', [-0.1025842, 0.06148296, 1.0]], ['2, k, 17', [-0.1178075, -0.255087, 1.0]], ['2, k, 18', [-0.1065148, -0.5288841, 1.0]], ['2, k, 19', [-0.08753221, -0.5762856, 1.0]], ['2, k, 20', [-0.1768087, 0.5317975, 1.0]], ['2, k, 21', [-0.3508153, -0.04048099, 1.0]], ['2, k, 22', [-0.3836241, -0.001131128, 1.0]], ['2, k, 23', [0.02256227, -0.08867598, 1.0]], ['2, k, 24', [0.01370554, -0.05173245, 1.0]]]
[['2, k, 0', [-0.1655995, 0.06280907, 1.0]], ['2, k, 1', [-0.1721978, 0.333301, 1.0]], ['2, k, 2', [-0.1769833, 0.5967, 1.0]], ['2, k, 3', [-0.1484673, 0.731071, 1.0]], ['2, k, 4', [-0.3222721, 0.4877194, 1.0]], ['2, k, 5', [-0.3721364, 0.2576986, 1.0]], ['2, k, 6', [-0.3644336, 0.07341665, 1.0]], ['2, k, 7', [-0.3517389, 0.02724767, 1.0]], ['2, k, 8', [-0.002644011, 0.4722013, 1.0]], ['2, k, 9', [0.0339381, 0.2376721, 1.0]], ['2, k, 10', [0.04528796, 0.02302561, 1.0]], ['2, k, 11', [0.03454234, -0.02332481, 1.0]], ['2, k, 12', [-0.2257327, 0.06271243, 1.0]], ['2, k, 13', [-0.2278232, -0.2501705, 1.0]], ['2, k, 14', [-0.2156589, -0.5552141, 1.0]], ['2, k, 15', [-0.2138908, -0.6274015, 1.0]], ['2, k, 16', [-0.1014526, 0.06126916, 1.0]], ['2, k, 17', [-0.1178498, -0.255463, 1.0]], ['2, k, 18', [-0.10878, -0.5727458, 1.0]], ['2, k, 19', [-0.1139585, -0.6417528, 1.0]], ['2, k, 20', [-0.1760181, 0.5318249, 1.0]], ['2, k, 21', [-0.3497628, -0.03987056, 1.0]], ['2, k, 22', [-0.383428, 0.004599762, 1.0]], ['2, k, 23', [0.02253413, -0.08860666, 1.0]], ['2, k, 24', [0.0135304, -0.01735629, 1.0]]]
[['2, k, 0', [-0.1654893, 0.06277355, 1.0]], ['2, k, 1', [-0.1713385, 0.3332471, 1.0]], ['2, k, 2', [-0.1748528, 0.5966691, 1.0]], ['2, k, 3', [-0.1475521, 0.7312386, 1.0]], ['2, k, 4', [-0.3215893, 0.4876346, 1.0]], ['2, k, 5', [-0.37076, 0.2581616, 1.0]], ['2, k, 6', [-0.3642198, 0.07372309, 1.0]], ['2, k, 7', [-0.3518797, 0.03116291, 1.0]], ['2, k, 8', [-0.002302092, 0.4723603, 1.0]], ['2, k, 9', [0.03373625, 0.2372918, 1.0]], ['2, k, 10', [0.04707774, 0.02120033, 1.0]], ['2, k, 11', [0.04480839, -0.02210246, 1.0]], ['2, k, 12', [-0.2255925, 0.06273568, 1.0]], ['2, k, 13', [-0.2277133, -0.250117, 1.0]], ['2, k, 14', [-0.2143595, -0.5542479, 1.0]], ['2, k, 15', [-0.2142459, -0.6262051, 1.0]], ['2, k, 16', [-0.101367, 0.06119939, 1.0]], ['2, k, 17', [-0.1189747, -0.2553253, 1.0]], ['2, k, 18', [-0.1084619, -0.5716702, 1.0]], ['2, k, 19', [-0.1132811, -0.6417362, 1.0]], ['2, k, 20', [-0.1742325, 0.5317923, 1.0]], ['2, k, 21', [-0.3450999, -0.04164697, 1.0]], ['2, k, 22', [-0.3813137, 0.02454828, 1.0]], ['2, k, 23', [0.03034554, -0.09649028, 1.0]], ['2, k, 24', [0.01347648, -0.02482229, 1.0]]]
[['2, k, 0', [-0.1643567, 0.06246751, 1.0]], ['2, k, 1', [-0.1707483, 0.3330446, 1.0]], ['2, k, 2', [-0.1747693, 0.5965848, 1.0]], ['2, k, 3', [-0.1470399, 0.7312705, 1.0]], ['2, k, 4', [-0.3207284, 0.4873006, 1.0]], ['2, k, 5', [-0.3702929, 0.2582439, 1.0]], ['2, k, 6', [-0.3586592, 0.07370976, 1.0]], ['2, k, 7', [-0.347783, 0.02993886, 1.0]], ['2, k, 8', [-0.001408849, 0.4722162, 1.0]], ['2, k, 9', [0.03389713, 0.2352468, 1.0]], ['2, k, 10', [0.04800748, 0.02028534, 1.0]], ['2, k, 11', [0.05134897, -0.02205086, 1.0]], ['2, k, 12', [-0.2243977, 0.06233516, 1.0]], ['2, k, 13', [-0.2276286, -0.2504041, 1.0]], ['2, k, 14', [-0.2146638, -0.5548953, 1.0]], ['2, k, 15', [-0.2130172, -0.6263949, 1.0]], ['2, k, 16', [-0.1003693, 0.06101552, 1.0]], ['2, k, 17', [-0.11911, -0.2551332, 1.0]], ['2, k, 18', [-0.107177, -0.5705118, 1.0]], ['2, k, 19', [-0.1138606, -0.6406358, 1.0]], ['2, k, 20', [-0.1740582, 0.5316851, 1.0]], ['2, k, 21', [-0.3452269, -0.04166685, 1.0]], ['2, k, 22', [-0.3760558, 0.02875172, 1.0]], ['2, k, 23', [0.03823004, -0.09669669, 1.0]], ['2, k, 24', [0.01654108, -0.03248453, 1.0]]]
[['2, k, 0', [-0.1640476, 0.06233476, 1.0]], ['2, k, 1', [-0.1705205, 0.3330301, 1.0]], ['2, k, 2', [-0.1747175, 0.5966251, 1.0]], ['2, k, 3', [-0.1465406, 0.7308787, 1.0]], ['2, k, 4', [-0.3201159, 0.4867683, 1.0]], ['2, k, 5', [-0.3694513, 0.2574364, 1.0]], ['2, k, 6', [-0.3585667, 0.07174411, 1.0]], ['2, k, 7', [-0.3473036, 0.03200639, 1.0]], ['2, k, 8', [-0.001315325, 0.4723095, 1.0]], ['2, k, 9', [0.03425597, 0.2349702, 1.0]], ['2, k, 10', [0.05241366, 0.01769854, 1.0]], ['2, k, 11', [0.06302191, -0.02589679, 1.0]], ['2, k, 12', [-0.2240833, 0.0621943, 1.0]], ['2, k, 13', [-0.2219708, -0.250704, 1.0]], ['2, k, 14', [-0.2147694, -0.5556852, 1.0]], ['2, k, 15', [-0.2127264, -0.6272026, 1.0]], ['2, k, 16', [-0.1000877, 0.0609072, 1.0]], ['2, k, 17', [-0.1196306, -0.2551302, 1.0]], ['2, k, 18', [-0.108707, -0.5712438, 1.0]], ['2, k, 19', [-0.1134725, -0.6393029, 1.0]], ['2, k, 20', [-0.1739653, 0.5317213, 1.0]], ['2, k, 21', [-0.343062, -0.04092711, 1.0]], ['2, k, 22', [-0.3784214, 0.03139329, 1.0]], ['2, k, 23', [0.05331007, -0.08938288, 1.0]], ['2, k, 24', [0.0326799, -0.03732621, 1.0]]]
[['2, k, 0', [-0.1643419, 0.0621663, 1.0]], ['2, k, 1', [-0.1702904, 0.3328474, 1.0]], ['2, k, 2', [-0.1741335, 0.5963771, 1.0]], ['2, k, 3', [-0.1464823, 0.7309233, 1.0]], ['2, k, 4', [-0.3199137, 0.4866088, 1.0]], ['2, k, 5', [-0.3686016, 0.2569399, 1.0]], ['2, k, 6', [-0.3578469, 0.06993147, 1.0]], ['2, k, 7', [-0.3461435, 0.02905806, 1.0]], ['2, k, 8', [-0.001206858, 0.4723727, 1.0]], ['2, k, 9', [0.03536103, 0.2337022, 1.0]], ['2, k, 10', [0.07252641, 0.04997221, 1.0]], ['2, k, 11', [0.07844071, -0.007703985, 1.0]], ['2, k, 12', [-0.2244268, 0.06221947, 1.0]], ['2, k, 13', [-0.2229426, -0.2504662, 1.0]], ['2, k, 14', [-0.2151429, -0.5589964, 1.0]], ['2, k, 15', [-0.2140512, -0.6322365, 1.0]], ['2, k, 16', [-0.1003537, 0.06052547, 1.0]], ['2, k, 17', [-0.1194009, -0.2551699, 1.0]], ['2, k, 18', [-0.1107485, -0.5733712, 1.0]], ['2, k, 19', [-0.1122127, -0.6408099, 1.0]], ['2, k, 20', [-0.1734601, 0.5314949, 1.0]], ['2, k, 21', [-0.3396465, -0.04087484, 1.0]], ['2, k, 22', [-0.374644, -0.000338527, 1.0]], ['2, k, 23', [0.07455271, -0.07249653, 1.0]], ['2, k, 24', [0.06172135, -0.01981791, 1.0]]]
[['2, k, 0', [-0.1646129, 0.06231817, 1.0]], ['2, k, 1', [-0.170308, 0.3328899, 1.0]], ['2, k, 2', [-0.1741241, 0.5963944, 1.0]], ['2, k, 3', [-0.1466469, 0.7309909, 1.0]], ['2, k, 4', [-0.3199591, 0.4867737, 1.0]], ['2, k, 5', [-0.3683054, 0.2578407, 1.0]], ['2, k, 6', [-0.3576624, 0.06903929, 1.0]], ['2, k, 7', [-0.3441066, 0.02841368, 1.0]], ['2, k, 8', [-0.001190643, 0.4724426, 1.0]], ['2, k, 9', [0.03725346, 0.2334773, 1.0]], ['2, k, 10', [0.08101765, 0.05119634, 1.0]], ['2, k, 11', [0.09444212, -0.00735592, 1.0]], ['2, k, 12', [-0.2247241, 0.06242938, 1.0]], ['2, k, 13', [-0.2232155, -0.250244, 1.0]], ['2, k, 14', [-0.2152558, -0.5589743, 1.0]], ['2, k, 15', [-0.2137463, -0.6318885, 1.0]], ['2, k, 16', [-0.1006157, 0.06062655, 1.0]], ['2, k, 17', [-0.1190621, -0.2549402, 1.0]], ['2, k, 18', [-0.1095011, -0.5699489, 1.0]], ['2, k, 19', [-0.1170635, -0.6386373, 1.0]], ['2, k, 20', [-0.1734544, 0.5315084, 1.0]], ['2, k, 21', [-0.3404613, -0.04097255, 1.0]], ['2, k, 22', [-0.3705905, -0.002227329, 1.0]], ['2, k, 23', [0.09050643, -0.07472575, 1.0]], ['2, k, 24', [0.08235929, -0.06470247, 1.0]]]
[['2, k, 0', [-0.1649674, 0.06223811, 1.0]], ['2, k, 1', [-0.1704858, 0.3329288, 1.0]], ['2, k, 2', [-0.1743661, 0.5965176, 1.0]], ['2, k, 3', [-0.1468536, 0.7309417, 1.0]], ['2, k, 4', [-0.319981, 0.486752, 1.0]], ['2, k, 5', [-0.3680959, 0.2577377, 1.0]], ['2, k, 6', [-0.3575253, 0.06708075, 1.0]], ['2, k, 7', [-0.3442407, 0.02696285, 1.0]], ['2, k, 8', [-0.001448871, 0.4726894, 1.0]], ['2, k, 9', [0.04496644, 0.2380113, 1.0]], ['2, k, 10', [0.09915236, 0.05873008, 1.0]], ['2, k, 11', [0.119145, -0.006620666, 1.0]], ['2, k, 12', [-0.2251399, 0.06235168, 1.0]], ['2, k, 13', [-0.2232485, -0.2501375, 1.0]], ['2, k, 14', [-0.2155329, -0.5596617, 1.0]], ['2, k, 15', [-0.2124847, -0.6320527, 1.0]], ['2, k, 16', [-0.100906, 0.06056465, 1.0]], ['2, k, 17', [-0.1191239, -0.2547226, 1.0]], ['2, k, 18', [-0.1096344, -0.5699167, 1.0]], ['2, k, 19', [-0.1159895, -0.6389792, 1.0]], ['2, k, 20', [-0.1736377, 0.531597, 1.0]], ['2, k, 21', [-0.3362916, -0.04790698, 1.0]], ['2, k, 22', [-0.373982, 0.01796286, 1.0]], ['2, k, 23', [0.1168935, -0.07360587, 1.0]], ['2, k, 24', [0.104028, -0.02542458, 1.0]]]
[['2, k, 0', [-0.1653669, 0.06231034, 1.0]], ['2, k, 1', [-0.1705736, 0.33303, 1.0]], ['2, k, 2', [-0.1744307, 0.5967714, 1.0]], ['2, k, 3', [-0.1487158, 0.7309548, 1.0]], ['2, k, 4', [-0.3199782, 0.4866549, 1.0]], ['2, k, 5', [-0.3680117, 0.2577714, 1.0]], ['2, k, 6', [-0.3575678, 0.06663471, 1.0]], ['2, k, 7', [-0.3436275, 0.02656007, 1.0]], ['2, k, 8', [-0.00168284, 0.4734283, 1.0]], ['2, k, 9', [0.09623324, 0.2448114, 1.0]], ['2, k, 10', [0.1769583, 0.07637382, 1.0]], ['2, k, 11', [0.1859827, 0.02008526, 1.0]], ['2, k, 12', [-0.2256011, 0.06237582, 1.0]], ['2, k, 13', [-0.2262351, -0.25044, 1.0]], ['2, k, 14', [-0.2142995, -0.5236706, 1.0]], ['2, k, 15', [-0.1937869, -0.5709888, 1.0]], ['2, k, 16', [-0.1012479, 0.06070207, 1.0]], ['2, k, 17', [-0.1192414, -0.2543699, 1.0]], ['2, k, 18', [-0.1118092, -0.5694236, 1.0]], ['2, k, 19', [-0.1149789, -0.6397401, 1.0]], ['2, k, 20', [-0.173695, 0.5317807, 1.0]], ['2, k, 21', [-0.3365355, -0.0479417, 1.0]], ['2, k, 22', [-0.3730612, 0.02028905, 1.0]], ['2, k, 23', [0.1947496, -0.03425247, 1.0]], ['2, k, 24', [0.1742396, 0.00864845, 1.0]]]
[['2, k, 0', [-0.1665812, 0.06243623, 1.0]], ['2, k, 1', [-0.1711208, 0.3332543, 1.0]], ['2, k, 2', [-0.1747629, 0.5971107, 1.0]], ['2, k, 3', [-0.1503747, 0.7309644, 1.0]], ['2, k, 4', [-0.3277639, 0.4835567, 1.0]], ['2, k, 5', [-0.3679865, 0.2577345, 1.0]], ['2, k, 6', [-0.3575112, 0.0664826, 1.0]], ['2, k, 7', [-0.3441384, 0.02743249, 1.0]], ['2, k, 8', [-0.0017484, 0.4744261, 1.0]], ['2, k, 9', [0.103086, 0.2526035, 1.0]], ['2, k, 10', [0.2014629, 0.0943948, 1.0]], ['2, k, 11', [0.2302931, 0.04867816, 1.0]], ['2, k, 12', [-0.2270159, 0.06252372, 1.0]], ['2, k, 13', [-0.227441, -0.250097, 1.0]], ['2, k, 14', [-0.211871, -0.5227247, 1.0]], ['2, k, 15', [-0.1933314, -0.5700718, 1.0]], ['2, k, 16', [-0.1023212, 0.0608277, 1.0]], ['2, k, 17', [-0.1190309, -0.2540597, 1.0]], ['2, k, 18', [-0.1108973, -0.568948, 1.0]], ['2, k, 19', [-0.1137697, -0.638902, 1.0]], ['2, k, 20', [-0.1740473, 0.5320809, 1.0]], ['2, k, 21', [-0.3361707, -0.04788688, 1.0]], ['2, k, 22', [-0.3679186, 0.007024878, 1.0]], ['2, k, 23', [0.2390197, -0.02380941, 1.0]], ['2, k, 24', [0.2233701, 0.03306904, 1.0]]]
