[['2, k, 0', [0.0491049, -0.435843, 1.0]], ['2, k, 1', [0.0511594, -0.144177, 1.0]], ['2, k, 2', [0.0529768, 0.142721, 1.0]], ['2, k, 3', [0.0578019, 0.285855, 1.0]], ['2, k, 4', [-0.0840798, 0.0763291, 1.0]], ['2, k, 5', [-0.167331, 0.196856, 1.0]], ['2, k, 6', [-0.215691, 0.387128, 1.0]], ['2, k, 7', [-0.251008, 0.570262, 1.0]], ['2, k, 8', [0.203236, 0.0819641, 1.0]], ['2, k, 9', [0.167533, -0.0984584, 1.0]], ['2, k, 10', [0.160607, -0.31006, 1.0]], ['2, k, 11', [0.145463, -0.382862, 1.0]], ['2, k, 12', [-0.0166833, -0.432653, 1.0]], ['2, k, 13', [-0.0560087, -0.851674, 1.0]], ['2, k, 14', [-0.0308991, -0.701198, 1.0]], ['2, k, 15', [-0.0343118, -0.805012, 1.0]], ['2, k, 16', [0.113872, -0.430039, 1.0]], ['2, k, 17', [0.141222, -0.849954, 1.0]], ['2, k, 18', [0.165104, -0.775415, 1.0]], ['2, k, 19', [0.170106, -0.874327, 1.0]], ['2, k, 20', [0.0525642, 0.0716463, 1.0]], ['2, k, 21', [-0.26876, 0.614995, 1.0]], ['2, k, 22', [-0.290928, 0.568879, 1.0]], ['2, k, 23', [0.153324, -0.450156, 1.0]], ['2, k, 24', [0.0939887, -0.379144, 1.0]]]
[['2, k, 0', [0.0270038, -0.440243, 1.0]], ['2, k, 1', [0.0385781, -0.152467, 1.0]], ['2, k, 2', [0.0484824, 0.134584, 1.0]], ['2, k, 3', [0.0568683, 0.285996, 1.0]], ['2, k, 4', [-0.0780189, 0.0790192, 1.0]], ['2, k, 5', [-0.193617, 0.047478, 1.0]], ['2, k, 6', [-0.231516, 0.0275371, 1.0]], ['2, k, 7', [-0.321693, -0.00105985, 1.0]], ['2, k, 8', [0.189252, 0.0455045, 1.0]], ['2, k, 9', [0.273302, -0.006532, 1.0]], ['2, k, 10', [0.283261, -0.0563352, 1.0]], ['2, k, 11', [0.292421, -0.0581339, 1.0]], ['2, k, 12', [-0.038594, -0.437223, 1.0]], ['2, k, 13', [-0.0543599, -0.909737, 1.0]], ['2, k, 14', [-0.0609403, -1.23553, 1.0]], ['2, k, 15', [-0.0373431, -1.27456, 1.0]], ['2, k, 16', [0.0921966, -0.430838, 1.0]], ['2, k, 17', [0.141718, -0.910051, 1.0]], ['2, k, 18', [0.16427, -1.24086, 1.0]], ['2, k, 19', [0.183578, -1.27502, 1.0]], ['2, k, 20', [0.0459063, 0.0633133, 1.0]], ['2, k, 21', [-0.355006, 0.00467488, 1.0]], ['2, k, 22', [-0.271825, -0.0140396, 1.0]], ['2, k, 23', [0.295004, -0.0746849, 1.0]], ['2, k, 24', [0.247204, -0.0696735, 1.0]]]
[['2, k, 0', [0.0337996, -0.451006, 1.0]], ['2, k, 1', [0.0409154, -0.153901, 1.0]], ['2, k, 2', [0.0495869, 0.137143, 1.0]], ['2, k, 3', [0.0601468, 0.259347, 1.0]], ['2, k, 4', [-0.078783, 0.140817, 1.0]], ['2, k, 5', [-0.198648, 0.0621862, 1.0]], ['2, k, 6', [-0.266848, 0.0642503, 1.0]], ['2, k, 7', [-0.323958, 0.0908454, 1.0]], ['2, k, 8', [0.189532, 0.0489342, 1.0]], ['2, k, 9', [0.27321, -0.00669329, 1.0]], ['2, k, 10', [0.283707, -0.0567843, 1.0]], ['2, k, 11', [0.294741, 0.028063, 1.0]], ['2, k, 12', [-0.0253712, -0.455538, 1.0]], ['2, k, 13', [-0.0701989, -0.955134, 1.0]], ['2, k, 14', [-0.0585908, -1.23801, 1.0]], ['2, k, 15', [-0.0426562, -1.27731, 1.0]], ['2, k, 16', [0.0972137, -0.444773, 1.0]], ['2, k, 17', [0.146081, -0.920733, 1.0]], ['2, k, 18', [0.165185, -1.24043, 1.0]], ['2, k, 19', [0.166748, -1.27135, 1.0]], ['2, k, 20', [0.0474027, 0.0648513, 1.0]], ['2, k, 21', [-0.359051, 0.111749, 1.0]], ['2, k, 22', [-0.304773, 0.103731, 1.0]], ['2, k, 23', [0.32074, 0.0205438, 1.0]], ['2, k, 24', [0.267515, 0.0149106, 1.0]]]
[['2, k, 0', [0.0330701, -0.455595, 1.0]], ['2, k, 1', [0.0402465, -0.157559, 1.0]], ['2, k, 2', [0.0483031, 0.133554, 1.0]], ['2, k, 3', [0.0631885, 0.294948, 1.0]], ['2, k, 4', [-0.0659536, 0.0677529, 1.0]], ['2, k, 5', [-0.198043, 0.0913194, 1.0]], ['2, k, 6', [-0.285127, 0.152974, 1.0]], ['2, k, 7', [-0.321662, 0.180237, 1.0]], ['2, k, 8', [0.18461, 0.0559936, 1.0]], ['2, k, 9', [0.278214, 0.0197635, 1.0]], ['2, k, 10', [0.281836, 0.0599672, 1.0]], ['2, k, 11', [0.300298, 0.106101, 1.0]], ['2, k, 12', [-0.0290692, -0.455243, 1.0]], ['2, k, 13', [-0.0594262, -0.92322, 1.0]], ['2, k, 14', [-0.065608, -1.24067, 1.0]], ['2, k, 15', [-0.0488143, -1.27773, 1.0]], ['2, k, 16', [0.0992773, -0.455291, 1.0]], ['2, k, 17', [0.14006, -0.917118, 1.0]], ['2, k, 18', [0.164318, -1.24083, 1.0]], ['2, k, 19', [0.140924, -1.27929, 1.0]], ['2, k, 20', [0.0463385, 0.0614732, 1.0]], ['2, k, 21', [-0.375319, 0.199131, 1.0]], ['2, k, 22', [-0.282888, 0.191324, 1.0]], ['2, k, 23', [0.360698, 0.0870271, 1.0]], ['2, k, 24', [0.272605, 0.124171, 1.0]]]
[['2, k, 0', [0.0336059, -0.460044, 1.0]], ['2, k, 1', [0.0418423, -0.163671, 1.0]], ['2, k, 2', [0.0505311, 0.126404, 1.0]], ['2, k, 3', [0.0510642, 0.246632, 1.0]], ['2, k, 4', [-0.0654826, 0.066311, 1.0]], ['2, k, 5', [-0.192879, 0.115511, 1.0]], ['2, k, 6', [-0.277965, 0.214116, 1.0]], ['2, k, 7', [-0.305823, 0.263811, 1.0]], ['2, k, 8', [0.182859, 0.0571295, 1.0]], ['2, k, 9', [0.279625, 0.0222347, 1.0]], ['2, k, 10', [0.289104, 0.136356, 1.0]], ['2, k, 11', [0.308498, 0.180999, 1.0]], ['2, k, 12', [-0.0305846, -0.456996, 1.0]], ['2, k, 13', [-0.0573531, -0.917987, 1.0]], ['2, k, 14', [-0.065191, -1.23798, 1.0]], ['2, k, 15', [-0.0477647, -1.27752, 1.0]], ['2, k, 16', [0.100231, -0.458058, 1.0]], ['2, k, 17', [0.138827, -0.909889, 1.0]], ['2, k, 18', [0.164179, -1.24041, 1.0]], ['2, k, 19', [0.168292, -1.27593, 1.0]], ['2, k, 20', [0.0483819, 0.0546641, 1.0]], ['2, k, 21', [-0.342229, 0.299479, 1.0]], ['2, k, 22', [-0.263637, 0.277175, 1.0]], ['2, k, 23', [0.35143, 0.2033, 1.0]], ['2, k, 24', [0.288464, 0.202583, 1.0]]]
[['2, k, 0', [0.0344198, -0.458265, 1.0]], ['2, k, 1', [0.0424307, -0.161831, 1.0]], ['2, k, 2', [0.0509972, 0.129532, 1.0]], ['2, k, 3', [0.0652791, 0.269519, 1.0]], ['2, k, 4', [-0.0667274, 0.0663213, 1.0]], ['2, k, 5', [-0.193845, 0.154494, 1.0]], ['2, k, 6', [-0.277897, 0.291435, 1.0]], ['2, k, 7', [-0.301062, 0.343055, 1.0]], ['2, k, 8', [0.184453, 0.0615842, 1.0]], ['2, k, 9', [0.280599, 0.132643, 1.0]], ['2, k, 10', [0.303775, 0.209804, 1.0]], ['2, k, 11', [0.321511, 0.251836, 1.0]], ['2, k, 12', [-0.0301677, -0.452467, 1.0]], ['2, k, 13', [-0.0543519, -0.912343, 1.0]], ['2, k, 14', [-0.060521, -1.24308, 1.0]], ['2, k, 15', [-0.0475132, -1.27614, 1.0]], ['2, k, 16', [0.10071, -0.456853, 1.0]], ['2, k, 17', [0.134691, -0.904963, 1.0]], ['2, k, 18', [0.157769, -1.22718, 1.0]], ['2, k, 19', [0.206355, -1.2682, 1.0]], ['2, k, 20', [0.0488765, 0.0573107, 1.0]], ['2, k, 21', [-0.338131, 0.380363, 1.0]], ['2, k, 22', [-0.261764, 0.362168, 1.0]], ['2, k, 23', [0.355875, 0.273453, 1.0]], ['2, k, 24', [0.288321, 0.278438, 1.0]]]
[['2, k, 0', [0.034087, -0.455539, 1.0]], ['2, k, 1', [0.0428752, -0.159832, 1.0]], ['2, k, 2', [0.0516852, 0.131126, 1.0]], ['2, k, 3', [0.0655118, 0.272879, 1.0]], ['2, k, 4', [-0.0665591, 0.0661886, 1.0]], ['2, k, 5', [-0.185232, 0.180734, 1.0]], ['2, k, 6', [-0.257694, 0.351916, 1.0]], ['2, k, 7', [-0.28714, 0.410192, 1.0]], ['2, k, 8', [0.184456, 0.0630452, 1.0]], ['2, k, 9', [0.27962, 0.140027, 1.0]], ['2, k, 10', [0.309946, 0.271577, 1.0]], ['2, k, 11', [0.331848, 0.317655, 1.0]], ['2, k, 12', [-0.0308492, -0.44751, 1.0]], ['2, k, 13', [-0.0531997, -0.910586, 1.0]], ['2, k, 14', [-0.0594907, -1.24438, 1.0]], ['2, k, 15', [-0.0325849, -1.27789, 1.0]], ['2, k, 16', [0.09983, -0.455057, 1.0]], ['2, k, 17', [0.132226, -0.901778, 1.0]], ['2, k, 18', [0.159507, -1.22471, 1.0]], ['2, k, 19', [0.177979, -1.2793, 1.0]], ['2, k, 20', [0.0495013, 0.0589449, 1.0]], ['2, k, 21', [-0.309388, 0.447968, 1.0]], ['2, k, 22', [-0.23355, 0.418708, 1.0]], ['2, k, 23', [0.367433, 0.343382, 1.0]], ['2, k, 24', [0.294609, 0.341977, 1.0]]]
[['2, k, 0', [0.0345464, -0.453964, 1.0]], ['2, k, 1', [0.0420097, -0.157052, 1.0]], ['2, k, 2', [0.0490539, 0.135761, 1.0]], ['2, k, 3', [0.0675801, 0.278821, 1.0]], ['2, k, 4', [-0.0669533, 0.0667684, 1.0]], ['2, k, 5', [-0.178751, 0.232676, 1.0]], ['2, k, 6', [-0.257908, 0.417624, 1.0]], ['2, k, 7', [-0.272308, 0.458834, 1.0]], ['2, k, 8', [0.184509, 0.0636965, 1.0]], ['2, k, 9', [0.286807, 0.157844, 1.0]], ['2, k, 10', [0.321207, 0.322117, 1.0]], ['2, k, 11', [0.337683, 0.375124, 1.0]], ['2, k, 12', [-0.0305058, -0.445068, 1.0]], ['2, k, 13', [-0.0535976, -0.910258, 1.0]], ['2, k, 14', [-0.0539227, -1.24417, 1.0]], ['2, k, 15', [-0.0351069, -1.27799, 1.0]], ['2, k, 16', [0.0999423, -0.454008, 1.0]], ['2, k, 17', [0.132527, -0.900113, 1.0]], ['2, k, 18', [0.161587, -1.23242, 1.0]], ['2, k, 19', [0.177066, -1.27856, 1.0]], ['2, k, 20', [0.0474137, 0.063022, 1.0]], ['2, k, 21', [-0.283359, 0.505815, 1.0]], ['2, k, 22', [-0.19894, 0.47225, 1.0]], ['2, k, 23', [0.352194, 0.408782, 1.0]], ['2, k, 24', [0.266587, 0.39986, 1.0]]]
[['2, k, 0', [0.0347136, -0.453746, 1.0]], ['2, k, 1', [0.042465, -0.155947, 1.0]], ['2, k, 2', [0.0498723, 0.137651, 1.0]], ['2, k, 3', [0.0671972, 0.279698, 1.0]], ['2, k, 4', [-0.0674088, 0.0678585, 1.0]], ['2, k, 5', [-0.183008, 0.24046, 1.0]], ['2, k, 6', [-0.247938, 0.442613, 1.0]], ['2, k, 7', [-0.265988, 0.510079, 1.0]], ['2, k, 8', [0.184468, 0.0643846, 1.0]], ['2, k, 9', [0.296729, 0.179977, 1.0]], ['2, k, 10', [0.336181, 0.368419, 1.0]], ['2, k, 11', [0.353034, 0.42656, 1.0]], ['2, k, 12', [-0.0305377, -0.445378, 1.0]], ['2, k, 13', [-0.0534604, -0.909339, 1.0]], ['2, k, 14', [-0.0567598, -1.24224, 1.0]], ['2, k, 15', [-0.0365572, -1.27369, 1.0]], ['2, k, 16', [0.100048, -0.453141, 1.0]], ['2, k, 17', [0.131858, -0.899316, 1.0]], ['2, k, 18', [0.164718, -1.22739, 1.0]], ['2, k, 19', [0.13917, -1.27226, 1.0]], ['2, k, 20', [0.0481053, 0.0647083, 1.0]], ['2, k, 21', [-0.289373, 0.5522, 1.0]], ['2, k, 22', [-0.208812, 0.527172, 1.0]], ['2, k, 23', [0.370057, 0.46092, 1.0]], ['2, k, 24', [0.31291, 0.446085, 1.0]]]
[['2, k, 0', [0.0341471, -0.4545, 1.0]], ['2, k, 1', [0.0438885, -0.15629, 1.0]], ['2, k, 2', [0.0552879, 0.137419, 1.0]], ['2, k, 3', [0.0684294, 0.281148, 1.0]], ['2, k, 4', [-0.0671598, 0.068599, 1.0]], ['2, k, 5', [-0.177864, 0.250917, 1.0]], ['2, k, 6', [-0.225632, 0.478851, 1.0]], ['2, k, 7', [-0.238091, 0.54438, 1.0]], ['2, k, 8', [0.184591, 0.0652305, 1.0]], ['2, k, 9', [0.304983, 0.204783, 1.0]], ['2, k, 10', [0.355237, 0.404754, 1.0]], ['2, k, 11', [0.367182, 0.465431, 1.0]], ['2, k, 12', [-0.0308835, -0.446553, 1.0]], ['2, k, 13', [-0.053473, -0.908176, 1.0]], ['2, k, 14', [-0.0613018, -1.24451, 1.0]], ['2, k, 15', [-0.0419771, -1.27529, 1.0]], ['2, k, 16', [0.0991322, -0.453357, 1.0]], ['2, k, 17', [0.130707, -0.897467, 1.0]], ['2, k, 18', [0.16461, -1.23376, 1.0]], ['2, k, 19', [0.181885, -1.27344, 1.0]], ['2, k, 20', [0.0521723, 0.0645012, 1.0]], ['2, k, 21', [-0.236632, 0.585126, 1.0]], ['2, k, 22', [-0.164909, 0.555031, 1.0]], ['2, k, 23', [0.378459, 0.50053, 1.0]], ['2, k, 24', [0.289852, 0.489969, 1.0]]]
[['2, k, 0', [0.0339391, -0.453517, 1.0]], ['2, k, 1', [0.0443831, -0.155317, 1.0]], ['2, k, 2', [0.0557786, 0.138083, 1.0]], ['2, k, 3', [0.0691854, 0.280676, 1.0]], ['2, k, 4', [-0.0696162, 0.0758816, 1.0]], ['2, k, 5', [-0.174412, 0.274511, 1.0]], ['2, k, 6', [-0.222752, 0.498753, 1.0]], ['2, k, 7', [-0.235082, 0.572463, 1.0]], ['2, k, 8', [0.19168, 0.0727747, 1.0]], ['2, k, 9', [0.309485, 0.220169, 1.0]], ['2, k, 10', [0.368838, 0.42929, 1.0]], ['2, k, 11', [0.385408, 0.491173, 1.0]], ['2, k, 12', [-0.0304149, -0.445636, 1.0]], ['2, k, 13', [-0.0534153, -0.907954, 1.0]], ['2, k, 14', [-0.0616055, -1.24348, 1.0]], ['2, k, 15', [-0.0442518, -1.27535, 1.0]], ['2, k, 16', [0.0982397, -0.452176, 1.0]], ['2, k, 17', [0.132162, -0.896674, 1.0]], ['2, k, 18', [0.162896, -1.22077, 1.0]], ['2, k, 19', [0.174989, -1.27412, 1.0]], ['2, k, 20', [0.0527424, 0.0652795, 1.0]], ['2, k, 21', [-0.250362, 0.618321, 1.0]], ['2, k, 22', [-0.193971, 0.592283, 1.0]], ['2, k, 23', [0.393371, 0.527743, 1.0]], ['2, k, 24', [0.330467, 0.515847, 1.0]]]
[['2, k, 0', [0.0328052, -0.447917, 1.0]], ['2, k, 1', [0.0441605, -0.151716, 1.0]], ['2, k, 2', [0.0557616, 0.139866, 1.0]], ['2, k, 3', [0.0750022, 0.28879, 1.0]], ['2, k, 4', [-0.0671179, 0.0785009, 1.0]], ['2, k, 5', [-0.167733, 0.294262, 1.0]], ['2, k, 6', [-0.212124, 0.515202, 1.0]], ['2, k, 7', [-0.217265, 0.588368, 1.0]], ['2, k, 8', [0.197482, 0.0781811, 1.0]], ['2, k, 9', [0.319384, 0.251653, 1.0]], ['2, k, 10', [0.390632, 0.459449, 1.0]], ['2, k, 11', [0.396806, 0.511863, 1.0]], ['2, k, 12', [-0.0304902, -0.439211, 1.0]], ['2, k, 13', [-0.0530816, -0.907144, 1.0]], ['2, k, 14', [-0.0678697, -1.24324, 1.0]], ['2, k, 15', [-0.0355835, -1.28022, 1.0]], ['2, k, 16', [0.0963111, -0.446832, 1.0]], ['2, k, 17', [0.135096, -0.895227, 1.0]], ['2, k, 18', [0.162548, -1.21779, 1.0]], ['2, k, 19', [0.179376, -1.26756, 1.0]], ['2, k, 20', [0.0527519, 0.0675055, 1.0]], ['2, k, 21', [-0.227071, 0.637538, 1.0]], ['2, k, 22', [-0.166173, 0.607928, 1.0]], ['2, k, 23', [0.390447, 0.549049, 1.0]], ['2, k, 24', [0.341803, 0.5382, 1.0]]]
[['2, k, 0', [0.0318179, -0.449718, 1.0]], ['2, k, 1', [0.0438067, -0.152484, 1.0]], ['2, k, 2', [0.0558028, 0.139884, 1.0]], ['2, k, 3', [0.0751115, 0.288797, 1.0]], ['2, k, 4', [-0.0648141, 0.0780539, 1.0]], ['2, k, 5', [-0.160142, 0.299103, 1.0]], ['2, k, 6', [-0.221867, 0.530099, 1.0]], ['2, k, 7', [-0.207851, 0.602341, 1.0]], ['2, k, 8', [0.198216, 0.0781776, 1.0]], ['2, k, 9', [0.32306, 0.250159, 1.0]], ['2, k, 10', [0.399065, 0.47464, 1.0]], ['2, k, 11', [0.416669, 0.527071, 1.0]], ['2, k, 12', [-0.0314082, -0.441375, 1.0]], ['2, k, 13', [-0.0530773, -0.907533, 1.0]], ['2, k, 14', [-0.0668062, -1.24287, 1.0]], ['2, k, 15', [-0.0564617, -1.28558, 1.0]], ['2, k, 16', [0.095358, -0.447768, 1.0]], ['2, k, 17', [0.134397, -0.895755, 1.0]], ['2, k, 18', [0.160624, -1.22054, 1.0]], ['2, k, 19', [0.196396, -1.27561, 1.0]], ['2, k, 20', [0.0527463, 0.0673803, 1.0]], ['2, k, 21', [-0.218603, 0.661036, 1.0]], ['2, k, 22', [-0.163487, 0.617019, 1.0]], ['2, k, 23', [0.439102, 0.562184, 1.0]], ['2, k, 24', [0.34601, 0.554431, 1.0]]]
[['2, k, 0', [0.031685, -0.449301, 1.0]], ['2, k, 1', [0.0435847, -0.151849, 1.0]], ['2, k, 2', [0.0554495, 0.140634, 1.0]], ['2, k, 3', [0.0747746, 0.287702, 1.0]], ['2, k, 4', [-0.0623427, 0.0772324, 1.0]], ['2, k, 5', [-0.147402, 0.289324, 1.0]], ['2, k, 6', [-0.17686, 0.528877, 1.0]], ['2, k, 7', [-0.183168, 0.621407, 1.0]], ['2, k, 8', [0.204004, 0.0837979, 1.0]], ['2, k, 9', [0.337326, 0.267404, 1.0]], ['2, k, 10', [0.416124, 0.486071, 1.0]], ['2, k, 11', [0.434428, 0.535722, 1.0]], ['2, k, 12', [-0.0311991, -0.441906, 1.0]], ['2, k, 13', [-0.0533038, -0.905291, 1.0]], ['2, k, 14', [-0.0668925, -1.24027, 1.0]], ['2, k, 15', [-0.0459704, -1.27625, 1.0]], ['2, k, 16', [0.0948508, -0.446805, 1.0]], ['2, k, 17', [0.134136, -0.895002, 1.0]], ['2, k, 18', [0.161593, -1.2285, 1.0]], ['2, k, 19', [0.174178, -1.27202, 1.0]], ['2, k, 20', [0.0524416, 0.0681221, 1.0]], ['2, k, 21', [-0.202075, 0.673703, 1.0]], ['2, k, 22', [-0.14732, 0.65682, 1.0]], ['2, k, 23', [0.450185, 0.568665, 1.0]], ['2, k, 24', [0.364819, 0.562995, 1.0]]]
[['2, k, 0', [0.0319852, -0.447299, 1.0]], ['2, k, 1', [0.0430509, -0.151305, 1.0]], ['2, k, 2', [0.0538437, 0.139964, 1.0]], ['2, k, 3', [0.0752296, 0.28648, 1.0]], ['2, k, 4', [-0.0585225, 0.07738, 1.0]], ['2, k, 5', [-0.132172, 0.329421, 1.0]], ['2, k, 6', [-0.152874, 0.578535, 1.0]], ['2, k, 7', [-0.159182, 0.638879, 1.0]], ['2, k, 8', [0.204106, 0.0826477, 1.0]], ['2, k, 9', [0.341233, 0.264576, 1.0]], ['2, k, 10', [0.429212, 0.48255, 1.0]], ['2, k, 11', [0.453941, 0.530395, 1.0]], ['2, k, 12', [-0.0306627, -0.441375, 1.0]], ['2, k, 13', [-0.0490324, -0.913049, 1.0]], ['2, k, 14', [-0.0686316, -1.24169, 1.0]], ['2, k, 15', [-0.0505751, -1.27617, 1.0]], ['2, k, 16', [0.0937746, -0.442061, 1.0]], ['2, k, 17', [0.134083, -0.894913, 1.0]], ['2, k, 18', [0.161188, -1.23235, 1.0]], ['2, k, 19', [0.176695, -1.27939, 1.0]], ['2, k, 20', [0.0512019, 0.067819, 1.0]], ['2, k, 21', [-0.185163, 0.69361, 1.0]], ['2, k, 22', [-0.110859, 0.653933, 1.0]], ['2, k, 23', [0.471512, 0.571271, 1.0]], ['2, k, 24', [0.378985, 0.566373, 1.0]]]
[['2, k, 0', [0.0309246, -0.445208, 1.0]], ['2, k, 1', [0.042358, -0.150475, 1.0]], ['2, k, 2', [0.053426, 0.139923, 1.0]], ['2, k, 3', [0.077102, 0.284389, 1.0]], ['2, k, 4', [-0.0565523, 0.0773765, 1.0]], ['2, k, 5', [-0.126265, 0.33416, 1.0]], ['2, k, 6', [-0.141903, 0.578521, 1.0]], ['2, k, 7', [-0.132481, 0.638698, 1.0]], ['2, k, 8', [0.206259, 0.0794431, 1.0]], ['2, k, 9', [0.348757, 0.256753, 1.0]], ['2, k, 10', [0.455207, 0.467015, 1.0]], ['2, k, 11', [0.49331, 0.523783, 1.0]], ['2, k, 12', [-0.0307165, -0.440786, 1.0]], ['2, k, 13', [-0.0518506, -0.898657, 1.0]], ['2, k, 14', [-0.0691203, -1.24453, 1.0]], ['2, k, 15', [-0.130576, -1.27909, 1.0]], ['2, k, 16', [0.0913853, -0.439063, 1.0]], ['2, k, 17', [0.133693, -0.898238, 1.0]], ['2, k, 18', [0.160093, -1.23429, 1.0]], ['2, k, 19', [0.174979, -1.28079, 1.0]], ['2, k, 20', [0.0507266, 0.0679497, 1.0]], ['2, k, 21', [-0.141392, 0.696268, 1.0]], ['2, k, 22', [-0.0728829, 0.650881, 1.0]], ['2, k, 23', [0.557132, 0.545242, 1.0]], ['2, k, 24', [0.443321, 0.556226, 1.0]]]
[['2, k, 0', [0.0196766, -0.441764, 1.0]], ['2, k, 1', [0.0385061, -0.149574, 1.0]], ['2, k, 2', [0.0530361, 0.139618, 1.0]], ['2, k, 3', [0.077315, 0.283163, 1.0]], ['2, k, 4', [-0.0571701, 0.0735307, 1.0]], ['2, k, 5', [-0.101187, 0.339436, 1.0]], ['2, k, 6', [-0.122381, 0.581543, 1.0]], ['2, k, 7', [-0.101856, 0.659742, 1.0]], ['2, k, 8', [0.198224, 0.0701362, 1.0]], ['2, k, 9', [0.359146, 0.247528, 1.0]], ['2, k, 10', [0.484164, 0.456265, 1.0]], ['2, k, 11', [0.514801, 0.515259, 1.0]], ['2, k, 12', [-0.0414785, -0.436609, 1.0]], ['2, k, 13', [-0.0527635, -0.903961, 1.0]], ['2, k, 14', [-0.0667575, -1.24357, 1.0]], ['2, k, 15', [-0.0419312, -1.27637, 1.0]], ['2, k, 16', [0.0789892, -0.436794, 1.0]], ['2, k, 17', [0.131134, -0.898762, 1.0]], ['2, k, 18', [0.160168, -1.23432, 1.0]], ['2, k, 19', [0.180105, -1.28011, 1.0]], ['2, k, 20', [0.0498004, 0.0678317, 1.0]], ['2, k, 21', [-0.0984591, 0.708799, 1.0]], ['2, k, 22', [-0.0560175, 0.656867, 1.0]], ['2, k, 23', [0.558239, 0.543589, 1.0]], ['2, k, 24', [0.458519, 0.550623, 1.0]]]
[['2, k, 0', [0.0225601, -0.439131, 1.0]], ['2, k, 1', [0.0387171, -0.148578, 1.0]], ['2, k, 2', [0.052536, 0.139553, 1.0]], ['2, k, 3', [0.0798675, 0.280154, 1.0]], ['2, k, 4', [-0.057795, 0.0752172, 1.0]], ['2, k, 5', [-0.0953925, 0.343769, 1.0]], ['2, k, 6', [-0.084254, 0.587931, 1.0]], ['2, k, 7', [-0.074581, 0.67242, 1.0]], ['2, k, 8', [0.197359, 0.0695615, 1.0]], ['2, k, 9', [0.371486, 0.239819, 1.0]], ['2, k, 10', [0.51348, 0.454653, 1.0]], ['2, k, 11', [0.542822, 0.49964, 1.0]], ['2, k, 12', [-0.0385233, -0.434355, 1.0]], ['2, k, 13', [-0.0529424, -0.903991, 1.0]], ['2, k, 14', [-0.0665974, -1.24322, 1.0]], ['2, k, 15', [-0.0414768, -1.27675, 1.0]], ['2, k, 16', [0.0820619, -0.434117, 1.0]], ['2, k, 17', [0.13129, -0.898479, 1.0]], ['2, k, 18', [0.159442, -1.23533, 1.0]], ['2, k, 19', [0.17864, -1.27786, 1.0]], ['2, k, 20', [0.0493972, 0.068002, 1.0]], ['2, k, 21', [-0.0954511, 0.717395, 1.0]], ['2, k, 22', [-0.0318991, 0.67432, 1.0]], ['2, k, 23', [0.601225, 0.515743, 1.0]], ['2, k, 24', [0.48587, 0.537416, 1.0]]]
[['2, k, 0', [0.0236946, -0.433446, 1.0]], ['2, k, 1', [0.0387695, -0.146898, 1.0]], ['2, k, 2', [0.0525139, 0.139514, 1.0]], ['2, k, 3', [0.0852069, 0.277426, 1.0]], ['2, k, 4', [-0.0720529, 0.123697, 1.0]], ['2, k, 5', [-0.0891945, 0.390469, 1.0]], ['2, k, 6', [-0.036223, 0.636996, 1.0]], ['2, k, 7', [-0.0281899, 0.683898, 1.0]], ['2, k, 8', [0.196485, 0.0688311, 1.0]], ['2, k, 9', [0.380032, 0.221307, 1.0]], ['2, k, 10', [0.530827, 0.445272, 1.0]], ['2, k, 11', [0.571028, 0.488058, 1.0]], ['2, k, 12', [-0.0362026, -0.429534, 1.0]], ['2, k, 13', [-0.0548392, -0.905542, 1.0]], ['2, k, 14', [-0.0651833, -1.23859, 1.0]], ['2, k, 15', [-0.0480881, -1.27606, 1.0]], ['2, k, 16', [0.0824853, -0.427489, 1.0]], ['2, k, 17', [0.131206, -0.898887, 1.0]], ['2, k, 18', [0.155183, -1.22652, 1.0]], ['2, k, 19', [0.182466, -1.27786, 1.0]], ['2, k, 20', [0.0493681, 0.0680545, 1.0]], ['2, k, 21', [-0.0219456, 0.715709, 1.0]], ['2, k, 22', [0.0349866, 0.668456, 1.0]], ['2, k, 23', [0.635153, 0.493784, 1.0]], ['2, k, 24', [0.532862, 0.51887, 1.0]]]
