[['2, k, 0', [-0.262217, -0.359249, 1.0]], ['2, k, 1', [-0.264888, -0.0536292, 1.0]], ['2, k, 2', [-0.266019, 0.244642, 1.0]], ['2, k, 3', [-0.304305, 0.380286, 1.0]], ['2, k, 4', [-0.421821, 0.113687, 1.0]], ['2, k, 5', [-0.507718, -0.00343894, 1.0]], ['2, k, 6', [-0.606153, -0.0130498, 1.0]], ['2, k, 7', [-0.59847, -0.0307125, 1.0]], ['2, k, 8', [-0.133189, 0.142052, 1.0]], ['2, k, 9', [-0.0401212, 0.0325534, 1.0]], ['2, k, 10', [-0.0449412, -0.0552508, 1.0]], ['2, k, 11', [-0.0616135, -0.101691, 1.0]], ['2, k, 12', [-0.324285, -0.36054, 1.0]], ['2, k, 13', [-0.393385, -0.642438, 1.0]], ['2, k, 14', [-0.412524, -1.00548, 1.0]], ['2, k, 15', [-0.426514, -1.08496, 1.0]], ['2, k, 16', [-0.192743, -0.347862, 1.0]], ['2, k, 17', [-0.0913613, -0.622301, 1.0]], ['2, k, 18', [-0.0686117, -0.984548, 1.0]], ['2, k, 19', [-0.0856249, -1.03445, 1.0]], ['2, k, 20', [-0.266004, 0.171103, 1.0]], ['2, k, 21', [-0.570212, -0.0408833, 1.0]], ['2, k, 22', [-0.646708, -0.0221491, 1.0]], ['2, k, 23', [-0.078046, -0.115284, 1.0]], ['2, k, 24', [-0.119023, -0.0987558, 1.0]]]
[['2, k, 0', [-0.241195, -0.358355, 1.0]], ['2, k, 1', [-0.247662, -0.062165, 1.0]], ['2, k, 2', [-0.252498, 0.227597, 1.0]], ['2, k, 3', [-0.262794, 0.364794, 1.0]], ['2, k, 4', [-0.410465, 0.123958, 1.0]], ['2, k, 5', [-0.503454, 0.0309705, 1.0]], ['2, k, 6', [-0.541436, -0.0161727, 1.0]], ['2, k, 7', [-0.567842, -0.0250207, 1.0]], ['2, k, 8', [-0.111703, 0.130752, 1.0]], ['2, k, 9', [-0.0257246, 0.0603025, 1.0]], ['2, k, 10', [-0.0996078, -0.0106355, 1.0]], ['2, k, 11', [-0.0369237, -0.0299846, 1.0]], ['2, k, 12', [-0.306473, -0.356596, 1.0]], ['2, k, 13', [-0.387247, -0.684988, 1.0]], ['2, k, 14', [-0.414609, -1.05355, 1.0]], ['2, k, 15', [-0.428088, -1.10421, 1.0]], ['2, k, 16', [-0.169078, -0.34999, 1.0]], ['2, k, 17', [-0.0882581, -0.64412, 1.0]], ['2, k, 18', [-0.0563813, -1.04095, 1.0]], ['2, k, 19', [-0.0600467, -1.09245, 1.0]], ['2, k, 20', [-0.25152, 0.156147, 1.0]], ['2, k, 21', [-0.560909, -0.0284122, 1.0]], ['2, k, 22', [-0.48829, -0.0324698, 1.0]], ['2, k, 23', [-0.0266846, -0.0422013, 1.0]], ['2, k, 24', [-0.1159, -0.035024, 1.0]]]
[['2, k, 0', [-0.241212, -0.358342, 1.0]], ['2, k, 1', [-0.247703, -0.0621312, 1.0]], ['2, k, 2', [-0.252565, 0.227623, 1.0]], ['2, k, 3', [-0.263, 0.36486, 1.0]], ['2, k, 4', [-0.410464, 0.123916, 1.0]], ['2, k, 5', [-0.502458, 0.0312668, 1.0]], ['2, k, 6', [-0.540327, -0.0156803, 1.0]], ['2, k, 7', [-0.570018, -0.0249496, 1.0]], ['2, k, 8', [-0.111611, 0.130342, 1.0]], ['2, k, 9', [-0.0251905, 0.0602991, 1.0]], ['2, k, 10', [-0.0565526, -0.003754, 1.0]], ['2, k, 11', [-0.0238472, -0.0293552, 1.0]], ['2, k, 12', [-0.306505, -0.356579, 1.0]], ['2, k, 13', [-0.38732, -0.684789, 1.0]], ['2, k, 14', [-0.414634, -1.05373, 1.0]], ['2, k, 15', [-0.428053, -1.10411, 1.0]], ['2, k, 16', [-0.169085, -0.349984, 1.0]], ['2, k, 17', [-0.0882525, -0.644181, 1.0]], ['2, k, 18', [-0.0614909, -0.98781, 1.0]], ['2, k, 19', [-0.0639229, -1.02351, 1.0]], ['2, k, 20', [-0.251585, 0.156176, 1.0]], ['2, k, 21', [-0.563802, -0.029695, 1.0]], ['2, k, 22', [-0.487621, -0.0316948, 1.0]], ['2, k, 23', [-0.0256138, -0.0425924, 1.0]], ['2, k, 24', [-0.103554, -0.0351574, 1.0]]]
[['2, k, 0', [-0.241233, -0.358323, 1.0]], ['2, k, 1', [-0.247667, -0.0622116, 1.0]], ['2, k, 2', [-0.252279, 0.227034, 1.0]], ['2, k, 3', [-0.263184, 0.364943, 1.0]], ['2, k, 4', [-0.410545, 0.123721, 1.0]], ['2, k, 5', [-0.502165, 0.0311876, 1.0]], ['2, k, 6', [-0.539341, -0.0154079, 1.0]], ['2, k, 7', [-0.568145, -0.0245421, 1.0]], ['2, k, 8', [-0.111725, 0.130652, 1.0]], ['2, k, 9', [-0.0249587, 0.0603398, 1.0]], ['2, k, 10', [-0.0478394, -0.00338969, 1.0]], ['2, k, 11', [-0.0240089, -0.0294329, 1.0]], ['2, k, 12', [-0.306533, -0.356573, 1.0]], ['2, k, 13', [-0.387378, -0.684732, 1.0]], ['2, k, 14', [-0.415257, -1.05078, 1.0]], ['2, k, 15', [-0.428289, -1.10425, 1.0]], ['2, k, 16', [-0.169102, -0.349952, 1.0]], ['2, k, 17', [-0.088166, -0.644408, 1.0]], ['2, k, 18', [-0.0616304, -0.987516, 1.0]], ['2, k, 19', [-0.0640578, -1.02323, 1.0]], ['2, k, 20', [-0.251388, 0.15576, 1.0]], ['2, k, 21', [-0.565766, -0.0295099, 1.0]], ['2, k, 22', [-0.487347, -0.0331793, 1.0]], ['2, k, 23', [-0.0312522, -0.0415783, 1.0]], ['2, k, 24', [-0.104503, -0.035041, 1.0]]]
[['2, k, 0', [-0.241259, -0.358357, 1.0]], ['2, k, 1', [-0.247654, -0.0622061, 1.0]], ['2, k, 2', [-0.252159, 0.227114, 1.0]], ['2, k, 3', [-0.263427, 0.365031, 1.0]], ['2, k, 4', [-0.410508, 0.123685, 1.0]], ['2, k, 5', [-0.501937, 0.0310875, 1.0]], ['2, k, 6', [-0.539046, -0.0152893, 1.0]], ['2, k, 7', [-0.568771, -0.0246838, 1.0]], ['2, k, 8', [-0.111687, 0.13018, 1.0]], ['2, k, 9', [-0.0249387, 0.0602864, 1.0]], ['2, k, 10', [-0.0492697, -0.00331951, 1.0]], ['2, k, 11', [-0.0254853, -0.0287626, 1.0]], ['2, k, 12', [-0.306655, -0.356603, 1.0]], ['2, k, 13', [-0.387058, -0.683832, 1.0]], ['2, k, 14', [-0.415219, -1.05091, 1.0]], ['2, k, 15', [-0.428077, -1.10412, 1.0]], ['2, k, 16', [-0.169033, -0.350005, 1.0]], ['2, k, 17', [-0.088154, -0.644683, 1.0]], ['2, k, 18', [-0.0615586, -0.989563, 1.0]], ['2, k, 19', [-0.0639481, -1.02525, 1.0]], ['2, k, 20', [-0.251306, 0.155809, 1.0]], ['2, k, 21', [-0.55547, -0.0291332, 1.0]], ['2, k, 22', [-0.486053, -0.0319755, 1.0]], ['2, k, 23', [-0.0287177, -0.0442354, 1.0]], ['2, k, 24', [-0.104544, -0.0350386, 1.0]]]
[['2, k, 0', [-0.241452, -0.358262, 1.0]], ['2, k, 1', [-0.247668, -0.0621656, 1.0]], ['2, k, 2', [-0.252038, 0.22715, 1.0]], ['2, k, 3', [-0.263516, 0.365137, 1.0]], ['2, k, 4', [-0.410534, 0.123658, 1.0]], ['2, k, 5', [-0.501741, 0.0309995, 1.0]], ['2, k, 6', [-0.538896, -0.0154706, 1.0]], ['2, k, 7', [-0.569389, -0.0251176, 1.0]], ['2, k, 8', [-0.111627, 0.129633, 1.0]], ['2, k, 9', [-0.0249293, 0.0600631, 1.0]], ['2, k, 10', [-0.049999, -0.00335491, 1.0]], ['2, k, 11', [-0.0258948, -0.02973, 1.0]], ['2, k, 12', [-0.30697, -0.356412, 1.0]], ['2, k, 13', [-0.387231, -0.683984, 1.0]], ['2, k, 14', [-0.415418, -1.05188, 1.0]], ['2, k, 15', [-0.428036, -1.10406, 1.0]], ['2, k, 16', [-0.169149, -0.349973, 1.0]], ['2, k, 17', [-0.0882702, -0.644771, 1.0]], ['2, k, 18', [-0.0614402, -0.989453, 1.0]], ['2, k, 19', [-0.0638467, -1.02514, 1.0]], ['2, k, 20', [-0.251233, 0.155845, 1.0]], ['2, k, 21', [-0.569829, -0.0293276, 1.0]], ['2, k, 22', [-0.487285, -0.0327668, 1.0]], ['2, k, 23', [-0.028114, -0.0413571, 1.0]], ['2, k, 24', [-0.104542, -0.0350372, 1.0]]]
[['2, k, 0', [-0.241396, -0.358309, 1.0]], ['2, k, 1', [-0.247659, -0.0621703, 1.0]], ['2, k, 2', [-0.252103, 0.227194, 1.0]], ['2, k, 3', [-0.263757, 0.365414, 1.0]], ['2, k, 4', [-0.410706, 0.123389, 1.0]], ['2, k, 5', [-0.501583, 0.0308605, 1.0]], ['2, k, 6', [-0.538544, -0.0154511, 1.0]], ['2, k, 7', [-0.56951, -0.0240659, 1.0]], ['2, k, 8', [-0.111645, 0.129118, 1.0]], ['2, k, 9', [-0.0250093, 0.0598572, 1.0]], ['2, k, 10', [-0.108265, -0.00751472, 1.0]], ['2, k, 11', [-0.0759725, -0.0337454, 1.0]], ['2, k, 12', [-0.306937, -0.356466, 1.0]], ['2, k, 13', [-0.387622, -0.684057, 1.0]], ['2, k, 14', [-0.415494, -1.05197, 1.0]], ['2, k, 15', [-0.428151, -1.10414, 1.0]], ['2, k, 16', [-0.169044, -0.350036, 1.0]], ['2, k, 17', [-0.0882709, -0.6452, 1.0]], ['2, k, 18', [-0.0558011, -1.04211, 1.0]], ['2, k, 19', [-0.0572667, -1.09207, 1.0]], ['2, k, 20', [-0.251271, 0.15587, 1.0]], ['2, k, 21', [-0.560398, -0.0282983, 1.0]], ['2, k, 22', [-0.487174, -0.0323379, 1.0]], ['2, k, 23', [-0.0360142, -0.04774, 1.0]], ['2, k, 24', [-0.144088, -0.0363783, 1.0]]]
[['2, k, 0', [-0.241386, -0.358277, 1.0]], ['2, k, 1', [-0.247677, -0.062094, 1.0]], ['2, k, 2', [-0.252185, 0.227335, 1.0]], ['2, k, 3', [-0.264057, 0.365821, 1.0]], ['2, k, 4', [-0.410702, 0.123399, 1.0]], ['2, k, 5', [-0.501438, 0.0307974, 1.0]], ['2, k, 6', [-0.537958, -0.0151873, 1.0]], ['2, k, 7', [-0.570425, -0.0239012, 1.0]], ['2, k, 8', [-0.111663, 0.129267, 1.0]], ['2, k, 9', [-0.0257216, 0.0597994, 1.0]], ['2, k, 10', [-0.0549043, -0.00347232, 1.0]], ['2, k, 11', [-0.0142976, -0.0314666, 1.0]], ['2, k, 12', [-0.306906, -0.356375, 1.0]], ['2, k, 13', [-0.387924, -0.684417, 1.0]], ['2, k, 14', [-0.415467, -1.05193, 1.0]], ['2, k, 15', [-0.428196, -1.10405, 1.0]], ['2, k, 16', [-0.169043, -0.350029, 1.0]], ['2, k, 17', [-0.0881753, -0.645415, 1.0]], ['2, k, 18', [-0.0658619, -1.00517, 1.0]], ['2, k, 19', [-0.06827, -1.0407, 1.0]], ['2, k, 20', [-0.251333, 0.155989, 1.0]], ['2, k, 21', [-0.56826, -0.0270354, 1.0]], ['2, k, 22', [-0.543472, -0.0499803, 1.0]], ['2, k, 23', [-0.000373666, -0.0424396, 1.0]], ['2, k, 24', [-0.0772957, -0.0373831, 1.0]]]
[['2, k, 0', [-0.241343, -0.35825, 1.0]], ['2, k, 1', [-0.247694, -0.0620516, 1.0]], ['2, k, 2', [-0.252351, 0.227452, 1.0]], ['2, k, 3', [-0.264183, 0.366023, 1.0]], ['2, k, 4', [-0.410715, 0.123406, 1.0]], ['2, k, 5', [-0.501323, 0.0307475, 1.0]], ['2, k, 6', [-0.537828, -0.0145347, 1.0]], ['2, k, 7', [-0.56982, -0.0231014, 1.0]], ['2, k, 8', [-0.111907, 0.129361, 1.0]], ['2, k, 9', [-0.0260707, 0.059587, 1.0]], ['2, k, 10', [-0.0550307, -0.00360719, 1.0]], ['2, k, 11', [-0.0144596, -0.0316854, 1.0]], ['2, k, 12', [-0.306898, -0.356371, 1.0]], ['2, k, 13', [-0.388034, -0.684268, 1.0]], ['2, k, 14', [-0.415369, -1.05187, 1.0]], ['2, k, 15', [-0.428095, -1.10388, 1.0]], ['2, k, 16', [-0.168936, -0.349967, 1.0]], ['2, k, 17', [-0.0882025, -0.645361, 1.0]], ['2, k, 18', [-0.0644062, -0.999994, 1.0]], ['2, k, 19', [-0.0668582, -1.03562, 1.0]], ['2, k, 20', [-0.251445, 0.156081, 1.0]], ['2, k, 21', [-0.566209, -0.0281451, 1.0]], ['2, k, 22', [-0.492656, -0.0330557, 1.0]], ['2, k, 23', [-0.00201161, -0.0418919, 1.0]], ['2, k, 24', [-0.0771021, -0.0375662, 1.0]]]
[['2, k, 0', [-0.241349, -0.358273, 1.0]], ['2, k, 1', [-0.247719, -0.0620397, 1.0]], ['2, k, 2', [-0.252475, 0.22754, 1.0]], ['2, k, 3', [-0.264295, 0.366081, 1.0]], ['2, k, 4', [-0.410758, 0.12334, 1.0]], ['2, k, 5', [-0.506906, 0.0326092, 1.0]], ['2, k, 6', [-0.531348, -0.0133578, 1.0]], ['2, k, 7', [-0.568296, -0.0223047, 1.0]], ['2, k, 8', [-0.111978, 0.128966, 1.0]], ['2, k, 9', [-0.0245532, 0.0598351, 1.0]], ['2, k, 10', [-0.0544312, -0.00339364, 1.0]], ['2, k, 11', [-0.0121953, -0.0326386, 1.0]], ['2, k, 12', [-0.306966, -0.35641, 1.0]], ['2, k, 13', [-0.388178, -0.684603, 1.0]], ['2, k, 14', [-0.415314, -1.05192, 1.0]], ['2, k, 15', [-0.427861, -1.10379, 1.0]], ['2, k, 16', [-0.168924, -0.34999, 1.0]], ['2, k, 17', [-0.088199, -0.645383, 1.0]], ['2, k, 18', [-0.0633185, -0.997321, 1.0]], ['2, k, 19', [-0.0657845, -1.03301, 1.0]], ['2, k, 20', [-0.251536, 0.15614, 1.0]], ['2, k, 21', [-0.571972, -0.0292515, 1.0]], ['2, k, 22', [-0.49117, -0.0326494, 1.0]], ['2, k, 23', [-0.00118628, -0.0435312, 1.0]], ['2, k, 24', [-0.0766926, -0.0383434, 1.0]]]
[['2, k, 0', [-0.241392, -0.358343, 1.0]], ['2, k, 1', [-0.247764, -0.0620111, 1.0]], ['2, k, 2', [-0.252753, 0.227824, 1.0]], ['2, k, 3', [-0.264449, 0.366196, 1.0]], ['2, k, 4', [-0.410999, 0.123461, 1.0]], ['2, k, 5', [-0.508168, 0.0336916, 1.0]], ['2, k, 6', [-0.531894, -0.0136785, 1.0]], ['2, k, 7', [-0.569423, -0.0229656, 1.0]], ['2, k, 8', [-0.112031, 0.128448, 1.0]], ['2, k, 9', [-0.0249238, 0.0592563, 1.0]], ['2, k, 10', [-0.0545997, -0.00373782, 1.0]], ['2, k, 11', [-0.0138194, -0.034397, 1.0]], ['2, k, 12', [-0.307018, -0.35651, 1.0]], ['2, k, 13', [-0.388405, -0.685034, 1.0]], ['2, k, 14', [-0.415025, -1.05182, 1.0]], ['2, k, 15', [-0.427749, -1.10346, 1.0]], ['2, k, 16', [-0.168957, -0.35004, 1.0]], ['2, k, 17', [-0.0881393, -0.645432, 1.0]], ['2, k, 18', [-0.0580224, -1.03078, 1.0]], ['2, k, 19', [-0.0581988, -1.08301, 1.0]], ['2, k, 20', [-0.251738, 0.156331, 1.0]], ['2, k, 21', [-0.56303, -0.027966, 1.0]], ['2, k, 22', [-0.488461, -0.0346504, 1.0]], ['2, k, 23', [-0.00508837, -0.0453179, 1.0]], ['2, k, 24', [-0.0771327, -0.0389077, 1.0]]]
[['2, k, 0', [-0.24135, -0.358353, 1.0]], ['2, k, 1', [-0.24781, -0.0619931, 1.0]], ['2, k, 2', [-0.253119, 0.227923, 1.0]], ['2, k, 3', [-0.264613, 0.36629, 1.0]], ['2, k, 4', [-0.411087, 0.12371, 1.0]], ['2, k, 5', [-0.50658, 0.0317765, 1.0]], ['2, k, 6', [-0.530437, -0.0134654, 1.0]], ['2, k, 7', [-0.562582, -0.0236116, 1.0]], ['2, k, 8', [-0.112055, 0.128097, 1.0]], ['2, k, 9', [-0.026676, 0.0583707, 1.0]], ['2, k, 10', [-0.0552364, -0.00438422, 1.0]], ['2, k, 11', [-0.0151605, -0.0355053, 1.0]], ['2, k, 12', [-0.306991, -0.356528, 1.0]], ['2, k, 13', [-0.388722, -0.684916, 1.0]], ['2, k, 14', [-0.415148, -1.0519, 1.0]], ['2, k, 15', [-0.428002, -1.10347, 1.0]], ['2, k, 16', [-0.168907, -0.350053, 1.0]], ['2, k, 17', [-0.088201, -0.645342, 1.0]], ['2, k, 18', [-0.0578524, -1.03143, 1.0]], ['2, k, 19', [-0.0587618, -1.08339, 1.0]], ['2, k, 20', [-0.252, 0.156407, 1.0]], ['2, k, 21', [-0.56326, -0.0296906, 1.0]], ['2, k, 22', [-0.482325, -0.0327055, 1.0]], ['2, k, 23', [-0.00670586, -0.0488585, 1.0]], ['2, k, 24', [-0.0780783, -0.040521, 1.0]]]
[['2, k, 0', [-0.241495, -0.358197, 1.0]], ['2, k, 1', [-0.247978, -0.0618232, 1.0]], ['2, k, 2', [-0.253281, 0.228068, 1.0]], ['2, k, 3', [-0.264933, 0.366676, 1.0]], ['2, k, 4', [-0.411384, 0.124733, 1.0]], ['2, k, 5', [-0.504479, 0.0310098, 1.0]], ['2, k, 6', [-0.532741, -0.0129793, 1.0]], ['2, k, 7', [-0.565303, -0.0243935, 1.0]], ['2, k, 8', [-0.112686, 0.128916, 1.0]], ['2, k, 9', [-0.023825, 0.0577974, 1.0]], ['2, k, 10', [-0.054172, -0.00444126, 1.0]], ['2, k, 11', [-0.0218333, -0.0370501, 1.0]], ['2, k, 12', [-0.307151, -0.356343, 1.0]], ['2, k, 13', [-0.388776, -0.684688, 1.0]], ['2, k, 14', [-0.415078, -1.05189, 1.0]], ['2, k, 15', [-0.427839, -1.10331, 1.0]], ['2, k, 16', [-0.169038, -0.349931, 1.0]], ['2, k, 17', [-0.088192, -0.645275, 1.0]], ['2, k, 18', [-0.0579037, -1.03294, 1.0]], ['2, k, 19', [-0.0603192, -1.06828, 1.0]], ['2, k, 20', [-0.252174, 0.156564, 1.0]], ['2, k, 21', [-0.552988, -0.0286817, 1.0]], ['2, k, 22', [-0.488654, -0.0335704, 1.0]], ['2, k, 23', [-0.0238039, -0.0502799, 1.0]], ['2, k, 24', [-0.092807, -0.0421935, 1.0]]]
[['2, k, 0', [-0.24159, -0.358165, 1.0]], ['2, k, 1', [-0.24826, -0.0615451, 1.0]], ['2, k, 2', [-0.253767, 0.228833, 1.0]], ['2, k, 3', [-0.265248, 0.366825, 1.0]], ['2, k, 4', [-0.411636, 0.124896, 1.0]], ['2, k, 5', [-0.504017, 0.030692, 1.0]], ['2, k, 6', [-0.54056, -0.0140118, 1.0]], ['2, k, 7', [-0.570822, -0.026544, 1.0]], ['2, k, 8', [-0.112991, 0.12916, 1.0]], ['2, k, 9', [-0.0255808, 0.0567393, 1.0]], ['2, k, 10', [-0.0551621, -0.00523229, 1.0]], ['2, k, 11', [-0.020985, -0.0383652, 1.0]], ['2, k, 12', [-0.307239, -0.356319, 1.0]], ['2, k, 13', [-0.388837, -0.684582, 1.0]], ['2, k, 14', [-0.415223, -1.05133, 1.0]], ['2, k, 15', [-0.42815, -1.10357, 1.0]], ['2, k, 16', [-0.16914, -0.349896, 1.0]], ['2, k, 17', [-0.0882081, -0.645282, 1.0]], ['2, k, 18', [-0.0579685, -1.03371, 1.0]], ['2, k, 19', [-0.0581815, -1.08628, 1.0]], ['2, k, 20', [-0.252626, 0.157196, 1.0]], ['2, k, 21', [-0.569514, -0.030246, 1.0]], ['2, k, 22', [-0.491231, -0.0361942, 1.0]], ['2, k, 23', [-0.0245834, -0.0564922, 1.0]], ['2, k, 24', [-0.0934535, -0.0423773, 1.0]]]
[['2, k, 0', [-0.241582, -0.358032, 1.0]], ['2, k, 1', [-0.248264, -0.0614276, 1.0]], ['2, k, 2', [-0.253745, 0.22904, 1.0]], ['2, k, 3', [-0.265562, 0.367028, 1.0]], ['2, k, 4', [-0.411506, 0.125386, 1.0]], ['2, k, 5', [-0.503457, 0.0307027, 1.0]], ['2, k, 6', [-0.540866, -0.0134383, 1.0]], ['2, k, 7', [-0.570254, -0.0274178, 1.0]], ['2, k, 8', [-0.113071, 0.129073, 1.0]], ['2, k, 9', [-0.0241586, 0.0564712, 1.0]], ['2, k, 10', [-0.0527071, -0.00474571, 1.0]], ['2, k, 11', [-0.0205854, -0.0402316, 1.0]], ['2, k, 12', [-0.307192, -0.356239, 1.0]], ['2, k, 13', [-0.388994, -0.684655, 1.0]], ['2, k, 14', [-0.415279, -1.0514, 1.0]], ['2, k, 15', [-0.427798, -1.10368, 1.0]], ['2, k, 16', [-0.1692, -0.349711, 1.0]], ['2, k, 17', [-0.0883715, -0.644929, 1.0]], ['2, k, 18', [-0.0578452, -1.034, 1.0]], ['2, k, 19', [-0.0592525, -1.08622, 1.0]], ['2, k, 20', [-0.252617, 0.157391, 1.0]], ['2, k, 21', [-0.556228, -0.0284738, 1.0]], ['2, k, 22', [-0.488957, -0.0349624, 1.0]], ['2, k, 23', [-0.0137495, -0.0520873, 1.0]], ['2, k, 24', [-0.0862079, -0.0458612, 1.0]]]
[['2, k, 0', [-0.241764, -0.357978, 1.0]], ['2, k, 1', [-0.248444, -0.0612128, 1.0]], ['2, k, 2', [-0.25374, 0.229461, 1.0]], ['2, k, 3', [-0.266029, 0.367237, 1.0]], ['2, k, 4', [-0.41168, 0.126004, 1.0]], ['2, k, 5', [-0.502892, 0.030715, 1.0]], ['2, k, 6', [-0.540946, -0.0136074, 1.0]], ['2, k, 7', [-0.568377, -0.029102, 1.0]], ['2, k, 8', [-0.113156, 0.128536, 1.0]], ['2, k, 9', [-0.0360839, 0.050761, 1.0]], ['2, k, 10', [-0.0454882, -0.00387447, 1.0]], ['2, k, 11', [-0.0171574, -0.0418857, 1.0]], ['2, k, 12', [-0.307335, -0.356193, 1.0]], ['2, k, 13', [-0.389255, -0.684762, 1.0]], ['2, k, 14', [-0.415366, -1.05049, 1.0]], ['2, k, 15', [-0.427715, -1.10357, 1.0]], ['2, k, 16', [-0.169421, -0.349658, 1.0]], ['2, k, 17', [-0.0887301, -0.644818, 1.0]], ['2, k, 18', [-0.0647381, -0.998059, 1.0]], ['2, k, 19', [-0.067391, -1.03388, 1.0]], ['2, k, 20', [-0.252688, 0.157765, 1.0]], ['2, k, 21', [-0.554577, -0.0321873, 1.0]], ['2, k, 22', [-0.488854, -0.036963, 1.0]], ['2, k, 23', [-0.0134287, -0.0517049, 1.0]], ['2, k, 24', [-0.0818028, -0.047193, 1.0]]]
[['2, k, 0', [-0.241929, -0.357864, 1.0]], ['2, k, 1', [-0.248566, -0.0610164, 1.0]], ['2, k, 2', [-0.253625, 0.229659, 1.0]], ['2, k, 3', [-0.266271, 0.367117, 1.0]], ['2, k, 4', [-0.412145, 0.126211, 1.0]], ['2, k, 5', [-0.502591, 0.0305727, 1.0]], ['2, k, 6', [-0.542187, -0.0150788, 1.0]], ['2, k, 7', [-0.498376, -0.0375591, 1.0]], ['2, k, 8', [-0.11371, 0.128717, 1.0]], ['2, k, 9', [-0.0484504, 0.0282756, 1.0]], ['2, k, 10', [-0.0549556, -0.0195267, 1.0]], ['2, k, 11', [-0.0180795, -0.043355, 1.0]], ['2, k, 12', [-0.307468, -0.35607, 1.0]], ['2, k, 13', [-0.389425, -0.686287, 1.0]], ['2, k, 14', [-0.415561, -1.05076, 1.0]], ['2, k, 15', [-0.428268, -1.10397, 1.0]], ['2, k, 16', [-0.169616, -0.349558, 1.0]], ['2, k, 17', [-0.0889885, -0.644785, 1.0]], ['2, k, 18', [-0.0558699, -1.04095, 1.0]], ['2, k, 19', [-0.0604381, -1.09345, 1.0]], ['2, k, 20', [-0.252663, 0.157985, 1.0]], ['2, k, 21', [-0.426291, -0.039761, 1.0]], ['2, k, 22', [-0.415418, -0.0302284, 1.0]], ['2, k, 23', [-0.00663147, -0.052769, 1.0]], ['2, k, 24', [-0.086607, -0.0462467, 1.0]]]
[['2, k, 0', [-0.242141, -0.357747, 1.0]], ['2, k, 1', [-0.248765, -0.060901, 1.0]], ['2, k, 2', [-0.254073, 0.229805, 1.0]], ['2, k, 3', [-0.266497, 0.367311, 1.0]], ['2, k, 4', [-0.411889, 0.126547, 1.0]], ['2, k, 5', [-0.502374, 0.0306236, 1.0]], ['2, k, 6', [-0.542654, -0.0158562, 1.0]], ['2, k, 7', [-0.502236, -0.040771, 1.0]], ['2, k, 8', [-0.113821, 0.128816, 1.0]], ['2, k, 9', [-0.0366595, 0.041458, 1.0]], ['2, k, 10', [-0.0511963, -0.011079, 1.0]], ['2, k, 11', [-0.0167013, -0.0453723, 1.0]], ['2, k, 12', [-0.307575, -0.355926, 1.0]], ['2, k, 13', [-0.389938, -0.691803, 1.0]], ['2, k, 14', [-0.415652, -1.0513, 1.0]], ['2, k, 15', [-0.428098, -1.1041, 1.0]], ['2, k, 16', [-0.169918, -0.349478, 1.0]], ['2, k, 17', [-0.0895197, -0.645056, 1.0]], ['2, k, 18', [-0.0556851, -1.04154, 1.0]], ['2, k, 19', [-0.0605165, -1.09397, 1.0]], ['2, k, 20', [-0.25305, 0.158134, 1.0]], ['2, k, 21', [-0.429886, -0.0431939, 1.0]], ['2, k, 22', [-0.41233, -0.0351097, 1.0]], ['2, k, 23', [-0.0206682, -0.057231, 1.0]], ['2, k, 24', [-0.0815774, -0.0495695, 1.0]]]
[['2, k, 0', [-0.242069, -0.3577, 1.0]], ['2, k, 1', [-0.248757, -0.0608902, 1.0]], ['2, k, 2', [-0.254077, 0.229704, 1.0]], ['2, k, 3', [-0.266821, 0.367049, 1.0]], ['2, k, 4', [-0.411757, 0.126318, 1.0]], ['2, k, 5', [-0.501989, 0.0303711, 1.0]], ['2, k, 6', [-0.542054, -0.0161373, 1.0]], ['2, k, 7', [-0.496227, -0.0429275, 1.0]], ['2, k, 8', [-0.114167, 0.128467, 1.0]], ['2, k, 9', [-0.0288058, 0.0486353, 1.0]], ['2, k, 10', [-0.0174284, -0.00377502, 1.0]], ['2, k, 11', [-0.0122859, -0.0473423, 1.0]], ['2, k, 12', [-0.307351, -0.355919, 1.0]], ['2, k, 13', [-0.388843, -0.69858, 1.0]], ['2, k, 14', [-0.415593, -1.05147, 1.0]], ['2, k, 15', [-0.427957, -1.10414, 1.0]], ['2, k, 16', [-0.170003, -0.349404, 1.0]], ['2, k, 17', [-0.0901272, -0.645562, 1.0]], ['2, k, 18', [-0.0558777, -1.04161, 1.0]], ['2, k, 19', [-0.0607987, -1.09405, 1.0]], ['2, k, 20', [-0.253044, 0.158071, 1.0]], ['2, k, 21', [-0.4311, -0.0464667, 1.0]], ['2, k, 22', [-0.419876, -0.034909, 1.0]], ['2, k, 23', [-0.0247367, -0.0613359, 1.0]], ['2, k, 24', [-0.0745434, -0.0535853, 1.0]]]
