[['2, k, 0', [0.1611128, 0.003003654, 1.0]], ['2, k, 1', [0.1650451, 0.3158883, 1.0]], ['2, k, 2', [0.167666, 0.6178478, 1.0]], ['2, k, 3', [0.1599665, 0.7584759, 1.0]], ['2, k, 4', [-0.009701243, 0.4987111, 1.0]], ['2, k, 5', [0.03106229, 0.3031462, 1.0]], ['2, k, 6', [0.1041843, 0.1362801, 1.0]], ['2, k, 7', [0.1489175, 0.07214508, 1.0]], ['2, k, 8', [0.3355461, 0.5000734, 1.0]], ['2, k, 9', [0.2847895, 0.2860969, 1.0]], ['2, k, 10', [0.199938, 0.1263543, 1.0]], ['2, k, 11', [0.1587025, 0.07328062, 1.0]], ['2, k, 12', [0.08077548, 0.004075575, 1.0]], ['2, k, 13', [0.07668834, -0.320171, 1.0]], ['2, k, 14', [0.09891377, -0.6445639, 1.0]], ['2, k, 15', [0.0608782, -0.7234255, 1.0]], ['2, k, 16', [0.2364458, 0.001900863, 1.0]], ['2, k, 17', [0.2442945, -0.3471199, 1.0]], ['2, k, 18', [0.2376335, -0.6556161, 1.0]], ['2, k, 19', [0.2249468, -0.7226343, 1.0]], ['2, k, 20', [0.1672142, 0.5439114, 1.0]], ['2, k, 21', [0.1654494, 0.03763223, 1.0]], ['2, k, 22', [0.1832541, 0.1079189, 1.0]], ['2, k, 23', [0.1436654, 0.04038526, 1.0]], ['2, k, 24', [0.1431752, 0.01592703, 1.0]]]
[['2, k, 0', [0.165514, 0.0101221, 1.0]], ['2, k, 1', [0.1625636, 0.3268667, 1.0]], ['2, k, 2', [0.1612136, 0.6336671, 1.0]], ['2, k, 3', [0.1680049, 0.7704749, 1.0]], ['2, k, 4', [0.00562455, 0.5207237, 1.0]], ['2, k, 5', [0.01198566, 0.3617442, 1.0]], ['2, k, 6', [0.1114348, 0.2538985, 1.0]], ['2, k, 7', [0.1552711, 0.240152, 1.0]], ['2, k, 8', [0.3138855, 0.5188296, 1.0]], ['2, k, 9', [0.2957383, 0.3702281, 1.0]], ['2, k, 10', [0.2061818, 0.2184748, 1.0]], ['2, k, 11', [0.1592497, 0.2280631, 1.0]], ['2, k, 12', [0.08228086, 0.01038297, 1.0]], ['2, k, 13', [0.07853848, -0.3300031, 1.0]], ['2, k, 14', [0.1005384, -0.6505999, 1.0]], ['2, k, 15', [0.05167138, -0.7268159, 1.0]], ['2, k, 16', [0.2433624, 0.01017567, 1.0]], ['2, k, 17', [0.2451998, -0.3592014, 1.0]], ['2, k, 18', [0.2318912, -0.6579467, 1.0]], ['2, k, 19', [0.2245672, -0.7268347, 1.0]], ['2, k, 20', [0.1614827, 0.5591016, 1.0]], ['2, k, 21', [0.1742154, 0.2250861, 1.0]], ['2, k, 22', [0.150558, 0.1900707, 1.0]], ['2, k, 23', [0.1518633, 0.2164209, 1.0]], ['2, k, 24', [0.1911001, 0.2292112, 1.0]]]
[['2, k, 0', [0.165524, 0.01023302, 1.0]], ['2, k, 1', [0.162642, 0.3268645, 1.0]], ['2, k, 2', [0.1612241, 0.6334216, 1.0]], ['2, k, 3', [0.1674947, 0.7699748, 1.0]], ['2, k, 4', [0.004445302, 0.5158962, 1.0]], ['2, k, 5', [0.01043588, 0.348485, 1.0]], ['2, k, 6', [0.107252, 0.2327553, 1.0]], ['2, k, 7', [0.1563778, 0.2078827, 1.0]], ['2, k, 8', [0.3137653, 0.5162492, 1.0]], ['2, k, 9', [0.2982696, 0.3526377, 1.0]], ['2, k, 10', [0.2003983, 0.2086813, 1.0]], ['2, k, 11', [0.1656626, 0.2080908, 1.0]], ['2, k, 12', [0.08234273, 0.01048643, 1.0]], ['2, k, 13', [0.0779168, -0.3247443, 1.0]], ['2, k, 14', [0.100219, -0.6505377, 1.0]], ['2, k, 15', [0.05746, -0.7271511, 1.0]], ['2, k, 16', [0.2433373, 0.01025932, 1.0]], ['2, k, 17', [0.2454078, -0.3441482, 1.0]], ['2, k, 18', [0.230859, -0.6568993, 1.0]], ['2, k, 19', [0.2246855, -0.7259923, 1.0]], ['2, k, 20', [0.1615351, 0.558863, 1.0]], ['2, k, 21', [0.1759477, 0.1914152, 1.0]], ['2, k, 22', [0.1486711, 0.1585049, 1.0]], ['2, k, 23', [0.1537595, 0.1859487, 1.0]], ['2, k, 24', [0.1683248, 0.1574187, 1.0]]]
[['2, k, 0', [0.165428, 0.01029768, 1.0]], ['2, k, 1', [0.1626773, 0.3268001, 1.0]], ['2, k, 2', [0.1613514, 0.6329141, 1.0]], ['2, k, 3', [0.1674176, 0.7695837, 1.0]], ['2, k, 4', [0.004274924, 0.5155373, 1.0]], ['2, k, 5', [0.01627047, 0.333395, 1.0]], ['2, k, 6', [0.1035248, 0.1980119, 1.0]], ['2, k, 7', [0.1558075, 0.1768081, 1.0]], ['2, k, 8', [0.3163296, 0.5119799, 1.0]], ['2, k, 9', [0.2960948, 0.335799, 1.0]], ['2, k, 10', [0.1954682, 0.2031681, 1.0]], ['2, k, 11', [0.1630277, 0.1781059, 1.0]], ['2, k, 12', [0.08233757, 0.01051739, 1.0]], ['2, k, 13', [0.07809772, -0.3243866, 1.0]], ['2, k, 14', [0.10071, -0.6498663, 1.0]], ['2, k, 15', [0.05833708, -0.7261407, 1.0]], ['2, k, 16', [0.2430758, 0.01032121, 1.0]], ['2, k, 17', [0.2449715, -0.3516251, 1.0]], ['2, k, 18', [0.2300014, -0.6570166, 1.0]], ['2, k, 19', [0.2250175, -0.7256981, 1.0]], ['2, k, 20', [0.1616635, 0.5584167, 1.0]], ['2, k, 21', [0.1740143, 0.1541504, 1.0]], ['2, k, 22', [0.1488939, 0.128808, 1.0]], ['2, k, 23', [0.1510625, 0.154693, 1.0]], ['2, k, 24', [0.1915776, 0.1654274, 1.0]]]
[['2, k, 0', [0.1653907, 0.01023419, 1.0]], ['2, k, 1', [0.1629814, 0.3266276, 1.0]], ['2, k, 2', [0.1622783, 0.6324539, 1.0]], ['2, k, 3', [0.1673855, 0.7689702, 1.0]], ['2, k, 4', [0.00229938, 0.5119394, 1.0]], ['2, k, 5', [0.009510042, 0.3101259, 1.0]], ['2, k, 6', [0.1063385, 0.1598345, 1.0]], ['2, k, 7', [0.1573864, 0.1259289, 1.0]], ['2, k, 8', [0.3165412, 0.5115855, 1.0]], ['2, k, 9', [0.3032942, 0.304296, 1.0]], ['2, k, 10', [0.203831, 0.1427246, 1.0]], ['2, k, 11', [0.1638647, 0.1256358, 1.0]], ['2, k, 12', [0.08238184, 0.01044139, 1.0]], ['2, k, 13', [0.0788016, -0.3243782, 1.0]], ['2, k, 14', [0.1009085, -0.6500491, 1.0]], ['2, k, 15', [0.05372442, -0.7268609, 1.0]], ['2, k, 16', [0.242888, 0.01017219, 1.0]], ['2, k, 17', [0.2439845, -0.3533775, 1.0]], ['2, k, 18', [0.2307026, -0.6571637, 1.0]], ['2, k, 19', [0.2140528, -0.7270077, 1.0]], ['2, k, 20', [0.1624438, 0.5579646, 1.0]], ['2, k, 21', [0.1772841, 0.09596547, 1.0]], ['2, k, 22', [0.1436256, 0.08079559, 1.0]], ['2, k, 23', [0.1544732, 0.09552295, 1.0]], ['2, k, 24', [0.1918131, 0.1100615, 1.0]]]
[['2, k, 0', [0.1653069, 0.01005765, 1.0]], ['2, k, 1', [0.1630858, 0.326413, 1.0]], ['2, k, 2', [0.1625049, 0.63199, 1.0]], ['2, k, 3', [0.1672178, 0.7685598, 1.0]], ['2, k, 4', [0.002251811, 0.511688, 1.0]], ['2, k, 5', [0.01935261, 0.2890935, 1.0]], ['2, k, 6', [0.1121608, 0.1451204, 1.0]], ['2, k, 7', [0.1595769, 0.1087441, 1.0]], ['2, k, 8', [0.3167895, 0.5112754, 1.0]], ['2, k, 9', [0.3059201, 0.3033351, 1.0]], ['2, k, 10', [0.2054886, 0.1436857, 1.0]], ['2, k, 11', [0.1654491, 0.107437, 1.0]], ['2, k, 12', [0.08241586, 0.01032406, 1.0]], ['2, k, 13', [0.07919936, -0.3232595, 1.0]], ['2, k, 14', [0.101009, -0.6498792, 1.0]], ['2, k, 15', [0.04857992, -0.724839, 1.0]], ['2, k, 16', [0.242606, 0.009822072, 1.0]], ['2, k, 17', [0.2454169, -0.3442875, 1.0]], ['2, k, 18', [0.232153, -0.6562113, 1.0]], ['2, k, 19', [0.2153647, -0.7249334, 1.0]], ['2, k, 20', [0.1626595, 0.5575135, 1.0]], ['2, k, 21', [0.1807785, 0.08033636, 1.0]], ['2, k, 22', [0.1358175, 0.08194317, 1.0]], ['2, k, 23', [0.1540067, 0.07702477, 1.0]], ['2, k, 24', [0.1922596, 0.1002976, 1.0]]]
[['2, k, 0', [0.1653713, 0.01002916, 1.0]], ['2, k, 1', [0.1634717, 0.326265, 1.0]], ['2, k, 2', [0.1629197, 0.6317377, 1.0]], ['2, k, 3', [0.1671031, 0.7679975, 1.0]], ['2, k, 4', [0.002268573, 0.5116302, 1.0]], ['2, k, 5', [0.02668876, 0.2812055, 1.0]], ['2, k, 6', [0.1131896, 0.1225715, 1.0]], ['2, k, 7', [0.1609921, 0.09129141, 1.0]], ['2, k, 8', [0.3207456, 0.5108402, 1.0]], ['2, k, 9', [0.3072543, 0.2953552, 1.0]], ['2, k, 10', [0.2066717, 0.1278965, 1.0]], ['2, k, 11', [0.1653307, 0.09102646, 1.0]], ['2, k, 12', [0.08272885, 0.01033846, 1.0]], ['2, k, 13', [0.07976243, -0.3231323, 1.0]], ['2, k, 14', [0.1011749, -0.6499724, 1.0]], ['2, k, 15', [0.02581787, -0.7114258, 1.0]], ['2, k, 16', [0.2426036, 0.009743286, 1.0]], ['2, k, 17', [0.244967, -0.3412826, 1.0]], ['2, k, 18', [0.2334068, -0.6560645, 1.0]], ['2, k, 19', [0.2167773, -0.7245852, 1.0]], ['2, k, 20', [0.1631012, 0.5572398, 1.0]], ['2, k, 21', [0.1791114, 0.06271271, 1.0]], ['2, k, 22', [0.1406334, 0.05992917, 1.0]], ['2, k, 23', [0.1525107, 0.06085159, 1.0]], ['2, k, 24', [0.1917839, 0.06880805, 1.0]]]
[['2, k, 0', [0.1654038, 0.009989881, 1.0]], ['2, k, 1', [0.1636848, 0.3259732, 1.0]], ['2, k, 2', [0.1631311, 0.6308056, 1.0]], ['2, k, 3', [0.1669272, 0.7673976, 1.0]], ['2, k, 4', [0.002229065, 0.5115604, 1.0]], ['2, k, 5', [0.02876797, 0.2775871, 1.0]], ['2, k, 6', [0.1133662, 0.1099336, 1.0]], ['2, k, 7', [0.1611509, 0.06713398, 1.0]], ['2, k, 8', [0.3242232, 0.5100138, 1.0]], ['2, k, 9', [0.3118763, 0.2840974, 1.0]], ['2, k, 10', [0.2109227, 0.1101642, 1.0]], ['2, k, 11', [0.1697582, 0.06909784, 1.0]], ['2, k, 12', [0.08292301, 0.01033349, 1.0]], ['2, k, 13', [0.08017141, -0.3223779, 1.0]], ['2, k, 14', [0.1012345, -0.6497077, 1.0]], ['2, k, 15', [0.04792124, -0.7266872, 1.0]], ['2, k, 16', [0.2425575, 0.009594834, 1.0]], ['2, k, 17', [0.2449778, -0.3408156, 1.0]], ['2, k, 18', [0.2342008, -0.655966, 1.0]], ['2, k, 19', [0.2170158, -0.7245372, 1.0]], ['2, k, 20', [0.1633539, 0.5564394, 1.0]], ['2, k, 21', [0.1784412, 0.02682782, 1.0]], ['2, k, 22', [0.1396943, 0.03387529, 1.0]], ['2, k, 23', [0.1591659, 0.02318151, 1.0]], ['2, k, 24', [0.1960506, 0.04442159, 1.0]]]
[['2, k, 0', [0.1653973, 0.009847472, 1.0]], ['2, k, 1', [0.1641028, 0.3255505, 1.0]], ['2, k, 2', [0.1642569, 0.6298555, 1.0]], ['2, k, 3', [0.1671585, 0.7663684, 1.0]], ['2, k, 4', [0.002250068, 0.5114949, 1.0]], ['2, k, 5', [0.03057391, 0.273724, 1.0]], ['2, k, 6', [0.1134348, 0.1021155, 1.0]], ['2, k, 7', [0.1612771, 0.0584717, 1.0]], ['2, k, 8', [0.3264583, 0.5097432, 1.0]], ['2, k, 9', [0.3049031, 0.2818273, 1.0]], ['2, k, 10', [0.2159811, 0.1074511, 1.0]], ['2, k, 11', [0.1695085, 0.05839508, 1.0]], ['2, k, 12', [0.08305788, 0.01023027, 1.0]], ['2, k, 13', [0.08004621, -0.3205369, 1.0]], ['2, k, 14', [0.1012373, -0.6497001, 1.0]], ['2, k, 15', [0.05564479, -0.7269663, 1.0]], ['2, k, 16', [0.2423827, 0.00928424, 1.0]], ['2, k, 17', [0.2449001, -0.3401504, 1.0]], ['2, k, 18', [0.2341423, -0.6558273, 1.0]], ['2, k, 19', [0.2197682, -0.7242764, 1.0]], ['2, k, 20', [0.1642995, 0.5555663, 1.0]], ['2, k, 21', [0.1797381, 0.02373548, 1.0]], ['2, k, 22', [0.140126, 0.02658911, 1.0]], ['2, k, 23', [0.1588789, 0.02345686, 1.0]], ['2, k, 24', [0.1949599, 0.03379676, 1.0]]]
[['2, k, 0', [0.1654795, 0.009499503, 1.0]], ['2, k, 1', [0.1642542, 0.3253106, 1.0]], ['2, k, 2', [0.1643475, 0.6295189, 1.0]], ['2, k, 3', [0.1671638, 0.7661145, 1.0]], ['2, k, 4', [0.002169016, 0.5114012, 1.0]], ['2, k, 5', [0.03054631, 0.2714543, 1.0]], ['2, k, 6', [0.1134211, 0.09830493, 1.0]], ['2, k, 7', [0.1614356, 0.05269083, 1.0]], ['2, k, 8', [0.3256352, 0.5091653, 1.0]], ['2, k, 9', [0.3045088, 0.2794699, 1.0]], ['2, k, 10', [0.2170184, 0.1061576, 1.0]], ['2, k, 11', [0.1723918, 0.0531094, 1.0]], ['2, k, 12', [0.08340209, 0.009945189, 1.0]], ['2, k, 13', [0.08009105, -0.3205717, 1.0]], ['2, k, 14', [0.1021357, -0.6516967, 1.0]], ['2, k, 15', [0.03488159, -0.7133789, 1.0]], ['2, k, 16', [0.2422256, 0.008803384, 1.0]], ['2, k, 17', [0.2451423, -0.3393691, 1.0]], ['2, k, 18', [0.2351208, -0.655465, 1.0]], ['2, k, 19', [0.2159291, -0.72483, 1.0]], ['2, k, 20', [0.1644418, 0.5551984, 1.0]], ['2, k, 21', [0.1797416, 0.01232241, 1.0]], ['2, k, 22', [0.1410878, 0.0205193, 1.0]], ['2, k, 23', [0.1600231, 0.01763299, 1.0]], ['2, k, 24', [0.1976814, 0.02813437, 1.0]]]
[['2, k, 0', [0.1656306, 0.009329971, 1.0]], ['2, k, 1', [0.1644042, 0.3249618, 1.0]], ['2, k, 2', [0.164012, 0.6289279, 1.0]], ['2, k, 3', [0.167057, 0.7654141, 1.0]], ['2, k, 4', [0.002142792, 0.5113208, 1.0]], ['2, k, 5', [0.03290529, 0.2696157, 1.0]], ['2, k, 6', [0.1140269, 0.09475609, 1.0]], ['2, k, 7', [0.1622573, 0.04563453, 1.0]], ['2, k, 8', [0.3251571, 0.5089558, 1.0]], ['2, k, 9', [0.3037272, 0.2761486, 1.0]], ['2, k, 10', [0.2175267, 0.1002077, 1.0]], ['2, k, 11', [0.1729748, 0.04516434, 1.0]], ['2, k, 12', [0.08372886, 0.009768784, 1.0]], ['2, k, 13', [0.08005493, -0.3205503, 1.0]], ['2, k, 14', [0.1021749, -0.6513298, 1.0]], ['2, k, 15', [0.04823073, -0.7261211, 1.0]], ['2, k, 16', [0.2422821, 0.008621464, 1.0]], ['2, k, 17', [0.2456232, -0.3425239, 1.0]], ['2, k, 18', [0.2352213, -0.6553014, 1.0]], ['2, k, 19', [0.2199499, -0.7230145, 1.0]], ['2, k, 20', [0.1642815, 0.5546237, 1.0]], ['2, k, 21', [0.1814425, 0.009549081, 1.0]], ['2, k, 22', [0.1431031, 0.00924454, 1.0]], ['2, k, 23', [0.1608062, 0.007963284, 1.0]], ['2, k, 24', [0.1980279, 0.02001214, 1.0]]]
[['2, k, 0', [0.1667128, 0.007547969, 1.0]], ['2, k, 1', [0.1670045, 0.3230157, 1.0]], ['2, k, 2', [0.1675528, 0.6272955, 1.0]], ['2, k, 3', [0.1680673, 0.7644044, 1.0]], ['2, k, 4', [0.001495865, 0.5082693, 1.0]], ['2, k, 5', [0.03335585, 0.2756386, 1.0]], ['2, k, 6', [0.1169838, 0.1237674, 1.0]], ['2, k, 7', [0.1614582, 0.09030879, 1.0]], ['2, k, 8', [0.3242083, 0.5073674, 1.0]], ['2, k, 9', [0.297714, 0.2788658, 1.0]], ['2, k, 10', [0.2195154, 0.1348698, 1.0]], ['2, k, 11', [0.1689171, 0.08971091, 1.0]], ['2, k, 12', [0.08580095, 0.008187858, 1.0]], ['2, k, 13', [0.08102331, -0.3199761, 1.0]], ['2, k, 14', [0.1019818, -0.6465389, 1.0]], ['2, k, 15', [0.05833366, -0.7218633, 1.0]], ['2, k, 16', [0.2425228, 0.006536369, 1.0]], ['2, k, 17', [0.2465842, -0.3447837, 1.0]], ['2, k, 18', [0.2337834, -0.6548049, 1.0]], ['2, k, 19', [0.2259033, -0.7241876, 1.0]], ['2, k, 20', [0.1675518, 0.552791, 1.0]], ['2, k, 21', [0.1786426, 0.05433337, 1.0]], ['2, k, 22', [0.1468446, 0.042053, 1.0]], ['2, k, 23', [0.1597565, 0.06225786, 1.0]], ['2, k, 24', [0.1686876, 0.03812665, 1.0]]]
[['2, k, 0', [0.1669162, 0.007521411, 1.0]], ['2, k, 1', [0.1672409, 0.3228395, 1.0]], ['2, k, 2', [0.1677123, 0.6269622, 1.0]], ['2, k, 3', [0.1684265, 0.7643676, 1.0]], ['2, k, 4', [0.001722671, 0.5083785, 1.0]], ['2, k, 5', [0.02764801, 0.2702376, 1.0]], ['2, k, 6', [0.1204951, 0.1235299, 1.0]], ['2, k, 7', [0.1586031, 0.1023152, 1.0]], ['2, k, 8', [0.3240074, 0.5072188, 1.0]], ['2, k, 9', [0.2946889, 0.2829879, 1.0]], ['2, k, 10', [0.2186439, 0.1412224, 1.0]], ['2, k, 11', [0.168617, 0.1041246, 1.0]], ['2, k, 12', [0.08606142, 0.008166553, 1.0]], ['2, k, 13', [0.081159, -0.3196152, 1.0]], ['2, k, 14', [0.1022089, -0.6465971, 1.0]], ['2, k, 15', [0.05514438, -0.7216478, 1.0]], ['2, k, 16', [0.2426671, 0.006515095, 1.0]], ['2, k, 17', [0.2466728, -0.344431, 1.0]], ['2, k, 18', [0.2338253, -0.6551401, 1.0]], ['2, k, 19', [0.2271539, -0.7243061, 1.0]], ['2, k, 20', [0.167732, 0.5525034, 1.0]], ['2, k, 21', [0.1800499, 0.07326404, 1.0]], ['2, k, 22', [0.1442009, 0.06398136, 1.0]], ['2, k, 23', [0.1603748, 0.07027998, 1.0]], ['2, k, 24', [0.1965339, 0.08589203, 1.0]]]
[['2, k, 0', [0.1669881, 0.007575685, 1.0]], ['2, k, 1', [0.1673036, 0.3228004, 1.0]], ['2, k, 2', [0.167731, 0.626676, 1.0]], ['2, k, 3', [0.1688003, 0.7641054, 1.0]], ['2, k, 4', [0.00169242, 0.5078588, 1.0]], ['2, k, 5', [0.03251959, 0.2780397, 1.0]], ['2, k, 6', [0.1237298, 0.1497525, 1.0]], ['2, k, 7', [0.1602399, 0.1258465, 1.0]], ['2, k, 8', [0.3236526, 0.5070065, 1.0]], ['2, k, 9', [0.2914434, 0.2874002, 1.0]], ['2, k, 10', [0.2121021, 0.1687289, 1.0]], ['2, k, 11', [0.1699956, 0.1276582, 1.0]], ['2, k, 12', [0.08612618, 0.008191871, 1.0]], ['2, k, 13', [0.08105413, -0.3190964, 1.0]], ['2, k, 14', [0.101354, -0.6463008, 1.0]], ['2, k, 15', [0.05491028, -0.7217432, 1.0]], ['2, k, 16', [0.2427447, 0.006619059, 1.0]], ['2, k, 17', [0.247026, -0.3432623, 1.0]], ['2, k, 18', [0.2334028, -0.653218, 1.0]], ['2, k, 19', [0.2274866, -0.7236583, 1.0]], ['2, k, 20', [0.1677793, 0.5523013, 1.0]], ['2, k, 21', [0.1783525, 0.09689002, 1.0]], ['2, k, 22', [0.1461086, 0.0792689, 1.0]], ['2, k, 23', [0.1613847, 0.1005674, 1.0]], ['2, k, 24', [0.1924443, 0.1354096, 1.0]]]
[['2, k, 0', [0.1671068, 0.007726687, 1.0]], ['2, k, 1', [0.1674575, 0.3228027, 1.0]], ['2, k, 2', [0.1679578, 0.6264345, 1.0]], ['2, k, 3', [0.1691397, 0.7640916, 1.0]], ['2, k, 4', [0.00233779, 0.5073888, 1.0]], ['2, k, 5', [0.01152555, 0.3219156, 1.0]], ['2, k, 6', [0.1036202, 0.2105316, 1.0]], ['2, k, 7', [0.1599101, 0.1763738, 1.0]], ['2, k, 8', [0.3241706, 0.5068318, 1.0]], ['2, k, 9', [0.298075, 0.3158582, 1.0]], ['2, k, 10', [0.2185792, 0.196834, 1.0]], ['2, k, 11', [0.168369, 0.1746641, 1.0]], ['2, k, 12', [0.08617578, 0.008290413, 1.0]], ['2, k, 13', [0.08107252, -0.3193996, 1.0]], ['2, k, 14', [0.1014823, -0.6466828, 1.0]], ['2, k, 15', [0.05512389, -0.7218423, 1.0]], ['2, k, 16', [0.24296, 0.006856556, 1.0]], ['2, k, 17', [0.2467488, -0.3423007, 1.0]], ['2, k, 18', [0.2333125, -0.6536365, 1.0]], ['2, k, 19', [0.2279777, -0.7238686, 1.0]], ['2, k, 20', [0.1679951, 0.5521384, 1.0]], ['2, k, 21', [0.1811221, 0.1585439, 1.0]], ['2, k, 22', [0.1559924, 0.1235207, 1.0]], ['2, k, 23', [0.1609818, 0.1492964, 1.0]], ['2, k, 24', [0.1927728, 0.1435457, 1.0]]]
[['2, k, 0', [0.1672192, 0.008442055, 1.0]], ['2, k, 1', [0.1676329, 0.3229177, 1.0]], ['2, k, 2', [0.1683133, 0.6260206, 1.0]], ['2, k, 3', [0.1697957, 0.7638446, 1.0]], ['2, k, 4', [0.003377417, 0.5077483, 1.0]], ['2, k, 5', [0.02378608, 0.3342706, 1.0]], ['2, k, 6', [0.1115529, 0.2241368, 1.0]], ['2, k, 7', [0.1602447, 0.2035309, 1.0]], ['2, k, 8', [0.3241872, 0.5071842, 1.0]], ['2, k, 9', [0.3124363, 0.3317857, 1.0]], ['2, k, 10', [0.2193698, 0.2365487, 1.0]], ['2, k, 11', [0.1687641, 0.2052052, 1.0]], ['2, k, 12', [0.08618249, 0.008928861, 1.0]], ['2, k, 13', [0.08107708, -0.3194118, 1.0]], ['2, k, 14', [0.1016534, -0.6468475, 1.0]], ['2, k, 15', [0.05127174, -0.7242579, 1.0]], ['2, k, 16', [0.2431823, 0.00770899, 1.0]], ['2, k, 17', [0.246004, -0.3494895, 1.0]], ['2, k, 18', [0.2329704, -0.6540127, 1.0]], ['2, k, 19', [0.2130857, -0.7283038, 1.0]], ['2, k, 20', [0.1683006, 0.5519065, 1.0]], ['2, k, 21', [0.181646, 0.1830025, 1.0]], ['2, k, 22', [0.1552814, 0.1561144, 1.0]], ['2, k, 23', [0.1575872, 0.182039, 1.0]], ['2, k, 24', [0.1790214, 0.1595415, 1.0]]]
[['2, k, 0', [0.1677945, 0.009744346, 1.0]], ['2, k, 1', [0.1677663, 0.3230175, 1.0]], ['2, k, 2', [0.1683064, 0.6256196, 1.0]], ['2, k, 3', [0.1702372, 0.7638991, 1.0]], ['2, k, 4', [0.006130266, 0.5108108, 1.0]], ['2, k, 5', [0.02348775, 0.3523138, 1.0]], ['2, k, 6', [0.1147134, 0.2600572, 1.0]], ['2, k, 7', [0.1605559, 0.2375103, 1.0]], ['2, k, 8', [0.3233956, 0.5096902, 1.0]], ['2, k, 9', [0.3069378, 0.347537, 1.0]], ['2, k, 10', [0.2200371, 0.2425869, 1.0]], ['2, k, 11', [0.1672096, 0.2359861, 1.0]], ['2, k, 12', [0.08657609, 0.01004779, 1.0]], ['2, k, 13', [0.08106725, -0.3195541, 1.0]], ['2, k, 14', [0.101466, -0.6475793, 1.0]], ['2, k, 15', [0.05137857, -0.7248313, 1.0]], ['2, k, 16', [0.2439222, 0.009169055, 1.0]], ['2, k, 17', [0.2471422, -0.3436233, 1.0]], ['2, k, 18', [0.2330126, -0.6540787, 1.0]], ['2, k, 19', [0.2182571, -0.7267176, 1.0]], ['2, k, 20', [0.1683467, 0.5516933, 1.0]], ['2, k, 21', [0.1829081, 0.2236572, 1.0]], ['2, k, 22', [0.1559779, 0.1866676, 1.0]], ['2, k, 23', [0.1556776, 0.2217585, 1.0]], ['2, k, 24', [0.1513454, 0.1882124, 1.0]]]
[['2, k, 0', [0.1684746, 0.01163981, 1.0]], ['2, k, 1', [0.168495, 0.3236454, 1.0]], ['2, k, 2', [0.1691404, 0.6255087, 1.0]], ['2, k, 3', [0.1705681, 0.7638168, 1.0]], ['2, k, 4', [0.007220007, 0.5138817, 1.0]], ['2, k, 5', [0.02675446, 0.3725625, 1.0]], ['2, k, 6', [0.1090741, 0.2798987, 1.0]], ['2, k, 7', [0.1616285, 0.2699208, 1.0]], ['2, k, 8', [0.3221031, 0.5153168, 1.0]], ['2, k, 9', [0.3212175, 0.3434929, 1.0]], ['2, k, 10', [0.2281151, 0.2781164, 1.0]], ['2, k, 11', [0.166424, 0.2676281, 1.0]], ['2, k, 12', [0.08717194, 0.01180916, 1.0]], ['2, k, 13', [0.08105852, -0.3197857, 1.0]], ['2, k, 14', [0.1015752, -0.6478789, 1.0]], ['2, k, 15', [0.05330507, -0.724987, 1.0]], ['2, k, 16', [0.2446798, 0.01124041, 1.0]], ['2, k, 17', [0.247456, -0.3517919, 1.0]], ['2, k, 18', [0.2333027, -0.6544436, 1.0]], ['2, k, 19', [0.2203241, -0.7254964, 1.0]], ['2, k, 20', [0.1691199, 0.551747, 1.0]], ['2, k, 21', [0.181728, 0.2602693, 1.0]], ['2, k, 22', [0.158908, 0.2240031, 1.0]], ['2, k, 23', [0.1551014, 0.2600799, 1.0]], ['2, k, 24', [0.1267178, 0.2717406, 1.0]]]
[['2, k, 0', [0.1685014, 0.01228941, 1.0]], ['2, k, 1', [0.168579, 0.3238674, 1.0]], ['2, k, 2', [0.1691758, 0.6254498, 1.0]], ['2, k, 3', [0.1709283, 0.7640091, 1.0]], ['2, k, 4', [0.01037862, 0.5219667, 1.0]], ['2, k, 5', [0.0219895, 0.4026618, 1.0]], ['2, k, 6', [0.1125663, 0.3112413, 1.0]], ['2, k, 7', [0.1594469, 0.3054714, 1.0]], ['2, k, 8', [0.3220104, 0.521244, 1.0]], ['2, k, 9', [0.287496, 0.3561153, 1.0]], ['2, k, 10', [0.1282137, 0.3006902, 1.0]], ['2, k, 11', [0.1372455, 0.302212, 1.0]], ['2, k, 12', [0.08705088, 0.01244749, 1.0]], ['2, k, 13', [0.08118528, -0.321818, 1.0]], ['2, k, 14', [0.1015425, -0.647963, 1.0]], ['2, k, 15', [0.05230305, -0.7251175, 1.0]], ['2, k, 16', [0.2448473, 0.01190814, 1.0]], ['2, k, 17', [0.2478227, -0.3520977, 1.0]], ['2, k, 18', [0.2337375, -0.6546991, 1.0]], ['2, k, 19', [0.2248791, -0.7244132, 1.0]], ['2, k, 20', [0.1691715, 0.5517543, 1.0]], ['2, k, 21', [0.1799391, 0.2935231, 1.0]], ['2, k, 22', [0.1506444, 0.265105, 1.0]], ['2, k, 23', [0.1437669, 0.3067903, 1.0]], ['2, k, 24', [0.108101, 0.3135094, 1.0]]]
