[['2, k, 0', [-0.332658, -0.749341, 1.0]], ['2, k, 1', [-0.321762, -0.42462, 1.0]], ['2, k, 2', [-0.309377, -0.104936, 1.0]], ['2, k, 3', [-0.314422, 0.028235, 1.0]], ['2, k, 4', [-0.449563, -0.232507, 1.0]], ['2, k, 5', [-0.559243, -0.243352, 1.0]], ['2, k, 6', [-0.387686, -0.181669, 1.0]], ['2, k, 7', [-0.320502, -0.142729, 1.0]], ['2, k, 8', [-0.161606, -0.214187, 1.0]], ['2, k, 9', [-0.0388894, -0.216219, 1.0]], ['2, k, 10', [-0.12047, -0.164435, 1.0]], ['2, k, 11', [-0.074985, -0.135314, 1.0]], ['2, k, 12', [-0.393885, -0.743765, 1.0]], ['2, k, 13', [-0.367002, -1.05922, 1.0]], ['2, k, 14', [-0.33997, -1.46131, 1.0]], ['2, k, 15', [-0.30542, -1.51074, 1.0]], ['2, k, 16', [-0.262788, -0.735453, 1.0]], ['2, k, 17', [-0.199637, -1.0466, 1.0]], ['2, k, 18', [-0.225389, -1.45129, 1.0]], ['2, k, 19', [-0.258057, -1.50781, 1.0]], ['2, k, 20', [-0.312744, -0.184195, 1.0]], ['2, k, 21', [-0.245824, -0.139309, 1.0]], ['2, k, 22', [-0.318249, -0.137571, 1.0]], ['2, k, 23', [-0.00750409, -0.131609, 1.0]], ['2, k, 24', [0.00754852, -0.127407, 1.0]]]
[['2, k, 0', [-0.31606, -0.706537, 1.0]], ['2, k, 1', [-0.308469, -0.385794, 1.0]], ['2, k, 2', [-0.300386, -0.0694294, 1.0]], ['2, k, 3', [-0.268818, 0.0396917, 1.0]], ['2, k, 4', [-0.385365, -0.181911, 1.0]], ['2, k, 5', [-0.202232, -0.176303, 1.0]], ['2, k, 6', [0.0226079, -0.136626, 1.0]], ['2, k, 7', [0.104104, -0.109594, 1.0]], ['2, k, 8', [-0.143823, -0.161921, 1.0]], ['2, k, 9', [0.0541297, -0.232774, 1.0]], ['2, k, 10', [0.233045, -0.204464, 1.0]], ['2, k, 11', [0.322341, -0.149249, 1.0]], ['2, k, 12', [-0.36098, -0.689625, 1.0]], ['2, k, 13', [-0.405609, -1.02823, 1.0]], ['2, k, 14', [-0.358085, -1.43406, 1.0]], ['2, k, 15', [-0.321646, -1.51275, 1.0]], ['2, k, 16', [-0.263104, -0.705173, 1.0]], ['2, k, 17', [-0.298903, -1.15312, 1.0]], ['2, k, 18', [-0.235698, -1.52704, 1.0]], ['2, k, 19', [-0.292368, -1.52973, 1.0]], ['2, k, 20', [-0.302634, -0.148002, 1.0]], ['2, k, 21', [0.153617, -0.10021, 1.0]], ['2, k, 22', [0.106784, -0.12598, 1.0]], ['2, k, 23', [0.36673, -0.129219, 1.0]], ['2, k, 24', [0.272075, -0.161952, 1.0]]]
[['2, k, 0', [-0.316524, -0.70528, 1.0]], ['2, k, 1', [-0.308354, -0.383719, 1.0]], ['2, k, 2', [-0.299369, -0.0666452, 1.0]], ['2, k, 3', [-0.267809, 0.042338, 1.0]], ['2, k, 4', [-0.378689, -0.180399, 1.0]], ['2, k, 5', [-0.188762, -0.173265, 1.0]], ['2, k, 6', [0.0324342, -0.135057, 1.0]], ['2, k, 7', [0.117581, -0.106287, 1.0]], ['2, k, 8', [-0.142106, -0.159618, 1.0]], ['2, k, 9', [0.0618497, -0.222844, 1.0]], ['2, k, 10', [0.240944, -0.220411, 1.0]], ['2, k, 11', [0.31514, -0.156808, 1.0]], ['2, k, 12', [-0.36027, -0.688297, 1.0]], ['2, k, 13', [-0.404923, -1.02587, 1.0]], ['2, k, 14', [-0.357355, -1.4317, 1.0]], ['2, k, 15', [-0.320993, -1.5108, 1.0]], ['2, k, 16', [-0.264257, -0.703898, 1.0]], ['2, k, 17', [-0.298792, -1.15311, 1.0]], ['2, k, 18', [-0.262034, -1.46798, 1.0]], ['2, k, 19', [-0.292111, -1.52266, 1.0]], ['2, k, 20', [-0.301864, -0.145364, 1.0]], ['2, k, 21', [0.174146, -0.0923277, 1.0]], ['2, k, 22', [0.151308, -0.12184, 1.0]], ['2, k, 23', [0.354782, -0.146631, 1.0]], ['2, k, 24', [0.292046, -0.16052, 1.0]]]
[['2, k, 0', [-0.316166, -0.705021, 1.0]], ['2, k, 1', [-0.307838, -0.382023, 1.0]], ['2, k, 2', [-0.298382, -0.0625496, 1.0]], ['2, k, 3', [-0.266302, 0.0462023, 1.0]], ['2, k, 4', [-0.373933, -0.180016, 1.0]], ['2, k, 5', [-0.16426, -0.16518, 1.0]], ['2, k, 6', [0.0452837, -0.129241, 1.0]], ['2, k, 7', [0.132244, -0.103042, 1.0]], ['2, k, 8', [-0.140685, -0.156191, 1.0]], ['2, k, 9', [0.0567472, -0.218253, 1.0]], ['2, k, 10', [0.202584, -0.213779, 1.0]], ['2, k, 11', [0.300276, -0.156351, 1.0]], ['2, k, 12', [-0.358753, -0.688537, 1.0]], ['2, k, 13', [-0.404122, -1.02535, 1.0]], ['2, k, 14', [-0.353955, -1.43089, 1.0]], ['2, k, 15', [-0.320682, -1.51101, 1.0]], ['2, k, 16', [-0.264421, -0.703552, 1.0]], ['2, k, 17', [-0.298737, -1.15329, 1.0]], ['2, k, 18', [-0.247701, -1.45817, 1.0]], ['2, k, 19', [-0.327075, -1.51927, 1.0]], ['2, k, 20', [-0.301011, -0.141922, 1.0]], ['2, k, 21', [0.189727, -0.0884431, 1.0]], ['2, k, 22', [0.164057, -0.126183, 1.0]], ['2, k, 23', [0.339968, -0.146176, 1.0]], ['2, k, 24', [0.277297, -0.160067, 1.0]]]
[['2, k, 0', [-0.316039, -0.70403, 1.0]], ['2, k, 1', [-0.306954, -0.37952, 1.0]], ['2, k, 2', [-0.296381, -0.0587301, 1.0]], ['2, k, 3', [-0.264585, 0.0498423, 1.0]], ['2, k, 4', [-0.368029, -0.179437, 1.0]], ['2, k, 5', [-0.15705, -0.164042, 1.0]], ['2, k, 6', [0.0560989, -0.126717, 1.0]], ['2, k, 7', [0.144943, -0.0992386, 1.0]], ['2, k, 8', [-0.138221, -0.152625, 1.0]], ['2, k, 9', [0.0467596, -0.208574, 1.0]], ['2, k, 10', [0.207044, -0.221767, 1.0]], ['2, k, 11', [0.251434, -0.207064, 1.0]], ['2, k, 12', [-0.357604, -0.687171, 1.0]], ['2, k, 13', [-0.403639, -1.02336, 1.0]], ['2, k, 14', [-0.355307, -1.42917, 1.0]], ['2, k, 15', [-0.318299, -1.51068, 1.0]], ['2, k, 16', [-0.265014, -0.702858, 1.0]], ['2, k, 17', [-0.299467, -1.15339, 1.0]], ['2, k, 18', [-0.248319, -1.45799, 1.0]], ['2, k, 19', [-0.292138, -1.52518, 1.0]], ['2, k, 20', [-0.299305, -0.138372, 1.0]], ['2, k, 21', [0.205607, -0.0828799, 1.0]], ['2, k, 22', [0.165348, -0.124575, 1.0]], ['2, k, 23', [0.291307, -0.196736, 1.0]], ['2, k, 24', [0.228883, -0.210422, 1.0]]]
[['2, k, 0', [-0.315656, -0.703529, 1.0]], ['2, k, 1', [-0.305625, -0.37799, 1.0]], ['2, k, 2', [-0.294004, -0.05649, 1.0]], ['2, k, 3', [-0.263499, 0.0522654, 1.0]], ['2, k, 4', [-0.366736, -0.179278, 1.0]], ['2, k, 5', [-0.152291, -0.162914, 1.0]], ['2, k, 6', [0.0626401, -0.124457, 1.0]], ['2, k, 7', [0.15512, -0.096113, 1.0]], ['2, k, 8', [-0.13553, -0.150546, 1.0]], ['2, k, 9', [0.046262, -0.208572, 1.0]], ['2, k, 10', [0.172083, -0.19735, 1.0]], ['2, k, 11', [0.163143, -0.193859, 1.0]], ['2, k, 12', [-0.357302, -0.686953, 1.0]], ['2, k, 13', [-0.403138, -1.02232, 1.0]], ['2, k, 14', [-0.355934, -1.42956, 1.0]], ['2, k, 15', [-0.314911, -1.49834, 1.0]], ['2, k, 16', [-0.264946, -0.702245, 1.0]], ['2, k, 17', [-0.299014, -1.1549, 1.0]], ['2, k, 18', [-0.253664, -1.45985, 1.0]], ['2, k, 19', [-0.320938, -1.52843, 1.0]], ['2, k, 20', [-0.297206, -0.136287, 1.0]], ['2, k, 21', [0.216437, -0.0831478, 1.0]], ['2, k, 22', [0.200486, -0.11472, 1.0]], ['2, k, 23', [0.203304, -0.183571, 1.0]], ['2, k, 24', [0.161895, -0.192375, 1.0]]]
[['2, k, 0', [-0.314948, -0.703215, 1.0]], ['2, k, 1', [-0.304686, -0.376961, 1.0]], ['2, k, 2', [-0.292874, -0.0550432, 1.0]], ['2, k, 3', [-0.261895, 0.0534614, 1.0]], ['2, k, 4', [-0.358364, -0.181748, 1.0]], ['2, k, 5', [-0.139609, -0.160731, 1.0]], ['2, k, 6', [0.0665504, -0.123489, 1.0]], ['2, k, 7', [0.157551, -0.0941479, 1.0]], ['2, k, 8', [-0.134284, -0.149224, 1.0]], ['2, k, 9', [0.0388697, -0.207713, 1.0]], ['2, k, 10', [0.170496, -0.197422, 1.0]], ['2, k, 11', [0.214404, -0.194275, 1.0]], ['2, k, 12', [-0.356131, -0.686586, 1.0]], ['2, k, 13', [-0.40344, -1.02169, 1.0]], ['2, k, 14', [-0.356922, -1.42907, 1.0]], ['2, k, 15', [-0.313753, -1.49765, 1.0]], ['2, k, 16', [-0.264886, -0.701973, 1.0]], ['2, k, 17', [-0.300988, -1.15093, 1.0]], ['2, k, 18', [-0.264092, -1.46042, 1.0]], ['2, k, 19', [-0.296319, -1.52222, 1.0]], ['2, k, 20', [-0.296113, -0.134915, 1.0]], ['2, k, 21', [0.219312, -0.0783719, 1.0]], ['2, k, 22', [0.178247, -0.0631026, 1.0]], ['2, k, 23', [0.254405, -0.183997, 1.0]], ['2, k, 24', [0.212791, -0.192812, 1.0]]]
[['2, k, 0', [-0.31491, -0.702735, 1.0]], ['2, k, 1', [-0.304048, -0.375832, 1.0]], ['2, k, 2', [-0.291417, -0.0533333, 1.0]], ['2, k, 3', [-0.260257, 0.0549528, 1.0]], ['2, k, 4', [-0.352287, -0.181918, 1.0]], ['2, k, 5', [-0.12933, -0.157726, 1.0]], ['2, k, 6', [0.0700157, -0.122671, 1.0]], ['2, k, 7', [0.159969, -0.092365, 1.0]], ['2, k, 8', [-0.132726, -0.147629, 1.0]], ['2, k, 9', [0.0359327, -0.206517, 1.0]], ['2, k, 10', [0.167723, -0.199357, 1.0]], ['2, k, 11', [0.211679, -0.197251, 1.0]], ['2, k, 12', [-0.355609, -0.685998, 1.0]], ['2, k, 13', [-0.402861, -1.02103, 1.0]], ['2, k, 14', [-0.357852, -1.42842, 1.0]], ['2, k, 15', [-0.298704, -1.49663, 1.0]], ['2, k, 16', [-0.265372, -0.701506, 1.0]], ['2, k, 17', [-0.301215, -1.15073, 1.0]], ['2, k, 18', [-0.249656, -1.45538, 1.0]], ['2, k, 19', [-0.276611, -1.50098, 1.0]], ['2, k, 20', [-0.29487, -0.13333, 1.0]], ['2, k, 21', [0.221208, -0.0718612, 1.0]], ['2, k, 22', [0.207552, -0.102747, 1.0]], ['2, k, 23', [0.251692, -0.186969, 1.0]], ['2, k, 24', [0.210099, -0.195778, 1.0]]]
[['2, k, 0', [-0.313788, -0.702505, 1.0]], ['2, k, 1', [-0.302746, -0.374933, 1.0]], ['2, k, 2', [-0.289961, -0.0519212, 1.0]], ['2, k, 3', [-0.258374, 0.056303, 1.0]], ['2, k, 4', [-0.349639, -0.182685, 1.0]], ['2, k, 5', [-0.124322, -0.156612, 1.0]], ['2, k, 6', [0.0736725, -0.120985, 1.0]], ['2, k, 7', [0.16662, -0.0892048, 1.0]], ['2, k, 8', [-0.131211, -0.146304, 1.0]], ['2, k, 9', [0.035058, -0.202584, 1.0]], ['2, k, 10', [0.170694, -0.196363, 1.0]], ['2, k, 11', [0.21593, -0.194565, 1.0]], ['2, k, 12', [-0.353542, -0.685758, 1.0]], ['2, k, 13', [-0.402011, -1.02036, 1.0]], ['2, k, 14', [-0.355941, -1.42673, 1.0]], ['2, k, 15', [-0.322266, -1.51172, 1.0]], ['2, k, 16', [-0.265095, -0.701317, 1.0]], ['2, k, 17', [-0.300525, -1.15372, 1.0]], ['2, k, 18', [-0.256832, -1.46147, 1.0]], ['2, k, 19', [-0.330996, -1.52977, 1.0]], ['2, k, 20', [-0.293443, -0.132031, 1.0]], ['2, k, 21', [0.227948, -0.0681081, 1.0]], ['2, k, 22', [0.216723, -0.10347, 1.0]], ['2, k, 23', [0.255736, -0.184508, 1.0]], ['2, k, 24', [0.214323, -0.193117, 1.0]]]
[['2, k, 0', [-0.31293, -0.70227, 1.0]], ['2, k, 1', [-0.301472, -0.373909, 1.0]], ['2, k, 2', [-0.288322, -0.050128, 1.0]], ['2, k, 3', [-0.256652, 0.0581376, 1.0]], ['2, k, 4', [-0.346159, -0.18395, 1.0]], ['2, k, 5', [-0.118715, -0.155373, 1.0]], ['2, k, 6', [0.127254, -0.105752, 1.0]], ['2, k, 7', [0.191613, -0.0803206, 1.0]], ['2, k, 8', [-0.129513, -0.14459, 1.0]], ['2, k, 9', [0.035487, -0.200915, 1.0]], ['2, k, 10', [0.171819, -0.195064, 1.0]], ['2, k, 11', [0.217287, -0.193387, 1.0]], ['2, k, 12', [-0.351633, -0.685351, 1.0]], ['2, k, 13', [-0.401944, -1.01913, 1.0]], ['2, k, 14', [-0.365781, -1.42464, 1.0]], ['2, k, 15', [-0.317436, -1.50286, 1.0]], ['2, k, 16', [-0.265001, -0.701219, 1.0]], ['2, k, 17', [-0.299833, -1.1543, 1.0]], ['2, k, 18', [-0.259228, -1.46395, 1.0]], ['2, k, 19', [-0.263789, -1.50984, 1.0]], ['2, k, 20', [-0.291884, -0.13042, 1.0]], ['2, k, 21', [0.248981, -0.06787, 1.0]], ['2, k, 22', [0.229096, -0.0987652, 1.0]], ['2, k, 23', [0.256019, -0.184838, 1.0]], ['2, k, 24', [0.21567, -0.191948, 1.0]]]
[['2, k, 0', [-0.312417, -0.701967, 1.0]], ['2, k, 1', [-0.300661, -0.373069, 1.0]], ['2, k, 2', [-0.287248, -0.0488493, 1.0]], ['2, k, 3', [-0.255485, 0.0593521, 1.0]], ['2, k, 4', [-0.34452, -0.184241, 1.0]], ['2, k, 5', [-0.11469, -0.153862, 1.0]], ['2, k, 6', [0.0899657, -0.113712, 1.0]], ['2, k, 7', [0.180493, -0.0836511, 1.0]], ['2, k, 8', [-0.128406, -0.143365, 1.0]], ['2, k, 9', [0.0358505, -0.199693, 1.0]], ['2, k, 10', [0.172612, -0.194055, 1.0]], ['2, k, 11', [0.218224, -0.192448, 1.0]], ['2, k, 12', [-0.35055, -0.684939, 1.0]], ['2, k, 13', [-0.401357, -1.01805, 1.0]], ['2, k, 14', [-0.363864, -1.42529, 1.0]], ['2, k, 15', [-0.314344, -1.50974, 1.0]], ['2, k, 16', [-0.264955, -0.70109, 1.0]], ['2, k, 17', [-0.299459, -1.15523, 1.0]], ['2, k, 18', [-0.249166, -1.45765, 1.0]], ['2, k, 19', [-0.270585, -1.50951, 1.0]], ['2, k, 20', [-0.290869, -0.129239, 1.0]], ['2, k, 21', [0.242929, -0.0683195, 1.0]], ['2, k, 22', [0.196529, -0.0766032, 1.0]], ['2, k, 23', [0.256866, -0.184188, 1.0]], ['2, k, 24', [0.216601, -0.191017, 1.0]]]
[['2, k, 0', [-0.312461, -0.701529, 1.0]], ['2, k, 1', [-0.300231, -0.372256, 1.0]], ['2, k, 2', [-0.286246, -0.0477242, 1.0]], ['2, k, 3', [-0.254597, 0.0604243, 1.0]], ['2, k, 4', [-0.341307, -0.184204, 1.0]], ['2, k, 5', [-0.110334, -0.152761, 1.0]], ['2, k, 6', [0.137266, -0.102849, 1.0]], ['2, k, 7', [0.195821, -0.079162, 1.0]], ['2, k, 8', [-0.127375, -0.142282, 1.0]], ['2, k, 9', [0.0362433, -0.198764, 1.0]], ['2, k, 10', [0.17324, -0.193317, 1.0]], ['2, k, 11', [0.218931, -0.191771, 1.0]], ['2, k, 12', [-0.350161, -0.684291, 1.0]], ['2, k, 13', [-0.40065, -1.0167, 1.0]], ['2, k, 14', [-0.362866, -1.42369, 1.0]], ['2, k, 15', [-0.313209, -1.50792, 1.0]], ['2, k, 16', [-0.265375, -0.700556, 1.0]], ['2, k, 17', [-0.299292, -1.15515, 1.0]], ['2, k, 18', [-0.259248, -1.46309, 1.0]], ['2, k, 19', [-0.280511, -1.50962, 1.0]], ['2, k, 20', [-0.290018, -0.128184, 1.0]], ['2, k, 21', [0.256543, -0.0668437, 1.0]], ['2, k, 22', [0.190696, -0.0528504, 1.0]], ['2, k, 23', [0.257924, -0.18309, 1.0]], ['2, k, 24', [0.217303, -0.190346, 1.0]]]
[['2, k, 0', [-0.312679, -0.701446, 1.0]], ['2, k, 1', [-0.300104, -0.371865, 1.0]], ['2, k, 2', [-0.285566, -0.0468808, 1.0]], ['2, k, 3', [-0.2536, 0.0612211, 1.0]], ['2, k, 4', [-0.339325, -0.18484, 1.0]], ['2, k, 5', [-0.107227, -0.152233, 1.0]], ['2, k, 6', [0.140286, -0.102234, 1.0]], ['2, k, 7', [0.200581, -0.0776989, 1.0]], ['2, k, 8', [-0.126678, -0.141468, 1.0]], ['2, k, 9', [0.0365679, -0.198016, 1.0]], ['2, k, 10', [0.173728, -0.192679, 1.0]], ['2, k, 11', [0.219473, -0.191169, 1.0]], ['2, k, 12', [-0.350199, -0.684268, 1.0]], ['2, k, 13', [-0.400546, -1.0167, 1.0]], ['2, k, 14', [-0.362677, -1.42357, 1.0]], ['2, k, 15', [-0.310993, -1.50351, 1.0]], ['2, k, 16', [-0.265995, -0.700411, 1.0]], ['2, k, 17', [-0.298807, -1.15575, 1.0]], ['2, k, 18', [-0.265511, -1.46527, 1.0]], ['2, k, 19', [-0.277332, -1.50991, 1.0]], ['2, k, 20', [-0.289499, -0.127462, 1.0]], ['2, k, 21', [0.255874, -0.0662731, 1.0]], ['2, k, 22', [0.224164, -0.0467538, 1.0]], ['2, k, 23', [0.258885, -0.181899, 1.0]], ['2, k, 24', [0.217468, -0.190065, 1.0]]]
[['2, k, 0', [-0.312471, -0.701442, 1.0]], ['2, k, 1', [-0.299509, -0.371444, 1.0]], ['2, k, 2', [-0.28459, -0.0459484, 1.0]], ['2, k, 3', [-0.252748, 0.0622187, 1.0]], ['2, k, 4', [-0.338752, -0.184955, 1.0]], ['2, k, 5', [-0.10625, -0.152072, 1.0]], ['2, k, 6', [0.141075, -0.102078, 1.0]], ['2, k, 7', [0.201837, -0.0772038, 1.0]], ['2, k, 8', [-0.125682, -0.140563, 1.0]], ['2, k, 9', [0.0371251, -0.197216, 1.0]], ['2, k, 10', [0.138243, -0.203762, 1.0]], ['2, k, 11', [0.171982, -0.206211, 1.0]], ['2, k, 12', [-0.349955, -0.684305, 1.0]], ['2, k, 13', [-0.40084, -1.0167, 1.0]], ['2, k, 14', [-0.362819, -1.42341, 1.0]], ['2, k, 15', [-0.311307, -1.50375, 1.0]], ['2, k, 16', [-0.265969, -0.7004, 1.0]], ['2, k, 17', [-0.298927, -1.15677, 1.0]], ['2, k, 18', [-0.271337, -1.47023, 1.0]], ['2, k, 19', [-0.280571, -1.51285, 1.0]], ['2, k, 20', [-0.288608, -0.126655, 1.0]], ['2, k, 21', [0.25637, -0.0668137, 1.0]], ['2, k, 22', [0.209659, -0.0635742, 1.0]], ['2, k, 23', [0.212125, -0.195902, 1.0]], ['2, k, 24', [0.170702, -0.204676, 1.0]]]
[['2, k, 0', [-0.312381, -0.701072, 1.0]], ['2, k, 1', [-0.299182, -0.370913, 1.0]], ['2, k, 2', [-0.284106, -0.045475, 1.0]], ['2, k, 3', [-0.251577, 0.0625818, 1.0]], ['2, k, 4', [-0.337729, -0.185109, 1.0]], ['2, k, 5', [-0.104843, -0.152088, 1.0]], ['2, k, 6', [0.141057, -0.102107, 1.0]], ['2, k, 7', [0.201654, -0.077847, 1.0]], ['2, k, 8', [-0.125185, -0.140108, 1.0]], ['2, k, 9', [0.0373105, -0.196827, 1.0]], ['2, k, 10', [0.137953, -0.203948, 1.0]], ['2, k, 11', [0.171534, -0.206588, 1.0]], ['2, k, 12', [-0.34965, -0.683951, 1.0]], ['2, k, 13', [-0.400521, -1.01594, 1.0]], ['2, k, 14', [-0.362281, -1.42256, 1.0]], ['2, k, 15', [-0.312472, -1.50647, 1.0]], ['2, k, 16', [-0.266092, -0.699976, 1.0]], ['2, k, 17', [-0.298645, -1.15735, 1.0]], ['2, k, 18', [-0.271602, -1.46936, 1.0]], ['2, k, 19', [-0.280367, -1.51329, 1.0]], ['2, k, 20', [-0.288155, -0.126152, 1.0]], ['2, k, 21', [0.256693, -0.0656711, 1.0]], ['2, k, 22', [0.153675, -0.0925902, 1.0]], ['2, k, 23', [0.211678, -0.196278, 1.0]], ['2, k, 24', [0.172415, -0.204275, 1.0]]]
[['2, k, 0', [-0.312542, -0.701163, 1.0]], ['2, k, 1', [-0.299118, -0.370894, 1.0]], ['2, k, 2', [-0.283626, -0.0453296, 1.0]], ['2, k, 3', [-0.250914, 0.0627538, 1.0]], ['2, k, 4', [-0.337311, -0.185294, 1.0]], ['2, k, 5', [-0.104213, -0.152232, 1.0]], ['2, k, 6', [0.140846, -0.101906, 1.0]], ['2, k, 7', [0.201984, -0.0786475, 1.0]], ['2, k, 8', [-0.124692, -0.139976, 1.0]], ['2, k, 9', [0.0376132, -0.196684, 1.0]], ['2, k, 10', [0.137856, -0.204194, 1.0]], ['2, k, 11', [0.171304, -0.206963, 1.0]], ['2, k, 12', [-0.349825, -0.684311, 1.0]], ['2, k, 13', [-0.400879, -1.01609, 1.0]], ['2, k, 14', [-0.36219, -1.42265, 1.0]], ['2, k, 15', [-0.315337, -1.50563, 1.0]], ['2, k, 16', [-0.26672, -0.699981, 1.0]], ['2, k, 17', [-0.298255, -1.15786, 1.0]], ['2, k, 18', [-0.246079, -1.4572, 1.0]], ['2, k, 19', [-0.312794, -1.52465, 1.0]], ['2, k, 20', [-0.287802, -0.126041, 1.0]], ['2, k, 21', [0.257428, -0.0673375, 1.0]], ['2, k, 22', [0.151297, -0.0888123, 1.0]], ['2, k, 23', [0.211448, -0.196652, 1.0]], ['2, k, 24', [0.172196, -0.204468, 1.0]]]
[['2, k, 0', [-0.312713, -0.701184, 1.0]], ['2, k, 1', [-0.298795, -0.370845, 1.0]], ['2, k, 2', [-0.282586, -0.0453134, 1.0]], ['2, k, 3', [-0.250646, 0.0629994, 1.0]], ['2, k, 4', [-0.33672, -0.185318, 1.0]], ['2, k, 5', [-0.103595, -0.152436, 1.0]], ['2, k, 6', [0.145073, -0.104617, 1.0]], ['2, k, 7', [0.198526, -0.0812551, 1.0]], ['2, k, 8', [-0.123639, -0.139977, 1.0]], ['2, k, 9', [0.0384278, -0.196607, 1.0]], ['2, k, 10', [0.137977, -0.204671, 1.0]], ['2, k, 11', [0.171195, -0.207625, 1.0]], ['2, k, 12', [-0.349895, -0.684341, 1.0]], ['2, k, 13', [-0.400837, -1.01616, 1.0]], ['2, k, 14', [-0.361676, -1.42255, 1.0]], ['2, k, 15', [-0.315223, -1.50522, 1.0]], ['2, k, 16', [-0.267073, -0.699919, 1.0]], ['2, k, 17', [-0.297855, -1.15778, 1.0]], ['2, k, 18', [-0.244453, -1.45519, 1.0]], ['2, k, 19', [-0.303487, -1.52184, 1.0]], ['2, k, 20', [-0.286958, -0.126004, 1.0]], ['2, k, 21', [0.257202, -0.0731507, 1.0]], ['2, k, 22', [0.227062, -0.0583354, 1.0]], ['2, k, 23', [0.21134, -0.197312, 1.0]], ['2, k, 24', [0.172003, -0.204813, 1.0]]]
[['2, k, 0', [-0.312742, -0.701179, 1.0]], ['2, k, 1', [-0.298716, -0.370847, 1.0]], ['2, k, 2', [-0.282305, -0.0454345, 1.0]], ['2, k, 3', [-0.249503, 0.062836, 1.0]], ['2, k, 4', [-0.33594, -0.184738, 1.0]], ['2, k, 5', [-0.102772, -0.152666, 1.0]], ['2, k, 6', [0.145423, -0.10579, 1.0]], ['2, k, 7', [0.195176, -0.0841158, 1.0]], ['2, k, 8', [-0.123351, -0.140108, 1.0]], ['2, k, 9', [0.0386437, -0.196672, 1.0]], ['2, k, 10', [0.137976, -0.205171, 1.0]], ['2, k, 11', [0.171122, -0.208269, 1.0]], ['2, k, 12', [-0.349894, -0.684348, 1.0]], ['2, k, 13', [-0.400634, -1.01614, 1.0]], ['2, k, 14', [-0.359636, -1.42231, 1.0]], ['2, k, 15', [-0.314329, -1.50556, 1.0]], ['2, k, 16', [-0.267286, -0.699857, 1.0]], ['2, k, 17', [-0.297759, -1.15767, 1.0]], ['2, k, 18', [-0.25434, -1.46494, 1.0]], ['2, k, 19', [-0.288931, -1.51259, 1.0]], ['2, k, 20', [-0.286726, -0.126082, 1.0]], ['2, k, 21', [0.252829, -0.0694257, 1.0]], ['2, k, 22', [0.144406, -0.094422, 1.0]], ['2, k, 23', [0.211267, -0.197954, 1.0]], ['2, k, 24', [0.171812, -0.205204, 1.0]]]
[['2, k, 0', [-0.312471, -0.701101, 1.0]], ['2, k, 1', [-0.298179, -0.370857, 1.0]], ['2, k, 2', [-0.281706, -0.0456971, 1.0]], ['2, k, 3', [-0.248614, 0.0625638, 1.0]], ['2, k, 4', [-0.335914, -0.184688, 1.0]], ['2, k, 5', [-0.10344, -0.153276, 1.0]], ['2, k, 6', [0.144288, -0.106077, 1.0]], ['2, k, 7', [0.194132, -0.085301, 1.0]], ['2, k, 8', [-0.122745, -0.140382, 1.0]], ['2, k, 9', [0.0391611, -0.196859, 1.0]], ['2, k, 10', [0.13815, -0.205858, 1.0]], ['2, k, 11', [0.171182, -0.209124, 1.0]], ['2, k, 12', [-0.349602, -0.684373, 1.0]], ['2, k, 13', [-0.400291, -1.01573, 1.0]], ['2, k, 14', [-0.358074, -1.42187, 1.0]], ['2, k, 15', [-0.324999, -1.51376, 1.0]], ['2, k, 16', [-0.267028, -0.699709, 1.0]], ['2, k, 17', [-0.299061, -1.15248, 1.0]], ['2, k, 18', [-0.256051, -1.46602, 1.0]], ['2, k, 19', [-0.274731, -1.52286, 1.0]], ['2, k, 20', [-0.286124, -0.126271, 1.0]], ['2, k, 21', [0.249503, -0.0772071, 1.0]], ['2, k, 22', [0.19809, -0.0544859, 1.0]], ['2, k, 23', [0.211327, -0.198806, 1.0]], ['2, k, 24', [0.171653, -0.205778, 1.0]]]
[['2, k, 0', [-0.312493, -0.70109, 1.0]], ['2, k, 1', [-0.298162, -0.370925, 1.0]], ['2, k, 2', [-0.281691, -0.0459595, 1.0]], ['2, k, 3', [-0.248406, 0.0624566, 1.0]], ['2, k, 4', [-0.33599, -0.184757, 1.0]], ['2, k, 5', [-0.104503, -0.154405, 1.0]], ['2, k, 6', [0.142076, -0.106513, 1.0]], ['2, k, 7', [0.189264, -0.0879221, 1.0]], ['2, k, 8', [-0.122727, -0.14065, 1.0]], ['2, k, 9', [0.0392231, -0.197068, 1.0]], ['2, k, 10', [0.138067, -0.206576, 1.0]], ['2, k, 11', [0.17105, -0.210012, 1.0]], ['2, k, 12', [-0.349628, -0.684427, 1.0]], ['2, k, 13', [-0.40027, -1.01552, 1.0]], ['2, k, 14', [-0.35799, -1.42164, 1.0]], ['2, k, 15', [-0.309799, -1.49794, 1.0]], ['2, k, 16', [-0.26708, -0.69963, 1.0]], ['2, k, 17', [-0.298354, -1.15298, 1.0]], ['2, k, 18', [-0.255803, -1.46551, 1.0]], ['2, k, 19', [-0.28575, -1.50487, 1.0]], ['2, k, 20', [-0.286101, -0.126474, 1.0]], ['2, k, 21', [0.2461, -0.0764721, 1.0]], ['2, k, 22', [0.211867, -0.0639557, 1.0]], ['2, k, 23', [0.211196, -0.199691, 1.0]], ['2, k, 24', [0.171323, -0.206539, 1.0]]]
