[['2, k, 0', [0.002922162, -0.3838857, 1.0]], ['2, k, 1', [-0.01057698, -0.09053255, 1.0]], ['2, k, 2', [-0.02411865, 0.1953746, 1.0]], ['2, k, 3', [-0.0150589, 0.3356652, 1.0]], ['2, k, 4', [-0.2084484, 0.1142279, 1.0]], ['2, k, 5', [-0.3248045, -0.1218266, 1.0]], ['2, k, 6', [-0.3121272, -0.3307479, 1.0]], ['2, k, 7', [-0.3046421, -0.3712519, 1.0]], ['2, k, 8', [0.1689689, 0.1094377, 1.0]], ['2, k, 9', [0.2409367, -0.1125647, 1.0]], ['2, k, 10', [0.1643145, -0.224362, 1.0]], ['2, k, 11', [0.1267191, -0.2529193, 1.0]], ['2, k, 12', [-0.08680012, -0.3828624, 1.0]], ['2, k, 13', [-0.1433431, -0.3167725, 1.0]], ['2, k, 14', [-0.1411403, -0.7167091, 1.0]], ['2, k, 15', [-0.1295412, -0.7494926, 1.0]], ['2, k, 16', [0.09301859, -0.3731176, 1.0]], ['2, k, 17', [0.2548359, -0.3549856, 1.0]], ['2, k, 18', [0.2815804, -0.7297662, 1.0]], ['2, k, 19', [0.3273877, -0.7836846, 1.0]], ['2, k, 20', [-0.02051806, 0.1249443, 1.0]], ['2, k, 21', [-0.2716438, -0.4722623, 1.0]], ['2, k, 22', [-0.2505347, -0.3783501, 1.0]], ['2, k, 23', [0.1096221, -0.3162687, 1.0]], ['2, k, 24', [0.193055, -0.2550573, 1.0]]]
[['2, k, 0', [-0.01051176, -0.3771426, 1.0]], ['2, k, 1', [-0.004624469, -0.08298191, 1.0]], ['2, k, 2', [-0.0004595231, 0.2047524, 1.0]], ['2, k, 3', [-0.01069337, 0.3474022, 1.0]], ['2, k, 4', [-0.1934767, 0.1225784, 1.0]], ['2, k, 5', [-0.3039623, -0.1260926, 1.0]], ['2, k, 6', [-0.3162726, -0.3307026, 1.0]], ['2, k, 7', [-0.3100021, -0.3754102, 1.0]], ['2, k, 8', [0.1901033, 0.1115067, 1.0]], ['2, k, 9', [0.2568282, -0.1142153, 1.0]], ['2, k, 10', [0.1497007, -0.2263067, 1.0]], ['2, k, 11', [0.1038478, -0.2519289, 1.0]], ['2, k, 12', [-0.1005069, -0.3707586, 1.0]], ['2, k, 13', [-0.1743338, -0.3330819, 1.0]], ['2, k, 14', [-0.1554625, -0.7357766, 1.0]], ['2, k, 15', [-0.1561736, -0.7680671, 1.0]], ['2, k, 16', [0.08027378, -0.3718082, 1.0]], ['2, k, 17', [0.2039038, -0.3755013, 1.0]], ['2, k, 18', [0.2671158, -0.7375854, 1.0]], ['2, k, 19', [0.3313704, -0.7834666, 1.0]], ['2, k, 20', [-0.001120528, 0.1338587, 1.0]], ['2, k, 21', [-0.3007951, -0.4507122, 1.0]], ['2, k, 22', [-0.2830131, -0.3708402, 1.0]], ['2, k, 23', [0.05159425, -0.2833126, 1.0]], ['2, k, 24', [0.1440825, -0.27636, 1.0]]]
[['2, k, 0', [-0.01007347, -0.3771579, 1.0]], ['2, k, 1', [-0.004496903, -0.0827676, 1.0]], ['2, k, 2', [-0.0006026577, 0.2051789, 1.0]], ['2, k, 3', [-0.01106279, 0.3475836, 1.0]], ['2, k, 4', [-0.1934937, 0.1221605, 1.0]], ['2, k, 5', [-0.3035666, -0.1248367, 1.0]], ['2, k, 6', [-0.3165002, -0.3287092, 1.0]], ['2, k, 7', [-0.3113545, -0.3740871, 1.0]], ['2, k, 8', [0.1898626, 0.1119926, 1.0]], ['2, k, 9', [0.2567472, -0.1134452, 1.0]], ['2, k, 10', [0.1499505, -0.225587, 1.0]], ['2, k, 11', [0.1032267, -0.2498981, 1.0]], ['2, k, 12', [-0.1001418, -0.3710009, 1.0]], ['2, k, 13', [-0.173362, -0.3331444, 1.0]], ['2, k, 14', [-0.1552019, -0.735871, 1.0]], ['2, k, 15', [-0.1558873, -0.7681738, 1.0]], ['2, k, 16', [0.0807912, -0.3716079, 1.0]], ['2, k, 17', [0.2050609, -0.3752429, 1.0]], ['2, k, 18', [0.266984, -0.737353, 1.0]], ['2, k, 19', [0.3313225, -0.7834584, 1.0]], ['2, k, 20', [-0.00123527, 0.1342248, 1.0]], ['2, k, 21', [-0.2995681, -0.4571338, 1.0]], ['2, k, 22', [-0.2924268, -0.4284474, 1.0]], ['2, k, 23', [0.04944135, -0.2791134, 1.0]], ['2, k, 24', [0.1439213, -0.2758693, 1.0]]]
[['2, k, 0', [-0.009760362, -0.3772006, 1.0]], ['2, k, 1', [-0.004518962, -0.0827271, 1.0]], ['2, k, 2', [-0.001085737, 0.2051921, 1.0]], ['2, k, 3', [-0.01149114, 0.3481739, 1.0]], ['2, k, 4', [-0.193618, 0.1220411, 1.0]], ['2, k, 5', [-0.3033742, -0.1228534, 1.0]], ['2, k, 6', [-0.3163451, -0.3262338, 1.0]], ['2, k, 7', [-0.3116331, -0.3625692, 1.0]], ['2, k, 8', [0.1893128, 0.1128115, 1.0]], ['2, k, 9', [0.2563046, -0.1122344, 1.0]], ['2, k, 10', [0.1485426, -0.2268914, 1.0]], ['2, k, 11', [0.1037709, -0.2510585, 1.0]], ['2, k, 12', [-0.09981403, -0.371205, 1.0]], ['2, k, 13', [-0.1722538, -0.3340351, 1.0]], ['2, k, 14', [-0.1550003, -0.7367935, 1.0]], ['2, k, 15', [-0.155705, -0.7690984, 1.0]], ['2, k, 16', [0.08107843, -0.3715418, 1.0]], ['2, k, 17', [0.2059853, -0.3752166, 1.0]], ['2, k, 18', [0.2670396, -0.7373937, 1.0]], ['2, k, 19', [0.3312072, -0.7835004, 1.0]], ['2, k, 20', [-0.001631943, 0.1342478, 1.0]], ['2, k, 21', [-0.3136966, -0.4200285, 1.0]], ['2, k, 22', [-0.2816292, -0.3573946, 1.0]], ['2, k, 23', [0.05457486, -0.281306, 1.0]], ['2, k, 24', [0.1463597, -0.2751014, 1.0]]]
[['2, k, 0', [-0.009432552, -0.3770999, 1.0]], ['2, k, 1', [-0.004591913, -0.08247552, 1.0]], ['2, k, 2', [-0.001721018, 0.2054915, 1.0]], ['2, k, 3', [-0.01177456, 0.3485698, 1.0]], ['2, k, 4', [-0.1936167, 0.122088, 1.0]], ['2, k, 5', [-0.302252, -0.1197453, 1.0]], ['2, k, 6', [-0.3173137, -0.3194452, 1.0]], ['2, k, 7', [-0.3116249, -0.3560805, 1.0]], ['2, k, 8', [0.1889338, 0.1135894, 1.0]], ['2, k, 9', [0.2562555, -0.1122417, 1.0]], ['2, k, 10', [0.1487743, -0.226791, 1.0]], ['2, k, 11', [0.1036631, -0.2505627, 1.0]], ['2, k, 12', [-0.09957082, -0.3712449, 1.0]], ['2, k, 13', [-0.1713451, -0.3350378, 1.0]], ['2, k, 14', [-0.1552775, -0.73783, 1.0]], ['2, k, 15', [-0.1558753, -0.7701575, 1.0]], ['2, k, 16', [0.08147382, -0.3712854, 1.0]], ['2, k, 17', [0.2076842, -0.3753761, 1.0]], ['2, k, 18', [0.2668025, -0.7374457, 1.0]], ['2, k, 19', [0.3311691, -0.7835057, 1.0]], ['2, k, 20', [-0.002155367, 0.1345417, 1.0]], ['2, k, 21', [-0.3097489, -0.4126712, 1.0]], ['2, k, 22', [-0.2822736, -0.3383284, 1.0]], ['2, k, 23', [0.05767952, -0.2838873, 1.0]], ['2, k, 24', [0.1481127, -0.272999, 1.0]]]
[['2, k, 0', [-0.009177652, -0.3770501, 1.0]], ['2, k, 1', [-0.004454381, -0.08215236, 1.0]], ['2, k, 2', [-0.001589607, 0.2061132, 1.0]], ['2, k, 3', [-0.01211716, 0.3491038, 1.0]], ['2, k, 4', [-0.1951929, 0.1213019, 1.0]], ['2, k, 5', [-0.3019965, -0.1181436, 1.0]], ['2, k, 6', [-0.3144312, -0.3119307, 1.0]], ['2, k, 7', [-0.3100053, -0.3481242, 1.0]], ['2, k, 8', [0.1890764, 0.1138242, 1.0]], ['2, k, 9', [0.2562954, -0.1121394, 1.0]], ['2, k, 10', [0.1490712, -0.2265339, 1.0]], ['2, k, 11', [0.1038433, -0.2504036, 1.0]], ['2, k, 12', [-0.0993599, -0.3713093, 1.0]], ['2, k, 13', [-0.1709394, -0.3351134, 1.0]], ['2, k, 14', [-0.1549281, -0.7379075, 1.0]], ['2, k, 15', [-0.154595, -0.7702478, 1.0]], ['2, k, 16', [0.08174585, -0.3711219, 1.0]], ['2, k, 17', [0.2088628, -0.3754375, 1.0]], ['2, k, 18', [0.2667016, -0.7372358, 1.0]], ['2, k, 19', [0.3310833, -0.7835134, 1.0]], ['2, k, 20', [-0.002055755, 0.1350791, 1.0]], ['2, k, 21', [-0.3074525, -0.4083142, 1.0]], ['2, k, 22', [-0.2797825, -0.3463519, 1.0]], ['2, k, 23', [0.05584052, -0.2822203, 1.0]], ['2, k, 24', [0.1457616, -0.274675, 1.0]]]
[['2, k, 0', [-0.008955651, -0.3770467, 1.0]], ['2, k, 1', [-0.004417896, -0.0819305, 1.0]], ['2, k, 2', [-0.001759998, 0.2065819, 1.0]], ['2, k, 3', [-0.01241861, 0.3500183, 1.0]], ['2, k, 4', [-0.1945979, 0.1213073, 1.0]], ['2, k, 5', [-0.2981651, -0.1154101, 1.0]], ['2, k, 6', [-0.3129385, -0.2998504, 1.0]], ['2, k, 7', [-0.3098231, -0.3329749, 1.0]], ['2, k, 8', [0.1881637, 0.1149772, 1.0]], ['2, k, 9', [0.2561975, -0.1119081, 1.0]], ['2, k, 10', [0.1492726, -0.2262634, 1.0]], ['2, k, 11', [0.1023927, -0.2508217, 1.0]], ['2, k, 12', [-0.09917356, -0.3714258, 1.0]], ['2, k, 13', [-0.1708353, -0.3343257, 1.0]], ['2, k, 14', [-0.1548686, -0.7371282, 1.0]], ['2, k, 15', [-0.1547335, -0.7694988, 1.0]], ['2, k, 16', [0.08199498, -0.3710066, 1.0]], ['2, k, 17', [0.2096313, -0.3754109, 1.0]], ['2, k, 18', [0.2667526, -0.7373039, 1.0]], ['2, k, 19', [0.3310225, -0.7835197, 1.0]], ['2, k, 20', [-0.002201977, 0.1354816, 1.0]], ['2, k, 21', [-0.3113967, -0.398326, 1.0]], ['2, k, 22', [-0.2758893, -0.3266296, 1.0]], ['2, k, 23', [0.05295454, -0.2834997, 1.0]], ['2, k, 24', [0.1459793, -0.2750363, 1.0]]]
[['2, k, 0', [0.1543434, -0.05799785, 1.0]], ['2, k, 1', [0.1302748, 0.2818391, 1.0]], ['2, k, 2', [0.1058604, 0.6078739, 1.0]], ['2, k, 3', [0.05243481, 0.7345806, 1.0]], ['2, k, 4', [-0.06495083, 0.5092782, 1.0]], ['2, k, 5', [-0.1515217, 0.2437252, 1.0]], ['2, k, 6', [-0.2360037, 0.03046152, 1.0]], ['2, k, 7', [-0.2486935, 0.03288827, 1.0]], ['2, k, 8', [0.2783677, 0.500512, 1.0]], ['2, k, 9', [0.4332899, 0.31562, 1.0]], ['2, k, 10', [0.3184523, 0.1262412, 1.0]], ['2, k, 11', [0.2890339, 0.091169, 1.0]], ['2, k, 12', [0.07016939, -0.05705037, 1.0]], ['2, k, 13', [0.05767745, -0.4020553, 1.0]], ['2, k, 14', [0.04195073, -0.7185413, 1.0]], ['2, k, 15', [-0.0185169, -0.791918, 1.0]], ['2, k, 16', [0.2328043, -0.05680515, 1.0]], ['2, k, 17', [0.2603085, -0.3715996, 1.0]], ['2, k, 18', [0.2621601, -0.7172045, 1.0]], ['2, k, 19', [0.2962183, -0.7916943, 1.0]], ['2, k, 20', [0.1120455, 0.5284056, 1.0]], ['2, k, 21', [-0.2660937, -0.01589055, 1.0]], ['2, k, 22', [-0.2300963, -0.01731971, 1.0]], ['2, k, 23', [0.2655207, 0.03278499, 1.0]], ['2, k, 24', [0.2363256, 0.09244734, 1.0]]]
[['2, k, 0', [0.1546577, -0.05798047, 1.0]], ['2, k, 1', [0.1308454, 0.2818933, 1.0]], ['2, k, 2', [0.1067757, 0.6079895, 1.0]], ['2, k, 3', [0.05521626, 0.7353109, 1.0]], ['2, k, 4', [-0.06420457, 0.509317, 1.0]], ['2, k, 5', [-0.1508861, 0.2437517, 1.0]], ['2, k, 6', [-0.2350466, 0.0294563, 1.0]], ['2, k, 7', [-0.2734782, 0.005119561, 1.0]], ['2, k, 8', [0.2790003, 0.5005524, 1.0]], ['2, k, 9', [0.4345309, 0.3158205, 1.0]], ['2, k, 10', [0.3200704, 0.1270348, 1.0]], ['2, k, 11', [0.2901337, 0.09267373, 1.0]], ['2, k, 12', [0.0704569, -0.05701633, 1.0]], ['2, k, 13', [0.05788268, -0.4026262, 1.0]], ['2, k, 14', [0.04176901, -0.718578, 1.0]], ['2, k, 15', [-0.01868571, -0.791923, 1.0]], ['2, k, 16', [0.2331341, -0.05680226, 1.0]], ['2, k, 17', [0.2607137, -0.3716962, 1.0]], ['2, k, 18', [0.2621341, -0.7173045, 1.0]], ['2, k, 19', [0.2962447, -0.7916887, 1.0]], ['2, k, 20', [0.112864, 0.5285039, 1.0]], ['2, k, 21', [-0.3239915, -0.02951116, 1.0]], ['2, k, 22', [-0.2304903, -0.01725789, 1.0]], ['2, k, 23', [0.2675624, 0.0336115, 1.0]], ['2, k, 24', [0.2347506, 0.1083266, 1.0]]]
[['2, k, 0', [0.1559328, -0.05792446, 1.0]], ['2, k, 1', [0.131972, 0.2819907, 1.0]], ['2, k, 2', [0.1077511, 0.608128, 1.0]], ['2, k, 3', [0.05760581, 0.7357068, 1.0]], ['2, k, 4', [-0.06334581, 0.5095189, 1.0]], ['2, k, 5', [-0.1505763, 0.2439044, 1.0]], ['2, k, 6', [-0.2350693, 0.02975867, 1.0]], ['2, k, 7', [-0.2714667, 0.00621047, 1.0]], ['2, k, 8', [0.2797835, 0.5005448, 1.0]], ['2, k, 9', [0.4377303, 0.3167019, 1.0]], ['2, k, 10', [0.3209592, 0.1286071, 1.0]], ['2, k, 11', [0.2908182, 0.09345641, 1.0]], ['2, k, 12', [0.07178058, -0.05692336, 1.0]], ['2, k, 13', [0.05812504, -0.402859, 1.0]], ['2, k, 14', [0.04177252, -0.7185901, 1.0]], ['2, k, 15', [-0.01869835, -0.7918003, 1.0]], ['2, k, 16', [0.2343068, -0.05677469, 1.0]], ['2, k, 17', [0.2611556, -0.3717411, 1.0]], ['2, k, 18', [0.262148, -0.7175608, 1.0]], ['2, k, 19', [0.2961625, -0.7917076, 1.0]], ['2, k, 20', [0.1138753, 0.5286328, 1.0]], ['2, k, 21', [-0.3243659, -0.03064565, 1.0]], ['2, k, 22', [-0.3229116, -0.008719699, 1.0]], ['2, k, 23', [0.2679586, 0.03564711, 1.0]], ['2, k, 24', [0.2416188, 0.0910339, 1.0]]]
[['2, k, 0', [0.157398, -0.05782445, 1.0]], ['2, k, 1', [0.1332094, 0.2821812, 1.0]], ['2, k, 2', [0.1087734, 0.6083989, 1.0]], ['2, k, 3', [0.0599381, 0.7363479, 1.0]], ['2, k, 4', [-0.06261151, 0.5097695, 1.0]], ['2, k, 5', [-0.150429, 0.2441416, 1.0]], ['2, k, 6', [-0.2348683, 0.02970752, 1.0]], ['2, k, 7', [-0.2715696, 0.005194411, 1.0]], ['2, k, 8', [0.2805448, 0.5006467, 1.0]], ['2, k, 9', [0.4394698, 0.3167585, 1.0]], ['2, k, 10', [0.321295, 0.1293246, 1.0]], ['2, k, 11', [0.2918805, 0.09354582, 1.0]], ['2, k, 12', [0.07330432, -0.05681893, 1.0]], ['2, k, 13', [0.05834462, -0.4031339, 1.0]], ['2, k, 14', [0.04170666, -0.718515, 1.0]], ['2, k, 15', [-0.01784185, -0.7916946, 1.0]], ['2, k, 16', [0.2356486, -0.05667621, 1.0]], ['2, k, 17', [0.2614831, -0.3715315, 1.0]], ['2, k, 18', [0.2621863, -0.7177724, 1.0]], ['2, k, 19', [0.2961951, -0.7917876, 1.0]], ['2, k, 20', [0.1149487, 0.5288852, 1.0]], ['2, k, 21', [-0.3214135, -0.03172259, 1.0]], ['2, k, 22', [-0.3093608, -0.01253313, 1.0]], ['2, k, 23', [0.2677986, 0.03626833, 1.0]], ['2, k, 24', [0.2354069, 0.1112233, 1.0]]]
[['2, k, 0', [0.1583108, -0.05793381, 1.0]], ['2, k, 1', [0.1341646, 0.2821799, 1.0]], ['2, k, 2', [0.1097633, 0.6085138, 1.0]], ['2, k, 3', [0.06179167, 0.7361617, 1.0]], ['2, k, 4', [-0.06152186, 0.5097271, 1.0]], ['2, k, 5', [-0.149923, 0.2442707, 1.0]], ['2, k, 6', [-0.2320041, 0.03014898, 1.0]], ['2, k, 7', [-0.2485313, 0.03219295, 1.0]], ['2, k, 8', [0.2813105, 0.500567, 1.0]], ['2, k, 9', [0.4414591, 0.3171302, 1.0]], ['2, k, 10', [0.3222826, 0.129843, 1.0]], ['2, k, 11', [0.2917713, 0.09257733, 1.0]], ['2, k, 12', [0.0742493, -0.05698059, 1.0]], ['2, k, 13', [0.05844741, -0.4033167, 1.0]], ['2, k, 14', [0.04138413, -0.7182977, 1.0]], ['2, k, 15', [-0.01837962, -0.7916716, 1.0]], ['2, k, 16', [0.2364946, -0.05672901, 1.0]], ['2, k, 17', [0.262143, -0.3712514, 1.0]], ['2, k, 18', [0.2622194, -0.7177303, 1.0]], ['2, k, 19', [0.2962989, -0.7918743, 1.0]], ['2, k, 20', [0.11593, 0.5289708, 1.0]], ['2, k, 21', [-0.2533981, -0.01820589, 1.0]], ['2, k, 22', [-0.2254477, -0.01882484, 1.0]], ['2, k, 23', [0.2706529, 0.03343008, 1.0]], ['2, k, 24', [0.2416009, 0.08804195, 1.0]]]
[['2, k, 0', [0.1588114, -0.05785005, 1.0]], ['2, k, 1', [0.1348089, 0.2822463, 1.0]], ['2, k, 2', [0.1105828, 0.6085713, 1.0]], ['2, k, 3', [0.06350432, 0.7363353, 1.0]], ['2, k, 4', [-0.06057461, 0.5098493, 1.0]], ['2, k, 5', [-0.14938, 0.2442284, 1.0]], ['2, k, 6', [-0.2350948, 0.03077029, 1.0]], ['2, k, 7', [-0.2730528, 0.006065942, 1.0]], ['2, k, 8', [0.2819028, 0.5004914, 1.0]], ['2, k, 9', [0.443301, 0.31682, 1.0]], ['2, k, 10', [0.3228444, 0.1301759, 1.0]], ['2, k, 11', [0.2932636, 0.09188098, 1.0]], ['2, k, 12', [0.07482156, -0.05673177, 1.0]], ['2, k, 13', [0.05849542, -0.4041868, 1.0]], ['2, k, 14', [0.04040968, -0.7190595, 1.0]], ['2, k, 15', [-0.01930103, -0.7917897, 1.0]], ['2, k, 16', [0.2369301, -0.05676362, 1.0]], ['2, k, 17', [0.2625494, -0.3707702, 1.0]], ['2, k, 18', [0.2623116, -0.7179471, 1.0]], ['2, k, 19', [0.2962905, -0.7918768, 1.0]], ['2, k, 20', [0.1167027, 0.5290304, 1.0]], ['2, k, 21', [-0.3234735, -0.02735251, 1.0]], ['2, k, 22', [-0.2279549, -0.01721743, 1.0]], ['2, k, 23', [0.2680165, 0.0341518, 1.0]], ['2, k, 24', [0.23504, 0.1080246, 1.0]]]
[['2, k, 0', [0.1591536, -0.05808409, 1.0]], ['2, k, 1', [0.1353325, 0.282047, 1.0]], ['2, k, 2', [0.1113433, 0.6084012, 1.0]], ['2, k, 3', [0.06495551, 0.7361977, 1.0]], ['2, k, 4', [-0.05947837, 0.5096353, 1.0]], ['2, k, 5', [-0.1481574, 0.2440459, 1.0]], ['2, k, 6', [-0.2356249, 0.03118285, 1.0]], ['2, k, 7', [-0.2712985, 0.007447832, 1.0]], ['2, k, 8', [0.2825502, 0.5003636, 1.0]], ['2, k, 9', [0.4458147, 0.3164715, 1.0]], ['2, k, 10', [0.3236732, 0.1304041, 1.0]], ['2, k, 11', [0.2943613, 0.09115845, 1.0]], ['2, k, 12', [0.07525125, -0.05702334, 1.0]], ['2, k, 13', [0.05843404, -0.4048647, 1.0]], ['2, k, 14', [0.03787404, -0.7192941, 1.0]], ['2, k, 15', [-0.02143337, -0.7921426, 1.0]], ['2, k, 16', [0.2371855, -0.05694407, 1.0]], ['2, k, 17', [0.2633611, -0.3701562, 1.0]], ['2, k, 18', [0.2623661, -0.7179108, 1.0]], ['2, k, 19', [0.2963332, -0.7918805, 1.0]], ['2, k, 20', [0.1173981, 0.5288529, 1.0]], ['2, k, 21', [-0.3228602, -0.02728568, 1.0]], ['2, k, 22', [-0.2289526, -0.01757224, 1.0]], ['2, k, 23', [0.2704601, 0.03182127, 1.0]], ['2, k, 24', [0.2368244, 0.1070782, 1.0]]]
[['2, k, 0', [0.1597034, -0.05807905, 1.0]], ['2, k, 1', [0.1359731, 0.2819989, 1.0]], ['2, k, 2', [0.1121069, 0.6083141, 1.0]], ['2, k, 3', [0.06588442, 0.7359978, 1.0]], ['2, k, 4', [-0.05792156, 0.5096696, 1.0]], ['2, k, 5', [-0.1466061, 0.2439806, 1.0]], ['2, k, 6', [-0.235344, 0.03161157, 1.0]], ['2, k, 7', [-0.2722622, 0.007945444, 1.0]], ['2, k, 8', [0.2830634, 0.5002366, 1.0]], ['2, k, 9', [0.4476032, 0.3159496, 1.0]], ['2, k, 10', [0.3244685, 0.1287068, 1.0]], ['2, k, 11', [0.2941947, 0.08926914, 1.0]], ['2, k, 12', [0.07578155, -0.056971, 1.0]], ['2, k, 13', [0.05662525, -0.4063851, 1.0]], ['2, k, 14', [0.01927044, -0.720969, 1.0]], ['2, k, 15', [-0.02292657, -0.7922427, 1.0]], ['2, k, 16', [0.2377032, -0.05697145, 1.0]], ['2, k, 17', [0.2645948, -0.3680713, 1.0]], ['2, k, 18', [0.2624937, -0.7173874, 1.0]], ['2, k, 19', [0.2961502, -0.7916816, 1.0]], ['2, k, 20', [0.1181247, 0.528776, 1.0]], ['2, k, 21', [-0.3227958, -0.02578494, 1.0]], ['2, k, 22', [-0.2290311, -0.01865105, 1.0]], ['2, k, 23', [0.2708757, 0.03050024, 1.0]], ['2, k, 24', [0.2367499, 0.1024602, 1.0]]]
[['2, k, 0', [0.1605911, -0.05827483, 1.0]], ['2, k, 1', [0.1368315, 0.2818889, 1.0]], ['2, k, 2', [0.1129682, 0.6082666, 1.0]], ['2, k, 3', [0.06693327, 0.7360796, 1.0]], ['2, k, 4', [-0.05659903, 0.5094166, 1.0]], ['2, k, 5', [-0.1456265, 0.2437087, 1.0]], ['2, k, 6', [-0.2353717, 0.03159191, 1.0]], ['2, k, 7', [-0.2712974, 0.006885852, 1.0]], ['2, k, 8', [0.2835025, 0.5001789, 1.0]], ['2, k, 9', [0.4486419, 0.3154023, 1.0]], ['2, k, 10', [0.3248005, 0.1267994, 1.0]], ['2, k, 11', [0.2942306, 0.08856151, 1.0]], ['2, k, 12', [0.07685883, -0.05714351, 1.0]], ['2, k, 13', [0.05272695, -0.4083191, 1.0]], ['2, k, 14', [0.004178625, -0.7200791, 1.0]], ['2, k, 15', [-0.04878513, -0.7941851, 1.0]], ['2, k, 16', [0.2383663, -0.057171, 1.0]], ['2, k, 17', [0.2675978, -0.3642415, 1.0]], ['2, k, 18', [0.2627393, -0.7165252, 1.0]], ['2, k, 19', [0.2957764, -0.7912074, 1.0]], ['2, k, 20', [0.1189717, 0.5287154, 1.0]], ['2, k, 21', [-0.3221978, -0.02795449, 1.0]], ['2, k, 22', [-0.3287373, -0.0104699, 1.0]], ['2, k, 23', [0.2747662, 0.02529829, 1.0]], ['2, k, 24', [0.2388685, 0.1007612, 1.0]]]
[['2, k, 0', [0.1606359, -0.05894492, 1.0]], ['2, k, 1', [0.1372431, 0.2815553, 1.0]], ['2, k, 2', [0.1136204, 0.6081122, 1.0]], ['2, k, 3', [0.06784377, 0.7354073, 1.0]], ['2, k, 4', [-0.05546053, 0.5089632, 1.0]], ['2, k, 5', [-0.1450078, 0.2430988, 1.0]], ['2, k, 6', [-0.2330371, 0.03034528, 1.0]], ['2, k, 7', [-0.2702324, 0.007146462, 1.0]], ['2, k, 8', [0.2839444, 0.4999823, 1.0]], ['2, k, 9', [0.4497604, 0.3156723, 1.0]], ['2, k, 10', [0.325292, 0.1259006, 1.0]], ['2, k, 11', [0.2954952, 0.08903076, 1.0]], ['2, k, 12', [0.07697853, -0.05817562, 1.0]], ['2, k, 13', [0.04638185, -0.4111373, 1.0]], ['2, k, 14', [-0.01681934, -0.7123048, 1.0]], ['2, k, 15', [-0.07004676, -0.7928619, 1.0]], ['2, k, 16', [0.2383564, -0.05752996, 1.0]], ['2, k, 17', [0.2707407, -0.3612268, 1.0]], ['2, k, 18', [0.2633374, -0.7160217, 1.0]], ['2, k, 19', [0.2956415, -0.7910666, 1.0]], ['2, k, 20', [0.1195498, 0.5285282, 1.0]], ['2, k, 21', [-0.3221751, -0.02743843, 1.0]], ['2, k, 22', [-0.3260618, -0.009645768, 1.0]], ['2, k, 23', [0.2739771, 0.02886616, 1.0]], ['2, k, 24', [0.2384342, 0.09728598, 1.0]]]
[['2, k, 0', [0.1617336, -0.0599316, 1.0]], ['2, k, 1', [0.1405803, 0.279475, 1.0]], ['2, k, 2', [0.1213866, 0.6038768, 1.0]], ['2, k, 3', [0.06857713, 0.7345847, 1.0]], ['2, k, 4', [-0.04927617, 0.5095778, 1.0]], ['2, k, 5', [-0.1437631, 0.2436204, 1.0]], ['2, k, 6', [-0.2303015, 0.0308873, 1.0]], ['2, k, 7', [-0.2482441, 0.03082746, 1.0]], ['2, k, 8', [0.288574, 0.4964062, 1.0]], ['2, k, 9', [0.4522524, 0.3162056, 1.0]], ['2, k, 10', [0.3265056, 0.1236724, 1.0]], ['2, k, 11', [0.2949163, 0.08867789, 1.0]], ['2, k, 12', [0.07859959, -0.05960852, 1.0]], ['2, k, 13', [0.03959599, -0.4133942, 1.0]], ['2, k, 14', [-0.0377734, -0.7091526, 1.0]], ['2, k, 15', [-0.09894581, -0.7834226, 1.0]], ['2, k, 16', [0.2389752, -0.05809839, 1.0]], ['2, k, 17', [0.2721695, -0.3592199, 1.0]], ['2, k, 18', [0.2654314, -0.7137262, 1.0]], ['2, k, 19', [0.2954866, -0.7906442, 1.0]], ['2, k, 20', [0.1260017, 0.5249284, 1.0]], ['2, k, 21', [-0.2641291, -0.01654184, 1.0]], ['2, k, 22', [-0.2297875, -0.01946102, 1.0]], ['2, k, 23', [0.2750692, 0.02887968, 1.0]], ['2, k, 24', [0.2394882, 0.09904022, 1.0]]]
[['2, k, 0', [0.162619, -0.06047101, 1.0]], ['2, k, 1', [0.1432565, 0.2784638, 1.0]], ['2, k, 2', [0.1258198, 0.6026956, 1.0]], ['2, k, 3', [0.06937919, 0.7341293, 1.0]], ['2, k, 4', [-0.0463277, 0.5097758, 1.0]], ['2, k, 5', [-0.1423395, 0.2440689, 1.0]], ['2, k, 6', [-0.2315374, 0.03208951, 1.0]], ['2, k, 7', [-0.2491099, 0.03128194, 1.0]], ['2, k, 8', [0.2916713, 0.494571, 1.0]], ['2, k, 9', [0.454498, 0.3164571, 1.0]], ['2, k, 10', [0.3272958, 0.1239602, 1.0]], ['2, k, 11', [0.2954087, 0.08877517, 1.0]], ['2, k, 12', [0.0796473, -0.06040869, 1.0]], ['2, k, 13', [0.03157189, -0.4110587, 1.0]], ['2, k, 14', [-0.05262341, -0.6981453, 1.0]], ['2, k, 15', [-0.1223063, -0.7685792, 1.0]], ['2, k, 16', [0.2396352, -0.05839926, 1.0]], ['2, k, 17', [0.2768914, -0.3590354, 1.0]], ['2, k, 18', [0.2668585, -0.7118472, 1.0]], ['2, k, 19', [0.2950462, -0.7901585, 1.0]], ['2, k, 20', [0.1300987, 0.523733, 1.0]], ['2, k, 21', [-0.289681, -0.01462629, 1.0]], ['2, k, 22', [-0.2316259, -0.01793859, 1.0]], ['2, k, 23', [0.2758338, 0.02892347, 1.0]], ['2, k, 24', [0.2390739, 0.1006438, 1.0]]]
