[['2, k, 0', [0.0542233, -0.403452, 1.0]], ['2, k, 1', [0.046375, -0.111872, 1.0]], ['2, k, 2', [0.0384886, 0.174706, 1.0]], ['2, k, 3', [0.0427075, 0.280959, 1.0]], ['2, k, 4', [-0.0773471, 0.118223, 1.0]], ['2, k, 5', [-0.221158, 0.182508, 1.0]], ['2, k, 6', [-0.294087, 0.247243, 1.0]], ['2, k, 7', [-0.315364, 0.280969, 1.0]], ['2, k, 8', [0.16103, 0.106133, 1.0]], ['2, k, 9', [0.285912, 0.177028, 1.0]], ['2, k, 10', [0.378523, 0.264039, 1.0]], ['2, k, 11', [0.486028, 0.29698, 1.0]], ['2, k, 12', [-0.000514929, -0.39644, 1.0]], ['2, k, 13', [-0.0692288, -0.729334, 1.0]], ['2, k, 14', [-0.0476698, -1.21285, 1.0]], ['2, k, 15', [-0.0738606, -1.26491, 1.0]], ['2, k, 16', [0.107823, -0.401966, 1.0]], ['2, k, 17', [0.141157, -0.808886, 1.0]], ['2, k, 18', [0.150363, -1.19896, 1.0]], ['2, k, 19', [0.146777, -1.24937, 1.0]], ['2, k, 20', [0.0404732, 0.103748, 1.0]], ['2, k, 21', [-0.347445, 0.298341, 1.0]], ['2, k, 22', [-0.235176, 0.281664, 1.0]], ['2, k, 23', [0.549862, 0.294137, 1.0]], ['2, k, 24', [0.444871, 0.304112, 1.0]]]
[['2, k, 0', [0.0391008, -0.401727, 1.0]], ['2, k, 1', [0.0405326, -0.114437, 1.0]], ['2, k, 2', [0.041752, 0.16804, 1.0]], ['2, k, 3', [0.0448485, 0.298785, 1.0]], ['2, k, 4', [-0.0991434, 0.0862586, 1.0]], ['2, k, 5', [-0.204378, -0.0583587, 1.0]], ['2, k, 6', [-0.281455, -0.158137, 1.0]], ['2, k, 7', [-0.308301, -0.216726, 1.0]], ['2, k, 8', [0.189395, 0.0796368, 1.0]], ['2, k, 9', [0.289484, -0.0543907, 1.0]], ['2, k, 10', [0.386051, -0.195978, 1.0]], ['2, k, 11', [0.384663, -0.229118, 1.0]], ['2, k, 12', [-0.0240056, -0.396624, 1.0]], ['2, k, 13', [-0.0607605, -0.779696, 1.0]], ['2, k, 14', [-0.0569478, -1.14841, 1.0]], ['2, k, 15', [0.0126347, -1.1926, 1.0]], ['2, k, 16', [0.101363, -0.398211, 1.0]], ['2, k, 17', [0.137681, -0.773039, 1.0]], ['2, k, 18', [0.119598, -1.14854, 1.0]], ['2, k, 19', [0.180667, -1.20695, 1.0]], ['2, k, 20', [0.0414696, 0.0981101, 1.0]], ['2, k, 21', [-0.334901, -0.245286, 1.0]], ['2, k, 22', [-0.238137, -0.224959, 1.0]], ['2, k, 23', [0.395639, -0.265948, 1.0]], ['2, k, 24', [0.304739, -0.236844, 1.0]]]
[['2, k, 0', [0.0390574, -0.401498, 1.0]], ['2, k, 1', [0.040523, -0.114327, 1.0]], ['2, k, 2', [0.0418065, 0.167889, 1.0]], ['2, k, 3', [0.046206, 0.299581, 1.0]], ['2, k, 4', [-0.0929204, 0.0896259, 1.0]], ['2, k, 5', [-0.208635, -0.0376294, 1.0]], ['2, k, 6', [-0.283371, -0.129828, 1.0]], ['2, k, 7', [-0.342795, -0.171074, 1.0]], ['2, k, 8', [0.188817, 0.0821069, 1.0]], ['2, k, 9', [0.290135, -0.0425056, 1.0]], ['2, k, 10', [0.379928, -0.147394, 1.0]], ['2, k, 11', [0.395874, -0.187304, 1.0]], ['2, k, 12', [-0.0242233, -0.396466, 1.0]], ['2, k, 13', [-0.0600691, -0.78128, 1.0]], ['2, k, 14', [-0.0572547, -1.14901, 1.0]], ['2, k, 15', [-0.108689, -1.21511, 1.0]], ['2, k, 16', [0.101545, -0.397914, 1.0]], ['2, k, 17', [0.137847, -0.775221, 1.0]], ['2, k, 18', [0.127351, -1.14347, 1.0]], ['2, k, 19', [0.126866, -1.18432, 1.0]], ['2, k, 20', [0.0415088, 0.0980259, 1.0]], ['2, k, 21', [-0.395333, -0.184914, 1.0]], ['2, k, 22', [-0.295468, -0.201349, 1.0]], ['2, k, 23', [0.443741, -0.205304, 1.0]], ['2, k, 24', [0.328842, -0.191461, 1.0]]]
[['2, k, 0', [0.0392113, -0.401032, 1.0]], ['2, k, 1', [0.0407196, -0.114215, 1.0]], ['2, k, 2', [0.0420318, 0.167333, 1.0]], ['2, k, 3', [0.046626, 0.300091, 1.0]], ['2, k, 4', [-0.0901487, 0.0943499, 1.0]], ['2, k, 5', [-0.207472, -0.0131649, 1.0]], ['2, k, 6', [-0.283248, -0.0735498, 1.0]], ['2, k, 7', [-0.313495, -0.121299, 1.0]], ['2, k, 8', [0.186936, 0.0838589, 1.0]], ['2, k, 9', [0.285718, -0.0247463, 1.0]], ['2, k, 10', [0.372295, -0.0925201, 1.0]], ['2, k, 11', [0.379012, -0.1318, 1.0]], ['2, k, 12', [-0.0242841, -0.395446, 1.0]], ['2, k, 13', [-0.0598167, -0.783446, 1.0]], ['2, k, 14', [-0.0561681, -1.15069, 1.0]], ['2, k, 15', [0.00963593, -1.20996, 1.0]], ['2, k, 16', [0.10191, -0.397838, 1.0]], ['2, k, 17', [0.138076, -0.779493, 1.0]], ['2, k, 18', [0.12786, -1.14454, 1.0]], ['2, k, 19', [0.126632, -1.18528, 1.0]], ['2, k, 20', [0.0417306, 0.0976616, 1.0]], ['2, k, 21', [-0.338724, -0.139662, 1.0]], ['2, k, 22', [-0.251126, -0.129187, 1.0]], ['2, k, 23', [0.365062, -0.164521, 1.0]], ['2, k, 24', [0.310598, -0.143504, 1.0]]]
[['2, k, 0', [0.0357919, -0.399295, 1.0]], ['2, k, 1', [0.0396499, -0.112693, 1.0]], ['2, k, 2', [0.0434232, 0.169269, 1.0]], ['2, k, 3', [0.0457645, 0.300363, 1.0]], ['2, k, 4', [-0.0904924, 0.0940879, 1.0]], ['2, k, 5', [-0.214689, 0.0182301, 1.0]], ['2, k, 6', [-0.268548, -0.0345665, 1.0]], ['2, k, 7', [-0.328319, -0.0631464, 1.0]], ['2, k, 8', [0.18401, 0.0902114, 1.0]], ['2, k, 9', [0.284696, -0.00393654, 1.0]], ['2, k, 10', [0.374819, -0.0639875, 1.0]], ['2, k, 11', [0.389327, -0.087394, 1.0]], ['2, k, 12', [-0.0273927, -0.393361, 1.0]], ['2, k, 13', [-0.0597929, -0.784226, 1.0]], ['2, k, 14', [-0.0582586, -1.15004, 1.0]], ['2, k, 15', [-0.0640582, -1.22215, 1.0]], ['2, k, 16', [0.0982411, -0.396612, 1.0]], ['2, k, 17', [0.137137, -0.783312, 1.0]], ['2, k, 18', [0.125733, -1.14401, 1.0]], ['2, k, 19', [0.136976, -1.22008, 1.0]], ['2, k, 20', [0.0423792, 0.099449, 1.0]], ['2, k, 21', [-0.359673, -0.0742459, 1.0]], ['2, k, 22', [-0.276619, -0.0846772, 1.0]], ['2, k, 23', [0.370766, -0.107603, 1.0]], ['2, k, 24', [0.336767, -0.0958875, 1.0]]]
[['2, k, 0', [0.0365025, -0.399019, 1.0]], ['2, k, 1', [0.0399185, -0.112422, 1.0]], ['2, k, 2', [0.0433072, 0.169481, 1.0]], ['2, k, 3', [0.0465002, 0.303209, 1.0]], ['2, k, 4', [-0.0908071, 0.0946467, 1.0]], ['2, k, 5', [-0.186024, 0.0578768, 1.0]], ['2, k, 6', [-0.247958, 0.0255341, 1.0]], ['2, k, 7', [-0.312324, -0.00574338, 1.0]], ['2, k, 8', [0.183717, 0.0904377, 1.0]], ['2, k, 9', [0.283813, 0.00793751, 1.0]], ['2, k, 10', [0.414192, -0.00152853, 1.0]], ['2, k, 11', [0.39682, -0.0381002, 1.0]], ['2, k, 12', [-0.0268326, -0.39322, 1.0]], ['2, k, 13', [-0.0589165, -0.785932, 1.0]], ['2, k, 14', [-0.0582468, -1.15023, 1.0]], ['2, k, 15', [-0.0481602, -1.22326, 1.0]], ['2, k, 16', [0.0991362, -0.396209, 1.0]], ['2, k, 17', [0.137075, -0.782822, 1.0]], ['2, k, 18', [0.139637, -1.08751, 1.0]], ['2, k, 19', [0.139283, -1.1283, 1.0]], ['2, k, 20', [0.042363, 0.0996766, 1.0]], ['2, k, 21', [-0.376665, -0.0166486, 1.0]], ['2, k, 22', [-0.27273, -0.0284255, 1.0]], ['2, k, 23', [0.303659, -0.0447558, 1.0]], ['2, k, 24', [0.376151, -0.0208408, 1.0]]]
[['2, k, 0', [0.0373509, -0.404832, 1.0]], ['2, k, 1', [0.0431799, -0.113754, 1.0]], ['2, k, 2', [0.0516062, 0.172423, 1.0]], ['2, k, 3', [0.0406703, 0.283021, 1.0]], ['2, k, 4', [-0.089652, 0.0952265, 1.0]], ['2, k, 5', [-0.183791, 0.0580914, 1.0]], ['2, k, 6', [-0.290253, 0.062842, 1.0]], ['2, k, 7', [-0.310846, 0.0601416, 1.0]], ['2, k, 8', [0.182732, 0.0904582, 1.0]], ['2, k, 9', [0.288571, 0.0512283, 1.0]], ['2, k, 10', [0.418339, 0.0227723, 1.0]], ['2, k, 11', [0.40384, 0.0248389, 1.0]], ['2, k, 12', [-0.026058, -0.40166, 1.0]], ['2, k, 13', [-0.0614589, -0.829866, 1.0]], ['2, k, 14', [-0.0595142, -1.14956, 1.0]], ['2, k, 15', [-0.0469163, -1.22267, 1.0]], ['2, k, 16', [0.0999365, -0.399889, 1.0]], ['2, k, 17', [0.137142, -0.786883, 1.0]], ['2, k, 18', [0.13021, -1.1217, 1.0]], ['2, k, 19', [0.129986, -1.1622, 1.0]], ['2, k, 20', [0.0490886, 0.101235, 1.0]], ['2, k, 21', [-0.302302, 0.0342764, 1.0]], ['2, k, 22', [-0.273878, 0.0436914, 1.0]], ['2, k, 23', [0.41896, 0.00801764, 1.0]], ['2, k, 24', [0.367721, 0.0138283, 1.0]]]
[['2, k, 0', [0.0369289, -0.400857, 1.0]], ['2, k, 1', [0.0423559, -0.110984, 1.0]], ['2, k, 2', [0.0498381, 0.174298, 1.0]], ['2, k, 3', [0.0432317, 0.284511, 1.0]], ['2, k, 4', [-0.0860635, 0.177459, 1.0]], ['2, k, 5', [-0.154608, 0.0297952, 1.0]], ['2, k, 6', [-0.240103, 0.0836347, 1.0]], ['2, k, 7', [-0.290172, 0.118806, 1.0]], ['2, k, 8', [0.165802, 0.166422, 1.0]], ['2, k, 9', [0.278037, 0.129637, 1.0]], ['2, k, 10', [0.342557, 0.0680117, 1.0]], ['2, k, 11', [0.372497, 0.0809726, 1.0]], ['2, k, 12', [-0.0250918, -0.396847, 1.0]], ['2, k, 13', [-0.060652, -0.806987, 1.0]], ['2, k, 14', [-0.0620301, -1.14557, 1.0]], ['2, k, 15', [-0.0977463, -1.21244, 1.0]], ['2, k, 16', [0.0983136, -0.396433, 1.0]], ['2, k, 17', [0.137092, -0.78959, 1.0]], ['2, k, 18', [0.131005, -1.12261, 1.0]], ['2, k, 19', [0.187866, -1.19727, 1.0]], ['2, k, 20', [0.0476733, 0.103337, 1.0]], ['2, k, 21', [-0.330503, 0.109761, 1.0]], ['2, k, 22', [-0.259768, 0.0995014, 1.0]], ['2, k, 23', [0.398607, 0.0604734, 1.0]], ['2, k, 24', [0.297483, 0.0838907, 1.0]]]
[['2, k, 0', [0.0367585, -0.408881, 1.0]], ['2, k, 1', [0.0417762, -0.124051, 1.0]], ['2, k, 2', [0.0470455, 0.153651, 1.0]], ['2, k, 3', [0.0476446, 0.297946, 1.0]], ['2, k, 4', [-0.0635788, 0.0875836, 1.0]], ['2, k, 5', [-0.184105, 0.133911, 1.0]], ['2, k, 6', [-0.270219, 0.149654, 1.0]], ['2, k, 7', [-0.294402, 0.172935, 1.0]], ['2, k, 8', [0.166727, 0.0713303, 1.0]], ['2, k, 9', [0.290153, 0.0961607, 1.0]], ['2, k, 10', [0.369415, 0.118811, 1.0]], ['2, k, 11', [0.364583, 0.135999, 1.0]], ['2, k, 12', [-0.0265803, -0.402404, 1.0]], ['2, k, 13', [-0.0607666, -0.804521, 1.0]], ['2, k, 14', [-0.0602612, -1.14939, 1.0]], ['2, k, 15', [-0.109433, -1.21159, 1.0]], ['2, k, 16', [0.0998103, -0.4084, 1.0]], ['2, k, 17', [0.13757, -0.791551, 1.0]], ['2, k, 18', [0.13449, -1.12802, 1.0]], ['2, k, 19', [0.116211, -1.20996, 1.0]], ['2, k, 20', [0.0457672, 0.0851979, 1.0]], ['2, k, 21', [-0.326284, 0.161377, 1.0]], ['2, k, 22', [-0.229422, 0.169704, 1.0]], ['2, k, 23', [0.363564, 0.135918, 1.0]], ['2, k, 24', [0.29925, 0.135171, 1.0]]]
[['2, k, 0', [0.0373933, -0.404647, 1.0]], ['2, k, 1', [0.0432543, -0.121133, 1.0]], ['2, k, 2', [0.050479, 0.158344, 1.0]], ['2, k, 3', [0.0489106, 0.30174, 1.0]], ['2, k, 4', [-0.0637486, 0.0893005, 1.0]], ['2, k, 5', [-0.18639, 0.138218, 1.0]], ['2, k, 6', [-0.27377, 0.199671, 1.0]], ['2, k, 7', [-0.29834, 0.225148, 1.0]], ['2, k, 8', [0.16793, 0.0775628, 1.0]], ['2, k, 9', [0.298986, 0.117914, 1.0]], ['2, k, 10', [0.348089, 0.12932, 1.0]], ['2, k, 11', [0.36176, 0.182381, 1.0]], ['2, k, 12', [-0.0265834, -0.398272, 1.0]], ['2, k, 13', [-0.060209, -0.798998, 1.0]], ['2, k, 14', [-0.0595417, -1.15251, 1.0]], ['2, k, 15', [-0.11623, -1.21219, 1.0]], ['2, k, 16', [0.101031, -0.403053, 1.0]], ['2, k, 17', [0.138017, -0.781977, 1.0]], ['2, k, 18', [0.134254, -1.12807, 1.0]], ['2, k, 19', [0.121705, -1.20443, 1.0]], ['2, k, 20', [0.0484907, 0.0891023, 1.0]], ['2, k, 21', [-0.334618, 0.21838, 1.0]], ['2, k, 22', [-0.270369, 0.215068, 1.0]], ['2, k, 23', [0.293814, 0.183548, 1.0]], ['2, k, 24', [0.285185, 0.183838, 1.0]]]
[['2, k, 0', [0.0378404, -0.404176, 1.0]], ['2, k, 1', [0.0438955, -0.119749, 1.0]], ['2, k, 2', [0.0515745, 0.162468, 1.0]], ['2, k, 3', [0.0504153, 0.299578, 1.0]], ['2, k, 4', [-0.0631214, 0.0899486, 1.0]], ['2, k, 5', [-0.190596, 0.159302, 1.0]], ['2, k, 6', [-0.275201, 0.232179, 1.0]], ['2, k, 7', [-0.307805, 0.273569, 1.0]], ['2, k, 8', [0.168707, 0.0809003, 1.0]], ['2, k, 9', [0.30141, 0.141951, 1.0]], ['2, k, 10', [0.316135, 0.170272, 1.0]], ['2, k, 11', [0.32493, 0.228179, 1.0]], ['2, k, 12', [-0.026654, -0.397553, 1.0]], ['2, k, 13', [-0.0600715, -0.795902, 1.0]], ['2, k, 14', [-0.0594497, -1.15235, 1.0]], ['2, k, 15', [-0.119819, -1.20977, 1.0]], ['2, k, 16', [0.102546, -0.403093, 1.0]], ['2, k, 17', [0.137581, -0.781765, 1.0]], ['2, k, 18', [0.145098, -1.07976, 1.0]], ['2, k, 19', [0.145983, -1.12025, 1.0]], ['2, k, 20', [0.0495436, 0.0923966, 1.0]], ['2, k, 21', [-0.366398, 0.272437, 1.0]], ['2, k, 22', [-0.267344, 0.275669, 1.0]], ['2, k, 23', [0.303235, 0.223371, 1.0]], ['2, k, 24', [0.260305, 0.230666, 1.0]]]
[['2, k, 0', [0.0385957, -0.403463, 1.0]], ['2, k, 1', [0.0443541, -0.118725, 1.0]], ['2, k, 2', [0.0517548, 0.163895, 1.0]], ['2, k, 3', [0.0514228, 0.295854, 1.0]], ['2, k, 4', [-0.0634662, 0.0901247, 1.0]], ['2, k, 5', [-0.195471, 0.181621, 1.0]], ['2, k, 6', [-0.250738, 0.273512, 1.0]], ['2, k, 7', [-0.282876, 0.317464, 1.0]], ['2, k, 8', [0.169599, 0.0909685, 1.0]], ['2, k, 9', [0.303214, 0.158472, 1.0]], ['2, k, 10', [0.343122, 0.225189, 1.0]], ['2, k, 11', [0.418082, 0.260879, 1.0]], ['2, k, 12', [-0.0264957, -0.397287, 1.0]], ['2, k, 13', [-0.0603198, -0.788694, 1.0]], ['2, k, 14', [-0.0576257, -1.14779, 1.0]], ['2, k, 15', [-0.0585316, -1.22275, 1.0]], ['2, k, 16', [0.103646, -0.401751, 1.0]], ['2, k, 17', [0.136631, -0.773204, 1.0]], ['2, k, 18', [0.145548, -1.07224, 1.0]], ['2, k, 19', [0.148845, -1.11251, 1.0]], ['2, k, 20', [0.0498266, 0.0937145, 1.0]], ['2, k, 21', [-0.327666, 0.33042, 1.0]], ['2, k, 22', [-0.209647, 0.316725, 1.0]], ['2, k, 23', [0.462839, 0.27447, 1.0]], ['2, k, 24', [0.337196, 0.267779, 1.0]]]
[['2, k, 0', [0.0394061, -0.401169, 1.0]], ['2, k, 1', [0.0442828, -0.116847, 1.0]], ['2, k, 2', [0.0507057, 0.165325, 1.0]], ['2, k, 3', [0.051759, 0.29554, 1.0]], ['2, k, 4', [-0.0636665, 0.0904096, 1.0]], ['2, k, 5', [-0.193122, 0.210049, 1.0]], ['2, k, 6', [-0.260812, 0.307058, 1.0]], ['2, k, 7', [-0.282415, 0.362194, 1.0]], ['2, k, 8', [0.169927, 0.0910616, 1.0]], ['2, k, 9', [0.315793, 0.185911, 1.0]], ['2, k, 10', [0.399357, 0.274711, 1.0]], ['2, k, 11', [0.435246, 0.306956, 1.0]], ['2, k, 12', [-0.0258021, -0.395271, 1.0]], ['2, k, 13', [-0.0609636, -0.787614, 1.0]], ['2, k, 14', [-0.059274, -1.14098, 1.0]], ['2, k, 15', [-0.0538427, -1.21761, 1.0]], ['2, k, 16', [0.10435, -0.399079, 1.0]], ['2, k, 17', [0.136562, -0.775671, 1.0]], ['2, k, 18', [0.145088, -1.07288, 1.0]], ['2, k, 19', [0.148257, -1.11292, 1.0]], ['2, k, 20', [0.0490773, 0.0952064, 1.0]], ['2, k, 21', [-0.309852, 0.388208, 1.0]], ['2, k, 22', [-0.22245, 0.362622, 1.0]], ['2, k, 23', [0.459726, 0.319079, 1.0]], ['2, k, 24', [0.360915, 0.314931, 1.0]]]
[['2, k, 0', [0.0393569, -0.398664, 1.0]], ['2, k, 1', [0.0439341, -0.114758, 1.0]], ['2, k, 2', [0.0498247, 0.166705, 1.0]], ['2, k, 3', [0.0527198, 0.298077, 1.0]], ['2, k, 4', [-0.0652096, 0.0936885, 1.0]], ['2, k, 5', [-0.192615, 0.221436, 1.0]], ['2, k, 6', [-0.25073, 0.355037, 1.0]], ['2, k, 7', [-0.277085, 0.396224, 1.0]], ['2, k, 8', [0.170304, 0.0913343, 1.0]], ['2, k, 9', [0.319898, 0.204227, 1.0]], ['2, k, 10', [0.414201, 0.320949, 1.0]], ['2, k, 11', [0.438812, 0.347531, 1.0]], ['2, k, 12', [-0.0261332, -0.392161, 1.0]], ['2, k, 13', [-0.0608111, -0.786501, 1.0]], ['2, k, 14', [-0.0603794, -1.14775, 1.0]], ['2, k, 15', [-0.0484989, -1.21588, 1.0]], ['2, k, 16', [0.104331, -0.396842, 1.0]], ['2, k, 17', [0.135783, -0.770183, 1.0]], ['2, k, 18', [0.130743, -1.11013, 1.0]], ['2, k, 19', [0.133568, -1.14971, 1.0]], ['2, k, 20', [0.048348, 0.0967415, 1.0]], ['2, k, 21', [-0.311947, 0.432325, 1.0]], ['2, k, 22', [-0.203251, 0.399613, 1.0]], ['2, k, 23', [0.481808, 0.369127, 1.0]], ['2, k, 24', [0.366805, 0.353068, 1.0]]]
[['2, k, 0', [0.039575, -0.39637, 1.0]], ['2, k, 1', [0.0430211, -0.112008, 1.0]], ['2, k, 2', [0.0471229, 0.169584, 1.0]], ['2, k, 3', [0.0530566, 0.299275, 1.0]], ['2, k, 4', [-0.0650663, 0.0936967, 1.0]], ['2, k, 5', [-0.193189, 0.241467, 1.0]], ['2, k, 6', [-0.249563, 0.387624, 1.0]], ['2, k, 7', [-0.274539, 0.434283, 1.0]], ['2, k, 8', [0.173551, 0.0962906, 1.0]], ['2, k, 9', [0.321841, 0.219188, 1.0]], ['2, k, 10', [0.406662, 0.336608, 1.0]], ['2, k, 11', [0.444202, 0.380707, 1.0]], ['2, k, 12', [-0.025931, -0.390594, 1.0]], ['2, k, 13', [-0.0604958, -0.784303, 1.0]], ['2, k, 14', [-0.0598335, -1.14904, 1.0]], ['2, k, 15', [-0.0473951, -1.21718, 1.0]], ['2, k, 16', [0.104463, -0.393973, 1.0]], ['2, k, 17', [0.135667, -0.77075, 1.0]], ['2, k, 18', [0.130113, -1.14737, 1.0]], ['2, k, 19', [0.12471, -1.22524, 1.0]], ['2, k, 20', [0.0461747, 0.0996175, 1.0]], ['2, k, 21', [-0.297344, 0.468306, 1.0]], ['2, k, 22', [-0.210374, 0.437821, 1.0]], ['2, k, 23', [0.481391, 0.400098, 1.0]], ['2, k, 24', [0.377735, 0.386028, 1.0]]]
[['2, k, 0', [0.0395983, -0.39611, 1.0]], ['2, k, 1', [0.0431281, -0.111938, 1.0]], ['2, k, 2', [0.0472076, 0.169381, 1.0]], ['2, k, 3', [0.0545499, 0.300327, 1.0]], ['2, k, 4', [-0.0665062, 0.100044, 1.0]], ['2, k, 5', [-0.191026, 0.254947, 1.0]], ['2, k, 6', [-0.254317, 0.40169, 1.0]], ['2, k, 7', [-0.277152, 0.460903, 1.0]], ['2, k, 8', [0.173267, 0.0958617, 1.0]], ['2, k, 9', [0.318942, 0.232464, 1.0]], ['2, k, 10', [0.415575, 0.362784, 1.0]], ['2, k, 11', [0.443325, 0.40593, 1.0]], ['2, k, 12', [-0.025971, -0.390401, 1.0]], ['2, k, 13', [-0.060134, -0.782834, 1.0]], ['2, k, 14', [-0.0579227, -1.15036, 1.0]], ['2, k, 15', [-0.0392844, -1.21746, 1.0]], ['2, k, 16', [0.104645, -0.393669, 1.0]], ['2, k, 17', [0.13657, -0.767263, 1.0]], ['2, k, 18', [0.13754, -1.08356, 1.0]], ['2, k, 19', [0.139798, -1.1231, 1.0]], ['2, k, 20', [0.0462473, 0.0995099, 1.0]], ['2, k, 21', [-0.315887, 0.493859, 1.0]], ['2, k, 22', [-0.214578, 0.467775, 1.0]], ['2, k, 23', [0.485995, 0.431164, 1.0]], ['2, k, 24', [0.37563, 0.416584, 1.0]]]
[['2, k, 0', [0.0399457, -0.395326, 1.0]], ['2, k, 1', [0.0433906, -0.11152, 1.0]], ['2, k, 2', [0.0472725, 0.169379, 1.0]], ['2, k, 3', [0.0556144, 0.300916, 1.0]], ['2, k, 4', [-0.0662651, 0.0997315, 1.0]], ['2, k, 5', [-0.191188, 0.2664, 1.0]], ['2, k, 6', [-0.256251, 0.426347, 1.0]], ['2, k, 7', [-0.274935, 0.483453, 1.0]], ['2, k, 8', [0.173967, 0.0968238, 1.0]], ['2, k, 9', [0.319569, 0.237881, 1.0]], ['2, k, 10', [0.400831, 0.368756, 1.0]], ['2, k, 11', [0.446978, 0.430641, 1.0]], ['2, k, 12', [-0.0256478, -0.389686, 1.0]], ['2, k, 13', [-0.0606901, -0.781345, 1.0]], ['2, k, 14', [-0.0579088, -1.14844, 1.0]], ['2, k, 15', [-0.0348193, -1.21732, 1.0]], ['2, k, 16', [0.104868, -0.393008, 1.0]], ['2, k, 17', [0.136333, -0.768048, 1.0]], ['2, k, 18', [0.129103, -1.12811, 1.0]], ['2, k, 19', [0.131564, -1.16723, 1.0]], ['2, k, 20', [0.0463436, 0.0995739, 1.0]], ['2, k, 21', [-0.298479, 0.51817, 1.0]], ['2, k, 22', [-0.208818, 0.495727, 1.0]], ['2, k, 23', [0.500978, 0.447655, 1.0]], ['2, k, 24', [0.375835, 0.439834, 1.0]]]
[['2, k, 0', [0.0403492, -0.39488, 1.0]], ['2, k, 1', [0.0441108, -0.110995, 1.0]], ['2, k, 2', [0.04808, 0.169653, 1.0]], ['2, k, 3', [0.055961, 0.301101, 1.0]], ['2, k, 4', [-0.0659703, 0.0994566, 1.0]], ['2, k, 5', [-0.191141, 0.277044, 1.0]], ['2, k, 6', [-0.249779, 0.450154, 1.0]], ['2, k, 7', [-0.270278, 0.50269, 1.0]], ['2, k, 8', [0.175131, 0.0984172, 1.0]], ['2, k, 9', [0.322, 0.247638, 1.0]], ['2, k, 10', [0.42541, 0.409189, 1.0]], ['2, k, 11', [0.450431, 0.449548, 1.0]], ['2, k, 12', [-0.0256045, -0.389552, 1.0]], ['2, k, 13', [-0.0604315, -0.781776, 1.0]], ['2, k, 14', [-0.05872, -1.15308, 1.0]], ['2, k, 15', [-0.0441806, -1.22082, 1.0]], ['2, k, 16', [0.105828, -0.392182, 1.0]], ['2, k, 17', [0.136312, -0.767134, 1.0]], ['2, k, 18', [0.128889, -1.13051, 1.0]], ['2, k, 19', [0.138029, -1.20839, 1.0]], ['2, k, 20', [0.047118, 0.0999304, 1.0]], ['2, k, 21', [-0.298037, 0.537037, 1.0]], ['2, k, 22', [-0.202983, 0.510697, 1.0]], ['2, k, 23', [0.492669, 0.47663, 1.0]], ['2, k, 24', [0.385245, 0.462219, 1.0]]]
[['2, k, 0', [0.0404039, -0.394294, 1.0]], ['2, k, 1', [0.0448949, -0.110241, 1.0]], ['2, k, 2', [0.0498806, 0.170472, 1.0]], ['2, k, 3', [0.0559396, 0.301808, 1.0]], ['2, k, 4', [-0.0657264, 0.0992845, 1.0]], ['2, k, 5', [-0.189983, 0.280714, 1.0]], ['2, k, 6', [-0.250912, 0.464418, 1.0]], ['2, k, 7', [-0.273757, 0.522098, 1.0]], ['2, k, 8', [0.176134, 0.0995174, 1.0]], ['2, k, 9', [0.320794, 0.249285, 1.0]], ['2, k, 10', [0.424686, 0.41088, 1.0]], ['2, k, 11', [0.455371, 0.463558, 1.0]], ['2, k, 12', [-0.025523, -0.389223, 1.0]], ['2, k, 13', [-0.0603136, -0.78035, 1.0]], ['2, k, 14', [-0.0589809, -1.14959, 1.0]], ['2, k, 15', [-0.0455006, -1.22038, 1.0]], ['2, k, 16', [0.105784, -0.391439, 1.0]], ['2, k, 17', [0.13618, -0.767477, 1.0]], ['2, k, 18', [0.129734, -1.12981, 1.0]], ['2, k, 19', [0.12813, -1.2085, 1.0]], ['2, k, 20', [0.0486073, 0.100766, 1.0]], ['2, k, 21', [-0.304168, 0.554308, 1.0]], ['2, k, 22', [-0.211617, 0.528537, 1.0]], ['2, k, 23', [0.499265, 0.490699, 1.0]], ['2, k, 24', [0.392819, 0.479637, 1.0]]]
